Running Update Time,Running Env Steps,Running Reverse KL,Itration,Running Forward KL,Real Det Return,Reward Loss,Real Sto Return
218,1090000,18.6696,218,143.8667,11468.2,-23525.0625,10950.03
219,1095000,19.1162,219,142.9708,11727.29,-23614.955078125,10699.15
220,1100000,19.3043,220,143.3192,11650.99,-23641.248046875,11300.13
221,1105000,18.4915,221,143.2081,11695.77,-23519.69140625,10827.66
222,1110000,19.2456,222,142.8079,11672.5,-24058.2109375,11044.13
223,1115000,16.5079,223,142.5535,11453.55,-23945.876953125,11263.55
224,1120000,18.5944,224,142.3826,11693.0,-23929.150390625,10980.64
225,1125000,18.9159,225,143.2429,11530.05,-24673.455078125,11130.86
226,1130000,17.7609,226,143.3175,11535.42,-24893.66015625,10548.5
227,1135000,17.5145,227,142.3462,10171.38,-24321.94140625,10886.23
228,1140000,18.5374,228,142.502,11526.03,-24861.07421875,11080.71
229,1145000,16.1827,229,143.0117,8475.31,-25579.3359375,10400.63
230,1150000,18.6075,230,143.2419,11490.55,-25236.263671875,9972.34
231,1155000,18.4526,231,142.0416,10728.22,-24749.94921875,10984.56
232,1160000,18.1355,232,143.47,11676.27,-25704.28515625,11275.02
233,1165000,16.8004,233,142.839,11363.63,-25711.748046875,10389.44
234,1170000,17.3319,234,142.3101,10982.07,-25309.560546875,10720.46
235,1175000,18.6512,235,142.9927,11771.5,-24946.4296875,10690.49
236,1180000,17.7883,236,143.1807,11762.38,-25303.26171875,10806.89
237,1185000,18.6891,237,142.0331,11304.88,-25886.630859375,10338.91
238,1190000,17.4422,238,142.3494,11036.42,-25360.966796875,10916.01
239,1195000,18.0131,239,142.0235,10918.62,-25560.927734375,10948.8
240,1200000,16.3148,240,142.6695,11678.65,-26434.05078125,10497.95
241,1205000,17.5179,241,143.3924,11271.73,-26486.611328125,10929.4
242,1210000,17.4927,242,142.7298,11568.92,-26430.67578125,10902.92
243,1215000,18.8907,243,143.6846,10959.83,-25938.345703125,10584.44
244,1220000,18.8649,244,142.5001,11763.65,-26283.927734375,11235.61
245,1225000,15.984,245,143.2901,11766.25,-27100.517578125,10475.71
246,1230000,17.0534,246,143.6102,11228.7,-27555.13671875,9763.66
247,1235000,16.3774,247,142.5423,11240.08,-26547.1484375,10468.8
248,1240000,17.4902,248,143.1048,11601.56,-26907.337890625,10763.14
249,1245000,17.8102,249,142.3117,11500.53,-26803.986328125,9105.08
250,1250000,17.5335,250,142.244,11651.94,-27221.76171875,9935.22
251,1255000,17.9261,251,142.6571,11703.22,-27555.7578125,10788.93
252,1260000,18.3933,252,142.3824,11917.63,-26574.130859375,11512.3
253,1265000,18.3464,253,143.0566,10812.34,-27643.5546875,9104.85
254,1270000,17.5848,254,142.1286,11845.86,-27305.88671875,11314.24
255,1275000,18.2894,255,142.0485,11766.43,-27448.537109375,11141.29
256,1280000,16.3135,256,142.4155,11338.75,-27954.986328125,10509.22
257,1285000,15.9508,257,142.5934,11635.89,-27835.783203125,10620.25
258,1290000,18.2604,258,142.4025,11823.95,-27391.0078125,11398.48
259,1295000,17.5479,259,143.6149,10553.97,-28374.83203125,9740.62
260,1300000,16.5472,260,142.6858,11382.52,-28629.564453125,10320.9
261,1305000,17.8067,261,143.1664,11726.41,-27286.484375,10236.33
262,1310000,15.3027,262,143.3013,9774.92,-29156.529296875,6366.75
263,1315000,17.578,263,141.9987,10699.55,-28311.67578125,11118.07
264,1320000,16.5785,264,143.5582,11118.57,-28936.080078125,10840.32
265,1325000,17.746,265,142.2575,10867.34,-28072.537109375,11272.43
266,1330000,17.299,266,142.2925,11583.9,-28782.82421875,9894.91
267,1335000,17.8149,267,142.9163,11278.53,-28516.921875,9720.9
268,1340000,17.8947,268,142.2705,11644.99,-28518.814453125,10970.86
269,1345000,17.2194,269,141.9509,11940.26,-27899.568359375,10987.54
270,1350000,17.5921,270,141.8367,11256.68,-28431.015625,10901.11
271,1355000,18.378,271,141.6537,11897.87,-28775.87890625,10743.26
272,1360000,17.9497,272,141.8561,11921.09,-29223.30859375,11344.66
273,1365000,17.4728,273,142.5884,11626.46,-29692.0625,10813.2
274,1370000,16.3541,274,141.9941,11930.18,-29651.384765625,10668.6
275,1375000,20.9795,275,142.0899,11966.75,-29537.79296875,11414.39
276,1380000,18.0298,276,141.8048,11339.52,-28827.529296875,10140.25
277,1385000,17.6358,277,142.0928,11907.49,-29187.294921875,10446.15
278,1390000,18.2414,278,142.3641,11903.55,-29194.876953125,11104.12
279,1395000,18.4148,279,142.8522,11954.02,-29741.369140625,10771.11
280,1400000,18.5901,280,142.29,11878.71,-29937.865234375,10447.81
281,1405000,17.981,281,141.8201,11875.0,-29094.3359375,10728.53
282,1410000,16.1285,282,142.315,11904.6,-29840.18359375,10952.36
283,1415000,18.1246,283,142.699,11719.85,-30287.19921875,11207.0
284,1420000,17.7052,284,141.7169,11488.79,-29974.0078125,10245.65
285,1425000,17.5341,285,142.1671,11895.08,-29986.9296875,10859.75
286,1430000,17.6212,286,142.571,11933.63,-30836.6328125,11344.01
287,1435000,16.2063,287,142.647,12012.36,-30818.501953125,10528.88
288,1440000,18.1584,288,142.4272,11826.92,-30378.740234375,10624.2
289,1445000,18.0037,289,142.6463,11959.31,-30820.11328125,10767.58
290,1450000,17.0893,290,141.9775,11953.52,-30677.8828125,11069.22
291,1455000,17.4316,291,142.0521,11863.55,-30882.390625,11352.15
292,1460000,17.906,292,143.1611,11385.89,-32030.84375,11035.86
293,1465000,17.7865,293,141.9348,11833.14,-30807.904296875,11037.92
294,1470000,17.8345,294,142.6706,11290.62,-32197.7109375,10916.48
295,1475000,18.5176,295,142.7483,11738.66,-31542.833984375,10901.72
296,1480000,17.5749,296,142.1739,11329.91,-31762.771484375,11101.7
297,1485000,16.9469,297,143.1045,11369.32,-32320.0546875,9027.26
298,1490000,17.7445,298,142.2552,11552.72,-32191.41015625,10831.22
299,1495000,18.3784,299,142.0649,11738.28,-32226.3984375,11235.86
300,1500000,18.4201,300,142.8729,11280.15,-32432.2421875,10927.33
301,1505000,17.7464,301,142.0052,11875.07,-32313.5078125,10774.81
302,1510000,18.3733,302,142.389,11823.69,-32180.69140625,11341.89
303,1515000,18.5393,303,142.3579,11571.76,-32286.376953125,11188.22
304,1520000,18.6977,304,142.7789,11584.28,-33279.96484375,10951.51
305,1525000,18.7026,305,143.0544,11522.33,-32410.03125,11106.52
306,1530000,18.6136,306,142.863,11714.02,-32608.595703125,11100.85
307,1535000,16.8803,307,141.7989,11992.25,-32382.091796875,10052.45
308,1540000,18.057,308,141.738,12030.34,-32950.91015625,10589.63
309,1545000,18.6082,309,142.5752,11567.78,-33961.10546875,11213.98
310,1550000,16.7526,310,141.7308,11943.92,-32695.26171875,10843.63
311,1555000,17.1666,311,142.1159,11876.89,-32773.2421875,10609.26
312,1560000,17.618,312,142.2637,11716.76,-33946.0,9921.89
313,1565000,17.4663,313,142.0,10872.23,-32972.51171875,10835.07
314,1570000,17.8499,314,141.1653,11194.23,-33037.81640625,10861.91
315,1575000,18.5022,315,142.2911,11855.53,-32931.59375,11377.74
316,1580000,18.0907,316,142.1915,11526.71,-33934.421875,10529.92
317,1585000,17.1289,317,142.4084,11782.92,-34322.43359375,9730.82
318,1590000,17.7476,318,141.9065,12020.18,-33323.51171875,10891.03
319,1595000,18.1116,319,141.7559,11835.65,-33781.765625,11053.99
320,1600000,18.337,320,141.5049,11903.13,-34370.39453125,11375.51
321,1605000,18.1632,321,141.4455,11629.56,-34355.96484375,10590.09
322,1610000,18.3264,322,142.4013,11695.69,-34097.19140625,11289.82
323,1615000,18.2723,323,142.0568,11916.93,-34190.8515625,10912.34
324,1620000,18.4817,324,142.1487,11731.03,-34310.19140625,11186.83
325,1625000,17.917,325,141.6616,12130.4,-34500.05859375,10646.49
326,1630000,18.5144,326,141.9824,11952.65,-34536.4375,10281.14
327,1635000,18.1772,327,142.7376,11944.15,-34965.3515625,10170.88
328,1640000,17.8027,328,142.207,10925.67,-34848.52734375,11071.18
329,1645000,17.3956,329,142.3834,11900.36,-34458.22265625,10402.54
330,1650000,17.5935,330,141.6055,11807.3,-35173.03125,11272.77
331,1655000,18.0524,331,142.1457,11633.38,-35563.73046875,10797.88
332,1660000,18.31,332,141.286,12114.05,-34718.984375,11554.3
333,1665000,17.5763,333,142.1967,11933.33,-35417.0,11035.39
334,1670000,18.0521,334,141.704,11736.58,-34740.28125,11498.58
335,1675000,17.7172,335,142.0272,12018.73,-34721.55078125,10605.19
336,1680000,17.6909,336,141.9013,11757.62,-34675.578125,10870.7
337,1685000,18.5786,337,142.3464,11956.9,-36012.4296875,11327.51
338,1690000,17.5672,338,141.5442,12108.99,-35769.31640625,11186.16
339,1695000,17.8671,339,142.1226,11513.61,-35530.80078125,10806.75
340,1700000,16.2602,340,141.3734,10287.94,-35136.09765625,8802.81
341,1705000,16.7196,341,141.8537,11280.99,-36491.359375,8525.92
342,1710000,16.647,342,141.9466,11138.61,-36361.10546875,10984.61
343,1715000,17.3894,343,141.3214,11732.92,-35832.48828125,10112.05
344,1720000,16.4811,344,142.037,11584.8,-36421.45703125,9854.04
345,1725000,16.7663,345,141.1402,11724.64,-36398.11328125,9489.16
346,1730000,16.4044,346,142.0989,11373.2,-36723.63671875,9175.17
347,1735000,17.6454,347,141.5398,12024.71,-36434.4296875,11436.07
348,1740000,16.5202,348,141.2162,11368.42,-36426.96875,10113.91
349,1745000,17.8463,349,141.5021,12114.98,-37060.546875,11430.85
350,1750000,17.3358,350,142.3553,11475.31,-37606.68359375,9561.21
351,1755000,17.0504,351,141.4554,11748.32,-37786.92578125,11359.9
352,1760000,15.7568,352,141.3959,11699.97,-37241.2578125,10029.63
353,1765000,18.7338,353,142.1571,11038.12,-37615.3671875,11060.2
354,1770000,17.9221,354,141.7214,12035.22,-37566.1953125,11487.4
355,1775000,17.8158,355,141.3379,11977.28,-37719.07421875,10801.09
356,1780000,16.8341,356,141.9627,11824.01,-38492.90234375,10694.63
357,1785000,18.3421,357,141.9272,12079.86,-38748.33203125,10403.14
358,1790000,17.4261,358,142.2456,11539.69,-37922.74609375,10578.39
359,1795000,18.9122,359,142.5812,11860.49,-39341.9296875,11137.15
360,1800000,16.901,360,142.1807,11886.64,-37994.828125,10338.64
361,1805000,17.9202,361,142.1548,12045.12,-38543.59765625,10685.17
362,1810000,17.3869,362,141.4021,12169.83,-38159.48828125,10829.18
363,1815000,18.6191,363,141.7158,12026.28,-38310.01171875,10919.85
364,1820000,18.1882,364,141.9335,11982.49,-38735.8359375,11436.51
365,1825000,18.3961,365,141.5717,12192.92,-39972.59375,10244.29
366,1830000,18.0877,366,142.1676,11703.21,-39989.98046875,11465.58
367,1835000,17.1318,367,141.2056,11874.29,-39553.8671875,9507.32
368,1840000,17.4417,368,141.3691,12027.54,-39657.6484375,11269.22
369,1845000,18.2588,369,141.4789,11607.26,-39788.27734375,11311.06
370,1850000,16.0673,370,142.076,12027.34,-38918.296875,11262.42
371,1855000,18.7974,371,142.1646,12101.61,-40673.62109375,11548.35
372,1860000,17.3906,372,141.5426,11030.89,-39974.7265625,11358.14
373,1865000,18.7836,373,141.6451,11980.97,-39535.6796875,11134.0
374,1870000,18.2501,374,142.3882,10552.56,-39993.21484375,10217.93
375,1875000,18.498,375,141.4734,11426.77,-40593.30859375,10307.49
376,1880000,17.0661,376,141.4123,11340.33,-40431.3203125,10501.87
377,1885000,17.6719,377,142.0643,12068.4,-40107.765625,10160.4
378,1890000,18.4607,378,141.1567,10460.69,-41312.0703125,11516.84
379,1895000,17.3085,379,141.894,11440.95,-40211.77734375,10951.41
380,1900000,18.19,380,141.0407,12302.9,-40338.1953125,10980.31
381,1905000,18.5732,381,141.9103,12127.99,-40829.48046875,11537.52
382,1910000,17.7943,382,142.2408,12293.47,-41118.40625,11651.79
383,1915000,18.3408,383,141.5723,12240.24,-40790.140625,11531.53
384,1920000,18.9724,384,142.1821,11469.09,-41713.09375,11462.66
385,1925000,18.6193,385,141.9752,12045.71,-41524.95703125,10648.77
386,1930000,18.6465,386,141.584,12120.99,-42261.94140625,11522.58
387,1935000,19.2009,387,141.4985,12115.61,-41531.24609375,11467.01
388,1940000,17.9012,388,140.7482,12211.07,-41735.30859375,9967.48
389,1945000,19.3986,389,142.1547,11766.03,-42246.625,11300.77
390,1950000,17.5788,390,141.4536,12213.79,-41874.05078125,11591.1
391,1955000,17.5376,391,142.513,11092.35,-42593.015625,11520.14
