Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Itration
1193.47,58.2999,27.0069,2868.68,120
1896.58,61.1406,27.3045,2677.35,121
1747.7,58.9907,27.8367,3000.61,122
1670.56,59.1983,26.9895,2897.88,123
1713.81,58.6154,27.5379,3134.03,124
1632.8,55.9504,26.859,2643.29,125
2028.19,54.9621,32.4432,3176.05,126
1901.97,57.4469,33.095,3067.99,127
2066.52,57.3011,30.6001,2688.34,128
1898.85,56.9438,30.9802,2715.92,129
1793.4,58.1434,34.7352,2680.09,130
1753.93,56.8293,35.4324,2292.8,131
2041.18,56.428,34.6228,2596.46,132
1391.86,58.0985,27.7437,2378.71,133
1672.9,56.0669,33.3872,2897.33,134
2265.69,59.1124,29.442,2756.18,135
1871.0,55.8205,29.3116,2650.1,136
2327.19,58.7218,32.3128,2692.72,137
1520.02,58.7262,29.0,2487.86,138
1542.79,58.302,26.6813,3099.54,139
1984.49,57.4933,29.1968,2344.26,140
1507.32,57.2522,28.1445,1858.36,141
2173.71,58.2507,28.2696,2727.41,142
2095.17,56.5785,28.6368,2502.34,143
1738.87,56.5163,29.2517,2712.46,144
1380.67,57.0181,27.2733,1999.37,145
1513.48,55.8316,29.1154,2377.03,146
1955.02,58.1471,29.8923,2325.53,147
2317.31,57.2272,28.6595,2970.3,148
2272.14,55.7461,31.2679,2824.04,149
2033.22,58.2205,35.015,2737.65,150
2116.26,57.5091,30.0138,2809.56,151
1061.49,59.5049,25.9231,1892.7,152
1861.58,55.8395,34.8838,3035.87,153
1825.39,58.1688,28.5604,3121.96,154
1723.51,58.025,27.5262,2295.16,155
2468.12,58.4358,31.3558,2721.76,156
1689.38,55.7992,30.5444,2665.69,157
1941.88,56.9611,27.0306,2651.97,158
1725.29,56.9416,25.223,2687.92,159
2351.62,60.2789,36.9259,3211.31,160
2507.34,57.8617,32.7915,3416.2,161
2194.57,56.5811,31.0183,3205.12,162
2347.79,57.8683,35.6078,3011.1,163
2331.04,58.522,29.1134,3088.13,164
1812.21,56.7982,27.111,2199.98,165
2238.26,58.4068,25.5471,2106.79,166
2297.28,58.1791,30.082,3236.02,167
2237.88,58.5237,32.5026,3480.14,168
2429.69,58.6757,28.6793,2893.74,169
2443.05,59.7731,26.4953,3031.32,170
2310.23,59.6361,33.12,3589.51,171
2332.13,59.0271,33.6337,3041.72,172
2042.05,61.2938,36.0644,2208.25,173
2290.83,57.0584,31.5604,3108.81,174
2721.7,60.0812,30.0395,3040.54,175
1879.29,58.8368,31.23,2786.17,176
2702.1,59.867,34.6118,3029.1,177
2683.35,59.2649,32.8702,3217.06,178
2295.46,59.0602,30.4337,3474.41,179
2013.88,60.765,33.1858,3518.47,180
2814.02,57.8964,33.2193,3438.18,181
2431.12,60.2823,34.958,3508.64,182
2303.69,59.5264,38.2591,3364.45,183
3072.03,60.3803,32.4689,3569.53,184
2594.25,59.032,33.0081,3596.21,185
2890.87,60.2229,28.9733,3602.92,186
2501.82,59.8178,32.6428,3245.0,187
2516.6,59.9399,30.5672,3138.93,188
2819.36,63.295,39.8699,3737.2,189
3011.22,61.2452,30.8422,4198.38,190
2903.59,60.6479,33.3502,3961.15,191
3131.04,63.1297,36.1537,3915.7,192
2507.59,61.0396,34.5638,3397.29,193
3060.26,60.8415,34.8822,3803.4,194
3457.02,63.9244,41.3132,4231.77,195
2870.12,62.0693,33.362,3655.79,196
2607.12,62.0015,30.961,3669.04,197
2941.45,62.1468,35.9741,3886.2,198
2657.64,62.896,33.1393,3745.74,199
3171.31,65.2475,44.0993,4057.31,200
3086.08,63.4283,40.9073,4227.9,201
3299.81,65.3305,43.3801,4215.62,202
2806.11,62.4669,34.734,3906.35,203
3006.55,63.1779,36.7208,3269.42,204
2780.35,64.3433,40.7257,3742.73,205
3336.38,67.8383,48.4273,4181.85,206
2091.45,64.975,39.7043,4074.8,207
2760.02,65.1586,41.3208,3108.39,208
3294.85,63.4178,36.9992,4165.1,209
3180.65,67.7832,45.1295,4166.09,210
3569.35,67.4779,47.4209,4296.71,211
3147.85,65.6961,39.5028,4429.14,212
3157.64,65.1568,42.1432,4131.03,213
3605.79,66.8562,43.7165,4386.02,214
2178.14,64.7571,38.3483,3023.81,215
3105.65,67.5654,46.2867,4273.68,216
3496.09,65.1723,39.5033,4181.2,217
3277.63,64.9419,38.1251,3688.05,218
3055.8,69.3396,48.7697,3661.91,219
3091.65,65.1672,39.5913,3758.49,220
2980.6,65.1534,39.6005,4225.63,221
2810.9,65.8806,40.5213,4272.16,222
3171.02,66.1951,44.4918,3926.57,223
3504.79,64.8783,36.6902,4181.62,224
3719.38,68.5668,49.0437,4466.35,225
3113.58,65.8005,40.4131,3070.6,226
3244.64,69.1328,50.7216,4230.72,227
3616.47,68.4435,49.9596,4616.4,228
3110.43,66.3786,43.8019,4325.4,229
3356.08,68.7432,47.782,4585.3,230
3230.27,65.1336,41.1534,4592.08,231
3078.9,67.4832,45.8584,4132.66,232
2349.37,66.7511,42.2001,3868.6,233
3353.81,67.8036,47.6465,3994.59,234
3570.51,66.5179,42.5584,4126.1,235
3377.55,66.5985,41.9224,4263.92,236
3563.06,69.1725,46.8983,4469.09,237
3439.94,70.5628,50.4754,4584.3,238
4050.04,68.3071,46.195,4750.07,239
2817.53,66.0231,39.8952,4273.06,240
3864.84,67.8639,44.7413,4280.16,241
3727.97,67.1947,45.0957,4405.9,242
3154.84,68.3255,44.8848,4373.11,243
3550.63,68.3343,45.7949,4288.04,244
3941.64,71.0655,49.4952,4577.36,245
3910.2,67.3416,45.3225,4282.07,246
3220.97,69.3353,47.2628,4379.49,247
3235.13,70.9864,51.262,4666.52,248
3563.67,70.7494,50.4767,4477.47,249
3977.02,68.7663,47.23,4496.19,250
3877.83,71.2283,49.8866,4732.38,251
4233.59,66.9931,44.7604,4686.5,252
4047.5,68.9485,47.9297,4748.35,253
4268.63,70.0521,49.6539,4471.71,254
3698.85,72.235,50.2905,4209.0,255
3894.56,68.3262,47.6209,4914.12,256
3834.18,69.8214,47.7029,4220.27,257
3125.23,68.4707,48.7879,4165.68,258
3962.07,72.3305,51.6104,4334.95,259
3899.72,71.8575,51.9998,4264.92,260
3494.54,66.4589,43.6804,4749.7,261
3942.87,69.3739,50.2398,5000.31,262
2967.91,67.0581,43.9249,4569.91,263
4339.76,68.8155,49.0242,4718.93,264
4071.94,66.8375,41.1161,4899.4,265
4191.16,72.3208,51.9706,5176.5,266
4317.45,69.8911,48.6502,5042.34,267
4227.81,70.762,50.6655,5171.91,268
4161.53,68.3325,47.7375,5147.26,269
4392.45,67.657,44.5853,5037.91,270
4442.46,69.0701,47.3103,5332.32,271
4228.56,72.0299,53.16,4628.24,272
4341.85,72.3958,52.9576,5263.75,273
4373.82,68.7326,48.9409,5349.28,274
-697.43,80.7193,85.372,-361.47,275
-1253.15,105.2089,521.8136,-1500.87,276
-2017.12,107.4467,239.1758,-1869.1,277
-810.85,85.3631,129.912,-645.24,278
-629.48,83.7191,225.4124,-319.33,279
-50.19,83.6045,114.0628,5.18,280
261.73,73.4454,113.5582,194.05,281
1500.99,68.5492,59.5168,1337.48,282
1999.02,70.5415,98.2234,2595.66,283
1403.43,69.2082,72.9697,1857.04,284
2757.86,70.437,50.0019,3489.21,285
1861.35,69.6553,48.277,2753.56,286
2347.95,70.4913,52.9108,3430.34,287
2679.59,72.172,50.8557,3338.82,288
3208.05,69.0744,48.5621,3830.96,289
3294.34,70.5194,52.8694,4115.63,290
2552.06,68.1394,41.9796,3979.45,291
2912.8,67.3399,42.8967,4306.84,292
3357.79,67.7396,42.9971,4441.88,293
2591.72,66.7343,42.0262,4269.4,294
2408.46,66.1469,40.9349,3727.18,295
2514.93,67.2803,42.1584,3720.61,296
3641.16,65.6206,42.1529,4254.23,297
3472.08,66.5618,43.7902,4236.59,298
3556.75,65.4751,39.5877,4203.86,299
3702.0,67.3859,43.5289,4514.66,300
3696.5,68.8868,47.8089,4650.14,301
3363.07,66.9962,42.1351,5005.27,302
3465.0,67.584,47.5805,4352.23,303
3671.99,67.5479,46.3128,4655.87,304
3978.92,70.2518,50.7553,4647.83,305
3884.27,68.105,46.2471,4504.55,306
4109.47,70.1287,53.0722,4888.65,307
3854.69,66.3857,42.7144,4944.74,308
3790.37,68.6313,47.9646,5290.7,309
3961.58,68.9989,48.9365,5003.55,310
3804.33,68.8757,47.8848,4807.56,311
4375.65,69.1857,50.3579,5157.0,312
4269.74,68.5479,48.9733,5029.07,313
4494.1,68.4504,48.5888,5196.56,314
3922.72,68.475,48.051,5322.51,315
4048.16,69.1394,50.9284,5358.97,316
4628.85,72.0693,53.8638,5319.94,317
4632.88,67.8254,46.8078,5438.84,318
4312.21,68.0065,48.4557,5356.59,319
4366.17,70.9966,56.2078,5147.45,320
4757.04,72.0372,56.3806,5535.6,321
4670.68,71.0744,55.4938,5259.35,322
4698.6,71.5063,57.9851,5514.5,323
4494.06,71.7228,58.4826,5567.01,324
4945.11,72.5209,56.2848,5186.4,325
4748.77,72.4197,58.8431,5663.02,326
4249.75,69.9641,53.0813,4895.23,327
4836.79,70.7033,53.2344,5676.51,328
4374.95,68.2258,47.0386,5352.37,329
5077.72,73.5529,57.6273,5657.32,330
4735.12,69.3797,51.5997,5099.85,331
4519.02,73.44,57.1545,5469.4,332
4950.33,69.9897,54.1488,5700.12,333
4661.95,73.2154,59.0376,5372.98,334
4747.23,73.489,60.2481,5427.31,335
5035.12,72.1679,59.0424,5602.4,336
4412.52,70.9049,55.3636,5152.15,337
4984.86,73.1141,60.4536,5717.82,338
4762.99,71.5917,57.5866,5675.65,339
4917.14,69.7627,53.6172,5338.49,340
4746.46,70.4357,54.0711,5639.21,341
4922.39,70.9913,55.1939,5552.56,342
5078.53,72.7288,58.0346,5448.12,343
4659.07,73.4227,59.6843,5754.18,344
4659.93,73.7099,59.4467,5216.94,345
4985.6,71.6651,58.3759,5329.36,346
4920.43,71.6719,58.3949,5355.92,347
4732.25,73.6266,60.3385,4925.96,348
4996.17,71.1254,56.4246,5530.09,349
5190.96,74.8971,62.589,5348.26,350
4500.32,69.8159,50.2798,5633.02,351
5066.64,74.5748,61.084,5606.28,352
5029.01,75.0415,63.894,5521.34,353
5215.16,72.8772,59.5272,5662.85,354
4821.62,70.6149,54.8006,5798.03,355
5172.04,70.48,53.45,5623.71,356
5090.76,74.2409,62.8384,5573.8,357
5031.05,74.4789,62.7207,5525.42,358
4981.79,72.0852,56.7205,5377.91,359
4503.71,75.0229,62.6371,5563.52,360
5354.62,75.4451,66.8671,5686.48,361
5241.54,74.7874,65.6749,5836.24,362
5021.97,72.3853,61.058,5503.86,363
4828.26,72.4798,56.4126,5278.85,364
4755.23,74.02,62.0446,5629.02,365
