Running Reverse KL,Reward Loss,Running Env Steps,Running Forward KL,Real Sto Return,Running Update Time,Itration,Real Det Return
16.0144,-41164.5390625,895000,156.7421,1938.75,179,179,2299.12
15.319,-40934.14453125,900000,156.7783,1858.65,180,180,2198.82
15.7927,-41253.51171875,905000,156.9391,1896.34,181,181,2232.81
15.5002,-41153.265625,910000,156.6293,1902.0,182,182,2267.75
15.4861,-41674.53515625,915000,156.8108,1879.71,183,183,2222.62
15.6658,-41886.21875,920000,156.5422,1935.85,184,184,2263.97
15.6177,-42133.01953125,925000,156.7098,1902.67,185,185,2301.04
15.8195,-42466.35546875,930000,156.7639,1914.56,186,186,2286.6
15.7633,-42269.796875,935000,156.7595,1928.38,187,187,2289.88
15.6809,-42440.20703125,940000,156.7357,1904.56,188,188,2220.03
15.4686,-42867.1484375,945000,156.6687,1920.71,189,189,2287.99
15.3504,-42977.6875,950000,156.5837,1909.12,190,190,2284.69
15.6312,-43542.71484375,955000,156.7388,1935.56,191,191,2266.55
15.6832,-43573.296875,960000,156.7879,1924.71,192,192,2267.3
15.5927,-43875.1328125,965000,156.8794,1901.11,193,193,2248.02
15.3949,-43561.1640625,970000,156.5135,1918.64,194,194,2272.8
15.593,-44407.72265625,975000,156.9098,1940.15,195,195,2283.86
15.4277,-44234.6328125,980000,156.6791,1888.12,196,196,2267.51
15.5233,-44474.83984375,985000,156.8578,1864.04,197,197,2226.46
15.4849,-44970.91015625,990000,156.8914,1893.46,198,198,2246.84
15.45,-45048.08984375,995000,156.7014,1913.08,199,199,2224.06
15.3221,-45101.0546875,1000000,156.8195,1865.21,200,200,2196.81
15.2988,-45311.69921875,1005000,156.797,1873.78,201,201,2182.18
15.1241,-45643.078125,1010000,156.8732,1861.08,202,202,2182.2
15.1948,-45690.95703125,1015000,156.7584,1881.49,203,203,2229.89
15.3401,-45980.11328125,1020000,156.7233,1854.51,204,204,2225.44
15.4784,-46215.00390625,1025000,156.7588,1889.21,205,205,2213.09
15.4456,-46470.5859375,1030000,156.7212,1890.03,206,206,2253.73
15.1116,-46574.49609375,1035000,156.6884,1878.98,207,207,2205.57
15.4016,-46789.796875,1040000,156.8175,1881.9,208,208,2233.3
15.2556,-46911.48046875,1045000,156.6119,1873.94,209,209,2209.83
15.1708,-47179.37890625,1050000,156.746,1865.37,210,210,2231.44
15.3657,-47420.4140625,1055000,156.8246,1859.75,211,211,2218.4
15.1267,-47471.5,1060000,156.7719,1864.05,212,212,2205.91
15.3769,-47639.30859375,1065000,156.9126,1869.51,213,213,2232.46
15.2064,-47866.54296875,1070000,156.6513,1887.78,214,214,2249.98
15.3727,-48172.6171875,1075000,156.7204,1895.46,215,215,2246.56
15.3611,-48133.6640625,1080000,156.7043,1877.23,216,216,2216.73
15.2266,-48509.32421875,1085000,156.5905,1897.21,217,217,2253.88
15.3958,-48632.96875,1090000,156.9312,1878.7,218,218,2254.85
15.3075,-48886.9140625,1095000,156.6816,1871.26,219,219,2249.73
15.3977,-49119.76171875,1100000,156.7195,1886.08,220,220,2221.39
15.2626,-49150.875,1105000,156.8258,1877.73,221,221,2234.16
15.2039,-49499.01171875,1110000,156.4987,1886.17,222,222,2262.94
15.343,-49623.984375,1115000,156.8423,1874.16,223,223,2259.96
15.3729,-49805.4609375,1120000,156.9925,1877.75,224,224,2246.56
15.3715,-50049.41015625,1125000,156.8146,1876.96,225,225,2264.77
15.3325,-50085.56640625,1130000,156.723,1888.02,226,226,2255.57
15.2844,-50297.34375,1135000,156.8331,1856.55,227,227,2224.51
15.3094,-50488.1015625,1140000,156.8859,1868.07,228,228,2241.54
15.2625,-50588.93359375,1145000,156.7011,1887.56,229,229,2238.7
15.1678,-50658.33203125,1150000,156.6101,1897.04,230,230,2257.63
15.2593,-50947.82421875,1155000,156.7367,1871.47,231,231,2249.74
15.3856,-51176.02734375,1160000,156.8111,1885.65,232,232,2268.87
15.2559,-51360.35546875,1165000,156.6396,1905.57,233,233,2276.16
15.3081,-51443.85546875,1170000,156.7977,1899.82,234,234,2269.92
15.4638,-51856.95703125,1175000,156.8566,1898.68,235,235,2271.63
15.3084,-51797.015625,1180000,156.8031,1901.0,236,236,2280.37
15.3234,-52068.9765625,1185000,156.7144,1918.22,237,237,2288.75
15.3122,-52049.64453125,1190000,156.681,1913.91,238,238,2288.24
15.4278,-52388.08984375,1195000,156.7144,1907.72,239,239,2297.24
15.2527,-52449.6328125,1200000,156.7331,1895.62,240,240,2306.12
15.5134,-52868.7421875,1205000,156.7738,1919.64,241,241,2296.59
15.3655,-52841.34375,1210000,156.7369,1891.52,242,242,2285.89
15.2095,-53030.61328125,1215000,156.7945,1914.04,243,243,2286.57
15.2682,-53078.8515625,1220000,156.7498,1893.76,244,244,2286.0
15.2782,-53523.84765625,1225000,156.8906,1903.93,245,245,2261.78
15.2468,-53427.70703125,1230000,156.6974,1906.49,246,246,2288.95
15.3234,-53699.578125,1235000,156.6411,1873.97,247,247,2279.82
15.1922,-53821.8125,1240000,156.7746,1895.1,248,248,2288.71
15.1788,-53995.31640625,1245000,156.7872,1890.79,249,249,2267.94
15.2243,-54195.62890625,1250000,156.7754,1879.8,250,250,2276.18
15.0508,-54298.1484375,1255000,156.5668,1878.24,251,251,2269.92
15.2869,-54571.0859375,1260000,156.7914,1885.89,252,252,2280.59
15.1184,-54741.64453125,1265000,156.6872,1889.41,253,253,2292.25
15.1942,-54778.6875,1270000,156.691,1860.83,254,254,2268.08
15.0969,-54981.18359375,1275000,156.7051,1891.49,255,255,2256.99
15.148,-55021.734375,1280000,156.7241,1859.41,256,256,2276.22
15.0536,-55292.8359375,1285000,156.6732,1906.38,257,257,2290.34
15.1685,-55526.90625,1290000,156.7805,1879.94,258,258,2286.1
15.1587,-55631.640625,1295000,156.6795,1895.13,259,259,2289.1
15.1622,-56002.8828125,1300000,156.7412,1865.39,260,260,2269.54
15.3311,-56146.8828125,1305000,156.7412,1898.86,261,261,2299.06
15.2876,-56324.1953125,1310000,156.7927,1887.45,262,262,2290.15
15.3456,-56314.68359375,1315000,156.6745,1890.14,263,263,2272.59
15.0831,-56355.9453125,1320000,156.6281,1862.69,264,264,2246.29
14.987,-56464.05078125,1325000,156.7065,1894.65,265,265,2266.82
15.0515,-56718.984375,1330000,156.6734,1901.75,266,266,2271.26
15.1289,-56918.26953125,1335000,156.8627,1884.84,267,267,2249.0
15.0729,-57236.59375,1340000,156.745,1868.88,268,268,2248.01
15.2149,-57223.375,1345000,156.6414,1863.79,269,269,2273.4
15.245,-57411.5,1350000,156.6456,1873.29,270,270,2276.47
15.0805,-57538.1328125,1355000,156.759,1877.62,271,271,2256.45
15.1169,-57849.26953125,1360000,156.7562,1886.75,272,272,2267.37
15.1982,-57914.890625,1365000,156.6483,1890.85,273,273,2270.05
15.0214,-57793.3125,1370000,156.7263,1862.88,274,274,2234.41
14.9861,-58136.703125,1375000,156.6369,1871.2,275,275,2253.65
15.0531,-58226.46875,1380000,156.72,1872.85,276,276,2233.57
15.0178,-58385.66015625,1385000,156.6996,1877.23,277,277,2246.19
15.2088,-58628.65234375,1390000,156.6565,1874.39,278,278,2252.85
15.2108,-58743.51171875,1395000,156.6417,1881.61,279,279,2234.99
15.1916,-58850.0234375,1400000,156.6033,1882.12,280,280,2258.81
15.2527,-58985.48828125,1405000,156.7114,1888.78,281,281,2252.4
14.9934,-58994.35546875,1410000,156.5881,1894.11,282,282,2264.87
15.042,-59230.51953125,1415000,156.5862,1874.17,283,283,2239.82
15.0539,-59374.92578125,1420000,156.6854,1891.33,284,284,2269.35
14.9519,-59542.84375,1425000,156.6029,1884.28,285,285,2271.76
15.1589,-59817.625,1430000,156.6944,1898.59,286,286,2279.62
15.3317,-59986.4765625,1435000,156.7353,1891.34,287,287,2266.54
15.1693,-60077.33203125,1440000,156.7254,1887.83,288,288,2246.78
15.2152,-60060.66796875,1445000,156.6019,1897.53,289,289,2265.81
15.1389,-60447.02734375,1450000,156.6254,1903.74,290,290,2254.3
15.3675,-60479.328125,1455000,156.7536,1889.99,291,291,2232.86
15.26,-60924.01953125,1460000,156.4764,1917.39,292,292,2283.15
15.3835,-61068.03125,1465000,156.5168,1925.31,293,293,2310.55
15.1413,-61056.40625,1470000,156.5641,1916.86,294,294,2272.98
15.188,-61092.33203125,1475000,156.4503,1922.55,295,295,2290.5
15.1893,-61162.55859375,1480000,156.6334,1926.06,296,296,2311.99
15.1634,-61339.1953125,1485000,156.6407,1900.02,297,297,2298.83
15.228,-61202.7734375,1490000,156.6522,1842.33,298,298,2230.99
15.2492,-61468.24609375,1495000,156.6211,1892.0,299,299,2273.05
14.9295,-61482.37109375,1500000,156.5756,1838.79,300,300,2279.57
15.0929,-62151.85546875,1505000,156.5652,1922.52,301,301,2296.03
15.0702,-62152.1484375,1510000,156.6693,1915.22,302,302,2288.1
15.2387,-62395.90625,1515000,156.7299,1917.7,303,303,2304.56
15.0849,-62371.0546875,1520000,156.5979,1909.76,304,304,2303.54
15.1842,-62412.51953125,1525000,156.6412,1913.93,305,305,2294.02
15.2521,-62829.05859375,1530000,156.6972,1921.13,306,306,2296.79
15.1177,-62990.46875,1535000,156.725,1921.24,307,307,2313.12
15.1363,-62864.27734375,1540000,156.6903,1905.39,308,308,2276.46
15.0998,-63250.15234375,1545000,156.6993,1914.38,309,309,2307.75
15.1561,-63287.6796875,1550000,156.6906,1927.5,310,310,2294.15
15.1177,-63196.94140625,1555000,156.5652,1927.49,311,311,2307.91
14.9956,-63781.109375,1560000,156.5373,1920.45,312,312,2313.56
15.3357,-64031.94921875,1565000,156.618,1912.93,313,313,2295.87
15.1782,-63894.93359375,1570000,156.6508,1905.47,314,314,2276.81
15.249,-63966.09375,1575000,156.6836,1939.89,315,315,2298.99
15.3106,-64277.84375,1580000,156.6112,1919.44,316,316,2299.83
15.3137,-64286.8828125,1585000,156.7097,1922.16,317,317,2321.35
15.3301,-64871.296875,1590000,156.6057,1930.81,318,318,2314.99
15.2847,-64871.5625,1595000,156.6416,1922.2,319,319,2318.83
15.1467,-64574.22265625,1600000,156.7914,1909.15,320,320,2279.88
15.4446,-64946.28515625,1605000,156.7772,1887.52,321,321,2265.97
15.32,-65087.7734375,1610000,156.7296,1928.76,322,322,2325.83
15.33,-65515.0234375,1615000,156.6154,1947.18,323,323,2303.25
15.435,-65248.23046875,1620000,156.6585,1921.13,324,324,2295.9
15.1736,-65568.890625,1625000,156.6713,1929.51,325,325,2326.43
15.0169,-65444.8828125,1630000,156.6258,1936.7,326,326,2340.0
15.4062,-65943.2890625,1635000,156.5879,1938.09,327,327,2328.64
15.353,-65675.890625,1640000,156.5864,1952.81,328,328,2304.84
15.3837,-66013.359375,1645000,156.6562,1921.51,329,329,2315.31
15.0614,-65941.28125,1650000,156.6206,1913.25,330,330,2277.99
15.2556,-66021.6875,1655000,156.6402,1921.97,331,331,2323.12
15.2729,-66656.5234375,1660000,156.5947,1959.8,332,332,2352.34
15.1248,-66383.0859375,1665000,156.5739,1927.42,333,333,2320.03
15.2383,-66539.0234375,1670000,156.5772,1947.72,334,334,2302.68
15.2046,-66556.9375,1675000,156.6908,1947.25,335,335,2326.38
15.2941,-66711.9921875,1680000,156.7868,1955.12,336,336,2303.02
15.0969,-66775.96875,1685000,156.7605,1919.38,337,337,2295.49
15.1647,-66709.34375,1690000,156.6572,1926.16,338,338,2305.75
15.1815,-66909.703125,1695000,156.5671,1932.46,339,339,2292.47
15.2823,-67283.890625,1700000,156.7383,1952.11,340,340,2327.81
15.1596,-67261.484375,1705000,156.6285,1928.75,341,341,2324.43
15.1919,-67629.4453125,1710000,156.5806,1973.23,342,342,2312.83
15.2371,-67373.53125,1715000,156.6051,1936.07,343,343,2309.11
15.2876,-67607.2734375,1720000,156.7266,1945.0,344,344,2296.55
15.0453,-67697.5703125,1725000,156.4933,1916.02,345,345,2291.8
15.0666,-67781.4921875,1730000,156.6076,1929.36,346,346,2288.15
15.3218,-68081.8125,1735000,156.5452,1952.65,347,347,2306.37
15.224,-68224.6953125,1740000,156.7542,1920.54,348,348,2282.8
15.3349,-68234.4296875,1745000,156.6366,1945.66,349,349,2316.46
15.3514,-68438.9375,1750000,156.6019,1949.41,350,350,2315.76
15.1429,-68537.390625,1755000,156.6567,1938.51,351,351,2332.26
15.409,-68380.109375,1760000,156.7834,1932.84,352,352,2298.44
15.2878,-68912.859375,1765000,156.6833,1951.63,353,353,2316.08
15.1254,-68800.6328125,1770000,156.6587,1945.69,354,354,2310.65
15.2616,-69100.2421875,1775000,156.7037,1962.46,355,355,2315.43
14.991,-68799.859375,1780000,156.7491,1933.18,356,356,2279.16
15.1199,-69385.53125,1785000,156.6867,1922.74,357,357,2291.18
15.1679,-69256.1875,1790000,156.6605,1947.36,358,358,2308.48
15.2378,-69209.4453125,1795000,156.6734,1943.49,359,359,2328.83
15.3713,-69583.0546875,1800000,156.696,1955.83,360,360,2326.56
15.3049,-69524.28125,1805000,156.6977,1942.44,361,361,2324.59
15.2173,-69620.671875,1810000,156.6686,1944.12,362,362,2314.08
15.1732,-69550.3984375,1815000,156.6846,1946.01,363,363,2316.4
15.1547,-69709.6484375,1820000,156.6058,1940.28,364,364,2323.18
15.1878,-69916.5234375,1825000,156.496,1929.1,365,365,2327.84
15.3379,-70078.65625,1830000,156.6244,1949.33,366,366,2337.52
15.1566,-70276.515625,1835000,156.6386,1961.86,367,367,2317.18
15.3641,-70342.4140625,1840000,156.5823,1941.06,368,368,2337.79
15.4921,-70291.2109375,1845000,156.7019,1962.21,369,369,2329.77
15.351,-70432.2734375,1850000,156.8186,1948.34,370,370,2332.95
15.4056,-70594.8203125,1855000,156.6518,1972.01,371,371,2343.34
15.2587,-70418.578125,1860000,156.5944,1958.27,372,372,2337.3
15.3056,-70803.8125,1865000,156.6601,1954.36,373,373,2328.2
15.425,-70888.328125,1870000,156.7999,1948.66,374,374,2312.42
15.1405,-70769.765625,1875000,156.7716,1950.5,375,375,2328.25
15.347,-71157.2578125,1880000,156.7342,1958.68,376,376,2335.14
15.1589,-70756.109375,1885000,156.7379,1945.89,377,377,2328.5
15.3283,-71355.4921875,1890000,156.676,1954.59,378,378,2341.63
15.4226,-71145.9296875,1895000,156.7685,1924.13,379,379,2339.22
15.2082,-71300.1953125,1900000,156.7189,1943.74,380,380,2320.96
15.4354,-71289.9765625,1905000,156.7154,1957.43,381,381,2339.97
15.329,-71612.7734375,1910000,156.653,1951.48,382,382,2347.87
15.3491,-71525.015625,1915000,156.6592,1963.84,383,383,2329.27
15.4727,-71413.9921875,1920000,156.7416,1959.09,384,384,2311.29
15.3839,-71975.53125,1925000,156.7112,1952.78,385,385,2331.67
15.3141,-71591.6015625,1930000,156.7753,1928.37,386,386,2342.13
15.3658,-71995.8515625,1935000,156.7302,1954.93,387,387,2340.63
15.4236,-72039.765625,1940000,156.6521,1949.44,388,388,2324.37
15.3259,-72117.3125,1945000,156.813,1950.13,389,389,2308.82
15.2458,-71912.0625,1950000,156.5178,1954.63,390,390,2310.69
15.4078,-72455.265625,1955000,156.6955,1953.82,391,391,2352.53
15.3796,-72340.3828125,1960000,156.5648,1951.18,392,392,2320.43
15.3598,-72351.859375,1965000,156.6153,1958.22,393,393,2340.41
