Running Reverse KL,Reward Loss,Real Sto Return,Itration,Real Det Return,Running Forward KL,Running Env Steps,Running Update Time
11.7598,27.11162567138672,2586.93,28,3216.67,18.7374,140000,28
11.4089,-87.7438735961914,2200.11,29,3309.42,20.9484,145000,29
14.8309,-136.69818115234375,233.41,30,183.88,21.4728,150000,30
13.4883,12.235258102416992,2945.26,31,3193.09,21.4109,155000,31
14.6745,-73.09127807617188,2443.07,32,3306.2,20.5609,160000,32
11.353,27.29912567138672,2367.11,33,3232.78,19.8379,165000,33
12.7421,6.77650785446167,3276.64,34,3247.34,20.4082,170000,34
11.2878,27.11914825439453,3276.95,35,3292.4,19.9772,175000,35
12.7514,-19.06040382385254,1956.33,36,3157.02,21.4463,180000,36
12.4817,-14.115910530090332,3156.45,37,3118.84,20.4732,185000,37
10.7863,-75.40357971191406,2600.56,38,3348.03,20.3516,190000,38
11.4705,-131.6403350830078,2203.55,39,3271.0,20.5137,195000,39
12.6451,0.45948436856269836,3205.7,40,3295.62,20.9321,200000,40
11.9289,-15.860288619995117,3211.28,41,3270.88,20.0199,205000,41
12.3253,-25.402545928955078,3289.44,42,3292.76,20.4044,210000,42
10.9743,-193.85369873046875,2056.65,43,3375.43,21.5898,215000,43
10.6981,-0.5808827877044678,3232.11,44,3312.93,18.5298,220000,44
11.5713,-26.541851043701172,3345.97,45,3327.15,19.0544,225000,45
12.1059,-24.489391326904297,3147.08,46,3339.67,20.6956,230000,46
13.0419,-29.82699203491211,3321.19,47,3304.14,21.6718,235000,47
32.7998,-441.8054504394531,1923.14,48,3122.77,22.4067,240000,48
12.0301,-51.25642013549805,3356.27,49,3363.92,20.7771,245000,49
10.7791,-206.27108764648438,2053.29,50,3336.18,21.8906,250000,50
11.9264,-77.30494689941406,3261.23,51,3268.71,19.6821,255000,51
10.8263,-111.22657775878906,3130.36,52,3372.2,19.9045,260000,52
11.4521,-35.91904830932617,3143.38,53,3307.71,20.5572,265000,53
12.0498,-47.018836975097656,3256.05,54,3334.51,21.0577,270000,54
11.547,-60.3096809387207,3364.88,55,3353.62,19.1467,275000,55
10.7424,-110.60382843017578,3263.69,56,3359.59,20.4126,280000,56
11.5314,-138.57090759277344,3086.65,57,3396.79,19.6837,285000,57
11.057,-87.55525207519531,3363.51,58,3366.32,19.3106,290000,58
12.0607,-118.55241394042969,3137.08,59,3327.02,21.2252,295000,59
16.754,-440.4808654785156,2069.07,60,3375.98,22.0119,300000,60
12.2684,-147.5820770263672,3276.25,61,3352.14,21.4541,305000,61
11.672,-100.81488800048828,3165.96,62,3410.77,19.7324,310000,62
10.5388,-174.9862518310547,2920.52,63,3384.1,21.1449,315000,63
11.654,-113.04537963867188,3213.5,64,3359.53,20.3158,320000,64
11.0194,-180.50631713867188,3221.06,65,3355.28,19.9799,325000,65
11.0472,-137.75291442871094,3311.69,66,3301.74,19.3625,330000,66
23.6263,-534.6618041992188,2380.88,67,3367.62,22.4238,335000,67
11.1869,-409.6391906738281,2898.7,68,3374.3,20.805,340000,68
13.6478,-223.19342041015625,3241.31,69,3417.61,20.3196,345000,69
10.8007,-322.44683837890625,3094.98,70,3359.02,20.7707,350000,70
11.3244,-260.76934814453125,2941.57,71,3398.37,20.9611,355000,71
10.9708,-255.9279022216797,2990.82,72,3396.53,19.9081,360000,72
11.1579,-215.99630737304688,2843.66,73,3395.86,19.6945,365000,73
11.5208,-360.81500244140625,3134.28,74,3405.97,20.0504,370000,74
10.6963,-160.85809326171875,3239.4,75,3378.96,19.0918,375000,75
12.0838,-139.1094970703125,3304.7,76,3364.27,20.2056,380000,76
10.6875,-201.87472534179688,3335.33,77,3394.53,19.507,385000,77
11.9223,-281.8329772949219,3272.59,78,3419.26,20.8266,390000,78
11.1761,-257.2855529785156,3181.82,79,3400.98,20.5671,395000,79
11.9181,-180.5550994873047,3346.07,80,3415.07,20.7477,400000,80
10.777,-295.91400146484375,3097.23,81,3412.67,20.9802,405000,81
11.8581,-169.98519897460938,3340.24,82,3324.24,19.5287,410000,82
10.9777,-282.0238342285156,3109.1,83,3395.75,19.6898,415000,83
10.9111,-170.52618408203125,3221.87,84,3397.8,19.0527,420000,84
11.6169,-194.7869110107422,3247.54,85,3450.28,19.2266,425000,85
11.1352,-293.55755615234375,3329.59,86,3327.83,20.2356,430000,86
10.284,-412.9727478027344,2175.05,87,3390.73,21.2117,435000,87
10.7927,-370.3861389160156,2694.44,88,3372.01,20.2933,440000,88
10.3785,-227.66151428222656,3347.61,89,3357.31,18.1241,445000,89
11.2435,-321.0047912597656,3117.5,90,3427.91,20.0935,450000,90
11.143,-285.0714111328125,3231.81,91,3419.28,19.9789,455000,91
12.0942,-313.6387023925781,3360.27,92,3373.48,20.5339,460000,92
11.4198,-283.1781921386719,3389.74,93,3410.22,20.5495,465000,93
11.623,-280.3371276855469,3389.17,94,3451.87,20.1015,470000,94
11.7049,-239.00352478027344,3371.94,95,3341.02,19.444,475000,95
11.0153,-381.119384765625,3161.14,96,3447.26,20.0487,480000,96
11.498,-299.05859375,3078.24,97,3444.0,20.1174,485000,97
13.977,-524.9222412109375,3024.1,98,3457.75,20.865,490000,98
11.209,-286.80499267578125,3360.24,99,3439.39,19.8274,495000,99
11.6133,-289.4467468261719,3214.99,100,3373.46,19.6214,500000,100
11.3859,-261.0365905761719,3294.58,101,3418.73,19.6698,505000,101
11.4052,-320.4055480957031,3326.36,102,3400.56,19.9912,510000,102
12.0448,-638.2047119140625,2547.65,103,3459.66,21.1819,515000,103
11.2111,-616.0333862304688,2603.22,104,3404.82,20.5122,520000,104
11.3985,-494.0398864746094,3260.35,105,3459.41,19.9627,525000,105
11.2131,-326.7792663574219,2700.58,106,3443.62,19.9312,530000,106
12.171,-600.0377197265625,2824.87,107,3436.68,21.4215,535000,107
13.2293,-548.5177001953125,2561.88,108,3471.43,20.3189,540000,108
11.5204,-325.856201171875,3391.02,109,3439.18,20.2007,545000,109
11.7415,-570.0918579101562,3256.77,110,3428.09,20.1568,550000,110
10.5876,-283.19195556640625,2242.9,111,3384.06,18.3839,555000,111
10.6105,-383.862548828125,2946.79,112,3460.9,18.7038,560000,112
11.2187,-536.3187255859375,2642.52,113,3310.44,20.0156,565000,113
10.7232,-478.4566345214844,3089.92,114,3426.24,19.9268,570000,114
11.3174,-288.0044250488281,3387.29,115,3453.59,18.3007,575000,115
11.8013,-422.6675720214844,3413.57,116,3472.23,19.6321,580000,116
11.14,-701.608642578125,2911.87,117,3457.93,20.079,585000,117
11.0575,-306.9774169921875,3412.2,118,3456.44,18.7645,590000,118
11.2113,-493.5428771972656,2812.14,119,3441.46,19.6721,595000,119
11.0074,-293.17047119140625,3398.9,120,3437.7,19.2654,600000,120
10.0807,-409.56866455078125,3113.47,121,3428.95,18.6886,605000,121
11.3432,-750.1875610351562,2591.44,122,3427.97,21.2217,610000,122
12.3863,-999.4471435546875,1967.26,123,3435.48,21.4083,615000,123
11.1887,-491.2060546875,3245.76,124,3472.21,19.3469,620000,124
11.1465,-342.5037536621094,3330.43,125,3397.61,19.1877,625000,125
10.9698,-370.3271789550781,3387.73,126,3403.86,19.0142,630000,126
10.4755,-594.006103515625,3411.01,127,3446.06,19.8334,635000,127
11.0418,-305.9140930175781,3404.34,128,3418.9,18.9759,640000,128
10.9102,-372.83966064453125,3365.98,129,3433.81,19.1795,645000,129
10.8581,-320.6797180175781,3412.3,130,3415.97,19.2664,650000,130
11.1769,-600.4346923828125,3048.06,131,3466.97,20.3048,655000,131
10.6489,-333.926513671875,3443.07,132,3443.35,18.8858,660000,132
9.8358,-492.07855224609375,3027.17,133,3434.53,18.4386,665000,133
10.646,-383.19329833984375,3234.4,134,3442.94,18.6985,670000,134
10.6014,-399.2931823730469,3227.68,135,3394.29,19.1841,675000,135
11.0176,-435.789794921875,3057.42,136,3445.16,19.5567,680000,136
11.6862,-477.976318359375,3465.48,137,3481.83,19.5268,685000,137
12.2969,-964.80615234375,2550.88,138,3462.38,20.9589,690000,138
11.6164,-1003.3646850585938,2440.82,139,3491.11,20.9116,695000,139
10.6555,-426.158935546875,3404.27,140,3440.92,19.3343,700000,140
10.7111,-456.0459289550781,3039.2,141,3431.61,19.009,705000,141
9.631,-360.3992919921875,3015.66,142,3445.3,17.5095,710000,142
11.2551,-752.2294311523438,3398.13,143,3475.11,20.1645,715000,143
10.7382,-746.2683715820312,3013.67,144,3412.65,19.3912,720000,144
10.2105,-452.5430603027344,2994.68,145,3403.02,18.2526,725000,145
9.9131,-350.0616760253906,3400.13,146,3423.96,18.4904,730000,146
11.2206,-471.0102233886719,3434.75,147,3422.82,19.443,735000,147
11.8907,-431.2960510253906,3444.86,148,3431.04,19.9043,740000,148
10.7128,-568.1056518554688,3278.52,149,3418.48,19.8629,745000,149
10.686,-477.9022521972656,3231.09,150,3442.63,18.318,750000,150
10.5855,-495.0560302734375,3422.97,151,3412.67,18.7342,755000,151
11.2202,-443.2414245605469,3280.19,152,3389.39,18.6898,760000,152
11.1269,-456.44586181640625,3415.45,153,3418.34,19.3077,765000,153
10.6444,-547.5982055664062,3323.66,154,3435.82,19.6175,770000,154
10.8822,-554.2349853515625,3051.09,155,3423.57,18.1492,775000,155
10.2813,-415.7578430175781,3382.18,156,3442.65,18.5754,780000,156
10.2047,-447.94732666015625,3365.15,157,3421.61,18.3755,785000,157
10.5785,-475.48626708984375,3379.16,158,3397.34,17.7807,790000,158
10.0886,-486.59942626953125,3257.22,159,3399.52,17.0509,795000,159
10.0943,-849.9009399414062,3385.57,160,3410.93,18.4776,800000,160
9.9556,-442.37451171875,3347.33,161,3363.62,18.7776,805000,161
9.9947,-740.1573486328125,3211.14,162,3409.31,18.9818,810000,162
9.5413,-362.20166015625,3393.94,163,3421.34,17.7706,815000,163
10.5973,-543.393310546875,3201.41,164,3439.41,18.7961,820000,164
10.7831,-819.8653564453125,3388.27,165,3431.83,19.2878,825000,165
10.0146,-422.66949462890625,3368.1,166,3394.01,18.5565,830000,166
10.5592,-741.6325073242188,3147.34,167,3435.52,18.9177,835000,167
9.137,-487.7735290527344,3375.52,168,3395.3,17.5463,840000,168
10.7861,-757.8345336914062,2603.25,169,3440.51,19.208,845000,169
10.1075,-581.7442016601562,1954.1,170,3359.52,18.7242,850000,170
10.2464,-441.6111755371094,2959.02,171,3406.55,19.6358,855000,171
10.3876,-641.0989990234375,3281.94,172,3429.38,19.0964,860000,172
11.8932,-688.8206176757812,3274.41,173,3474.22,20.5251,865000,173
11.0977,-950.8926391601562,3273.64,174,3448.9,20.4751,870000,174
10.6717,-760.2260131835938,3371.14,175,3436.67,19.0442,875000,175
11.0798,-637.037353515625,3382.93,176,3452.53,19.7783,880000,176
10.1127,-548.6507568359375,3392.28,177,3408.04,17.8088,885000,177
10.1842,-511.9707946777344,3404.65,178,3409.29,18.66,890000,178
9.6603,-610.1808471679688,3440.29,179,3450.53,17.6892,895000,179
10.0884,-527.6714477539062,2748.16,180,3429.16,18.8327,900000,180
10.2321,-869.2943115234375,3063.23,181,3460.15,20.0688,905000,181
11.1102,-881.3794555664062,3334.77,182,3475.38,19.5121,910000,182
10.4083,-795.3961181640625,3256.71,183,3488.26,18.5679,915000,183
10.3211,-667.6710815429688,3370.26,184,3494.73,18.237,920000,184
10.5638,-973.1502075195312,3406.54,185,3468.33,18.886,925000,185
10.8015,-604.09521484375,3255.12,186,3453.85,18.8946,930000,186
10.0781,-1196.1802978515625,2688.96,187,3489.99,18.6203,935000,187
12.0507,-874.205810546875,3306.89,188,3472.49,20.6743,940000,188
10.3245,-1063.6585693359375,3140.42,189,3423.21,19.3179,945000,189
10.7855,-1019.4842529296875,3185.46,190,3449.11,18.6919,950000,190
9.767,-830.0478515625,3069.32,191,3419.06,18.7242,955000,191
11.2318,-1344.3375244140625,3271.05,192,3445.55,19.3848,960000,192
9.7058,-873.5614013671875,3187.11,193,3469.03,18.7364,965000,193
10.6116,-819.3174438476562,3376.14,194,3431.65,19.0567,970000,194
9.5287,-613.0321044921875,3357.86,195,3439.4,18.1415,975000,195
10.3977,-926.6812744140625,3230.85,196,3465.28,19.3462,980000,196
10.9134,-703.5686645507812,3283.19,197,3430.68,19.4331,985000,197
10.1458,-1168.679443359375,2968.97,198,3503.73,19.1427,990000,198
9.4951,-670.9036254882812,3382.72,199,3445.13,17.5292,995000,199
