Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Env Steps,Running Update Time
28.1761,12.9264,1482.93,2536.53,155,-618.9871215820312,775000,155
28.2364,14.139,1832.19,2158.61,156,-495.3705749511719,780000,156
27.2634,15.0725,3209.71,2700.36,157,-347.0766906738281,785000,157
27.1233,13.7426,3338.81,2601.91,158,-458.320068359375,790000,158
26.9286,15.8511,3208.47,3270.58,159,-289.42413330078125,795000,159
28.8895,13.4001,3456.02,2347.57,160,-584.4191284179688,800000,160
28.2227,12.8442,3311.36,1821.94,161,-586.5191040039062,805000,161
27.5431,13.1157,2711.54,2683.6,162,-416.58642578125,810000,162
27.0186,14.1279,3339.45,2958.25,163,-332.0591125488281,815000,163
27.2181,12.733,3060.36,2733.52,164,-492.6455993652344,820000,164
26.9057,15.1996,3234.66,3204.55,165,-290.5423583984375,825000,165
27.9282,13.2833,2694.19,1947.62,166,-623.7286987304688,830000,166
28.0794,13.2702,3326.11,2484.82,167,-564.4734497070312,835000,167
27.3049,15.0102,3277.63,1851.2,168,-521.662109375,840000,168
28.2421,13.1579,3433.94,2380.08,169,-634.917724609375,845000,169
28.768,13.9935,2266.12,1629.23,170,-664.9462280273438,850000,170
26.655,14.2251,3344.67,3160.09,171,-343.4205017089844,855000,171
26.8155,13.559,3232.15,2387.67,172,-460.40826416015625,860000,172
27.1053,12.7022,3321.72,2779.44,173,-448.7849426269531,865000,173
28.2672,16.7852,3230.51,3262.36,174,-319.7740173339844,870000,174
28.707,14.7121,3433.73,1528.11,175,-741.0631103515625,875000,175
27.2241,15.6847,3407.92,3285.3,176,-327.58551025390625,880000,176
27.1401,13.3772,3294.93,2822.58,177,-468.43939208984375,885000,177
26.8263,13.4411,3325.64,2561.3,178,-395.02557373046875,890000,178
27.1625,12.8673,3322.22,2648.2,179,-481.4980163574219,895000,179
27.0496,13.9452,1797.14,2382.03,180,-490.0419921875,900000,180
26.8508,13.4573,1373.31,2356.73,181,-503.08026123046875,905000,181
26.4469,13.4937,3439.91,2830.77,182,-346.3865051269531,910000,182
28.2024,15.7793,1320.54,2187.89,183,-723.7183227539062,915000,183
26.5474,13.9369,3263.41,1986.53,184,-542.3577880859375,920000,184
26.6857,14.4631,3476.84,2919.48,185,-414.8867492675781,925000,185
27.9303,13.9103,3294.78,2680.45,186,-559.4047241210938,930000,186
27.5004,14.9583,3375.96,2639.85,187,-654.3152465820312,935000,187
26.5312,14.8229,3327.38,3056.55,188,-369.8941955566406,940000,188
29.3054,18.0502,1449.41,1540.09,189,-891.2897338867188,945000,189
26.5306,14.1299,3391.17,2359.61,190,-455.4915466308594,950000,190
28.5613,14.6625,3122.29,2185.15,191,-687.0870971679688,955000,191
28.2921,15.3332,3260.36,2742.4,192,-489.8179931640625,960000,192
27.5573,14.3525,3405.46,2346.42,193,-590.8614501953125,965000,193
27.1234,14.2123,3339.24,3051.56,194,-455.7164306640625,970000,194
27.4309,14.6808,3479.24,2547.44,195,-557.162109375,975000,195
27.358,14.5929,1501.96,2773.75,196,-473.72222900390625,980000,196
28.3002,14.9129,2932.81,2465.87,197,-678.6715698242188,985000,197
27.3808,14.6891,3368.21,3006.86,198,-571.7025756835938,990000,198
28.5109,14.8435,3394.29,2118.83,199,-743.9318237304688,995000,199
