Reward Loss,Real Sto Return,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL
-608.9099731445312,2181.88,19.3609,72,360000,3386.92,72,10.4968
-363.12188720703125,3403.52,19.3743,73,365000,3406.76,73,11.2636
-661.2782592773438,2913.78,20.8672,74,370000,3414.34,74,11.5607
-320.4331970214844,3234.99,19.5698,75,375000,3427.77,75,11.0964
-427.0543212890625,3090.69,19.6061,76,380000,3407.89,76,10.6835
-351.0611877441406,3392.29,18.9688,77,385000,3384.01,77,11.4347
-402.781982421875,3413.6,19.9657,78,390000,3417.36,78,11.6792
-530.1061401367188,2665.75,20.2978,79,395000,3441.39,79,10.8386
-447.1390686035156,3409.4,19.4311,80,400000,3400.35,80,11.4657
-441.7413330078125,3369.16,19.7471,81,405000,3405.75,81,11.1728
-428.0972595214844,3441.64,20.3203,82,410000,3443.35,82,11.8322
-505.5973815917969,3434.94,20.6136,83,415000,3427.57,83,11.6926
-487.1681823730469,3369.83,21.3588,84,420000,3481.41,84,11.9942
-562.8881225585938,3392.87,19.114,85,425000,3407.71,85,10.3686
-413.90411376953125,3442.46,19.5322,86,430000,3453.36,86,11.3984
-749.869384765625,3336.48,19.9358,87,435000,3433.65,87,10.4454
-475.1112976074219,3235.64,20.7349,88,440000,3493.23,88,11.2694
-602.4335327148438,3448.32,20.331,89,445000,3455.42,89,10.9702
-541.8694458007812,3399.81,19.9194,90,450000,3467.02,90,11.1384
-491.7730712890625,3471.29,19.9546,91,455000,3463.77,91,11.6724
-449.5713195800781,3277.93,19.2568,92,460000,3451.45,92,11.5441
-498.9566650390625,3199.83,20.0573,93,465000,3423.13,93,11.3064
-696.322021484375,3461.02,21.0591,94,470000,3477.53,94,10.8303
-662.1650390625,3310.47,20.3434,95,475000,3474.16,95,11.1141
-467.4828796386719,3021.18,19.1939,96,480000,3451.38,96,11.3496
-503.8536376953125,3190.84,19.2337,97,485000,3458.92,97,11.1442
-596.9056396484375,3372.68,19.7289,98,490000,3463.51,98,11.5702
-782.8927612304688,3428.0,20.1181,99,495000,3441.94,99,10.8655
-602.5828857421875,3297.02,19.8003,100,500000,3490.28,100,11.0761
-639.1432495117188,3420.64,19.7544,101,505000,3479.09,101,11.0312
-775.392578125,3445.23,19.6435,102,510000,3450.63,102,10.9579
-614.9092407226562,3490.63,19.49,103,515000,3520.65,103,11.3627
-722.0770263671875,3336.34,19.3161,104,520000,3499.46,104,11.1746
-769.0115966796875,3138.89,19.1047,105,525000,3457.51,105,11.8105
-779.290771484375,3441.74,20.0141,106,530000,3484.33,106,11.0466
-816.9462280273438,3358.37,19.859,107,535000,3444.93,107,17.1845
-758.4024658203125,3193.27,18.6627,108,540000,3452.99,108,10.3338
-625.9767456054688,3215.53,18.9833,109,545000,3431.79,109,10.5865
-795.4358520507812,3182.77,18.9555,110,550000,3445.8,110,10.4596
-711.4273681640625,2774.46,19.0871,111,555000,3441.8,111,10.6171
-710.0083618164062,3344.83,19.3979,112,560000,3453.99,112,11.0917
-1043.5771484375,3221.8,19.3123,113,565000,3433.44,113,11.0103
-786.271728515625,3478.56,19.5946,114,570000,3492.63,114,11.2092
-807.77880859375,3117.06,18.2671,115,575000,3467.5,115,10.205
-819.2364501953125,3316.96,20.0094,116,580000,3477.62,116,11.1035
-852.2647705078125,2962.27,18.8471,117,585000,3467.95,117,10.8818
-1504.8284912109375,3087.33,20.906,118,590000,3511.82,118,11.7029
-1030.18603515625,3107.46,19.3868,119,595000,3462.05,119,10.4263
-1130.43896484375,3002.87,19.5878,120,600000,3473.98,120,11.1955
-718.5969848632812,3315.54,18.8468,121,605000,3464.62,121,11.1994
-1253.1585693359375,3366.11,19.3889,122,610000,3499.75,122,10.7167
-1110.02978515625,3264.17,19.0475,123,615000,3494.78,123,12.9508
-1412.953857421875,3134.51,20.4926,124,620000,3485.69,124,11.1215
-1041.4749755859375,3295.15,19.8073,125,625000,3523.24,125,10.8021
-867.8095092773438,3472.11,19.1674,126,630000,3509.44,126,10.8632
-958.7777099609375,3457.11,19.2725,127,635000,3486.07,127,10.755
-939.7059936523438,2855.72,19.1594,128,640000,3475.41,128,10.4289
-883.68701171875,3354.32,18.4025,129,645000,3461.77,129,10.7212
-1217.8155517578125,3038.41,19.3927,130,650000,3520.43,130,11.1525
-879.4985961914062,3321.4,18.5099,131,655000,3473.17,131,11.415
-946.2762451171875,3354.41,18.7308,132,660000,3461.88,132,11.353
-1317.990478515625,3200.35,18.8454,133,665000,3477.02,133,11.3944
-905.771484375,3403.04,18.6244,134,670000,3473.28,134,10.8161
-1115.5562744140625,3428.02,19.4446,135,675000,3448.88,135,11.0803
-932.2244262695312,3431.09,18.3628,136,680000,3493.62,136,10.9455
-1293.3934326171875,3354.19,19.5067,137,685000,3481.11,137,12.6322
-1070.195068359375,3361.81,18.0495,138,690000,3460.55,138,10.2467
-1093.6605224609375,3087.78,18.8301,139,695000,3519.31,139,11.7822
-957.1780395507812,3480.67,18.9286,140,700000,3494.33,140,10.9476
-1006.3275146484375,3454.06,18.7801,141,705000,3485.41,141,11.0134
-861.9220581054688,3193.13,18.1099,142,710000,3466.29,142,10.6697
-1124.5550537109375,3258.29,19.1633,143,715000,3501.16,143,11.4896
-930.5885009765625,3424.12,17.5786,144,720000,3486.5,144,10.2921
-1004.6889038085938,3472.91,18.7026,145,725000,3518.2,145,10.6977
-936.8252563476562,3461.99,17.4399,146,730000,3468.78,146,10.5095
-1527.9466552734375,3269.63,19.5038,147,735000,3480.29,147,12.5246
-969.5362548828125,3276.53,18.3604,148,740000,3469.06,148,10.8519
-1209.2464599609375,3399.55,18.8872,149,745000,3512.46,149,10.6831
-1371.540283203125,3142.75,18.7888,150,750000,3525.48,150,10.6072
-1232.7030029296875,3400.41,18.8099,151,755000,3474.67,151,10.3984
-1187.6607666015625,3346.92,18.0287,152,760000,3463.07,152,10.5582
-1051.7314453125,3408.85,17.6916,153,765000,3500.58,153,10.1441
-1096.978759765625,3419.31,18.1005,154,770000,3472.87,154,10.6943
-1235.0302734375,3251.81,18.4104,155,775000,3467.57,155,11.6993
-1335.6727294921875,3207.64,18.9296,156,780000,3484.49,156,11.1673
-1128.734375,3264.1,18.8543,157,785000,3523.81,157,10.9282
-1397.2982177734375,3133.94,17.9396,158,790000,3507.19,158,9.599
-1727.50830078125,3034.43,18.905,159,795000,3501.32,159,10.9741
-1431.5697021484375,3223.94,18.7797,160,800000,3480.41,160,10.7161
-1486.3104248046875,3390.96,18.8129,161,805000,3519.29,161,10.5899
-1228.2044677734375,3048.45,17.922,162,810000,3502.63,162,9.7677
-1043.4312744140625,3449.18,17.4577,163,815000,3473.93,163,10.3525
-2193.963134765625,2555.24,19.6616,164,820000,3486.34,164,12.9869
-1453.7723388671875,3377.42,18.5597,165,825000,3503.26,165,10.5469
-1139.5174560546875,3493.15,18.0469,166,830000,3498.88,166,10.3777
-1221.22998046875,3367.25,17.9496,167,835000,3496.47,167,10.191
-1097.386474609375,3370.35,17.2734,168,840000,3479.01,168,9.9361
-1300.0206298828125,3484.62,18.1353,169,845000,3504.52,169,10.6962
-1311.39599609375,3279.06,17.6676,170,850000,3454.25,170,9.9128
-1544.698486328125,3425.41,18.2814,171,855000,3473.43,171,10.1146
-1459.3924560546875,3372.83,17.9873,172,860000,3486.2,172,10.8684
-1548.1646728515625,2982.14,19.2015,173,865000,3502.12,173,11.0583
-1382.8995361328125,3264.63,18.0725,174,870000,3504.78,174,10.5231
-1558.033203125,3357.58,19.092,175,875000,3533.2,175,10.8354
-1536.1094970703125,3468.89,18.8115,176,880000,3536.09,176,10.7976
-1201.379638671875,3474.44,17.6234,177,885000,3489.0,177,10.5685
-1882.4375,3135.02,19.3698,178,890000,3525.52,178,12.7238
-1314.7020263671875,3480.06,17.2599,179,895000,3491.86,179,10.1175
-1410.880615234375,3488.61,18.2815,180,900000,3503.63,180,10.6031
-1656.0753173828125,3447.72,17.7648,181,905000,3455.68,181,9.9306
-2055.32177734375,3171.71,19.1357,182,910000,3511.6,182,11.7868
-1439.3367919921875,3487.16,18.1748,183,915000,3495.55,183,10.8365
-1409.4310302734375,3383.08,17.8858,184,920000,3497.47,184,10.4818
-1613.8048095703125,3422.72,17.869,185,925000,3537.38,185,9.9162
-1452.5950927734375,3180.13,18.9479,186,930000,3548.89,186,10.7196
-1571.58447265625,3366.53,18.0109,187,935000,3485.2,187,10.9716
-1221.437744140625,3043.26,17.1641,188,940000,3468.33,188,9.7977
-1972.9281005859375,3110.02,18.4404,189,945000,3474.54,189,13.0508
-1661.5986328125,3131.02,17.8926,190,950000,3467.77,190,10.1386
-1697.1297607421875,2989.86,18.2457,191,955000,3469.56,191,9.7602
-1709.495361328125,3289.94,17.7216,192,960000,3486.28,192,10.3399
-1550.800537109375,3365.43,18.5101,193,965000,3505.04,193,10.7431
-1547.558349609375,3511.02,17.756,194,970000,3530.8,194,11.6992
-1512.3275146484375,3498.69,18.1851,195,975000,3499.0,195,10.5087
-2009.4053955078125,2815.31,18.6456,196,980000,3519.81,196,10.1731
-1540.4622802734375,3188.98,18.716,197,985000,3511.62,197,10.2598
-1497.551513671875,3221.35,18.0526,198,990000,3455.2,198,10.6577
-1741.6617431640625,3392.33,18.6047,199,995000,3504.05,199,10.3643
