Real Det Return,Running Reverse KL,Running Update Time,Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Forward KL
3274.79,128.978,73,365000,73,-5663.71630859375,3537.62,286.6007
847.5,180.1943,74,370000,74,-6931.65771484375,3242.24,308.5924
2468.63,104.8861,75,375000,75,-4281.5859375,3137.27,278.021
611.31,215.5562,76,380000,76,-9515.240234375,1681.94,316.5014
1909.82,82.7025,77,385000,77,-2748.703369140625,4341.09,271.1927
1462.27,73.7668,78,390000,78,-2013.558349609375,4133.63,278.3254
1172.5,121.5465,79,395000,79,-5627.1337890625,2763.15,287.7762
2132.48,80.1367,80,400000,80,-2324.937744140625,3985.75,279.1653
4429.5,97.7209,81,405000,81,-3516.86572265625,3877.82,292.9474
2921.64,126.2204,82,410000,82,-5931.3466796875,2294.68,293.5132
2712.07,92.7564,83,415000,83,-3984.261474609375,3824.16,281.6833
4691.12,136.3992,84,420000,84,-7267.134765625,4317.72,290.3319
2996.71,74.2616,85,425000,85,-3119.175537109375,3782.45,278.8485
4971.34,115.3375,86,430000,86,-5994.9091796875,3778.28,291.2332
4474.53,115.2297,87,435000,87,-6003.8046875,4174.19,284.7719
3193.93,96.7961,88,440000,88,-5118.17626953125,4848.02,269.6705
3905.26,127.071,89,445000,89,-6740.1748046875,3521.62,289.6358
3424.95,131.1635,90,450000,90,-6863.8076171875,2959.65,290.2017
4659.63,108.3532,91,455000,91,-6016.80712890625,4257.88,282.6183
4468.77,91.1823,92,460000,92,-4653.10205078125,4456.09,269.7831
4932.94,83.7962,93,465000,93,-4251.51611328125,4691.69,267.9934
3855.31,111.6327,94,470000,94,-5976.47021484375,4469.34,288.1439
2613.86,80.7617,95,475000,95,-5005.4013671875,4604.58,266.6408
3035.97,85.4881,96,480000,96,-4475.64111328125,4715.66,276.0629
4352.22,81.2935,97,485000,97,-4762.65673828125,5028.95,273.3203
1557.48,84.7177,98,490000,98,-5074.12158203125,4010.71,261.2547
1506.93,118.9176,99,495000,99,-6807.23291015625,3953.66,280.8201
2396.54,102.5031,100,500000,100,-6114.05615234375,4347.53,276.2737
4870.25,69.1533,101,505000,101,-4340.4033203125,5056.13,260.0916
4714.08,76.2444,102,510000,102,-4704.9052734375,4321.69,275.7546
3412.92,94.1337,103,515000,103,-5236.236328125,4561.22,273.4766
1784.32,123.4119,104,520000,104,-7639.3662109375,3648.11,283.9741
2587.11,91.8906,105,525000,105,-6122.0263671875,4366.51,268.6534
4526.21,120.6957,106,530000,106,-7473.1005859375,3877.39,287.3376
2638.82,97.6139,107,535000,107,-6537.2568359375,4544.04,277.3411
4914.11,82.6368,108,540000,108,-6112.89013671875,4085.46,261.4896
2036.55,134.0623,109,545000,109,-7748.38427734375,3793.57,284.0101
4228.46,76.6691,110,550000,110,-5728.8427734375,4488.31,275.9687
2269.73,86.633,111,555000,111,-6227.9287109375,3848.46,264.9934
1532.42,133.2985,112,560000,112,-8393.263671875,2927.1,277.2733
3639.73,69.4624,113,565000,113,-5421.65576171875,4492.91,262.2858
4352.62,96.2393,114,570000,114,-7305.75927734375,4615.77,274.7536
4915.53,81.2337,115,575000,115,-6636.3603515625,4459.55,265.471
4575.59,79.8576,116,580000,116,-6714.35791015625,4382.79,268.8711
4094.51,98.7052,117,585000,117,-7651.67041015625,3408.95,270.3123
1681.78,140.0143,118,590000,118,-8947.275390625,3873.17,284.498
4886.77,98.4411,119,595000,119,-7488.3720703125,4534.71,277.4484
1918.66,106.6053,120,600000,120,-8192.955078125,4028.91,276.6989
4920.0,74.1113,121,605000,121,-6871.09765625,4791.79,270.3675
4714.08,91.7914,122,610000,122,-7312.53759765625,4868.77,276.1988
4275.16,77.1826,123,615000,123,-6638.037109375,5061.12,269.0132
4992.77,89.3303,124,620000,124,-7143.91796875,4848.23,270.0668
4812.25,75.3968,125,625000,125,-7401.38720703125,4368.91,264.1234
4487.05,89.5489,126,630000,126,-7836.56640625,4335.76,266.9144
3941.07,85.2126,127,635000,127,-8241.802734375,4164.58,273.7599
3261.78,80.4955,128,640000,128,-7941.8623046875,4066.14,264.7259
2705.59,93.2851,129,645000,129,-8131.6689453125,4499.13,270.2816
3974.36,91.076,130,650000,130,-8503.1044921875,3845.93,278.4875
4951.75,77.6671,131,655000,131,-8283.771484375,4840.07,266.365
4978.84,96.0311,132,660000,132,-8608.6484375,4825.41,275.7967
4311.6,71.3176,133,665000,133,-8029.3427734375,3859.62,266.2423
3210.47,92.0096,134,670000,134,-8712.328125,3925.87,278.8915
3397.83,83.7146,135,675000,135,-8599.6640625,3688.33,270.5549
5033.46,66.4657,136,680000,136,-7437.181640625,4962.86,259.8399
1993.41,206.7717,137,685000,137,-11278.5205078125,1198.07,336.2785
1706.24,240.5442,138,690000,138,-11345.4580078125,1524.87,358.7562
3747.43,110.7984,139,695000,139,-9476.8291015625,3490.0,286.897
5008.24,78.5618,140,700000,140,-8670.5087890625,4917.01,259.1881
5030.75,77.5328,141,705000,141,-8596.2001953125,4666.73,266.7296
4871.06,68.6516,142,710000,142,-8956.205078125,4915.67,257.5365
