Itration,Running Update Time,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Real Sto Return,Running Forward KL
766,766,4813.32,-10754.3427734375,20.4593,3830000,4751.63,41.5395
767,767,4848.96,-10745.033203125,19.6051,3835000,4750.02,41.754
768,768,4851.38,-10832.544921875,20.1965,3840000,4743.19,41.8756
769,769,4810.23,-10820.8193359375,20.6593,3845000,4735.26,42.2903
770,770,4877.13,-10795.583984375,20.2105,3850000,4796.25,41.1501
771,771,4771.24,-10840.859375,20.2553,3855000,4681.78,42.1153
772,772,4894.9,-10717.8134765625,21.1803,3860000,4614.97,41.6336
773,773,4860.61,-10794.7724609375,20.1768,3865000,4756.21,41.7439
774,774,4871.53,-11041.8564453125,20.5855,3870000,4764.12,41.7096
775,775,4838.46,-10977.478515625,20.791,3875000,4598.21,41.7316
776,776,4781.89,-10914.3779296875,20.2757,3880000,4727.73,41.2868
777,777,4779.6,-11130.787109375,20.9935,3885000,4716.3,41.8009
778,778,4809.4,-10859.474609375,20.5688,3890000,4743.2,42.0114
779,779,4784.31,-10796.4169921875,20.5786,3895000,4763.9,41.5593
780,780,4773.81,-10804.7099609375,20.0712,3900000,4634.87,41.7399
781,781,4796.14,-11012.66015625,20.7416,3905000,4707.23,41.5537
782,782,4839.64,-10946.4853515625,20.1022,3910000,4749.61,41.8722
783,783,4853.48,-10946.490234375,20.3838,3915000,4751.15,41.6284
784,784,4798.91,-11119.52734375,20.8711,3920000,4730.5,42.1737
785,785,4871.67,-10971.837890625,19.8734,3925000,4762.66,41.5172
786,786,4830.29,-10924.6845703125,20.7585,3930000,4753.05,41.785
787,787,4884.44,-10959.6591796875,20.4402,3935000,4617.72,41.418
788,788,4871.99,-10887.6630859375,20.6491,3940000,4603.97,41.9992
789,789,4831.9,-10984.1982421875,21.1154,3945000,4758.06,41.8187
790,790,4847.2,-11139.748046875,20.6046,3950000,4772.72,41.8301
791,791,4844.79,-11141.203125,20.0939,3955000,4743.55,41.3199
792,792,4830.63,-11117.0517578125,20.2307,3960000,4740.79,42.3836
793,793,4843.95,-11115.2109375,20.523,3965000,4622.58,42.1924
794,794,4818.03,-11103.76171875,20.34,3970000,4759.17,42.4631
795,795,4900.09,-11122.0986328125,20.6741,3975000,4743.53,42.1922
796,796,4818.92,-11011.2421875,19.9131,3980000,4729.92,42.1188
797,797,4870.66,-11131.4658203125,19.8488,3985000,4742.97,41.8925
798,798,4811.24,-11184.380859375,20.0372,3990000,4748.15,41.8319
799,799,4934.31,-11134.2724609375,19.8747,3995000,4786.13,41.6693
800,800,4870.68,-11276.3935546875,20.3634,4000000,4778.07,41.3317
801,801,4839.16,-11214.779296875,19.9307,4005000,4718.42,41.63
802,802,4879.07,-11225.7998046875,20.2014,4010000,4761.3,42.0333
803,803,4845.42,-11088.7333984375,19.6322,4015000,4739.19,41.934
804,804,4820.39,-11297.296875,20.2596,4020000,4742.98,41.9116
805,805,4767.48,-11368.6884765625,20.228,4025000,4696.22,42.1637
806,806,4736.18,-11354.39453125,20.3831,4030000,4703.14,41.933
807,807,4795.85,-11335.9912109375,20.7365,4035000,4725.33,42.1801
808,808,4821.59,-11175.5625,21.4775,4040000,4769.34,42.1318
809,809,4732.8,-11422.1953125,20.8626,4045000,4708.78,41.4686
810,810,4762.07,-11268.083984375,20.8219,4050000,4607.64,41.9259
811,811,4655.65,-11640.625,21.3158,4055000,4545.13,42.018
812,812,4693.96,-11420.1982421875,20.1867,4060000,4735.92,41.6957
813,813,4655.04,-11545.9443359375,21.1602,4065000,4678.74,42.6848
814,814,4736.93,-11460.7197265625,21.1566,4070000,4723.29,42.2859
815,815,4770.86,-11515.796875,21.0201,4075000,4743.5,42.3448
816,816,1082.09,-11066.111328125,28.7095,4080000,2487.64,43.8077
817,817,1716.91,-10879.9140625,21.9128,4085000,2365.0,43.3133
818,818,4206.12,-10233.509765625,18.9442,4090000,2986.36,41.536
819,819,1586.11,-11028.8359375,33.6296,4095000,1905.08,44.3719
820,820,3694.21,-11374.58984375,28.6119,4100000,3457.29,43.6852
821,821,4191.56,-11454.4580078125,25.3451,4105000,3108.64,42.3416
822,822,3911.72,-11600.310546875,29.1283,4110000,2916.03,44.68
823,823,4634.04,-11113.0859375,24.4131,4115000,4242.33,43.5032
824,824,4774.79,-10987.8212890625,23.5476,4120000,4687.88,42.6187
825,825,4605.65,-11256.1328125,23.5333,4125000,4523.2,42.9571
826,826,4733.53,-11309.966796875,22.0323,4130000,4662.52,42.7846
827,827,4698.33,-11451.2099609375,22.2313,4135000,4671.63,42.898
828,828,4706.15,-11304.29296875,22.0637,4140000,4720.73,42.4924
829,829,3837.07,-11233.6611328125,22.8118,4145000,4088.85,42.8651
830,830,4754.94,-11414.0400390625,21.7138,4150000,4554.83,42.3385
831,831,4765.12,-11336.5673828125,21.8698,4155000,4597.36,41.9689
832,832,4853.61,-11266.1435546875,20.9045,4160000,4630.05,42.0891
833,833,4755.29,-11475.400390625,22.1152,4165000,4692.11,42.2788
834,834,4781.58,-11556.31640625,21.5923,4170000,4739.83,42.346
835,835,4790.01,-11477.62109375,21.0761,4175000,4473.38,41.8572
836,836,4899.17,-11610.0244140625,22.2427,4180000,4743.28,42.3168
837,837,4827.42,-11589.0166015625,21.5354,4185000,4756.84,42.5062
838,838,4861.49,-11614.8408203125,21.1049,4190000,4778.85,42.2197
839,839,4787.0,-11556.2353515625,20.9245,4195000,4528.46,42.3037
840,840,4764.22,-11631.130859375,20.8517,4200000,4699.69,42.1846
841,841,4845.24,-11529.1953125,20.6754,4205000,4728.15,41.6904
842,842,4772.69,-11572.86328125,20.7386,4210000,4629.98,42.1511
843,843,4786.29,-11624.353515625,20.7419,4215000,4697.55,42.2618
844,844,4712.02,-11722.5439453125,20.6242,4220000,4669.23,42.1614
845,845,4779.11,-11620.697265625,20.3868,4225000,4709.88,42.0955
846,846,4756.57,-11638.43359375,24.26,4230000,4672.82,42.3225
847,847,4672.28,-11708.990234375,20.6926,4235000,4635.14,42.2815
848,848,4696.83,-12042.5830078125,23.6168,4240000,4415.28,42.6896
849,849,4684.31,-11944.951171875,21.7554,4245000,4180.46,42.3562
850,850,4626.33,-11987.3330078125,21.8337,4250000,4661.01,42.7825
851,851,4741.1,-11790.677734375,20.4697,4255000,4713.02,42.2294
852,852,4588.06,-11857.8642578125,21.0546,4260000,4595.25,42.3305
853,853,4730.08,-11924.7216796875,21.8399,4265000,4601.86,42.4551
854,854,4808.51,-11933.599609375,20.3688,4270000,4420.38,42.2472
855,855,4827.66,-11888.4775390625,21.4171,4275000,4505.54,42.4262
856,856,4819.48,-11957.1611328125,21.107,4280000,4601.95,42.3328
857,857,4750.38,-11875.326171875,20.3749,4285000,4495.32,42.105
858,858,4544.49,-11867.2861328125,19.9208,4290000,4500.37,42.3496
859,859,4223.8,-11859.3662109375,20.0628,4295000,4337.95,42.1207
860,860,4823.52,-11949.8427734375,20.2916,4300000,4487.17,42.2434
861,861,4137.52,-11837.4140625,20.4104,4305000,4570.69,42.2868
862,862,4164.62,-11819.255859375,20.875,4310000,4458.96,42.145
863,863,4748.35,-11932.9443359375,21.1301,4315000,4466.56,42.6896
864,864,308.96,-8861.0908203125,31.5938,4320000,282.13,49.9742
865,865,402.3,-11313.15234375,47.6223,4325000,417.09,51.0909
866,866,472.92,-10118.546875,32.4871,4330000,485.35,49.9067
867,867,177.16,-11333.79296875,21.0618,4335000,391.86,48.8861
868,868,380.45,-12527.7939453125,50.9374,4340000,395.36,49.5527
869,869,377.56,-11217.8564453125,62.6057,4345000,254.83,48.4148
870,870,856.77,-12169.4541015625,79.2281,4350000,732.25,48.3768
871,871,1012.67,-11951.48046875,69.6243,4355000,1022.06,47.7378
872,872,880.78,-12362.8857421875,70.3657,4360000,946.13,48.4906
873,873,1488.68,-12413.146484375,58.9771,4365000,1271.28,46.3971
874,874,1724.78,-12489.115234375,50.6075,4370000,1724.37,44.8962
875,875,1236.98,-12411.5966796875,53.8555,4375000,1352.93,45.8386
876,876,2172.56,-12629.0986328125,39.896,4380000,2815.85,44.5183
877,877,3667.65,-12326.6640625,29.5324,4385000,3972.86,43.5159
878,878,4261.79,-12725.974609375,28.416,4390000,3743.36,45.1158
879,879,4180.2,-12556.9892578125,25.0261,4395000,3727.68,44.9124
880,880,2454.2,-12634.0810546875,32.0541,4400000,2468.07,44.8032
881,881,3102.88,-12638.0498046875,24.2255,4405000,3721.32,43.9165
882,882,4522.51,-12609.3095703125,26.4982,4410000,4461.5,45.2186
883,883,4485.45,-12116.150390625,25.0058,4415000,4487.86,43.7912
884,884,4537.45,-12241.0146484375,29.1985,4420000,3761.45,42.9193
885,885,4479.71,-12250.2373046875,26.4935,4425000,3923.38,43.7658
886,886,4556.61,-12153.3876953125,23.975,4430000,4242.6,42.7915
887,887,4599.52,-12194.564453125,23.9601,4435000,4625.56,43.2258
888,888,4630.65,-12404.4365234375,25.9236,4440000,4464.22,43.203
889,889,4612.03,-12458.2021484375,24.9879,4445000,4586.11,43.5783
890,890,4599.88,-12378.1640625,24.2377,4450000,4589.71,43.0519
891,891,4485.51,-12570.1259765625,23.0754,4455000,4538.6,42.937
892,892,4221.46,-12167.03515625,22.942,4460000,4040.73,41.859
893,893,307.67,-12047.115234375,54.1655,4465000,321.81,50.7117
894,894,2987.84,-11907.623046875,24.9397,4470000,2457.05,43.1113
895,895,4322.1,-12447.5,26.1304,4475000,4479.26,44.785
896,896,3638.86,-13454.279296875,38.4914,4480000,2860.28,43.6712
897,897,4516.18,-12286.673828125,25.2223,4485000,4229.73,44.4278
898,898,4505.94,-12330.052734375,24.1426,4490000,4586.91,44.5123
899,899,4400.84,-12867.927734375,28.4477,4495000,3326.37,42.6189
900,900,-7.83,-10975.8447265625,39.2764,4500000,-7.57,52.6785
901,901,4079.48,-12862.810546875,24.0319,4505000,3444.03,44.1139
902,902,2935.33,-13207.1953125,23.9257,4510000,3355.47,43.603
903,903,4175.67,-12805.646484375,23.8184,4515000,3919.43,43.4804
904,904,2755.67,-12873.1328125,21.9684,4520000,3123.26,43.4282
905,905,4182.2,-12371.4375,22.166,4525000,4181.51,43.6719
906,906,4495.77,-12471.9658203125,22.1414,4530000,4290.4,43.3288
907,907,4370.16,-12398.60546875,23.259,4535000,4520.55,43.8938
908,908,4627.64,-12377.8232421875,22.6263,4540000,4678.61,42.8075
909,909,4663.55,-12474.01953125,22.5656,4545000,4049.36,43.0949
910,910,4661.21,-12363.3330078125,21.2304,4550000,4688.09,42.2021
911,911,4728.99,-12471.7236328125,21.5201,4555000,4339.9,42.0298
912,912,4663.48,-12359.8271484375,21.7142,4560000,4651.92,42.1528
913,913,4747.98,-12458.0986328125,21.9999,4565000,4474.42,42.8328
914,914,4598.41,-12514.0703125,22.0435,4570000,4445.52,42.3176
915,915,4669.54,-12482.265625,22.3509,4575000,4467.23,42.6579
916,916,4800.93,-12289.2705078125,22.0034,4580000,4623.93,41.9456
917,917,4751.09,-12450.8681640625,21.8864,4585000,4447.12,42.0503
918,918,4809.47,-12470.0791015625,22.1022,4590000,4708.65,42.7441
919,919,4757.93,-12774.8984375,22.5253,4595000,4468.86,42.9768
920,920,4793.85,-12569.9619140625,22.5371,4600000,4636.17,42.7914
921,921,4722.03,-12605.0908203125,22.7946,4605000,4727.48,42.6864
922,922,4792.2,-12636.16015625,23.4828,4610000,4721.9,43.1228
923,923,4727.76,-12625.9267578125,23.0926,4615000,4750.74,42.5169
924,924,4790.1,-12641.7041015625,20.8315,4620000,4744.28,42.1848
925,925,4796.11,-12724.1103515625,22.7897,4625000,4719.28,42.6906
926,926,4671.02,-12690.580078125,22.5173,4630000,4664.9,42.9428
927,927,4829.36,-12613.6455078125,22.5119,4635000,4761.99,42.643
928,928,4816.06,-12706.037109375,22.6877,4640000,4705.16,42.2834
929,929,4745.36,-12668.0224609375,22.4266,4645000,4546.17,42.1182
930,930,4838.08,-12650.32421875,22.7779,4650000,4740.04,42.4562
931,931,4679.52,-12737.890625,22.3895,4655000,4617.65,43.0691
932,932,4838.69,-12748.615234375,22.6797,4660000,4613.78,42.7396
933,933,4763.38,-12764.6259765625,22.9491,4665000,4752.75,42.591
934,934,4809.74,-12693.33203125,22.7349,4670000,4705.67,42.3246
935,935,4819.64,-12719.4072265625,22.6219,4675000,4771.79,42.1937
936,936,4828.98,-12786.4248046875,22.9872,4680000,4784.06,42.4306
937,937,4802.82,-12787.111328125,22.8708,4685000,4778.69,42.2808
938,938,4857.07,-12788.1884765625,22.2719,4690000,4773.26,42.1148
939,939,4834.11,-12784.494140625,22.8199,4695000,4773.75,42.4949
940,940,4810.54,-12947.0263671875,23.2725,4700000,4770.88,42.6128
941,941,4853.99,-12833.6484375,23.2388,4705000,4788.49,42.6324
942,942,4791.94,-12799.94921875,22.5509,4710000,4747.15,42.0146
943,943,4846.54,-12869.6533203125,23.8633,4715000,4793.6,42.5853
944,944,4812.76,-12838.7509765625,23.2183,4720000,4772.16,42.755
945,945,4837.43,-12759.2509765625,23.4972,4725000,4764.11,42.8472
946,946,4836.68,-12821.04296875,22.8925,4730000,4689.27,42.4316
947,947,4830.87,-12737.20703125,22.3629,4735000,4592.54,41.8056
948,948,4769.86,-12955.9482421875,23.6335,4740000,4748.21,42.9335
949,949,4785.17,-12920.259765625,23.4276,4745000,4763.0,42.6538
950,950,4791.11,-12881.154296875,23.1625,4750000,4733.49,42.5111
951,951,4814.7,-12995.9033203125,23.3282,4755000,4777.49,42.9225
952,952,4801.51,-12925.58203125,23.2308,4760000,4757.79,42.5057
953,953,4818.76,-12865.658203125,22.7648,4765000,4778.05,42.6186
954,954,4803.21,-12983.791015625,23.4232,4770000,4763.46,42.9608
955,955,4826.5,-12976.626953125,23.6288,4775000,4755.21,42.804
956,956,4791.13,-12817.6875,23.3761,4780000,4743.52,42.3151
957,957,4817.99,-13077.62109375,23.466,4785000,4657.46,42.7402
958,958,4812.7,-13051.9228515625,23.776,4790000,4745.04,43.3201
959,959,4834.68,-13011.5078125,23.1812,4795000,4767.83,42.7717
960,960,4810.0,-12985.9296875,22.4056,4800000,4677.17,42.9559
961,961,4768.18,-13026.63671875,23.1235,4805000,4542.01,42.8777
962,962,4767.87,-13086.4619140625,23.5377,4810000,4719.0,42.9392
963,963,4828.08,-13024.658203125,23.3231,4815000,4645.96,43.1154
964,964,4809.4,-13113.6513671875,23.3522,4820000,4770.11,42.5009
965,965,4754.4,-13031.884765625,22.5394,4825000,4706.09,41.8773
966,966,4403.76,-12866.1787109375,23.0294,4830000,4417.51,42.2956
967,967,4532.06,-12042.0244140625,24.4475,4835000,3864.13,42.5462
968,968,4702.52,-12783.73828125,23.607,4840000,4637.16,42.1741
969,969,4800.76,-12858.8955078125,24.3824,4845000,4752.81,43.051
970,970,4856.86,-13046.07421875,24.3255,4850000,4818.5,43.0465
971,971,4822.65,-13171.6552734375,24.3901,4855000,4781.03,43.1014
972,972,4805.14,-13124.98828125,24.0673,4860000,4763.71,43.2803
973,973,4720.22,-12932.439453125,23.7597,4865000,4664.04,42.9045
974,974,4849.38,-13073.1923828125,24.2999,4870000,4831.2,43.2188
975,975,4868.14,-13171.5205078125,24.7269,4875000,4831.4,42.1088
976,976,4842.83,-13182.5947265625,24.5278,4880000,4823.26,42.0558
977,977,4022.6,-12761.78515625,23.9866,4885000,3679.13,41.0886
978,978,479.4,-13476.7626953125,37.9715,4890000,1819.64,44.5315
979,979,3044.31,-13131.736328125,27.5559,4895000,3731.6,43.8477
980,980,4780.94,-13255.66796875,29.9171,4900000,4002.59,44.0327
981,981,4557.4,-13133.890625,27.0063,4905000,4496.09,43.8186
982,982,4454.29,-12918.177734375,25.8703,4910000,4456.92,43.2502
983,983,3343.86,-13053.6259765625,27.5947,4915000,4247.94,43.268
984,984,4356.82,-13223.9794921875,30.0266,4920000,3439.11,43.0421
985,985,2114.09,-10580.3779296875,55.2175,4925000,2836.64,43.8031
986,986,15.27,-10395.7041015625,49.6571,4930000,15.12,46.7306
987,987,9.71,-10283.1787109375,49.6573,4935000,9.88,53.3413
988,988,254.06,562.0989990234375,105.7298,4940000,469.25,58.0033
989,989,1471.18,-10750.2548828125,56.3498,4945000,1480.64,43.9789
990,990,4653.98,-13204.7001953125,25.6101,4950000,4459.89,42.797
991,991,4631.67,-13252.19140625,27.2774,4955000,4591.37,44.3221
992,992,4577.82,-13218.0234375,27.7022,4960000,4547.19,44.7832
993,993,4453.71,-13043.9033203125,26.1978,4965000,4378.01,43.8652
994,994,4495.16,-13283.0498046875,27.8417,4970000,4414.11,44.2865
995,995,4210.61,-12871.1142578125,28.1625,4975000,3435.46,42.9715
996,996,323.84,-13446.1787109375,49.9987,4980000,327.93,51.6151
997,997,1100.04,-14182.0263671875,54.4155,4985000,877.91,48.6597
998,998,3701.09,-13169.17578125,33.526,4990000,2906.9,41.3694
999,999,852.79,-14163.0546875,54.8336,4995000,1281.92,46.9951
1000,1000,2313.35,-13854.0625,44.4088,5000000,2005.88,45.0321
1001,1001,3733.06,-12943.1826171875,26.6351,5005000,4165.39,42.8719
1002,1002,4314.41,-13142.4619140625,23.1054,5010000,4042.75,43.3786
1003,1003,305.84,-14203.015625,54.4647,5015000,309.92,51.9583
1004,1004,219.62,-14393.234375,57.7399,5020000,227.53,51.6948
1005,1005,359.9,-14564.9453125,61.8213,5025000,318.3,51.5202
1006,1006,3114.61,-13481.83203125,29.3824,5030000,3723.1,43.1642
1007,1007,4547.14,-13099.6435546875,23.7971,5035000,4307.55,42.5811
1008,1008,4556.41,-13149.662109375,24.7166,5040000,4378.46,42.4165
1009,1009,4328.06,-13140.3828125,24.0694,5045000,4051.66,42.685
1010,1010,4728.86,-13258.4345703125,24.6633,5050000,4377.0,43.0566
1011,1011,4771.39,-13095.8896484375,24.9101,5055000,4527.33,42.821
1012,1012,4711.33,-13044.6455078125,23.881,5060000,4599.98,42.5904
1013,1013,4755.82,-12948.8642578125,23.4662,5065000,4488.39,42.6844
1014,1014,4700.24,-13116.09765625,23.154,5070000,4536.85,42.58
1015,1015,4754.6,-12983.15625,23.5959,5075000,4616.41,42.6573
1016,1016,4741.93,-12929.5771484375,22.8784,5080000,4596.09,42.4201
1017,1017,4771.21,-12851.54296875,22.9213,5085000,4598.05,42.2086
1018,1018,4704.86,-13006.4375,22.4418,5090000,4683.76,42.3446
1019,1019,4779.56,-13086.4384765625,22.7517,5095000,4753.55,42.3626
1020,1020,4775.59,-12942.6708984375,23.0447,5100000,4554.11,42.7173
1021,1021,4782.65,-12985.1376953125,22.4889,5105000,4616.56,42.2868
1022,1022,4755.55,-12897.88671875,23.0033,5110000,4663.17,42.2785
1023,1023,4720.37,-12855.033203125,22.9453,5115000,4673.64,42.7328
1024,1024,4717.37,-13086.3720703125,23.0074,5120000,4699.42,42.6378
1025,1025,4723.69,-13148.529296875,22.97,5125000,4709.35,42.4376
1026,1026,4770.36,-13186.0546875,23.0823,5130000,4715.97,42.2328
1027,1027,4725.98,-13335.78515625,23.3852,5135000,4697.36,43.1667
1028,1028,4701.92,-13194.982421875,23.2453,5140000,4674.36,42.734
1029,1029,4744.38,-13335.7958984375,23.3168,5145000,4717.37,42.7321
1030,1030,4710.24,-13309.015625,23.0182,5150000,4704.97,42.0274
1031,1031,4711.81,-13486.509765625,23.1986,5155000,4710.74,42.439
1032,1032,4715.1,-13510.505859375,23.2489,5160000,4681.78,42.6009
1033,1033,4717.11,-13532.8759765625,23.3948,5165000,4711.44,42.4706
1034,1034,4531.1,-13482.91015625,22.8841,5170000,4673.09,42.5012
1035,1035,4681.76,-13389.8466796875,22.8302,5175000,4672.04,42.3911
1036,1036,4731.54,-13509.697265625,23.3136,5180000,4714.72,42.1347
1037,1037,4765.5,-13602.005859375,23.8291,5185000,4737.36,42.5513
1038,1038,4745.36,-13489.8701171875,22.5261,5190000,4662.45,42.3372
1039,1039,4744.26,-13582.40625,23.5,5195000,4724.65,43.1767
1040,1040,4750.01,-13499.52734375,23.2923,5200000,4709.83,42.6075
1041,1041,4760.25,-13568.3671875,22.4701,5205000,4733.45,42.7909
1042,1042,4797.38,-13573.181640625,23.3532,5210000,4612.59,42.2649
1043,1043,4776.38,-13574.849609375,23.3887,5215000,4753.81,42.5973
1044,1044,4783.51,-13486.0302734375,22.7285,5220000,4755.42,42.5335
1045,1045,4770.82,-13537.859375,23.1515,5225000,4773.47,42.5832
1046,1046,4816.5,-13447.4541015625,23.3468,5230000,4776.93,42.4459
1047,1047,4761.2,-13475.353515625,23.0432,5235000,4738.78,42.7112
1048,1048,4768.02,-13477.46484375,22.9369,5240000,4744.58,42.3213
1049,1049,4773.52,-13578.3017578125,23.2388,5245000,4696.31,42.8514
1050,1050,4707.76,-13550.35546875,22.8706,5250000,4790.65,42.2514
1051,1051,4846.9,-13439.1845703125,22.6203,5255000,4789.39,42.4559
1052,1052,4797.67,-13409.591796875,22.8059,5260000,4774.31,42.0148
1053,1053,4804.11,-13501.046875,22.7616,5265000,4592.33,42.4654
1054,1054,4836.05,-13517.359375,22.874,5270000,4769.12,42.3229
1055,1055,4813.15,-13365.7666015625,22.5489,5275000,4758.52,41.6731
1056,1056,4780.19,-13516.7998046875,22.5074,5280000,4742.17,42.6599
1057,1057,4805.0,-13641.5263671875,23.2273,5285000,4750.94,42.4649
1058,1058,4808.86,-13459.9091796875,22.8771,5290000,4745.32,42.6841
1059,1059,4806.26,-13592.3076171875,22.6028,5295000,4729.28,42.4936
1060,1060,4809.07,-13609.2333984375,22.7921,5300000,4740.36,42.0677
1061,1061,4802.69,-13591.6025390625,23.2869,5305000,4757.01,42.4095
1062,1062,4795.84,-13650.6103515625,22.6021,5310000,4736.49,42.6081
1063,1063,4777.56,-13528.0966796875,22.9695,5315000,4743.12,42.8897
1064,1064,4819.1,-13496.3359375,23.0725,5320000,4769.64,41.9643
1065,1065,4828.34,-13651.9951171875,21.9874,5325000,4765.17,41.9639
1066,1066,4837.54,-13603.7333984375,23.1251,5330000,4757.69,42.0467
1067,1067,4821.72,-13647.0068359375,23.1056,5335000,4756.6,42.2382
1068,1068,4815.7,-13657.912109375,23.4037,5340000,4747.74,42.7681
1069,1069,4799.33,-13643.3046875,22.7943,5345000,4767.93,41.5778
1070,1070,4810.76,-13609.8115234375,22.9576,5350000,4751.82,42.7269
1071,1071,4802.27,-13612.078125,22.948,5355000,4763.21,42.2625
1072,1072,4796.66,-13708.1689453125,23.1102,5360000,4747.95,42.5056
1073,1073,4808.44,-13668.775390625,23.2526,5365000,4745.34,42.5204
1074,1074,4818.8,-13708.498046875,23.1104,5370000,4775.94,42.3511
1075,1075,4831.85,-13650.779296875,22.942,5375000,4796.39,42.1562
1076,1076,4823.41,-13789.1865234375,23.322,5380000,4765.11,42.8348
1077,1077,4813.34,-13700.90234375,23.418,5385000,4754.55,42.8806
1078,1078,4804.34,-13797.54296875,23.3769,5390000,4751.75,42.3765
1079,1079,4832.72,-13725.18359375,23.5703,5395000,4787.75,42.4437
1080,1080,4830.51,-13657.2392578125,22.8724,5400000,4781.96,42.4281
1081,1081,4839.9,-13636.1787109375,22.9542,5405000,4797.5,41.9826
1082,1082,4801.92,-13634.0107421875,23.0774,5410000,4775.71,42.2307
1083,1083,4791.11,-13745.5576171875,23.3211,5415000,4775.7,42.3165
1084,1084,4790.37,-13744.3818359375,23.4673,5420000,4784.07,42.3383
1085,1085,4788.64,-13724.029296875,22.7631,5425000,4769.66,42.8157
1086,1086,4745.64,-13739.904296875,23.0786,5430000,4577.28,42.3815
1087,1087,4745.94,-13679.41796875,22.6306,5435000,4750.73,42.1818
1088,1088,4763.3,-13585.42578125,22.7024,5440000,4757.92,42.3245
1089,1089,4785.8,-13640.52734375,21.932,5445000,4771.17,42.2713
1090,1090,4749.06,-13702.375,22.6446,5450000,4753.04,42.1925
1091,1091,4834.25,-13662.767578125,22.4545,5455000,4788.78,42.5531
1092,1092,4820.9,-13602.1611328125,22.2378,5460000,4793.65,42.472
1093,1093,4850.12,-13579.583984375,22.4745,5465000,4802.37,42.2654
1094,1094,4845.7,-13500.5185546875,21.6729,5470000,4777.52,41.7701
1095,1095,4811.7,-13744.2705078125,21.9427,5475000,4798.73,42.3827
1096,1096,4830.92,-13630.3974609375,21.8391,5480000,4779.63,42.1429
1097,1097,4854.79,-13680.17578125,21.9377,5485000,4805.77,42.0491
1098,1098,4816.29,-13665.5869140625,22.1721,5490000,4787.45,42.2053
1099,1099,4878.39,-13609.4833984375,21.8581,5495000,4822.42,42.2321
1100,1100,4836.97,-13624.169921875,22.1097,5500000,4809.16,42.2156
1101,1101,4850.39,-13888.9716796875,21.9624,5505000,4786.55,42.4051
1102,1102,4841.6,-13586.2861328125,21.9149,5510000,4810.09,41.8174
1103,1103,4793.33,-13915.4814453125,21.9346,5515000,4763.01,42.3276
1104,1104,4785.43,-13873.779296875,21.9112,5520000,4768.58,42.0952
1105,1105,4802.7,-13893.1015625,22.0208,5525000,4761.75,42.3321
1106,1106,4837.94,-13869.3994140625,22.2352,5530000,4793.81,42.3
1107,1107,4799.95,-13838.3916015625,21.7132,5535000,4771.41,41.9025
1108,1108,4811.85,-13889.0498046875,21.9099,5540000,4771.95,42.2451
1109,1109,4811.44,-13865.0029296875,21.5566,5545000,4765.82,41.2748
1110,1110,4795.65,-14049.998046875,22.1204,5550000,4726.29,42.4726
1111,1111,4795.34,-13893.9814453125,21.6804,5555000,4619.92,41.9431
1112,1112,4821.87,-13746.16796875,21.7988,5560000,4780.29,41.7672
1113,1113,4846.93,-13832.521484375,21.863,5565000,4787.9,42.2881
1114,1114,4810.92,-13918.6669921875,21.5819,5570000,4768.25,41.8307
1115,1115,4773.73,-13915.9755859375,21.7359,5575000,4721.03,41.9569
1116,1116,4811.69,-14029.2080078125,21.5173,5580000,4742.31,42.0635
1117,1117,4832.57,-13842.1748046875,21.3765,5585000,4772.17,41.8185
1118,1118,4817.47,-13970.712890625,21.4642,5590000,4742.93,42.3217
1119,1119,4828.6,-13972.0546875,21.7445,5595000,4777.98,42.1473
1120,1120,4844.7,-14013.419921875,21.9841,5600000,4815.58,42.273
1121,1121,4866.78,-13863.45703125,21.5823,5605000,4786.25,42.1324
1122,1122,4858.45,-14006.3720703125,21.4783,5610000,4810.73,41.9317
1123,1123,4861.61,-14024.498046875,21.8312,5615000,4793.14,42.5419
1124,1124,4820.65,-14003.318359375,21.642,5620000,4807.25,42.3444
1125,1125,4864.9,-13921.650390625,21.6518,5625000,4827.5,42.289
1126,1126,4865.86,-13993.9462890625,21.487,5630000,4802.57,42.2729
1127,1127,4879.49,-13954.4453125,21.4342,5635000,4820.28,41.9939
1128,1128,4879.86,-13895.591796875,21.9196,5640000,4832.64,42.1219
1129,1129,4891.94,-13870.6015625,22.3457,5645000,4839.09,42.446
1130,1130,4869.93,-13894.4794921875,22.0184,5650000,4814.04,42.2648
1131,1131,4887.82,-13911.2421875,21.6919,5655000,4812.03,42.3472
1132,1132,4856.57,-13935.0166015625,22.1975,5660000,4835.88,42.6519
1133,1133,4853.72,-13830.2578125,22.0701,5665000,4809.26,42.0337
1134,1134,4861.35,-13886.8623046875,22.0958,5670000,4823.15,42.2689
1135,1135,4893.69,-13955.912109375,21.9397,5675000,4840.95,42.2973
1136,1136,4859.88,-13770.515625,21.3831,5680000,4805.59,42.3403
1137,1137,4871.69,-13996.5869140625,22.218,5685000,4836.41,42.5125
1138,1138,4892.13,-13835.8837890625,22.2022,5690000,4847.78,42.3447
1139,1139,4847.37,-13784.412109375,22.1058,5695000,4833.66,42.26
1140,1140,4849.14,-13901.0703125,21.7192,5700000,4812.66,42.0922
1141,1141,4838.74,-14052.9931640625,22.0812,5705000,4834.54,42.6067
1142,1142,4849.48,-13950.2138671875,22.3077,5710000,4832.74,42.1135
