Itration,Running Update Time,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Real Sto Return,Running Forward KL
55,55,3960.08,-361.27703857421875,20.694,275000,4035.71,44.0044
56,56,4059.29,-351.5623779296875,20.6871,280000,4079.27,43.7854
57,57,3957.09,-372.2692565917969,18.9979,285000,3996.15,43.9714
58,58,4120.25,-353.01239013671875,19.1141,290000,4059.95,43.1336
59,59,4044.25,-357.3929748535156,19.0663,295000,4138.09,43.6493
60,60,4158.48,-351.6015930175781,20.464,300000,4137.93,44.1894
61,61,4023.96,-364.45147705078125,21.9682,305000,4052.57,44.4681
62,62,4012.61,-382.326904296875,19.1133,310000,4100.86,43.4346
63,63,4111.93,-383.7177734375,20.0772,315000,4139.43,43.1834
64,64,4194.96,-385.91290283203125,20.7714,320000,4159.75,43.7762
65,65,4113.1,-387.2311096191406,18.2634,325000,4013.11,43.0525
66,66,3967.04,-419.1990966796875,18.4417,330000,4007.86,43.5511
67,67,4191.89,-396.9076232910156,20.5845,335000,4052.24,43.7693
68,68,4156.29,-393.9070129394531,19.3102,340000,4103.8,42.4051
69,69,4148.25,-396.988525390625,19.8644,345000,4212.36,43.1879
70,70,4273.65,-409.924560546875,21.2164,350000,4063.86,43.4436
71,71,4176.14,-405.4752502441406,19.3105,355000,4197.79,43.0491
72,72,4179.81,-410.63427734375,19.4368,360000,4211.41,42.884
73,73,4148.38,-425.51153564453125,20.8541,365000,4146.68,43.4117
74,74,4193.77,-428.60980224609375,19.6882,370000,4163.85,43.064
75,75,4138.18,-438.4464111328125,17.6264,375000,3853.01,42.0763
76,76,4034.86,-445.4206237792969,20.0494,380000,4108.58,42.8955
77,77,4257.69,-435.4815368652344,20.1948,385000,4176.59,43.2074
78,78,4277.99,-457.4681396484375,18.8561,390000,4155.51,43.8148
79,79,4030.26,-469.9239807128906,17.2457,395000,4049.12,42.329
80,80,4106.13,-462.84490966796875,20.4153,400000,3866.64,42.8048
81,81,4177.25,-471.12554931640625,18.6434,405000,4045.06,43.3095
82,82,4163.29,-502.25836181640625,18.4095,410000,4149.44,42.6869
83,83,4108.32,-493.9540710449219,19.6157,415000,3867.7,43.1813
84,84,4138.32,-488.5519104003906,18.729,420000,4150.3,42.8262
85,85,4147.75,-498.0833435058594,19.0079,425000,4144.4,43.1995
86,86,4133.19,-491.5024719238281,17.0779,430000,4015.39,42.6161
87,87,4183.18,-517.434814453125,18.7724,435000,4147.68,43.4386
88,88,4142.32,-541.7278442382812,19.6837,440000,4134.63,43.7659
89,89,4177.53,-516.6597900390625,17.5618,445000,4163.8,42.5184
90,90,4200.44,-536.9053955078125,19.8908,450000,4163.82,43.821
91,91,4215.27,-547.5703735351562,18.5781,455000,4001.97,42.8813
92,92,4064.93,-543.8865966796875,17.6796,460000,4023.95,42.6272
93,93,4158.62,-538.0712280273438,19.3162,465000,4169.68,42.6713
94,94,4192.23,-539.3689575195312,18.6879,470000,4174.19,43.0408
95,95,4176.66,-560.3460693359375,19.3124,475000,4154.13,43.6156
96,96,4167.56,-568.5477905273438,19.73,480000,4127.24,43.9232
97,97,4199.97,-583.98095703125,19.3028,485000,3903.58,43.5173
98,98,4211.12,-561.7095947265625,18.0886,490000,4169.27,43.078
99,99,4145.95,-576.3565063476562,18.8889,495000,4201.55,43.1918
100,100,4189.68,-580.25048828125,19.9865,500000,4205.39,43.3996
101,101,4273.41,-602.5425415039062,18.773,505000,4208.01,43.7752
102,102,4137.21,-620.4187622070312,19.6021,510000,4117.81,43.787
103,103,4170.71,-620.1731567382812,20.7355,515000,4120.84,43.8975
104,104,4422.18,-587.2175903320312,18.3007,520000,4332.12,43.2781
105,105,4188.23,-611.1258544921875,19.2459,525000,4157.08,43.4507
106,106,4313.46,-622.793212890625,17.7227,530000,4187.09,42.8403
107,107,4220.11,-619.8433227539062,17.3796,535000,4209.47,42.4989
108,108,3988.95,-640.5895385742188,19.0869,540000,4146.63,43.1961
109,109,4349.57,-615.48828125,17.3658,545000,4251.04,43.0948
110,110,4437.99,-622.8060913085938,17.675,550000,4379.54,42.8158
111,111,4324.01,-663.4757690429688,19.1592,555000,4235.95,43.4875
112,112,4108.19,-665.8896484375,18.3095,560000,4159.87,43.1498
113,113,4332.85,-672.2000732421875,18.6589,565000,4311.2,43.6842
114,114,4302.35,-673.756103515625,17.4397,570000,4266.62,42.295
115,115,4252.59,-698.8294067382812,17.4899,575000,4242.04,42.747
116,116,4362.28,-672.772705078125,19.5571,580000,4088.91,43.2853
117,117,4263.27,-687.5132446289062,18.4395,585000,4269.08,43.0576
118,118,4419.19,-680.9625244140625,18.4529,590000,4317.24,42.6729
119,119,4366.48,-708.9678344726562,18.1776,595000,4220.25,42.7951
120,120,4351.43,-701.8346557617188,16.8103,600000,4129.12,42.4466
121,121,4391.53,-714.089599609375,17.6907,605000,4262.34,43.0232
122,122,4488.25,-727.185302734375,19.1064,610000,4343.66,42.9787
123,123,4406.69,-735.5284423828125,18.5812,615000,4364.82,42.9071
124,124,4411.34,-716.46044921875,17.3291,620000,4323.8,42.8399
125,125,4176.62,-753.0752563476562,17.1761,625000,4094.57,42.0629
126,126,4451.47,-752.4569091796875,17.9545,630000,4400.1,42.8405
127,127,4419.33,-755.5504150390625,17.372,635000,4094.24,43.0588
128,128,4461.57,-741.543212890625,17.5807,640000,4394.77,42.8224
129,129,4475.6,-767.08154296875,18.9817,645000,4224.88,43.4243
130,130,4457.25,-773.3345947265625,18.9462,650000,4165.09,43.359
131,131,4564.85,-754.5162963867188,17.8101,655000,4416.04,42.4714
132,132,4427.74,-806.92626953125,17.1875,660000,4258.11,42.5906
133,133,4471.04,-796.0421142578125,17.57,665000,4414.19,42.8975
134,134,4529.57,-784.8569946289062,18.6737,670000,4433.64,42.4164
135,135,4475.74,-801.6887817382812,18.0599,675000,4382.35,42.8996
136,136,4459.15,-789.1064453125,18.9413,680000,4388.97,43.4625
137,137,4487.16,-813.5677490234375,17.4411,685000,4444.24,42.1585
138,138,4225.26,-791.6361083984375,18.4362,690000,4491.79,41.8343
139,139,4497.42,-799.5768432617188,18.1975,695000,4310.53,42.7569
140,140,4481.62,-826.0487060546875,18.2647,700000,4429.41,42.9124
141,141,4491.75,-842.7095336914062,17.2447,705000,4409.9,42.522
142,142,4333.97,-845.0946655273438,18.1572,710000,4425.93,42.9038
143,143,4448.19,-847.6797485351562,19.1671,715000,4350.39,42.6947
144,144,4627.23,-860.6121215820312,17.9483,720000,4466.27,42.7326
145,145,4412.79,-883.4287109375,18.2907,725000,4359.49,43.0942
146,146,4529.56,-873.2545776367188,16.9953,730000,4129.39,42.3451
147,147,4243.54,-871.1478881835938,18.0271,735000,4348.1,42.1005
148,148,4473.37,-889.5437622070312,17.9814,740000,4445.41,42.7303
149,149,4505.0,-894.5558471679688,17.5265,745000,4428.16,42.6024
150,150,4591.97,-886.5441284179688,18.3503,750000,4323.63,41.986
151,151,4516.7,-909.2427368164062,18.0245,755000,4456.29,42.049
152,152,4485.84,-907.6744995117188,19.4299,760000,4162.59,42.5063
153,153,4535.45,-913.3798828125,17.3238,765000,4482.96,42.2472
154,154,4586.43,-902.8096313476562,18.7669,770000,4489.4,42.685
155,155,4539.19,-938.9415283203125,18.4854,775000,4479.66,42.6143
156,156,4557.82,-929.9346313476562,18.1182,780000,4488.38,42.6684
157,157,4528.58,-956.83935546875,17.5018,785000,4463.53,42.9288
158,158,4489.04,-954.4899291992188,17.8924,790000,4396.11,42.8622
159,159,4592.72,-970.3162841796875,18.0072,795000,4497.56,42.3637
160,160,4596.48,-949.1337280273438,18.621,800000,4524.03,42.4868
161,161,4608.29,-977.4148559570312,16.8103,805000,4286.34,42.0877
162,162,4575.36,-971.3094482421875,18.7298,810000,4453.28,42.6764
163,163,4543.24,-982.7614135742188,17.5892,815000,4442.89,42.1521
164,164,4552.67,-993.0836791992188,17.252,820000,4279.13,42.1797
165,165,4591.04,-1032.0189208984375,17.2887,825000,4152.74,42.2313
166,166,4510.2,-1027.340576171875,17.78,830000,4451.24,42.6451
167,167,4568.43,-1017.5156860351562,16.9586,835000,4147.85,42.1986
168,168,4481.7,-1047.75830078125,16.6166,840000,3816.56,41.9295
169,169,4530.31,-1050.38232421875,17.0137,845000,4467.41,42.2262
170,170,4546.65,-1045.53466796875,17.0824,850000,4257.13,41.7659
171,171,4540.79,-1049.515625,18.0237,855000,4535.97,42.3398
172,172,4613.86,-1065.848388671875,19.4192,860000,4283.92,42.8223
173,173,4585.47,-1068.7330322265625,18.527,865000,4510.55,42.6964
174,174,4406.94,-1081.8321533203125,17.7354,870000,4499.65,42.4693
175,175,4517.04,-1074.72998046875,16.737,875000,4469.46,41.8934
176,176,4510.82,-1113.192626953125,17.2665,880000,4457.97,42.1828
177,177,4613.99,-1124.07666015625,18.5158,885000,4176.42,42.445
178,178,4574.29,-1134.78857421875,17.7805,890000,4395.62,42.2411
179,179,4607.02,-1096.841796875,16.949,895000,4323.98,41.9953
180,180,4570.9,-1140.1053466796875,18.1602,900000,4464.6,42.1549
181,181,4614.81,-1137.1519775390625,17.7222,905000,4517.08,41.9899
182,182,4617.61,-1144.599853515625,17.7075,910000,4524.62,41.8589
183,183,4539.52,-1175.9171142578125,18.0123,915000,4197.26,42.2231
184,184,4631.91,-1170.771728515625,17.4671,920000,4519.17,42.0075
185,185,4560.36,-1154.0196533203125,17.6977,925000,4516.57,41.9342
186,186,4602.73,-1160.3662109375,19.2676,930000,4490.47,42.2155
187,187,4657.63,-1185.653076171875,17.9244,935000,4260.02,42.412
188,188,4609.32,-1203.8406982421875,18.5829,940000,4515.35,42.565
189,189,4527.79,-1217.6890869140625,17.4177,945000,4392.67,41.8243
190,190,4621.25,-1203.15771484375,17.9539,950000,4574.39,41.9048
191,191,4599.91,-1233.28759765625,17.2647,955000,4539.27,41.7489
192,192,4627.88,-1218.3260498046875,16.9346,960000,4545.48,41.8501
193,193,4574.53,-1237.122802734375,17.1355,965000,4536.39,41.8927
194,194,4578.27,-1247.2391357421875,18.4114,970000,4338.61,42.6578
195,195,4606.12,-1258.0538330078125,17.9947,975000,4502.87,42.2088
196,196,4495.22,-1278.93896484375,17.1277,980000,4480.62,42.0704
197,197,4552.66,-1287.986083984375,17.344,985000,4344.19,41.9457
198,198,4504.29,-1314.6785888671875,17.0864,990000,4496.87,42.0835
199,199,4575.81,-1312.523193359375,17.9783,995000,4518.36,41.8788
200,200,4598.47,-1293.1573486328125,17.8882,1000000,4556.65,42.1405
201,201,4598.49,-1303.171875,17.7685,1005000,4558.7,42.0657
202,202,4658.64,-1312.4027099609375,18.5242,1010000,4576.07,41.9591
203,203,4627.82,-1338.7955322265625,18.63,1015000,4583.94,42.2046
204,204,4555.21,-1405.7147216796875,18.4744,1020000,4530.18,41.8343
205,205,4605.43,-1357.1038818359375,18.0075,1025000,4576.07,41.9588
206,206,4591.04,-1359.2886962890625,18.5833,1030000,4595.93,42.0745
207,207,4604.97,-1380.6326904296875,17.9864,1035000,4553.86,41.8026
208,208,4582.37,-1415.6524658203125,17.4136,1040000,4561.46,42.0836
209,209,4605.42,-1409.5921630859375,18.0339,1045000,4543.63,42.3862
210,210,4580.51,-1405.0289306640625,18.2527,1050000,4569.43,42.0862
211,211,4635.57,-1415.5821533203125,18.2535,1055000,4586.39,42.0513
212,212,4630.78,-1423.3553466796875,18.0868,1060000,4584.27,42.27
213,213,4627.19,-1425.78369140625,18.1356,1065000,4536.16,41.9797
214,214,4606.87,-1445.4593505859375,18.0144,1070000,4570.52,41.9693
215,215,4605.15,-1467.885498046875,18.1712,1075000,4578.65,41.9856
216,216,4621.92,-1470.406494140625,17.7838,1080000,4596.67,41.9685
217,217,4618.71,-1499.3431396484375,17.2501,1085000,4583.79,41.8266
218,218,4623.42,-1467.949462890625,17.0901,1090000,4587.45,41.5189
219,219,4642.77,-1492.9075927734375,17.7278,1095000,4597.09,42.0269
220,220,4630.66,-1499.43798828125,17.3626,1100000,4597.66,41.9715
221,221,4659.1,-1526.0767822265625,18.1124,1105000,4596.85,41.8956
222,222,4677.49,-1511.6029052734375,17.652,1110000,4605.22,42.0794
223,223,4651.59,-1560.646484375,17.9243,1115000,4588.72,42.0492
224,224,4631.22,-1586.0933837890625,17.8578,1120000,4449.86,42.3455
225,225,4705.08,-1574.5401611328125,17.8435,1125000,4612.2,42.3997
226,226,4621.12,-1607.7178955078125,17.4301,1130000,4508.49,42.3559
227,227,4654.77,-1622.81884765625,18.4823,1135000,4582.44,41.9812
228,228,4671.0,-1582.30810546875,17.6477,1140000,4470.45,42.1603
229,229,4650.91,-1594.2413330078125,16.8157,1145000,4361.94,42.0115
230,230,4659.54,-1558.114501953125,17.2155,1150000,4603.56,41.7055
231,231,4577.98,-1653.4326171875,17.044,1155000,4577.46,42.007
232,232,4516.82,-1750.0242919921875,25.0217,1160000,3172.73,43.1538
233,233,1290.21,-2051.361572265625,26.9231,1165000,1328.97,45.162
234,234,1672.88,-1884.50537109375,17.2174,1170000,1770.4,43.5886
235,235,3557.55,-1843.677978515625,22.5009,1175000,3083.9,42.077
236,236,4154.46,-1729.489013671875,16.3616,1180000,3903.03,41.4972
237,237,4307.67,-1771.2247314453125,18.7452,1185000,4328.92,42.7204
238,238,4467.08,-1751.83349609375,18.1087,1190000,4266.92,41.7709
239,239,4475.36,-1768.389892578125,17.8248,1195000,4460.78,42.1495
240,240,4385.77,-1814.3275146484375,17.982,1200000,4400.14,42.5964
241,241,4438.0,-1833.40185546875,18.1391,1205000,4386.22,42.3383
242,242,4442.51,-1840.4874267578125,17.8398,1210000,4448.39,42.6236
243,243,4450.37,-1864.7275390625,17.1167,1215000,4459.15,42.3709
244,244,4464.45,-1833.38623046875,16.5632,1220000,4494.96,42.3174
245,245,4483.68,-1843.059326171875,17.6182,1225000,4480.28,41.8394
246,246,4484.45,-1868.8511962890625,17.8538,1230000,4499.76,42.5712
247,247,4492.68,-1873.4627685546875,17.7934,1235000,4486.17,42.1709
248,248,4489.84,-1905.817626953125,17.5795,1240000,4464.61,42.6989
249,249,4512.94,-1924.2882080078125,17.6529,1245000,4470.45,42.3999
250,250,4505.6,-1935.22509765625,17.5939,1250000,4455.05,42.4927
251,251,4455.3,-1959.4139404296875,17.3798,1255000,4448.08,42.6539
252,252,4484.9,-1959.9482421875,18.078,1260000,4456.6,42.2713
253,253,4462.12,-1971.49560546875,17.826,1265000,4471.43,42.7205
254,254,4496.4,-1996.0352783203125,17.377,1270000,4468.56,42.4673
255,255,4503.03,-2007.408203125,17.5148,1275000,4482.37,42.3872
256,256,4556.71,-1988.3193359375,17.1471,1280000,4505.94,42.1888
257,257,4536.75,-2010.2576904296875,17.5052,1285000,4474.39,41.9354
258,258,4556.34,-2014.7659912109375,17.4988,1290000,4529.98,42.0971
259,259,4572.07,-1965.444580078125,17.0016,1295000,4552.57,42.0983
260,260,4515.36,-2054.382568359375,16.7502,1300000,4478.57,41.7419
261,261,4501.68,-2008.0833740234375,16.6768,1305000,4526.09,41.5303
262,262,4479.31,-2047.36181640625,17.2407,1310000,4525.54,42.0482
263,263,4474.83,-2107.418701171875,16.6551,1315000,4440.55,41.9157
264,264,4533.48,-2085.85498046875,17.5362,1320000,4380.01,42.3041
265,265,4011.16,-2105.122314453125,16.7736,1325000,4476.31,41.7901
266,266,4537.21,-2117.143798828125,16.9551,1330000,4514.38,41.5755
267,267,4569.02,-2123.02392578125,16.9873,1335000,4532.3,41.7294
268,268,4483.38,-2172.552978515625,17.1828,1340000,4482.87,41.9673
269,269,4534.48,-2153.157470703125,16.8514,1345000,4513.15,42.3381
270,270,4571.81,-2161.302978515625,15.7622,1350000,4521.97,41.7793
271,271,4501.24,-2242.503662109375,16.6231,1355000,4456.46,41.8554
272,272,4504.85,-2218.71484375,16.9959,1360000,4507.16,42.1395
273,273,4543.47,-2239.1123046875,16.6468,1365000,4175.49,41.7686
274,274,4565.67,-2221.259033203125,16.9037,1370000,4531.48,42.0013
275,275,4539.78,-2269.214111328125,16.5939,1375000,4478.68,41.8749
276,276,4556.79,-2267.856689453125,16.6846,1380000,4513.09,41.5613
277,277,4570.44,-2301.55712890625,16.5375,1385000,4357.57,41.9435
278,278,4611.26,-2251.80126953125,16.9892,1390000,4518.42,41.6306
279,279,4531.66,-2319.13525390625,16.3962,1395000,4514.35,41.658
280,280,4562.45,-2324.94091796875,17.0766,1400000,4527.68,41.6805
281,281,4555.31,-2381.413818359375,16.2034,1405000,4520.1,41.6035
282,282,4520.23,-2399.072265625,16.7024,1410000,4501.21,41.834
283,283,4596.13,-2404.207275390625,17.4573,1415000,4543.09,41.8796
284,284,4645.77,-2377.98583984375,17.3204,1420000,4529.11,41.6867
285,285,4617.59,-2395.4580078125,17.5534,1425000,4506.06,41.4997
286,286,4677.97,-2375.208251953125,17.0418,1430000,4471.09,41.1719
287,287,4566.59,-2430.4619140625,17.1831,1435000,4540.75,41.4635
288,288,4555.86,-2460.991943359375,16.476,1440000,4507.4,41.2677
289,289,4610.74,-2468.381103515625,17.0533,1445000,4278.15,41.6252
290,290,4574.94,-2507.40625,17.2081,1450000,4562.17,41.7583
291,291,4416.26,-2477.037841796875,15.9948,1455000,3456.35,41.8547
292,292,4574.62,-2514.25146484375,16.6037,1460000,4560.43,41.5992
293,293,4626.6,-2532.317138671875,17.1793,1465000,4587.17,41.3834
294,294,4557.16,-2581.292236328125,16.9324,1470000,4547.84,42.0931
295,295,4599.85,-2589.24609375,17.2272,1475000,4408.41,41.649
296,296,4645.36,-2571.097412109375,17.3345,1480000,4572.75,42.2157
297,297,4590.81,-2628.657470703125,17.1917,1485000,4561.67,41.7721
298,298,4579.14,-2628.447021484375,16.9514,1490000,4544.18,41.9165
299,299,4650.67,-2625.272216796875,17.1121,1495000,4593.39,41.9251
300,300,4597.87,-2657.63330078125,16.7091,1500000,4565.33,41.8344
301,301,4633.95,-2674.61181640625,17.2401,1505000,4569.42,41.7626
302,302,4613.81,-2701.158447265625,17.0862,1510000,4553.81,42.0639
303,303,4644.38,-2646.31787109375,17.421,1515000,4433.21,41.7547
304,304,4672.41,-2687.263671875,17.9887,1520000,4605.93,42.3289
305,305,4610.9,-2718.677978515625,17.5094,1525000,4512.75,41.8029
306,306,4640.8,-2723.948974609375,17.5976,1530000,4597.9,42.0168
307,307,4607.99,-2759.701904296875,17.3188,1535000,4220.52,41.5436
308,308,4668.94,-2798.64404296875,17.3899,1540000,4569.95,42.156
309,309,4650.61,-2762.307373046875,17.5465,1545000,4311.01,42.0385
310,310,4586.23,-2803.762451171875,17.433,1550000,4487.16,41.7445
311,311,4668.96,-2836.680908203125,17.5964,1555000,4313.69,41.7968
312,312,4577.7,-2876.065185546875,17.4166,1560000,4348.82,41.4639
313,313,4576.15,-2869.923583984375,17.1266,1565000,4498.42,42.1851
314,314,4559.3,-3020.273681640625,20.4815,1570000,4368.15,42.5327
315,315,4585.62,-2941.12060546875,17.0673,1575000,4512.43,41.6744
316,316,4532.3,-2948.575439453125,17.0881,1580000,4521.55,42.112
317,317,4521.35,-2982.475830078125,17.0308,1585000,4524.53,41.8891
318,318,4538.92,-3058.71728515625,17.2539,1590000,4484.09,42.2089
319,319,4581.67,-3033.8779296875,17.2611,1595000,4552.3,41.9736
320,320,4532.25,-3032.020751953125,18.3741,1600000,4530.22,42.6813
321,321,4628.62,-3092.68798828125,17.5481,1605000,4566.88,42.3766
322,322,4507.74,-3113.869384765625,18.1991,1610000,4461.66,42.6627
323,323,4540.53,-3139.62841796875,17.3142,1615000,4502.21,42.0786
324,324,4548.28,-3150.789794921875,17.4279,1620000,4414.83,42.717
325,325,4534.15,-3151.6318359375,17.9873,1625000,4483.77,42.2897
326,326,4643.55,-3170.16552734375,17.5348,1630000,4530.56,41.9297
327,327,4592.68,-3127.224609375,17.6366,1635000,4500.22,41.6801
328,328,4519.98,-3259.7666015625,17.4096,1640000,4423.32,42.5177
329,329,4499.26,-3241.223876953125,17.6266,1645000,4497.65,42.13
330,330,4606.3,-3263.175537109375,17.4703,1650000,4536.7,42.2974
331,331,4552.73,-3238.2060546875,17.0985,1655000,4525.95,41.9199
332,332,4581.96,-3240.239501953125,17.6691,1660000,4565.31,42.065
333,333,4567.17,-3320.315185546875,17.5241,1665000,4501.01,42.376
334,334,4572.27,-3301.32568359375,17.6491,1670000,4477.43,42.2848
335,335,4634.63,-3318.9130859375,17.4996,1675000,4569.79,41.8354
336,336,4572.81,-3342.912841796875,17.3905,1680000,4532.82,41.9958
337,337,4633.48,-3370.25439453125,17.0928,1685000,4572.93,41.8454
338,338,4594.73,-3392.040771484375,17.1687,1690000,4401.88,41.8645
339,339,4606.46,-3404.2353515625,18.1326,1695000,4570.29,42.513
340,340,4596.13,-3496.3544921875,17.6896,1700000,4543.16,42.3913
341,341,4583.87,-3466.7958984375,17.4667,1705000,4535.66,42.4108
342,342,4539.39,-3452.438720703125,18.1168,1710000,4531.15,42.7392
343,343,4591.48,-3520.543212890625,17.9836,1715000,4545.95,42.4385
344,344,4586.63,-3502.92236328125,17.8247,1720000,4563.21,42.1173
345,345,4589.43,-3520.010498046875,18.2024,1725000,4531.0,42.6374
346,346,4628.44,-3516.444580078125,17.3751,1730000,4580.18,42.133
347,347,4635.97,-3501.42626953125,17.882,1735000,4605.05,42.274
348,348,4643.09,-3617.896728515625,17.2485,1740000,4565.64,42.022
349,349,4634.04,-3597.019775390625,17.6968,1745000,4538.29,41.9488
350,350,4556.36,-3625.71337890625,17.907,1750000,4528.84,42.6554
351,351,4602.71,-3640.885498046875,17.9229,1755000,4555.27,42.1613
352,352,4586.82,-3669.141357421875,17.254,1760000,4539.15,41.8919
353,353,4689.08,-3599.604248046875,17.9013,1765000,4633.28,41.6439
354,354,4654.56,-3712.962646484375,17.5077,1770000,4536.71,42.2588
355,355,4607.18,-3671.772216796875,17.4806,1775000,4557.01,41.761
356,356,4547.26,-3748.24609375,17.8355,1780000,4541.47,42.2352
357,357,4605.42,-3692.4580078125,17.2984,1785000,4592.52,41.7357
358,358,4655.69,-3733.94580078125,17.1149,1790000,4581.73,41.7633
359,359,4637.98,-3761.69384765625,17.6681,1795000,4616.4,41.556
360,360,4616.68,-3781.0009765625,17.1303,1800000,4558.44,42.1365
361,361,4618.05,-3782.423828125,17.4683,1805000,4615.83,41.7615
362,362,4653.29,-3896.03662109375,17.3964,1810000,4546.77,42.1243
363,363,4637.29,-3831.366943359375,17.1715,1815000,4547.28,41.8053
364,364,4632.97,-3877.183837890625,17.1879,1820000,4622.94,41.8577
365,365,4611.99,-3893.9814453125,17.6197,1825000,4587.64,41.9396
366,366,4680.1,-3888.90478515625,17.9214,1830000,4548.73,41.9886
367,367,4588.37,-3968.46923828125,17.884,1835000,4568.58,42.1426
368,368,4618.37,-3936.76904296875,17.6657,1840000,4570.28,42.2311
369,369,4594.66,-3945.5146484375,17.2523,1845000,4585.85,41.5963
370,370,4668.73,-3898.707763671875,17.3624,1850000,4611.6,41.7668
371,371,4609.48,-3968.531982421875,17.982,1855000,4609.4,41.865
372,372,4644.97,-3973.509765625,17.2991,1860000,4603.54,41.3771
373,373,4642.33,-4029.71923828125,16.1655,1865000,4599.38,41.8702
374,374,4662.45,-3948.8544921875,17.0575,1870000,4412.54,41.1534
375,375,4756.03,-3991.76904296875,17.3894,1875000,4672.38,41.2465
376,376,4709.35,-4048.56005859375,16.4406,1880000,4639.64,41.9838
377,377,4599.05,-4044.527099609375,17.5919,1885000,4200.58,41.5211
378,378,4729.16,-4131.8662109375,16.4392,1890000,4653.99,41.834
379,379,4621.92,-4136.70654296875,17.3182,1895000,4599.75,41.5709
380,380,4593.12,-4194.02880859375,17.92,1900000,4620.57,42.2192
381,381,4600.3,-4187.35986328125,17.445,1905000,4607.33,42.0248
382,382,4609.68,-4139.59716796875,17.2696,1910000,4607.2,41.8232
