Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL,Real Sto Return,Running Env Steps,Itration,Reward Loss
50,926.5,30.0685,70.2887,349.81,250000,50,-656.9754638671875
51,998.27,29.2651,68.4573,417.92,255000,51,-665.4521484375
52,1403.29,27.2939,64.5901,440.84,260000,52,-646.6687622070312
53,996.28,29.2695,67.297,384.84,265000,53,-695.0897216796875
54,1353.38,28.543,66.4265,443.17,270000,54,-697.035888671875
55,1222.72,26.2226,62.9696,691.61,275000,55,-667.1328125
56,1249.5,27.4212,64.5581,565.89,280000,56,-709.9495849609375
57,1008.77,26.7397,63.34,403.29,285000,57,-704.5838012695312
58,1261.42,27.9899,66.4331,439.18,290000,58,-753.1256713867188
59,1184.76,29.5119,68.7473,410.38,295000,59,-792.5748291015625
60,1126.17,25.977,62.1864,497.13,300000,60,-747.0443115234375
61,1423.19,26.5397,61.4825,664.15,305000,61,-743.308349609375
62,1118.97,26.8577,63.1824,560.45,310000,62,-777.1786499023438
63,1647.05,26.945,63.0263,695.44,315000,63,-796.1184692382812
64,1191.27,25.8044,62.0683,624.34,320000,64,-789.8425903320312
65,1085.97,26.6564,63.6453,476.06,325000,65,-842.1524658203125
66,1393.48,27.5221,64.9945,868.64,330000,66,-869.7538452148438
67,954.21,28.7014,67.0493,342.54,335000,67,-915.9522705078125
68,1450.29,26.4434,64.2288,707.48,340000,68,-884.9171752929688
69,1064.58,26.8258,64.5215,419.77,345000,69,-923.7437744140625
70,984.18,27.461,65.5536,598.93,350000,70,-932.9144287109375
71,2140.11,26.6065,61.6806,1176.4,355000,71,-844.9505004882812
72,1550.44,26.868,64.2524,855.87,360000,72,-961.3010864257812
73,1429.96,25.4917,60.8928,695.4,365000,73,-895.8063354492188
74,2042.53,28.7046,61.8286,1343.8,370000,74,-827.5988159179688
75,1338.1,26.3485,62.5692,861.83,375000,75,-958.2015380859375
76,1506.78,26.5692,60.6516,810.0,380000,76,-867.9575805664062
77,2719.19,30.1876,61.9856,1842.23,385000,77,-883.1285400390625
78,2997.8,27.5997,61.5735,1622.9,390000,78,-884.2395629882812
79,2692.77,32.8692,58.987,2237.62,395000,79,-744.988037109375
80,2385.19,29.1288,58.8081,1478.98,400000,80,-813.1801147460938
81,2683.61,30.9417,60.8378,1627.54,405000,81,-832.6488647460938
82,2408.23,27.9485,61.4795,2092.24,410000,82,-946.08984375
83,2503.3,28.2842,61.1255,1296.51,415000,83,-972.7355346679688
84,2923.0,37.6857,62.4816,2413.75,420000,84,-769.2449951171875
85,2913.91,37.2159,61.4812,2207.71,425000,85,-846.57373046875
86,3196.98,33.9739,61.1425,2355.25,430000,86,-857.1974487304688
87,3411.22,35.8483,60.2283,2357.04,435000,87,-809.5109252929688
88,3142.75,44.5822,63.0248,2795.75,440000,88,-755.6437377929688
89,2959.98,32.0872,60.9404,1817.28,445000,89,-953.7395629882812
90,3231.96,35.5003,61.7347,2216.51,450000,90,-926.6255493164062
91,3558.85,38.3818,61.4039,2722.65,455000,91,-865.9602661132812
92,3558.36,42.9763,63.9433,2829.6,460000,92,-813.909912109375
93,3405.17,45.2334,65.3746,2972.16,465000,93,-799.0521240234375
94,3598.43,46.5194,66.8121,2823.87,470000,94,-806.9130859375
95,3709.97,35.6012,63.4938,2579.12,475000,95,-899.210693359375
96,3849.59,33.9598,63.3152,2858.04,480000,96,-1059.9371337890625
97,3707.64,36.681,62.1087,2840.51,485000,97,-974.3289794921875
98,3595.96,42.3492,65.504,2999.1,490000,98,-934.6068115234375
99,3931.17,48.1618,66.4669,2958.63,495000,99,-818.9962158203125
100,4190.13,39.1837,63.4264,3270.87,500000,100,-959.48095703125
101,4077.06,42.584,65.3873,3269.6,505000,101,-911.8539428710938
102,3668.56,38.4375,62.2992,2509.84,510000,102,-1001.2483520507812
103,3074.64,38.6783,63.2993,3160.92,515000,103,-963.683837890625
104,3836.52,37.6279,64.5835,3299.24,520000,104,-1018.9437866210938
105,2815.8,43.4633,65.2349,2947.82,525000,105,-926.6217651367188
106,3392.46,34.4256,63.0939,1783.71,530000,106,-1073.87939453125
107,3996.64,38.994,64.1038,1984.33,535000,107,-1011.281005859375
108,3653.54,45.0689,65.1537,3324.65,540000,108,-978.163330078125
109,3912.8,33.6863,63.3339,2332.82,545000,109,-1156.262451171875
110,4183.95,45.8502,66.7981,3370.09,550000,110,-984.8612670898438
111,3750.48,43.7595,65.6723,3000.91,555000,111,-993.736572265625
112,4307.83,47.5697,65.8719,3443.97,560000,112,-1001.0602416992188
113,3562.52,47.48,68.4936,3141.13,565000,113,-990.8707885742188
114,4000.37,38.0684,64.4158,3763.59,570000,114,-1123.3380126953125
115,4169.36,40.9762,64.0614,3408.59,575000,115,-1083.134765625
116,4422.68,45.9125,65.9158,3590.54,580000,116,-1025.556884765625
117,4463.8,49.1949,68.0583,3708.96,585000,117,-1002.9280395507812
118,4503.5,42.3072,63.7817,3656.25,590000,118,-1107.199951171875
119,4432.82,44.7274,66.0137,3427.53,595000,119,-1053.4072265625
120,3889.05,42.332,66.3249,3438.52,600000,120,-1109.311767578125
121,3638.96,50.5808,69.2315,3389.47,605000,121,-1070.9093017578125
122,4547.35,44.5573,65.5515,3254.8,610000,122,-1144.737060546875
123,4733.25,48.807,67.7503,3975.75,615000,123,-1160.2022705078125
124,4665.55,45.1402,66.352,3566.38,620000,124,-1160.5223388671875
125,4460.97,47.7397,67.2724,3939.25,625000,125,-1199.2039794921875
126,4353.14,33.5836,65.0032,2657.42,630000,126,-1463.95947265625
127,4420.26,38.1077,64.6534,3517.09,635000,127,-1364.357421875
128,4398.77,50.6108,68.5461,3885.88,640000,128,-1163.0311279296875
129,4136.06,48.9254,68.5167,3545.74,645000,129,-1250.1318359375
130,4446.85,46.8795,67.7216,2712.87,650000,130,-1267.1051025390625
131,4396.16,45.4396,66.7507,3141.36,655000,131,-1393.39990234375
132,4372.62,57.4283,72.6408,4103.86,660000,132,-1192.1846923828125
133,4267.12,47.4952,67.7363,3932.09,665000,133,-1276.4183349609375
134,3641.83,51.1388,69.76,3191.64,670000,134,-1316.596923828125
135,4499.71,59.4577,74.7113,3869.79,675000,135,-1227.0089111328125
136,4606.49,60.7545,74.5009,3494.94,680000,136,-1269.0965576171875
137,5044.47,52.6657,69.4853,4136.1,685000,137,-1414.554443359375
138,4446.98,55.5152,70.9536,2923.69,690000,138,-1316.9736328125
139,4307.7,63.7836,75.3557,4503.34,695000,139,-1315.7198486328125
140,4512.6,52.1425,69.9748,4265.78,700000,140,-1446.0584716796875
141,4465.85,59.6657,73.489,4220.27,705000,141,-1417.298828125
142,4664.08,61.1891,74.0732,3629.22,710000,142,-1381.612060546875
143,4856.97,53.0227,69.3313,3676.73,715000,143,-1504.1949462890625
144,4483.7,59.3009,72.0842,4354.75,720000,144,-1440.855712890625
145,4534.97,62.2918,75.2661,3713.97,725000,145,-1455.8389892578125
146,4338.88,52.4522,69.1919,3347.73,730000,146,-1579.08154296875
147,3089.12,48.8452,68.4064,2947.17,735000,147,-1627.7215576171875
148,4518.46,53.1433,69.2578,3891.22,740000,148,-1657.0194091796875
149,4491.02,46.2363,67.2868,3539.76,745000,149,-1683.117431640625
150,4547.96,65.4858,77.4581,4273.93,750000,150,-1578.8951416015625
151,4897.82,58.9718,70.8378,3598.2,755000,151,-1696.095947265625
152,4800.65,53.7685,67.8112,3288.03,760000,152,-1719.9166259765625
153,4387.75,58.2423,72.2925,3436.88,765000,153,-1725.1009521484375
154,4774.83,70.1667,75.3983,3264.09,770000,154,-1690.8624267578125
155,4569.72,57.1471,70.7852,3523.1,775000,155,-1813.5120849609375
156,4790.88,70.8213,79.3558,3452.0,780000,156,-1748.9306640625
157,4930.82,67.1331,76.3384,4328.83,785000,157,-1799.202880859375
158,4628.1,73.0219,78.7773,3451.85,790000,158,-1848.2432861328125
159,5242.99,64.1926,72.4374,4756.58,795000,159,-1876.8482666015625
160,5270.72,60.5428,70.6151,4777.23,800000,160,-1944.71484375
161,4781.66,67.9415,77.678,3918.4,805000,161,-1930.2041015625
162,5361.07,72.5265,76.5937,4456.64,810000,162,-1963.5439453125
163,5036.76,66.1211,73.6471,4329.15,815000,163,-1993.07373046875
164,5073.91,75.1566,78.7799,4212.45,820000,164,-2003.29638671875
165,4488.67,63.9144,71.9565,3823.77,825000,165,-2112.414794921875
166,5005.61,69.7679,78.7558,2906.95,830000,166,-2105.44482421875
167,5280.6,77.0542,79.3118,3250.67,835000,167,-2104.39306640625
168,4940.06,58.6868,69.1826,3674.31,840000,168,-2183.745849609375
169,5235.86,73.3864,76.7288,4555.01,845000,169,-2230.888427734375
170,5121.96,70.6474,74.3186,4323.82,850000,170,-2219.986083984375
171,4662.5,77.4659,80.0339,4492.7,855000,171,-2244.740234375
172,5010.17,68.3914,74.1715,4034.02,860000,172,-2291.78466796875
173,5224.88,73.9951,75.8012,4904.72,865000,173,-2363.52294921875
174,4510.64,78.9013,81.9181,4035.78,870000,174,-2359.428466796875
175,5295.35,77.169,80.8907,4532.69,875000,175,-2387.1337890625
176,5395.99,68.2573,73.2873,4662.92,880000,176,-2484.44091796875
177,5057.61,79.3765,81.8728,4384.97,885000,177,-2428.72216796875
178,5296.43,74.886,74.1614,4934.64,890000,178,-2548.188720703125
179,5132.59,64.3469,73.8163,4053.96,895000,179,-2494.937255859375
180,5347.34,79.2454,83.308,4646.3,900000,180,-2598.287353515625
181,5337.72,74.1834,80.5328,4637.97,905000,181,-2626.289306640625
182,5355.11,66.3218,73.6077,3305.14,910000,182,-2655.970458984375
183,4994.76,76.1086,81.9732,5018.22,915000,183,-2689.128173828125
184,5139.63,70.2482,75.1579,4785.52,920000,184,-2760.570556640625
185,4768.6,77.8971,78.7807,4779.15,925000,185,-2813.3974609375
186,4958.38,73.7863,79.5054,4690.04,930000,186,-2851.5029296875
187,4826.96,65.1662,72.4697,3626.74,935000,187,-2845.19873046875
188,5420.01,81.1385,83.0903,4767.48,940000,188,-2983.20263671875
189,4953.75,62.0392,71.4269,4412.42,945000,189,-2915.51513671875
190,5430.2,78.7751,78.6554,4302.38,950000,190,-3044.680419921875
191,4946.55,60.3854,71.2459,3757.55,955000,191,-3010.65771484375
192,5415.76,75.5768,77.5028,4470.15,960000,192,-3075.796142578125
193,4319.36,71.0249,77.7954,4475.24,965000,193,-3119.64404296875
194,5337.09,74.884,83.6863,4830.77,970000,194,-3200.77490234375
195,5047.57,73.8381,77.2032,4076.59,975000,195,-3207.7998046875
196,5064.32,69.1485,72.9539,4703.01,980000,196,-3247.822265625
197,5138.15,76.6909,82.3814,4513.07,985000,197,-3332.24560546875
198,5525.3,77.1691,79.1068,4650.74,990000,198,-3348.12890625
199,5414.48,81.7705,82.6645,4544.19,995000,199,-3415.256591796875
200,5341.85,76.6133,76.0578,4318.17,1000000,200,-3429.13720703125
201,5613.65,72.9742,74.492,4914.27,1005000,201,-3494.082763671875
202,4995.82,84.0699,79.4888,4412.62,1010000,202,-3568.736328125
203,5328.35,88.904,85.8228,4510.98,1015000,203,-3649.8583984375
204,5537.46,86.098,85.2444,4923.23,1020000,204,-3709.722900390625
205,5548.84,82.9628,82.4889,4859.1,1025000,205,-3738.358154296875
206,5300.57,84.5505,85.7238,4827.31,1030000,206,-3797.35595703125
207,5261.49,82.3499,82.6939,5190.78,1035000,207,-3852.647705078125
208,5503.78,85.5709,85.0326,4698.33,1040000,208,-3885.771484375
209,5312.97,86.161,84.5684,4613.62,1045000,209,-3886.41796875
210,5460.45,86.8253,88.3729,4948.88,1050000,210,-4006.04052734375
211,5050.68,83.296,83.9064,4976.09,1055000,211,-4017.176513671875
212,5516.09,85.7341,85.6988,4729.66,1060000,212,-4118.2607421875
213,4951.74,85.2526,87.0678,4345.85,1065000,213,-4136.8212890625
214,5569.2,83.7023,84.735,4371.81,1070000,214,-4207.865234375
215,5425.97,84.808,86.2886,5199.66,1075000,215,-4265.578125
216,5546.59,73.7099,75.8313,4858.93,1080000,216,-4240.458984375
217,5443.72,64.7934,71.788,4965.0,1085000,217,-4129.33056640625
218,5616.73,83.986,84.2025,4271.2,1090000,218,-4340.2021484375
219,5483.33,84.7141,85.0169,4908.26,1095000,219,-4411.09716796875
220,5556.86,84.6637,85.0296,4786.65,1100000,220,-4469.974609375
221,5613.01,80.5594,80.1035,5216.95,1105000,221,-4487.8125
222,4918.61,82.9946,85.5766,4541.04,1110000,222,-4506.07958984375
223,4947.11,79.8404,78.7421,3935.85,1115000,223,-4499.79833984375
224,5192.77,84.5445,86.5984,4868.66,1120000,224,-4676.88623046875
225,5642.96,75.2757,73.8926,4296.48,1125000,225,-4497.6904296875
226,5076.87,86.5993,87.0809,4925.11,1130000,226,-4784.99365234375
227,5673.67,75.7734,76.0012,5118.05,1135000,227,-4719.4033203125
228,5435.07,83.9933,84.2981,4606.58,1140000,228,-4851.1669921875
229,5037.24,85.4765,83.9089,4880.35,1145000,229,-4926.9833984375
230,5355.33,85.6471,86.1542,4901.18,1150000,230,-4949.68896484375
231,5370.17,83.5417,85.488,4777.75,1155000,231,-4973.88818359375
232,5167.97,82.039,76.5937,5055.16,1160000,232,-4884.724609375
233,5447.41,88.0005,86.8269,5176.88,1165000,233,-5091.0185546875
234,5587.9,83.0261,84.2772,4780.23,1170000,234,-5162.40625
235,5257.98,87.9156,84.4419,4809.55,1175000,235,-5161.17529296875
236,5495.14,71.468,73.3823,4979.81,1180000,236,-5019.6826171875
237,5429.59,86.8135,82.4954,4071.54,1185000,237,-5331.14404296875
238,5415.37,78.8801,78.1171,4847.15,1190000,238,-5226.71240234375
239,4939.26,81.8329,78.4482,4545.73,1195000,239,-5307.0478515625
240,5176.46,87.4463,86.3995,4577.73,1200000,240,-5454.30126953125
241,5425.65,83.8479,85.3211,4959.67,1205000,241,-5515.9267578125
242,5627.28,79.1913,78.9767,5330.27,1210000,242,-5547.1591796875
243,5080.85,84.7073,85.5105,4674.68,1215000,243,-5571.80908203125
244,5402.0,92.014,88.0151,4950.05,1220000,244,-5668.40966796875
245,5670.11,89.6035,89.4078,5392.56,1225000,245,-5764.99267578125
246,5454.1,92.1895,88.6263,4614.54,1230000,246,-5743.18115234375
247,5305.05,87.048,86.1305,4904.59,1235000,247,-5866.6943359375
248,5401.37,80.9171,82.3128,5240.93,1240000,248,-5829.53857421875
249,5753.17,81.993,80.7214,4958.74,1245000,249,-5920.4951171875
250,5732.12,89.5976,87.2011,4740.03,1250000,250,-6017.57568359375
251,5522.03,79.5373,76.9967,5101.8,1255000,251,-5819.15771484375
252,5509.13,87.1691,86.8603,5492.13,1260000,252,-6121.33642578125
253,5762.29,89.842,87.8194,4822.32,1265000,253,-6136.29833984375
254,5718.9,92.1725,87.6495,5441.05,1270000,254,-6226.90576171875
255,5768.04,88.8155,85.2778,5200.74,1275000,255,-6340.08251953125
256,5364.8,88.8218,86.6589,5013.16,1280000,256,-6334.0732421875
257,5773.63,85.0896,81.9863,5064.8,1285000,257,-6340.69677734375
258,5840.61,85.0611,83.2742,4768.45,1290000,258,-6439.18701171875
259,5213.32,79.7788,84.9503,4717.95,1295000,259,-6454.30029296875
260,5444.52,83.6278,84.803,4800.44,1300000,260,-6517.03466796875
261,5505.41,80.756,83.3813,5236.65,1305000,261,-6577.76171875
262,5612.92,82.4121,85.1149,4747.84,1310000,262,-6773.85205078125
263,5649.52,88.9786,86.9378,5093.61,1315000,263,-6764.89453125
264,5546.01,89.2773,88.1538,5216.51,1320000,264,-6892.88037109375
265,5758.66,85.7849,84.3544,5272.92,1325000,265,-6872.84765625
266,5624.52,87.5965,87.1557,5437.76,1330000,266,-7001.93310546875
267,5806.68,90.211,86.135,5457.41,1335000,267,-6976.05810546875
268,5319.07,86.1198,85.3794,5322.09,1340000,268,-7134.3154296875
269,5820.95,85.6758,86.2506,5195.3,1345000,269,-7125.87255859375
270,5789.93,74.5249,75.1484,4882.29,1350000,270,-6963.546875
271,5603.97,88.6998,86.3392,4618.84,1355000,271,-7196.412109375
272,5578.87,81.396,77.2376,5247.11,1360000,272,-7055.828125
273,5755.53,88.1822,86.1717,4985.4,1365000,273,-7277.59228515625
274,5795.17,88.5917,87.7257,5173.78,1370000,274,-7320.86181640625
275,5086.4,81.2159,78.138,4656.32,1375000,275,-7302.92529296875
276,5694.24,89.5781,80.7603,4838.55,1380000,276,-7281.06103515625
277,5617.15,90.3185,86.848,5159.78,1385000,277,-7567.02587890625
278,5340.93,74.641,74.927,4876.91,1390000,278,-6969.41455078125
279,5166.25,90.3053,86.8358,5338.61,1395000,279,-7578.73388671875
280,5608.21,79.9946,78.5982,5279.2,1400000,280,-7552.400390625
281,5695.14,88.8945,87.5,5362.06,1405000,281,-7653.07666015625
282,5388.49,87.5631,87.3081,5366.8,1410000,282,-7709.658203125
283,5821.83,85.0431,85.861,4967.33,1415000,283,-7795.55712890625
284,5645.52,89.3399,87.6365,5221.47,1420000,284,-7802.619140625
285,5429.76,79.2157,78.5984,5364.3,1425000,285,-7699.10791015625
286,5411.86,90.0778,88.3342,5139.6,1430000,286,-7768.798828125
287,5808.44,85.8777,86.0619,4623.96,1435000,287,-7892.5322265625
288,5579.44,86.4215,86.8747,5609.74,1440000,288,-8004.28564453125
289,5855.72,87.8483,85.0805,5232.04,1445000,289,-7956.19580078125
290,5384.05,81.3331,82.1721,4579.81,1450000,290,-7927.9443359375
291,5712.22,89.2045,85.5654,4810.77,1455000,291,-8147.72119140625
292,5275.8,88.6342,86.642,4744.15,1460000,292,-8144.96875
293,5591.99,89.2106,86.3609,5321.83,1465000,293,-8296.5625
294,5843.19,90.8954,88.3945,5348.86,1470000,294,-8384.0263671875
295,5258.24,90.6145,87.6425,5284.85,1475000,295,-8327.9521484375
296,5591.57,85.3397,86.0304,5095.15,1480000,296,-8368.0703125
297,5887.2,77.8249,75.9653,5050.21,1485000,297,-7993.88427734375
298,5637.5,86.1278,86.5098,5142.31,1490000,298,-8419.5712890625
299,5761.52,90.7243,86.1934,5386.66,1495000,299,-8568.828125
300,5663.35,87.8655,86.3584,5348.94,1500000,300,-8592.2197265625
301,5655.79,87.7597,84.9296,5428.54,1505000,301,-8684.654296875
302,5609.43,87.5759,86.1896,5075.11,1510000,302,-8766.154296875
303,5497.16,84.2728,82.4969,4983.61,1515000,303,-8669.10546875
304,5768.82,89.1915,88.0458,5534.16,1520000,304,-8832.94140625
305,5873.27,87.3469,82.1778,5487.82,1525000,305,-8785.337890625
306,5292.49,90.9226,86.0513,5278.45,1530000,306,-8861.908203125
307,5632.75,84.2151,77.4357,4885.74,1535000,307,-8525.0517578125
308,5420.22,87.1352,84.6524,4823.89,1540000,308,-8994.91796875
309,5592.37,93.3777,85.77,5379.69,1545000,309,-9039.8505859375
310,5823.58,91.8505,86.1674,5193.64,1550000,310,-9164.4013671875
311,5683.2,94.5997,89.9239,5306.86,1555000,311,-9119.9228515625
312,5819.01,85.5061,84.3803,5291.78,1560000,312,-9211.7841796875
313,5786.47,89.5871,85.104,5200.05,1565000,313,-9206.4970703125
314,5555.72,85.5792,79.1053,5346.27,1570000,314,-9033.79296875
315,5588.94,86.0187,86.5781,5108.04,1575000,315,-9312.58984375
316,5712.33,94.7945,89.5332,5287.89,1580000,316,-9472.3583984375
317,5665.04,84.6554,79.6758,5431.98,1585000,317,-9216.076171875
318,5829.8,90.5829,86.5667,5025.99,1590000,318,-9588.236328125
319,5397.84,91.0155,88.3579,5289.36,1595000,319,-9512.87109375
320,5332.62,90.4321,86.7987,5374.41,1600000,320,-9591.7763671875
321,5506.06,90.0926,86.1421,5186.14,1605000,321,-9696.255859375
322,5826.34,93.3238,85.5417,5258.57,1610000,322,-9626.65625
323,5836.3,90.3469,85.3764,5283.77,1615000,323,-9683.427734375
324,5760.86,88.2343,85.8556,5410.07,1620000,324,-9760.67578125
325,5578.74,95.6594,90.5882,5171.09,1625000,325,-9842.216796875
326,4965.02,91.6623,87.0022,5242.84,1630000,326,-9895.6611328125
327,5669.53,87.5245,79.3345,5395.61,1635000,327,-9644.095703125
328,5903.52,91.2177,85.5705,5341.17,1640000,328,-10005.4794921875
329,5263.88,78.6628,74.518,5134.14,1645000,329,-9091.86328125
330,5817.29,89.2907,86.9677,5378.53,1650000,330,-10133.1630859375
331,5640.85,86.4155,85.3308,5376.09,1655000,331,-10099.306640625
332,5935.95,87.7098,85.1843,5275.09,1660000,332,-10153.21875
333,5897.3,92.9444,88.789,5321.23,1665000,333,-10359.771484375
334,5422.33,87.3919,85.545,5573.12,1670000,334,-10302.6201171875
335,5612.75,86.1043,79.5942,5287.23,1675000,335,-10233.85546875
336,5855.08,92.5373,88.3,5574.27,1680000,336,-10447.953125
337,5881.75,92.7941,87.9535,5319.4,1685000,337,-10447.0693359375
338,5679.17,88.3409,87.2055,5559.37,1690000,338,-10453.8173828125
339,5872.21,92.0167,88.1741,5055.89,1695000,339,-10456.5263671875
340,5810.75,99.7312,90.741,5165.59,1700000,340,-10545.390625
341,5457.76,91.6045,86.6519,5371.51,1705000,341,-10535.5927734375
342,5776.12,92.998,89.4174,5396.6,1710000,342,-10794.6123046875
343,5688.16,91.1099,88.3677,4715.03,1715000,343,-10764.0283203125
344,5769.32,90.9393,84.2642,4927.4,1720000,344,-10726.525390625
345,5725.2,91.9365,89.3484,5404.4,1725000,345,-10856.9033203125
346,5903.34,87.726,87.2327,4416.9,1730000,346,-10812.841796875
347,5940.17,88.696,85.446,5161.99,1735000,347,-10874.4755859375
348,5658.51,92.6366,88.2102,4876.93,1740000,348,-10900.490234375
349,5560.87,91.9082,88.3853,5093.68,1745000,349,-11060.3642578125
350,5706.04,89.929,88.4591,4942.2,1750000,350,-11030.3896484375
351,5672.03,85.5451,80.3553,5164.44,1755000,351,-10686.51171875
352,5956.19,86.7228,87.2838,5347.18,1760000,352,-11231.28515625
353,5526.77,90.7044,88.239,4511.86,1765000,353,-11077.8203125
354,5854.56,88.6871,88.5788,5269.17,1770000,354,-11197.8828125
355,5862.68,91.9852,89.3808,5043.39,1775000,355,-11354.7529296875
356,5916.51,89.5278,89.7215,5385.78,1780000,356,-11355.810546875
357,5878.43,89.685,86.6185,5032.6,1785000,357,-11442.5595703125
358,5625.03,92.0657,88.0813,5482.24,1790000,358,-11359.201171875
359,5951.92,78.5147,76.7278,5122.69,1795000,359,-10838.6572265625
360,5863.01,87.0085,86.54,5196.81,1800000,360,-11535.4482421875
361,5877.94,90.1284,88.8579,5467.59,1805000,361,-11570.1962890625
362,5833.95,88.0836,86.2853,5335.26,1810000,362,-11544.482421875
363,5924.12,90.2149,87.5705,4694.92,1815000,363,-11583.6552734375
364,5907.08,90.6389,88.3918,5125.06,1820000,364,-11784.6572265625
365,5793.88,87.5533,85.3826,4807.87,1825000,365,-11725.7431640625
366,5587.94,79.7761,76.8502,5248.77,1830000,366,-10968.9853515625
367,5632.36,91.1985,86.8642,5600.87,1835000,367,-11757.5283203125
368,5810.5,86.026,85.9298,4799.57,1840000,368,-11609.4736328125
369,5463.22,75.9944,75.146,5243.52,1845000,369,-11098.099609375
370,5941.0,85.0468,87.8078,5355.69,1850000,370,-11792.052734375
371,5571.57,89.0761,88.7986,5155.65,1855000,371,-11889.552734375
372,5389.95,84.4784,85.8834,5313.23,1860000,372,-11895.7314453125
373,5981.5,84.0036,87.4865,5087.24,1865000,373,-11986.396484375
374,5928.19,88.0138,88.1231,5243.95,1870000,374,-12047.228515625
375,5820.73,76.733,76.1354,4735.45,1875000,375,-11124.625
376,5632.81,87.8069,86.2332,5563.31,1880000,376,-12103.5869140625
377,5595.47,83.3176,84.2983,4619.36,1885000,377,-12010.5
378,4786.66,84.4555,86.002,4472.22,1890000,378,-12156.8369140625
379,4811.67,90.3312,87.4085,5129.87,1895000,379,-12223.6083984375
380,5406.24,84.8067,87.5177,4523.35,1900000,380,-12033.0712890625
381,5890.66,87.1917,87.2937,4709.71,1905000,381,-12161.9775390625
382,5794.64,84.6095,85.141,4368.61,1910000,382,-12147.451171875
383,5453.38,85.5662,87.8318,5440.85,1915000,383,-12282.576171875
384,5346.38,85.6717,88.2453,3955.76,1920000,384,-12200.365234375
385,5990.62,82.389,85.7011,4658.94,1925000,385,-12297.9853515625
386,5605.34,79.9275,77.2129,4887.57,1930000,386,-11647.9814453125
387,5146.88,85.5667,84.804,4878.42,1935000,387,-12193.3857421875
