Running Update Time,Running Env Steps,Real Sto Return,Reward Loss,Itration,Running Reverse KL,Running Forward KL,Real Det Return
87,435000,1778.04,-292.3228759765625,87,17.017,29.1928,2994.31
88,440000,1474.98,-347.2618103027344,88,17.4091,29.7739,1285.65
89,445000,1802.07,-289.1333923339844,89,18.676,29.3214,2813.72
90,450000,1477.28,-296.9380187988281,90,17.2923,28.8852,1476.57
91,455000,1671.24,-256.8601379394531,91,16.6197,28.8798,2646.89
92,460000,2074.33,-221.11183166503906,92,14.4921,28.8102,3195.51
93,465000,1533.89,-363.345947265625,93,16.1654,29.5387,1573.59
94,470000,1146.64,-435.60076904296875,94,18.5269,29.7275,1147.17
95,475000,1164.49,-452.6016540527344,95,18.999,29.346,1239.89
96,480000,2019.98,-222.20751953125,96,17.0067,28.9691,3218.86
97,485000,2335.31,-161.63221740722656,97,16.912,28.3599,3243.52
98,490000,1933.1,-319.4997863769531,98,18.886,29.3219,1365.67
99,495000,1465.86,-315.84722900390625,99,18.447,28.8713,1366.71
100,500000,2335.09,-137.56724548339844,100,14.6926,28.1132,3380.3
101,505000,1752.8,-334.4456481933594,101,16.6073,28.3915,2731.82
102,510000,1684.28,-346.6732482910156,102,17.3799,27.759,1296.04
103,515000,1749.77,-301.44097900390625,103,16.4452,28.1935,1341.35
104,520000,2004.72,-133.63638305664062,104,14.7555,27.3416,3165.03
105,525000,1427.27,-368.71893310546875,105,16.8072,28.7086,1121.86
106,530000,2032.37,-160.81619262695312,106,15.4913,27.6454,2501.92
107,535000,2092.75,-343.7721862792969,107,17.4889,28.34,2554.19
108,540000,1358.7,-291.6349182128906,108,15.7983,27.6502,1205.03
109,545000,2309.3,-178.47286987304688,109,14.572,27.2725,1744.03
110,550000,2684.95,-122.80514526367188,110,13.3811,27.083,3354.26
111,555000,2461.75,-250.36886596679688,111,13.5076,27.5326,3318.42
112,560000,1405.57,-460.8331298828125,112,15.7052,28.7186,990.21
113,565000,1793.69,-399.6642761230469,113,14.8091,28.5222,1378.79
114,570000,2818.64,-134.26914978027344,114,13.9867,26.6066,3383.38
115,575000,2556.19,-206.1741943359375,115,14.2968,27.1898,3377.77
116,580000,2042.42,-244.53604125976562,116,13.2619,27.958,3275.39
117,585000,1682.65,-392.2821960449219,117,14.1779,28.2666,3113.04
118,590000,2604.55,-195.63511657714844,118,13.8912,27.3016,3242.99
119,595000,3144.64,-162.058837890625,119,13.3616,25.8659,3389.62
120,600000,2795.13,-171.05931091308594,120,12.5913,26.8152,3423.83
121,605000,3230.98,-84.26386260986328,121,15.2307,27.2453,3327.06
122,610000,3206.4,-98.02127075195312,122,13.4282,26.1518,3436.49
123,615000,2420.89,-296.08489990234375,123,14.632,27.258,3401.16
124,620000,2385.74,-331.0404052734375,124,15.4009,27.343,3433.43
125,625000,1686.89,-449.2974853515625,125,14.2144,28.1013,2820.15
126,630000,2450.45,-286.2713317871094,126,13.4358,27.6759,3438.19
127,635000,2679.37,-197.7609100341797,127,12.8727,26.7412,3424.27
128,640000,3003.46,-200.2159881591797,128,14.3231,26.1064,3408.4
129,645000,2496.13,-346.5229187011719,129,13.5208,27.3095,2705.97
130,650000,2159.49,-385.9850158691406,130,17.4613,26.7661,2753.08
131,655000,2589.97,-326.6014709472656,131,13.8104,26.4362,3430.91
132,660000,2293.9,-310.0040283203125,132,12.3911,27.3215,3223.39
133,665000,3065.22,-247.5322723388672,133,13.4872,26.4281,3437.1
134,670000,2075.0,-355.2939147949219,134,16.0879,27.5004,3108.85
135,675000,2821.53,-255.0005340576172,135,13.5641,27.0628,3450.8
136,680000,2380.97,-270.6585693359375,136,11.9884,27.0876,3464.69
137,685000,2514.97,-394.5842590332031,137,12.4923,27.4308,3285.28
138,690000,2815.43,-130.56045532226562,138,13.0008,25.9164,3420.84
139,695000,3245.14,-154.20562744140625,139,13.7674,25.4958,3429.78
140,700000,2131.69,-349.6779479980469,140,12.693,27.4407,2420.02
141,705000,3266.86,-221.79881286621094,141,14.0009,26.4047,3439.81
142,710000,2991.53,-299.097412109375,142,12.6238,26.0106,3438.22
143,715000,2996.15,-135.54244995117188,143,12.778,26.0049,3426.72
144,720000,2805.19,-222.83804321289062,144,12.8481,27.3585,3439.9
145,725000,3406.04,-100.17335510253906,145,13.6501,25.5971,3432.92
146,730000,2822.29,-214.0814666748047,146,13.6947,26.3269,3456.07
147,735000,3184.37,-113.94834899902344,147,14.5223,26.027,3431.48
148,740000,2916.71,-220.6697235107422,148,12.6135,26.4748,3435.9
149,745000,3275.8,-256.7467346191406,149,13.7842,25.8032,3408.6
150,750000,2741.39,-211.1724090576172,150,13.8374,25.6626,3459.03
151,755000,3234.11,-216.0308380126953,151,13.4637,25.9523,3429.62
152,760000,3186.85,-172.7629852294922,152,12.9819,25.862,3447.06
153,765000,2765.01,-296.8011474609375,153,12.7512,26.5711,3467.07
154,770000,3200.22,-187.59593200683594,154,12.2591,25.3443,3467.14
155,775000,2517.14,-444.8132629394531,155,12.4348,27.2673,3496.45
156,780000,2397.55,-281.8592529296875,156,12.3534,27.0215,3448.6
157,785000,3374.71,-154.6433563232422,157,12.274,25.2614,3454.1
158,790000,2777.31,-264.525146484375,158,12.2917,26.536,3473.52
159,795000,2612.42,-278.6247253417969,159,12.2341,26.3649,3461.38
160,800000,3114.73,-217.23374938964844,160,12.6165,25.8968,3462.65
161,805000,2261.99,-276.3229675292969,161,12.2009,26.8119,3452.31
162,810000,3431.88,-130.54669189453125,162,13.8941,25.6173,3452.51
163,815000,2390.2,-239.87445068359375,163,11.6133,25.8545,3376.44
164,820000,2448.35,-324.1344909667969,164,12.1189,26.6327,3447.18
165,825000,2665.2,-236.9646759033203,165,12.1451,25.9409,3457.12
166,830000,2526.37,-383.1242370605469,166,11.8182,26.5554,3377.96
167,835000,2516.43,-495.9376525878906,167,15.5911,27.9414,3349.25
168,840000,2071.96,-379.7261047363281,168,12.4546,25.8874,3010.97
169,845000,2680.42,-235.46778869628906,169,12.3001,26.0439,3396.24
170,850000,2236.31,-355.986328125,170,13.3388,26.9071,3268.65
171,855000,2755.98,-269.8679504394531,171,11.8575,26.1442,3467.58
172,860000,2522.72,-335.2998046875,172,11.9826,26.8119,3470.72
173,865000,2803.92,-301.4405517578125,173,12.816,26.5069,3478.3
174,870000,3023.57,-225.1925811767578,174,12.7259,26.0059,3494.63
175,875000,2852.05,-285.8033142089844,175,12.3338,26.0753,3482.58
176,880000,2181.88,-403.8297424316406,176,19.3979,26.5531,3488.09
177,885000,3126.43,-261.78045654296875,177,13.5085,26.4846,3440.13
178,890000,1894.25,-488.6661071777344,178,20.3713,26.9927,2129.32
179,895000,2406.07,-472.73779296875,179,12.6177,26.9944,3482.96
180,900000,2939.98,-280.7974548339844,180,12.1661,25.8461,3480.8
181,905000,2978.69,-282.1796569824219,181,12.9182,26.3267,3510.12
182,910000,2422.0,-403.1446228027344,182,12.0027,26.5245,3463.89
183,915000,2559.22,-352.6490173339844,183,11.6121,26.4982,3255.49
184,920000,3205.96,-198.40383911132812,184,12.8998,25.6241,3499.78
185,925000,2969.92,-269.12225341796875,185,12.961,26.546,3494.64
186,930000,2903.18,-408.6973571777344,186,13.5197,25.6958,3469.29
187,935000,2837.14,-412.66778564453125,187,12.1563,26.9585,3352.26
188,940000,2145.62,-478.8476257324219,188,11.8352,26.6913,2578.84
189,945000,3130.8,-257.7698059082031,189,13.0873,26.1195,3503.15
190,950000,2872.5,-241.3297576904297,190,13.3438,26.0373,3476.39
191,955000,3175.95,-290.34735107421875,191,12.8731,25.6736,3477.15
192,960000,3397.59,-193.72671508789062,192,12.589,25.2449,3482.47
193,965000,3088.85,-222.48423767089844,193,12.8476,25.4488,3497.59
194,970000,2405.92,-455.1454162597656,194,11.4709,26.2063,3342.05
195,975000,2577.58,-335.6466064453125,195,12.5585,25.735,3512.41
196,980000,2925.74,-399.6810607910156,196,13.81,26.4094,3500.05
197,985000,2714.33,-422.0516662597656,197,14.3507,25.9917,3497.83
198,990000,3093.46,-344.2997741699219,198,11.6409,25.5056,3472.76
199,995000,3103.6,-235.799072265625,199,12.6422,25.105,3484.46
