Running Reverse KL,Real Det Return,Itration,Running Forward KL,Reward Loss,Real Sto Return,Running Env Steps,Running Update Time
29.9838,1810.91,65,66.8183,-842.3240356445312,696.54,325000,65
27.5434,1475.81,66,66.9955,-895.6041259765625,739.5,330000,66
27.2804,831.39,67,67.9266,-943.9725952148438,463.49,335000,67
41.6173,1881.37,68,71.2987,-892.9346923828125,935.9,340000,68
28.6845,1348.63,69,67.263,-949.5048828125,694.79,345000,69
29.5342,1356.94,70,68.3683,-998.022216796875,552.79,350000,70
34.2251,1738.39,71,67.9557,-892.306884765625,1029.87,355000,71
32.4265,1646.49,72,67.7566,-1000.8814086914062,986.59,360000,72
31.5461,940.31,73,67.3264,-1022.6832885742188,687.12,365000,73
29.9171,1700.51,74,68.4838,-1063.182373046875,1247.47,370000,74
30.5392,1671.44,75,67.3543,-1045.113525390625,1298.94,375000,75
28.0267,1841.43,76,67.8786,-1088.63427734375,1003.14,380000,76
30.8799,2163.96,77,66.9389,-1044.0667724609375,1361.41,385000,77
30.4207,2181.04,78,66.4938,-999.572265625,1164.19,390000,78
36.2395,2359.51,79,68.4201,-958.8760375976562,1592.87,395000,79
31.5009,2260.32,80,67.1694,-1040.205078125,1172.21,400000,80
30.1286,1378.38,81,68.6168,-1145.2803955078125,973.82,405000,81
36.8235,2134.65,82,69.69,-1030.26416015625,1405.73,410000,82
28.0409,850.47,83,67.5023,-1192.6158447265625,605.43,415000,83
31.3421,1429.77,84,67.3244,-1150.3426513671875,1155.11,420000,84
37.1204,2498.78,85,67.9318,-1072.7564697265625,1193.32,425000,85
29.4175,1525.62,86,66.8916,-1145.763427734375,1382.0,430000,86
31.6044,1762.73,87,68.559,-1202.5184326171875,972.74,435000,87
38.1613,1743.21,88,69.2127,-1121.6094970703125,1707.78,440000,88
38.0374,1714.4,89,69.4825,-1094.2628173828125,1827.92,445000,89
47.3873,3024.85,90,73.9041,-1054.454833984375,2202.72,450000,90
33.9475,1322.69,91,69.5687,-1186.33154296875,1513.53,455000,91
27.9452,670.06,92,69.3006,-1411.546630859375,443.04,460000,92
42.4262,1729.97,93,71.4557,-1122.739501953125,1700.42,465000,93
30.4101,1261.14,94,68.4475,-1318.03564453125,1579.85,470000,94
36.2108,2442.65,95,70.348,-1206.2518310546875,1332.06,475000,95
29.5784,1319.17,96,65.1619,-1268.84033203125,1537.41,480000,96
39.4269,2454.41,97,69.5735,-1131.854248046875,1433.87,485000,97
38.9534,2029.44,98,70.244,-1178.9010009765625,1445.97,490000,98
27.9383,1242.54,99,67.4916,-1429.5001220703125,800.31,495000,99
28.0244,1355.87,100,67.6882,-1463.3837890625,785.16,500000,100
30.3005,1786.94,101,67.8988,-1486.7576904296875,1550.31,505000,101
43.8161,3210.5,102,71.5599,-1348.0069580078125,2072.15,510000,102
28.5637,1937.33,103,67.3734,-1492.859375,1215.87,515000,103
46.8955,2955.56,104,72.93,-1345.9947509765625,2662.16,520000,104
53.7662,3233.09,105,78.3207,-1218.514892578125,2559.03,525000,105
41.0151,2746.16,106,71.085,-1418.510009765625,2191.38,530000,106
39.2749,2707.92,107,70.1531,-1352.6981201171875,2067.76,535000,107
37.4632,2134.12,108,69.7335,-1433.706787109375,1621.48,540000,108
33.0237,2091.63,109,70.0974,-1580.6856689453125,1462.12,545000,109
39.4627,3364.3,110,70.0892,-1461.578369140625,2099.34,550000,110
39.1639,3052.26,111,70.6555,-1488.7149658203125,2292.42,555000,111
33.2641,1964.67,112,67.4541,-1499.2720947265625,1909.53,560000,112
32.4695,2777.75,113,68.777,-1589.7086181640625,2087.69,565000,113
56.1185,3652.34,114,81.4329,-1366.67529296875,3258.56,570000,114
47.7749,3726.68,115,77.4345,-1476.44970703125,2568.95,575000,115
43.4106,3845.6,116,71.422,-1492.765380859375,2546.48,580000,116
44.7621,2801.38,117,71.7082,-1484.8994140625,2872.23,585000,117
41.12,2218.41,118,70.7083,-1633.0516357421875,2174.53,590000,118
42.0389,1800.49,119,72.1354,-1558.901123046875,1468.25,595000,119
37.7101,2110.3,120,70.1134,-1672.631591796875,1752.99,600000,120
47.1821,3069.17,121,72.285,-1524.9923095703125,2292.12,605000,121
43.0894,3740.3,122,71.2193,-1616.40478515625,3290.81,610000,122
43.1807,1872.02,123,71.7383,-1692.6805419921875,1938.45,615000,123
53.7292,1692.08,124,72.8765,-1651.175048828125,2096.56,620000,124
41.1827,1774.0,125,70.8583,-1809.6263427734375,1267.99,625000,125
66.5282,3162.4,126,88.6296,-1461.152587890625,2653.77,630000,126
54.3344,2643.22,127,72.6264,-1751.4329833984375,1780.2,635000,127
57.8876,3555.27,128,76.5794,-1671.7423095703125,3424.16,640000,128
51.8232,1679.56,129,72.9782,-1706.306396484375,1184.69,645000,129
36.5416,2947.59,130,69.9263,-1968.0032958984375,2201.71,650000,130
63.6343,2882.81,131,79.9455,-1622.4912109375,2038.6,655000,131
53.5214,2581.91,132,73.4801,-1732.441162109375,2121.6,660000,132
68.2894,4015.64,133,87.1804,-1743.134765625,3743.37,665000,133
67.2997,3431.46,134,83.2875,-1714.0830078125,2555.79,670000,134
56.9266,3599.63,135,75.3539,-1809.75146484375,2654.15,675000,135
68.0385,4392.11,136,81.4785,-1784.20166015625,3279.98,680000,136
50.4217,2717.63,137,72.713,-1940.1876220703125,1527.9,685000,137
57.6479,3633.62,138,74.7704,-1871.846435546875,2552.87,690000,138
57.2935,2278.85,139,74.813,-1837.278076171875,2535.6,695000,139
59.4587,3329.28,140,74.7183,-1907.5640869140625,3025.54,700000,140
70.1312,4359.47,141,84.5507,-1893.5621337890625,2658.95,705000,141
77.5611,4583.88,142,89.3828,-1975.639404296875,3917.83,710000,142
82.7274,4001.48,143,91.1348,-1955.4293212890625,3798.49,715000,143
64.0077,1864.71,144,75.9308,-2007.6126708984375,1182.67,720000,144
66.904,4678.13,145,76.5986,-2104.51708984375,4046.33,725000,145
68.8039,4241.24,146,78.5925,-2071.513427734375,3541.4,730000,146
62.0771,3976.82,147,77.2175,-2153.5654296875,2195.8,735000,147
61.0481,3136.86,148,75.1784,-2193.351806640625,2697.15,740000,148
77.0984,4617.93,149,89.0374,-2101.932373046875,3702.58,745000,149
56.2423,4026.04,150,73.2539,-2296.274658203125,3768.16,750000,150
57.137,2726.79,151,73.2057,-2272.883056640625,2970.44,755000,151
69.0958,3965.76,152,84.3929,-2160.413330078125,3334.82,760000,152
71.0704,3136.35,153,77.0819,-2259.1181640625,1891.52,765000,153
67.1051,4096.95,154,76.8119,-2210.867431640625,3386.37,770000,154
73.6483,4621.0,155,87.8762,-2338.8486328125,3085.76,775000,155
55.9134,3391.08,156,74.0275,-2399.216552734375,2620.12,780000,156
59.4864,3756.76,157,74.4255,-2282.52197265625,3972.77,785000,157
73.6418,3915.41,158,84.8786,-2346.91162109375,3808.24,790000,158
70.776,4339.42,159,87.7543,-2476.734619140625,4236.06,795000,159
55.1372,3509.81,160,74.2239,-2468.55810546875,3487.66,800000,160
71.8018,4558.53,161,77.804,-2513.589599609375,3988.44,805000,161
70.6247,4204.1,162,79.0572,-2446.552734375,2753.44,810000,162
73.8403,3717.83,163,86.9202,-2541.01416015625,2856.95,815000,163
65.8894,3820.24,164,76.3166,-2701.430419921875,3280.55,820000,164
72.4187,4346.71,165,77.9294,-2615.515625,3556.08,825000,165
71.0975,5038.51,166,77.7692,-2625.864990234375,4079.76,830000,166
62.2796,4212.38,167,76.4578,-2736.451416015625,2759.24,835000,167
91.1734,4592.7,168,94.5901,-2664.52490234375,4474.44,840000,168
67.2628,4841.83,169,77.0057,-2754.98388671875,4365.43,845000,169
84.665,4709.62,170,90.8209,-2816.941162109375,4281.95,850000,170
69.0313,3890.02,171,78.1202,-2875.794677734375,2420.21,855000,171
87.2518,4917.27,172,91.3632,-2818.98095703125,3936.88,860000,172
74.6252,4561.27,173,83.7929,-2863.89599609375,3545.85,865000,173
74.6853,4423.1,174,80.6363,-2970.137939453125,3223.47,870000,174
85.0705,4593.47,175,89.971,-3172.271728515625,3715.53,875000,175
102.1664,4359.71,176,91.5904,-3182.606201171875,3885.79,880000,176
74.2286,3463.68,177,80.2186,-3047.35546875,2907.11,885000,177
87.9825,2750.02,178,89.6614,-3117.0908203125,2202.15,890000,178
71.9771,4675.36,179,78.5907,-3188.89794921875,4121.66,895000,179
73.3649,4102.65,180,79.1157,-3194.89794921875,3144.15,900000,180
83.5684,4845.32,181,82.1428,-3306.850341796875,3889.22,905000,181
86.8335,5262.37,182,90.6672,-3180.181396484375,4324.34,910000,182
88.0758,5209.48,183,90.9838,-3307.283203125,4089.71,915000,183
85.4959,5211.2,184,84.855,-3434.011474609375,4707.0,920000,184
88.1402,4915.4,185,90.7217,-3457.817626953125,4580.45,925000,185
80.3109,4331.63,186,90.7952,-3371.920654296875,3750.12,930000,186
67.2926,4498.49,187,78.4944,-3346.9697265625,3835.1,935000,187
95.6542,5225.64,188,93.1533,-3428.747802734375,4751.51,940000,188
81.1084,4776.65,189,81.7044,-3551.715087890625,4807.99,945000,189
89.0456,4881.71,190,90.9574,-3674.939208984375,4017.49,950000,190
91.1859,4566.68,191,91.9521,-3641.45556640625,4427.42,955000,191
78.4518,5202.82,192,90.9436,-3525.278076171875,4414.65,960000,192
89.4869,5376.72,193,91.9606,-3801.02294921875,4812.64,965000,193
82.7237,4983.0,194,91.1109,-3869.533447265625,4791.15,970000,194
79.9667,5510.89,195,88.4622,-3835.563720703125,5122.21,975000,195
92.6529,4473.94,196,90.9141,-3918.53515625,4276.94,980000,196
94.8297,4804.19,197,93.3326,-4042.896240234375,4795.07,985000,197
79.4832,4590.94,198,89.9094,-3843.602294921875,4454.83,990000,198
75.137,4840.24,199,89.872,-4032.61474609375,4357.24,995000,199
85.3469,4901.52,200,90.3604,-4071.4677734375,5022.68,1000000,200
75.2871,5061.59,201,82.7637,-4159.58935546875,4680.21,1005000,201
80.8889,4978.02,202,88.921,-4121.28125,3711.36,1010000,202
81.2821,5210.39,203,81.5098,-4278.30908203125,3948.02,1015000,203
90.1647,5152.85,204,92.2191,-4381.576171875,4852.26,1020000,204
94.0541,5011.3,205,92.5282,-4341.09521484375,4794.7,1025000,205
88.8117,5387.25,206,93.3852,-4403.24072265625,4788.67,1030000,206
99.6548,5414.37,207,93.0134,-4442.828125,5142.05,1035000,207
97.5189,5341.18,208,93.2386,-4598.0576171875,4524.46,1040000,208
95.0274,4983.82,209,94.1215,-4589.25244140625,4701.91,1045000,209
100.0839,5061.39,210,95.9486,-4692.48779296875,4822.51,1050000,210
94.2091,5339.6,211,93.679,-4726.69921875,4545.75,1055000,211
90.8919,4727.4,212,95.0851,-4795.10546875,4695.61,1060000,212
84.3691,5162.55,213,85.8392,-4670.28173828125,4382.07,1065000,213
79.9105,4976.32,214,80.2161,-4759.99267578125,4760.69,1070000,214
82.8319,5205.01,215,79.0104,-4715.99853515625,4850.75,1075000,215
93.717,5048.39,216,92.9211,-4943.56201171875,4906.29,1080000,216
95.673,5366.32,217,94.2506,-5056.04052734375,4635.89,1085000,217
89.2284,5087.13,218,92.5544,-5001.47412109375,4953.4,1090000,218
92.3687,5224.53,219,94.3881,-5038.95849609375,4972.78,1095000,219
85.8088,5163.38,220,84.329,-5036.50048828125,4232.78,1100000,220
88.6669,5298.36,221,90.9836,-5180.9873046875,4683.42,1105000,221
86.477,5065.83,222,90.9665,-5280.0185546875,4478.9,1110000,222
88.1103,5282.33,223,91.2971,-5187.61669921875,5005.65,1115000,223
84.0984,4950.07,224,81.1368,-5244.08154296875,4556.42,1120000,224
