Real Sto Return,Running Env Steps,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time
304.75,675000,135,-3286.504638671875,954.28,72.9324,30.8359,135
301.22,680000,136,-3331.710693359375,919.64,73.1898,31.1278,136
332.19,685000,137,-3424.86376953125,959.46,74.1231,31.4018,137
301.92,690000,138,-3406.188720703125,896.1,73.5287,31.2404,138
248.22,695000,139,-3513.158203125,815.53,73.789,31.1412,139
291.77,700000,140,-3544.560791015625,961.68,74.9205,31.5722,140
272.78,705000,141,-3597.54833984375,906.25,72.8331,31.1767,141
308.05,710000,142,-3629.286865234375,906.82,73.2218,30.7923,142
312.03,715000,143,-3715.8525390625,844.12,73.9778,31.7133,143
321.19,720000,144,-3765.690673828125,854.72,74.2103,31.0432,144
287.78,725000,145,-3816.546142578125,801.77,74.3509,31.4096,145
298.24,730000,146,-3899.357421875,959.4,74.0903,31.8265,146
251.82,735000,147,-3891.435791015625,726.51,73.7778,30.833,147
307.98,740000,148,-3929.1767578125,811.63,74.3213,31.2857,148
310.47,745000,149,-4076.242919921875,857.6,75.1039,31.6698,149
307.66,750000,150,-4081.983154296875,876.25,72.601,30.8276,150
289.66,755000,151,-4142.28515625,959.51,73.6834,31.2064,151
317.88,760000,152,-4170.72216796875,1026.7,73.5641,30.813,152
287.93,765000,153,-4185.55810546875,970.2,74.7097,30.975,153
318.52,770000,154,-4253.42822265625,966.43,72.3686,30.9832,154
269.78,775000,155,-4389.24853515625,861.89,72.5556,31.1105,155
317.98,780000,156,-4382.701171875,915.44,72.8205,30.9257,156
311.21,785000,157,-4507.6328125,965.78,73.4482,31.232,157
295.25,790000,158,-4580.4296875,1014.27,75.3339,30.7341,158
342.86,795000,159,-4623.84716796875,1006.85,73.5992,30.9295,159
298.89,800000,160,-4702.544921875,1010.21,73.4438,31.0174,160
349.28,805000,161,-4675.95654296875,1022.82,72.7416,30.9809,161
285.27,810000,162,-4793.6103515625,868.79,73.7925,31.4308,162
305.01,815000,163,-4879.1396484375,1028.28,73.6098,31.1092,163
288.66,820000,164,-4949.45361328125,1021.45,74.1761,31.124,164
318.81,825000,165,-5005.1845703125,912.41,73.9061,31.1521,165
303.21,830000,166,-5039.72314453125,904.39,73.6408,30.7309,166
363.07,835000,167,-5149.6318359375,975.42,74.0614,30.8705,167
300.41,840000,168,-5215.48388671875,1020.56,73.2421,31.1346,168
279.27,845000,169,-5219.26416015625,917.32,72.629,30.2994,169
319.33,850000,170,-5384.6962890625,958.62,74.1649,31.1276,170
308.67,855000,171,-5434.86669921875,923.89,75.0106,31.5078,171
325.05,860000,172,-5457.466796875,969.71,72.9999,31.0277,172
293.55,865000,173,-5460.06494140625,975.49,72.1833,30.6692,173
322.73,870000,174,-5686.1240234375,913.18,73.7785,31.0582,174
347.43,875000,175,-5674.24560546875,984.21,73.5769,31.0361,175
284.63,880000,176,-5744.26318359375,1007.05,73.4055,30.9223,176
316.87,885000,177,-5799.021484375,965.58,73.925,30.6692,177
313.24,890000,178,-5928.625,903.82,73.786,31.1572,178
280.34,895000,179,-5972.5068359375,1003.48,74.096,30.4681,179
325.46,900000,180,-6046.95654296875,1012.32,73.164,30.8586,180
296.31,905000,181,-6151.470703125,956.15,72.6321,30.6474,181
285.8,910000,182,-6118.1279296875,909.25,72.6356,30.6406,182
291.26,915000,183,-6296.0966796875,958.06,73.8822,30.8358,183
302.03,920000,184,-6348.54345703125,921.93,73.9492,30.7218,184
312.27,925000,185,-6422.1455078125,961.68,74.6098,30.9835,185
257.72,930000,186,-6515.2001953125,756.43,73.202,31.2353,186
274.64,935000,187,-6632.19189453125,968.51,72.5133,30.8873,187
300.65,940000,188,-6731.1025390625,961.5,74.3157,30.7251,188
333.07,945000,189,-6730.30859375,873.52,72.009,30.6958,189
291.15,950000,190,-6854.48193359375,950.36,73.031,30.7273,190
287.04,955000,191,-6969.88916015625,962.97,74.1653,31.0932,191
303.53,960000,192,-7060.18017578125,874.46,73.1103,30.9314,192
317.67,965000,193,-7104.087890625,966.14,73.6245,30.613,193
281.05,970000,194,-7138.3876953125,917.53,74.5706,30.9998,194
314.11,975000,195,-7241.1318359375,914.21,74.1431,30.6134,195
335.41,980000,196,-7336.05419921875,925.17,74.7163,30.9279,196
308.11,985000,197,-7443.8232421875,1001.93,72.5097,30.8039,197
311.36,990000,198,-7478.36474609375,757.64,72.3587,30.9443,198
302.51,995000,199,-7634.33544921875,904.29,72.6679,30.9604,199
348.05,1000000,200,-7614.4404296875,968.13,71.6999,30.7365,200
322.09,1005000,201,-7788.31640625,914.95,72.9015,30.8631,201
308.86,1010000,202,-7817.6181640625,910.52,73.6934,31.3845,202
327.37,1015000,203,-7884.55224609375,969.85,74.0335,30.9661,203
334.68,1020000,204,-7994.8837890625,919.7,74.3817,30.8954,204
348.4,1025000,205,-8125.79248046875,1022.13,73.2139,30.7104,205
329.1,1030000,206,-8223.3095703125,960.43,72.415,30.8358,206
301.68,1035000,207,-8241.0068359375,1018.18,72.2817,30.5327,207
341.45,1040000,208,-8457.240234375,963.23,74.0055,31.3072,208
313.76,1045000,209,-8575.1923828125,1016.05,74.5282,31.3109,209
312.18,1050000,210,-8598.1953125,1012.91,73.2845,31.1649,210
296.8,1055000,211,-8650.0478515625,906.63,74.6366,30.8749,211
305.1,1060000,212,-8883.63671875,963.6,73.1745,31.039,212
290.37,1065000,213,-9001.4130859375,1006.93,73.2647,31.0377,213
285.51,1070000,214,-8922.205078125,961.06,74.2107,30.8559,214
306.96,1075000,215,-8883.0625,959.58,74.9632,30.7729,215
285.64,1080000,216,-9206.0166015625,959.85,75.3137,31.2785,216
285.0,1085000,217,-9179.16796875,900.24,74.4382,31.2681,217
288.13,1090000,218,-9216.5927734375,958.27,73.3775,30.581,218
294.27,1095000,219,-9413.7431640625,953.09,74.3334,30.8096,219
297.96,1100000,220,-9391.203125,854.68,74.2077,30.9585,220
289.22,1105000,221,-9513.6669921875,904.03,74.7659,30.9929,221
273.2,1110000,222,-9662.4384765625,959.85,75.2098,30.9613,222
294.56,1115000,223,-9626.6513671875,859.9,73.8325,30.9431,223
267.54,1120000,224,-9818.9755859375,859.2,75.4881,31.0409,224
305.47,1125000,225,-9945.39453125,859.01,74.1847,30.492,225
244.28,1130000,226,-10008.4951171875,805.2,74.8183,30.9755,226
274.41,1135000,227,-10018.7119140625,855.31,74.7252,31.4256,227
265.07,1140000,228,-10204.517578125,953.86,73.8636,30.9931,228
246.9,1145000,229,-10207.2626953125,856.61,73.9033,30.784,229
267.08,1150000,230,-10342.2392578125,857.14,75.0823,31.0277,230
224.22,1155000,231,-10409.3359375,760.77,74.8602,30.9947,231
285.72,1160000,232,-10451.326171875,948.4,74.5664,31.0564,232
261.16,1165000,233,-10494.21484375,812.58,74.9293,31.1528,233
260.7,1170000,234,-10519.2294921875,760.17,74.1844,30.6502,234
242.15,1175000,235,-10665.888671875,807.13,74.1118,30.9963,235
302.89,1180000,236,-10750.1162109375,858.36,74.6937,30.9312,236
222.83,1185000,237,-10869.376953125,858.33,74.602,30.6693,237
275.52,1190000,238,-10881.32421875,808.91,74.9533,31.0812,238
264.42,1195000,239,-10996.748046875,806.24,75.4461,31.2807,239
282.41,1200000,240,-10984.6640625,1011.1,74.1835,30.841,240
267.57,1205000,241,-11055.888671875,660.43,74.8362,30.7604,241
170.97,1210000,242,-11063.8740234375,808.47,74.72,30.3663,242
280.23,1215000,243,-11360.3818359375,757.88,75.7865,31.1906,243
285.8,1220000,244,-11187.5185546875,886.37,74.7048,30.7185,244
270.51,1225000,245,-11313.8330078125,760.67,74.6741,30.5944,245
273.74,1230000,246,-11404.587890625,808.32,75.6058,30.6377,246
288.84,1235000,247,-11605.97265625,807.56,74.8471,30.6387,247
259.47,1240000,248,-11585.6123046875,761.48,74.1078,30.7302,248
288.29,1245000,249,-11567.2353515625,905.53,75.3888,31.1635,249
238.37,1250000,250,-11853.666015625,611.77,74.906,30.4549,250
235.57,1255000,251,-11580.9599609375,903.67,75.3131,30.7806,251
274.22,1260000,252,-11871.17578125,907.03,74.4623,31.1168,252
273.82,1265000,253,-11887.19140625,808.75,75.5818,31.5376,253
257.12,1270000,254,-11659.3408203125,1008.29,74.2333,30.489,254
240.67,1275000,255,-11780.7587890625,803.38,74.5355,30.5242,255
286.73,1280000,256,-12055.4462890625,949.78,74.1288,30.5979,256
263.37,1285000,257,-12140.9521484375,862.29,74.5264,30.7454,257
243.49,1290000,258,-12274.4794921875,855.94,74.683,30.9009,258
236.93,1295000,259,-12284.1474609375,702.08,74.5365,30.5099,259
262.93,1300000,260,-12385.5166015625,908.39,74.3427,30.5704,260
291.38,1305000,261,-12304.1142578125,902.46,73.8215,30.5033,261
255.73,1310000,262,-12450.142578125,753.6,74.0972,30.3643,262
288.03,1315000,263,-12625.966796875,710.34,74.3997,30.6908,263
265.5,1320000,264,-12690.0751953125,911.13,75.2542,30.3441,264
282.15,1325000,265,-12739.705078125,813.2,73.7023,30.4078,265
281.84,1330000,266,-12549.48046875,901.94,74.5761,30.9913,266
240.62,1335000,267,-12660.80078125,850.73,73.8813,30.3511,267
228.43,1340000,268,-12748.353515625,951.59,73.4123,30.234,268
265.66,1345000,269,-12917.8203125,741.74,74.6245,30.8417,269
238.25,1350000,270,-12935.7880859375,692.63,73.8504,30.3296,270
209.3,1355000,271,-12963.5673828125,853.55,74.1031,30.288,271
251.88,1360000,272,-13224.998046875,957.26,73.6296,30.7187,272
210.88,1365000,273,-13056.4453125,835.38,74.3372,30.1544,273
265.09,1370000,274,-13169.263671875,748.8,74.5148,30.5411,274
285.94,1375000,275,-13349.689453125,794.73,74.4532,30.4054,275
254.3,1380000,276,-13368.8984375,802.39,74.4778,30.0589,276
248.86,1385000,277,-13539.1328125,766.75,74.1078,30.3877,277
265.47,1390000,278,-13603.02734375,852.66,74.8012,30.6823,278
242.0,1395000,279,-13606.552734375,700.77,73.8743,30.5619,279
218.08,1400000,280,-13605.7060546875,794.62,73.0229,30.5722,280
268.43,1405000,281,-13678.0224609375,808.58,73.4979,30.685,281
239.02,1410000,282,-13822.4453125,904.43,75.2509,30.7639,282
240.63,1415000,283,-13861.8505859375,705.34,73.5134,30.3065,283
261.43,1420000,284,-13954.3759765625,899.57,74.2089,30.0901,284
260.77,1425000,285,-14017.48828125,803.13,73.8776,30.3221,285
245.64,1430000,286,-14076.4716796875,661.48,75.0914,30.1771,286
260.67,1435000,287,-13900.1181640625,799.98,72.2252,29.7293,287
241.93,1440000,288,-14128.1875,805.13,73.8928,30.4504,288
279.01,1445000,289,-14309.8642578125,810.09,72.3404,30.1747,289
256.22,1450000,290,-14483.0517578125,848.25,74.1929,30.753,290
268.17,1455000,291,-14143.2880859375,856.95,73.8602,30.0761,291
281.96,1460000,292,-14577.69140625,855.63,72.826,30.6415,292
277.17,1465000,293,-14715.271484375,854.94,73.4666,30.8281,293
312.19,1470000,294,-14489.4951171875,909.02,72.8593,30.4699,294
256.91,1475000,295,-14484.6455078125,856.01,72.9413,30.3797,295
261.9,1480000,296,-14770.2900390625,798.91,73.4782,30.6009,296
269.98,1485000,297,-14882.3095703125,947.21,73.9437,30.4285,297
301.81,1490000,298,-14978.7060546875,801.31,72.4653,30.9258,298
250.68,1495000,299,-15179.1572265625,805.3,74.5508,30.323,299
248.54,1500000,300,-14929.4228515625,900.5,74.2025,30.6848,300
255.87,1505000,301,-15057.466796875,798.2,73.5034,30.575,301
236.37,1510000,302,-15242.8720703125,840.74,73.1736,30.2132,302
233.67,1515000,303,-15546.1806640625,854.93,73.9083,30.5795,303
298.04,1520000,304,-15446.05078125,755.36,72.867,30.9566,304
276.19,1525000,305,-15314.8642578125,801.77,74.5158,30.4829,305
280.87,1530000,306,-15569.7998046875,803.15,72.9224,30.1408,306
271.49,1535000,307,-15649.37109375,898.33,73.4772,30.4309,307
226.3,1540000,308,-15725.5673828125,784.41,73.8256,30.7192,308
215.12,1545000,309,-15868.6240234375,894.84,72.6513,30.6479,309
238.07,1550000,310,-15846.1953125,752.5,73.7612,30.7791,310
298.95,1555000,311,-16226.0185546875,852.0,72.6354,30.6288,311
268.77,1560000,312,-16015.712890625,898.78,73.3888,30.2581,312
271.07,1565000,313,-16019.2734375,887.69,73.5854,30.6968,313
266.8,1570000,314,-16312.666015625,803.55,74.6465,30.5974,314
229.01,1575000,315,-16089.115234375,794.41,72.6159,30.3617,315
244.58,1580000,316,-16440.6796875,894.36,74.2123,30.7399,316
263.21,1585000,317,-16474.6328125,746.46,73.5479,30.1043,317
172.93,1590000,318,-16667.9296875,794.15,73.24,30.3118,318
215.59,1595000,319,-16525.71875,850.34,73.6029,30.7591,319
218.73,1600000,320,-16807.900390625,896.75,74.7027,30.7375,320
240.58,1605000,321,-16781.37890625,799.65,74.2078,30.3866,321
260.23,1610000,322,-16730.75390625,854.28,73.5622,30.4262,322
261.42,1615000,323,-16849.880859375,898.18,72.9313,30.151,323
236.19,1620000,324,-17128.833984375,898.04,72.9024,30.1795,324
229.84,1625000,325,-16867.2734375,741.29,72.809,30.52,325
231.35,1630000,326,-17281.91796875,702.45,74.035,30.391,326
263.3,1635000,327,-17063.3828125,896.7,73.9507,29.7617,327
266.99,1640000,328,-17362.7734375,947.04,73.7044,30.462,328
248.33,1645000,329,-17455.5546875,902.52,72.5665,30.081,329
251.9,1650000,330,-17529.728515625,748.95,73.4831,30.5365,330
223.63,1655000,331,-17808.455078125,814.27,73.9547,30.3486,331
222.05,1660000,332,-17765.365234375,750.63,73.5345,30.5532,332
258.65,1665000,333,-17921.08984375,755.09,74.5568,30.6626,333
251.81,1670000,334,-17814.376953125,800.2,74.0563,30.7875,334
258.39,1675000,335,-17695.759765625,903.07,74.5235,30.3805,335
278.95,1680000,336,-17981.0703125,900.59,73.4731,30.7388,336
263.32,1685000,337,-17904.013671875,797.85,74.0398,30.6879,337
286.94,1690000,338,-17944.5390625,901.53,74.1029,30.8102,338
250.17,1695000,339,-18052.4453125,895.32,74.1965,30.5707,339
243.29,1700000,340,-18189.07421875,849.42,73.8338,30.419,340
247.75,1705000,341,-18395.3515625,754.16,73.5714,30.5387,341
237.63,1710000,342,-18192.599609375,798.17,73.234,30.5133,342
246.36,1715000,343,-18179.599609375,801.75,73.9777,30.443,343
232.4,1720000,344,-18289.771484375,800.48,73.986,30.5253,344
181.88,1725000,345,-18306.416015625,751.77,73.7371,30.5937,345
263.3,1730000,346,-18463.31640625,857.79,73.7506,30.5432,346
283.31,1735000,347,-18373.087890625,794.24,72.6656,30.1355,347
270.22,1740000,348,-18511.85546875,658.33,73.2611,30.6384,348
238.24,1745000,349,-18365.939453125,700.37,73.7572,30.9539,349
224.81,1750000,350,-18552.43359375,746.86,74.047,30.4402,350
249.39,1755000,351,-18465.1484375,703.74,72.7722,30.2541,351
268.37,1760000,352,-18597.99609375,750.97,73.3362,30.8104,352
234.14,1765000,353,-18549.67578125,760.87,74.0069,30.533,353
253.11,1770000,354,-18808.28515625,907.98,73.9793,31.2306,354
268.43,1775000,355,-18489.1640625,949.7,73.2585,30.3183,355
299.21,1780000,356,-18584.724609375,844.27,74.4018,30.6728,356
256.47,1785000,357,-18817.228515625,706.29,73.4106,30.8206,357
242.54,1790000,358,-18736.5703125,798.28,73.7705,30.455,358
254.98,1795000,359,-18864.08203125,844.23,73.7345,30.9819,359
269.12,1800000,360,-18744.01171875,848.0,73.4559,30.3522,360
210.5,1805000,361,-18738.451171875,957.25,73.55,30.7233,361
256.49,1810000,362,-18805.580078125,753.65,73.9479,30.1736,362
192.02,1815000,363,-18756.794921875,743.96,74.1808,30.1821,363
210.06,1820000,364,-18921.384765625,697.55,74.8302,30.6674,364
235.34,1825000,365,-18780.474609375,787.82,71.3863,30.2279,365
295.21,1830000,366,-18758.9453125,893.9,73.2639,30.2028,366
245.38,1835000,367,-18808.77734375,704.17,73.8795,30.0398,367
224.75,1840000,368,-18956.009765625,787.06,74.1316,30.3796,368
255.1,1845000,369,-18858.87890625,947.27,73.1173,29.8153,369
284.66,1850000,370,-18835.787109375,900.52,72.4379,29.764,370
235.45,1855000,371,-18925.78125,887.36,73.5229,30.2267,371
286.35,1860000,372,-18889.0546875,895.29,73.8772,30.2645,372
289.85,1865000,373,-19072.462890625,743.37,72.801,30.616,373
256.09,1870000,374,-19087.59765625,851.93,74.5952,30.7167,374
196.87,1875000,375,-18965.17578125,662.04,73.7666,30.3203,375
253.61,1880000,376,-18932.67578125,806.62,74.2534,29.8019,376
180.32,1885000,377,-19069.244140625,755.78,73.5835,30.9389,377
264.17,1890000,378,-19029.1953125,894.54,73.4913,30.4601,378
263.57,1895000,379,-18957.00390625,760.4,73.8142,30.4671,379
275.01,1900000,380,-19017.591796875,845.91,73.9213,30.2403,380
231.32,1905000,381,-19051.158203125,700.46,74.188,30.6978,381
232.1,1910000,382,-19004.60546875,803.43,73.3071,30.2448,382
245.64,1915000,383,-19208.943359375,803.38,73.7825,30.6682,383
260.9,1920000,384,-19151.783203125,859.03,73.6243,30.806,384
186.17,1925000,385,-19130.556640625,849.64,73.5595,30.4252,385
285.75,1930000,386,-19093.806640625,954.48,74.1348,30.7952,386
272.33,1935000,387,-19159.107421875,762.02,74.5802,30.3712,387
206.03,1940000,388,-19188.94921875,756.68,72.9949,30.3412,388
192.66,1945000,389,-19062.439453125,797.49,73.7842,30.0165,389
259.43,1950000,390,-19154.16015625,753.04,73.3973,30.2498,390
291.63,1955000,391,-19178.97265625,855.94,73.2288,30.6581,391
189.7,1960000,392,-19175.734375,704.87,74.6747,30.8616,392
254.12,1965000,393,-19134.7265625,851.51,73.8838,30.419,393
246.44,1970000,394,-19046.181640625,764.03,72.8709,29.8528,394
221.4,1975000,395,-19196.97265625,949.59,74.0096,30.6435,395
276.88,1980000,396,-19061.92578125,754.35,73.0246,29.7208,396
263.87,1985000,397,-19189.494140625,852.75,73.2921,30.1795,397
293.74,1990000,398,-19176.76171875,841.84,73.8734,30.4676,398
249.81,1995000,399,-19242.587890625,858.29,73.845,30.3492,399
233.84,2000000,400,-19281.7421875,954.43,73.2797,30.9367,400
226.64,2005000,401,-19274.58984375,861.96,73.6339,30.7826,401
261.38,2010000,402,-19115.001953125,853.07,73.2167,30.3968,402
262.47,2015000,403,-19208.521484375,752.36,72.9274,30.0581,403
269.82,2020000,404,-19215.900390625,499.51,73.2732,30.4593,404
206.95,2025000,405,-19125.251953125,882.16,72.1481,29.8057,405
263.76,2030000,406,-19231.4765625,951.64,73.3299,30.2524,406
230.06,2035000,407,-19282.595703125,721.15,73.2063,30.0668,407
