Itration,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Running Reverse KL,Running Forward KL
129,4458.71,-385.0784912109375,4581.72,645000,129,16.4939,40.267
130,4496.36,-399.9437561035156,4535.9,650000,130,15.781,39.9386
131,4437.11,-406.7706604003906,4512.42,655000,131,15.0319,39.8405
132,4482.19,-391.3525390625,4483.31,660000,132,16.5703,40.3682
133,4545.17,-402.5456237792969,4607.74,665000,133,16.0888,40.7118
134,4570.98,-409.0130920410156,4596.95,670000,134,15.9964,40.2439
135,4494.83,-431.80853271484375,4489.65,675000,135,15.0302,39.7524
136,4493.57,-410.1710205078125,4530.87,680000,136,15.4244,39.9815
137,4534.83,-408.3573913574219,4565.9,685000,137,15.068,40.1908
138,4536.34,-431.33819580078125,4541.79,690000,138,16.4009,40.1807
139,4467.44,-420.01153564453125,4539.49,695000,139,14.7849,39.9404
140,4447.41,-436.6289367675781,4492.75,700000,140,15.0855,39.8673
141,4518.64,-429.6328430175781,4524.37,705000,141,15.4201,40.0409
142,4550.93,-449.4008483886719,4563.09,710000,142,16.0158,40.3255
143,4578.41,-470.9454040527344,4592.65,715000,143,16.2735,40.477
144,4487.0,-461.2798156738281,4597.0,720000,144,15.5056,40.2263
145,4435.08,-475.3860778808594,4505.27,725000,145,15.5892,40.3826
146,4515.65,-463.9680480957031,4512.67,730000,146,15.4752,39.7055
147,4548.91,-462.60546875,4546.13,735000,147,15.2297,39.7948
148,4507.24,-472.598388671875,4553.38,740000,148,15.9455,39.3841
149,4576.72,-504.21929931640625,4566.69,745000,149,15.315,39.7195
150,4557.18,-469.1295166015625,4665.55,750000,150,15.8317,39.8285
151,4580.59,-452.6325378417969,4563.82,755000,151,15.9773,40.2401
152,4399.0,-501.80853271484375,4416.33,760000,152,15.3131,39.7858
153,4524.94,-466.98193359375,4550.56,765000,153,15.0968,39.9099
154,4564.6,-518.6936645507812,4472.32,770000,154,15.1336,40.0806
155,4548.27,-488.8531494140625,4534.67,775000,155,14.1317,39.3979
156,4540.95,-488.62152099609375,4610.52,780000,156,14.5628,39.9096
157,4488.29,-507.4051513671875,4519.11,785000,157,14.5869,39.6399
158,4542.87,-516.3463745117188,4538.11,790000,158,15.1583,39.3643
159,4523.44,-522.1673583984375,4540.42,795000,159,15.7924,39.8486
160,4498.88,-544.9600219726562,4598.37,800000,160,14.8221,39.8975
161,4599.99,-466.9962463378906,4708.91,805000,161,15.1611,39.9294
162,4618.0,-494.585205078125,4662.27,810000,162,16.1302,40.3096
163,4571.96,-531.4943237304688,4548.33,815000,163,14.6883,40.0389
164,4487.25,-545.4856567382812,4520.31,820000,164,14.0116,39.7237
165,4519.54,-547.3712768554688,4534.16,825000,165,14.591,39.0805
166,4564.94,-539.9523315429688,4648.62,830000,166,16.9634,40.5515
167,4672.07,-533.9812622070312,4738.47,835000,167,16.165,40.3883
168,4696.45,-558.907958984375,4741.87,840000,168,15.3403,39.5427
169,4651.99,-545.4511108398438,4676.89,845000,169,15.3608,39.4733
170,4586.28,-566.062255859375,4618.3,850000,170,15.0312,40.0981
171,4605.1,-559.8800048828125,4667.03,855000,171,14.6763,39.6059
172,4576.04,-552.9203491210938,4793.31,860000,172,14.28,38.8451
173,4623.41,-569.4306640625,4715.04,865000,173,15.1426,39.0977
174,4582.49,-534.3865966796875,4645.83,870000,174,13.6196,39.1453
175,4647.07,-542.2250366210938,4648.6,875000,175,15.1346,38.9131
176,4619.89,-572.0252685546875,4685.53,880000,176,14.2869,38.3434
177,4629.95,-577.2296752929688,4754.25,885000,177,15.9418,40.0525
178,4536.34,-610.6412963867188,4684.19,890000,178,15.2022,39.7033
179,4550.61,-583.15185546875,4663.62,895000,179,14.8633,39.4847
180,4482.47,-571.799072265625,4754.88,900000,180,15.3861,39.2922
181,4659.84,-582.8897094726562,4651.96,905000,181,14.2706,38.5469
182,4675.12,-569.7719116210938,4781.45,910000,182,14.9388,39.1806
183,4587.32,-545.6284790039062,4751.2,915000,183,16.417,40.0204
184,4202.59,-586.011962890625,4683.15,920000,184,13.9822,39.5504
185,4779.52,-584.5269775390625,4891.54,925000,185,14.8811,39.1231
186,4745.23,-609.88232421875,4764.62,930000,186,15.2277,39.1986
187,4683.98,-587.0582885742188,4754.75,935000,187,14.9506,39.3147
188,4695.14,-554.4482421875,4773.86,940000,188,14.8345,38.9822
189,4407.55,-596.0243530273438,4562.2,945000,189,15.3221,39.3424
190,4552.68,-599.0413818359375,4670.0,950000,190,14.0366,38.8083
191,4751.06,-622.7476196289062,4747.32,955000,191,15.1973,38.8009
192,4705.62,-589.031982421875,4827.6,960000,192,16.0374,39.1044
193,4761.39,-591.6845703125,4799.6,965000,193,14.6828,38.909
194,4746.13,-622.8641967773438,4806.38,970000,194,14.8004,38.4804
195,4630.51,-639.1246948242188,4628.94,975000,195,14.9349,38.8142
196,4791.1,-603.719482421875,4862.4,980000,196,15.1378,38.7933
197,4807.61,-631.7920532226562,4879.23,985000,197,15.3089,39.2273
198,4646.38,-610.0570678710938,4779.29,990000,198,14.6318,38.9135
199,4597.06,-653.7446899414062,4705.17,995000,199,14.8675,38.8317
200,4751.51,-661.5946044921875,4774.23,1000000,200,16.4189,40.1953
201,4690.56,-641.4818725585938,4766.04,1005000,201,15.5295,39.7197
202,4623.78,-663.158935546875,4677.65,1010000,202,15.174,39.4182
203,4722.5,-648.5025634765625,4746.4,1015000,203,15.9283,39.6944
204,4708.64,-661.9896240234375,4730.46,1020000,204,15.756,39.6391
205,4726.61,-657.9466552734375,4770.81,1025000,205,15.3097,39.432
206,4718.96,-675.6526489257812,4766.85,1030000,206,15.3584,39.3211
207,4681.23,-665.3265380859375,4766.48,1035000,207,15.1995,39.4111
208,4753.24,-670.5842895507812,4811.96,1040000,208,15.7141,39.2812
209,4674.68,-687.9970703125,4739.31,1045000,209,15.1232,39.1033
210,4734.72,-671.7635498046875,4739.31,1050000,210,14.9423,39.281
211,4700.91,-693.5975341796875,4703.49,1055000,211,18.1049,39.5216
212,3455.75,-680.1292114257812,733.91,1060000,212,24.477,40.198
213,4530.4,-822.2868041992188,4500.83,1065000,213,17.5137,40.0849
214,4577.06,-819.5447387695312,4651.84,1070000,214,17.1931,40.1758
215,4649.4,-764.0142211914062,4680.87,1075000,215,15.927,39.2043
216,4619.8,-769.265625,4654.21,1080000,216,15.0262,39.2816
217,4634.03,-775.3721923828125,4705.21,1085000,217,15.4911,39.2458
218,4622.22,-761.4544677734375,4704.23,1090000,218,15.4322,38.6634
219,4634.15,-775.3907470703125,4633.44,1095000,219,15.0205,38.9372
220,4667.74,-774.4425048828125,4665.87,1100000,220,15.4863,39.0738
221,4636.13,-778.6354370117188,4685.13,1105000,221,15.5743,39.3028
222,4661.44,-775.65966796875,4708.34,1110000,222,15.4379,38.8741
223,4751.51,-762.7760009765625,4792.7,1115000,223,15.0007,38.7635
224,4506.13,-774.7459716796875,4662.94,1120000,224,14.8027,39.0971
225,4716.86,-769.29833984375,4693.45,1125000,225,14.9118,38.5249
226,4694.81,-798.3870849609375,4720.37,1130000,226,14.7248,38.9169
227,4767.15,-763.6190795898438,4721.06,1135000,227,14.8098,38.6257
228,4722.89,-811.1414794921875,4863.93,1140000,228,14.9895,39.2361
229,4797.85,-790.1243286132812,4808.35,1145000,229,15.1416,39.1112
230,4724.72,-811.6705322265625,4765.05,1150000,230,14.9444,38.5962
231,4819.94,-768.2816772460938,4868.12,1155000,231,14.3619,37.991
232,4748.05,-833.3619995117188,4757.8,1160000,232,14.986,38.4277
233,4451.61,-842.883056640625,4796.32,1165000,233,14.9118,39.0647
234,4770.14,-810.6409912109375,4800.58,1170000,234,14.5843,38.9797
235,4612.85,-822.6212768554688,4932.25,1175000,235,14.898,38.9655
236,4829.1,-797.7893676757812,4836.88,1180000,236,14.474,38.8344
237,4811.29,-812.4324951171875,4856.27,1185000,237,14.7547,38.4746
238,4819.37,-815.5520629882812,4819.19,1190000,238,13.9634,38.3374
239,4599.01,-836.1798706054688,4802.92,1195000,239,13.8778,38.2339
240,4581.81,-844.1091918945312,4863.79,1200000,240,13.376,38.3387
241,4838.03,-790.87451171875,4943.26,1205000,241,13.6019,37.9428
242,4642.77,-848.5786743164062,4907.9,1210000,242,13.5222,38.6103
243,4613.93,-831.9263916015625,4852.3,1215000,243,14.1217,38.326
244,4668.7,-827.8103637695312,4816.25,1220000,244,13.3882,38.2849
245,4668.83,-884.7345581054688,4583.3,1225000,245,13.8536,38.3228
246,4664.95,-812.942626953125,4977.68,1230000,246,13.8708,38.2686
247,4794.01,-866.184326171875,4899.34,1235000,247,14.0551,38.533
248,4653.6,-843.6801147460938,4906.57,1240000,248,13.9162,38.6685
249,4738.6,-860.5169067382812,4956.43,1245000,249,13.6397,38.0344
250,4503.98,-827.7861938476562,4824.07,1250000,250,13.4853,38.0371
251,4671.16,-912.299560546875,4888.27,1255000,251,13.3374,37.848
252,4873.77,-880.3345947265625,5038.01,1260000,252,13.074,38.3884
253,4876.73,-868.2293701171875,4988.26,1265000,253,13.3089,37.8445
254,4680.49,-991.668701171875,4992.45,1270000,254,12.2694,39.2343
255,4160.16,-915.5206909179688,4996.28,1275000,255,12.6106,38.4393
256,4288.29,-911.3178100585938,4789.47,1280000,256,13.0809,38.5082
257,4170.73,-1017.4801635742188,4621.1,1285000,257,13.6613,38.7788
258,4377.85,-1036.07275390625,4668.91,1290000,258,12.8788,38.4709
259,3660.88,-1029.09521484375,4316.01,1295000,259,15.2663,38.608
260,4442.15,-1184.080078125,4141.91,1300000,260,16.9232,39.4224
261,3464.81,-1046.79541015625,4432.51,1305000,261,13.5706,38.9462
262,3213.74,-1085.9072265625,4554.11,1310000,262,13.6263,39.391
263,3856.71,-1047.81005859375,4856.56,1315000,263,14.7391,38.9779
264,3523.3,-1155.655517578125,4734.53,1320000,264,15.5538,39.3094
265,2746.4,-1175.8675537109375,3106.46,1325000,265,13.2143,39.1078
266,4263.46,-1052.8135986328125,4239.75,1330000,266,12.9724,38.3992
267,4165.64,-1112.8642578125,4509.6,1335000,267,13.8724,38.7468
268,4505.82,-1026.720703125,4690.97,1340000,268,16.0373,38.3413
269,4306.44,-1052.970947265625,4542.12,1345000,269,15.8169,38.9181
270,4493.7,-1058.271484375,4526.45,1350000,270,15.0081,38.2963
271,4442.3,-1054.3492431640625,4567.74,1355000,271,14.2698,38.0363
272,4700.6,-1039.677490234375,4785.66,1360000,272,14.5969,38.1405
273,4028.88,-1152.1251220703125,4075.49,1365000,273,13.4703,38.5015
274,4051.3,-1106.8905029296875,4462.76,1370000,274,13.0764,38.7558
275,4290.0,-1069.3662109375,4582.23,1375000,275,13.6302,37.8979
276,4547.02,-1158.838623046875,4113.12,1380000,276,13.9807,38.6733
277,4545.91,-1203.795166015625,4562.92,1385000,277,18.2797,38.9334
278,4796.6,-1055.7021484375,4815.82,1390000,278,15.2646,38.2778
279,4768.91,-1080.953857421875,4899.48,1395000,279,14.5511,38.064
280,4393.51,-1070.955810546875,4934.89,1400000,280,15.4124,38.4564
281,4742.59,-1103.5428466796875,4371.53,1405000,281,13.8858,37.7837
282,4641.26,-1068.62060546875,4890.18,1410000,282,15.4058,38.0267
283,4852.32,-1061.058837890625,4843.62,1415000,283,15.0248,38.0346
284,4832.99,-1079.786376953125,4840.95,1420000,284,14.9815,38.0097
285,4383.56,-1106.58349609375,4589.7,1425000,285,13.441,37.4244
286,4756.59,-1129.0709228515625,4450.14,1430000,286,13.5638,37.4835
287,4702.56,-1182.487548828125,4676.96,1435000,287,13.8338,37.8387
288,4807.54,-1106.187255859375,4699.86,1440000,288,13.9813,37.2937
289,4703.93,-1184.32275390625,4678.95,1445000,289,14.3001,38.0567
290,4709.21,-1176.142578125,4806.65,1450000,290,13.1793,37.2394
291,4634.67,-1218.4300537109375,4591.64,1455000,291,13.384,37.9765
292,4698.63,-1144.2431640625,4797.37,1460000,292,14.7162,38.2688
293,4624.74,-1219.674072265625,4582.43,1465000,293,13.0335,37.7018
294,4713.63,-1170.300048828125,4721.3,1470000,294,13.0455,37.4297
295,4369.92,-1240.9600830078125,4308.58,1475000,295,12.8534,37.5504
296,4542.17,-1211.5474853515625,4395.31,1480000,296,13.1297,37.8142
297,4633.61,-1204.7596435546875,4624.15,1485000,297,12.8504,37.3002
298,4551.55,-1278.4974365234375,4379.93,1490000,298,13.3118,38.3293
299,4654.34,-1274.5927734375,4520.39,1495000,299,13.0668,37.3283
300,4883.86,-1133.0601806640625,4776.05,1500000,300,14.4518,37.6301
301,4863.59,-1170.33544921875,4701.87,1505000,301,13.4539,37.5682
302,4388.28,-1164.9154052734375,4747.52,1510000,302,13.3257,37.4054
303,4742.72,-1227.0079345703125,4726.82,1515000,303,13.5164,37.987
304,4614.95,-1298.354248046875,4583.23,1520000,304,13.2982,37.7353
305,4375.21,-1433.76123046875,4602.87,1525000,305,13.794,38.254
306,4755.9,-1218.810791015625,4842.89,1530000,306,13.1239,37.2022
307,3474.21,-1697.164306640625,4553.64,1535000,307,13.7906,39.4053
308,4764.32,-1289.7852783203125,4726.67,1540000,308,13.519,37.6805
309,4671.52,-1349.9541015625,4671.58,1545000,309,13.2707,37.4871
310,3566.47,-1643.078857421875,4129.67,1550000,310,20.408,39.2697
311,224.32,-2338.3232421875,289.13,1555000,311,46.2938,52.1033
312,77.97,-2329.388916015625,76.06,1560000,312,42.2878,51.106
313,309.95,-2052.87744140625,240.45,1565000,313,39.712,52.0291
314,355.98,-2095.4404296875,337.41,1570000,314,52.7645,51.3684
315,349.39,-2188.955322265625,330.61,1575000,315,50.1338,51.0475
316,451.81,-2108.9619140625,428.47,1580000,316,29.4314,49.3362
317,327.93,-2068.293212890625,323.47,1585000,317,141.4179,52.1958
318,974.62,-2287.364013671875,1180.31,1590000,318,43.546,48.2487
319,1033.45,-2081.55908203125,748.95,1595000,319,65.4214,46.2228
320,602.72,-2153.050537109375,1016.66,1600000,320,111.9665,46.7207
321,471.35,-2233.636474609375,494.06,1605000,321,86.4225,51.1174
322,1603.87,-2219.9541015625,1832.66,1610000,322,70.0774,45.973
323,533.22,-2269.256591796875,509.3,1615000,323,80.7921,48.3028
324,724.11,-2329.4423828125,546.66,1620000,324,67.5775,47.4437
325,945.66,-2405.7841796875,1027.73,1625000,325,94.5721,45.5784
326,2264.2,-2179.683349609375,2340.58,1630000,326,58.4359,42.5164
327,1504.46,-2476.494873046875,1134.43,1635000,327,91.7196,42.8902
328,2906.38,-1706.714111328125,2059.84,1640000,328,27.693,39.047
329,4018.83,-1663.4024658203125,3953.6,1645000,329,22.811,38.4895
330,3065.46,-2116.6630859375,3670.25,1650000,330,25.4355,41.0187
331,3970.53,-1794.5213623046875,4569.74,1655000,331,23.6249,40.2171
332,2228.47,-2345.19873046875,2241.68,1660000,332,36.3302,41.6078
333,3222.22,-1765.316650390625,4376.55,1665000,333,22.4435,39.8774
334,4374.13,-1730.9473876953125,3223.07,1670000,334,27.0,40.0646
335,4423.53,-1736.8797607421875,4396.83,1675000,335,19.763,40.02
336,4033.74,-1868.2327880859375,4418.37,1680000,336,22.7957,40.0396
337,3338.23,-1578.0889892578125,4795.51,1685000,337,20.9053,39.7502
338,4676.89,-1579.638427734375,4597.5,1690000,338,18.8875,38.7855
339,4620.24,-1744.7501220703125,4843.73,1695000,339,18.6063,39.6395
340,4566.86,-1620.098388671875,4705.12,1700000,340,18.371,38.577
341,4346.77,-2130.3388671875,4649.23,1705000,341,29.9607,40.5454
342,4690.49,-1790.7835693359375,4807.34,1710000,342,22.0968,39.7518
343,4662.39,-1651.63134765625,4341.96,1715000,343,18.4036,39.2683
344,3119.67,-2658.233642578125,3773.22,1720000,344,41.7018,40.5374
345,3213.31,-2272.91162109375,4537.98,1725000,345,38.5298,40.6074
346,2777.89,-2168.265869140625,3791.49,1730000,346,22.3856,40.3915
347,2587.33,-2337.34033203125,3205.78,1735000,347,21.7352,40.6854
348,3451.21,-2164.34130859375,3025.02,1740000,348,29.184,40.3991
349,2232.57,-2607.50146484375,2974.57,1745000,349,30.8023,40.9475
350,2637.65,-2610.8798828125,2650.62,1750000,350,22.7456,41.0485
351,3282.5,-2427.687744140625,3218.33,1755000,351,28.6002,40.4549
352,4039.48,-2017.6126708984375,2987.1,1760000,352,19.9561,39.434
353,4115.2,-1944.365478515625,3841.64,1765000,353,17.129,38.9547
354,3391.07,-2317.09716796875,1701.28,1770000,354,21.5715,40.0607
355,3962.76,-2297.27880859375,4716.49,1775000,355,19.3645,39.25
356,4469.41,-1857.368408203125,4560.31,1780000,356,18.1212,39.4115
357,4550.73,-1845.5360107421875,4488.43,1785000,357,17.0143,38.9419
358,4550.89,-1860.71875,4513.48,1790000,358,16.7752,38.8665
359,4515.83,-2036.844970703125,4433.68,1795000,359,18.1011,39.3214
360,4533.49,-1865.0540771484375,4495.8,1800000,360,16.6047,38.7643
361,4580.63,-1895.2073974609375,4478.95,1805000,361,16.9128,38.9653
362,4391.51,-1861.928955078125,4541.13,1810000,362,16.8626,38.7155
363,4366.85,-1889.2969970703125,4464.28,1815000,363,16.7444,38.9596
364,4379.3,-2075.151123046875,4497.14,1820000,364,17.4958,38.7412
365,4235.92,-1925.3494873046875,4469.51,1825000,365,16.4411,38.5855
366,4249.17,-2024.299560546875,4539.47,1830000,366,16.1031,38.7855
367,4653.32,-1879.1806640625,4554.43,1835000,367,16.3093,38.4677
368,4161.07,-2331.596435546875,4530.86,1840000,368,16.5373,38.9753
369,4692.44,-1924.39697265625,4643.01,1845000,369,16.6615,38.4674
370,4525.46,-2188.960693359375,4563.51,1850000,370,18.1409,38.3879
371,4672.38,-2088.173095703125,4600.72,1855000,371,19.0507,38.4285
372,4712.54,-2084.825439453125,4665.27,1860000,372,16.0546,38.4805
373,4653.8,-2259.740234375,4604.67,1865000,373,16.6259,38.6453
374,4495.18,-2031.72998046875,4603.56,1870000,374,15.9052,37.9536
375,4675.3,-1946.7232666015625,4558.24,1875000,375,15.9547,38.0285
376,4670.83,-1979.17431640625,4587.59,1880000,376,16.3097,38.5797
377,4730.47,-1974.2689208984375,4638.09,1885000,377,16.2664,38.3194
378,4695.11,-2018.145751953125,4704.93,1890000,378,16.4469,38.1775
379,4567.61,-1983.2821044921875,4733.95,1895000,379,16.0055,37.9117
380,4691.05,-2041.078369140625,4678.6,1900000,380,16.5397,38.4845
381,4692.01,-2009.46826171875,4688.49,1905000,381,16.5934,38.444
382,4660.61,-2076.70654296875,4654.66,1910000,382,16.3603,38.2584
383,4726.67,-2033.2159423828125,4716.85,1915000,383,17.2651,38.5944
384,4686.62,-2223.674560546875,4691.38,1920000,384,18.7526,38.5608
