Running Reverse KL,Running Forward KL,Real Det Return,Itration,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return
159.1131,57.7114,-7.08,769,769,3845000,-7517.9560546875,-10.71
115.4576,56.0903,75.6,770,770,3850000,-11080.1259765625,22.56
97.9793,53.5442,208.91,771,771,3855000,-10958.40625,217.48
63.0787,50.3459,376.26,772,772,3860000,-10190.5205078125,476.66
31.8899,45.6518,2328.49,773,773,3865000,-10558.7431640625,1847.26
39.355,51.0829,241.86,774,774,3870000,-8637.2724609375,259.45
26.3803,45.5867,2950.24,775,775,3875000,-10924.5908203125,2960.08
43.6956,44.4133,1088.36,776,776,3880000,-9046.9013671875,1089.67
30.945,43.8362,2228.61,777,777,3885000,-10068.7626953125,2665.86
21.9205,43.574,3587.79,778,778,3890000,-10859.2470703125,3268.47
21.2778,43.4328,3932.68,779,779,3895000,-11079.2607421875,3573.97
21.4051,43.493,3866.81,780,780,3900000,-11124.3359375,3483.06
30.6501,43.9489,3504.19,781,781,3905000,-11151.302734375,3734.4
39.2165,44.2931,3347.84,782,782,3910000,-10825.0302734375,2976.04
21.2862,43.2847,3964.3,783,783,3915000,-11610.77734375,3963.56
23.0281,43.7544,2378.86,784,784,3920000,-11435.7392578125,3199.77
21.0016,43.3111,3852.86,785,785,3925000,-11749.4541015625,3951.75
21.7714,44.0203,3742.72,786,786,3930000,-12052.416015625,3787.69
20.1604,43.1311,3893.09,787,787,3935000,-12164.1962890625,4054.87
19.6889,43.4825,4227.48,788,788,3940000,-12338.86328125,4165.8
18.8179,43.0502,4270.38,789,789,3945000,-11785.828125,4282.01
19.5729,43.4563,2231.03,790,790,3950000,-12314.37109375,3829.48
22.4884,43.7677,3061.13,791,791,3955000,-11328.94921875,3889.14
19.481,43.2767,4238.05,792,792,3960000,-11957.708984375,4164.96
19.1415,43.4801,3730.23,793,793,3965000,-11954.3759765625,4320.32
20.4101,43.77,3668.76,794,794,3970000,-11664.9208984375,4367.32
19.6203,43.0128,4329.74,795,795,3975000,-11846.2431640625,4418.57
19.9271,43.5565,4243.89,796,796,3980000,-11830.7021484375,4351.93
18.6659,43.3535,4378.96,797,797,3985000,-11609.4375,4302.5
20.0715,43.4706,4251.93,798,798,3990000,-11567.7802734375,3742.42
18.2642,43.2207,4143.07,799,799,3995000,-11499.5390625,4138.88
18.9108,43.5211,4125.51,800,800,4000000,-11765.96875,4069.25
18.3189,42.9045,4253.73,801,801,4005000,-11593.904296875,4147.53
18.419,43.3252,4110.4,802,802,4010000,-11578.927734375,3818.72
17.6932,43.8479,4000.75,803,803,4015000,-11808.03125,3866.34
18.3671,43.4709,4403.56,804,804,4020000,-11565.3837890625,4355.69
19.4679,43.9199,4229.62,805,805,4025000,-11561.4580078125,3993.57
19.2879,45.1792,3478.65,806,806,4030000,-11414.7119140625,3505.67
17.7444,43.4898,4322.77,807,807,4035000,-11978.9248046875,4328.1
19.2291,43.3555,4432.18,808,808,4040000,-11852.873046875,4062.52
19.243,43.0551,3648.25,809,809,4045000,-11999.2568359375,3753.33
16.21,43.3601,3972.21,810,810,4050000,-11908.9697265625,4281.84
17.1007,44.1665,3117.76,811,811,4055000,-12006.04296875,3837.38
16.4913,43.2727,3947.69,812,812,4060000,-12262.365234375,3723.01
18.7835,44.0654,3526.86,813,813,4065000,-11893.5068359375,3135.49
16.3214,44.5551,3046.29,814,814,4070000,-12092.93359375,3529.21
17.6169,43.92,4104.27,815,815,4075000,-12188.6044921875,4001.05
18.3038,43.4361,4209.55,816,816,4080000,-12257.826171875,4088.59
19.8664,43.3288,4397.75,817,817,4085000,-12324.482421875,4257.76
18.3376,43.9862,3906.98,818,818,4090000,-12528.0302734375,3871.02
19.1987,43.705,4327.21,819,819,4095000,-12284.5078125,4176.31
19.7114,43.4169,4415.59,820,820,4100000,-12397.4658203125,4277.45
20.4588,43.3815,4049.7,821,821,4105000,-12096.4951171875,4280.19
17.9078,43.1025,4373.65,822,822,4110000,-12322.9541015625,4107.4
19.6902,43.2393,4416.66,823,823,4115000,-12528.2880859375,4434.68
21.6403,43.5231,4308.17,824,824,4120000,-12414.95703125,4373.89
19.4197,43.5976,4381.17,825,825,4125000,-12383.1923828125,4275.99
19.4941,43.7011,4287.96,826,826,4130000,-12508.787109375,4211.41
19.8265,43.5609,4388.87,827,827,4135000,-12725.9873046875,4381.54
21.5944,43.506,4438.49,828,828,4140000,-12412.755859375,4456.08
18.5474,43.5864,4504.44,829,829,4145000,-12505.0888671875,4450.25
18.3269,43.9399,4461.17,830,830,4150000,-12265.3388671875,3760.65
19.206,43.2894,4458.32,831,831,4155000,-12640.0810546875,4438.63
18.7644,43.5202,4250.73,832,832,4160000,-12334.412109375,3889.19
16.966,44.2592,3686.07,833,833,4165000,-11997.3349609375,3477.3
18.0965,43.7428,4435.2,834,834,4170000,-12542.80078125,4036.32
19.4424,43.5595,4398.74,835,835,4175000,-12282.470703125,4432.21
19.3034,43.4235,4395.14,836,836,4180000,-12587.9482421875,4361.8
18.5013,43.8496,4368.77,837,837,4185000,-12428.3525390625,4195.33
19.1834,43.6713,4525.61,838,838,4190000,-12396.2861328125,4465.76
19.5771,43.6057,4520.01,839,839,4195000,-12627.697265625,4456.94
18.9798,43.6846,4383.73,840,840,4200000,-12676.1669921875,4229.46
19.8431,43.6417,4372.72,841,841,4205000,-12714.728515625,4430.51
19.7049,43.271,4372.22,842,842,4210000,-12546.41015625,4315.93
23.1304,44.3878,4377.57,843,843,4215000,-12891.9599609375,4412.86
19.9218,44.3046,4453.53,844,844,4220000,-12615.123046875,4259.54
19.2847,43.5911,4511.99,845,845,4225000,-12499.0498046875,4409.97
18.6275,43.9791,4462.26,846,846,4230000,-12708.8564453125,4291.92
18.3013,43.5566,4543.89,847,847,4235000,-12452.4248046875,3893.74
21.9434,52.0957,352.09,848,848,4240000,-10883.181640625,302.45
18.5021,49.4933,401.37,849,849,4245000,-11766.6455078125,376.5
14.9123,48.8993,481.32,850,850,4250000,-11701.435546875,467.12
17.0608,45.109,3563.34,851,851,4255000,-12323.5078125,2784.29
20.7468,43.6265,4373.27,852,852,4260000,-11839.3818359375,4316.37
19.6144,43.8675,3927.12,853,853,4265000,-12516.185546875,3790.87
19.1094,43.9349,2720.42,854,854,4270000,-12138.837890625,3792.7
19.5829,44.7048,4578.51,855,855,4275000,-12517.4921875,4573.62
20.8846,44.8131,4541.64,856,856,4280000,-12821.146484375,4516.83
19.6949,44.4833,4617.22,857,857,4285000,-12454.501953125,4517.49
19.5784,44.2037,4542.66,858,858,4290000,-12582.7265625,4508.7
19.9679,44.0649,4504.59,859,859,4295000,-12467.03515625,4310.03
19.3979,44.2629,4487.84,860,860,4300000,-12688.5283203125,4445.28
18.3672,43.7918,4532.16,861,861,4305000,-12746.64453125,4247.48
18.1391,44.1536,4488.42,862,862,4310000,-12636.4794921875,4224.81
18.0585,43.6083,4479.27,863,863,4315000,-12371.177734375,4402.92
19.5804,44.5458,4458.63,864,864,4320000,-12753.0458984375,4149.39
20.0155,43.7558,4452.73,865,865,4325000,-12830.876953125,4347.54
20.5481,44.3681,4446.91,866,866,4330000,-12815.9501953125,4339.93
19.9511,43.5091,4497.67,867,867,4335000,-12684.3486328125,4436.37
20.031,43.6384,4474.98,868,868,4340000,-12709.861328125,4485.37
20.3955,44.1524,4477.75,869,869,4345000,-12745.892578125,4281.76
20.706,44.102,4478.81,870,870,4350000,-12476.4541015625,4249.48
20.4745,44.1916,4481.07,871,871,4355000,-12582.189453125,4482.71
18.6306,43.7094,4474.15,872,872,4360000,-12589.013671875,4219.63
20.0464,43.8283,4383.45,873,873,4365000,-12937.66796875,4398.07
20.7649,43.6698,4495.86,874,874,4370000,-12443.8232421875,4360.77
19.2431,44.0472,4443.57,875,875,4375000,-12912.49609375,4235.08
19.6493,44.1104,4429.46,876,876,4380000,-12893.3642578125,4403.12
19.8934,43.9023,4459.92,877,877,4385000,-12361.1611328125,4408.52
18.9051,43.5975,4394.91,878,878,4390000,-12845.9990234375,4297.25
19.0533,43.1755,4468.63,879,879,4395000,-12682.189453125,4423.54
19.0675,43.7986,4466.2,880,880,4400000,-12844.1689453125,4237.85
19.8398,43.6355,4425.24,881,881,4405000,-12482.31640625,4404.71
18.6681,43.7784,4438.57,882,882,4410000,-12718.5556640625,4268.88
17.9157,44.6991,4425.39,883,883,4415000,-12800.73046875,4390.38
19.0788,43.8853,4478.68,884,884,4420000,-12734.2646484375,4448.89
19.3409,44.0936,4461.35,885,885,4425000,-12668.4853515625,4422.55
19.281,43.5545,4463.9,886,886,4430000,-12654.1025390625,4437.63
19.0416,43.7735,4495.19,887,887,4435000,-12708.267578125,4228.82
19.3001,43.6269,4474.32,888,888,4440000,-12688.115234375,4354.72
19.4022,43.8252,4477.58,889,889,4445000,-12878.591796875,4442.86
20.0069,43.8328,4492.9,890,890,4450000,-13032.69921875,4453.22
19.5481,43.546,4473.17,891,891,4455000,-13033.68359375,4436.96
19.7055,43.8506,4478.96,892,892,4460000,-12945.1640625,4234.41
19.5198,43.8546,4314.63,893,893,4465000,-12923.7041015625,4266.42
18.7908,43.9736,2873.93,894,894,4470000,-13008.640625,3664.28
17.771,44.3043,4511.97,895,895,4475000,-13031.1240234375,3649.85
18.2531,44.6021,4575.38,896,896,4480000,-13126.1806640625,4532.27
19.6168,44.2443,4589.82,897,897,4485000,-12953.611328125,4157.92
20.0016,43.7043,4513.7,898,898,4490000,-13280.228515625,4490.23
20.1342,44.2417,4513.83,899,899,4495000,-13191.0703125,4044.12
20.0316,44.0343,4538.04,900,900,4500000,-13343.2294921875,4515.47
19.9088,44.2983,4525.18,901,901,4505000,-13294.0849609375,4255.57
18.8981,43.9161,4557.28,902,902,4510000,-13363.8291015625,4501.77
16.6955,44.6135,4431.3,903,903,4515000,-13328.6572265625,2590.29
28.3345,51.9396,6.48,904,904,4520000,-14294.7890625,2.22
57.3986,50.568,493.12,905,905,4525000,-12350.908203125,454.67
44.2441,50.1345,1092.55,906,906,4530000,-13329.7919921875,875.0
18.2027,47.7826,1136.16,907,907,4535000,-13136.2529296875,1075.45
30.2717,46.2608,1885.26,908,908,4540000,-13158.365234375,1542.02
35.1937,46.2939,1141.75,909,909,4545000,-13095.71484375,1414.91
31.0688,46.4686,3306.32,910,910,4550000,-11906.50390625,3580.46
31.6061,45.9053,1665.61,911,911,4555000,-11788.2216796875,1341.83
24.8397,45.1567,3195.13,912,912,4560000,-12459.8837890625,3248.49
32.6423,46.2724,760.6,913,913,4565000,-12067.078125,2236.33
24.4397,45.0813,3557.14,914,914,4570000,-12852.5888671875,3064.98
25.3789,45.5347,3877.87,915,915,4575000,-13370.7353515625,3866.29
25.2475,46.0431,4083.38,916,916,4580000,-13777.119140625,4111.6
24.222,46.2548,3764.56,917,917,4585000,-14184.341796875,3690.74
21.2617,45.6667,3798.46,918,918,4590000,-13639.6728515625,3899.49
21.6329,44.812,3831.04,919,919,4595000,-13061.1611328125,4071.28
19.8074,44.2534,3906.47,920,920,4600000,-13247.2353515625,4038.26
21.2504,44.4923,4016.98,921,921,4605000,-12906.15234375,3921.51
19.1631,44.1448,4065.33,922,922,4610000,-13104.23046875,4037.84
18.739,44.1218,3687.39,923,923,4615000,-13033.9833984375,3716.43
18.2478,43.6998,3527.32,924,924,4620000,-13059.3466796875,3561.36
19.281,43.9054,4279.37,925,925,4625000,-13212.404296875,4202.78
18.8676,43.7551,4131.41,926,926,4630000,-13228.2392578125,4322.06
19.0318,43.5719,4214.68,927,927,4635000,-13162.28515625,4155.11
20.0859,43.8337,4170.31,928,928,4640000,-13125.486328125,4309.01
20.5191,44.1733,4122.03,929,929,4645000,-13411.869140625,4384.81
20.9018,44.5046,4062.57,930,930,4650000,-13528.5126953125,4403.17
19.9108,44.2286,3702.42,931,931,4655000,-13531.1181640625,4274.86
19.618,43.9599,4234.4,932,932,4660000,-13144.12109375,4350.9
19.6716,44.3711,4396.46,933,933,4665000,-13136.787109375,4134.26
19.69,44.4189,4321.78,934,934,4670000,-13310.8486328125,3989.25
19.6961,44.4316,4396.08,935,935,4675000,-13316.38671875,4122.68
19.956,44.2503,4513.25,936,936,4680000,-13356.587890625,4451.51
19.4136,44.0559,4374.74,937,937,4685000,-13348.8994140625,4261.61
20.2616,44.0018,4442.97,938,938,4690000,-13463.640625,4494.32
19.5729,43.9133,4521.82,939,939,4695000,-13442.8466796875,4472.97
19.5027,43.9639,4584.39,940,940,4700000,-12874.86328125,4582.29
18.5598,43.5074,4604.23,941,941,4705000,-12938.9873046875,4535.01
19.6055,43.9709,4639.82,942,942,4710000,-13255.48828125,4360.54
20.2565,44.0229,4581.16,943,943,4715000,-13013.80078125,4565.1
20.0943,44.2404,4592.88,944,944,4720000,-13084.7822265625,4341.6
21.8336,44.3379,4621.45,945,945,4725000,-13190.1220703125,3752.49
20.2437,43.9656,4596.18,946,946,4730000,-13417.1611328125,4292.78
30.1803,44.9825,4586.16,947,947,4735000,-12793.2724609375,3644.39
27.5575,44.6691,4520.59,948,948,4740000,-13192.6083984375,3066.14
28.0276,52.1215,210.2,949,949,4745000,-13312.9365234375,214.18
28.5113,46.1463,1286.83,950,950,4750000,-12995.0068359375,1301.42
22.5177,44.3047,2798.81,951,951,4755000,-12982.9443359375,3211.56
24.9341,44.9753,3954.7,952,952,4760000,-12751.9794921875,3770.32
23.7319,44.5215,2322.36,953,953,4765000,-12439.037109375,3591.57
24.1415,45.6583,4499.79,954,954,4770000,-14283.259765625,4233.24
56.361,46.421,3090.4,955,955,4775000,-12544.763671875,2238.12
22.8101,44.157,4538.83,956,956,4780000,-13607.4443359375,4534.23
22.6049,44.5473,4627.27,957,957,4785000,-13461.587890625,4626.39
23.5826,45.2208,4570.05,958,958,4790000,-14199.0390625,4542.31
22.7593,44.6556,4509.15,959,959,4795000,-14122.955078125,4435.3
22.0894,44.1727,4578.49,960,960,4800000,-13791.09765625,4495.78
22.6525,44.5989,4570.82,961,961,4805000,-13856.9560546875,4526.76
21.7102,44.1977,4577.47,962,962,4810000,-13671.5068359375,4422.89
20.9996,44.4499,4573.14,963,963,4815000,-13647.8916015625,4061.02
20.8072,43.9982,4533.09,964,964,4820000,-13486.689453125,4344.16
20.1552,43.6707,4544.02,965,965,4825000,-13444.6220703125,4356.48
22.053,44.1187,4554.15,966,966,4830000,-13902.7001953125,4516.59
21.2166,44.1043,4546.74,967,967,4835000,-13906.1357421875,4503.36
22.4389,44.3243,4598.84,968,968,4840000,-13485.087890625,4383.97
21.2308,43.9903,4544.0,969,969,4845000,-13519.8662109375,4528.12
21.9281,43.9063,4543.18,970,970,4850000,-13436.255859375,4184.5
21.5933,43.5154,4565.57,971,971,4855000,-13260.0419921875,4497.87
20.9328,43.4958,4551.22,972,972,4860000,-13596.44140625,4521.32
21.2905,44.2536,4546.04,973,973,4865000,-13807.19140625,4538.22
21.4794,44.1512,4516.14,974,974,4870000,-13640.00390625,4499.51
20.983,44.0403,4507.15,975,975,4875000,-13363.1689453125,4514.3
20.6211,43.8161,4561.84,976,976,4880000,-13518.6435546875,4571.18
20.803,43.4327,4553.22,977,977,4885000,-13402.8994140625,4556.43
21.6906,43.8858,4529.16,978,978,4890000,-13596.080078125,4538.91
21.3978,44.0169,4552.82,979,979,4895000,-13208.3662109375,4583.98
21.9918,44.3802,4623.23,980,980,4900000,-13640.6591796875,4611.02
21.9113,43.9925,4575.3,981,981,4905000,-13842.68359375,4586.91
21.5445,44.0942,4559.03,982,982,4910000,-13376.7880859375,4566.36
21.9466,44.2889,4548.26,983,983,4915000,-13558.5263671875,4564.58
21.1289,43.9969,4517.37,984,984,4920000,-13233.2529296875,4570.51
21.6752,44.096,4564.87,985,985,4925000,-13571.37890625,4584.75
21.8908,44.2718,4515.16,986,986,4930000,-13558.2890625,4544.64
20.6869,44.0004,4555.89,987,987,4935000,-13462.9111328125,4515.5
20.9533,43.8675,4562.78,988,988,4940000,-13715.57421875,4563.87
20.7826,43.7255,4514.7,989,989,4945000,-13547.13671875,4544.99
20.9841,44.1661,4530.22,990,990,4950000,-13650.5625,4516.74
20.5973,43.9451,4517.1,991,991,4955000,-13680.3876953125,4511.17
20.9396,43.9384,4563.52,992,992,4960000,-13585.439453125,4529.5
20.9066,43.9847,4521.95,993,993,4965000,-14154.8994140625,4512.23
21.4614,44.2079,4529.92,994,994,4970000,-14254.0126953125,4514.9
21.3674,43.9223,4553.93,995,995,4975000,-13594.0703125,4567.32
22.1047,44.2742,4548.42,996,996,4980000,-13991.3671875,4527.72
20.6747,44.5736,4538.43,997,997,4985000,-14128.5263671875,4490.15
20.9775,44.0932,4576.86,998,998,4990000,-14181.357421875,4535.37
21.4588,44.486,4540.86,999,999,4995000,-14195.8671875,4547.01
21.6011,44.2127,4498.41,1000,1000,5000000,-14096.9501953125,4526.16
21.0822,44.3561,4534.18,1001,1001,5005000,-13973.7412109375,4513.36
21.8205,44.0093,4509.79,1002,1002,5010000,-14090.2958984375,4495.92
20.7905,43.6833,4493.18,1003,1003,5015000,-13979.5244140625,4489.26
20.9206,44.3244,4531.82,1004,1004,5020000,-13724.513671875,4514.24
21.2248,44.2978,4513.46,1005,1005,5025000,-14015.552734375,4515.23
21.2864,44.1848,4497.76,1006,1006,5030000,-14083.3642578125,4482.72
22.4399,44.4389,4484.54,1007,1007,5035000,-14524.7998046875,4467.97
21.5986,44.4616,4480.35,1008,1008,5040000,-13919.830078125,4492.18
21.24,44.0341,4606.52,1009,1009,5045000,-13955.3466796875,4448.8
21.4265,44.0949,4522.19,1010,1010,5050000,-13980.357421875,4523.6
20.8957,44.141,4519.01,1011,1011,5055000,-13789.3671875,4506.95
20.3288,43.7938,4483.92,1012,1012,5060000,-13873.43359375,4456.83
19.8616,44.0189,4544.48,1013,1013,5065000,-13635.8994140625,4509.85
20.8196,44.1188,4523.66,1014,1014,5070000,-13652.6240234375,4526.7
20.4599,43.5401,4595.92,1015,1015,5075000,-13759.740234375,4566.37
20.7668,43.9212,4562.93,1016,1016,5080000,-13430.27734375,4544.76
20.639,44.2411,4500.31,1017,1017,5085000,-13888.7080078125,4490.27
21.1507,44.2658,4476.75,1018,1018,5090000,-13661.86328125,4460.58
20.4936,43.9451,4451.63,1019,1019,5095000,-13669.828125,4428.29
20.6068,44.0032,4508.54,1020,1020,5100000,-13756.33984375,4488.71
20.5657,43.8443,4505.5,1021,1021,5105000,-13642.9306640625,4473.91
20.1631,43.542,4529.61,1022,1022,5110000,-13688.57421875,4510.63
20.797,43.9698,4483.35,1023,1023,5115000,-13811.927734375,4479.38
20.7387,43.5592,4482.56,1024,1024,5120000,-13818.9052734375,4478.66
20.7023,44.1065,4549.22,1025,1025,5125000,-13819.2119140625,4542.27
20.3301,43.3812,4494.28,1026,1026,5130000,-13721.7333984375,4514.8
20.6902,44.0806,4515.72,1027,1027,5135000,-13616.8427734375,4508.59
20.6842,43.4019,4538.47,1028,1028,5140000,-13431.146484375,4516.15
20.97,43.727,4572.65,1029,1029,5145000,-13491.0830078125,4577.38
20.8125,43.9467,4527.93,1030,1030,5150000,-13839.431640625,4523.2
21.0171,44.4007,4484.23,1031,1031,5155000,-13971.60546875,4442.36
21.569,44.2508,4472.41,1032,1032,5160000,-14047.044921875,4442.38
21.0966,43.7543,4472.76,1033,1033,5165000,-13726.15625,4472.03
20.4022,44.2303,4441.97,1034,1034,5170000,-13779.4169921875,4429.96
21.3539,44.2141,4468.06,1035,1035,5175000,-13925.4775390625,4453.69
21.3514,44.492,4451.17,1036,1036,5180000,-13885.046875,4442.56
20.94,44.0282,4463.93,1037,1037,5185000,-13571.931640625,4351.02
21.9567,44.2727,4513.75,1038,1038,5190000,-13894.755859375,4505.07
21.2875,44.4519,4486.51,1039,1039,5195000,-13935.119140625,4482.49
21.3404,44.3402,4477.46,1040,1040,5200000,-13981.1572265625,4477.51
21.8282,44.3902,4476.6,1041,1041,5205000,-13876.9453125,4478.45
19.2725,43.7979,4516.98,1042,1042,5210000,-13220.427734375,4253.98
23.3841,50.0441,343.91,1043,1043,5215000,-12180.56640625,320.48
22.5556,45.1248,4284.37,1044,1044,5220000,-14497.451171875,4339.92
22.6879,44.7091,4406.54,1045,1045,5225000,-14242.0712890625,4403.71
100.4428,56.1753,97.89,1046,1046,5230000,-11044.4580078125,25.23
87.9724,53.4535,224.14,1047,1047,5235000,-11474.8681640625,182.33
29.7982,49.4336,519.68,1048,1048,5240000,-12518.9248046875,548.74
25.9857,48.5582,479.25,1049,1049,5245000,-13178.5751953125,396.52
23.8053,47.2005,1711.97,1050,1050,5250000,-12526.7490234375,1385.15
19.1019,46.0342,2072.64,1051,1051,5255000,-13305.0322265625,2041.04
28.1322,45.5656,3318.0,1052,1052,5260000,-14383.380859375,2997.98
29.5323,46.7445,3053.66,1053,1053,5265000,-14814.4189453125,3368.78
25.8269,45.8881,3662.36,1054,1054,5270000,-14358.0224609375,3475.1
