Running Reverse KL,Running Forward KL,Real Det Return,Itration,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return
46.7532,47.0508,1041.47,30,30,150000,-262.1114807128906,994.21
37.1924,47.6356,1167.09,31,31,155000,-248.1134490966797,1010.79
26.7309,47.32,1400.33,32,32,160000,-319.06646728515625,912.89
39.6355,47.7509,1552.73,33,33,165000,-275.0127258300781,1188.6
40.4439,46.8918,1941.94,34,34,170000,-293.28167724609375,1212.22
44.3579,46.5712,2151.37,35,35,175000,-295.9093322753906,1327.86
33.6372,47.6683,1413.95,36,36,180000,-270.7385559082031,1197.1
26.2515,46.3437,1890.28,37,37,185000,-261.3775634765625,1122.27
38.0988,47.5245,1066.06,38,38,190000,-277.0733642578125,999.2
27.68,46.4551,2148.68,39,39,195000,-265.783203125,1720.13
27.3715,47.6579,1369.86,40,40,200000,-305.7755126953125,1205.9
30.9342,46.33,2579.32,41,41,205000,-300.1887512207031,1533.97
30.7343,46.8016,1545.73,42,42,210000,-306.6011047363281,1188.32
34.0406,46.7002,1129.17,43,43,215000,-348.2373962402344,1128.73
32.9424,47.5242,1191.77,44,44,220000,-328.2121887207031,1053.87
28.8905,46.8589,2027.22,45,45,225000,-360.99725341796875,1470.88
18.3187,46.239,2940.83,46,46,230000,-274.5466613769531,2906.11
26.0077,46.7118,3158.68,47,47,235000,-339.7080993652344,2395.45
23.2177,46.9275,2334.85,48,48,240000,-317.1322326660156,1906.64
27.5538,46.0757,2663.58,49,49,245000,-387.0411376953125,1888.34
24.9759,46.3336,1849.09,50,50,250000,-371.018310546875,1812.58
35.3856,47.2442,1836.51,51,51,255000,-373.5342712402344,1399.51
23.4429,46.8107,3508.64,52,52,260000,-350.17205810546875,2612.03
23.4354,46.6354,3111.0,53,53,265000,-388.4999694824219,2041.55
25.6756,46.5887,2214.96,54,54,270000,-370.4206237792969,1615.0
18.7121,46.5182,2403.89,55,55,275000,-389.5537109375,2185.45
28.6923,46.6634,2554.16,56,56,280000,-397.279296875,1870.83
25.756,46.49,3625.08,57,57,285000,-424.8280029296875,1891.17
22.2949,46.2473,3178.73,58,58,290000,-418.5485534667969,2097.05
23.3466,46.5951,2763.42,59,59,295000,-415.06231689453125,1898.76
17.1295,46.7629,3446.12,60,60,300000,-436.7182922363281,2526.06
16.6656,46.4688,2110.31,61,61,305000,-481.0440368652344,1761.3
14.153,46.4835,2367.49,62,62,310000,-542.0938720703125,1669.98
28.4499,46.4283,2310.59,63,63,315000,-411.3138732910156,1511.93
18.4954,46.3516,2050.25,64,64,320000,-512.70068359375,1820.63
15.2429,45.5926,2738.56,65,65,325000,-450.7790222167969,2157.21
17.5092,46.3877,2772.32,66,66,330000,-508.4601745605469,2023.36
16.5493,46.3591,3358.22,67,67,335000,-510.5528259277344,1494.45
15.1453,46.1953,2981.86,68,68,340000,-510.40411376953125,1800.37
16.8718,45.8569,1814.29,69,69,345000,-559.6473999023438,1296.32
16.0657,45.5323,3583.16,70,70,350000,-513.4563598632812,2113.79
19.6459,46.5102,2832.29,71,71,355000,-566.6763916015625,1955.76
18.1549,46.4841,3569.72,72,72,360000,-476.8365783691406,2385.54
19.0538,46.3057,3285.27,73,73,365000,-466.9601745605469,2116.79
16.1193,46.3257,3337.63,74,74,370000,-513.490478515625,2207.39
13.8999,46.2224,3219.07,75,75,375000,-608.8390502929688,2358.34
16.6341,46.2642,2418.01,76,76,380000,-513.3735961914062,2291.48
15.8717,45.4902,2520.33,77,77,385000,-537.3486938476562,2209.94
17.9845,46.1932,3309.23,78,78,390000,-454.66107177734375,3042.54
16.3821,45.752,3351.85,79,79,395000,-515.3898315429688,2530.35
15.9582,45.8924,3211.34,80,80,400000,-475.30877685546875,2589.38
15.3347,46.2797,3450.0,81,81,405000,-553.47216796875,2607.94
14.4393,45.9951,2619.04,82,82,410000,-640.7532958984375,2045.1
19.7568,46.1825,3440.71,83,83,415000,-466.1894836425781,3205.58
15.2765,45.958,2606.93,84,84,420000,-550.0877685546875,2118.62
15.7521,45.9047,3347.41,85,85,425000,-538.95654296875,2795.41
19.0125,45.587,2814.2,86,86,430000,-574.4059448242188,2231.4
17.2013,45.8945,3787.99,87,87,435000,-514.720458984375,2779.89
19.7308,45.8851,3341.89,88,88,440000,-539.1759033203125,2365.71
14.0807,45.9417,3320.78,89,89,445000,-642.595947265625,1953.87
15.6719,45.0334,3253.57,90,90,450000,-562.3408203125,2691.78
16.3085,46.244,3776.11,91,91,455000,-667.8638916015625,2208.53
19.2207,45.7926,3690.1,92,92,460000,-536.255615234375,2504.54
14.0955,45.6811,3319.42,93,93,465000,-614.5186767578125,2764.23
15.6909,45.7743,3450.62,94,94,470000,-591.4686889648438,1852.08
16.2782,46.648,3342.04,95,95,475000,-642.32080078125,2471.51
17.2403,45.5243,3440.75,96,96,480000,-577.6668090820312,2228.23
18.2343,45.9908,3554.89,97,97,485000,-545.894287109375,3482.54
16.0239,45.4168,3218.66,98,98,490000,-593.1997680664062,3439.71
17.0276,45.467,3415.0,99,99,495000,-561.4801635742188,2892.89
18.0133,46.1547,3283.24,100,100,500000,-603.3665161132812,3307.9
23.6354,46.389,3665.05,101,101,505000,-711.1409301757812,2453.27
15.9303,45.2586,3316.87,102,102,510000,-601.12890625,3083.34
17.9199,45.7612,2559.97,103,103,515000,-710.2353515625,3124.41
17.8559,45.4251,3290.76,104,104,520000,-604.9251098632812,2890.7
15.0128,45.3326,3837.03,105,105,525000,-686.9815673828125,2884.49
14.8972,45.3312,3268.8,106,106,530000,-674.5842895507812,3156.95
16.8781,45.6058,3611.04,107,107,535000,-640.8992919921875,3137.32
15.7916,45.5133,3424.44,108,108,540000,-720.1957397460938,2647.19
18.4227,45.1398,3485.59,109,109,545000,-658.8421020507812,2997.57
20.2985,45.5911,3630.47,110,110,550000,-692.80224609375,3270.12
16.3296,45.1437,3335.55,111,111,555000,-673.2567138671875,3247.43
17.5648,45.2683,3519.62,112,112,560000,-653.2958374023438,3100.9
18.8526,46.2688,3707.62,113,113,565000,-802.3049926757812,3131.39
17.9021,45.7607,3749.79,114,114,570000,-742.7247314453125,3613.77
16.8978,45.6201,3392.25,115,115,575000,-717.090576171875,3494.4
19.0059,45.6027,3625.03,116,116,580000,-668.5667114257812,3527.94
18.7395,45.1482,3687.13,117,117,585000,-663.84814453125,3552.33
15.2248,45.9707,3362.6,118,118,590000,-833.1890258789062,2616.11
17.9678,45.9283,3380.37,119,119,595000,-724.4497680664062,3462.86
17.3186,45.2603,3519.06,120,120,600000,-749.2531127929688,3515.96
16.9168,45.1946,3404.15,121,121,605000,-713.5596923828125,3518.1
19.7065,45.4699,3452.32,122,122,610000,-788.0062255859375,3570.69
17.6599,45.4902,3110.81,123,123,615000,-727.0878295898438,3499.25
17.4716,45.4724,3639.19,124,124,620000,-754.293701171875,3342.63
17.7161,45.4166,3733.34,125,125,625000,-730.0230102539062,3501.92
18.0605,46.1722,3658.7,126,126,630000,-815.0548095703125,3137.36
17.8745,45.4281,2762.06,127,127,635000,-746.5086059570312,3237.35
17.4474,45.3964,3883.71,128,128,640000,-824.9790649414062,3307.29
18.2147,45.7616,3867.67,129,129,645000,-791.6885375976562,3673.74
15.1725,45.0466,3598.54,130,130,650000,-824.1498413085938,3025.01
18.6758,45.7682,3531.03,131,131,655000,-774.84033203125,3766.51
20.6401,46.0466,3625.89,132,132,660000,-769.2311401367188,3439.45
18.1003,45.5844,3515.13,133,133,665000,-785.2925415039062,3530.83
19.7597,45.7069,3621.02,134,134,670000,-824.7984619140625,2951.3
19.2729,45.6315,3535.45,135,135,675000,-805.28662109375,3693.76
20.155,46.01,3736.13,136,136,680000,-869.7676391601562,3884.38
18.8143,45.5522,3502.35,137,137,685000,-874.76220703125,3751.97
19.414,45.4277,3733.63,138,138,690000,-874.78759765625,3621.83
18.1436,45.2716,3665.12,139,139,695000,-813.4429321289062,3725.19
18.3969,45.3175,3580.44,140,140,700000,-874.85302734375,3617.83
16.3307,45.058,3824.33,141,141,705000,-918.7255249023438,3474.2
18.8333,45.3529,3761.87,142,142,710000,-850.33251953125,3713.19
18.0687,45.5137,3383.93,143,143,715000,-842.4279174804688,3555.71
18.7997,45.5694,3581.14,144,144,720000,-887.4273071289062,3581.04
18.1116,45.5268,3793.86,145,145,725000,-944.7421875,3710.1
18.662,45.1072,3707.3,146,146,730000,-857.0628051757812,3597.83
20.1191,46.0987,3531.61,147,147,735000,-898.1588134765625,3650.25
18.3475,45.6284,3494.05,148,148,740000,-938.5238037109375,3723.63
18.2685,45.4101,3733.23,149,149,745000,-914.6776123046875,3748.48
19.8674,45.827,3922.63,150,150,750000,-901.7518310546875,3598.23
18.7738,45.2802,3737.27,151,151,755000,-938.5537719726562,3842.6
18.0732,45.5943,3678.38,152,152,760000,-939.2813110351562,3741.18
21.1693,45.8936,3943.17,153,153,765000,-938.95458984375,3947.98
19.314,45.3192,3712.14,154,154,770000,-963.1332397460938,3575.96
19.9563,45.5761,3699.2,155,155,775000,-979.5055541992188,3078.56
17.6629,45.3614,3622.84,156,156,780000,-975.51611328125,3718.02
19.2496,45.6518,3794.94,157,157,785000,-960.9766845703125,3925.04
17.4718,45.4042,3406.58,158,158,790000,-1018.759033203125,3552.01
18.9804,45.1767,3930.87,159,159,795000,-964.9579467773438,3902.29
17.9766,44.8013,3896.19,160,160,800000,-995.61376953125,3713.08
17.9382,45.1859,3629.24,161,161,805000,-1056.6312255859375,3803.23
18.5728,45.4268,4018.18,162,162,810000,-1002.3956298828125,3449.82
20.3912,45.4086,3995.3,163,163,815000,-935.8200073242188,3931.39
19.727,44.7486,3877.62,164,164,820000,-1000.3714599609375,3978.01
18.6718,45.2356,3905.4,165,165,825000,-1077.2821044921875,3660.77
18.9195,44.7905,3909.73,166,166,830000,-1016.7759399414062,3528.82
17.5687,44.6989,3847.78,167,167,835000,-1068.3865966796875,3802.41
18.8776,45.0744,3870.55,168,168,840000,-1041.988037109375,3853.35
19.1663,45.063,3958.25,169,169,845000,-1096.901123046875,3931.8
20.1603,45.1311,3824.68,170,170,850000,-1050.84716796875,3797.1
17.6872,44.8458,3679.13,171,171,855000,-1120.42578125,3641.55
18.7198,45.2585,3895.98,172,172,860000,-1115.939697265625,3861.18
17.9808,44.8286,3536.37,173,173,865000,-1099.449951171875,3413.1
20.0198,44.8945,3950.39,174,174,870000,-1082.2489013671875,3795.71
17.6136,45.1511,3913.76,175,175,875000,-1147.9964599609375,3794.2
18.7556,45.058,3796.57,176,176,880000,-1150.4010009765625,3816.97
18.1427,45.1949,3782.12,177,177,885000,-1230.133544921875,3937.62
18.3762,45.1114,3951.98,178,178,890000,-1171.7760009765625,3895.57
19.1044,45.0953,3851.24,179,179,895000,-1188.6258544921875,3690.04
17.9289,45.2344,3720.83,180,180,900000,-1236.9151611328125,3802.5
18.049,45.0963,3904.53,181,181,905000,-1206.1683349609375,3856.52
18.404,45.0514,3677.15,182,182,910000,-1242.5802001953125,3996.9
17.4893,44.6451,3908.72,183,183,915000,-1182.1270751953125,3817.64
20.4578,45.5801,3970.78,184,184,920000,-1192.4378662109375,3909.25
19.643,45.0442,3871.38,185,185,925000,-1173.3450927734375,3930.35
17.6503,44.6908,3843.66,186,186,930000,-1202.19580078125,3894.48
16.7013,44.9005,3859.06,187,187,935000,-1310.306640625,3852.42
19.9512,45.0736,3976.71,188,188,940000,-1324.024169921875,3940.54
17.8223,45.1747,3859.45,189,189,945000,-1299.166748046875,3829.64
19.5933,45.0152,3968.65,190,190,950000,-1270.5518798828125,3972.23
17.8662,45.1184,3811.21,191,191,955000,-1355.88720703125,3763.78
17.1509,44.8533,3920.87,192,192,960000,-1291.6011962890625,3812.34
17.826,45.1258,3804.93,193,193,965000,-1356.9970703125,3815.38
17.981,45.4112,3827.3,194,194,970000,-1348.2427978515625,3799.87
16.6944,45.2693,3626.97,195,195,975000,-1415.4921875,3809.02
18.9507,45.1887,3879.36,196,196,980000,-1362.9473876953125,3912.15
21.6039,46.1222,4018.31,197,197,985000,-1335.7232666015625,3872.73
18.2364,44.8502,3665.23,198,198,990000,-1378.8348388671875,3855.94
18.276,45.0197,3953.05,199,199,995000,-1405.69873046875,3978.51
18.6921,44.668,3938.71,200,200,1000000,-1379.0552978515625,3946.15
18.7809,44.7007,3943.49,201,201,1005000,-1441.5679931640625,3724.97
17.7966,44.4958,3672.31,202,202,1010000,-1439.7950439453125,3690.8
16.854,44.9741,3893.97,203,203,1015000,-1482.921875,3693.14
18.0406,44.6511,3873.08,204,204,1020000,-1444.5380859375,3877.96
17.7682,44.8227,3895.8,205,205,1025000,-1443.6717529296875,3898.68
16.9101,44.7678,3830.63,206,206,1030000,-1517.779541015625,3790.32
16.9659,44.622,3828.61,207,207,1035000,-1514.046630859375,3483.44
17.6236,44.8072,3872.05,208,208,1040000,-1480.2857666015625,3928.34
17.5601,44.5578,3788.8,209,209,1045000,-1500.970458984375,3873.07
17.3566,44.8139,3847.93,210,210,1050000,-1501.850341796875,3851.17
17.5192,45.1772,3785.41,211,211,1055000,-1489.363037109375,3805.75
17.2801,44.6079,3802.93,212,212,1060000,-1484.7158203125,3866.54
17.1634,44.6881,3756.39,213,213,1065000,-1519.9852294921875,3860.69
16.6473,44.8578,3808.63,214,214,1070000,-1552.93310546875,3810.97
16.1096,44.609,3774.61,215,215,1075000,-1585.8426513671875,3804.08
16.4959,44.5894,3837.99,216,216,1080000,-1594.9293212890625,3857.42
16.7676,44.713,3839.3,217,217,1085000,-1616.174072265625,3876.43
16.534,44.6919,3796.89,218,218,1090000,-1577.585693359375,3872.6
16.9357,44.5479,3811.77,219,219,1095000,-1623.3125,3915.27
16.7632,44.5291,3932.54,220,220,1100000,-1593.751953125,3945.2
16.6371,44.8097,3811.61,221,221,1105000,-1637.466796875,3934.9
16.3442,44.5413,3867.93,222,222,1110000,-1688.359130859375,3876.12
16.619,44.7437,3815.74,223,223,1115000,-1633.0927734375,3818.21
16.1936,44.2551,3805.59,224,224,1120000,-1700.2979736328125,3893.28
17.1336,44.7035,3797.09,225,225,1125000,-1665.678466796875,3836.44
16.7684,44.6336,3819.16,226,226,1130000,-1748.28515625,3849.96
15.9534,44.658,3859.7,227,227,1135000,-1791.637939453125,3766.53
16.8995,44.7832,3798.48,228,228,1140000,-1732.102783203125,3843.46
16.5475,44.487,3873.32,229,229,1145000,-1784.98486328125,3879.99
16.578,44.3596,3853.25,230,230,1150000,-1743.8194580078125,3817.99
16.7528,44.688,3832.51,231,231,1155000,-1788.658203125,3828.29
16.3004,44.7948,3850.85,232,232,1160000,-1828.0400390625,3855.85
16.6049,44.4309,3874.23,233,233,1165000,-1810.4581298828125,3922.17
16.8901,44.1276,3850.34,234,234,1170000,-1796.83642578125,3905.33
16.1006,44.3706,3903.47,235,235,1175000,-1817.572509765625,3965.94
15.5443,44.0921,3873.46,236,236,1180000,-1826.750244140625,3907.2
17.1551,44.1398,3848.62,237,237,1185000,-1843.02880859375,3944.21
16.5274,44.5536,3750.1,238,238,1190000,-1895.9647216796875,3929.67
16.1862,44.5315,3795.7,239,239,1195000,-1876.307861328125,3877.08
17.045,44.5635,3812.66,240,240,1200000,-1851.5,3917.28
16.9082,44.3118,3887.44,241,241,1205000,-1905.203125,3972.7
17.9407,44.4645,3917.09,242,242,1210000,-1888.4921875,3978.6
16.9213,44.0673,3860.09,243,243,1215000,-1913.33056640625,3969.84
16.4349,44.0247,3910.05,244,244,1220000,-1911.423095703125,3933.48
16.8883,44.2625,3945.2,245,245,1225000,-1955.721435546875,3998.23
16.4557,43.8327,3887.71,246,246,1230000,-1982.1407470703125,3772.39
16.7982,44.2669,3821.64,247,247,1235000,-1975.04443359375,3859.63
16.1696,44.1784,3783.26,248,248,1240000,-2077.33447265625,3963.82
17.0819,44.6215,3880.46,249,249,1245000,-2058.36865234375,3999.3
18.47,44.2309,3901.96,250,250,1250000,-2012.716796875,3814.62
16.572,44.3419,3822.76,251,251,1255000,-2130.142822265625,3962.67
16.1116,43.9961,3847.0,252,252,1260000,-2101.3330078125,3936.57
17.4459,44.3583,3948.53,253,253,1265000,-2048.815185546875,3983.27
16.5955,44.1368,3903.44,254,254,1270000,-2075.83544921875,3993.86
16.9102,44.3393,3700.26,255,255,1275000,-2190.411376953125,3893.06
17.1269,44.8006,3676.73,256,256,1280000,-2215.094482421875,3806.84
16.3201,44.3689,3731.42,257,257,1285000,-2209.833251953125,3953.2
17.9185,44.3892,3955.02,258,258,1290000,-2201.899658203125,4017.17
16.7038,44.3897,3737.32,259,259,1295000,-2272.8837890625,3971.6
17.6649,44.3948,3874.77,260,260,1300000,-2238.388916015625,3753.08
16.8791,44.6567,3851.8,261,261,1305000,-2252.5576171875,3957.27
16.8351,44.5347,3664.76,262,262,1310000,-2279.165771484375,3948.04
16.9935,44.2952,3925.66,263,263,1315000,-2274.38623046875,3954.16
16.5467,44.452,3613.21,264,264,1320000,-2332.658447265625,3799.22
17.0386,44.3813,3932.62,265,265,1325000,-2337.42431640625,4008.31
17.3404,44.2985,4019.55,266,266,1330000,-2336.3359375,3963.79
17.3808,44.5347,4050.29,267,267,1335000,-2286.512939453125,4076.38
17.1284,44.4006,4039.4,268,268,1340000,-2304.515869140625,4035.15
17.116,43.9557,4035.84,269,269,1345000,-2325.17578125,4015.81
16.8467,44.1832,3995.0,270,270,1350000,-2357.198974609375,3978.26
15.8929,44.1388,4022.11,271,271,1355000,-2375.562744140625,4069.09
17.0027,44.1121,4015.16,272,272,1360000,-2410.025390625,3968.87
16.8664,44.0152,4032.51,273,273,1365000,-2388.930908203125,3764.77
15.3504,44.1489,3869.33,274,274,1370000,-2443.68994140625,4020.18
16.2413,44.0951,4002.36,275,275,1375000,-2408.570556640625,4029.15
16.7365,44.208,3940.08,276,276,1380000,-2497.912841796875,3610.79
17.0626,44.6545,4031.59,277,277,1385000,-2516.578857421875,3848.86
16.4675,44.7576,3371.96,278,278,1390000,-2276.521240234375,1877.43
15.8245,46.0552,1570.38,279,279,1395000,-2544.059326171875,1125.49
17.3416,46.336,1114.59,280,280,1400000,-2394.04345703125,910.53
15.3078,46.1502,1651.08,281,281,1405000,-2424.787109375,1335.9
25.5873,45.9046,1672.62,282,282,1410000,-2097.09326171875,1644.48
19.6887,44.9921,3308.77,283,283,1415000,-2362.90234375,2282.16
23.9446,44.6354,3681.36,284,284,1420000,-2386.5888671875,2923.54
22.0351,44.1639,3390.79,285,285,1425000,-2336.1396484375,3202.87
28.8454,44.4383,3119.45,286,286,1430000,-2346.354736328125,2084.22
23.6673,44.8213,3107.17,287,287,1435000,-2477.656005859375,2654.58
33.7509,46.3583,523.86,288,288,1440000,-2335.523681640625,1805.8
25.4414,44.8271,4079.9,289,289,1445000,-2541.477294921875,3994.88
24.2034,45.2645,4075.36,290,290,1450000,-2532.665771484375,3850.53
17.9405,44.2929,4067.03,291,291,1455000,-2615.32080078125,4062.6
16.8152,44.0338,4065.77,292,292,1460000,-2707.817626953125,3996.04
16.6122,44.091,4002.28,293,293,1465000,-2697.273681640625,3875.45
17.5791,44.6189,3899.16,294,294,1470000,-2722.149169921875,3984.01
17.0678,44.4489,3976.43,295,295,1475000,-2827.030029296875,3995.94
17.3817,44.1651,3968.37,296,296,1480000,-2809.960205078125,4049.12
16.6696,44.1053,4069.11,297,297,1485000,-2811.51513671875,3791.12
17.0138,44.0533,3992.4,298,298,1490000,-2797.332763671875,3983.31
16.7333,44.1435,4020.75,299,299,1495000,-2914.711669921875,3923.72
16.758,44.2618,3917.79,300,300,1500000,-2949.015625,4010.38
18.0863,44.0887,4145.8,301,301,1505000,-2950.28076171875,4169.55
16.5982,44.3757,4032.8,302,302,1510000,-2968.762451171875,3963.95
16.6296,44.1912,3958.46,303,303,1515000,-3036.518798828125,4015.58
23.4729,44.3954,4060.72,304,304,1520000,-2934.556640625,3878.17
17.8086,43.871,4153.21,305,305,1525000,-2990.017822265625,4153.3
16.9039,44.2769,4102.1,306,306,1530000,-3089.678466796875,3720.29
16.4718,44.0952,4175.04,307,307,1535000,-3145.230224609375,4029.0
17.3583,44.1516,4179.99,308,308,1540000,-3146.617919921875,4042.13
17.2513,44.0032,4156.81,309,309,1545000,-3228.209716796875,4092.28
16.9749,44.1678,4190.74,310,310,1550000,-3180.56884765625,3929.51
17.6787,44.278,4078.49,311,311,1555000,-3087.6708984375,3793.03
17.2687,44.1239,4161.07,312,312,1560000,-3296.194580078125,4134.9
17.8953,44.1628,4237.13,313,313,1565000,-3265.237060546875,4096.99
17.888,44.0668,4107.38,314,314,1570000,-3305.214599609375,3847.12
17.9176,44.1165,3989.8,315,315,1575000,-3366.7021484375,3789.1
17.6956,43.9991,4105.54,316,316,1580000,-3275.703125,4136.19
17.799,44.0609,4100.0,317,317,1585000,-3269.489013671875,4205.02
18.7569,44.3215,4176.51,318,318,1590000,-3320.969970703125,4058.83
18.1343,43.7445,3927.23,319,319,1595000,-3183.66943359375,4187.51
18.2995,43.8259,4091.49,320,320,1600000,-3254.754150390625,4150.99
18.0573,43.8148,3895.26,321,321,1605000,-3332.801513671875,4036.43
16.4775,43.5818,4090.13,322,322,1610000,-3377.4638671875,4100.19
17.2532,43.7307,4091.02,323,323,1615000,-3335.360107421875,4008.62
18.1859,43.2972,4172.17,324,324,1620000,-3300.179443359375,4173.05
18.8835,44.0877,4154.2,325,325,1625000,-3446.316162109375,4099.77
17.5209,43.9806,4114.03,326,326,1630000,-3528.419921875,3931.26
17.5856,44.1011,4011.52,327,327,1635000,-3498.04443359375,4094.66
16.7458,43.6414,4056.77,328,328,1640000,-3586.840576171875,4077.48
17.7567,43.8435,4175.45,329,329,1645000,-3490.878662109375,3976.63
17.9962,44.3581,4199.89,330,330,1650000,-3507.78076171875,4214.52
16.9766,44.0401,4073.36,331,331,1655000,-3569.529052734375,4151.52
17.079,44.0229,4078.68,332,332,1660000,-3693.62451171875,4223.26
17.075,43.6105,4086.39,333,333,1665000,-3681.147216796875,4189.44
17.985,43.8422,4150.61,334,334,1670000,-3589.1767578125,4064.62
17.166,43.9875,4152.11,335,335,1675000,-3608.562255859375,4046.51
18.9712,44.0414,4141.47,336,336,1680000,-3641.11083984375,4082.42
17.5445,44.2922,4150.46,337,337,1685000,-3791.168701171875,4001.06
17.3915,43.8693,4157.74,338,338,1690000,-3619.64990234375,4187.83
16.885,43.977,4199.01,339,339,1695000,-3835.629150390625,4165.88
21.066,44.4899,4145.27,340,340,1700000,-3745.394287109375,3805.52
24.5481,44.4401,3974.57,341,341,1705000,-3601.68701171875,3449.27
16.3401,44.1451,4168.7,342,342,1710000,-3873.89990234375,3728.43
23.3378,44.7021,3535.63,343,343,1715000,-3586.89892578125,3123.31
19.3267,44.2947,4154.58,344,344,1720000,-3876.70458984375,3919.37
17.7012,43.8469,4256.5,345,345,1725000,-3905.83056640625,4184.53
15.928,43.6556,3915.16,346,346,1730000,-4055.120361328125,3944.35
17.8514,43.84,4183.98,347,347,1735000,-3899.47119140625,4187.47
17.3271,43.6266,4149.39,348,348,1740000,-3932.55859375,4224.93
17.1229,43.8397,4006.61,349,349,1745000,-3954.54248046875,4059.97
16.4689,43.7432,4133.52,350,350,1750000,-4049.668701171875,3976.51
17.7089,43.9907,4195.99,351,351,1755000,-3967.64794921875,4220.39
18.7427,43.8968,4325.41,352,352,1760000,-4051.779296875,4268.23
16.0202,43.891,4197.63,353,353,1765000,-4047.816650390625,4154.37
17.0824,43.8587,4237.49,354,354,1770000,-4100.1904296875,4105.62
18.2964,43.8999,4440.27,355,355,1775000,-4118.283203125,4201.35
40.3216,45.0424,1978.65,356,356,1780000,-3992.561767578125,1381.71
19.8589,44.0562,3971.07,357,357,1785000,-4125.09375,3298.33
18.5562,44.2328,2627.29,358,358,1790000,-4041.741455078125,3717.81
18.2582,44.2081,4240.55,359,359,1795000,-4176.58447265625,3984.61
17.3844,43.9716,4252.35,360,360,1800000,-4289.80810546875,4228.13
18.0867,43.7909,4267.34,361,361,1805000,-4212.50146484375,4156.73
27.5629,44.1744,4211.63,362,362,1810000,-4282.2900390625,4117.08
17.4353,43.3359,3911.53,363,363,1815000,-4322.353515625,3851.03
18.1097,43.4511,4237.94,364,364,1820000,-4308.9775390625,4004.83
17.7477,43.6031,4248.15,365,365,1825000,-4344.986328125,4159.6
18.3476,44.1136,4189.88,366,366,1830000,-4293.14111328125,4171.66
17.4843,43.4255,4228.1,367,367,1835000,-4438.65966796875,4171.02
16.6045,43.4365,4163.85,368,368,1840000,-4368.5810546875,4018.51
19.0273,43.6515,4240.55,369,369,1845000,-4350.22900390625,4247.69
17.3775,43.9288,4243.71,370,370,1850000,-4392.32373046875,4190.98
18.3404,43.8469,4240.21,371,371,1855000,-4446.67333984375,4245.86
17.5228,43.6968,4251.9,372,372,1860000,-4580.673828125,4171.84
17.8263,43.5563,4272.58,373,373,1865000,-4542.65771484375,4257.39
19.171,44.0285,4288.11,374,374,1870000,-4525.873046875,4112.16
17.8128,43.5738,4325.48,375,375,1875000,-4640.23779296875,4265.25
17.4351,43.7155,4295.44,376,376,1880000,-4641.29833984375,4260.97
17.8367,43.6612,4319.57,377,377,1885000,-4689.9599609375,4260.75
17.5423,43.5905,4354.91,378,378,1890000,-4916.751953125,4122.03
18.1541,43.8638,4345.83,379,379,1895000,-4856.7607421875,4291.26
17.8254,44.074,4293.6,380,380,1900000,-4764.046875,4178.42
21.3795,43.7927,4331.29,381,381,1905000,-4624.04150390625,4255.4
17.5352,43.897,4325.38,382,382,1910000,-4775.07958984375,4160.07
17.8918,43.7888,4314.49,383,383,1915000,-4676.39453125,4276.62
17.3944,43.8943,4355.61,384,384,1920000,-4941.66259765625,4289.5
