Running Forward KL,Itration,Real Det Return,Running Env Steps,Real Sto Return,Running Reverse KL,Running Update Time,Reward Loss
156.8774,98,2186.89,490000,1847.8,15.8498,98,-2687.20263671875
156.9064,99,2185.43,495000,1849.98,15.9462,99,-2734.0546875
156.892,100,2197.82,500000,1820.4,15.9138,100,-2759.281982421875
156.8612,101,2109.09,505000,1791.4,15.4242,101,-2805.0625
156.7993,102,2232.39,510000,1843.26,15.9814,102,-2836.021484375
156.8566,103,2130.26,515000,1793.06,15.8042,103,-2860.708740234375
156.7733,104,2224.38,520000,1843.79,15.4753,104,-2869.27490234375
156.8025,105,2149.96,525000,1801.4,15.5659,105,-2911.221435546875
156.7985,106,2175.18,530000,1809.62,15.4895,106,-2949.11572265625
156.8591,107,2147.02,535000,1814.29,15.6759,107,-3001.428466796875
156.6944,108,2193.41,540000,1814.74,15.6404,108,-3044.189208984375
157.0055,109,2161.86,545000,1822.26,15.6331,109,-3074.540283203125
156.7918,110,2202.36,550000,1846.34,15.7996,110,-3084.095458984375
156.8798,111,2185.19,555000,1825.09,15.5298,111,-3135.609619140625
156.8166,112,2208.49,560000,1833.04,15.4631,112,-3174.537109375
156.636,113,2184.93,565000,1863.66,15.5815,113,-3198.03369140625
156.878,114,2177.89,570000,1834.11,15.7152,114,-3231.7734375
156.7858,115,2209.55,575000,1847.47,15.8077,115,-3252.806884765625
156.7644,116,2184.1,580000,1814.96,15.8797,116,-3291.40185546875
156.7707,117,2144.45,585000,1821.86,15.497,117,-3339.714111328125
156.8406,118,2203.57,590000,1827.99,15.8118,118,-3379.756103515625
156.849,119,2172.96,595000,1809.29,15.3563,119,-3408.109375
156.8801,120,2190.12,600000,1837.3,15.8478,120,-3464.304931640625
156.9501,121,2143.18,605000,1841.29,15.7789,121,-3464.0146484375
156.8584,122,2204.82,610000,1832.52,15.5093,122,-3537.383056640625
156.8245,123,2149.98,615000,1826.0,15.5984,123,-3539.849365234375
156.7079,124,2212.53,620000,1899.03,15.7776,124,-3579.515380859375
156.8506,125,2244.45,625000,1893.15,16.0101,125,-3633.619140625
156.658,126,2137.43,630000,1837.49,15.4342,126,-3648.33447265625
156.8296,127,2173.83,635000,1832.13,15.4961,127,-3702.1376953125
156.932,128,2171.78,640000,1830.17,15.4775,128,-3744.113037109375
156.8265,129,2215.81,645000,1877.71,15.5613,129,-3756.1484375
156.6949,130,2276.7,650000,1905.73,15.9598,130,-3798.499755859375
156.821,131,2194.47,655000,1852.76,15.4421,131,-3832.7822265625
156.8606,132,2130.62,660000,1814.04,15.5324,132,-3912.248779296875
156.7511,133,2246.98,665000,1874.63,15.6393,133,-3909.72509765625
156.7478,134,2242.76,670000,1866.71,15.4908,134,-3965.6982421875
156.5566,135,2214.38,675000,1887.85,15.6001,135,-3980.32275390625
156.6382,136,2212.19,680000,1887.51,15.7878,136,-4028.738037109375
156.6425,137,2187.27,685000,1855.85,15.4689,137,-4072.5146484375
156.8196,138,2219.0,690000,1889.57,15.4669,138,-4118.17431640625
156.7383,139,2219.24,695000,1866.44,15.331,139,-4136.88818359375
156.6713,140,2207.95,700000,1846.3,15.4985,140,-4193.2294921875
156.7529,141,2201.71,705000,1881.74,15.5464,141,-4219.5068359375
156.8908,142,2226.54,710000,1878.04,15.6987,142,-4295.5693359375
156.7444,143,2210.71,715000,1851.59,15.5027,143,-4335.455078125
156.6376,144,2229.78,720000,1859.86,15.5594,144,-4332.369140625
156.6677,145,2177.29,725000,1845.31,15.3672,145,-4415.22998046875
156.7706,146,2254.02,730000,1934.54,15.8888,146,-4422.56103515625
156.7597,147,2257.34,735000,1907.33,16.1656,147,-4496.77099609375
156.6487,148,2170.98,740000,1871.48,15.2259,148,-4529.6728515625
156.7694,149,2222.57,745000,1869.76,15.5215,149,-4554.01171875
156.6759,150,2209.58,750000,1854.93,15.2187,150,-4596.02783203125
157.0727,151,2242.76,755000,1931.29,16.0113,151,-4657.7021484375
156.7739,152,2200.47,760000,1882.16,15.5035,152,-4682.0927734375
156.8145,153,2181.79,765000,1867.24,15.5638,153,-4757.20849609375
156.7454,154,2261.52,770000,1897.22,15.6939,154,-4798.3828125
156.6301,155,2224.76,775000,1883.99,15.5455,155,-4792.93994140625
156.8171,156,2240.47,780000,1886.19,15.6507,156,-4875.26025390625
156.6547,157,2212.71,785000,1867.0,15.4101,157,-4887.59130859375
156.696,158,2179.29,790000,1847.12,15.3297,158,-4946.09814453125
156.6697,159,2232.65,795000,1869.87,15.2897,159,-5000.13623046875
156.7079,160,2274.74,800000,1923.74,16.1004,160,-5065.185546875
156.6789,161,2191.06,805000,1879.94,15.7037,161,-5071.58056640625
156.839,162,2199.6,810000,1875.38,15.3799,162,-5117.82275390625
156.8266,163,2246.8,815000,1905.78,15.6315,163,-5185.16796875
156.8215,164,2242.54,820000,1912.06,15.4432,164,-5189.0498046875
156.7114,165,2243.39,825000,1903.74,15.6204,165,-5262.599609375
156.8999,166,2289.98,830000,1942.14,16.4415,166,-5371.7958984375
156.7585,167,2196.57,835000,1888.9,15.3079,167,-5338.34716796875
156.6255,168,2226.78,840000,1896.27,15.3687,168,-5397.01611328125
156.6132,169,2239.53,845000,1859.52,15.266,169,-5429.54931640625
156.7458,170,2277.39,850000,1936.31,15.5831,170,-5512.43212890625
156.6511,171,2200.07,855000,1872.82,15.0721,171,-5543.373046875
156.6701,172,2212.72,860000,1852.05,15.3375,172,-5584.52001953125
156.5514,173,2199.03,865000,1874.71,15.2056,173,-5621.51123046875
156.6487,174,2183.46,870000,1883.99,15.3706,174,-5638.92333984375
156.9096,175,2261.23,875000,1921.44,15.4011,175,-5736.724609375
156.8145,176,2219.84,880000,1874.99,15.5927,176,-5770.11767578125
156.7353,177,2227.33,885000,1920.22,15.7721,177,-5862.13427734375
156.6255,178,2262.16,890000,1912.97,15.353,178,-5851.13623046875
156.7542,179,2198.37,895000,1891.33,15.1214,179,-5881.109375
156.5747,180,2268.22,900000,1923.91,15.5298,180,-5976.56982421875
156.6209,181,2234.38,905000,1875.82,15.3164,181,-6046.2509765625
156.5493,182,2228.05,910000,1909.44,15.5021,182,-6093.7177734375
156.768,183,2270.38,915000,1924.97,15.5003,183,-6129.5888671875
156.8047,184,2212.26,920000,1871.65,15.0098,184,-6175.1435546875
156.7176,185,2268.68,925000,1927.68,15.4029,185,-6209.01953125
156.5318,186,2211.46,930000,1921.82,15.3903,186,-6286.1162109375
156.6193,187,2219.71,935000,1890.37,15.0353,187,-6313.865234375
156.6764,188,2255.38,940000,1914.56,15.6966,188,-6419.92431640625
156.5654,189,2270.73,945000,1931.97,15.2112,189,-6407.4580078125
156.6774,190,2265.45,950000,1893.56,15.3127,190,-6500.130859375
156.7132,191,2294.3,955000,1951.75,15.7389,191,-6573.626953125
156.7666,192,2217.13,960000,1894.89,15.5457,192,-6598.79541015625
156.7766,193,2302.95,965000,1952.45,15.7257,193,-6674.40478515625
156.6703,194,2256.6,970000,1885.06,15.1593,194,-6664.62841796875
156.5353,195,2290.59,975000,1934.45,15.5119,195,-6729.36376953125
156.6952,196,2236.72,980000,1902.89,15.236,196,-6800.3232421875
156.7026,197,2286.35,985000,1892.8,15.3582,197,-6843.89453125
156.5969,198,2248.43,990000,1901.61,15.3141,198,-6900.48486328125
156.6506,199,2237.15,995000,1886.65,15.0433,199,-6944.1123046875
156.5933,200,2226.35,1000000,1932.09,15.4237,200,-7010.37158203125
156.5882,201,2241.49,1005000,1899.33,15.2293,201,-7068.21875
156.6105,202,2243.11,1010000,1915.62,15.1555,202,-7119.60009765625
156.5983,203,2247.76,1015000,1925.42,15.2641,203,-7178.41845703125
156.6163,204,2286.68,1020000,1944.39,15.4771,204,-7230.50732421875
156.6007,205,2213.34,1025000,1908.35,15.2546,205,-7286.2294921875
156.6086,206,2241.87,1030000,1926.39,15.35,206,-7368.24658203125
156.6514,207,2218.75,1035000,1920.48,15.2055,207,-7409.25537109375
156.564,208,2242.02,1040000,1922.14,15.1695,208,-7454.1748046875
156.58,209,2230.41,1045000,1909.88,15.1275,209,-7520.89208984375
156.6566,210,2230.57,1050000,1922.96,15.2759,210,-7580.66650390625
156.6891,211,2228.62,1055000,1913.31,15.1724,211,-7631.62646484375
156.6295,212,2271.42,1060000,1928.86,15.3573,212,-7720.80029296875
156.5799,213,2253.45,1065000,1923.68,15.3617,213,-7772.794921875
156.5912,214,2229.2,1070000,1930.6,15.4203,214,-7850.71923828125
156.7855,215,2215.87,1075000,1894.18,15.3561,215,-7892.8056640625
156.5926,216,2255.9,1080000,1923.98,15.4752,216,-7952.73828125
156.6648,217,2244.9,1085000,1904.74,15.2599,217,-8011.8076171875
156.6242,218,2239.87,1090000,1925.41,15.2199,218,-8062.68017578125
156.5263,219,2249.23,1095000,1907.15,15.1968,219,-8117.81591796875
156.7976,220,2244.07,1100000,1914.27,15.3235,220,-8232.56640625
156.66,221,2231.11,1105000,1897.21,15.0488,221,-8287.7607421875
156.7154,222,2242.17,1110000,1924.8,15.2324,222,-8296.46484375
156.4265,223,2234.72,1115000,1898.95,15.1675,223,-8406.919921875
156.5773,224,2233.12,1120000,1888.15,15.3159,224,-8459.630859375
156.7165,225,2250.3,1125000,1914.25,15.2267,225,-8513.1455078125
156.6433,226,2258.25,1130000,1914.59,15.3103,226,-8604.3974609375
156.7053,227,2299.59,1135000,1933.39,15.2648,227,-8629.13671875
156.6542,228,2256.26,1140000,1918.3,15.178,228,-8689.1845703125
156.5782,229,2276.25,1145000,1929.74,15.3165,229,-8749.5791015625
156.5407,230,2261.33,1150000,1906.32,15.2041,230,-8807.23046875
156.7033,231,2274.55,1155000,1913.7,15.4571,231,-8881.2880859375
156.6797,232,2273.81,1160000,1926.51,15.2376,232,-8912.16796875
156.7191,233,2236.49,1165000,1892.25,15.2959,233,-9040.921875
156.6065,234,2279.85,1170000,1919.31,15.2718,234,-9042.166015625
156.6078,235,2293.81,1175000,1933.61,15.3253,235,-9087.9267578125
156.6134,236,2295.86,1180000,1927.48,15.2864,236,-9153.27734375
156.5714,237,2268.23,1185000,1919.53,15.2569,237,-9206.95703125
156.6623,238,2252.29,1190000,1910.03,15.1717,238,-9249.775390625
156.6537,239,2267.46,1195000,1895.07,15.1931,239,-9348.466796875
156.5718,240,2257.15,1200000,1914.0,15.2661,240,-9377.53515625
156.7396,241,2261.7,1205000,1897.11,15.2348,241,-9418.12109375
156.6892,242,2271.16,1210000,1906.64,15.419,242,-9501.595703125
156.7194,243,2259.31,1215000,1905.01,15.2729,243,-9573.79296875
156.7894,244,2283.46,1220000,1925.53,15.2778,244,-9603.103515625
156.6372,245,2239.76,1225000,1897.05,15.2458,245,-9711.4482421875
156.6426,246,2285.84,1230000,1936.15,15.289,246,-9728.1416015625
156.699,247,2294.59,1235000,1955.47,15.472,247,-9794.4716796875
156.6339,248,2263.2,1240000,1926.66,15.4316,248,-9879.9345703125
156.6138,249,2279.18,1245000,1941.28,15.3964,249,-9914.568359375
156.7441,250,2313.0,1250000,1934.07,15.354,250,-9941.5419921875
156.7252,251,2283.68,1255000,1918.21,15.3599,251,-9972.154296875
156.617,252,2291.07,1260000,1936.91,15.4386,252,-10013.3046875
156.762,253,2283.24,1265000,1951.13,15.5481,253,-10032.041015625
156.74,254,2274.96,1270000,1949.57,15.4041,254,-10054.4453125
156.5803,255,2280.53,1275000,1917.93,15.6055,255,-10150.9130859375
156.726,256,2259.27,1280000,1915.51,15.3152,256,-10174.6669921875
156.6812,257,2286.65,1285000,1916.2,15.4976,257,-10243.6611328125
156.698,258,2276.15,1290000,1916.44,15.2276,258,-10241.05859375
156.6306,259,2289.56,1295000,1950.88,15.2497,259,-10291.09765625
156.7653,260,2259.42,1300000,1926.99,15.4127,260,-10299.3642578125
156.6271,261,2300.99,1305000,1936.94,15.3374,261,-10333.18359375
156.741,262,2266.22,1310000,1921.01,15.406,262,-10366.26171875
156.6069,263,2290.88,1315000,1950.45,15.463,263,-10394.021484375
156.8295,264,2279.09,1320000,1929.55,15.4809,264,-10432.751953125
156.6766,265,2305.82,1325000,1929.33,15.643,265,-10488.626953125
156.7594,266,2289.67,1330000,1938.65,15.3662,266,-10528.7978515625
156.7791,267,2297.57,1335000,1943.3,15.4459,267,-10537.26953125
156.7688,268,2271.16,1340000,1926.37,15.3738,268,-10558.6201171875
156.6614,269,2289.93,1345000,1935.82,15.5876,269,-10587.013671875
156.5978,270,2269.26,1350000,1924.99,15.268,270,-10572.7841796875
156.6238,271,2283.29,1355000,1922.23,15.2946,271,-10652.69921875
156.6938,272,2282.72,1360000,1929.01,15.2654,272,-10648.1845703125
156.8229,273,2290.96,1365000,1937.08,15.305,273,-10697.427734375
156.745,274,2245.99,1370000,1878.89,15.209,274,-10702.41796875
156.6048,275,2257.01,1375000,1940.13,15.4579,275,-10793.345703125
156.5906,276,2243.55,1380000,1927.64,15.2077,276,-10793.009765625
156.6499,277,2253.19,1385000,1900.74,15.2436,277,-10801.6650390625
156.6989,278,2278.53,1390000,1942.26,15.4679,278,-10881.453125
156.5671,279,2259.09,1395000,1933.47,15.3754,279,-10898.8828125
156.7888,280,2270.38,1400000,1931.38,15.3787,280,-10942.5869140625
156.745,281,2241.26,1405000,1934.32,15.4851,281,-11006.6298828125
156.7097,282,2248.41,1410000,1890.41,15.2178,282,-11008.5625
156.6204,283,2223.35,1415000,1907.35,15.2887,283,-11036.5244140625
156.7745,284,2263.98,1420000,1912.33,15.4491,284,-11077.2119140625
156.8335,285,2265.92,1425000,1897.64,15.3536,285,-11133.1376953125
156.7128,286,2243.85,1430000,1901.15,15.112,286,-11143.9169921875
156.7175,287,2250.96,1435000,1906.15,15.3901,287,-11197.232421875
156.7813,288,2263.68,1440000,1924.24,15.2711,288,-11247.2958984375
156.8139,289,2262.29,1445000,1920.42,15.5373,289,-11277.25
156.7002,290,2255.53,1450000,1924.25,15.5415,290,-11327.310546875
156.6689,291,2272.64,1455000,1926.81,15.4904,291,-11372.2724609375
156.7733,292,2229.24,1460000,1917.37,15.3372,292,-11387.9697265625
156.7173,293,2266.24,1465000,1929.73,15.4315,293,-11431.4775390625
156.8954,294,2252.73,1470000,1898.31,15.2214,294,-11468.9619140625
156.7624,295,2249.67,1475000,1921.27,15.2895,295,-11504.5595703125
156.7324,296,2289.28,1480000,1943.27,15.4721,296,-11524.2099609375
156.7454,297,2295.65,1485000,1941.12,15.2963,297,-11567.615234375
156.9101,298,2237.96,1490000,1907.65,15.4943,298,-11616.056640625
156.8674,299,2221.92,1495000,1916.67,15.4345,299,-11647.5546875
156.7161,300,2272.7,1500000,1926.16,15.3162,300,-11692.0546875
156.6099,301,2257.13,1505000,1936.65,15.4602,301,-11736.3984375
156.7565,302,2277.67,1510000,1927.88,15.338,302,-11816.859375
156.7686,303,2261.91,1515000,1915.89,15.2856,303,-11766.6416015625
156.8046,304,2246.83,1520000,1935.29,15.2251,304,-11777.9541015625
156.6237,305,2265.07,1525000,1928.92,15.2072,305,-11872.130859375
156.8322,306,2245.05,1530000,1922.11,15.2134,306,-11863.375
156.6868,307,2251.93,1535000,1921.86,15.2589,307,-11893.2666015625
156.8007,308,2265.5,1540000,1919.81,15.2369,308,-11947.9853515625
156.7153,309,2271.01,1545000,1927.13,15.2406,309,-11973.8935546875
156.801,310,2257.19,1550000,1912.07,15.1307,310,-12017.6376953125
156.8265,311,2247.65,1555000,1907.01,15.2331,311,-12035.9951171875
156.7167,312,2289.44,1560000,1937.23,15.3854,312,-12154.7275390625
156.7272,313,2301.96,1565000,1907.2,15.1787,313,-12156.4091796875
156.6069,314,2298.87,1570000,1938.77,15.3897,314,-12199.9287109375
156.6247,315,2283.87,1575000,1939.71,15.4554,315,-12264.2626953125
156.7265,316,2287.67,1580000,1945.06,15.3896,316,-12236.14453125
156.8196,317,2283.1,1585000,1929.22,15.5746,317,-12323.775390625
156.8258,318,2247.44,1590000,1894.01,15.1699,318,-12250.037109375
156.8929,319,2288.19,1595000,1938.05,15.4217,319,-12389.8349609375
156.8018,320,2291.68,1600000,1929.98,15.3172,320,-12391.70703125
156.6251,321,2264.7,1605000,1925.95,15.0937,321,-12396.498046875
156.7586,322,2263.84,1610000,1908.95,15.2618,322,-12426.9541015625
156.7672,323,2279.79,1615000,1947.2,15.3442,323,-12532.2763671875
156.8802,324,2268.04,1620000,1924.22,15.3048,324,-12511.13671875
156.7518,325,2278.66,1625000,1930.41,15.5667,325,-12587.873046875
156.702,326,2269.79,1630000,1926.56,15.3699,326,-12582.0810546875
156.8364,327,2269.03,1635000,1931.6,15.4273,327,-12663.6748046875
156.6864,328,2272.47,1640000,1906.93,15.2375,328,-12664.37890625
156.6896,329,2263.9,1645000,1925.77,15.1512,329,-12672.021484375
156.7011,330,2236.33,1650000,1897.81,15.2219,330,-12659.9521484375
156.8769,331,2246.04,1655000,1885.39,15.1663,331,-12719.1865234375
156.8378,332,2239.94,1660000,1918.33,15.3338,332,-12742.486328125
156.6685,333,2293.65,1665000,1917.98,15.3753,333,-12814.2861328125
156.7893,334,2299.49,1670000,1945.15,15.2291,334,-12840.7470703125
156.7174,335,2246.77,1675000,1893.47,15.2382,335,-12870.029296875
156.8143,336,2267.92,1680000,1918.11,15.3002,336,-12927.685546875
156.7314,337,2268.98,1685000,1920.11,15.4545,337,-12976.8583984375
156.9201,338,2252.46,1690000,1912.95,15.0754,338,-12927.90234375
156.728,339,2232.02,1695000,1915.79,15.1541,339,-12968.6865234375
156.8372,340,2252.64,1700000,1929.22,15.3657,340,-13017.7568359375
156.8091,341,2249.33,1705000,1923.78,15.3577,341,-13048.3603515625
156.6074,342,2274.3,1710000,1914.03,15.4268,342,-13067.3427734375
156.7517,343,2308.59,1715000,1940.72,15.3481,343,-13109.29296875
156.8112,344,2306.51,1720000,1933.88,15.399,344,-13137.17578125
156.8079,345,2288.97,1725000,1944.62,15.4858,345,-13163.6015625
156.6896,346,2270.91,1730000,1938.91,15.2917,346,-13151.5791015625
156.8577,347,2284.67,1735000,1919.39,15.2369,347,-13193.986328125
156.7383,348,2240.94,1740000,1928.1,15.21,348,-13229.4580078125
156.6478,349,2293.64,1745000,1923.66,15.3094,349,-13312.453125
156.7985,350,2285.32,1750000,1928.74,15.3914,350,-13284.0615234375
156.7544,351,2301.99,1755000,1956.47,15.2575,351,-13325.3193359375
156.6913,352,2296.15,1760000,1917.64,15.4457,352,-13354.732421875
156.6271,353,2296.34,1765000,1924.1,15.3103,353,-13402.9443359375
156.7194,354,2303.86,1770000,1927.67,15.4622,354,-13401.3330078125
156.7562,355,2282.01,1775000,1911.73,15.2523,355,-13370.3955078125
156.7437,356,2271.27,1780000,1900.56,15.2053,356,-13428.9912109375
156.7636,357,2300.16,1785000,1915.68,15.1673,357,-13483.7001953125
156.643,358,2271.81,1790000,1923.87,15.2878,358,-13416.51953125
156.6885,359,2251.83,1795000,1871.85,14.9524,359,-13441.349609375
156.6423,360,2251.49,1800000,1893.51,15.1122,360,-13501.1533203125
156.5847,361,2282.69,1805000,1929.15,15.1583,361,-13505.8798828125
156.6935,362,2261.78,1810000,1914.66,15.0447,362,-13515.662109375
156.5256,363,2299.58,1815000,1934.2,15.2168,363,-13585.61328125
156.6604,364,2240.2,1820000,1900.88,14.9488,364,-13558.994140625
156.7304,365,2235.07,1825000,1904.22,14.9089,365,-13604.0810546875
156.7653,366,2278.41,1830000,1944.67,15.1232,366,-13602.060546875
156.7326,367,2299.77,1835000,1940.88,15.1356,367,-13602.0322265625
156.5641,368,2282.28,1840000,1909.36,14.9978,368,-13643.3720703125
156.6352,369,2259.61,1845000,1925.19,15.1543,369,-13672.2734375
156.7305,370,2264.87,1850000,1909.14,14.9879,370,-13633.9169921875
156.8334,371,2264.41,1855000,1938.13,15.1073,371,-13719.79296875
156.692,372,2282.66,1860000,1938.26,15.0969,372,-13745.9755859375
156.8044,373,2271.41,1865000,1941.23,15.1249,373,-13735.3759765625
156.8091,374,2281.48,1870000,1921.34,15.0674,374,-13778.9306640625
156.7098,375,2283.32,1875000,1921.68,15.1388,375,-13800.6220703125
156.6767,376,2278.98,1880000,1930.04,15.2226,376,-13820.556640625
156.7492,377,2274.9,1885000,1934.34,15.1883,377,-13821.1416015625
156.6119,378,2232.53,1890000,1903.7,15.1295,378,-13828.91796875
156.7216,379,2295.06,1895000,1941.41,15.0759,379,-13895.68359375
156.7485,380,2265.75,1900000,1952.44,15.1665,380,-13921.7509765625
156.6563,381,2246.28,1905000,1776.59,15.079,381,-13763.216796875
156.7985,382,2245.01,1910000,1912.89,15.1927,382,-13947.9345703125
156.7276,383,2279.72,1915000,1945.99,15.1499,383,-13988.966796875
156.7277,384,2264.79,1920000,1928.14,14.9351,384,-13962.7568359375
