Real Sto Return,Running Forward KL,Itration,Real Det Return,Running Reverse KL
169.8,68.7672,97,470.06,29.8729
267.33,68.828,98,723.05,28.7543
219.27,67.8251,99,682.33,28.0575
188.53,69.889,100,520.15,29.8147
162.13,67.6638,101,686.46,28.8118
124.95,70.5253,102,488.46,30.8566
87.25,69.574,103,514.34,35.1539
139.71,69.9329,104,217.29,38.5117
170.27,68.0258,105,763.48,27.947
161.1,67.9154,106,428.81,31.4492
133.79,69.1901,107,549.06,30.3723
207.21,68.3126,108,883.04,29.019
170.8,65.4601,109,918.99,28.9099
120.35,66.6118,110,502.28,28.6945
146.25,63.8461,111,767.51,27.7002
122.81,70.1291,112,439.75,29.4794
190.55,67.701,113,617.12,27.7028
167.83,68.087,114,845.37,28.4854
27.86,71.8525,115,386.63,32.8377
57.13,68.4411,116,541.81,30.8569
73.28,68.5384,117,499.72,30.5914
29.3,70.4597,118,388.87,38.5148
105.14,66.5217,119,536.88,29.936
82.43,67.7505,120,515.24,29.8253
196.76,63.8607,121,795.12,25.9208
109.3,70.166,122,571.02,31.357
179.41,65.3298,123,552.33,27.4815
85.39,69.0504,124,511.29,28.2889
198.08,67.2078,125,620.49,28.8859
223.56,63.2348,126,711.08,25.9527
225.09,65.4283,127,688.9,27.941
465.14,66.4148,128,992.64,27.8185
264.69,64.2885,129,934.83,28.3923
212.81,67.437,130,758.15,30.3287
339.87,66.9352,131,1117.75,30.2822
379.7,66.8523,132,1325.28,29.1501
440.76,61.3062,133,1297.7,27.3083
512.28,64.9952,134,1570.78,29.6785
643.56,59.5684,135,1273.87,26.3067
441.39,61.1527,136,1098.38,26.8891
400.42,61.4681,137,1290.46,26.2278
236.57,66.3977,138,953.11,30.7593
28.31,64.4187,139,330.21,34.9637
39.36,67.7763,140,402.22,40.629
39.17,68.7838,141,348.89,30.1322
179.41,69.0158,142,504.52,31.8218
136.06,64.1201,143,557.58,27.2632
197.25,67.3324,144,599.39,27.8827
211.79,65.9679,145,826.24,27.9247
282.76,63.7472,146,539.29,26.2168
193.79,65.4849,147,669.73,28.4823
176.03,68.5354,148,557.16,28.5481
170.27,68.1577,149,486.19,28.3068
42.92,66.7961,150,446.1,33.6578
282.42,67.4531,151,672.23,29.2018
236.96,66.6313,152,820.4,30.8344
510.53,58.4767,153,1601.43,24.7205
368.74,62.7603,154,977.4,26.8459
279.79,64.9618,155,891.21,28.2245
248.43,64.6926,156,879.36,29.802
278.35,66.446,157,986.64,29.0399
333.25,63.1768,158,834.2,28.2665
467.34,60.581,159,1218.27,25.2402
275.41,63.2621,160,1184.77,45.1382
240.33,58.5544,161,1248.86,27.3864
77.37,65.8133,162,551.3,30.0872
221.98,64.4252,163,779.52,30.0972
135.92,62.333,164,759.8,27.8149
149.54,62.0926,165,348.85,25.9109
225.34,59.6172,166,589.38,25.8544
248.52,62.473,167,669.41,26.7919
175.83,61.0728,168,886.63,26.892
557.64,54.7124,169,1295.42,21.9134
936.15,52.6869,170,1671.84,22.5542
892.65,55.5055,171,1217.31,23.7205
482.21,55.7073,172,1133.29,26.0216
720.29,55.9403,173,1387.52,24.1711
891.09,56.0569,174,2175.46,23.0614
777.79,59.4465,175,1889.44,26.4262
756.11,52.7888,176,1848.92,20.7457
1352.64,53.5229,177,2161.29,22.3752
1088.66,52.417,178,1667.73,21.5081
826.83,53.3792,179,1933.25,21.6836
1170.6,50.9296,180,1419.82,20.1969
1258.39,50.3199,181,2080.72,20.3263
1063.13,53.5506,182,1561.45,22.108
759.38,57.4391,183,1438.03,24.4457
822.61,55.8621,184,1553.59,23.1905
1163.09,52.7791,185,2326.92,21.9009
1744.77,49.8293,186,2288.17,22.3225
1040.33,53.8688,187,1667.89,22.3505
1106.21,53.451,188,1466.3,22.2361
1535.77,50.4901,189,2343.02,22.9522
993.29,50.4683,190,2407.68,20.4262
469.85,59.4572,191,1337.04,28.4583
-177.22,76.6025,192,-166.03,43.6852
316.77,63.2413,193,-184.2,32.0252
480.06,61.569,194,23.91,38.3381
773.9,57.6463,195,1490.33,24.2154
971.06,58.8154,196,1815.78,40.0225
1247.66,52.5274,197,2104.62,21.8767
1192.68,51.5884,198,2000.73,20.8467
874.49,53.2492,199,1207.96,22.1974
426.63,61.6625,200,656.6,26.4424
758.45,51.5272,201,1516.89,21.1411
766.23,55.5946,202,1534.48,21.3916
1127.4,52.2249,203,1583.86,19.8801
1391.12,48.609,204,2187.45,17.5835
1552.95,49.7216,205,2109.7,18.9962
537.03,55.4627,206,1161.46,21.6203
552.56,56.5204,207,1365.78,21.9346
907.13,55.4662,208,1568.99,21.0101
1017.17,54.887,209,1421.23,21.8125
783.96,55.0133,210,1650.78,21.7456
456.67,57.389,211,741.02,23.7344
445.47,57.4536,212,1201.0,20.6661
371.18,55.4755,213,1119.85,25.0568
847.7,49.226,214,1745.38,15.3081
979.01,50.9604,215,1823.79,16.5261
1140.09,50.4645,216,1193.13,16.1213
1191.64,51.3539,217,1587.01,18.4437
1057.71,48.3706,218,2010.47,16.6356
984.72,49.2362,219,1867.38,17.3069
2118.83,47.7286,220,2506.61,17.8356
906.53,49.7667,221,1929.11,17.7573
898.98,53.0042,222,1380.37,22.0616
440.41,54.8444,223,898.23,23.5381
560.99,55.8074,224,976.56,20.1684
587.02,53.9211,225,1084.89,19.3606
582.47,50.6176,226,1481.49,17.2219
591.59,52.9867,227,1122.66,19.0447
579.17,51.1305,228,1075.03,17.8647
683.76,49.3791,229,1324.83,16.8147
449.97,55.3218,230,789.43,19.2921
295.58,51.6255,231,672.44,17.6229
505.19,48.6273,232,715.02,14.5619
620.53,53.8527,233,779.25,19.8057
727.25,50.7582,234,1021.24,17.3512
298.63,54.4876,235,584.5,22.7235
565.15,55.6109,236,727.7,20.7195
578.51,55.5993,237,761.08,30.4011
397.24,55.0337,238,815.49,20.7403
468.88,54.577,239,844.26,20.0063
589.13,52.0066,240,675.82,19.092
723.04,51.7794,241,1015.11,17.5732
934.14,53.5529,242,1076.87,19.2927
528.19,56.8939,243,1064.51,20.8723
1302.08,47.1709,244,1784.41,17.0833
982.88,49.2525,245,1877.28,17.8213
1727.39,48.4374,246,2578.55,19.631
1294.91,49.6335,247,1486.61,17.0225
1257.38,46.6265,248,2669.12,18.1022
1636.82,51.5458,249,1631.87,19.9758
760.13,50.8595,250,1843.1,18.9985
872.19,49.334,251,1848.26,16.8813
1417.4,49.9746,252,2043.18,18.2691
1223.39,48.8866,253,2094.43,16.3463
901.26,48.0567,254,1589.09,16.975
1321.29,53.3724,255,1813.48,30.356
1353.02,50.8607,256,1754.6,20.1451
620.3,51.7683,257,1533.08,19.5186
1815.0,48.8287,258,2784.64,19.055
1630.06,47.5851,259,2942.32,20.2315
2046.33,49.074,260,2187.57,19.4609
1667.38,49.5502,261,2528.99,19.7482
1683.56,47.9841,262,2764.42,20.5912
1049.09,50.6366,263,1856.54,23.0302
1537.29,50.7115,264,2012.83,18.4084
1496.39,48.3075,265,2224.73,16.8569
968.94,51.1667,266,1100.12,18.3092
683.77,49.7287,267,1514.74,17.5269
1687.76,50.9571,268,3218.39,18.9455
1353.01,48.1399,269,2790.15,16.6895
1703.64,49.3593,270,2315.96,18.7918
1000.3,48.1819,271,2485.31,21.3222
1232.69,52.0716,272,2009.14,23.9419
896.55,51.0167,273,1915.59,18.9916
1621.92,50.6008,274,2685.86,19.2067
1031.65,48.6758,275,2333.27,17.7112
1111.68,48.3554,276,2310.3,16.711
1035.64,53.2615,277,1960.24,20.537
518.35,56.232,278,1639.32,25.8612
956.61,49.7579,279,1612.19,21.5003
1164.69,49.1357,280,1757.6,17.7177
853.79,51.6286,281,1241.28,19.6967
1868.14,49.2105,282,2205.39,17.255
1060.14,50.8588,283,2125.97,18.5164
523.03,62.0078,284,798.13,38.5313
2783.03,51.7633,285,3371.24,28.3833
3090.92,49.5414,286,3510.4,23.1063
1739.8,50.6644,287,2875.44,20.1035
1109.75,48.9477,288,2019.02,17.3832
824.51,51.1447,289,1622.69,19.1242
391.62,56.9526,290,700.62,21.9125
386.45,60.4748,291,815.95,25.2105
1471.27,51.1834,292,2227.71,19.7613
1282.31,49.3961,293,1925.53,18.3015
2744.95,49.408,294,3203.79,20.5881
2146.01,47.0224,295,3088.03,18.9028
1486.46,47.5493,296,2445.07,18.8948
1357.91,50.489,297,2737.51,18.0204
2416.04,49.2486,298,3143.67,20.4173
2341.32,46.3758,299,2794.35,16.8739
1370.17,50.3889,300,1349.87,17.146
1093.8,51.2169,301,1356.41,18.2242
1683.77,50.6313,302,1869.16,17.5261
1219.53,52.3657,303,1813.47,20.6518
1206.62,51.4281,304,2003.02,19.5652
1519.19,49.0168,305,2274.11,20.3803
660.88,71.8664,306,704.64,56.0761
3249.29,51.2427,307,4030.64,27.1021
2791.12,52.5022,308,3542.34,22.3559
3224.47,49.6825,309,4009.48,22.4892
2493.48,49.5821,310,3380.78,19.663
1781.21,49.5549,311,2426.4,17.4737
1628.78,51.4387,312,1743.35,19.9535
753.87,57.3183,313,677.08,23.8267
1753.4,55.2148,314,2271.85,33.5232
3379.63,54.3949,315,4020.49,34.4763
3218.07,49.974,316,4033.38,26.6754
3407.1,50.0971,317,3992.73,24.1445
3158.25,49.3956,318,3356.01,23.213
2189.32,50.2479,319,3467.55,22.7762
2850.34,49.1768,320,3496.57,21.7321
1146.9,52.1952,321,2552.53,30.6583
2572.25,50.854,322,3441.34,24.1936
3184.97,50.1698,323,3570.25,23.9526
2089.21,56.1057,324,3083.98,21.8724
2718.3,51.9996,325,3487.17,20.0392
1371.15,51.1187,326,2688.27,21.0703
2382.83,48.7953,327,2904.19,20.759
2304.02,49.3838,328,3202.65,19.3311
1088.09,55.8368,329,1284.12,24.4571
2124.94,51.9687,330,3490.85,25.0985
2527.66,52.3869,331,3310.65,22.3472
3256.64,49.8068,332,3938.23,23.5476
2550.64,50.8328,333,3229.17,20.8497
2883.09,49.6945,334,3602.86,20.0294
2777.66,50.3036,335,2902.8,21.9674
2555.29,49.3175,336,3740.81,24.3142
2905.57,49.9033,337,3625.46,20.889
2251.37,47.7629,338,3449.98,17.0681
2229.93,51.568,339,1892.35,17.8382
2482.38,49.9078,340,3534.02,22.4342
2113.26,50.3275,341,2836.42,18.4197
2389.83,48.5944,342,2318.18,16.5383
1309.75,48.6181,343,2524.78,17.0918
2179.06,47.8038,344,3656.31,23.5498
2362.99,47.1925,345,2833.66,20.5596
2537.37,49.3821,346,3137.59,21.9496
2439.69,46.7972,347,3525.62,21.4768
2486.17,47.2524,348,3837.98,19.0491
3044.31,49.3648,349,3608.66,26.5001
2611.4,47.7876,350,3069.3,21.7868
2215.2,48.2317,351,3239.56,19.3509
2165.57,50.0342,352,3180.81,19.223
1913.56,48.764,353,2910.3,18.6212
2590.5,49.6336,354,3763.71,18.9067
2281.97,48.7838,355,3671.61,23.7703
3273.96,47.6691,356,3858.81,23.2703
3427.85,48.4368,357,3592.36,24.9379
