Itration,Running Forward KL,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return
1140,30.9131,13.1513,-6796.40869140625,5700000,1140,4873.2,5104.73
1141,30.7453,13.0887,-6372.65673828125,5705000,1141,4843.55,5034.95
1142,29.8917,12.4488,-5958.51416015625,5710000,1142,4955.01,5159.83
1143,29.2068,12.93,-5950.26171875,5715000,1143,4896.5,5093.53
1144,29.7126,12.9628,-6476.6962890625,5720000,1144,5014.94,5193.48
1145,30.3785,13.4524,-6751.77294921875,5725000,1145,4802.44,5229.94
1146,28.8555,12.4129,-6062.6806640625,5730000,1146,5018.04,5220.83
1147,29.6552,12.4666,-6315.27783203125,5735000,1147,4741.41,5329.41
1148,29.1092,12.7022,-6178.00146484375,5740000,1148,4994.6,5344.43
1149,29.2306,13.2721,-6472.8779296875,5745000,1149,4866.39,5190.35
1150,30.0095,12.5534,-6692.62451171875,5750000,1150,4554.42,5288.4
1151,29.9636,13.0955,-6687.45703125,5755000,1151,4617.65,5389.43
1152,28.9923,13.6258,-6171.65576171875,5760000,1152,5118.79,5300.96
1153,29.7386,13.1481,-6635.23974609375,5765000,1153,4620.54,5275.16
1154,30.0867,13.308,-6637.42578125,5770000,1154,4965.21,5353.76
1155,30.4233,13.778,-6638.58740234375,5775000,1155,4940.46,5366.43
1156,30.7032,13.9388,-6997.28125,5780000,1156,4981.73,5405.14
1157,30.1809,13.982,-6713.94384765625,5785000,1157,5169.9,5411.93
1158,30.295,14.0289,-6425.23583984375,5790000,1158,5029.37,5419.65
1159,30.1756,14.8891,-6492.60791015625,5795000,1159,5154.23,5413.39
1160,30.089,14.4162,-6164.18994140625,5800000,1160,5187.41,5420.34
1161,29.6398,14.0093,-5805.9560546875,5805000,1161,5111.59,5441.01
1162,29.5299,13.4936,-6081.984375,5810000,1162,5029.09,5405.15
1163,29.2103,14.5217,-5880.80517578125,5815000,1163,5224.11,5363.17
1164,30.0511,14.6917,-5929.4853515625,5820000,1164,5214.5,5361.33
1165,29.7194,14.4358,-6047.02490234375,5825000,1165,5185.82,5319.41
1166,29.8145,14.0874,-6062.6376953125,5830000,1166,5162.16,5317.93
1167,29.7459,13.1913,-6128.75146484375,5835000,1167,5142.56,5281.35
1168,29.3889,13.6054,-6225.80908203125,5840000,1168,5163.04,5297.19
1169,28.9258,13.6517,-6272.421875,5845000,1169,5164.45,5265.04
1170,29.3963,13.6489,-6143.54931640625,5850000,1170,5134.73,5210.5
1171,29.5636,14.0974,-6434.46044921875,5855000,1171,5163.73,5230.84
1172,29.3155,13.9349,-6247.34326171875,5860000,1172,5185.04,5288.93
1173,29.7347,14.0197,-6290.74072265625,5865000,1173,5160.3,5262.6
1174,29.3156,13.7347,-6073.1435546875,5870000,1174,5201.67,5281.55
1175,29.5463,14.3466,-6101.9326171875,5875000,1175,5208.71,5325.48
1176,29.5807,13.913,-6318.90185546875,5880000,1176,5162.02,5261.7
1177,29.7287,14.3087,-6621.1787109375,5885000,1177,5197.12,5268.39
1178,29.9932,14.4078,-6393.04736328125,5890000,1178,5199.29,5274.17
1179,29.5333,14.183,-6161.83203125,5895000,1179,5227.01,5294.44
1180,29.2309,13.8398,-6115.80224609375,5900000,1180,5198.91,5302.77
1181,29.2766,13.6994,-5926.69091796875,5905000,1181,5174.09,5297.12
1182,29.86,14.1912,-6251.7138671875,5910000,1182,5207.79,5335.46
1183,29.1447,14.164,-5952.63671875,5915000,1183,5208.77,5323.83
1184,29.5116,13.7446,-6136.59423828125,5920000,1184,5216.59,5320.78
1185,29.2792,12.7363,-6244.33056640625,5925000,1185,5182.83,5320.77
1186,29.0194,13.0033,-6053.4736328125,5930000,1186,5204.73,5331.9
1187,28.8748,13.405,-5809.92236328125,5935000,1187,5202.42,5358.31
1188,29.1613,13.0077,-5857.296875,5940000,1188,5188.63,5322.24
1189,29.3864,13.6601,-5746.4755859375,5945000,1189,5185.46,5314.48
1190,28.7086,13.3548,-5789.6318359375,5950000,1190,5173.43,5327.43
1191,29.8087,13.6418,-5753.49755859375,5955000,1191,5177.95,5299.62
1192,29.98,13.2306,-5934.87646484375,5960000,1192,5170.63,5297.11
1193,30.1002,13.6113,-6035.2314453125,5965000,1193,5143.14,5256.56
1194,29.116,13.2091,-5659.80712890625,5970000,1194,5147.23,5281.28
1195,29.3248,13.2478,-5795.1669921875,5975000,1195,5190.49,5381.63
1196,30.4068,13.7231,-5999.34912109375,5980000,1196,5131.46,5286.43
1197,29.2207,13.1384,-5577.37158203125,5985000,1197,5217.94,5415.11
1198,29.4204,13.0116,-5512.55078125,5990000,1198,5212.32,5398.47
1199,29.6027,13.5229,-5718.44189453125,5995000,1199,5195.83,5384.91
1200,29.1142,12.935,-5216.97509765625,6000000,1200,5205.64,5451.13
1201,29.9504,13.3748,-5561.888671875,6005000,1201,5191.63,5438.18
1202,29.4829,13.3697,-5947.306640625,6010000,1202,5174.21,5355.69
1203,29.5136,13.9505,-5550.43017578125,6015000,1203,5171.05,5432.26
1204,29.0295,13.1392,-5559.72607421875,6020000,1204,5183.46,5473.1
1205,29.3364,13.395,-5840.4931640625,6025000,1205,5170.26,5362.61
1206,29.4041,13.3989,-5801.9189453125,6030000,1206,5176.72,5430.25
1207,29.0575,13.5647,-5578.53271484375,6035000,1207,5167.5,5438.79
1208,28.9681,13.5495,-5527.9951171875,6040000,1208,5179.65,5428.81
1209,28.7814,13.2851,-5565.07568359375,6045000,1209,5187.31,5456.6
1210,29.1342,13.9857,-5706.7509765625,6050000,1210,5202.0,5442.62
1211,29.691,14.3927,-5758.388671875,6055000,1211,5218.36,5362.25
1212,29.8299,14.1795,-5871.43701171875,6060000,1212,5255.39,5436.15
1213,29.648,14.304,-5655.4755859375,6065000,1213,5203.29,5424.15
1214,29.5125,14.65,-5904.88330078125,6070000,1214,5248.87,5422.64
1215,30.4567,15.1272,-5930.8759765625,6075000,1215,5277.28,5467.5
1216,29.1032,13.7603,-5721.86669921875,6080000,1216,5241.14,5429.31
1217,28.7981,14.3153,-5828.80517578125,6085000,1217,5249.03,5385.97
1218,29.5022,14.2529,-5613.86669921875,6090000,1218,5198.28,5412.97
1219,29.9044,14.5713,-5924.849609375,6095000,1219,5204.3,5414.54
1220,30.2971,14.929,-5871.1630859375,6100000,1220,5239.25,5443.13
1221,30.1315,14.3311,-6210.076171875,6105000,1221,5253.48,5445.43
1222,30.5503,15.7589,-6545.88330078125,6110000,1222,5244.4,5452.61
1223,30.3612,14.8717,-6154.32177734375,6115000,1223,5244.82,5411.73
1224,29.7552,14.1978,-6165.0615234375,6120000,1224,5258.56,5410.21
1225,30.1702,14.6251,-6429.8896484375,6125000,1225,5309.91,5402.24
1226,29.956,13.9848,-6264.66552734375,6130000,1226,5251.34,5408.6
1227,29.9118,14.5837,-6529.6533203125,6135000,1227,5254.62,5363.0
1228,29.7529,14.0451,-6108.2373046875,6140000,1228,5264.89,5404.85
1229,30.1706,13.589,-6439.39013671875,6145000,1229,5271.4,5344.32
1230,29.5595,13.9876,-6052.83056640625,6150000,1230,5222.71,5346.99
1231,29.6803,13.6948,-6025.6357421875,6155000,1231,5273.79,5408.38
1232,29.2142,12.8399,-6008.349609375,6160000,1232,5230.93,5362.15
1233,29.7554,13.6083,-6290.78125,6165000,1233,5179.21,5245.35
1234,29.8506,13.7152,-6410.8974609375,6170000,1234,5221.86,5352.04
1235,29.9729,13.8448,-6329.6611328125,6175000,1235,5195.37,5334.7
1236,30.2587,13.4946,-6565.92578125,6180000,1236,5204.65,5333.53
1237,29.9461,13.4541,-6358.87646484375,6185000,1237,5249.61,5398.21
1238,30.2578,13.0578,-6333.5771484375,6190000,1238,5243.34,5363.69
1239,30.4441,13.3964,-6590.43115234375,6195000,1239,5276.1,5385.05
1240,30.6476,12.8322,-6498.86474609375,6200000,1240,5187.09,5325.33
1241,30.5714,12.7079,-6815.22802734375,6205000,1241,5183.97,5454.65
1242,30.3326,12.9066,-6675.7763671875,6210000,1242,5138.7,5334.57
1243,30.3953,13.3082,-6748.46435546875,6215000,1243,5166.38,5307.06
1244,29.7312,12.2825,-6623.8154296875,6220000,1244,5213.86,5370.53
1245,30.5838,13.1743,-6580.8896484375,6225000,1245,5200.63,5307.05
1246,30.2771,13.6921,-6567.1455078125,6230000,1246,5281.02,5404.01
1247,30.3682,12.815,-6492.7939453125,6235000,1247,5230.11,5420.97
1248,30.6901,12.4776,-7248.64013671875,6240000,1248,5180.15,5403.18
1249,29.6486,13.0294,-7042.6171875,6245000,1249,5097.09,5381.03
1250,30.4896,13.5587,-6539.24951171875,6250000,1250,5265.99,5490.61
1251,30.1325,13.4735,-6382.8056640625,6255000,1251,5303.86,5493.82
1252,30.0291,13.7071,-6456.58837890625,6260000,1252,5234.08,5418.53
1253,29.9535,14.5478,-6506.189453125,6265000,1253,5204.99,5423.41
1254,30.149,13.773,-6673.03955078125,6270000,1254,5262.9,5447.45
1255,30.0796,13.7335,-6317.60986328125,6275000,1255,5287.17,5452.29
1256,29.7539,13.9775,-6551.3037109375,6280000,1256,5247.36,5445.28
1257,29.7882,13.8736,-6272.92919921875,6285000,1257,5274.76,5409.32
1258,29.6605,13.5622,-6407.1162109375,6290000,1258,5186.0,5344.06
1259,30.3788,14.0476,-6600.88232421875,6295000,1259,5233.59,5424.96
1260,29.5883,13.7876,-6553.38671875,6300000,1260,5173.79,5320.21
1261,29.0134,12.7181,-6169.37890625,6305000,1261,5247.38,5345.87
1262,30.2174,13.8719,-6740.81103515625,6310000,1262,5088.05,5287.26
1263,29.9332,13.5379,-6516.76123046875,6315000,1263,5151.52,5326.68
1264,29.6352,13.174,-6750.263671875,6320000,1264,5151.45,5280.94
1265,30.6933,13.5844,-6650.90869140625,6325000,1265,5158.22,5335.67
1266,29.5017,13.4374,-6512.84033203125,6330000,1266,5152.47,5341.67
1267,29.7064,13.5995,-6781.27978515625,6335000,1267,5138.49,5282.27
1268,29.9399,13.8509,-6943.58154296875,6340000,1268,5178.11,5327.98
1269,29.8906,13.9956,-6855.44580078125,6345000,1269,5165.38,5294.16
1270,30.1193,14.4687,-6752.04638671875,6350000,1270,5183.32,5311.47
1271,30.3655,13.8137,-6845.4560546875,6355000,1271,5164.66,5192.57
1272,30.6764,15.4289,-7172.322265625,6360000,1272,5065.31,5276.98
1273,29.6513,13.8008,-6550.03173828125,6365000,1273,5211.81,5327.85
1274,29.9873,13.5085,-6978.4609375,6370000,1274,5267.89,5407.71
1275,29.9375,13.6524,-6881.638671875,6375000,1275,5181.34,5317.77
1276,29.5105,12.9003,-6783.775390625,6380000,1276,5292.45,5357.87
1277,29.743,12.7679,-6312.55322265625,6385000,1277,5276.21,5392.16
1278,30.4764,13.3648,-6905.9150390625,6390000,1278,5198.22,5374.87
1279,29.9071,12.7268,-6542.37060546875,6395000,1279,5166.42,5322.46
1280,30.3588,13.1064,-6600.7041015625,6400000,1280,5149.77,5309.97
1281,29.7155,12.4863,-6748.02587890625,6405000,1281,5106.2,5261.35
1282,30.2294,13.1464,-6844.2744140625,6410000,1282,5151.38,5329.17
1283,29.3344,13.1978,-6469.4052734375,6415000,1283,5192.88,5341.31
1284,29.4428,12.8014,-6039.93115234375,6420000,1284,5194.15,5354.26
1285,29.7542,13.061,-6761.3349609375,6425000,1285,5188.54,5338.94
1286,29.5224,12.4699,-6172.42626953125,6430000,1286,5198.88,5254.75
1287,29.1188,12.2469,-5954.6572265625,6435000,1287,5169.69,5264.82
1288,29.3914,12.5697,-6005.0625,6440000,1288,5130.48,5271.33
1289,29.0104,12.4058,-6100.71923828125,6445000,1289,5210.39,5411.51
1290,29.4431,12.7516,-6307.10302734375,6450000,1290,5213.64,5421.88
1291,28.9023,12.2638,-5824.25927734375,6455000,1291,5156.32,5357.16
1292,28.4336,12.3841,-5697.068359375,6460000,1292,5199.33,5338.28
1293,29.823,13.3159,-5938.40966796875,6465000,1293,5086.54,5231.59
1294,28.5914,13.0101,-5670.88623046875,6470000,1294,5203.36,5350.34
1295,28.4595,12.6858,-5671.08056640625,6475000,1295,5216.36,5321.55
1296,27.916,12.397,-5646.5849609375,6480000,1296,5143.3,5231.39
1297,28.09,13.0957,-5536.39501953125,6485000,1297,5194.92,5320.13
1298,28.5874,13.0135,-5949.349609375,6490000,1298,5175.77,5277.47
1299,28.8684,13.3376,-5934.36083984375,6495000,1299,5160.56,5259.52
1300,27.5989,12.9557,-5836.4677734375,6500000,1300,5243.75,5405.89
1301,27.885,13.4645,-6125.9521484375,6505000,1301,5265.43,5370.61
1302,28.4278,13.904,-6234.953125,6510000,1302,5275.69,5375.6
1303,28.7939,13.8569,-6298.7880859375,6515000,1303,5106.19,5159.24
1304,29.1564,13.8931,-6444.25390625,6520000,1304,5035.4,5028.7
1305,42.985,23.8313,-9651.9775390625,6525000,1305,802.78,488.24
1306,49.5232,72.0714,-7268.708984375,6530000,1306,348.31,333.88
1307,47.4339,39.1058,-8041.1416015625,6535000,1307,762.84,745.53
1308,42.7902,47.9237,-9059.3935546875,6540000,1308,274.87,178.52
1309,40.4064,47.2713,-7596.52978515625,6545000,1309,1489.75,1533.58
1310,38.1459,20.9449,-7545.482421875,6550000,1310,3754.59,3724.27
1311,36.4982,23.1855,-7226.41552734375,6555000,1311,3696.88,4302.4
1312,38.9099,20.8804,-7811.70654296875,6560000,1312,4019.04,3941.58
1313,36.2148,20.6543,-8539.7099609375,6565000,1313,3990.38,4413.42
1314,32.2747,15.3578,-7262.3193359375,6570000,1314,4516.65,4572.76
1315,32.2256,15.9457,-7819.2939453125,6575000,1315,3539.19,4466.4
1316,32.2431,17.8832,-7309.05908203125,6580000,1316,4860.28,5055.01
1317,34.0118,19.1295,-8336.705078125,6585000,1317,2834.97,2062.38
1318,30.6005,15.1631,-5801.5,6590000,1318,5057.69,5207.47
1319,30.5389,14.8673,-5752.68017578125,6595000,1319,5029.5,4919.29
1320,30.7278,14.768,-7225.224609375,6600000,1320,5014.31,5317.79
1321,29.8322,16.6509,-7558.00048828125,6605000,1321,4996.56,5157.0
1322,29.5404,15.0131,-6536.75,6610000,1322,5022.81,5251.36
1323,29.8573,14.4218,-8048.8701171875,6615000,1323,4877.21,5210.11
1324,31.286,19.1881,-7823.2978515625,6620000,1324,5067.4,5248.11
1325,30.17,15.4754,-7463.00146484375,6625000,1325,5077.26,5260.11
1326,29.8391,13.9346,-7646.3701171875,6630000,1326,4808.25,4174.04
1327,30.3735,15.1569,-7781.4990234375,6635000,1327,4900.08,4951.35
1328,30.2781,14.942,-7612.08544921875,6640000,1328,4905.17,5048.98
1329,29.8825,14.571,-7235.86474609375,6645000,1329,4912.14,5035.09
1330,28.9622,13.3512,-6607.01708984375,6650000,1330,5172.43,5317.06
1331,29.5912,12.7167,-6564.8232421875,6655000,1331,5100.31,5184.97
1332,29.4255,13.2841,-6677.9306640625,6660000,1332,5066.03,5191.14
1333,30.5546,12.4883,-6654.8212890625,6665000,1333,4997.83,5072.08
1334,30.1779,12.7014,-6633.26513671875,6670000,1334,5041.73,5057.4
1335,30.0131,12.2481,-6207.42138671875,6675000,1335,4959.91,4924.51
1336,30.2454,12.6026,-6302.6748046875,6680000,1336,5004.24,5054.87
1337,30.4215,12.9787,-6162.71533203125,6685000,1337,5036.6,5048.9
1338,29.9148,12.8296,-6044.5087890625,6690000,1338,4963.12,5075.8
1339,30.5261,12.9759,-6189.96728515625,6695000,1339,4968.9,5048.77
1340,31.1883,14.0148,-6156.45458984375,6700000,1340,5026.95,5089.14
1341,30.896,14.1805,-6250.65673828125,6705000,1341,5030.17,5058.72
1342,30.4348,13.625,-6326.203125,6710000,1342,5018.21,5024.46
1343,30.8783,14.6793,-6140.0908203125,6715000,1343,4970.8,4913.01
1344,30.7014,14.1804,-6315.94140625,6720000,1344,5009.23,5016.61
1345,30.2629,14.0788,-6305.92578125,6725000,1345,5011.84,5011.77
1346,29.9643,14.2784,-6213.4208984375,6730000,1346,5034.41,5013.52
1347,30.2936,14.7123,-6317.68115234375,6735000,1347,5105.16,5184.97
1348,29.1592,14.1234,-6348.2890625,6740000,1348,5105.37,5185.16
1349,29.203,14.2115,-6308.083984375,6745000,1349,5143.08,5130.79
1350,29.5111,14.3936,-6385.3671875,6750000,1350,5139.07,5165.79
1351,29.3523,14.2128,-6469.37060546875,6755000,1351,5222.28,5323.04
1352,29.8739,14.4741,-6157.89599609375,6760000,1352,5122.64,5194.47
1353,29.3595,14.1946,-5974.43310546875,6765000,1353,5153.19,5164.35
1354,29.3793,14.3428,-6130.23681640625,6770000,1354,5261.94,5430.35
1355,29.1621,14.1769,-5840.39404296875,6775000,1355,5242.15,5321.36
1356,29.2294,14.9028,-6329.26953125,6780000,1356,5272.4,5335.79
1357,28.7019,14.735,-6246.328125,6785000,1357,5288.32,5461.98
1358,28.9145,14.0802,-6241.63427734375,6790000,1358,5235.38,5451.19
1359,29.3411,15.1167,-6277.6650390625,6795000,1359,5290.35,5419.19
1360,29.2911,14.8362,-6524.81640625,6800000,1360,5314.54,5411.25
1361,29.3589,14.4604,-6315.3359375,6805000,1361,5261.87,5412.51
1362,28.963,14.3695,-6613.00390625,6810000,1362,5251.59,5334.49
1363,29.5691,14.5694,-6623.404296875,6815000,1363,5262.38,5506.46
1364,29.7204,15.0708,-6973.8818359375,6820000,1364,5252.45,5415.32
1365,29.8141,14.258,-6661.9501953125,6825000,1365,5273.84,5394.64
1366,29.5788,15.2892,-7085.6064453125,6830000,1366,5254.7,5406.76
1367,30.153,14.4611,-6727.4560546875,6835000,1367,5235.66,5427.99
1368,29.949,14.1444,-7128.0439453125,6840000,1368,5188.19,5394.41
1369,30.0427,14.8884,-6830.05126953125,6845000,1369,5295.55,5334.55
1370,29.7566,13.5627,-6712.8916015625,6850000,1370,5313.04,5416.92
1371,30.1297,14.9847,-6547.0810546875,6855000,1371,5276.92,5379.35
1372,30.0407,14.3015,-6745.75390625,6860000,1372,5242.32,5296.66
1373,29.7901,14.573,-6411.74658203125,6865000,1373,5289.84,5455.83
1374,29.7091,13.9583,-6606.9130859375,6870000,1374,5310.07,5377.32
1375,30.3862,15.191,-6154.02294921875,6875000,1375,5304.51,5466.06
1376,29.6229,14.1562,-6007.34326171875,6880000,1376,5356.24,5528.65
1377,30.1822,14.3802,-6242.5703125,6885000,1377,5295.94,5457.57
1378,29.5984,13.636,-6405.109375,6890000,1378,5177.4,5484.78
1379,29.7541,14.4341,-6150.04345703125,6895000,1379,4919.09,5422.1
1380,29.1709,13.7758,-6197.50244140625,6900000,1380,5315.52,5467.76
1381,29.1939,12.9541,-6564.43310546875,6905000,1381,5198.92,5481.96
1382,29.4159,14.6177,-6549.0361328125,6910000,1382,5325.67,5458.69
1383,29.6135,14.432,-6133.732421875,6915000,1383,5316.17,5479.16
1384,29.8697,14.1993,-5969.05517578125,6920000,1384,5293.1,5529.37
1385,29.5814,13.5533,-6100.3251953125,6925000,1385,5264.19,5368.35
1386,29.5584,13.8853,-6198.82666015625,6930000,1386,5297.47,5506.74
1387,29.4499,14.7353,-5979.4453125,6935000,1387,5311.08,5499.7
1388,28.9984,13.6315,-6045.5693359375,6940000,1388,5192.21,5278.04
1389,29.2598,13.2798,-5877.53515625,6945000,1389,5134.01,5485.7
1390,29.7744,13.3047,-6236.92138671875,6950000,1390,5063.91,5454.49
1391,29.5001,13.7382,-5983.470703125,6955000,1391,5206.09,5411.68
1392,28.948,13.0555,-6047.0654296875,6960000,1392,4989.45,5372.25
1393,29.5726,13.0144,-6254.1689453125,6965000,1393,5240.55,5385.83
1394,29.7611,12.9601,-6508.82421875,6970000,1394,5178.11,5280.05
1395,29.53,12.5309,-6774.96728515625,6975000,1395,5165.63,5119.96
1396,30.4162,13.0271,-6449.36865234375,6980000,1396,5208.87,5291.68
1397,29.3922,13.0619,-6446.72119140625,6985000,1397,5230.06,5303.81
1398,29.4129,12.6919,-6545.4560546875,6990000,1398,5150.58,5186.12
1399,29.4188,14.2811,-6472.72705078125,6995000,1399,5244.82,5367.79
1400,29.492,13.9992,-6454.46533203125,7000000,1400,5219.46,5385.73
1401,29.4076,13.8875,-6573.634765625,7005000,1401,5174.74,5176.28
1402,28.8801,13.7382,-6611.18603515625,7010000,1402,5267.95,5333.3
1403,29.093,12.7234,-6527.76953125,7015000,1403,5230.92,5304.44
1404,29.3342,13.1954,-6833.26806640625,7020000,1404,5180.58,5162.47
1405,28.8752,13.5422,-6373.22216796875,7025000,1405,5227.6,5372.41
1406,29.2647,13.2105,-6398.96142578125,7030000,1406,5238.98,5247.88
1407,28.9883,13.1135,-6163.64501953125,7035000,1407,5230.1,5432.03
1408,29.0666,14.1731,-6627.61962890625,7040000,1408,5262.44,5338.55
1409,28.3216,13.5945,-6476.49267578125,7045000,1409,5270.59,5369.23
1410,29.0447,13.8114,-6429.6787109375,7050000,1410,5265.27,5414.49
1411,28.7533,13.348,-6300.3642578125,7055000,1411,5209.42,5394.46
1412,29.2101,14.2049,-6500.13818359375,7060000,1412,5230.99,5370.84
1413,29.0697,12.9172,-7120.49755859375,7065000,1413,5190.3,5203.65
1414,29.1717,13.5677,-6713.07568359375,7070000,1414,5227.77,5202.64
1415,28.8159,13.5301,-6901.7119140625,7075000,1415,5223.35,5235.87
1416,29.0846,13.8714,-6600.36865234375,7080000,1416,5261.49,5229.64
1417,29.2377,13.5631,-6397.79833984375,7085000,1417,5319.01,5362.74
1418,29.3391,13.4507,-6631.95703125,7090000,1418,5247.53,5307.26
1419,28.6689,13.8981,-6542.759765625,7095000,1419,5244.46,5284.8
1420,28.6982,15.5985,-6703.5595703125,7100000,1420,5291.2,5382.29
1421,28.8285,14.3731,-6619.89501953125,7105000,1421,5313.27,5396.73
1422,28.9624,14.1602,-6722.79052734375,7110000,1422,5329.78,5423.12
1423,29.4443,13.9708,-6649.48095703125,7115000,1423,5278.8,5332.97
1424,28.9077,14.2615,-6711.33251953125,7120000,1424,5284.46,5368.31
1425,28.5802,13.5802,-6600.88134765625,7125000,1425,5263.58,5305.79
1426,29.4315,13.0411,-6540.09033203125,7130000,1426,5162.7,5215.08
1427,50.6426,40.8237,-7797.3232421875,7135000,1427,170.08,167.57
1428,42.8322,48.1576,-8907.96875,7140000,1428,568.38,415.39
1429,35.2609,17.2077,-6979.76953125,7145000,1429,3669.66,3475.33
1430,36.941,17.9455,-7571.79296875,7150000,1430,4339.48,4227.62
1431,33.2333,15.0571,-7785.74658203125,7155000,1431,4596.65,4609.88
1432,30.8037,15.3742,-6394.48486328125,7160000,1432,4803.57,4681.49
1433,31.7524,15.2033,-7764.93115234375,7165000,1433,4812.66,4790.75
1434,32.4508,15.983,-8157.0166015625,7170000,1434,4813.93,4840.59
1435,31.2835,14.4664,-6133.0908203125,7175000,1435,4735.96,4694.44
1436,30.623,13.8344,-6154.28369140625,7180000,1436,4859.18,4858.84
1437,30.849,14.6764,-7068.44580078125,7185000,1437,4906.43,4962.48
1438,32.5293,17.6961,-7331.2470703125,7190000,1438,4385.67,4962.83
1439,32.0844,17.6135,-7240.5986328125,7195000,1439,4859.04,4950.1
1440,45.1636,112.4078,-13000.1904296875,7200000,1440,883.92,1041.04
1441,38.607,25.0474,-9406.4248046875,7205000,1441,3005.66,2443.39
1442,39.2675,18.5005,-8648.482421875,7210000,1442,3241.87,3419.85
1443,37.8525,27.3046,-10825.8095703125,7215000,1443,1283.19,1101.37
1444,39.6518,25.7999,-9824.478515625,7220000,1444,2884.19,2689.5
1445,42.0431,21.0176,-10666.93359375,7225000,1445,1869.17,2020.54
1446,38.2375,20.7906,-9349.5439453125,7230000,1446,3534.07,3913.68
1447,52.1978,172.1457,-13939.9189453125,7235000,1447,161.29,165.28
1448,33.9152,17.4004,-7443.20849609375,7240000,1448,4523.05,4634.53
1449,32.7994,16.1475,-7843.23974609375,7245000,1449,4253.53,4498.03
1450,33.4919,22.0794,-9371.740234375,7250000,1450,3381.96,4953.68
1451,33.7249,18.2459,-7798.7900390625,7255000,1451,4670.69,4742.68
1452,30.0385,18.3068,-8168.28369140625,7260000,1452,4374.95,4759.92
1453,31.2798,15.9772,-6840.3212890625,7265000,1453,4589.96,4812.0
1454,31.9819,15.504,-7662.65234375,7270000,1454,4302.68,4616.91
1455,30.2256,15.5018,-6926.8505859375,7275000,1455,4053.92,4770.82
1456,29.4272,14.281,-6110.83349609375,7280000,1456,4860.17,4828.78
1457,29.8286,14.7912,-6501.02587890625,7285000,1457,4954.45,5061.43
1458,30.2887,14.4112,-6825.666015625,7290000,1458,5026.81,5116.67
1459,30.6722,14.5061,-6878.1826171875,7295000,1459,4886.73,5048.53
1460,29.8809,14.0099,-7155.77392578125,7300000,1460,4910.49,4751.39
1461,30.7862,15.0521,-7185.73974609375,7305000,1461,4839.75,5068.61
1462,30.9825,13.9365,-7308.060546875,7310000,1462,4754.61,4976.81
1463,30.537,13.5636,-7043.650390625,7315000,1463,4858.09,4930.3
1464,30.2303,13.7481,-6774.8828125,7320000,1464,4814.99,4921.05
1465,30.9153,14.1608,-7089.86669921875,7325000,1465,4907.55,4957.61
1466,30.6851,14.6028,-6998.662109375,7330000,1466,4961.47,4963.22
1467,30.303,14.2138,-6788.52734375,7335000,1467,4963.5,5069.08
1468,30.4697,14.0908,-6524.337890625,7340000,1468,4943.03,4997.23
1469,30.5139,13.8062,-6874.50830078125,7345000,1469,4954.7,5070.26
1470,30.6708,13.6416,-6792.2705078125,7350000,1470,5007.43,5079.08
1471,30.0695,13.9335,-6479.30712890625,7355000,1471,5065.92,5126.71
1472,30.6146,13.5418,-7017.56787109375,7360000,1472,5000.31,5099.67
1473,30.2792,13.8756,-6735.154296875,7365000,1473,5112.29,5236.7
1474,54.3701,118.1629,-9037.068359375,7370000,1474,44.6,41.37
1475,31.0633,13.2062,-7892.37841796875,7375000,1475,3369.53,3726.2
1476,30.6891,15.4915,-7631.67529296875,7380000,1476,4756.94,4762.52
1477,30.1713,15.202,-7498.31494140625,7385000,1477,4892.28,4953.58
1478,30.0184,16.9577,-7089.49072265625,7390000,1478,5155.33,5282.32
1479,31.1603,17.6388,-7648.759765625,7395000,1479,5234.85,5376.04
1480,30.6733,17.2639,-7718.31689453125,7400000,1480,5235.28,5339.07
1481,30.4086,16.3568,-7744.25146484375,7405000,1481,5182.46,5120.71
1482,30.8239,16.1075,-7782.7978515625,7410000,1482,5213.59,5189.46
1483,30.3131,15.5668,-7270.9072265625,7415000,1483,5271.74,5238.25
1484,30.4692,15.9149,-7010.95458984375,7420000,1484,5248.89,5176.4
1485,30.0639,15.717,-6944.580078125,7425000,1485,5253.47,5359.64
1486,29.9682,16.0673,-6898.2646484375,7430000,1486,5225.12,5281.25
1487,30.0206,15.8859,-6987.32861328125,7435000,1487,5140.66,5180.5
1488,29.0085,15.7639,-6788.55078125,7440000,1488,5246.49,5303.86
1489,30.2882,15.2353,-7579.16943359375,7445000,1489,5050.23,5107.14
1490,30.6217,15.5489,-7612.1904296875,7450000,1490,5155.27,5124.73
1491,30.7142,15.1702,-7637.779296875,7455000,1491,5186.08,5235.44
1492,29.861,15.0726,-7248.1337890625,7460000,1492,5271.08,5337.99
1493,30.4085,15.8272,-7032.138671875,7465000,1493,5303.8,5287.01
1494,30.0664,15.5035,-7260.30908203125,7470000,1494,5244.81,5229.87
1495,29.9025,15.9435,-7184.52392578125,7475000,1495,5297.43,5313.49
1496,29.76,15.898,-7066.13818359375,7480000,1496,5299.21,5322.33
1497,31.1716,14.6523,-7798.79931640625,7485000,1497,4837.17,5220.55
1498,36.9199,19.5393,-8305.353515625,7490000,1498,4415.35,4467.33
1499,44.2179,26.4875,-13486.7861328125,7495000,1499,691.39,625.82
