Running Reverse KL,Real Sto Return,Running Update Time,Itration,Reward Loss,Running Env Steps,Real Det Return,Running Forward KL
13.5009,593.62,125,125,-5186.8759765625,625000,1536.19,157.8032
16.0071,780.09,126,126,-5457.19580078125,630000,797.96,157.1597
15.0747,173.79,127,127,-5229.7080078125,635000,43.66,159.1739
13.7758,-204.29,128,128,-5362.99365234375,640000,-309.83,158.1844
12.9088,270.86,129,129,-5322.421875,645000,-156.96,157.4171
13.0771,162.77,130,130,-5359.11474609375,650000,-112.03,158.0412
16.0874,1148.63,131,131,-5611.3359375,655000,1703.3,157.6632
12.8937,865.95,132,132,-5384.23876953125,660000,249.09,157.9099
13.9536,1214.75,133,133,-5680.06201171875,665000,1637.41,156.5723
14.907,1307.25,134,134,-5616.6171875,670000,1489.32,156.4267
13.6229,2023.49,135,135,-5643.505859375,675000,2513.11,156.6224
15.0161,1074.93,136,136,-5535.21435546875,680000,836.29,157.7081
12.9278,2575.76,137,137,-5604.24365234375,685000,3628.31,155.9115
14.2577,2587.08,138,138,-5582.994140625,690000,3666.75,155.9524
14.5222,2493.0,139,139,-5637.556640625,695000,4191.2,155.3
14.4444,3049.78,140,140,-5679.2451171875,700000,3967.71,155.5488
14.3881,1298.75,141,141,-5697.65673828125,705000,1369.4,157.3283
12.9502,1074.59,142,142,-5920.93798828125,710000,1913.34,156.806
15.742,2019.84,143,143,-5996.1328125,715000,2475.21,157.5246
15.4665,2954.64,144,144,-5737.0712890625,720000,3602.88,156.1703
15.7066,3162.73,145,145,-5729.734375,725000,3828.39,156.0262
16.145,3701.76,146,146,-5658.27880859375,730000,4346.99,155.2708
18.1406,4115.39,147,147,-5852.59375,735000,5025.07,155.5458
19.2492,4516.06,148,148,-5729.15380859375,740000,5135.38,155.2189
15.1986,3281.75,149,149,-5751.95703125,745000,3009.88,154.6625
19.4488,4513.19,150,150,-5609.00390625,750000,4626.26,155.0457
14.297,1881.65,151,151,-5888.541015625,755000,2771.89,156.2738
14.3819,149.7,152,152,-6533.93994140625,760000,208.66,158.6828
13.8447,2917.8,153,153,-6063.57373046875,765000,2116.63,155.4468
15.3501,4039.19,154,154,-5830.4130859375,770000,4848.16,154.7911
18.0299,4483.89,155,155,-5816.49267578125,775000,5399.09,155.3243
13.5632,2329.54,156,156,-6411.9697265625,780000,2990.72,156.1581
20.2644,-221.42,157,157,-6734.57666015625,785000,220.08,159.9148
16.3856,3182.45,158,158,-6363.3984375,790000,3417.45,155.5228
16.9797,3431.32,159,159,-6162.7587890625,795000,4263.65,155.6983
19.3293,4966.8,160,160,-5934.0322265625,800000,5759.85,154.9126
17.6447,5170.85,161,161,-5679.853515625,805000,5811.57,154.0102
17.4865,5175.07,162,162,-5855.75390625,810000,5992.52,154.5063
18.2705,5106.83,163,163,-6056.51611328125,815000,5669.66,154.4583
18.4899,5543.51,164,164,-5663.5712890625,820000,6070.81,153.9192
18.1181,5782.37,165,165,-5566.01904296875,825000,6523.03,153.1861
18.1868,5652.52,166,166,-5679.24169921875,830000,6172.96,153.4864
21.0966,6033.64,167,167,-5758.828125,835000,6524.3,154.0936
18.0841,5805.4,168,168,-5649.0283203125,840000,6163.91,153.5607
17.9177,5867.46,169,169,-5661.349609375,845000,6377.39,152.8655
18.6448,6177.11,170,170,-5478.45166015625,850000,6618.58,152.6642
19.4327,6037.01,171,171,-5576.98974609375,855000,6592.05,153.1219
18.9293,6134.87,172,172,-5696.78076171875,860000,6693.09,153.458
19.6603,6207.37,173,173,-5524.31494140625,865000,6750.19,153.2571
18.8914,6160.61,174,174,-5623.802734375,870000,6601.49,153.2475
18.2314,6282.14,175,175,-5373.89453125,875000,6756.99,152.5584
19.4646,6422.02,176,176,-5557.6884765625,880000,7038.49,152.9397
18.3194,5993.18,177,177,-5652.43359375,885000,6505.74,152.3841
18.2985,6330.1,178,178,-5405.04931640625,890000,6893.34,152.2359
18.9561,6383.13,179,179,-5578.8447265625,895000,6892.04,152.6219
18.7557,6187.56,180,180,-5800.1298828125,900000,6758.35,153.3013
17.2575,6309.58,181,181,-5554.94482421875,905000,6806.22,152.2704
19.7256,6670.52,182,182,-5628.787109375,910000,7252.56,152.1054
17.6518,6618.83,183,183,-5276.9462890625,915000,7068.98,151.9361
18.0818,6708.9,184,184,-5357.45751953125,920000,7068.8,151.816
19.2109,6683.96,185,185,-5439.1171875,925000,7263.84,152.4697
18.554,6702.62,186,186,-5533.29833984375,930000,7067.72,152.0342
17.5383,6796.79,187,187,-5438.7978515625,935000,7280.13,152.0675
17.0274,6706.46,188,188,-5484.52001953125,940000,7146.69,151.6996
18.3509,6737.38,189,189,-5501.919921875,945000,7339.69,151.3074
18.1479,6800.61,190,190,-5479.55322265625,950000,7164.48,151.1901
15.4815,305.59,191,191,-7365.85791015625,955000,514.99,156.7288
12.3315,2246.83,192,192,-7227.3359375,960000,3363.97,155.3675
14.2243,6107.21,193,193,-5648.74169921875,965000,6763.16,150.8782
16.5861,6100.09,194,194,-5639.0400390625,970000,6434.07,150.9193
16.8321,6449.96,195,195,-5590.19287109375,975000,7120.41,150.9381
17.5503,6817.74,196,196,-5381.48974609375,980000,7635.19,150.6739
16.8957,6885.4,197,197,-5357.50390625,985000,7285.34,150.925
17.2325,7078.64,198,198,-5494.81591796875,990000,7643.72,150.5423
19.2374,7044.01,199,199,-5733.88671875,995000,7467.88,151.1592
18.8239,7168.75,200,200,-5708.19970703125,1000000,7695.3,151.2274
18.7886,7234.17,201,201,-5741.11474609375,1005000,7699.65,150.8112
18.6782,7432.2,202,202,-5632.1416015625,1010000,7858.43,150.8822
18.863,7140.95,203,203,-5773.5234375,1015000,7688.29,151.2453
18.7179,7178.47,204,204,-5693.3935546875,1020000,7625.92,150.4405
18.1306,7494.32,205,205,-5433.73583984375,1025000,7963.47,149.7121
18.081,7412.36,206,206,-5555.91064453125,1030000,7870.69,149.9075
16.6578,6897.18,207,207,-5895.0224609375,1035000,7420.09,150.8169
16.6959,1025.82,208,208,-7353.423828125,1040000,1062.49,158.2485
13.6546,5734.57,209,209,-6132.15869140625,1045000,6116.16,151.3813
17.0786,6957.64,210,210,-6125.212890625,1050000,7309.17,151.1036
16.9099,6875.39,211,211,-6132.68359375,1055000,7195.06,151.0996
17.6813,7284.32,212,212,-5905.28076171875,1060000,7732.79,150.9987
17.8638,7412.7,213,213,-5916.673828125,1065000,7853.45,150.4227
13.6698,2418.57,214,214,-7386.462890625,1070000,3373.88,154.4251
16.2175,6660.82,215,215,-6344.4365234375,1075000,7386.4,149.9455
17.1524,7023.37,216,216,-6147.580078125,1080000,7623.13,150.2732
16.7424,7034.16,217,217,-6195.35546875,1085000,7555.22,150.6758
15.8571,7077.01,218,218,-5822.2158203125,1090000,7621.79,150.1495
16.6855,6622.95,219,219,-6253.17529296875,1095000,7296.99,150.8154
16.7877,6821.77,220,220,-6642.88427734375,1100000,7288.23,151.17
16.7702,6852.32,221,221,-6484.486328125,1105000,7232.94,150.6064
16.2724,7240.47,222,222,-6101.876953125,1110000,7872.74,149.7358
16.9086,7028.43,223,223,-6115.0302734375,1115000,7802.06,150.0155
16.0056,7162.71,224,224,-6226.20263671875,1120000,7819.63,149.799
16.4863,7143.4,225,225,-6471.09619140625,1125000,7687.91,150.7178
17.3841,7018.58,226,226,-6782.55322265625,1130000,7656.46,151.7809
17.6377,7104.95,227,227,-6592.20703125,1135000,7668.72,151.212
17.6558,6842.02,228,228,-6637.849609375,1140000,7579.64,151.2917
16.7901,7004.39,229,229,-6593.576171875,1145000,7587.99,150.4832
17.9161,6385.45,230,230,-7228.7734375,1150000,6828.32,152.4374
14.9805,4927.86,231,231,-7003.1103515625,1155000,5220.12,152.9183
19.4313,6657.83,232,232,-7034.58984375,1160000,7094.89,151.6114
17.9426,6647.99,233,233,-6940.162109375,1165000,7274.71,151.0081
17.5951,7091.99,234,234,-6792.39794921875,1170000,7264.93,150.8283
15.8643,7137.09,235,235,-6478.57275390625,1175000,7716.56,149.6013
15.4761,7576.96,236,236,-6152.7021484375,1180000,8158.0,149.1917
15.4501,6816.07,237,237,-6603.35107421875,1185000,7563.3,149.0837
16.0987,7130.68,238,238,-6527.7451171875,1190000,7571.54,149.6432
18.105,7178.06,239,239,-6930.2294921875,1195000,7570.04,149.7142
16.1767,7459.0,240,240,-6303.2421875,1200000,7885.63,149.0063
16.3263,7372.53,241,241,-6364.08447265625,1205000,7803.94,148.6137
13.2903,5792.05,242,242,-6992.55322265625,1210000,5927.72,149.569
15.2805,7551.75,243,243,-6123.21533203125,1215000,8066.27,148.6007
17.1684,7026.94,244,244,-6841.0556640625,1220000,7639.5,149.5107
17.2849,6891.21,245,245,-7038.26416015625,1225000,7660.62,150.1066
16.1347,7493.78,246,246,-6312.29541015625,1230000,8102.19,148.7839
15.8341,7249.27,247,247,-6436.61279296875,1235000,7760.52,148.7834
16.4669,7067.38,248,248,-6145.36181640625,1240000,8115.27,149.5409
16.9435,7505.1,249,249,-6689.0234375,1245000,7846.28,148.9185
15.9884,7041.54,250,250,-6871.9287109375,1250000,7732.32,148.9736
15.5682,6639.19,251,251,-7201.4541015625,1255000,7435.65,149.5505
17.1059,7000.42,252,252,-7114.60107421875,1260000,7703.35,149.3909
16.9463,7135.18,253,253,-6844.6845703125,1265000,7818.2,149.1404
16.8913,7337.69,254,254,-6862.7861328125,1270000,7853.71,148.7952
14.5524,7403.15,255,255,-6373.36083984375,1275000,7650.0,148.0205
17.6563,7217.91,256,256,-6798.17138671875,1280000,7913.04,148.562
14.9716,6949.24,257,257,-6663.1904296875,1285000,7367.1,149.9122
15.9045,7407.33,258,258,-6521.681640625,1290000,7875.62,148.2311
18.7848,6951.22,259,259,-7506.138671875,1295000,7745.43,149.7126
19.2912,7236.83,260,260,-7300.130859375,1300000,7705.24,149.3854
20.6068,7317.0,261,261,-7539.2607421875,1305000,7807.11,150.1894
18.3475,6925.69,262,262,-7387.23681640625,1310000,7648.88,150.18
18.77,6695.12,263,263,-7549.21533203125,1315000,7502.14,150.4766
19.0576,6783.26,264,264,-7644.05615234375,1320000,7362.45,150.3959
19.7914,7241.3,265,265,-7656.97900390625,1325000,7852.76,150.1226
17.4711,7542.18,266,266,-6839.173828125,1330000,8284.04,149.2037
19.1771,7288.31,267,267,-7465.47900390625,1335000,7673.25,150.0292
18.5711,6988.01,268,268,-7293.005859375,1340000,7851.22,149.2791
18.8796,6744.13,269,269,-7724.951171875,1345000,7350.8,150.3765
20.2578,6695.23,270,270,-8135.20703125,1350000,7438.47,151.5158
18.1208,5492.66,271,271,-8100.57373046875,1355000,5708.81,152.7104
14.9533,5191.32,272,272,-7894.7041015625,1360000,6819.61,150.8758
18.0812,6655.65,273,273,-8030.7265625,1365000,7293.75,150.8708
17.5777,7628.3,274,274,-6913.22119140625,1370000,8340.39,148.5005
19.1223,7428.07,275,275,-7665.34423828125,1375000,7868.12,149.9753
16.2757,4385.59,276,276,-7854.86767578125,1380000,6204.4,150.558
18.652,7278.52,277,277,-7851.70654296875,1385000,7728.3,149.5547
19.2192,7311.56,278,278,-7750.56494140625,1390000,7945.52,149.293
17.4741,7650.39,279,279,-7339.05322265625,1395000,8094.79,147.9525
16.5304,7685.19,280,280,-6933.06787109375,1400000,8082.31,147.7715
16.9398,7660.88,281,281,-7228.52197265625,1405000,8290.3,148.0762
13.8183,5687.67,282,282,-7122.39208984375,1410000,8063.74,147.6272
15.5085,7285.68,283,283,-6967.42333984375,1415000,8296.6,147.8541
18.758,6608.19,284,284,-8407.974609375,1420000,7710.36,150.2095
15.0439,7988.02,285,285,-6545.7861328125,1425000,8417.74,147.0631
16.8294,7853.4,286,286,-6907.15087890625,1430000,8470.17,147.6199
15.2238,8250.24,287,287,-6357.56787109375,1435000,8812.05,146.5929
16.1549,8058.28,288,288,-6579.82421875,1440000,8538.65,146.6565
14.0552,8121.55,289,289,-6598.533203125,1445000,8810.7,145.9262
16.0114,8191.6,290,290,-6387.27685546875,1450000,8779.3,146.0714
15.5439,8078.94,291,291,-6543.5341796875,1455000,8858.79,145.7007
13.6237,7485.17,292,292,-6393.10205078125,1460000,8279.82,146.1367
20.6678,6696.53,293,293,-8789.4658203125,1465000,7198.21,150.7235
19.5748,7472.48,294,294,-8029.07080078125,1470000,8597.04,148.9092
16.9489,7314.9,295,295,-7805.86083984375,1475000,8449.45,147.1966
17.6269,7786.43,296,296,-7559.68505859375,1480000,8432.27,147.527
16.9404,7472.03,297,297,-7345.47119140625,1485000,7910.72,148.7434
16.6754,8076.67,298,298,-7030.17529296875,1490000,8634.2,146.693
18.6334,7142.59,299,299,-8170.736328125,1495000,7975.97,147.5191
14.7047,8528.98,300,300,-6241.0556640625,1500000,9259.03,144.6381
14.6195,8773.71,301,301,-5675.89453125,1505000,8853.97,144.1805
16.2195,5255.04,302,302,-8022.8759765625,1510000,7180.1,147.6434
15.0336,8215.18,303,303,-6475.982421875,1515000,8911.41,144.8159
16.9792,6750.22,304,304,-8265.73046875,1520000,7655.74,147.2291
13.3315,8619.6,305,305,-5942.82763671875,1525000,9169.29,144.2871
13.6477,8666.62,306,306,-5823.71923828125,1530000,9350.76,144.1956
14.8577,8257.93,307,307,-6482.85595703125,1535000,8975.25,144.9271
14.0835,6342.0,308,308,-7552.7880859375,1540000,7549.36,147.1313
15.3118,3797.72,309,309,-9816.5693359375,1545000,3940.1,154.8149
13.3217,8662.65,310,310,-5998.04296875,1550000,9010.85,144.3414
14.1339,8941.69,311,311,-5693.4453125,1555000,9497.7,143.8184
13.7286,9026.28,312,312,-5501.69775390625,1560000,9440.27,143.259
13.8248,9235.94,313,313,-5660.17041015625,1565000,9606.91,143.6665
13.9442,9185.37,314,314,-5595.62841796875,1570000,9514.26,143.2452
14.6386,8439.29,315,315,-5969.970703125,1575000,8640.53,145.2177
16.0075,8457.47,316,316,-6319.48388671875,1580000,9099.99,145.1706
13.5697,8942.31,317,317,-5818.25830078125,1585000,9647.18,143.8345
18.2448,7221.71,318,318,-7976.8408203125,1590000,7998.73,147.7127
13.7172,6759.68,319,319,-6909.8603515625,1595000,6803.53,147.1778
14.1269,7724.23,320,320,-6905.599609375,1600000,8804.88,145.8872
15.6667,7239.35,321,321,-7809.95849609375,1605000,7689.15,148.6784
13.6695,8636.7,322,322,-5620.02734375,1610000,9765.09,143.1727
15.0249,8311.16,323,323,-6175.669921875,1615000,9247.25,144.0192
15.7146,8057.6,324,324,-6968.5478515625,1620000,9068.8,145.1683
13.4299,3868.56,325,325,-8229.658203125,1625000,2833.97,145.1699
14.8309,7252.51,326,326,-8356.8388671875,1630000,7861.32,147.5213
15.4336,8732.46,327,327,-6572.232421875,1635000,9326.89,145.1181
14.7215,9087.57,328,328,-6469.07666015625,1640000,9595.12,143.6385
14.3886,8979.93,329,329,-6266.1162109375,1645000,9636.95,143.532
15.9069,4279.91,330,330,-7572.7783203125,1650000,3149.53,146.3513
13.6044,8534.86,331,331,-6560.98095703125,1655000,9332.78,143.9705
13.6326,8951.44,332,332,-6143.48779296875,1660000,9270.25,143.7349
15.2676,8961.98,333,333,-6190.833984375,1665000,9329.05,144.5441
13.442,9509.31,334,334,-5626.61181640625,1670000,9973.74,143.4347
12.8768,8960.76,335,335,-5599.322265625,1675000,9664.69,142.2596
12.7256,9429.24,336,336,-5541.2578125,1680000,9922.71,142.5614
11.7219,4626.6,337,337,-7848.90869140625,1685000,4052.04,145.1645
11.9332,2447.27,338,338,-9206.63671875,1690000,3783.23,148.291
13.682,8448.12,339,339,-6904.703125,1695000,8906.38,145.3194
12.9673,9488.24,340,340,-5870.1748046875,1700000,9884.74,142.757
13.0664,9110.11,341,341,-6079.94580078125,1705000,9621.35,143.6959
13.9107,9475.44,342,342,-5975.5615234375,1710000,9903.84,142.5939
13.8459,9665.17,343,343,-5608.5283203125,1715000,10029.37,142.4882
13.0666,9627.74,344,344,-5383.06396484375,1720000,10039.95,142.0699
12.9458,9188.76,345,345,-5783.63330078125,1725000,9780.16,142.6801
11.8394,7401.81,346,346,-7180.38818359375,1730000,7808.41,144.7974
15.3303,8614.42,347,347,-7518.8876953125,1735000,9240.19,144.5717
13.7518,9125.21,348,348,-6484.267578125,1740000,9784.61,142.8525
12.9355,9510.78,349,349,-5812.32666015625,1745000,10145.76,141.9669
12.8962,9959.76,350,350,-5427.8505859375,1750000,10339.63,141.1554
13.2123,9928.94,351,351,-5473.8310546875,1755000,10253.91,141.4298
13.3145,9988.73,352,352,-5188.52734375,1760000,10295.75,141.1873
12.9907,9909.66,353,353,-5369.18994140625,1765000,10384.29,141.5045
13.2824,9948.96,354,354,-5345.2109375,1770000,10254.66,140.9322
12.6162,10073.07,355,355,-5008.41064453125,1775000,10491.95,140.4251
13.0031,9575.14,356,356,-5635.4140625,1780000,10168.77,141.165
12.8171,8912.52,357,357,-6067.484375,1785000,9454.77,142.1508
16.8731,6390.89,358,358,-9628.1494140625,1790000,6778.47,150.052
13.2017,4701.43,359,359,-9141.78125,1795000,4871.34,151.6193
12.1425,7233.52,360,360,-7389.30517578125,1800000,7308.35,144.2087
12.2981,9342.71,361,361,-5775.48388671875,1805000,9668.16,141.4328
12.4874,8301.24,362,362,-6691.03466796875,1810000,8835.55,143.6253
12.7955,8783.72,363,363,-6182.96240234375,1815000,8975.6,143.6145
11.7168,8349.59,364,364,-6122.650390625,1820000,8709.44,141.6387
12.9175,9030.04,365,365,-6078.26611328125,1825000,9682.27,142.2721
12.0451,9636.58,366,366,-5458.1943359375,1830000,9944.98,140.3606
11.9619,9272.15,367,367,-5682.97607421875,1835000,9872.41,141.1945
12.6339,9208.99,368,368,-6041.1953125,1840000,9219.14,141.6859
11.2313,9101.23,369,369,-5971.6865234375,1845000,10105.99,140.3302
12.1891,9119.21,370,370,-5685.7900390625,1850000,8790.88,141.1533
12.191,8459.49,371,371,-6402.1357421875,1855000,8972.07,142.2875
12.2904,7855.41,372,372,-7342.87109375,1860000,8041.95,142.2955
12.2227,8598.51,373,373,-6466.08154296875,1865000,8521.9,142.8448
14.6309,1416.32,374,374,-9371.90625,1870000,1078.65,152.9343
13.2763,8792.14,375,375,-5896.27490234375,1875000,9193.86,142.5261
12.3233,10055.04,376,376,-5239.8134765625,1880000,10481.17,140.6535
12.4889,10269.97,377,377,-5206.001953125,1885000,10696.6,139.8753
12.7878,8374.41,378,378,-7054.53271484375,1890000,8846.87,144.3296
12.9521,7759.99,379,379,-6794.50390625,1895000,8551.83,143.601
12.7476,4718.33,380,380,-8784.8720703125,1900000,5827.95,148.4275
12.2112,5776.41,381,381,-7782.98779296875,1905000,6440.72,146.2034
12.2118,9063.73,382,382,-5984.75244140625,1910000,9158.57,141.9064
12.3176,9714.21,383,383,-5460.48046875,1915000,10204.88,139.4172
12.8595,9979.5,384,384,-5348.2861328125,1920000,10303.38,140.8927
11.9529,7316.34,385,385,-6716.27490234375,1925000,7947.08,145.1094
