Real Det Return,Real Sto Return,Running Env Steps,Reward Loss,Itration,Running Update Time,Running Reverse KL,Running Forward KL
3645.11,3595.06,490000,-746.6065063476562,98,98,11.3912,18.6513
3445.77,2860.55,495000,-745.5718383789062,99,99,13.3569,16.0136
3481.38,3490.98,500000,-790.8395385742188,100,100,9.5789,16.6847
3545.63,3534.48,505000,-925.7246704101562,101,101,12.8789,17.265
3543.6,3444.77,510000,-832.6669921875,102,102,9.356,16.5421
3550.42,3353.15,515000,-844.9750366210938,103,103,15.1355,16.4998
3545.44,3512.66,520000,-860.7113037109375,104,104,9.3141,16.2969
3545.37,3356.74,525000,-843.3604736328125,105,105,8.588,16.3498
3496.11,3482.31,530000,-859.5465087890625,106,106,9.3514,16.8073
3615.82,3464.45,535000,-968.3521118164062,107,107,14.136,17.109
3543.11,2566.59,540000,-1168.0946044921875,108,108,31.6156,17.5187
3590.82,3378.69,545000,-937.4622802734375,109,109,10.5995,16.4828
3471.71,3219.42,550000,-1123.7518310546875,110,110,19.6075,15.9989
3601.11,3251.7,555000,-1013.9584350585938,111,111,9.6076,17.6409
3540.91,3484.14,560000,-889.8065185546875,112,112,8.7859,15.8405
3527.07,2372.34,565000,-1609.90673828125,113,113,20.4232,17.7919
3540.64,3399.49,570000,-895.4122314453125,114,114,8.8885,15.9955
3601.67,3559.74,575000,-1066.8221435546875,115,115,12.8531,17.95
3553.81,3339.22,580000,-1104.82177734375,116,116,9.4131,17.2064
3601.29,3564.46,585000,-1020.394287109375,117,117,9.8577,17.5864
3491.66,3087.05,590000,-1101.871337890625,118,118,12.3886,16.6977
3523.93,3356.36,595000,-1134.8131103515625,119,119,13.7386,16.5194
3536.15,3541.94,600000,-1143.2640380859375,120,120,12.4131,17.3419
3585.54,3515.07,605000,-1034.548828125,121,121,8.7299,16.3935
3640.7,3395.36,610000,-1040.423828125,122,122,9.8365,17.4628
3554.24,3536.9,615000,-1023.7857666015625,123,123,9.8647,17.0262
3517.09,2818.26,620000,-1224.935791015625,124,124,14.0088,17.0539
3566.65,3524.62,625000,-1064.5316162109375,125,125,9.3459,17.1977
3605.2,3217.87,630000,-1338.8336181640625,126,126,14.0433,17.058
3599.7,3369.93,635000,-1106.147216796875,127,127,9.5701,16.6102
3553.93,3538.02,640000,-1155.4549560546875,128,128,9.8887,17.0303
3548.49,3428.22,645000,-1040.65576171875,129,129,9.8047,17.0777
3499.73,3513.18,650000,-992.3916015625,130,130,9.4237,16.7031
3596.56,3315.5,655000,-1173.344970703125,131,131,10.1273,17.9256
3502.89,3520.18,660000,-1109.3914794921875,132,132,9.3363,16.5564
3612.88,3570.95,665000,-1207.9798583984375,133,133,9.934,17.026
3475.99,3549.98,670000,-877.134521484375,134,134,10.3792,17.314
3619.22,3582.42,675000,-1344.133544921875,135,135,11.2532,18.4884
3609.02,3584.57,680000,-1110.1591796875,136,136,9.752,17.4143
3623.31,3580.24,685000,-1090.76708984375,137,137,9.9294,17.4601
3596.04,3522.95,690000,-1196.3221435546875,138,138,8.5282,16.1529
3636.25,3591.87,695000,-1225.72509765625,139,139,10.0054,17.3555
3578.1,3522.57,700000,-1411.9287109375,140,140,12.3655,17.2602
3541.84,3519.74,705000,-1223.8597412109375,141,141,9.6363,16.6073
3523.71,3519.69,710000,-1114.184814453125,142,142,9.9857,16.9857
3569.8,2684.24,715000,-1344.91748046875,143,143,9.9929,17.755
3586.58,3589.43,720000,-1244.699951171875,144,144,10.4348,17.75
3557.83,3513.82,725000,-1228.920654296875,145,145,11.3926,16.2627
3538.45,3381.41,730000,-1312.06982421875,146,146,13.1461,16.7348
3576.3,3551.35,735000,-1184.74169921875,147,147,9.7265,16.7265
3608.3,3471.81,740000,-1670.2314453125,148,148,15.7056,18.3914
3603.14,2822.72,745000,-1681.44384765625,149,149,23.0791,18.1537
3541.58,3547.83,750000,-1273.4459228515625,150,150,9.8381,16.9285
3589.41,3547.68,755000,-1323.9832763671875,151,151,9.869,17.1536
3563.39,3554.01,760000,-1335.42431640625,152,152,10.4346,17.6795
3614.45,3584.56,765000,-1392.99169921875,153,153,10.2276,17.2994
3609.21,3564.22,770000,-1489.7220458984375,154,154,9.7397,17.452
3540.74,3524.3,775000,-1294.77978515625,155,155,9.5779,16.6214
3599.1,3540.99,780000,-1427.575927734375,156,156,9.5655,17.0612
3597.75,3528.73,785000,-1471.94384765625,157,157,9.7961,17.4768
3600.73,3563.32,790000,-1476.43115234375,158,158,9.6741,17.3323
3545.92,3561.5,795000,-1436.29052734375,159,159,9.5209,16.8816
3543.62,3387.85,800000,-1460.6502685546875,160,160,9.5165,17.1357
3563.42,3502.37,805000,-1576.8642578125,161,161,11.9211,16.3227
3587.26,3444.54,810000,-1490.5576171875,162,162,10.1793,17.0902
3586.97,3554.24,815000,-1491.408203125,163,163,9.2618,17.0852
3541.97,3359.83,820000,-1562.3863525390625,164,164,11.4308,17.5037
3600.4,3126.43,825000,-1739.6497802734375,165,165,13.327,17.9728
3565.31,3406.89,830000,-1401.1011962890625,166,166,9.3955,16.3107
3537.63,3532.42,835000,-1483.869140625,167,167,9.7348,16.9938
3622.22,3428.23,840000,-1770.549560546875,168,168,10.9684,18.2169
3623.93,3587.57,845000,-1569.916748046875,169,169,9.8313,17.5452
3579.97,3488.0,850000,-1629.2626953125,170,170,11.3674,17.4361
3593.35,3546.9,855000,-1702.7216796875,171,171,10.1084,17.7855
3530.67,3519.05,860000,-1419.7548828125,172,172,9.5942,16.7514
3575.48,3549.37,865000,-1778.7012939453125,173,173,9.8708,17.6272
3588.83,3556.98,870000,-1837.078369140625,174,174,10.1863,17.7331
3518.4,3533.3,875000,-1575.22119140625,175,175,9.6968,16.7775
3549.31,3550.2,880000,-1652.781982421875,176,176,9.9463,16.9459
3593.65,3397.37,885000,-1676.6817626953125,177,177,10.389,17.5992
3617.22,3564.94,890000,-1719.0792236328125,178,178,9.6555,17.1937
3620.31,3570.59,895000,-1669.488037109375,179,179,9.3832,16.7953
3604.2,3557.8,900000,-1770.37890625,180,180,9.5431,16.9693
3608.8,3566.48,905000,-1672.0667724609375,181,181,9.8036,17.1456
3516.98,3412.7,910000,-1625.1444091796875,182,182,9.5842,16.9358
3602.9,3538.42,915000,-1808.0111083984375,183,183,10.1058,17.4075
3517.95,3565.87,920000,-1645.966796875,184,184,10.0154,17.4604
3614.73,3401.41,925000,-1831.6524658203125,185,185,9.7053,17.2295
3473.99,3520.39,930000,-1659.9595947265625,186,186,9.7022,16.4672
3568.98,3520.39,935000,-2019.3206787109375,187,187,9.7518,17.0071
3570.02,3553.81,940000,-1782.5264892578125,188,188,9.8781,17.1514
3542.84,3543.86,945000,-1952.0843505859375,189,189,10.1895,17.4185
3604.34,3453.91,950000,-1972.9775390625,190,190,10.3368,17.7684
3600.13,3555.73,955000,-2039.99609375,191,191,10.1605,17.4368
3590.46,3560.24,960000,-1977.5438232421875,192,192,9.9667,17.297
3573.9,3522.33,965000,-1925.7637939453125,193,193,9.9488,16.6763
3602.58,3402.62,970000,-1883.8106689453125,194,194,10.1745,16.9605
3586.07,3382.21,975000,-1974.207275390625,195,195,10.1562,17.007
3622.65,3563.32,980000,-1922.6099853515625,196,196,9.7366,17.489
3552.47,3544.04,985000,-1977.7724609375,197,197,9.8922,17.1674
3529.45,3545.29,990000,-1874.009033203125,198,198,9.6703,16.791
3599.16,3554.33,995000,-1970.560546875,199,199,9.3792,17.0528
