Itration,Real Sto Return,Reward Loss,Running Forward KL,Running Update Time,Running Env Steps,Running Reverse KL,Real Det Return
117,326.1,-2207.75830078125,73.6897,117,585000,33.6671,826.43
118,191.18,-2251.164794921875,74.6303,118,590000,32.2605,586.7
119,10.19,-2260.218994140625,74.5642,119,595000,35.5571,-75.13
120,38.77,-2308.718505859375,75.4163,120,600000,31.5665,249.9
121,119.36,-2370.696533203125,75.0188,121,605000,32.7105,450.93
122,105.7,-2383.4619140625,76.2582,122,610000,30.2138,413.58
123,200.38,-2426.30615234375,76.4773,123,615000,31.7431,585.65
124,276.11,-2465.430419921875,74.2055,124,620000,33.6798,839.25
125,404.85,-2498.592529296875,74.4285,125,625000,32.4343,825.16
126,324.06,-2552.65234375,74.5644,126,630000,32.8574,772.76
127,354.55,-2549.920166015625,72.9735,127,635000,34.1903,832.68
128,404.86,-2581.890380859375,71.8127,128,640000,34.729,946.1
129,261.42,-2588.49609375,72.1262,129,645000,32.2534,598.3
130,129.28,-2607.81982421875,72.7165,130,650000,40.6826,262.43
131,-57.36,-2661.797607421875,74.4381,131,655000,32.3021,225.59
132,136.91,-2803.20166015625,76.4009,132,660000,33.9165,563.08
133,277.93,-2817.68017578125,74.7432,133,665000,32.5147,831.69
134,285.65,-2838.114501953125,73.6244,134,670000,32.9302,457.03
135,245.92,-2897.588134765625,74.096,135,675000,33.4812,634.73
136,198.11,-2875.435791015625,74.9154,136,680000,30.796,550.0
137,-81.84,-2912.926025390625,76.4238,137,685000,37.8281,-1249.4
138,-510.09,-3297.131591796875,95.2736,138,690000,126.67,-720.77
139,-18.09,-3106.5849609375,76.5803,139,695000,36.1329,182.43
140,42.0,-3116.726806640625,76.8691,140,700000,33.6108,355.26
141,42.19,-3176.601806640625,76.6826,141,705000,33.9919,348.06
142,77.24,-3320.1142578125,76.1297,142,710000,39.8976,324.96
143,-205.62,-3227.712890625,77.5072,143,715000,52.8229,-391.44
144,-190.07,-3427.4375,79.0578,144,720000,72.9296,-8.35
145,-793.18,-3444.975341796875,88.9072,145,725000,88.7655,-1387.27
146,-796.69,-3277.215087890625,81.8922,146,730000,122.9706,-956.81
147,-235.67,-3647.297607421875,82.0327,147,735000,127.4018,-520.38
148,-320.36,-3535.294921875,79.164,148,740000,55.6037,-1045.39
149,-1313.06,-3868.167724609375,87.1618,149,745000,120.9076,-404.1
150,-170.41,-3687.87060546875,79.3585,150,750000,42.4447,-531.66
151,-424.18,-3707.737548828125,78.9896,151,755000,90.6403,-786.88
152,-1020.86,-4015.699462890625,96.2661,152,760000,185.4071,-1379.96
153,-1643.72,-4187.4970703125,101.6313,153,765000,279.9528,-1669.8
154,-2899.62,-3544.366455078125,134.5237,154,770000,569.3874,-2932.1
155,-904.0,-4209.98876953125,95.9545,155,775000,202.2406,-1220.22
156,-382.73,-4043.88525390625,89.9146,156,780000,133.5682,-764.3
157,-1582.13,-3544.47998046875,108.8345,157,785000,177.4907,-1626.84
158,-1801.67,-4177.2568359375,85.3197,158,790000,228.844,-1498.37
159,-2145.47,-4295.5908203125,103.4631,159,795000,320.3776,-2325.2
160,-998.08,-4177.92626953125,97.1686,160,800000,175.328,-1576.77
161,-247.59,-4321.68505859375,83.0331,161,805000,60.6879,-586.46
162,-204.71,-4503.68212890625,88.6886,162,810000,72.2596,-211.54
163,-809.87,-4604.67578125,89.4286,163,815000,78.708,-1010.8
164,-499.85,-4238.52685546875,81.4337,164,820000,82.8362,-1162.65
165,-576.75,-4727.31591796875,86.9951,165,825000,73.7043,-430.72
166,-1202.73,-4705.93798828125,92.5,166,830000,165.4135,-1297.27
167,-1010.83,-4839.45751953125,84.6748,167,835000,84.7026,-1554.35
168,-183.23,-4527.3623046875,77.7018,168,840000,43.6914,-761.91
169,-574.71,-4983.03515625,80.8277,169,845000,61.4582,-794.09
170,-980.07,-4896.78857421875,89.2737,170,850000,96.8611,-1145.94
171,-22.44,-4684.2119140625,77.7219,171,855000,36.1772,125.87
172,-18.9,-4593.38916015625,75.7024,172,860000,31.5063,-53.34
173,-33.49,-5005.88427734375,77.4369,173,865000,36.9502,-149.94
174,-20.67,-4758.54638671875,75.6696,174,870000,31.3856,-36.48
175,-17.93,-4785.16796875,76.6163,175,875000,30.31,90.94
176,-8.7,-4925.078125,76.434,176,880000,30.7577,66.78
177,2.52,-4967.17724609375,77.4671,177,885000,30.3717,13.67
178,-5.93,-4979.6787109375,76.4896,178,890000,30.5654,310.8
179,15.8,-5031.6220703125,76.1884,179,895000,30.5303,188.22
180,-5.33,-5092.08447265625,76.8511,180,900000,31.7354,93.3
181,37.46,-5219.2705078125,77.9947,181,905000,31.1171,176.01
182,-5.09,-5197.34033203125,77.4656,182,910000,31.2904,168.97
183,39.03,-5256.62890625,76.0228,183,915000,31.0464,111.98
184,0.14,-5300.23974609375,76.2741,184,920000,31.0256,243.72
185,40.37,-5441.28857421875,75.9673,185,925000,29.5154,592.72
186,73.71,-5438.16748046875,75.9699,186,930000,30.5865,412.33
187,60.52,-5504.99951171875,74.9121,187,935000,30.5538,304.52
188,40.93,-5550.22119140625,75.2841,188,940000,30.0518,355.02
189,67.39,-5728.9169921875,78.6521,189,945000,31.1731,174.38
190,-8.02,-5707.6591796875,76.2945,190,950000,29.0084,339.64
191,8.14,-5757.18212890625,76.4436,191,955000,29.2733,327.19
192,70.83,-5854.078125,75.7858,192,960000,30.4208,43.48
193,-10.53,-5986.58935546875,76.7016,193,965000,52.1327,292.63
194,87.66,-6070.19482421875,76.6491,194,970000,31.7762,183.87
195,25.95,-6006.38525390625,75.2729,195,975000,30.1689,95.03
196,66.33,-6178.12939453125,77.6327,196,980000,30.9198,85.44
197,24.88,-6168.765625,77.3544,197,985000,30.1635,109.12
198,10.77,-6240.2119140625,76.7458,198,990000,29.2166,173.23
199,-8.04,-6305.138671875,75.426,199,995000,31.133,302.91
200,9.99,-6329.34765625,75.8649,200,1000000,30.5053,137.47
201,122.07,-6401.13916015625,76.1562,201,1005000,30.5593,235.72
202,54.35,-6558.4287109375,74.2919,202,1010000,29.7116,189.62
203,18.35,-6606.80224609375,76.3432,203,1015000,30.552,138.06
204,27.17,-6589.30078125,75.5883,204,1020000,28.1233,194.6
205,53.09,-6718.98779296875,75.5906,205,1025000,30.7209,204.24
206,31.57,-6675.962890625,74.0987,206,1030000,29.3811,169.54
207,31.17,-6881.83203125,75.9662,207,1035000,28.6276,183.09
208,55.06,-6918.1328125,76.5001,208,1040000,33.9198,382.59
209,74.62,-7022.5419921875,76.5692,209,1045000,49.373,264.23
210,-8.73,-7130.93701171875,76.1924,210,1050000,30.4489,260.94
211,130.71,-7258.78125,75.9988,211,1055000,30.5336,529.32
212,130.0,-7210.82666015625,75.3967,212,1060000,30.0669,370.9
213,49.3,-7382.90380859375,75.4195,213,1065000,29.9765,180.53
214,100.21,-7467.53466796875,75.7135,214,1070000,30.6169,166.62
215,27.33,-7595.43017578125,75.5723,215,1075000,30.0721,188.04
216,14.21,-7604.80908203125,75.5345,216,1080000,32.1942,320.81
217,69.25,-7706.4267578125,76.1253,217,1085000,29.488,348.71
218,81.1,-7820.796875,75.1775,218,1090000,41.939,458.81
219,-200.16,-7779.103515625,74.6587,219,1095000,30.416,-60.84
220,15.35,-7892.9140625,76.2818,220,1100000,28.4527,474.83
221,16.66,-7970.86572265625,74.6744,221,1105000,29.749,258.39
222,10.96,-8012.26611328125,75.7997,222,1110000,29.7199,227.73
223,15.44,-8173.3740234375,76.8753,223,1115000,29.9113,68.14
224,56.72,-8090.34912109375,74.8075,224,1120000,28.9372,277.99
225,-15.88,-8306.3642578125,74.7787,225,1125000,29.611,223.23
226,-8.75,-8418.6796875,76.2966,226,1130000,55.6932,113.02
227,10.86,-8514.6748046875,76.7245,227,1135000,29.6897,122.86
228,-24.76,-8448.0751953125,75.7723,228,1140000,60.5854,-96.2
229,-19.28,-8611.349609375,75.9891,229,1145000,28.9448,254.33
230,-17.56,-8683.9951171875,74.7645,230,1150000,29.5244,-39.11
231,-10.85,-8813.4443359375,76.8457,231,1155000,29.6223,21.44
232,7.82,-8760.9736328125,76.2151,232,1160000,28.8751,130.62
233,-26.1,-8760.2490234375,75.1826,233,1165000,28.4867,205.36
234,-22.85,-8929.51953125,76.2832,234,1170000,36.9554,244.05
235,-16.02,-9085.1708984375,76.0927,235,1175000,27.7994,238.43
236,-106.88,-9365.82421875,77.2036,236,1180000,78.899,333.31
237,-67.79,-9590.2392578125,78.8375,237,1185000,45.6977,129.25
238,-2967.15,-9664.0478515625,131.6672,238,1190000,703.404,-2980.78
239,-1385.26,-10314.9111328125,101.2659,239,1195000,200.1537,-1332.33
240,-327.8,-9118.404296875,90.8318,240,1200000,174.5259,-943.98
241,-588.76,-10220.0087890625,92.7676,241,1205000,99.2563,-739.21
242,-264.95,-10230.841796875,87.2266,242,1210000,158.3405,-186.53
243,-153.17,-10192.1572265625,80.0752,243,1215000,63.2194,-102.97
244,-60.45,-10231.7294921875,82.3214,244,1220000,59.4616,-40.05
245,-37.54,-10220.580078125,79.6542,245,1225000,39.0643,-0.47
246,-22.68,-9976.3642578125,78.2286,246,1230000,36.6053,-17.48
247,-31.87,-10266.82421875,77.4446,247,1235000,34.2709,-19.05
248,-28.85,-10362.8359375,78.724,248,1240000,32.2984,-33.52
249,-33.22,-10331.509765625,78.6323,249,1245000,31.2973,-22.82
250,-27.85,-10443.94140625,77.6842,250,1250000,34.2685,-19.94
251,-38.99,-10268.6767578125,76.4918,251,1255000,30.6155,-21.98
252,-30.91,-10400.2578125,76.4161,252,1260000,34.2321,61.1
253,-23.9,-10502.380859375,76.7843,253,1265000,29.8197,-22.22
254,-19.48,-10468.3193359375,76.7806,254,1270000,31.5213,-20.11
255,-23.31,-10765.1171875,77.5364,255,1275000,30.182,-35.09
256,-14.33,-10747.9228515625,77.6254,256,1280000,29.7275,-18.77
257,-20.13,-10743.0029296875,76.2286,257,1285000,29.7431,-19.31
258,-19.72,-10818.6171875,76.6681,258,1290000,28.8603,-88.75
259,-48.65,-10849.9169921875,76.1317,259,1295000,28.7542,432.37
260,-79.24,-10844.2783203125,76.8286,260,1300000,28.7592,450.35
261,-17.1,-11130.19140625,77.0923,261,1305000,28.9042,66.42
262,-48.62,-11101.6103515625,76.6414,262,1310000,28.1606,584.92
263,-40.87,-11101.7001953125,75.6772,263,1315000,29.4813,457.25
264,-61.16,-11210.7744140625,77.5032,264,1320000,28.8107,355.69
265,-90.39,-11229.9384765625,75.6917,265,1325000,28.6623,140.3
266,-78.43,-11164.072265625,76.868,266,1330000,29.7732,190.45
267,-25.12,-11700.9267578125,76.3665,267,1335000,29.7388,234.8
268,-40.26,-11318.8564453125,76.5304,268,1340000,27.6883,202.54
269,-55.66,-11464.9892578125,78.0577,269,1345000,67.1974,-2.33
270,-563.18,-12598.205078125,83.9065,270,1350000,145.4019,-366.85
271,-61.59,-12598.8564453125,79.7516,271,1355000,49.7477,-16.85
272,-37.0,-11685.6640625,77.7385,272,1360000,32.2378,-4.48
273,-25.86,-11801.4169921875,76.2264,273,1365000,29.0038,-12.88
274,-20.28,-11910.103515625,77.4994,274,1370000,29.0827,90.46
275,-23.44,-12208.736328125,76.986,275,1375000,29.6485,259.52
276,-13.05,-12323.2861328125,76.5198,276,1380000,28.8845,247.16
277,-14.55,-12383.6083984375,76.0648,277,1385000,29.1979,403.31
278,-22.99,-12454.6982421875,76.4834,278,1390000,28.5399,116.22
279,-21.2,-12261.6748046875,76.9336,279,1395000,28.5087,30.3
280,-21.49,-12474.4443359375,77.3673,280,1400000,28.7219,260.89
281,-28.74,-12530.0947265625,76.9109,281,1405000,28.6152,65.51
282,-40.17,-12530.1171875,77.168,282,1410000,28.4606,219.44
283,-463.98,-13596.0341796875,81.091,283,1415000,57.4865,-1025.05
284,-1112.41,-14225.921875,100.1833,284,1420000,364.0307,-1741.55
285,-22.59,-14511.400390625,101.6086,285,1425000,171.1865,-24.22
286,-113.37,-14046.4951171875,95.291,286,1430000,205.3832,-86.69
287,-1184.58,-14564.8056640625,92.8948,287,1435000,228.797,-1942.84
288,-1447.44,-14330.9169921875,95.1264,288,1440000,194.5677,-1646.48
289,-776.12,-13582.1455078125,89.0781,289,1445000,91.2632,-910.15
290,-1039.89,-13720.400390625,85.9992,290,1450000,90.3564,-1327.59
291,-913.89,-14259.931640625,84.6566,291,1455000,69.6048,-1106.96
292,-638.31,-14249.4453125,85.9004,292,1460000,73.3453,-689.58
293,-842.09,-13999.0615234375,82.502,293,1465000,61.5744,-738.31
294,-935.54,-14250.65625,81.8641,294,1470000,64.3513,-1025.9
295,-23.78,-14712.5859375,83.8989,295,1475000,54.5927,-147.07
296,-43.08,-14533.388671875,83.6295,296,1480000,91.379,-24.63
297,-19.22,-14502.669921875,81.1458,297,1485000,41.5009,-24.3
298,-21.66,-14299.193359375,78.7144,298,1490000,35.67,-18.98
299,-19.96,-14165.7197265625,78.2878,299,1495000,35.8513,-23.43
300,-19.5,-14242.828125,79.0146,300,1500000,37.8553,-20.46
301,-15.51,-14506.0830078125,78.2794,301,1505000,38.6698,-16.04
302,-15.16,-14282.1103515625,78.964,302,1510000,34.5488,-16.66
303,-16.84,-14002.265625,77.3549,303,1515000,30.6034,-15.34
304,-18.56,-14152.57421875,77.7597,304,1520000,30.2912,-14.68
305,-22.21,-14356.1259765625,78.063,305,1525000,30.0481,-16.75
306,-16.77,-14267.591796875,77.6765,306,1530000,33.0291,-14.22
307,-20.96,-14390.9609375,77.9013,307,1535000,32.0294,-14.06
308,-14.21,-14262.466796875,77.8167,308,1540000,29.7927,-16.69
309,-14.05,-14424.037109375,77.6593,309,1545000,28.8977,-12.84
310,-14.56,-14471.076171875,77.4646,310,1550000,29.4712,-13.24
311,-13.01,-14837.4208984375,77.6064,311,1555000,35.4322,-12.45
312,-14.35,-14570.240234375,76.908,312,1560000,30.6518,-15.92
313,-14.21,-14764.8349609375,76.9531,313,1565000,29.5379,30.4
314,-16.62,-14646.6962890625,77.8602,314,1570000,29.9611,32.65
315,-17.33,-14792.990234375,76.7115,315,1575000,29.0909,-10.17
316,-18.44,-15055.4736328125,77.8726,316,1580000,30.0789,19.71
317,-10.72,-14811.421875,77.3626,317,1585000,28.8059,-9.4
318,-15.19,-15042.2626953125,77.2915,318,1590000,29.4115,27.71
319,-19.41,-15634.9013671875,77.6993,319,1595000,36.3186,34.24
320,-10.52,-15254.57421875,77.1603,320,1600000,29.168,27.51
321,-10.3,-15539.5634765625,77.1699,321,1605000,31.6536,-8.83
322,-11.55,-15616.638671875,77.1471,322,1610000,29.206,123.79
323,-28.36,-15690.2099609375,77.1005,323,1615000,32.8373,-20.8
324,-12.7,-15475.6943359375,77.1143,324,1620000,28.5346,-10.4
325,-27.04,-15867.3017578125,77.9832,325,1625000,32.4756,13.38
326,-23.03,-16176.267578125,78.9292,326,1630000,36.8234,34.08
327,-42.39,-16010.8505859375,77.2065,327,1635000,31.4465,92.17
328,-11.17,-16262.4931640625,77.6423,328,1640000,33.419,-10.75
329,-11.14,-16051.4716796875,77.5744,329,1645000,28.9097,33.39
330,-12.59,-16232.513671875,76.7313,330,1650000,28.3061,85.02
331,-14.03,-16188.6708984375,78.1694,331,1655000,28.6173,-10.2
332,-154.76,-16470.708984375,78.5682,332,1660000,65.9552,12.27
333,-83.47,-16580.001953125,76.801,333,1665000,30.0476,-147.5
334,-18.49,-16620.54296875,77.4135,334,1670000,29.2521,-11.19
335,-62.63,-16465.974609375,76.4355,335,1675000,46.1498,-162.13
336,-12.63,-16985.041015625,78.8987,336,1680000,50.506,-12.2
337,-63.88,-16790.451171875,79.0069,337,1685000,98.9494,-307.46
338,-13.8,-17696.73828125,79.0408,338,1690000,126.0923,-13.78
339,-10.84,-16998.66015625,76.2137,339,1695000,33.7168,-11.81
340,-44.49,-17003.3203125,77.2234,340,1700000,30.7539,88.8
341,-123.18,-17298.96875,79.0968,341,1705000,38.976,33.8
342,-12.83,-17413.4375,77.034,342,1710000,42.8139,-12.68
343,-16.19,-17425.259765625,77.2709,343,1715000,32.8733,-9.44
344,-60.21,-17254.88671875,76.6888,344,1720000,28.1914,30.95
345,-9.14,-17513.046875,77.6885,345,1725000,28.2125,-6.71
346,-10.72,-17459.099609375,77.9278,346,1730000,27.9341,-8.95
347,-9.24,-17580.3828125,77.0086,347,1735000,27.8198,-6.66
348,-7.96,-17509.23046875,76.9716,348,1740000,31.593,40.92
349,-50.52,-17814.26171875,78.0906,349,1745000,58.1827,65.44
350,-8.82,-17531.634765625,77.5646,350,1750000,28.071,-6.94
351,-9.66,-17664.580078125,76.7502,351,1755000,27.421,-7.31
352,-9.27,-17699.873046875,76.6601,352,1760000,28.2711,-5.67
353,-54.27,-17842.994140625,77.0488,353,1765000,28.3648,189.48
354,-10.01,-17895.400390625,77.4763,354,1770000,29.3445,-14.58
355,-36.2,-17803.36328125,76.7718,355,1775000,28.346,10.76
356,-10.12,-17999.53125,77.6714,356,1780000,31.9654,-9.73
357,-47.19,-18031.39453125,76.6065,357,1785000,28.7898,-2.43
358,-10.23,-18195.4375,77.1233,358,1790000,28.1642,-9.32
359,-9.46,-18189.109375,77.4378,359,1795000,27.5193,-7.95
360,-9.11,-18333.537109375,77.4364,360,1800000,31.4594,-6.68
361,-9.9,-18663.095703125,78.5585,361,1805000,42.5325,-6.74
362,-17.68,-18229.705078125,77.5839,362,1810000,28.0054,42.62
363,-13.8,-18285.501953125,76.6308,363,1815000,42.7566,87.92
364,-215.99,-18431.154296875,76.945,364,1820000,45.1592,-424.86
365,-9.41,-18585.14453125,76.0681,365,1825000,28.0082,-8.89
366,-10.22,-18462.59765625,78.0351,366,1830000,29.0212,-6.39
367,-8.98,-18555.900390625,77.3199,367,1835000,30.2406,-6.99
368,-8.69,-18606.923828125,77.481,368,1840000,27.83,-7.23
369,-10.15,-18477.650390625,76.554,369,1845000,27.7741,-6.06
370,-7.78,-18545.83984375,77.3951,370,1850000,28.5258,-4.42
371,-10.84,-18650.494140625,76.9365,371,1855000,28.044,-10.2
372,-16.22,-18611.875,76.935,372,1860000,64.7047,-10.02
373,-11.67,-18657.26171875,77.3042,373,1865000,27.3345,-6.1
374,-9.02,-18688.880859375,76.9045,374,1870000,27.7105,-5.89
375,-25.52,-18702.720703125,78.2142,375,1875000,53.5904,40.86
376,-243.52,-18890.732421875,77.7334,376,1880000,41.9723,-208.83
377,-431.91,-18794.1796875,87.1362,377,1885000,174.2371,-408.09
378,-13.65,-19020.908203125,81.5453,378,1890000,44.7052,-15.16
379,-10.7,-18993.029296875,79.7089,379,1895000,34.0769,-9.44
380,-10.13,-18936.51953125,77.2113,380,1900000,30.8059,-7.5
381,-9.34,-18833.552734375,77.4769,381,1905000,30.071,-6.52
382,-10.26,-18799.759765625,76.6951,382,1910000,27.5333,-7.46
383,-7.5,-18879.05078125,77.4832,383,1915000,27.6247,-5.53
384,-7.77,-18871.470703125,77.0028,384,1920000,27.6552,-7.28
385,-7.63,-18793.708984375,75.9985,385,1925000,28.6404,-5.8
386,-8.82,-18961.216796875,77.2698,386,1930000,27.4177,-6.06
387,-7.0,-18885.830078125,76.8571,387,1935000,28.0222,-3.48
388,-6.06,-18971.904296875,77.4698,388,1940000,29.3955,-3.4
389,-6.64,-18970.6796875,77.0564,389,1945000,35.6583,-4.07
390,-12.93,-18862.1796875,76.9496,390,1950000,28.0757,-5.03
391,-7.02,-18940.822265625,76.9791,391,1955000,28.52,-3.4
392,-5.75,-18979.849609375,76.8274,392,1960000,27.5856,-3.54
393,-6.83,-19014.86328125,77.4307,393,1965000,27.9536,-4.15
394,-7.94,-18999.6796875,76.6675,394,1970000,28.8049,41.14
