Real Det Return,Running Forward KL,Itration,Real Sto Return,Running Reverse KL
10920.29,143.072,136,10566.99,18.9297
11453.94,141.8402,137,10089.78,18.5995
10037.13,142.7327,138,10383.46,14.9743
10423.22,142.5314,139,10654.22,18.5671
11310.53,141.8825,140,11066.39,18.9317
11100.07,142.7354,141,10281.39,17.7375
11533.39,141.5079,142,10950.95,18.1496
11124.31,143.0903,143,10713.83,17.7532
10848.01,143.8721,144,10430.62,19.1171
11548.19,141.1518,145,10981.48,17.7634
11183.38,142.8694,146,10796.0,16.6661
11599.94,143.0926,147,10836.41,17.7609
11506.9,142.515,148,10866.41,18.7041
11333.62,142.5453,149,10986.16,18.4629
11553.36,141.8268,150,11199.37,18.7409
11531.66,142.8423,151,11041.07,18.3529
11414.32,143.1719,152,10796.16,18.2471
11535.13,141.9355,153,11210.17,18.587
10907.5,142.4969,154,10657.22,19.6068
11539.15,142.0256,155,11125.57,18.8984
10869.12,141.7176,156,11138.07,18.1215
11416.49,142.1248,157,11006.43,18.8273
11812.53,141.9074,158,11348.47,18.0882
11625.42,141.4946,159,11181.98,18.7785
11538.62,142.4756,160,10430.64,17.1298
11900.45,141.3511,161,10792.71,18.1145
11661.36,141.8509,162,11192.05,18.3513
11707.04,141.1909,163,11201.74,18.8976
11863.76,141.7851,164,11397.9,18.1598
11766.44,141.6684,165,11256.85,18.5114
11876.51,140.232,166,11346.5,18.272
11818.19,141.5021,167,11431.25,18.4173
11893.22,140.7105,168,11446.57,17.6723
11569.96,141.6923,169,11168.93,18.6011
11695.63,141.3476,170,11316.67,18.2204
11835.38,141.8296,171,11434.87,17.9781
11806.12,140.7079,172,11395.58,18.9904
11920.63,140.9038,173,11428.23,18.679
11858.79,141.001,174,11291.27,18.8474
11564.27,141.6362,175,11091.17,17.2996
11724.65,141.3915,176,11256.39,18.2037
11928.89,139.8715,177,11211.05,17.1361
11997.53,139.8688,178,11573.32,18.4932
11677.22,141.6472,179,11249.32,18.6285
12095.08,141.3293,180,11542.9,19.1241
11720.0,140.5495,181,11237.85,18.3064
12068.93,140.7003,182,11400.55,18.3694
12139.02,140.4904,183,11598.94,18.1991
11156.66,140.868,184,11080.92,17.638
11958.74,141.6429,185,11447.78,18.2245
12149.91,140.92,186,11590.28,18.0446
11773.32,141.5114,187,11283.34,19.0388
12224.6,140.758,188,11569.02,17.9197
12007.8,140.6186,189,11605.25,19.1712
12001.43,140.6447,190,11456.15,17.2586
11490.07,140.7569,191,11456.31,17.4414
11819.38,140.4056,192,11362.01,17.6805
11739.76,140.5499,193,11390.41,19.6922
12088.69,140.4451,194,11587.63,19.1406
12222.9,139.8043,195,11653.37,17.9811
12008.63,140.5864,196,11582.84,19.1761
12271.34,140.3406,197,11813.55,18.8709
12293.34,140.7391,198,11652.35,18.178
12182.53,140.6056,199,11652.87,18.3888
12180.37,140.4195,200,11334.91,18.7249
12278.75,140.2074,201,11835.89,19.1365
12400.17,141.0089,202,11755.18,18.7538
12310.44,140.3891,203,11797.04,18.8436
12137.57,140.5278,204,11669.22,19.2168
11954.35,140.9217,205,11534.05,19.1196
12141.21,140.7304,206,11674.86,18.822
11992.65,140.169,207,11586.53,19.6711
12140.3,140.1172,208,11782.64,18.5276
12133.25,140.6576,209,11690.4,19.1974
12244.55,141.3,210,11733.97,18.805
12134.31,141.0395,211,11782.97,19.452
12335.24,139.6121,212,11903.96,18.7075
12327.34,140.1189,213,11860.01,18.5331
12231.95,140.8755,214,11712.76,19.0005
12169.99,140.3184,215,11736.76,19.2928
12334.75,140.9497,216,11608.55,18.8919
12195.14,139.7919,217,11717.9,19.1697
11662.53,140.1801,218,11665.16,19.4026
12379.24,140.6024,219,11800.23,19.4696
12234.73,140.8724,220,11750.96,18.8473
12380.97,140.3038,221,11875.65,19.5526
12407.27,140.6781,222,11704.74,19.1105
12486.79,141.4736,223,11996.86,18.8863
12416.79,140.5624,224,11987.26,18.9134
12311.71,141.2058,225,11689.67,19.8994
12383.26,140.725,226,11877.45,19.4498
12607.41,140.0199,227,12061.2,17.5034
12494.63,140.4217,228,12021.08,18.547
12439.65,140.8931,229,11916.2,18.936
12396.34,141.1078,230,11705.91,19.5335
12604.65,140.5352,231,11089.3,18.5555
12498.83,140.4594,232,12001.04,18.9808
12659.14,140.2118,233,12155.58,18.4924
12571.8,140.3091,234,12025.1,19.5605
12745.11,139.9453,235,12011.94,19.2444
12656.31,140.1599,236,12133.01,19.9296
12513.95,140.7497,237,11756.89,19.1832
12551.08,140.1033,238,12020.45,19.3628
12511.66,141.2325,239,12023.61,19.7747
11841.31,140.1298,240,11735.72,19.1839
12602.86,140.2143,241,11566.06,19.8717
12418.93,140.9401,242,12029.05,19.0938
12648.58,140.9608,243,11378.5,18.0755
12573.68,141.0397,244,12041.54,18.9308
12392.99,141.1334,245,12040.36,19.1875
12527.41,140.1089,246,12096.84,18.9673
12579.35,140.2769,247,12089.73,19.386
12663.12,139.3893,248,12049.65,19.1585
12550.59,139.8655,249,11662.7,17.9615
12611.94,140.4494,250,12108.03,19.3996
12592.52,141.0109,251,12139.28,19.5413
12680.1,141.219,252,12109.72,19.7392
12716.74,140.7606,253,12118.2,18.8655
12649.2,139.8299,254,12189.07,19.404
12582.73,141.533,255,12022.37,19.9591
12726.5,140.5806,256,12155.52,19.7566
12750.75,141.0913,257,12179.44,19.6367
12481.0,141.4413,258,12031.29,19.992
12756.03,140.6164,259,12300.87,19.6161
12551.87,141.7044,260,11228.28,19.9847
12642.72,140.6434,261,12239.88,19.7412
12530.18,140.9294,262,11964.21,19.899
12679.32,140.6878,263,12235.62,19.961
12814.16,140.3672,264,11423.35,19.1108
12697.26,139.9424,265,12194.32,19.9919
12488.92,140.5488,266,12103.39,19.9561
12686.76,140.2027,267,12228.42,19.2271
12666.42,141.5588,268,11757.78,20.53
12523.96,142.0238,269,12313.24,19.9019
12756.85,141.2462,270,12181.6,19.974
12731.51,140.5721,271,11938.72,20.2879
12524.83,141.503,272,12084.88,19.9416
12695.38,140.8991,273,12169.03,20.0568
12395.83,141.487,274,11824.95,20.2763
12735.74,141.1367,275,12300.64,19.9733
12745.57,141.592,276,12180.7,20.0066
12677.8,141.7683,277,11988.16,20.1264
12850.15,141.8581,278,12252.37,20.4196
12817.08,141.5811,279,12379.35,20.1292
11918.96,142.3045,280,11817.1,20.1745
12799.72,140.878,281,12247.61,20.7871
12744.66,141.1246,282,12217.71,20.5004
12829.14,141.0952,283,12312.65,21.0741
12787.29,141.1535,284,12346.69,20.6171
12782.28,141.0974,285,12279.33,20.6217
12821.33,141.3623,286,12318.99,21.1353
12817.12,140.2198,287,11674.5,20.5402
12529.5,141.1535,288,12054.32,21.14
12343.45,140.8725,289,11979.23,21.282
12806.32,140.9483,290,12334.94,20.5443
12759.67,140.337,291,12314.64,20.9769
12661.34,139.6835,292,12355.06,21.075
12866.67,140.949,293,12394.42,20.2969
12804.75,140.9915,294,12346.82,20.9981
12662.55,140.9354,295,12206.13,21.6868
12584.14,141.291,296,12138.51,21.0914
12785.06,140.2999,297,12330.67,21.1974
12865.29,141.7801,298,12349.79,20.7347
12856.5,141.5159,299,12455.21,21.6059
12863.16,140.9835,300,12470.62,21.086
12725.64,140.8658,301,12317.07,21.6204
13013.69,141.304,302,12444.08,21.3267
12884.73,140.406,303,12444.55,21.4301
12840.68,141.4081,304,12331.09,21.5493
12706.02,140.3424,305,12286.93,21.6888
12989.45,141.2264,306,12472.4,21.754
12990.82,141.5035,307,12441.6,21.7992
12682.18,141.6051,308,12352.25,21.6764
12925.89,141.9803,309,12484.35,21.4392
12760.52,141.6926,310,12294.47,22.2872
12698.0,142.8048,311,12252.83,21.4398
12246.3,142.0575,312,12261.5,22.085
12955.19,141.5473,313,11978.81,21.8828
12694.29,140.7777,314,12302.7,21.6905
12496.79,141.8181,315,12441.08,21.8191
12848.65,140.7867,316,12385.73,21.3544
12031.58,141.5274,317,11727.72,20.0681
12780.83,140.9261,318,11726.1,21.7627
12570.74,140.8228,319,12483.39,21.5468
12935.2,140.9191,320,12528.4,21.2013
12830.87,140.4485,321,10749.98,21.4235
12849.67,142.0725,322,12000.6,21.7993
12973.03,140.9267,323,12033.7,21.0144
12734.87,141.2354,324,12239.49,21.0337
12949.26,140.5794,325,12429.2,21.128
12711.23,140.5762,326,11995.65,21.7908
12837.05,141.0435,327,12507.44,22.0271
10822.28,143.2921,328,8111.23,14.5208
12548.78,141.1825,329,11632.35,21.899
12874.24,141.0361,330,12384.79,22.0174
12827.06,141.0003,331,12432.19,21.7062
12730.09,143.1264,332,11806.41,19.4006
12842.99,140.8509,333,12395.83,21.9159
12921.73,141.4624,334,11755.71,21.3361
12977.94,141.1596,335,12417.23,22.3051
12975.96,140.8824,336,12571.08,22.0918
12994.48,141.2413,337,12043.69,21.8599
12918.07,142.222,338,12458.32,22.6466
12918.11,140.6516,339,12278.07,21.6001
12911.44,140.9802,340,12487.06,22.3399
12814.51,141.2832,341,12521.43,22.5366
12853.0,140.9554,342,12561.38,21.1246
12790.34,142.4397,343,12329.95,22.4013
12838.3,142.1249,344,12431.47,22.2831
12871.21,141.1847,345,12520.17,22.3109
12907.41,141.8726,346,12506.95,22.589
12947.53,141.3658,347,12584.48,22.0472
12987.49,140.6597,348,12226.52,22.1362
12870.26,141.2551,349,12444.41,22.9859
13009.96,142.5262,350,12523.1,22.2267
12936.7,141.0081,351,12445.35,22.7763
12915.94,141.9262,352,12493.03,22.4585
12824.05,140.8449,353,12527.75,21.7327
13091.07,141.1828,354,12679.22,22.4891
13080.72,141.8787,355,12426.79,20.0011
12909.44,141.3393,356,12512.56,22.4156
12991.65,140.9926,357,12376.23,22.0876
13004.85,142.6206,358,12497.38,22.4911
12864.02,141.4277,359,12416.86,21.9829
12967.86,141.4518,360,12468.31,22.276
12864.46,141.0539,361,12534.94,21.8119
12911.02,141.4936,362,12418.21,21.819
13014.02,142.5911,363,12534.3,21.9388
13022.52,141.4684,364,12290.41,21.5518
12941.36,141.5474,365,12450.91,22.0354
13032.03,141.6886,366,12161.49,22.2804
13102.4,140.9033,367,12637.05,21.9604
12805.78,140.626,368,12015.97,20.812
12839.01,142.4563,369,12420.48,22.2577
12819.55,142.2201,370,12182.03,21.1807
12972.85,142.3337,371,12146.53,21.6535
13019.54,142.4794,372,12475.49,21.9004
13042.35,140.4681,373,12391.9,21.7041
12866.86,141.7173,374,12485.53,22.2924
12940.59,140.4608,375,12113.23,21.3703
12819.42,142.1285,376,11914.79,24.8596
12793.35,140.8261,377,11857.3,21.6811
13014.5,140.676,378,11993.06,22.5494
13052.16,141.4642,379,11808.46,22.3398
12644.93,141.1348,380,12348.58,22.3182
13012.57,142.0227,381,11536.8,22.3957
12840.7,139.542,382,12412.97,21.2632
12267.23,139.8885,383,10481.83,21.4243
12713.44,141.2789,384,11367.8,22.1069
12551.03,140.7237,385,12431.72,20.7068
13046.37,141.7172,386,12059.12,22.4687
13027.02,140.797,387,12306.38,20.5852
12832.36,141.0696,388,12356.66,22.3214
12902.83,142.9295,389,11070.57,21.9871
12802.28,142.3628,390,11914.02,22.5955
12781.54,141.3528,391,12322.03,23.3701
12934.69,140.5108,392,11374.72,22.262
12953.14,140.3625,393,11869.77,22.4198
12821.92,140.846,394,11857.66,23.5285
12647.13,141.6233,395,12337.89,23.069
12099.92,140.6043,396,11088.39,21.5466
12974.17,140.7332,397,12013.13,22.6424
12345.48,140.8786,398,11589.91,21.34
11851.91,141.2331,399,11831.52,22.2331
12861.77,141.6112,400,12368.81,22.7425
12921.32,141.0681,401,11839.88,22.1603
12850.71,142.0424,402,11838.45,20.6435
12887.9,141.9738,403,12402.67,20.6295
12953.22,141.4631,404,12551.48,22.926
12858.07,140.5973,405,11855.62,22.9787
12673.55,140.5363,406,12457.68,22.6641
13002.42,141.0649,407,12563.77,22.7634
12724.18,140.9297,408,12439.67,22.3958
12684.75,140.9482,409,12187.67,22.0682
12689.8,140.2396,410,11846.95,23.0296
12853.78,141.7826,411,12404.77,22.4556
12705.7,140.8327,412,11655.49,21.3604
12677.06,141.3656,413,11456.45,22.2805
12397.9,140.3834,414,11765.45,21.8015
12152.04,140.064,415,11192.33,21.8434
10875.6,141.5107,416,9394.82,19.9334
12762.59,140.894,417,12187.27,20.7982
12813.58,141.9186,418,12355.32,22.1677
12004.53,141.8106,419,12077.74,23.3393
12803.84,140.9867,420,11767.32,22.5344
12943.13,140.6318,421,12416.89,22.6233
12620.19,141.2381,422,10132.26,22.9639
