Real Sto Return,Running Update Time,Running Forward KL,Itration,Running Env Steps,Running Reverse KL,Reward Loss,Real Det Return
48.62,68,54.8778,68,340000,70.3605,-727.7955932617188,55.27
1049.79,69,56.9334,69,345000,53.9391,-422.55194091796875,1046.22
453.44,70,49.9407,70,350000,18.437,-786.571044921875,412.93
1046.89,71,55.1037,71,355000,49.4061,-434.40057373046875,1027.59
1060.17,72,54.8313,72,360000,40.5048,-440.3663330078125,1046.01
1026.19,73,55.4849,73,365000,46.7292,-443.11065673828125,1042.09
1071.22,74,54.2298,74,370000,42.2509,-464.1080322265625,1053.7
1065.92,75,54.7687,75,375000,38.5176,-495.10986328125,1053.54
1033.44,76,54.6492,76,380000,40.1777,-497.7939758300781,1032.86
725.27,77,51.6261,77,385000,35.4899,-527.8870849609375,1004.32
824.31,78,51.714,78,390000,43.8565,-536.7793579101562,998.78
1043.52,79,55.263,79,395000,45.8313,-514.2787475585938,1044.67
6.46,80,55.9206,80,400000,73.8164,-1202.2557373046875,6.64
-18.47,81,57.352,81,405000,75.4863,-759.6770629882812,-20.86
996.29,82,55.5434,82,410000,45.5291,-554.5540771484375,998.68
221.22,83,55.1143,83,415000,78.2515,-768.0449829101562,123.88
71.88,84,55.9474,84,420000,79.3697,-1238.487548828125,71.13
555.24,85,55.2426,85,425000,46.8863,-1034.1278076171875,215.29
0.46,86,52.3534,86,430000,26.7034,-808.533203125,0.75
301.68,87,51.092,87,435000,48.7073,-820.000732421875,354.51
367.13,88,52.1133,88,440000,35.7749,-843.2026977539062,385.54
139.13,89,52.1611,89,445000,44.2946,-922.21484375,136.08
107.22,90,52.4691,90,450000,91.2018,-813.125,102.34
386.45,91,51.2731,91,455000,54.704,-801.9412231445312,280.07
575.19,92,50.3962,92,460000,78.761,-692.8155517578125,612.78
163.6,93,52.1492,93,465000,30.5508,-705.3038940429688,167.34
382.27,94,49.6879,94,470000,21.1532,-632.3362426757812,402.96
746.5,95,51.4204,95,475000,45.02,-912.7205200195312,404.07
1025.79,96,56.0117,96,480000,49.1833,-692.742431640625,1026.36
1030.13,97,55.2076,97,485000,42.3678,-694.251708984375,1028.6
1018.89,98,55.625,98,490000,38.0728,-698.3916625976562,1024.23
1023.96,99,55.8812,99,495000,46.7335,-704.591064453125,1020.73
1033.24,100,56.1747,100,500000,51.9527,-705.2952270507812,1030.45
1037.94,101,54.3691,101,505000,48.103,-711.1744995117188,1026.57
5.46,102,56.1819,102,510000,91.9042,-1420.9866943359375,5.37
838.46,103,54.9264,103,515000,54.0255,-817.2257690429688,854.41
234.16,104,52.5438,104,520000,44.0222,-1222.9752197265625,244.91
36.09,105,57.2062,105,525000,119.9601,-1476.1605224609375,66.21
24.98,106,53.1089,106,530000,59.341,-1243.115234375,20.99
28.81,107,55.4827,107,535000,98.9785,-1132.7401123046875,20.22
51.37,108,54.1018,108,540000,57.1067,-1213.6416015625,50.55
77.72,109,53.6076,109,545000,44.9631,-1230.1741943359375,12.21
1016.75,110,56.2085,110,550000,39.8183,-773.711181640625,1014.32
1007.24,111,56.8852,111,555000,50.1678,-841.0679321289062,1008.93
992.8,112,57.1595,112,560000,46.5843,-847.31982421875,998.13
1002.64,113,57.2889,113,565000,50.1475,-875.24072265625,1003.76
1006.13,114,57.1351,114,570000,47.4857,-871.4345092773438,1006.7
990.36,115,56.1318,115,575000,42.6636,-883.7987060546875,997.82
991.08,116,56.0663,116,580000,39.8381,-877.1399536132812,997.26
991.9,117,56.5219,117,585000,40.7452,-936.1027221679688,1000.21
1067.01,118,51.4544,118,590000,49.5463,-919.736572265625,1050.24
1043.68,119,56.6767,119,595000,59.8168,-945.8963012695312,1043.61
643.9,120,49.8517,120,600000,26.0063,-975.64306640625,648.44
583.77,121,53.2478,121,605000,43.9167,-1160.9627685546875,788.2
1001.05,122,58.2355,122,610000,62.4856,-944.5557861328125,1001.72
996.93,123,57.5537,123,615000,50.1934,-925.948974609375,997.28
999.73,124,58.0135,124,620000,64.2951,-991.9608154296875,1000.13
592.55,125,52.2488,125,625000,41.6236,-1189.8094482421875,991.72
1001.98,126,58.1061,126,630000,64.6071,-1020.0682983398438,1002.26
996.04,127,58.0536,127,635000,56.3795,-984.4249267578125,997.15
976.85,128,56.5373,128,640000,55.1301,-1003.2575073242188,1012.78
607.95,129,51.2628,129,645000,32.1459,-1144.2974853515625,965.48
226.23,130,53.8492,130,650000,49.0826,-1327.7647705078125,28.48
768.6,131,50.9973,131,655000,31.666,-1328.631103515625,596.47
92.65,132,53.4154,132,660000,62.5237,-1265.234619140625,409.31
273.77,133,49.8793,133,665000,24.6373,-1103.3924560546875,295.9
411.62,134,49.2514,134,670000,35.4098,-1067.1558837890625,279.14
224.33,135,52.7401,135,675000,32.5065,-1346.3773193359375,267.9
370.04,136,49.8155,136,680000,18.0631,-1248.093994140625,522.03
309.51,137,49.7875,137,685000,21.2791,-1280.7152099609375,318.32
246.34,138,48.6535,138,690000,14.7181,-1252.3714599609375,376.34
176.71,139,53.7509,139,695000,44.9934,-1324.9537353515625,986.14
189.77,140,50.1303,140,700000,22.5592,-1251.305419921875,383.41
513.91,141,49.517,141,705000,23.7867,-1315.0068359375,493.98
191.57,142,51.5003,142,710000,43.3279,-1412.522705078125,431.2
280.94,143,50.6979,143,715000,25.9769,-1505.11962890625,341.43
316.58,144,48.9625,144,720000,16.952,-1288.04736328125,387.07
142.11,145,50.5298,145,725000,19.5754,-1848.8636474609375,122.76
468.26,146,51.496,146,730000,23.8926,-1346.20751953125,343.14
363.16,147,51.1763,147,735000,19.9674,-1525.7420654296875,397.09
376.92,148,50.0852,148,740000,17.8697,-1282.3436279296875,173.56
443.77,149,50.6022,149,745000,39.9375,-1189.2169189453125,428.89
412.02,150,49.8661,150,750000,27.0421,-1643.2750244140625,440.99
390.12,151,49.6529,151,755000,19.7569,-1545.335205078125,434.55
357.97,152,50.1667,152,760000,29.4196,-1461.9761962890625,366.0
401.48,153,48.9682,153,765000,19.2872,-1383.177001953125,482.59
405.02,154,49.3502,154,770000,18.2497,-1413.2017822265625,428.88
338.38,155,51.3737,155,775000,48.998,-1419.43994140625,771.91
319.61,156,50.5128,156,780000,17.826,-1610.6737060546875,322.96
497.91,157,51.1715,157,785000,29.6728,-1349.6357421875,433.43
321.54,158,49.7907,158,790000,13.3954,-1447.173583984375,404.09
375.73,159,49.8756,159,795000,18.9234,-1440.9044189453125,349.77
300.94,160,50.0708,160,800000,17.2516,-1316.6932373046875,337.71
201.26,161,50.6301,161,805000,25.9898,-1564.113037109375,-14.89
297.77,162,49.4437,162,810000,15.639,-1772.8165283203125,359.05
342.37,163,50.2497,163,815000,15.9648,-1740.847412109375,299.1
370.03,164,49.7672,164,820000,27.1428,-1718.1947021484375,512.89
367.5,165,49.9465,165,825000,15.8746,-1746.223876953125,812.8
311.12,166,49.7897,166,830000,18.2701,-1796.6470947265625,969.05
329.36,167,48.8035,167,835000,15.1589,-1787.548583984375,335.75
321.73,168,49.3914,168,840000,14.4164,-1788.2021484375,340.59
303.43,169,50.1371,169,845000,17.8384,-1661.9493408203125,422.25
302.32,170,49.4077,170,850000,17.3675,-1671.5396728515625,313.67
351.83,171,48.9238,171,855000,13.1216,-1782.0733642578125,372.7
363.25,172,49.7748,172,860000,15.4851,-1862.8033447265625,370.06
245.6,173,51.5387,173,865000,51.3989,-1873.041259765625,251.04
407.77,174,50.2776,174,870000,21.2176,-1856.5416259765625,549.32
329.89,175,50.5539,175,875000,37.704,-1904.6895751953125,336.07
333.81,176,49.0181,176,880000,14.424,-1696.0146484375,627.87
338.59,177,50.4761,177,885000,15.6013,-2189.495849609375,51.01
385.79,178,51.4059,178,890000,16.3452,-2077.037841796875,482.95
231.26,179,51.0757,179,895000,30.8624,-2050.802978515625,469.9
290.36,180,51.0815,180,900000,31.6763,-2118.04736328125,284.21
450.48,181,49.9368,181,905000,14.6083,-2085.10302734375,344.86
281.96,182,49.686,182,910000,34.4852,-1981.1734619140625,572.91
392.11,183,50.4686,183,915000,31.3717,-2086.93359375,385.91
187.01,184,50.0534,184,920000,23.8669,-2078.2392578125,288.41
343.2,185,50.5346,185,925000,17.7899,-2060.011474609375,653.02
347.0,186,49.6682,186,930000,13.5315,-1983.22509765625,492.83
375.67,187,49.9273,187,935000,16.9408,-1966.5655517578125,395.04
433.56,188,49.5381,188,940000,15.4205,-2286.614501953125,501.46
366.79,189,50.0159,189,945000,13.9339,-2344.794921875,397.42
351.59,190,49.5704,190,950000,13.2508,-2140.83740234375,406.89
225.79,191,50.6724,191,955000,32.191,-2163.57568359375,337.04
334.05,192,50.3102,192,960000,29.965,-2006.319091796875,516.65
460.22,193,49.7295,193,965000,13.7468,-2221.251953125,438.9
390.97,194,50.1501,194,970000,16.735,-2333.533203125,490.61
366.01,195,51.033,195,975000,15.7199,-2334.61328125,295.48
312.45,196,49.6087,196,980000,15.9151,-2171.027099609375,423.35
322.75,197,49.2052,197,985000,22.8385,-2139.316650390625,272.63
421.73,198,49.2834,198,990000,25.0931,-1845.0450439453125,429.19
405.68,199,50.5556,199,995000,32.3327,-2346.324951171875,288.06
436.92,200,50.0071,200,1000000,34.2318,-2185.99072265625,696.46
366.31,201,50.9846,201,1005000,17.4255,-2522.115234375,434.73
489.56,202,49.5759,202,1010000,14.6804,-2147.093994140625,594.04
435.32,203,49.8872,203,1015000,16.9683,-2154.025146484375,300.12
452.96,204,50.4112,204,1020000,27.8821,-2284.72216796875,488.66
540.64,205,50.2082,205,1025000,27.5372,-2288.248779296875,665.76
735.85,206,49.6596,206,1030000,18.0536,-2407.273193359375,780.74
660.87,207,49.6653,207,1035000,17.6916,-2443.322998046875,506.71
303.18,208,54.9399,208,1040000,243.5433,-2769.557861328125,673.67
5.74,209,51.375,209,1045000,50.6692,-2485.418212890625,4.43
-22.07,210,55.4467,210,1050000,69.4995,-2312.423828125,-21.07
22.66,211,51.6476,211,1055000,27.1931,-2843.78076171875,20.51
1014.9,212,58.0231,212,1060000,56.9629,-1827.5587158203125,1015.96
1002.78,213,56.3789,213,1065000,44.7847,-1833.4891357421875,1006.77
652.93,214,50.5299,214,1070000,18.8716,-2015.2210693359375,1020.17
632.92,215,51.3869,215,1075000,21.3377,-2128.125,898.64
835.82,216,50.0295,216,1080000,16.919,-2081.548583984375,1002.56
945.55,217,50.5043,217,1085000,18.343,-2111.250244140625,1031.21
433.68,218,49.7423,218,1090000,35.8217,-2087.77685546875,1029.95
779.05,219,51.2306,219,1095000,20.5521,-2186.24560546875,1014.28
464.16,220,49.6251,220,1100000,14.7584,-2253.723876953125,946.08
296.1,221,49.9912,221,1105000,26.0872,-2562.86328125,509.16
364.46,222,50.1415,222,1110000,25.7914,-2327.298095703125,526.59
346.17,223,50.3145,223,1115000,20.3914,-2523.917724609375,347.42
456.24,224,50.4844,224,1120000,22.2922,-2556.736572265625,405.14
642.4,225,50.9549,225,1125000,24.7285,-2582.438720703125,1018.5
513.59,226,51.0556,226,1130000,55.4565,-2688.146484375,723.54
552.48,227,49.986,227,1135000,25.4798,-2476.0947265625,537.07
584.13,228,49.885,228,1140000,31.6234,-2642.42919921875,576.63
409.87,229,49.7188,229,1145000,31.8983,-2655.7197265625,951.12
468.99,230,51.4514,230,1150000,19.7554,-2793.369384765625,291.86
380.94,231,49.6598,231,1155000,72.6206,-2574.212158203125,424.52
362.27,232,50.8198,232,1160000,47.8074,-2254.099853515625,641.35
661.86,233,48.4363,233,1165000,17.205,-2424.287353515625,665.88
518.58,234,49.7985,234,1170000,25.7657,-2480.3876953125,1023.0
809.15,235,51.8589,235,1175000,29.33,-2474.064208984375,1030.47
671.1,236,50.7706,236,1180000,37.0579,-2401.641845703125,979.55
1036.74,237,55.3791,237,1185000,33.0577,-2140.21142578125,1009.39
534.78,238,53.0476,238,1190000,36.4912,-3017.398193359375,1020.55
438.3,239,51.1135,239,1195000,42.9223,-2938.36328125,592.03
906.25,240,53.7607,240,1200000,43.736,-2695.6591796875,1039.35
996.72,241,54.6062,241,1205000,45.3147,-2229.68603515625,1032.44
33.45,242,52.4452,242,1210000,34.638,-2649.421630859375,24.53
220.16,243,50.7795,243,1215000,26.6059,-2607.914794921875,356.57
341.83,244,54.1045,244,1220000,37.7112,-2909.684326171875,334.15
310.17,245,49.7836,245,1225000,16.7474,-2453.31298828125,313.44
873.01,246,50.774,246,1230000,30.4165,-2432.588623046875,942.62
530.19,247,50.0129,247,1235000,25.0371,-2766.27099609375,651.94
1034.63,248,55.3805,248,1240000,42.7511,-2360.229736328125,1031.31
66.37,249,53.8731,249,1245000,64.7323,-3686.58740234375,60.09
331.18,250,54.4453,250,1250000,83.1989,-3655.484619140625,385.81
111.64,251,53.5641,251,1255000,69.7363,-3440.592529296875,112.21
275.09,252,50.9497,252,1260000,84.3789,-2662.62109375,243.49
335.27,253,50.4666,253,1265000,67.6051,-2685.831298828125,334.03
433.42,254,52.8221,254,1270000,20.4651,-3197.34619140625,985.62
988.82,255,56.9651,255,1275000,48.6078,-2653.247314453125,992.81
253.23,256,51.6832,256,1280000,57.9387,-3751.22607421875,287.11
376.04,257,51.4014,257,1285000,40.6601,-3326.616455078125,399.51
985.6,258,54.095,258,1290000,33.0877,-3152.9267578125,1026.52
306.24,259,52.1873,259,1295000,46.9749,-2854.77294921875,785.78
688.5,260,53.3452,260,1300000,35.1877,-3297.240478515625,697.87
221.46,261,54.3425,261,1305000,48.849,-3842.848876953125,64.49
233.55,262,56.0107,262,1310000,66.5935,-3400.515869140625,240.45
234.57,263,53.5247,263,1315000,38.303,-3415.044921875,238.39
348.6,264,53.102,264,1320000,67.914,-2794.375,312.12
372.78,265,50.7422,265,1325000,27.2112,-3325.658203125,303.06
509.53,266,49.5666,266,1330000,41.4228,-3144.72998046875,518.94
452.58,267,48.9817,267,1335000,17.3543,-2813.365234375,475.24
811.85,268,51.4916,268,1340000,18.0803,-3409.269775390625,277.44
318.23,269,52.5392,269,1345000,108.9389,-3947.2236328125,374.04
819.14,270,55.3498,270,1350000,68.4335,-3296.349853515625,776.06
240.44,271,55.9392,271,1355000,67.1013,-3559.120849609375,239.48
309.89,272,53.3313,272,1360000,31.6153,-3702.427490234375,351.55
609.23,273,53.0648,273,1365000,55.3097,-3214.50634765625,974.68
445.54,274,49.8926,274,1370000,70.3834,-3534.12841796875,587.37
874.84,275,52.8703,275,1375000,37.5395,-3054.68505859375,1018.52
1005.96,276,55.3751,276,1380000,32.066,-3072.39306640625,1005.16
969.04,277,54.0741,277,1385000,27.8602,-3068.49169921875,993.78
148.42,278,51.937,278,1390000,55.5922,-4011.23095703125,491.13
1019.54,279,54.1143,279,1395000,26.6638,-3034.872314453125,1020.8
1018.6,280,53.86,280,1400000,26.8959,-3015.34326171875,1022.49
558.73,281,51.3481,281,1405000,196.2964,-4579.94677734375,743.14
-4.43,282,55.4156,282,1410000,50.6709,-4401.458984375,-4.43
603.93,283,51.9509,283,1415000,41.84,-3575.810302734375,527.92
832.89,284,57.9069,284,1420000,57.6044,-3872.611083984375,879.33
577.5,285,52.1932,285,1425000,40.8931,-3731.431884765625,623.16
234.03,286,54.5739,286,1430000,53.8297,-3966.706787109375,611.49
999.15,287,55.0118,287,1435000,45.2494,-3227.035400390625,1004.77
959.06,288,56.6669,288,1440000,44.9842,-3218.555419921875,997.22
1013.11,289,55.408,289,1445000,41.4842,-3306.752685546875,1016.29
1030.53,290,56.0272,290,1450000,48.4278,-3272.1005859375,1031.96
1036.87,291,55.6225,291,1455000,49.053,-3230.322998046875,1034.25
1024.96,292,56.3151,292,1460000,42.5619,-3268.6533203125,1024.33
961.21,293,54.4588,293,1465000,34.5907,-3448.854736328125,1011.01
42.5,294,55.2053,294,1470000,132.5727,-3916.864013671875,43.69
60.52,295,52.3431,295,1475000,61.1518,-4449.58935546875,76.91
516.39,296,53.0362,296,1480000,61.1206,-4492.10595703125,520.7
42.08,297,52.1256,297,1485000,63.3368,-4254.37353515625,-17.73
392.58,298,51.2608,298,1490000,44.004,-4384.22998046875,303.41
402.95,299,51.1111,299,1495000,35.045,-4433.3125,351.14
603.19,300,50.3763,300,1500000,24.5245,-4478.52099609375,758.42
956.31,301,50.7373,301,1505000,37.7286,-3610.975341796875,1044.88
1022.93,302,56.3496,302,1510000,46.0621,-3601.44970703125,1024.59
962.47,303,51.867,303,1515000,31.0712,-3976.078125,939.36
429.06,304,51.2678,304,1520000,37.0203,-3933.06982421875,427.98
1032.74,305,55.2461,305,1525000,36.5674,-3619.53173828125,1028.3
1033.31,306,55.6038,306,1530000,45.2333,-3642.5859375,1027.65
1019.64,307,54.7898,307,1535000,38.2313,-3666.91357421875,1008.39
997.89,308,55.3115,308,1540000,38.6283,-3752.816162109375,1006.99
1010.43,309,56.5233,309,1545000,45.1678,-3802.99658203125,1014.39
774.68,310,52.5898,310,1550000,33.5398,-4632.25,866.6
706.35,311,54.8887,311,1555000,45.7694,-4065.972900390625,924.13
1019.86,312,57.9611,312,1560000,70.0813,-3831.796630859375,1020.41
84.71,313,52.2179,313,1565000,28.8201,-4604.58740234375,79.75
362.74,314,51.6919,314,1570000,29.548,-4271.748046875,402.92
375.32,315,50.318,315,1575000,22.6364,-4352.79248046875,387.96
520.26,316,51.3328,316,1580000,22.6229,-4360.60107421875,1040.81
467.54,317,50.9886,317,1585000,42.2578,-3913.340087890625,1034.7
633.28,318,51.1765,318,1590000,37.304,-4014.24267578125,1033.62
566.66,319,50.4253,319,1595000,56.6097,-4253.90576171875,686.6
530.46,320,49.4017,320,1600000,42.5072,-4476.400390625,434.54
616.28,321,50.0908,321,1605000,31.6114,-4482.3193359375,629.36
489.24,322,50.1411,322,1610000,34.7263,-4532.48828125,498.46
285.7,323,50.6197,323,1615000,20.7643,-4878.048828125,532.76
257.28,324,50.9854,324,1620000,31.3838,-4930.68212890625,315.83
353.95,325,48.9526,325,1625000,27.1641,-4844.92431640625,196.69
476.51,326,50.9046,326,1630000,29.4517,-4816.357421875,518.6
456.66,327,50.2646,327,1635000,42.7215,-4715.216796875,682.62
504.19,328,50.2915,328,1640000,56.3215,-4810.2333984375,794.45
594.04,329,50.5827,329,1645000,73.7058,-4969.58154296875,1235.81
761.9,330,50.0179,330,1650000,61.4787,-4685.3994140625,1011.13
749.55,331,49.8725,331,1655000,69.9178,-4726.51904296875,1044.32
830.66,332,50.4713,332,1660000,56.6203,-5236.05615234375,1235.45
761.25,333,49.581,333,1665000,42.9233,-4873.4970703125,1019.98
1273.98,334,49.7359,334,1670000,27.4016,-4736.2763671875,755.51
568.82,335,48.9435,335,1675000,18.1128,-4758.3271484375,653.44
778.93,336,48.6973,336,1680000,15.122,-4697.96875,1187.53
727.41,337,49.0558,337,1685000,31.1179,-4852.80419921875,932.43
724.7,338,49.9677,338,1690000,27.6258,-4980.6689453125,1331.94
637.33,339,49.8949,339,1695000,35.8991,-4975.8076171875,1024.13
1312.33,340,48.1267,340,1700000,14.7746,-4896.00830078125,1361.38
1271.25,341,48.4676,341,1705000,15.5183,-4944.2548828125,1383.32
998.45,342,48.7731,342,1710000,19.0968,-4874.3994140625,1070.02
1575.89,343,49.4229,343,1715000,18.8936,-5015.3798828125,1768.7
1554.47,344,48.9262,344,1720000,15.1554,-4924.72509765625,1853.18
1658.68,345,49.3022,345,1725000,16.2981,-4865.28515625,1880.57
1750.43,346,48.5136,346,1730000,15.8288,-4855.61767578125,2116.08
1056.43,347,48.9457,347,1735000,22.0547,-5165.212890625,1113.59
292.34,348,51.7981,348,1740000,55.3679,-6356.01513671875,207.09
448.8,349,51.3874,349,1745000,48.945,-5673.90234375,103.76
384.4,350,50.5049,350,1750000,60.2553,-5710.82568359375,816.66
119.38,351,50.8136,351,1755000,36.1954,-5768.064453125,43.91
423.3,352,49.54,352,1760000,50.1841,-5681.04541015625,454.87
44.34,353,52.467,353,1765000,60.212,-7229.1435546875,-15.83
236.52,354,48.7997,354,1770000,31.368,-5519.79833984375,101.03
559.5,355,49.1837,355,1775000,43.1557,-5539.57470703125,862.74
461.2,356,49.8078,356,1780000,43.6505,-5721.8828125,531.1
540.48,357,51.6932,357,1785000,47.6594,-6148.255859375,106.87
416.57,358,49.6641,358,1790000,26.4211,-5664.3369140625,570.52
997.85,359,49.5783,359,1795000,27.859,-5607.08984375,682.78
449.7,360,48.4524,360,1800000,56.2765,-5940.4677734375,382.91
348.0,361,49.9335,361,1805000,17.1983,-5612.43505859375,343.57
267.65,362,51.967,362,1810000,82.5702,-6468.65283203125,998.78
667.44,363,49.0287,363,1815000,24.8919,-5903.529296875,1283.31
635.91,364,48.6247,364,1820000,24.1798,-5675.40966796875,692.08
521.5,365,47.9762,365,1825000,19.3362,-5633.3046875,676.05
704.24,366,47.3383,366,1830000,17.2319,-5116.9765625,1234.72
129.33,367,52.8085,367,1835000,36.2263,-7610.90576171875,76.65
531.7,368,51.5135,368,1840000,31.3542,-6712.49609375,230.62
238.02,369,49.8082,369,1845000,32.1158,-6490.70703125,393.72
501.2,370,50.1526,370,1850000,20.3433,-5881.0,485.85
1202.25,371,47.7704,371,1855000,18.6269,-5630.85205078125,1826.1
1393.35,372,48.1653,372,1860000,24.0903,-5742.7451171875,2163.56
1721.35,373,47.924,373,1865000,29.4104,-5839.048828125,2272.86
1695.15,374,48.2557,374,1870000,16.3358,-5839.59765625,2001.75
1178.02,375,48.3054,375,1875000,17.1586,-5937.861328125,1140.78
1214.04,376,48.5301,376,1880000,40.8558,-5864.21630859375,1383.19
976.43,377,49.1882,377,1885000,53.1998,-6523.32958984375,899.83
793.86,378,48.7942,378,1890000,43.7956,-6096.873046875,1239.44
836.76,379,47.8626,379,1895000,37.7803,-6223.1953125,920.7
843.28,380,48.3396,380,1900000,36.8427,-6424.4990234375,995.8
1151.62,381,48.7335,381,1905000,54.8294,-6464.1123046875,1531.7
1638.0,382,48.0248,382,1910000,64.5333,-6210.015625,1237.3
