Running Update Time,Running Env Steps,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Real Det Return,Real Sto Return
67,335000,157.0264,67,16.0678,-11358.572265625,2089.36,1769.35
68,340000,156.9838,68,15.7787,-11574.4482421875,2076.15,1748.97
69,345000,156.897,69,15.9522,-11699.609375,2066.34,1762.28
70,350000,157.0156,70,16.3807,-11963.49609375,2112.99,1779.56
71,355000,156.7743,71,15.7467,-12173.822265625,2148.89,1757.94
72,360000,156.9502,72,15.9172,-12401.662109375,2132.24,1770.77
73,365000,156.842,73,15.8778,-12636.318359375,2111.82,1773.85
74,370000,156.8363,74,15.7128,-12843.396484375,2090.51,1741.32
75,375000,156.9569,75,16.0106,-12978.130859375,2116.24,1769.43
76,380000,156.9568,76,15.9583,-13302.09375,2133.68,1790.94
77,385000,157.0507,77,15.9869,-13429.111328125,2166.77,1794.1
78,390000,156.9468,78,16.1221,-13743.064453125,2141.43,1789.94
79,395000,157.144,79,16.0351,-13943.994140625,2115.48,1773.32
80,400000,156.8926,80,16.1314,-14145.80078125,2166.13,1827.91
81,405000,156.8741,81,16.0359,-14323.3251953125,2124.75,1765.53
82,410000,156.8084,82,16.0099,-14568.1435546875,2124.96,1838.83
83,415000,156.9424,83,15.7637,-14811.4423828125,2160.78,1799.65
84,420000,156.6857,84,15.6037,-15061.5771484375,2117.25,1778.42
85,425000,156.8324,85,15.6898,-15289.1064453125,2054.89,1750.39
86,430000,156.8214,86,15.906,-15629.8017578125,2133.02,1789.59
87,435000,156.8921,87,15.9931,-15709.3662109375,2206.63,1843.05
88,440000,156.9252,88,15.7819,-15982.3857421875,2130.6,1822.03
89,445000,156.9229,89,15.6529,-16157.130859375,2156.72,1793.41
90,450000,156.9502,90,15.9071,-16421.0703125,2167.88,1808.29
91,455000,156.9056,91,15.8761,-16677.08203125,2150.83,1793.22
92,460000,156.792,92,15.5562,-16826.333984375,2105.59,1770.98
93,465000,156.7265,93,15.8931,-17017.92578125,2204.36,1827.88
94,470000,156.75,94,15.4698,-17306.474609375,2125.82,1789.95
95,475000,156.7478,95,15.7316,-17542.126953125,2183.65,1807.24
96,480000,156.9821,96,16.135,-17837.0078125,2130.74,1798.78
97,485000,156.9536,97,15.8086,-18085.23046875,2182.64,1818.55
98,490000,156.7101,98,15.7815,-18349.470703125,2189.06,1818.02
99,495000,156.8133,99,15.6581,-18469.396484375,2175.31,1844.84
100,500000,156.8661,100,15.6747,-18715.49609375,2190.05,1815.23
101,505000,156.8062,101,15.716,-18901.19140625,2103.64,1805.73
102,510000,156.8123,102,15.9459,-19166.71484375,2162.46,1840.23
103,515000,156.7647,103,15.6732,-19424.189453125,2178.61,1833.56
104,520000,156.8269,104,15.5681,-19685.7578125,2108.58,1762.86
105,525000,156.8312,105,15.532,-19863.73046875,2152.09,1826.32
106,530000,156.7471,106,15.7105,-20138.486328125,2188.86,1816.56
107,535000,156.8144,107,15.5075,-20451.771484375,2146.6,1813.66
108,540000,156.7873,108,16.0366,-20594.029296875,2231.38,1883.95
109,545000,156.6669,109,15.5367,-20831.56640625,2218.96,1863.16
110,550000,156.8524,110,15.8866,-21101.73828125,2228.83,1866.32
111,555000,156.6668,111,15.886,-21432.5546875,2216.42,1841.32
112,560000,156.6227,112,15.5999,-21453.123046875,2178.9,1835.35
113,565000,156.7701,113,15.824,-21800.462890625,2186.82,1843.18
114,570000,156.6646,114,15.7781,-22092.4375,2242.99,1885.01
115,575000,156.813,115,15.7336,-22315.986328125,2256.47,1877.27
116,580000,156.6529,116,16.0091,-22474.10546875,2221.9,1864.7
117,585000,156.6864,117,16.0131,-22878.646484375,2187.88,1876.11
118,590000,156.6503,118,15.469,-22850.2265625,2216.87,1858.64
119,595000,156.8098,119,15.6971,-23248.06640625,2245.53,1844.38
120,600000,156.6871,120,15.4823,-23452.05078125,2142.61,1832.27
121,605000,156.6745,121,15.7963,-23421.451171875,2243.49,1908.04
122,610000,156.7215,122,15.5422,-23766.080078125,2206.61,1871.14
123,615000,156.8024,123,15.5471,-23899.849609375,2224.89,1876.7
124,620000,156.7493,124,15.8765,-24067.78515625,2209.44,1876.81
125,625000,156.6323,125,15.5649,-24224.169921875,2267.14,1859.91
126,630000,156.5768,126,15.5024,-24459.951171875,2181.87,1843.51
127,635000,156.6239,127,15.547,-24711.048828125,2198.36,1888.06
128,640000,156.7881,128,15.7258,-24993.9140625,2179.32,1864.37
129,645000,156.6493,129,15.7334,-25224.111328125,2273.17,1901.27
130,650000,156.8021,130,15.6521,-25247.72265625,2209.53,1874.36
131,655000,156.7332,131,16.0184,-25638.287109375,2270.39,1895.6
132,660000,156.6043,132,15.5574,-25690.046875,2242.45,1891.0
133,665000,156.8775,133,15.917,-26088.705078125,2204.45,1904.22
134,670000,156.6503,134,15.5328,-26172.484375,2242.91,1886.6
135,675000,156.9514,135,15.5737,-26250.353515625,2175.89,1836.56
136,680000,156.7549,136,15.5434,-26529.787109375,2246.77,1884.55
137,685000,156.7681,137,15.6658,-26848.814453125,2238.45,1859.65
138,690000,156.7482,138,15.6698,-26858.681640625,2263.13,1869.16
139,695000,156.8633,139,15.8361,-27198.453125,2193.43,1841.94
140,700000,156.8753,140,15.6442,-27501.810546875,2234.59,1879.05
141,705000,156.7371,141,15.547,-27629.81640625,2205.95,1868.35
142,710000,156.74,142,15.8974,-27839.337890625,2275.08,1902.17
143,715000,156.9145,143,15.6487,-28233.62890625,2248.4,1858.93
144,720000,156.671,144,15.7671,-28378.416015625,2229.14,1916.49
145,725000,156.7855,145,15.8182,-28487.962890625,2256.97,1898.47
146,730000,156.7987,146,15.521,-28834.298828125,2185.97,1868.22
147,735000,156.6237,147,15.5839,-28855.296875,2259.73,1887.16
148,740000,156.6964,148,15.6551,-29160.517578125,2222.88,1885.17
149,745000,156.9671,149,15.5065,-29422.283203125,2178.61,1848.84
150,750000,156.7735,150,15.4081,-29583.140625,2212.7,1868.58
151,755000,156.6581,151,15.4131,-29644.833984375,2256.2,1888.64
152,760000,156.6476,152,15.5756,-29995.294921875,2203.86,1870.88
153,765000,156.7439,153,15.4085,-30253.1484375,2257.65,1855.15
154,770000,156.5439,154,15.3317,-30406.494140625,2219.33,1893.81
155,775000,156.6626,155,15.2455,-30464.908203125,2221.98,1873.21
156,780000,156.8209,156,15.3382,-30666.84375,2201.07,1872.84
157,785000,156.6368,157,15.389,-30982.75390625,2195.83,1857.56
158,790000,156.6249,158,15.7158,-31229.68359375,2226.71,1907.98
159,795000,156.5343,159,15.3959,-31576.134765625,2248.1,1888.0
160,800000,156.4812,160,15.2659,-31777.966796875,2164.83,1884.87
161,805000,156.5987,161,15.4787,-31949.734375,2255.9,1884.67
162,810000,156.5931,162,15.2084,-32201.185546875,2292.07,1916.85
163,815000,156.8217,163,15.5973,-32425.55078125,2239.68,1889.67
164,820000,156.7481,164,15.6355,-32663.517578125,2269.59,1888.22
165,825000,156.6326,165,15.3335,-32738.478515625,2240.79,1897.52
166,830000,156.729,166,15.3593,-33180.12890625,2215.4,1862.89
167,835000,156.6816,167,15.2411,-33322.39453125,2250.59,1893.61
168,840000,156.7727,168,15.5574,-33817.72265625,2283.58,1905.53
169,845000,156.6773,169,15.534,-33906.52734375,2261.74,1915.97
170,850000,156.8015,170,15.4575,-34095.82421875,2276.93,1901.92
171,855000,156.7205,171,15.3847,-34305.2578125,2195.52,1883.46
172,860000,156.6539,172,15.2774,-34737.00390625,2200.66,1868.89
173,865000,156.6899,173,15.3446,-34777.64453125,2229.3,1901.49
174,870000,156.7536,174,15.3818,-34952.31640625,2249.1,1881.78
175,875000,156.6169,175,15.4164,-35275.27734375,2280.5,1926.13
176,880000,156.5736,176,15.1226,-35529.98828125,2216.55,1854.7
177,885000,156.673,177,15.3521,-35685.140625,2207.36,1890.19
178,890000,156.527,178,15.5898,-36105.3984375,2269.54,1921.39
179,895000,156.7807,179,15.4665,-36462.37109375,2277.78,1918.02
180,900000,156.6072,180,15.499,-36478.11328125,2256.99,1892.27
181,905000,156.619,181,15.5375,-36736.71875,2242.99,1911.32
182,910000,156.554,182,15.1872,-36802.01953125,2272.24,1890.72
183,915000,156.7996,183,15.3094,-37106.703125,2196.78,1875.76
184,920000,156.6668,184,15.2045,-37571.71484375,2219.81,1884.55
185,925000,156.8336,185,15.3499,-37901.0703125,2271.26,1884.57
186,930000,156.5568,186,15.2181,-37886.51171875,2251.77,1871.52
187,935000,156.7594,187,15.4665,-38427.80078125,2239.57,1905.69
188,940000,156.449,188,15.3425,-38450.64453125,2289.76,1911.4
189,945000,156.6601,189,15.4793,-38800.23046875,2224.55,1893.24
190,950000,156.6958,190,15.4747,-39000.1640625,2272.96,1905.04
191,955000,156.7444,191,15.2418,-39101.9765625,2259.94,1916.0
192,960000,156.709,192,15.2859,-39428.3203125,2265.23,1898.85
193,965000,156.5791,193,15.1368,-39679.5,2272.27,1896.55
194,970000,156.7515,194,15.3988,-39717.75390625,2224.35,1927.03
195,975000,156.6952,195,15.251,-40019.03125,2236.45,1922.87
196,980000,156.664,196,15.2776,-40294.11328125,2229.93,1916.23
197,985000,156.7299,197,15.1687,-40275.4375,2230.31,1885.72
198,990000,156.8613,198,15.5881,-40542.52734375,2247.07,1904.36
199,995000,156.5482,199,15.3405,-40712.64453125,2257.96,1904.79
200,1000000,156.578,200,15.6918,-41199.90234375,2288.93,1942.24
201,1005000,156.6657,201,15.7464,-41336.59375,2266.94,1943.86
202,1010000,156.6425,202,15.7571,-41530.2265625,2226.97,1938.58
203,1015000,156.6652,203,15.5919,-41638.59765625,2248.99,1928.26
204,1020000,156.6309,204,15.564,-41827.359375,2272.47,1943.09
205,1025000,156.5864,205,15.7342,-42214.45703125,2250.22,1926.24
206,1030000,156.7338,206,15.675,-42328.0625,2282.06,1937.44
207,1035000,156.7533,207,15.6777,-42510.49609375,2221.69,1945.47
208,1040000,156.7863,208,15.746,-42767.421875,2273.27,1928.07
209,1045000,156.6596,209,15.7486,-42849.5,2281.7,1956.74
210,1050000,156.878,210,15.6015,-42942.47265625,2255.37,1939.2
211,1055000,156.7897,211,15.4987,-43028.63671875,2261.01,1943.19
212,1060000,156.7736,212,15.6943,-43237.77734375,2291.47,1950.03
213,1065000,156.6766,213,15.7151,-43529.22265625,2277.23,1930.02
214,1070000,156.4999,214,15.6598,-43424.55859375,2263.33,1942.67
215,1075000,156.5614,215,15.5626,-43754.39453125,2281.67,1945.69
216,1080000,156.606,216,15.6063,-43808.28515625,2279.27,1940.64
217,1085000,156.7827,217,15.7086,-44031.26953125,2274.86,1939.02
218,1090000,156.7371,218,15.3702,-43763.16796875,2243.97,1930.56
219,1095000,156.7688,219,15.6461,-44136.796875,2251.19,1930.11
220,1100000,156.6217,220,15.5879,-44195.58984375,2278.81,1943.45
221,1105000,156.7871,221,15.4858,-44365.4765625,2295.13,1955.93
222,1110000,156.6295,222,15.4611,-44561.55859375,2258.87,1944.34
223,1115000,156.6247,223,15.409,-44590.640625,2312.91,1949.62
224,1120000,156.5635,224,15.5316,-44767.6953125,2277.09,1925.18
225,1125000,156.6901,225,15.5698,-44870.10546875,2273.37,1947.55
226,1130000,156.6324,226,15.5681,-44974.90234375,2270.95,1932.45
227,1135000,156.6867,227,15.5396,-45000.8125,2291.24,1935.62
228,1140000,156.6648,228,15.442,-45210.94921875,2299.51,1956.65
229,1145000,156.6911,229,15.4794,-45453.4453125,2292.87,1948.39
230,1150000,156.7246,230,15.5242,-45435.9375,2266.48,1932.58
231,1155000,156.6466,231,15.6002,-45620.3828125,2303.55,1948.26
232,1160000,156.6288,232,15.4327,-45757.87890625,2290.44,1931.62
233,1165000,156.7318,233,15.6188,-46111.21484375,2293.92,1965.53
234,1170000,156.7157,234,15.604,-46015.97265625,2306.67,1953.51
235,1175000,156.6688,235,15.5203,-46097.32421875,2287.81,1951.39
236,1180000,156.6666,236,15.5602,-46313.359375,2271.59,1953.42
237,1185000,156.7731,237,15.5334,-46544.65234375,2272.93,1926.48
238,1190000,156.7037,238,15.5893,-46610.2421875,2298.43,1961.38
239,1195000,156.791,239,15.529,-46715.58984375,2308.09,1948.35
240,1200000,156.555,240,15.5719,-46818.1171875,2290.94,1944.58
241,1205000,156.5395,241,15.5736,-46874.796875,2275.11,1942.99
242,1210000,156.5462,242,15.614,-47005.19140625,2279.67,1960.02
243,1215000,156.698,243,15.8368,-47323.5703125,2310.43,1963.18
244,1220000,156.7628,244,15.8409,-47535.8671875,2309.06,1967.05
245,1225000,156.5045,245,15.4388,-47498.265625,2285.59,1969.58
246,1230000,156.7548,246,15.741,-47741.28515625,2292.99,1959.04
247,1235000,156.7306,247,15.6718,-47816.63671875,2305.31,1968.09
248,1240000,156.6814,248,15.5851,-48082.40625,2320.36,1970.81
249,1245000,156.781,249,15.6817,-48223.2421875,2321.7,1949.05
250,1250000,156.7911,250,15.6929,-48372.88671875,2319.23,1967.02
251,1255000,156.8496,251,15.7481,-48472.0703125,2311.66,1950.69
252,1260000,156.5459,252,15.5586,-48537.2109375,2323.02,1967.99
253,1265000,156.7233,253,15.653,-48642.94921875,2305.59,1961.6
254,1270000,156.4803,254,15.6346,-48805.5390625,2293.39,1948.81
255,1275000,156.572,255,15.6559,-48913.62109375,2322.04,1973.21
256,1280000,156.5189,256,15.5727,-48825.546875,2304.67,1962.84
257,1285000,156.6686,257,15.5729,-49047.16796875,2318.2,1970.96
258,1290000,156.5314,258,15.5679,-49275.83984375,2327.54,1975.59
259,1295000,156.802,259,15.5759,-49523.14453125,2329.93,1976.64
260,1300000,156.6144,260,15.5765,-49515.38671875,2317.29,1962.62
261,1305000,156.6056,261,15.5518,-49728.9375,2320.88,1977.69
262,1310000,156.7401,262,15.7091,-49860.31640625,2319.15,1971.31
263,1315000,156.5639,263,15.7515,-49992.0078125,2328.58,1976.37
264,1320000,156.7542,264,15.716,-50061.60546875,2338.33,1987.79
265,1325000,156.7472,265,15.4846,-50259.30859375,2346.24,1976.61
266,1330000,156.7027,266,15.7003,-50134.703125,2327.93,1973.33
267,1335000,156.6305,267,15.6901,-50597.57421875,2351.24,1985.55
268,1340000,156.721,268,15.7695,-50560.5,2343.32,1983.98
269,1345000,156.5532,269,15.4634,-50366.83984375,2323.22,1971.93
270,1350000,156.6899,270,15.6726,-50569.02734375,2330.84,1982.38
271,1355000,156.6564,271,15.3757,-50651.46484375,2308.89,1963.43
272,1360000,156.601,272,15.5356,-50684.25390625,2311.32,1964.31
273,1365000,156.5864,273,15.5405,-50827.66796875,2308.1,1963.65
274,1370000,156.703,274,15.5042,-51133.4375,2332.11,1957.04
275,1375000,156.4868,275,15.657,-51264.796875,2340.27,1989.83
276,1380000,156.5049,276,15.5083,-51325.89453125,2311.92,1973.55
277,1385000,156.5752,277,15.4636,-51437.5625,2315.89,1958.99
278,1390000,156.6401,278,15.4563,-51512.88671875,2317.13,1964.09
279,1395000,156.6807,279,15.6868,-51590.42578125,2320.76,1994.94
280,1400000,156.5514,280,15.3679,-51612.28125,2350.52,1985.65
281,1405000,156.6143,281,15.529,-51661.84765625,2317.51,1996.84
282,1410000,156.6701,282,15.2889,-51736.51953125,2318.36,1956.69
283,1415000,156.7095,283,15.5921,-52081.94921875,2324.3,1980.86
284,1420000,156.4777,284,15.4178,-52215.3984375,2333.07,1954.93
285,1425000,156.6278,285,15.5587,-52199.36328125,2317.83,1945.12
286,1430000,156.463,286,15.4241,-52231.859375,2318.89,1950.7
287,1435000,156.705,287,15.5598,-52538.35546875,2334.76,1990.78
288,1440000,156.7342,288,15.5697,-52490.25390625,2274.22,1956.23
289,1445000,156.6573,289,15.5385,-52621.5625,2285.33,1972.81
290,1450000,156.5245,290,15.6726,-52905.09765625,2290.93,1966.04
291,1455000,156.695,291,15.6256,-52749.5546875,2308.71,1978.73
292,1460000,156.5461,292,15.3616,-52797.8046875,2309.45,1973.08
293,1465000,156.5002,293,15.3318,-52864.63671875,2274.16,1967.93
294,1470000,156.511,294,15.4539,-52955.3515625,2294.36,1976.43
295,1475000,156.6168,295,15.6188,-53159.15625,2339.2,1995.0
296,1480000,156.5523,296,15.4736,-53387.53125,2307.66,1961.81
297,1485000,156.5184,297,15.5039,-53285.16015625,2286.01,1959.16
298,1490000,156.5123,298,15.4671,-53458.79296875,2298.55,1962.03
299,1495000,156.4397,299,15.6428,-53633.55859375,2285.26,1977.11
300,1500000,156.7268,300,15.4614,-53591.68359375,2271.21,1957.93
301,1505000,156.5944,301,15.4804,-53855.71484375,2333.57,1987.32
302,1510000,156.6112,302,15.5453,-53787.1875,2301.84,1981.12
303,1515000,156.6262,303,15.5184,-53824.375,2289.23,1961.98
304,1520000,156.6189,304,15.3627,-54030.0,2296.86,1981.37
305,1525000,156.6659,305,15.4867,-53903.46484375,2304.24,1961.94
306,1530000,156.6497,306,15.5035,-54326.62109375,2273.68,1955.24
307,1535000,156.6822,307,15.4897,-54271.15234375,2269.22,1946.79
308,1540000,156.7063,308,15.5009,-54362.34375,2289.77,1975.19
309,1545000,156.6997,309,15.2401,-54449.8984375,2275.64,1947.96
310,1550000,156.6288,310,15.3914,-54689.83984375,2286.32,1958.5
311,1555000,156.5949,311,15.3015,-54572.26171875,2310.0,1987.16
312,1560000,156.5588,312,15.5597,-54769.41015625,2311.7,1967.15
313,1565000,156.6341,313,15.3438,-54831.1328125,2303.31,1956.5
314,1570000,156.6545,314,15.3895,-54915.19921875,2278.35,1967.51
315,1575000,156.6579,315,15.4327,-55173.71484375,2288.94,1951.04
316,1580000,156.6831,316,15.4284,-54859.02734375,2288.52,1972.84
317,1585000,156.5389,317,15.2244,-54969.50390625,2268.75,1948.09
318,1590000,156.559,318,15.435,-55175.9140625,2278.18,1948.78
319,1595000,156.4853,319,15.3377,-55233.88671875,2268.77,1950.9
320,1600000,156.6839,320,15.3202,-55502.83203125,2301.65,1979.19
321,1605000,156.5084,321,15.3362,-55639.4609375,2300.16,1954.19
322,1610000,156.5897,322,15.1611,-55734.6875,2309.81,1964.51
323,1615000,156.8127,323,15.3431,-55801.375,2279.62,1948.01
324,1620000,156.5451,324,15.2769,-55827.30859375,2317.23,1955.58
325,1625000,156.6424,325,15.2764,-56024.02734375,2261.52,1945.18
326,1630000,156.5112,326,15.1345,-56031.25390625,2283.68,1931.33
327,1635000,156.588,327,15.4067,-56090.28125,2300.21,1947.18
328,1640000,156.384,328,15.2255,-56296.13671875,2316.36,1968.52
329,1645000,156.5083,329,15.3246,-56223.83984375,2303.88,1947.85
330,1650000,156.5285,330,15.2783,-56381.5,2285.1,1968.25
331,1655000,156.6897,331,15.2182,-56390.3359375,2266.63,1967.11
332,1660000,156.5302,332,15.4424,-56528.125,2307.5,1951.62
333,1665000,156.531,333,15.4876,-56689.03515625,2302.31,1961.68
334,1670000,156.6069,334,15.3745,-56672.8359375,2312.8,1962.31
335,1675000,156.5943,335,15.349,-57069.81640625,2301.46,1941.49
336,1680000,156.5069,336,15.408,-57166.39453125,2324.79,1963.5
337,1685000,156.6268,337,15.3847,-57298.5625,2304.34,1954.34
338,1690000,156.3291,338,15.3048,-57249.35546875,2328.28,1984.13
339,1695000,156.6993,339,15.3317,-57480.953125,2283.22,1972.57
340,1700000,156.589,340,15.1649,-57789.82421875,2309.65,1944.77
341,1705000,156.6148,341,15.3164,-57502.22265625,2315.16,1943.24
342,1710000,156.6614,342,15.385,-57751.11328125,2329.7,1977.24
343,1715000,156.6737,343,15.4528,-57754.0625,2295.64,1966.12
344,1720000,156.7237,344,15.3479,-57821.15234375,2306.47,1961.14
345,1725000,156.5854,345,15.4075,-58116.54296875,2318.22,1971.57
346,1730000,156.5658,346,15.4518,-57967.1640625,2326.26,1950.87
347,1735000,156.6389,347,15.2999,-58363.90625,2326.5,1943.19
348,1740000,156.5524,348,15.352,-58249.65234375,2300.01,1955.11
349,1745000,156.6341,349,15.2386,-58311.0,2305.13,1942.07
350,1750000,156.552,350,15.4405,-58598.20703125,2295.56,1972.19
351,1755000,156.5214,351,15.3784,-58358.40234375,2313.97,1982.53
352,1760000,156.5556,352,15.2578,-58851.67578125,2330.94,1979.58
353,1765000,156.5098,353,15.4702,-59083.41015625,2325.89,1959.46
354,1770000,156.4348,354,15.3821,-58883.01953125,2327.64,1982.55
355,1775000,156.5716,355,15.3217,-58886.3125,2344.87,1988.87
356,1780000,156.6214,356,15.3662,-59245.12890625,2332.7,1984.3
357,1785000,156.4809,357,15.4883,-59104.77734375,2322.46,1976.27
358,1790000,156.6104,358,15.3524,-59179.62109375,2338.48,1985.61
359,1795000,156.6184,359,15.4482,-59421.2890625,2335.5,1974.14
360,1800000,156.6384,360,15.1201,-59382.359375,2328.83,1955.52
361,1805000,156.5327,361,15.2624,-59414.55078125,2294.31,1972.46
362,1810000,156.5327,362,15.2079,-59408.2890625,2317.64,1965.56
363,1815000,156.5584,363,15.6035,-59842.5859375,2344.64,1982.87
364,1820000,156.4756,364,15.4062,-59692.01171875,2339.04,1981.21
365,1825000,156.6637,365,15.3811,-59893.59375,2318.9,1971.64
366,1830000,156.7486,366,15.2231,-59924.0390625,2297.4,1978.76
367,1835000,156.4486,367,15.328,-60067.80078125,2332.86,1999.48
368,1840000,156.6582,368,15.1995,-60333.03515625,2315.08,1970.98
369,1845000,156.6738,369,15.4545,-60525.890625,2324.38,2003.07
370,1850000,156.5552,370,15.5761,-60380.265625,2338.38,2008.61
371,1855000,156.5748,371,15.5101,-60405.6171875,2332.92,1983.48
372,1860000,156.7104,372,15.5636,-60707.40234375,2319.85,1985.52
373,1865000,156.5414,373,15.3084,-60584.88671875,2323.02,1979.72
374,1870000,156.5623,374,15.4822,-60866.43359375,2342.43,1987.84
375,1875000,156.6491,375,15.5239,-61044.4453125,2328.1,1987.9
376,1880000,156.6428,376,15.4045,-61056.6875,2312.59,1967.26
377,1885000,156.4579,377,15.3091,-61019.69140625,2293.67,1960.89
378,1890000,156.7502,378,15.3337,-61176.578125,2300.06,1967.37
379,1895000,156.6203,379,15.389,-61339.1953125,2286.0,1979.31
380,1900000,156.6833,380,15.5676,-61574.48828125,2327.4,1857.36
381,1905000,156.585,381,15.3288,-61516.1796875,2308.56,1968.18
382,1910000,156.6514,382,15.4194,-61732.8671875,2285.91,1975.84
383,1915000,156.6022,383,15.4212,-61702.2734375,2325.82,1997.02
384,1920000,156.7311,384,15.587,-61867.39453125,2290.48,1968.59
385,1925000,156.6624,385,15.3175,-61855.8671875,2264.21,1941.48
386,1930000,156.5918,386,15.5478,-61935.09375,2284.13,1969.38
387,1935000,156.5767,387,15.2187,-61958.4296875,2312.13,1968.32
388,1940000,156.7018,388,15.4181,-62191.21484375,2310.1,1985.61
389,1945000,156.5834,389,15.4766,-62545.87890625,2326.83,1994.18
390,1950000,156.6494,390,15.471,-62344.7578125,2304.16,1951.34
391,1955000,156.6222,391,15.256,-62630.7734375,2273.54,1950.43
392,1960000,156.4328,392,15.2354,-62353.30078125,2305.78,1934.86
393,1965000,156.4848,393,15.335,-62702.546875,2284.9,1972.32
