Running Update Time,Real Det Return,Itration,Reward Loss,Real Sto Return,Running Forward KL,Running Reverse KL,Running Env Steps
56,2637.64,56,-408.27716064453125,2364.28,64.6646,37.1409,280000
57,3501.79,57,-458.5999450683594,2391.43,64.52,33.968,285000
58,3674.6,58,-462.45367431640625,2567.97,63.8887,34.0034,290000
59,2406.44,59,-466.81915283203125,1831.16,64.4767,33.6968,295000
60,3971.04,60,-485.1557312011719,2255.2,65.3952,36.2768,300000
61,3906.85,61,-465.85888671875,2935.55,65.3887,39.3517,305000
62,2732.41,62,-485.49456787109375,2288.94,64.1078,35.3172,310000
63,3360.2,63,-453.973876953125,2644.03,66.8221,42.9551,315000
64,3269.6,64,-531.7901000976562,2457.73,66.8322,35.4117,320000
65,3355.36,65,-494.23992919921875,2643.21,65.4927,39.2395,325000
66,3758.7,66,-499.8793640136719,2676.63,68.1891,40.9952,330000
67,3218.24,67,-543.5057983398438,2201.97,65.9988,36.1211,335000
68,3654.86,68,-545.8947143554688,2236.19,66.5528,39.2489,340000
69,3843.65,69,-563.2229614257812,2727.88,65.2732,36.6172,345000
70,2228.49,70,-570.868896484375,1631.29,65.9097,36.1553,350000
71,3095.96,71,-553.8451538085938,2639.54,67.3552,40.1892,355000
72,3775.93,72,-547.0226440429688,3470.06,67.433,41.8578,360000
73,4020.74,73,-549.10009765625,3052.78,67.5357,43.8046,365000
74,3874.44,74,-631.2933349609375,3708.39,66.8458,37.6252,370000
75,2969.09,75,-609.5185546875,1914.67,65.526,36.8112,375000
76,3968.42,76,-614.7964477539062,3052.39,67.0212,42.4372,380000
77,4291.75,77,-601.2997436523438,3102.2,69.7163,47.5984,385000
78,4066.41,78,-650.0429077148438,3594.29,68.9727,45.6842,390000
79,4070.97,79,-650.7875366210938,2534.52,68.0921,43.542,395000
80,4434.58,80,-637.5480346679688,3661.95,71.261,52.5584,400000
81,4078.36,81,-691.5116577148438,2931.03,68.1689,44.075,405000
82,4026.76,82,-694.7234497070312,3797.69,69.0354,44.3282,410000
83,4450.7,83,-695.484375,3938.57,68.527,46.1722,415000
84,4520.41,84,-743.4983520507812,3606.69,67.3042,41.3317,420000
85,4255.49,85,-712.4904174804688,3690.68,72.1011,53.1883,425000
86,4002.58,86,-718.1442260742188,3465.66,69.0793,47.9873,430000
87,3676.8,87,-735.8273315429688,3486.64,70.8286,53.4743,435000
88,4338.87,88,-741.110107421875,4194.24,72.6456,54.9723,440000
89,4281.17,89,-763.6066284179688,4079.67,69.4672,51.1398,445000
90,5084.92,90,-778.0145263671875,3708.24,71.8602,57.8132,450000
91,4985.61,91,-773.340087890625,4499.11,72.4123,56.5389,455000
92,4795.22,92,-806.0623779296875,3779.0,75.4342,59.1766,460000
93,4114.57,93,-842.387451171875,3353.27,69.6768,50.3095,465000
94,3943.09,94,-830.422119140625,3352.15,71.6873,57.4403,470000
95,4932.85,95,-856.3775634765625,3083.22,69.1339,48.0425,475000
96,4911.92,96,-899.815673828125,3320.1,69.1839,46.9748,480000
97,5115.73,97,-901.1873168945312,4392.65,75.9722,64.3087,485000
98,4331.82,98,-901.166748046875,4039.27,73.0899,56.3669,490000
99,5080.09,99,-955.4476928710938,4370.23,69.8831,51.874,495000
100,4264.21,100,-945.5237426757812,4134.59,74.4065,61.2488,500000
101,5253.77,101,-982.8484497070312,4557.87,71.0847,57.5806,505000
102,5448.47,102,-986.6571655273438,4335.6,77.6176,67.0227,510000
103,4395.45,103,-978.83154296875,3742.53,72.4953,58.5647,515000
104,5040.42,104,-1023.3676147460938,3737.25,72.7382,57.1102,520000
105,4240.18,105,-1043.6312255859375,3961.35,70.4121,56.0143,525000
106,4979.99,106,-1066.050048828125,4655.79,72.0306,58.3513,530000
107,5321.9,107,-1073.9437255859375,4507.47,71.2015,57.755,535000
108,5226.89,108,-1102.64501953125,5228.53,75.0037,64.1968,540000
109,5513.16,109,-1115.4022216796875,4444.65,72.8814,62.2567,545000
110,5087.73,110,-1141.2303466796875,4507.44,72.7468,62.7687,550000
111,5329.14,111,-1192.0762939453125,4397.25,73.5386,60.4789,555000
112,5005.0,112,-1199.9439697265625,3771.46,79.6814,69.4691,560000
113,5397.33,113,-1225.140380859375,4784.0,70.5213,53.5336,565000
114,5080.56,114,-1324.2669677734375,4230.72,82.6598,77.7363,570000
115,5415.33,115,-1300.051025390625,4673.38,80.6452,70.5158,575000
116,5474.39,116,-1294.5294189453125,4728.22,79.293,74.2774,580000
117,5374.19,117,-1365.56201171875,4994.4,80.9629,72.5723,585000
118,5098.97,118,-1331.928466796875,3958.57,73.5743,63.9331,590000
119,5611.01,119,-1362.6446533203125,4490.13,82.1886,72.8142,595000
120,5447.56,120,-1400.7823486328125,4780.3,80.0238,70.6089,600000
121,5311.17,121,-1472.922119140625,5227.23,75.7113,73.7937,605000
122,5457.6,122,-1514.904296875,4849.07,75.6525,69.536,610000
123,4876.78,123,-1446.2685546875,3976.64,80.4692,72.689,615000
124,4961.3,124,-1537.06884765625,4034.71,82.0431,73.5181,620000
125,5167.75,125,-1520.6673583984375,4454.62,81.681,75.4299,625000
126,5151.78,126,-1571.9808349609375,4225.87,79.1483,70.8403,630000
127,5109.72,127,-1559.732421875,4858.11,76.0339,67.8012,635000
128,5093.22,128,-1626.5914306640625,4513.45,81.9024,80.8444,640000
129,5422.83,129,-1618.104736328125,5238.38,78.6201,76.582,645000
130,5592.79,130,-1686.969970703125,4434.12,78.9424,74.9688,650000
131,5170.38,131,-1673.29150390625,4274.17,83.8104,81.5218,655000
132,4421.32,132,-1622.682373046875,4310.22,76.1776,69.0311,660000
133,5521.88,133,-1815.0899658203125,4940.89,81.1804,79.409,665000
134,5172.25,134,-1783.428466796875,3632.21,82.3134,76.097,670000
135,4091.38,135,-1745.8052978515625,4128.51,76.1296,69.7014,675000
136,5588.48,136,-1994.000244140625,5013.02,83.2275,75.9751,680000
137,5395.67,137,-1871.54931640625,5087.81,76.7736,73.1672,685000
138,5729.98,138,-2022.22900390625,5287.41,83.461,78.0793,690000
139,4619.5,139,-1870.590576171875,4493.67,85.6159,81.0349,695000
140,5271.35,140,-1866.5704345703125,4391.62,74.6962,69.7054,700000
141,5223.37,141,-2013.724853515625,5283.47,84.8881,82.9857,705000
142,5508.65,142,-1991.416015625,4854.3,76.7491,72.5057,710000
143,5220.53,143,-2036.6806640625,4628.02,85.2143,81.0579,715000
144,5631.34,144,-2047.435791015625,4673.37,77.6601,77.0995,720000
145,5426.55,145,-2240.021240234375,4643.09,84.9257,84.4348,725000
146,5197.57,146,-2103.611572265625,4283.44,83.2039,73.9849,730000
147,5803.97,147,-2234.918701171875,5233.29,84.6474,80.4586,735000
148,5005.71,148,-2144.640869140625,4589.2,76.2732,70.8807,740000
149,4969.44,149,-2213.55908203125,5190.46,78.0841,73.4511,745000
150,4684.65,150,-2227.120849609375,4629.7,78.8205,77.0453,750000
151,5349.89,151,-2190.59912109375,4218.15,74.5641,67.7518,755000
152,5379.35,152,-2407.34423828125,5164.73,83.8403,77.8612,760000
153,5626.52,153,-2389.3095703125,4443.79,86.3465,84.2131,765000
154,5629.72,154,-2435.87548828125,4967.94,82.0826,78.2373,770000
155,5179.4,155,-2388.01611328125,3986.06,77.245,78.8143,775000
156,5241.2,156,-2529.425537109375,4689.41,85.9096,86.9787,780000
157,5646.7,157,-2574.835693359375,5067.46,85.2648,82.0463,785000
158,5531.02,158,-2686.30126953125,5436.33,79.3589,79.1782,790000
159,5501.76,159,-2640.448486328125,5145.49,84.1853,80.8147,795000
160,5445.56,160,-2682.805908203125,4783.19,85.2406,80.9308,800000
161,5400.53,161,-2716.561279296875,4974.53,83.605,77.4335,805000
162,5205.48,162,-2783.636962890625,5003.82,87.4188,84.4534,810000
163,5805.7,163,-2784.330078125,5217.16,79.605,76.8476,815000
164,5317.14,164,-2894.213623046875,5165.83,79.8277,77.391,820000
165,5855.99,165,-2978.886962890625,5262.71,84.6903,79.8648,825000
166,5695.02,166,-2804.66259765625,5272.49,73.8837,68.3897,830000
167,4916.07,167,-2961.46630859375,4839.43,84.6263,85.2166,835000
168,5276.79,168,-2977.01611328125,5062.26,84.7205,86.3502,840000
169,5762.27,169,-2953.255126953125,4690.65,77.9591,76.233,845000
170,5571.21,170,-3174.29833984375,5503.7,86.3439,84.7621,850000
171,5690.06,171,-3191.069091796875,5094.06,86.4158,83.8691,855000
172,5418.42,172,-2946.42626953125,4485.52,74.3251,66.8153,860000
173,5538.9,173,-3085.880126953125,5213.94,77.1585,72.9317,865000
174,5450.92,174,-3272.527099609375,4870.13,85.0643,82.1178,870000
175,5717.39,175,-3346.552734375,5244.55,86.341,83.1615,875000
176,5306.5,176,-3326.796630859375,4717.49,83.5387,82.0919,880000
177,5600.81,177,-3342.6513671875,4906.62,86.0286,84.5859,885000
178,5504.43,178,-3290.654541015625,5047.19,77.6803,74.7417,890000
179,5274.91,179,-3524.584716796875,4990.15,87.5243,86.1403,895000
180,5767.42,180,-3617.232666015625,5289.83,86.5945,83.2487,900000
181,5331.07,181,-3502.538330078125,4670.05,78.747,74.3002,905000
182,5753.52,182,-3717.762939453125,5154.48,86.7905,85.8019,910000
183,5599.86,183,-3679.4423828125,5149.65,79.2617,76.7435,915000
184,5911.98,184,-3814.308349609375,5470.1,85.9789,80.7306,920000
185,5400.43,185,-3686.591552734375,5006.95,76.3429,73.9882,925000
186,5320.67,186,-3727.357666015625,4548.13,83.5549,80.0742,930000
187,5785.01,187,-3967.564208984375,5291.33,84.7581,81.1531,935000
188,5929.05,188,-4021.107666015625,5231.12,87.8907,83.825,940000
189,5719.06,189,-4192.41357421875,4946.82,88.1412,87.5539,945000
190,5649.36,190,-4113.494140625,5377.24,88.9789,89.3682,950000
191,5852.56,191,-4270.70556640625,5195.61,88.1873,87.3354,955000
192,5761.37,192,-4318.57666015625,5192.71,86.7193,88.5811,960000
193,5497.57,193,-4335.53466796875,5096.23,86.5453,87.845,965000
194,5681.99,194,-4280.05517578125,4916.3,79.6849,75.6502,970000
195,5698.05,195,-4442.470703125,5219.27,89.6461,90.4008,975000
196,5664.86,196,-4404.677734375,5027.22,84.5397,79.343,980000
197,5721.68,197,-4291.11865234375,5238.88,76.9213,74.075,985000
198,5545.17,198,-4280.62939453125,4979.77,76.1079,74.404,990000
199,5365.56,199,-4451.0654296875,5230.53,78.2215,79.0563,995000
200,5639.45,200,-4880.23388671875,5502.41,86.7839,83.5373,1000000
201,5698.72,201,-4954.97509765625,5581.17,87.2536,88.9923,1005000
202,5853.28,202,-4897.9462890625,5603.89,86.202,85.1725,1010000
203,5903.26,203,-4937.7763671875,5252.56,81.9884,78.8961,1015000
204,5966.57,204,-4785.556640625,5125.03,77.3097,76.7173,1020000
205,5775.06,205,-5175.8212890625,5588.07,85.9148,87.51,1025000
206,5484.22,206,-5266.0224609375,5067.36,88.0387,88.3046,1030000
207,5502.96,207,-5355.1904296875,5553.58,87.744,86.9788,1035000
208,5676.38,208,-5341.06787109375,5628.77,88.8934,90.8932,1040000
209,5238.95,209,-5267.00732421875,4849.69,85.5289,86.363,1045000
210,6024.79,210,-5335.8759765625,5191.57,79.2189,81.8621,1050000
211,5803.49,211,-5452.53759765625,5265.5,79.9718,82.0814,1055000
212,5422.81,212,-5580.640625,4790.41,89.6249,91.214,1060000
213,5925.28,213,-5616.66796875,5501.96,81.9735,84.3397,1065000
214,5707.79,214,-5488.2041015625,4646.97,80.4751,84.1531,1070000
215,5823.32,215,-5754.1845703125,5336.84,87.4047,87.2348,1075000
216,5673.08,216,-5821.10693359375,4810.98,87.5826,86.6756,1080000
217,5968.19,217,-5681.23291015625,5031.82,77.5272,78.8097,1085000
218,5726.06,218,-5839.6435546875,4950.37,80.4385,79.1534,1090000
219,5932.8,219,-6106.39404296875,5537.23,88.7925,90.9394,1095000
220,5610.35,220,-6020.80419921875,5404.86,85.6976,86.119,1100000
221,4985.6,221,-5968.54443359375,4762.92,79.9054,81.8197,1105000
222,5524.12,222,-6267.74609375,5258.25,87.4154,86.4746,1110000
223,5770.08,223,-6457.9267578125,5250.09,87.2898,88.0037,1115000
224,5708.04,224,-5951.67431640625,5113.05,76.8129,75.5929,1120000
225,5741.28,225,-6437.64892578125,5153.84,87.5269,87.2605,1125000
226,4884.47,226,-6264.75439453125,5082.4,80.9117,82.9712,1130000
227,5622.12,227,-6572.07666015625,4634.86,89.5878,89.1261,1135000
228,5869.92,228,-6520.017578125,5355.21,87.8262,84.5598,1140000
229,5217.51,229,-6118.84375,4475.72,75.1931,73.4138,1145000
230,5820.18,230,-6818.3623046875,5318.71,86.7343,86.5881,1150000
231,5431.17,231,-6324.85498046875,4688.54,75.9826,75.3813,1155000
232,5741.29,232,-6804.2724609375,4608.44,84.2566,84.2338,1160000
233,5519.46,233,-7010.3134765625,5352.49,88.5662,90.4675,1165000
234,5781.19,234,-6730.02587890625,5116.82,78.1869,76.3,1170000
235,5286.99,235,-7140.85595703125,5308.49,89.161,89.1612,1175000
236,5638.03,236,-7196.369140625,5017.94,88.663,89.1248,1180000
237,5680.04,237,-7265.71923828125,5264.52,86.0526,84.8692,1185000
238,5627.54,238,-7107.51171875,4875.34,78.7553,81.4982,1190000
239,5184.36,239,-7369.12744140625,5476.44,81.7639,85.8976,1195000
240,5705.95,240,-7391.443359375,5656.48,81.6464,84.0002,1200000
241,5665.02,241,-7640.3203125,5118.45,89.2243,88.4077,1205000
242,6002.62,242,-7763.94091796875,4849.01,85.7134,84.8869,1210000
243,5918.76,243,-7909.24951171875,5272.66,87.1702,89.2336,1215000
244,5393.18,244,-7865.845703125,5547.22,86.8047,86.2775,1220000
245,5512.82,245,-7847.56298828125,5470.26,83.458,84.0611,1225000
246,5616.15,246,-8009.18212890625,5116.55,88.0136,86.7562,1230000
247,5997.31,247,-8005.83935546875,5522.29,80.4326,83.3575,1235000
248,6033.61,248,-8368.9501953125,5408.45,89.4413,91.4717,1240000
249,5466.95,249,-8310.501953125,5360.1,88.6146,90.0816,1245000
250,5556.72,250,-8169.73095703125,4796.69,84.8086,81.5479,1250000
251,5944.04,251,-8600.1904296875,5511.98,88.6733,88.4911,1255000
252,5967.18,252,-8511.7060546875,5446.09,88.1286,87.5776,1260000
253,5995.03,253,-8593.8779296875,5251.18,88.6356,85.4753,1265000
254,5709.49,254,-8207.3134765625,4814.67,79.8518,78.8421,1270000
255,5727.73,255,-8801.7763671875,5229.85,87.5089,85.6129,1275000
256,5972.15,256,-8985.08203125,5696.85,87.2779,91.7754,1280000
257,5690.07,257,-8851.2177734375,5448.22,89.5167,89.8531,1285000
258,5780.72,258,-8546.8447265625,5231.82,77.7328,80.8116,1290000
259,6037.53,259,-8609.130859375,5687.5,78.4589,82.4071,1295000
260,5688.02,260,-8953.6025390625,5637.11,81.4122,84.9899,1300000
261,6074.52,261,-9322.8173828125,5458.02,87.8862,90.3572,1305000
262,5582.02,262,-8668.6962890625,5413.98,79.1133,80.1112,1310000
263,6064.03,263,-9321.654296875,5510.06,87.7434,87.6713,1315000
264,5719.39,264,-9256.57421875,4879.53,87.0919,85.6561,1320000
265,6056.95,265,-9518.505859375,5765.76,88.9471,88.9748,1325000
266,5578.05,266,-9495.9306640625,5541.0,88.3761,88.9794,1330000
267,6074.58,267,-9680.6337890625,5569.85,89.145,92.1,1335000
268,5956.14,268,-9792.9697265625,5580.61,88.3132,88.7542,1340000
269,5701.08,269,-9818.025390625,5244.85,89.5932,88.101,1345000
270,6065.84,270,-9965.0068359375,5815.57,90.1136,94.2836,1350000
271,6182.17,271,-9923.7822265625,5623.88,90.211,87.7403,1355000
272,6097.23,272,-10013.1337890625,5238.81,90.1674,91.4617,1360000
273,6009.02,273,-9814.060546875,5584.07,81.111,81.2175,1365000
274,6181.95,274,-10215.6123046875,5556.68,88.4332,90.0848,1370000
275,5811.36,275,-10222.96875,5809.06,90.1932,92.2753,1375000
276,5847.17,276,-10314.533203125,5446.82,90.5199,91.8235,1380000
277,6063.45,277,-9763.5673828125,5121.24,76.8514,74.6377,1385000
278,5170.16,278,-10443.1728515625,5481.82,88.6,88.5347,1390000
279,5804.58,279,-10431.5166015625,5543.73,88.0304,89.5218,1395000
280,6180.1,280,-10366.1552734375,5581.9,82.2567,86.0401,1400000
281,5985.16,281,-10599.548828125,4972.36,86.5654,87.1632,1405000
282,6099.28,282,-10705.810546875,5545.52,87.9524,85.2992,1410000
283,6140.91,283,-10267.236328125,5808.12,88.9884,105.0104,1415000
284,-916.54,284,-4214.22900390625,-1292.89,82.389,258.6571,1420000
285,-412.1,285,-4810.8642578125,-644.08,86.6908,289.8998,1425000
286,-207.21,286,-5732.7685546875,-145.14,70.8408,208.8761,1430000
287,423.57,287,-7091.96875,515.11,76.5901,94.3541,1435000
288,1492.66,288,-7765.9609375,870.24,79.0229,122.754,1440000
289,2654.43,289,-8678.474609375,1025.69,73.3193,86.7405,1445000
290,3442.89,290,-9843.759765625,2915.93,79.0498,91.0328,1450000
291,1564.89,291,-9299.68359375,1038.08,84.6648,89.3467,1455000
292,3216.0,292,-9877.5322265625,3985.21,86.1388,87.7225,1460000
293,5362.72,293,-10445.9814453125,4384.74,89.3956,89.9333,1465000
294,4451.94,294,-11246.470703125,4400.79,90.436,91.424,1470000
295,5304.81,295,-11307.9033203125,4220.8,87.9259,86.0577,1475000
296,5595.51,296,-10767.6337890625,4907.89,87.9007,85.3817,1480000
297,5332.64,297,-10962.71875,4934.71,86.6439,84.6662,1485000
298,5472.49,298,-11311.69921875,4214.92,89.0096,88.3858,1490000
299,5613.93,299,-10500.37890625,4569.9,85.7179,83.9861,1495000
300,4890.5,300,-10268.5205078125,4927.8,84.2216,81.2053,1500000
301,5639.49,301,-11378.5361328125,5414.33,87.0651,81.9304,1505000
302,5698.95,302,-11497.6142578125,4995.24,88.5577,86.4308,1510000
