Real Sto Return,Running Forward KL,Itration,Real Det Return,Running Reverse KL
-40.08,73.314,216,208.32,28.5898
-41.98,72.782,217,87.27,28.1507
-23.89,73.4989,218,62.8,29.8003
-26.77,72.9776,219,250.41,28.9572
-87.49,74.983,220,108.75,29.7563
-33.68,74.6959,221,99.46,31.6599
-57.35,73.923,222,127.27,29.9852
-48.13,72.0249,223,196.0,30.2127
-66.9,73.4262,224,76.89,35.6878
-2.17,73.0878,225,218.29,32.0262
-83.54,72.9676,226,223.19,30.2467
-47.13,74.5361,227,210.92,30.9577
-58.78,72.1632,228,122.75,29.2607
-30.02,74.2732,229,204.34,31.0427
-46.64,73.8355,230,107.16,29.2215
-39.26,72.0052,231,90.27,31.314
-111.63,74.6058,232,132.12,28.2768
-99.93,72.6602,233,161.52,31.3919
-44.75,74.486,234,95.57,30.5323
-44.98,74.9161,235,39.2,28.7204
-58.09,73.4248,236,63.96,28.9453
-57.69,74.3886,237,56.0,30.0379
-34.53,72.5986,238,140.51,28.8236
-69.67,74.1251,239,98.07,30.5375
-104.71,73.1178,240,49.25,31.5946
-50.79,74.4821,241,-6.09,31.2708
-86.15,74.1046,242,171.36,31.917
-107.31,72.5163,243,110.75,31.3008
-96.48,75.129,244,61.55,32.6566
-24.13,71.8234,245,179.07,28.3717
-78.02,72.1558,246,104.02,30.3205
-73.82,73.3218,247,136.36,28.9484
-88.09,72.0594,248,112.55,26.7354
-35.72,73.0434,249,75.83,28.4037
-72.21,73.0088,250,63.92,29.9164
-70.1,73.5385,251,76.13,27.2851
-82.63,75.7961,252,61.8,29.8701
-83.51,73.0789,253,42.19,27.6334
-59.35,73.233,254,161.29,28.6127
-68.36,72.7394,255,52.53,28.1818
-42.03,73.4304,256,77.64,30.3683
-6.64,73.0542,257,106.33,29.1838
-91.16,73.5635,258,16.1,28.2079
-34.58,73.1367,259,44.58,29.1272
-61.7,74.4846,260,51.6,28.8149
-42.11,73.4797,261,61.08,29.5767
-53.86,74.3791,262,125.3,28.8603
-68.94,74.0865,263,118.86,27.9987
-107.75,73.5187,264,39.8,30.0145
-71.56,73.3087,265,73.7,31.5352
-57.43,72.6833,266,79.79,30.3431
-38.1,73.2784,267,79.64,29.4601
-30.84,73.2528,268,-64.61,28.807
-105.68,75.4037,269,-26.44,31.8486
-62.83,71.5623,270,78.33,26.4715
-51.76,73.4028,271,116.63,28.5205
-41.12,73.0755,272,113.94,27.903
-17.27,72.7611,273,107.25,26.2174
-79.18,72.1919,274,140.11,26.1954
-65.05,74.0967,275,118.52,27.2666
-72.87,73.3872,276,61.9,26.0448
-36.13,73.3459,277,93.25,27.1199
-68.35,72.6234,278,101.38,26.2425
-65.55,72.8057,279,47.73,26.5709
-51.15,71.9969,280,77.83,27.8068
-83.83,73.4271,281,106.1,27.5415
-90.4,70.9264,282,105.98,26.962
-35.36,72.6744,283,171.54,30.0863
-97.43,73.5755,284,147.26,27.2676
-64.46,72.0445,285,157.38,27.5523
-69.84,73.285,286,108.34,27.2202
-17.99,72.0361,287,184.99,25.5554
-40.41,72.02,288,74.39,28.2524
-70.89,73.1107,289,98.41,27.6202
-86.28,71.9063,290,78.7,26.4819
-41.27,72.8616,291,46.48,26.4603
-29.85,72.6257,292,107.14,25.2879
-52.07,71.2382,293,68.52,25.9032
-62.6,71.9042,294,108.22,27.3797
-50.98,72.4344,295,113.39,26.6665
-49.65,73.0593,296,107.86,27.8431
-60.33,72.5086,297,103.37,25.7719
-35.19,72.7543,298,109.25,28.3411
-22.65,73.5575,299,63.31,28.4589
-23.81,72.1163,300,75.44,26.5164
-99.99,71.9181,301,97.06,26.2385
-64.0,73.3491,302,69.29,25.7991
-77.49,72.506,303,81.36,26.0563
-88.1,72.0704,304,100.57,26.8833
-39.12,71.9658,305,91.88,27.4745
-22.17,73.8131,306,83.74,27.2861
-87.04,71.3787,307,67.06,26.8954
-71.0,73.4646,308,55.6,27.7033
-59.59,72.3724,309,30.63,29.4594
-33.92,72.2715,310,56.81,28.9164
-65.16,72.078,311,16.86,27.5464
-110.51,72.9959,312,31.21,28.8837
-45.26,72.1426,313,81.23,27.6954
-147.5,72.7586,314,31.54,27.9976
-76.17,71.6575,315,74.32,29.6481
-54.02,71.9594,316,70.4,28.2783
-80.28,73.4031,317,91.86,27.8891
-70.29,73.4815,318,103.16,29.5086
-49.9,73.8661,319,83.63,29.7622
-35.48,73.7875,320,31.3,28.7871
-34.85,72.9441,321,-54.61,28.5387
-76.4,72.7733,322,47.51,28.6597
-66.76,71.9126,323,10.67,29.1899
-86.87,73.46,324,23.71,28.1774
-79.89,71.0957,325,10.99,28.0009
-104.07,72.585,326,72.88,29.07
-87.34,74.5189,327,29.72,30.2808
-119.89,74.3835,328,75.71,29.056
-66.71,72.6819,329,85.8,27.9479
-67.25,71.7425,330,72.95,28.5569
-119.04,72.88,331,-10.47,32.2327
-77.89,72.7896,332,-2.73,29.4585
-127.81,71.6563,333,11.85,29.5618
-72.15,73.1757,334,73.47,31.113
-60.99,74.8333,335,12.65,30.9764
-63.22,73.4897,336,13.96,32.488
-122.34,73.8106,337,-25.04,33.6886
-25.48,73.4855,338,41.88,31.447
-82.93,74.0632,339,59.65,29.7127
-80.09,73.0647,340,-6.65,32.4449
-137.52,74.7032,341,42.53,31.2649
-101.19,74.3118,342,34.94,33.0218
-39.24,73.4012,343,65.31,29.9083
-50.7,72.505,344,91.7,29.1744
-63.16,73.5468,345,129.43,30.3198
-55.86,72.867,346,154.2,30.6047
-102.88,72.1912,347,53.92,29.4433
-62.26,72.538,348,-55.12,29.4449
-90.54,72.927,349,86.06,29.0008
-66.35,73.2048,350,29.59,30.0505
-127.88,72.3808,351,72.12,27.438
-98.71,70.7984,352,83.19,28.1389
-55.2,72.0719,353,122.2,28.825
-74.29,72.2135,354,15.63,28.664
-27.61,71.1518,355,19.82,28.9919
-81.01,72.1301,356,13.62,29.1734
-67.47,72.0138,357,-49.4,29.7966
-9.63,70.3425,358,2.52,27.7104
10.87,70.1867,359,39.61,28.9869
-35.87,71.2543,360,43.24,28.5787
-48.96,70.1014,361,6.31,29.6704
-43.83,70.1693,362,8.51,27.3435
-83.23,73.0899,363,58.29,28.4996
-48.77,71.0931,364,81.7,29.9954
-42.94,72.5225,365,81.72,29.4904
-58.14,70.1282,366,60.91,29.1102
-82.32,72.6706,367,105.58,29.876
-51.6,72.0649,368,66.69,31.2445
-50.73,72.314,369,-44.73,31.5228
-51.14,74.8452,370,44.13,34.1875
-56.02,71.9027,371,64.06,33.3831
-65.58,72.9308,372,62.97,31.0074
-82.63,72.4186,373,68.92,32.1961
-80.59,70.7395,374,58.18,30.8789
-73.46,71.397,375,-56.73,31.5235
-137.96,72.8857,376,-61.36,36.239
-81.77,73.2639,377,-36.94,33.2866
-65.29,73.9896,378,79.93,31.2584
-94.53,71.756,379,3.87,31.63
