Running Forward KL,Real Det Return,Reward Loss,Running Env Steps,Real Sto Return,Running Update Time,Itration,Running Reverse KL
156.5466,2242.05,-25266.173828125,645000,1872.62,129,129,15.1769
156.6486,2252.74,-25583.658203125,650000,1905.7,130,130,15.5357
156.6609,2255.62,-25747.423828125,655000,1864.5,131,131,15.2189
156.654,2196.4,-26078.1171875,660000,1847.31,132,132,15.156
156.7072,2253.94,-26280.1015625,665000,1865.68,133,133,15.1523
156.7728,2209.99,-26624.857421875,670000,1846.7,134,134,15.0471
156.6332,2261.45,-26804.830078125,675000,1897.76,135,135,15.5222
156.6984,2229.07,-27061.765625,680000,1853.81,136,136,15.3022
156.7293,2214.68,-27324.515625,685000,1833.73,137,137,15.1497
156.6608,2203.54,-27824.421875,690000,1883.94,138,138,15.3732
156.7927,2248.5,-28153.654296875,695000,1861.41,139,139,15.379
156.7237,2237.53,-28393.923828125,700000,1890.4,140,140,15.1726
156.7148,2246.31,-28545.904296875,705000,1852.84,141,141,14.9768
156.6683,2224.93,-28760.484375,710000,1866.96,142,142,15.1555
156.6502,2205.9,-29163.341796875,715000,1874.8,143,143,15.1194
156.5956,2229.58,-29429.615234375,720000,1872.92,144,144,15.2754
156.55,2210.16,-29778.322265625,725000,1888.66,145,145,15.3349
156.7714,2261.66,-29914.4375,730000,1897.5,146,146,15.2782
156.6321,2292.82,-29990.576171875,735000,1879.6,147,147,15.0936
156.5067,2222.06,-30285.146484375,740000,1861.68,148,148,14.9361
156.5951,2240.81,-30489.40234375,745000,1842.7,149,149,14.7028
156.7068,2217.07,-31007.466796875,750000,1882.38,150,150,15.2395
156.5691,2222.59,-31116.033203125,755000,1859.01,151,151,15.1543
156.7148,2293.52,-31350.494140625,760000,1893.13,152,152,15.2587
156.5447,2262.61,-31441.650390625,765000,1895.23,153,153,15.3924
156.5894,2249.63,-31577.96875,770000,1886.2,154,154,15.0177
156.5552,2241.42,-31818.826171875,775000,1902.04,155,155,15.0018
156.6119,2216.32,-32024.267578125,780000,1860.08,156,156,14.8516
156.6467,2242.06,-32142.068359375,785000,1870.87,157,157,15.124
156.7516,2243.42,-32622.236328125,790000,1894.77,158,158,15.2502
156.6591,2234.45,-32815.30078125,795000,1907.43,159,159,15.1214
156.6537,2251.31,-32895.046875,800000,1900.86,160,160,15.1998
156.5703,2265.29,-33096.15625,805000,1887.15,161,161,14.9503
156.6947,2249.11,-33370.87890625,810000,1903.49,162,162,15.0806
156.717,2217.32,-33716.1484375,815000,1891.76,163,163,15.1512
156.5624,2236.85,-33703.890625,820000,1871.3,164,164,15.0256
156.6386,2242.6,-34070.4765625,825000,1903.26,165,165,15.0179
156.7179,2269.62,-34369.49609375,830000,1916.58,166,166,15.2276
156.5871,2217.9,-34383.3671875,835000,1871.07,167,167,15.0511
156.5365,2240.24,-34543.21875,840000,1901.61,168,168,15.3606
156.5877,2256.91,-34905.015625,845000,1917.1,169,169,15.2104
156.6265,2276.13,-35283.5234375,850000,1882.21,170,170,15.0035
156.5121,2243.11,-35371.7890625,855000,1854.04,171,171,14.8764
156.8992,2259.64,-35733.015625,860000,1875.86,172,172,15.025
156.5853,2306.8,-35777.06640625,865000,1917.86,173,173,15.133
156.6236,2262.98,-36006.77734375,870000,1925.72,174,174,15.1904
156.7026,2250.96,-36321.82421875,875000,1869.1,175,175,15.1576
156.6679,2236.16,-36547.79296875,880000,1903.02,176,176,15.0927
156.5702,2255.66,-36790.4140625,885000,1921.87,177,177,15.2659
156.7264,2287.88,-36972.3359375,890000,1926.24,178,178,15.2922
156.5771,2254.15,-37140.6953125,895000,1901.34,179,179,15.0957
156.6063,2255.52,-37395.66015625,900000,1904.89,180,180,15.0704
156.5861,2277.34,-37506.5,905000,1912.85,181,181,15.2114
156.6626,2239.04,-37831.70703125,910000,1863.52,182,182,15.0381
156.5414,2307.67,-37872.23828125,915000,1924.12,183,183,15.4664
156.6835,2278.69,-38019.3203125,920000,1912.78,184,184,15.4434
156.7914,2257.38,-38123.01953125,925000,1881.18,185,185,15.2785
156.7003,2236.23,-38439.125,930000,1925.56,186,186,15.2323
156.6828,2270.81,-38552.65234375,935000,1899.3,187,187,15.3039
156.7109,2283.09,-38745.4765625,940000,1881.88,188,188,15.0698
156.5257,2281.43,-38632.12109375,945000,1918.2,189,189,15.3589
156.5443,2273.73,-38715.203125,950000,1930.81,190,190,14.9776
156.686,2306.29,-39082.84765625,955000,1943.17,191,191,15.4619
156.6581,2244.59,-39354.09375,960000,1886.32,192,192,15.1232
156.6035,2302.77,-39311.05078125,965000,1942.03,193,193,15.2947
156.587,2291.4,-39561.66015625,970000,1908.16,194,194,15.0535
156.5789,2262.56,-39414.2109375,975000,1892.7,195,195,14.9011
156.8083,2267.51,-39581.49609375,980000,1900.72,196,196,15.2163
156.4894,2317.59,-39861.65234375,985000,1922.73,197,197,15.1188
156.5973,2244.85,-39768.37890625,990000,1898.69,198,198,15.1117
156.7614,2250.38,-40109.1171875,995000,1901.54,199,199,14.9693
156.7092,2283.01,-39898.03515625,1000000,1913.38,200,200,14.9846
156.5162,2289.7,-40181.15625,1005000,1915.42,201,201,14.9845
156.6631,2270.16,-40442.71875,1010000,1910.23,202,202,15.1088
156.5131,2267.26,-40427.13671875,1015000,1934.3,203,203,14.8929
156.5506,2269.19,-40691.75390625,1020000,1916.97,204,204,15.0178
156.5831,2265.45,-40805.31640625,1025000,1898.74,205,205,14.8727
156.4705,2305.2,-40812.46484375,1030000,1952.53,206,206,14.9775
156.5103,2291.51,-41015.3125,1035000,1919.23,207,207,14.8109
156.538,2301.08,-41266.765625,1040000,1933.2,208,208,14.8831
156.5241,2304.34,-41391.98046875,1045000,1923.66,209,209,15.0856
156.3032,2314.07,-41320.8828125,1050000,1931.78,210,210,14.8427
156.6279,2327.14,-41517.78125,1055000,1952.79,211,211,15.058
156.3958,2323.78,-41562.1484375,1060000,1939.3,212,212,14.9835
156.5563,2319.24,-41881.21875,1065000,1944.52,213,213,14.8156
156.4607,2310.64,-41987.06640625,1070000,1946.2,214,214,14.9808
156.5727,2316.48,-42058.23828125,1075000,1947.5,215,215,15.065
156.5651,2334.64,-42266.19140625,1080000,1949.26,216,216,15.0052
156.57,2330.87,-42394.296875,1085000,1939.8,217,217,14.9802
156.4372,2321.88,-42584.9140625,1090000,1953.29,218,218,14.8643
156.5196,2334.05,-42547.4296875,1095000,1945.43,219,219,15.0125
156.4894,2320.39,-42843.0234375,1100000,1928.94,220,220,14.7949
156.5531,2315.53,-42949.90234375,1105000,1949.03,221,221,15.0855
156.6154,2326.64,-43131.50390625,1110000,1935.73,222,222,14.9694
156.662,2328.49,-43165.56640625,1115000,1950.67,223,223,14.9612
156.5843,2318.78,-43350.76953125,1120000,1951.25,224,224,14.7389
156.4986,2312.71,-43438.40234375,1125000,1952.34,225,225,15.0101
156.5606,2301.7,-43506.5625,1130000,1932.29,226,226,14.9884
156.4818,2330.18,-43562.13671875,1135000,1950.61,227,227,14.8327
156.5763,2331.37,-43542.14453125,1140000,1941.62,228,228,14.9227
156.5328,2308.67,-43911.03125,1145000,1928.24,229,229,14.8488
156.5963,2321.11,-43907.53125,1150000,1938.17,230,230,14.8339
156.6694,2296.37,-44212.140625,1155000,1891.84,231,231,14.8273
156.5365,2293.82,-44249.01171875,1160000,1911.78,232,232,14.6645
156.7015,2324.2,-44319.5078125,1165000,1933.88,233,233,14.9559
156.5187,2326.93,-44674.18359375,1170000,1945.21,234,234,14.9489
156.4397,2331.04,-44725.328125,1175000,1939.08,235,235,14.8826
156.5548,2357.16,-44884.765625,1180000,1972.28,236,236,15.0744
156.6157,2321.99,-45133.03125,1185000,1940.43,237,237,15.0168
156.7067,2334.88,-45131.546875,1190000,1929.61,238,238,14.7696
156.5661,2342.64,-45381.28125,1195000,1934.69,239,239,15.0101
156.6311,2337.26,-45520.796875,1200000,1936.3,240,240,14.9339
156.6389,2335.09,-45814.91015625,1205000,1957.46,241,241,15.0835
156.5147,2348.4,-45980.72265625,1210000,1955.28,242,242,15.1397
156.5861,2330.96,-46030.53125,1215000,1956.28,243,243,15.1514
156.5491,2317.47,-45965.5859375,1220000,1942.08,244,244,15.0149
156.6769,2345.16,-46165.98046875,1225000,1950.31,245,245,14.9373
156.6111,2330.36,-46315.67578125,1230000,1944.1,246,246,14.9924
156.4853,2324.55,-46553.5625,1235000,1940.95,247,247,15.1831
156.5055,2353.8,-46574.171875,1240000,1961.39,248,248,15.0287
156.5067,2338.99,-46734.578125,1245000,1950.81,249,249,15.0558
156.6256,2317.53,-46707.91015625,1250000,1953.13,250,250,14.9727
156.499,2345.36,-46995.9609375,1255000,1963.71,251,251,15.0026
156.4177,2349.97,-47265.71875,1260000,1963.36,252,252,15.0619
156.5566,2327.02,-47378.40234375,1265000,1945.89,253,253,15.0619
156.4564,2336.42,-47436.03515625,1270000,1924.97,254,254,14.7676
156.5444,2324.02,-47614.41015625,1275000,1940.67,255,255,14.9041
156.662,2346.51,-47837.73828125,1280000,1959.32,256,256,15.0828
156.5286,2326.39,-47858.015625,1285000,1941.61,257,257,15.0578
156.6782,2332.87,-47891.75390625,1290000,1954.82,258,258,15.0209
156.5708,2328.27,-48105.09765625,1295000,1932.59,259,259,15.0005
156.634,2339.7,-48286.8828125,1300000,1947.33,260,260,15.0609
156.4198,2341.76,-48137.51171875,1305000,1957.29,261,261,14.8845
156.4865,2326.2,-48451.0546875,1310000,1933.63,262,262,14.8978
156.5234,2343.3,-48408.1484375,1315000,1949.94,263,263,14.9421
156.6054,2325.44,-48657.59765625,1320000,1956.51,264,264,15.0168
156.6739,2324.06,-48751.48828125,1325000,1940.94,265,265,15.0361
156.5634,2329.07,-48865.1484375,1330000,1943.37,266,266,14.9472
156.6356,2335.19,-48907.4140625,1335000,1947.26,267,267,15.0485
156.5099,2341.04,-49025.40625,1340000,1953.4,268,268,14.9116
156.657,2344.27,-49136.46875,1345000,1952.02,269,269,14.9796
156.5401,2333.45,-49211.7421875,1350000,1944.38,270,270,15.0349
156.6198,2324.72,-49531.0703125,1355000,1908.67,271,271,14.8966
156.5807,2316.59,-49385.1953125,1360000,1930.17,272,272,14.7743
156.7259,2329.36,-49646.7265625,1365000,1927.27,273,273,14.8943
156.5425,2340.68,-49596.4765625,1370000,1945.47,274,274,15.0509
156.6142,2293.04,-49744.51171875,1375000,1916.41,275,275,14.9679
156.7142,2083.62,-50025.44921875,1380000,1934.78,276,276,14.9445
156.6473,2303.84,-49978.375,1385000,1895.05,277,277,14.6413
156.7411,2323.91,-50249.92578125,1390000,1899.24,278,278,14.8151
156.6493,2303.81,-50234.6328125,1395000,1939.87,279,279,14.9112
156.5827,2323.42,-50187.78125,1400000,1953.44,280,280,14.9869
156.628,2316.65,-50587.6875,1405000,1899.67,281,281,14.8743
156.6441,2295.78,-50396.234375,1410000,1918.3,282,282,14.7737
156.6727,2320.92,-50714.9375,1415000,1934.57,283,283,14.934
156.6413,2317.52,-50603.00390625,1420000,1928.6,284,284,14.7684
156.6783,2266.39,-50838.3046875,1425000,1900.59,285,285,14.8533
156.6845,2319.94,-51106.39453125,1430000,1935.76,286,286,14.97
156.589,2330.0,-51190.08984375,1435000,1958.78,287,287,14.8173
156.7494,2318.42,-51120.48046875,1440000,1942.36,288,288,14.9079
156.6048,2322.22,-51359.01171875,1445000,1922.08,289,289,14.8948
156.6663,2300.45,-51369.99609375,1450000,1932.42,290,290,14.9922
156.6735,2318.63,-51465.296875,1455000,1937.41,291,291,14.9203
156.7028,2317.28,-51489.7890625,1460000,1925.8,292,292,14.7922
156.5625,2337.31,-51732.98828125,1465000,1928.14,293,293,14.8894
156.722,1872.95,-51882.09375,1470000,1933.03,294,294,14.855
156.6827,1968.16,-51796.4921875,1475000,1941.85,295,295,14.7601
156.5129,2310.64,-51922.015625,1480000,1918.04,296,296,14.8305
156.758,2324.89,-51935.890625,1485000,1937.9,297,297,15.0194
156.7043,2327.43,-52073.8671875,1490000,1929.05,298,298,14.9588
156.5878,2344.52,-52211.296875,1495000,1932.65,299,299,15.1036
156.6924,2336.96,-52141.0390625,1500000,1902.29,300,300,14.8709
156.6242,2304.91,-52236.58984375,1505000,1928.02,301,301,14.82
156.6325,2329.49,-52448.27734375,1510000,1926.8,302,302,14.9918
156.6636,2327.61,-52426.37890625,1515000,1937.64,303,303,14.9106
156.7525,2327.85,-52646.05078125,1520000,1950.99,304,304,15.1338
156.5705,2322.21,-52612.31640625,1525000,1936.6,305,305,14.9852
156.7581,2312.43,-52569.87890625,1530000,1915.57,306,306,14.8835
156.5831,2322.98,-52795.6484375,1535000,1959.35,307,307,14.7576
156.5472,2291.95,-52625.6484375,1540000,1900.69,308,308,14.8689
156.6693,2313.94,-52955.6640625,1545000,1932.01,309,309,14.9092
156.7492,2316.88,-53142.375,1550000,1920.9,310,310,14.7618
156.7373,2327.82,-53277.47265625,1555000,1917.66,311,311,14.8603
156.6663,2319.77,-53273.78515625,1560000,1918.54,312,312,14.9384
156.7114,2332.16,-53500.953125,1565000,1937.96,313,313,14.9647
156.7017,2329.45,-53317.9921875,1570000,1910.21,314,314,14.8953
156.7213,2320.02,-53481.62109375,1575000,1893.38,315,315,14.895
156.5352,2320.82,-53848.5859375,1580000,1944.31,316,316,14.8951
156.652,2328.63,-53723.0859375,1585000,1950.77,317,317,14.9985
156.6015,2317.73,-53793.78515625,1590000,1952.44,318,318,15.1407
156.6073,2330.49,-53685.20703125,1595000,1933.39,319,319,14.8719
156.606,2322.03,-53817.82421875,1600000,1944.76,320,320,14.8956
156.7406,2330.26,-54116.20703125,1605000,1938.54,321,321,14.9608
156.7001,2325.25,-53993.3515625,1610000,1931.09,322,322,15.0576
156.6752,2355.47,-54128.45703125,1615000,1953.62,323,323,14.795
156.5824,2341.48,-54207.109375,1620000,1934.51,324,324,14.9854
156.7688,2333.64,-54359.97265625,1625000,1927.75,325,325,14.9215
156.644,2307.49,-54400.046875,1630000,1927.22,326,326,15.1169
156.6975,2328.54,-54503.3671875,1635000,1918.9,327,327,14.7681
156.7282,2342.56,-54448.87109375,1640000,1901.68,328,328,15.054
156.738,2304.18,-54565.625,1645000,1928.81,329,329,14.8687
156.7381,2309.42,-54642.64453125,1650000,1945.72,330,330,14.9415
156.6637,2334.14,-54793.01953125,1655000,1957.21,331,331,15.0586
156.6923,2312.94,-54943.54296875,1660000,1971.12,332,332,15.0726
156.6521,2332.83,-54890.70703125,1665000,1951.3,333,333,15.0023
156.658,2310.91,-55146.5859375,1670000,1959.33,334,334,14.9212
156.6681,2329.82,-55182.578125,1675000,1975.04,335,335,15.1665
156.6509,2327.38,-55258.046875,1680000,1938.0,336,336,15.0122
156.6275,2334.62,-55240.60546875,1685000,1942.03,337,337,15.0205
156.747,2329.1,-55412.078125,1690000,1965.02,338,338,15.0941
156.5628,2347.62,-55656.46875,1695000,1945.89,339,339,15.0032
156.7782,2311.24,-55562.66796875,1700000,1911.08,340,340,15.041
156.7279,2339.48,-55772.2109375,1705000,1971.45,341,341,14.9849
156.7472,2324.45,-55727.48828125,1710000,1976.03,342,342,15.0397
156.8207,2330.45,-55941.8125,1715000,1966.19,343,343,14.9437
156.7288,2347.19,-56123.90625,1720000,1956.19,344,344,14.9101
156.7945,2345.29,-56003.0078125,1725000,1966.55,345,345,15.0002
156.5366,2346.15,-56095.125,1730000,1940.58,346,346,14.9383
156.6207,2336.85,-56129.3125,1735000,1965.4,347,347,14.9104
156.651,2344.58,-56204.78515625,1740000,1964.1,348,348,15.0713
156.645,2349.84,-56509.203125,1745000,1965.44,349,349,14.9494
156.6711,2346.31,-56459.76171875,1750000,1968.37,350,350,15.06
156.6789,2343.97,-56611.79296875,1755000,1923.93,351,351,14.908
156.6347,2349.29,-56639.16015625,1760000,1971.19,352,352,15.1042
156.4955,2364.21,-56602.75390625,1765000,1969.58,353,353,14.8907
156.7826,2312.05,-56599.03515625,1770000,1932.37,354,354,14.8411
156.7408,2332.48,-56910.109375,1775000,1953.47,355,355,14.9253
156.7341,2350.28,-56936.8125,1780000,1959.26,356,356,15.076
156.6979,2337.08,-56990.6484375,1785000,1955.07,357,357,14.8856
156.4368,2346.45,-57010.2578125,1790000,1951.13,358,358,14.9914
156.6629,2346.26,-57272.27734375,1795000,1969.29,359,359,14.9028
156.7313,2336.26,-57280.73046875,1800000,1956.14,360,360,14.875
156.7049,2341.27,-57356.390625,1805000,1952.16,361,361,15.0431
156.5387,2340.15,-57389.9296875,1810000,1910.11,362,362,14.9626
156.7336,2353.63,-57567.1953125,1815000,1978.6,363,363,15.0059
156.7084,2322.79,-57366.57421875,1820000,1970.95,364,364,15.0754
156.5665,2347.23,-57610.8984375,1825000,1969.09,365,365,14.9544
156.6426,2335.02,-57724.5625,1830000,1962.3,366,366,14.931
156.8005,2334.85,-58080.7421875,1835000,1942.12,367,367,15.0279
156.6068,2342.33,-57923.15625,1840000,1964.4,368,368,15.025
156.5102,2330.52,-57787.93359375,1845000,1965.1,369,369,15.1194
156.7086,2361.79,-58095.1640625,1850000,1980.82,370,370,15.0276
156.6412,2349.05,-58258.92578125,1855000,1984.69,371,371,14.9996
156.6718,2338.52,-58423.31640625,1860000,1970.21,372,372,15.1168
156.6317,2341.54,-58343.1953125,1865000,1970.07,373,373,14.8784
156.6815,2345.63,-58412.1953125,1870000,1963.59,374,374,14.9766
156.7136,2351.31,-58541.7421875,1875000,1958.04,375,375,15.0051
156.6812,2344.34,-58659.39453125,1880000,1965.22,376,376,14.9908
156.5965,2335.79,-58797.61328125,1885000,1956.72,377,377,15.0212
156.7678,2351.4,-58944.26171875,1890000,1961.94,378,378,15.0748
156.6852,2322.57,-58913.421875,1895000,1965.37,379,379,14.7495
156.5708,2333.77,-59322.421875,1900000,1979.84,380,380,15.1048
156.7241,2350.24,-59145.421875,1905000,1954.92,381,381,14.9689
156.635,2344.31,-59331.5,1910000,1971.4,382,382,15.1001
156.4856,2352.19,-59480.29296875,1915000,1973.8,383,383,14.9121
156.7738,2328.15,-59395.75390625,1920000,1958.05,384,384,14.9572
156.5695,2323.31,-59649.21484375,1925000,1976.61,385,385,15.1105
156.7766,2320.61,-59527.9296875,1930000,1910.41,386,386,15.0428
156.6892,2325.14,-60000.734375,1935000,1935.87,387,387,14.942
156.5452,228.48,-58923.84375,1940000,863.55,388,388,14.1031
156.6623,2282.24,-60235.265625,1945000,1876.82,389,389,14.6022
156.5665,2365.43,-60413.8125,1950000,1968.46,390,390,15.112
156.6446,2361.74,-60655.109375,1955000,1980.25,391,391,14.8695
156.6602,2347.59,-60498.984375,1960000,1999.35,392,392,14.9202
156.5055,2357.31,-60632.578125,1965000,2003.34,393,393,14.9168
