Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Running Forward KL,Itration,Real Sto Return,Running Env Steps
-432.1125183105469,219.64,25.3839,30,31.3022,30,213.36,150000
-1262.1690673828125,321.79,61.0242,31,33.3256,31,319.07,155000
-1019.734130859375,361.2,57.2809,32,29.8708,32,363.11,160000
-613.5199584960938,436.12,20.9508,33,28.0638,33,449.0,165000
-824.296875,476.12,35.7868,34,31.6764,34,471.13,170000
-1352.724609375,1008.99,33.223,35,35.5078,35,1030.26,175000
-511.75787353515625,910.97,20.0703,36,34.0343,36,926.05,180000
-1254.479736328125,327.32,36.0592,37,32.7282,37,327.09,185000
-663.4020385742188,306.9,50.1972,38,29.6577,38,306.43,190000
-1661.452392578125,125.78,133.2141,39,31.9593,39,124.77,195000
-1454.380859375,176.36,75.6515,40,30.6015,40,216.3,200000
-1632.377197265625,187.47,44.2024,41,31.9532,41,156.78,205000
-1594.15869140625,80.6,30.0238,42,33.1693,42,95.18,210000
-1969.6064453125,-2.31,238.6032,43,39.469,43,-0.24,215000
-2026.2891845703125,-2.44,238.6858,44,39.4525,44,-2.38,220000
-1401.547119140625,1060.56,28.2955,45,34.6984,45,1072.56,225000
-1826.5775146484375,1013.16,47.3363,46,36.883,46,1013.36,230000
-1854.318359375,1010.11,29.1227,47,36.8838,47,1011.06,235000
-1208.990478515625,1142.21,18.2236,48,33.3165,48,1144.19,240000
-1462.0576171875,1031.74,21.1565,49,34.9364,49,1032.27,245000
-1987.355224609375,1041.01,30.5976,50,35.7383,50,1003.03,250000
-1841.0404052734375,898.97,17.8723,51,34.7107,51,890.22,255000
-1993.3604736328125,747.2,33.4988,52,34.6936,52,742.17,260000
-2043.7401123046875,37.75,233.519,53,35.7825,53,38.06,265000
-2710.7626953125,123.63,207.3511,54,35.2659,54,123.69,270000
-2373.623046875,82.89,49.3147,55,38.5574,55,83.26,275000
-2405.896728515625,1001.72,59.2108,56,38.0376,56,1001.77,280000
-2444.252197265625,984.83,61.2478,57,39.299,57,984.94,285000
-2521.9619140625,1012.07,49.1635,58,36.607,58,1011.82,290000
-2540.258056640625,1023.14,54.9621,59,34.3015,59,1022.73,295000
-2630.31884765625,1027.3,53.5469,60,40.3843,60,1027.39,300000
-2647.26708984375,1005.92,39.8498,61,39.1362,61,1006.12,305000
-1392.099853515625,1023.89,27.9394,62,34.3616,62,1024.25,310000
-1630.3072509765625,990.69,34.4227,63,33.1922,63,948.99,315000
-1794.5819091796875,952.15,23.4395,64,33.926,64,949.76,320000
-1951.729248046875,960.14,26.1053,65,34.2151,65,961.0,325000
-2139.583251953125,999.7,29.7776,66,34.7513,66,1001.35,330000
-2914.87353515625,990.81,110.052,67,34.402,67,990.53,335000
-2260.397216796875,942.96,21.7909,68,32.7697,68,944.06,340000
-2089.208984375,1094.26,30.0654,69,34.0118,69,1097.35,345000
-2391.926025390625,1053.15,24.367,70,34.3738,70,1052.52,350000
-2246.385009765625,1094.71,22.9543,71,33.4562,71,1094.27,355000
-2741.7080078125,1059.81,19.3905,72,34.3854,72,1060.11,360000
-2794.650390625,1085.66,19.4539,73,33.9739,73,1081.59,365000
-2474.560302734375,1086.84,17.7747,74,32.4385,74,1085.5,370000
-2808.489990234375,702.12,23.3967,75,31.7842,75,744.6,375000
-2801.403564453125,209.35,72.2098,76,32.5659,76,201.44,380000
-3214.916748046875,203.62,31.5463,77,31.3883,77,203.56,385000
-3248.69091796875,204.17,32.3008,78,31.764,78,208.91,390000
-3215.06298828125,152.71,45.0677,79,31.9184,79,155.12,395000
-3107.26708984375,865.22,18.7957,80,32.5742,80,935.93,400000
-2534.427734375,875.66,25.6974,81,34.8012,81,877.36,405000
-3374.5771484375,1020.69,26.022,82,34.5079,82,1034.47,410000
-3736.408203125,498.22,36.7945,83,33.8905,83,496.38,415000
-3818.654541015625,428.98,42.0738,84,34.0011,84,429.13,420000
-3708.4453125,531.86,143.8017,85,32.6322,85,530.28,425000
-3850.47314453125,294.23,94.3187,86,32.8594,86,291.83,430000
-3894.876708984375,374.57,81.5482,87,33.0619,87,372.55,435000
-3913.936767578125,356.71,35.8783,88,31.9923,88,355.83,440000
-4099.02978515625,322.83,162.2201,89,31.7141,89,328.89,445000
-3882.43310546875,288.19,105.9285,90,32.2801,90,281.72,450000
-3794.60791015625,264.82,89.9952,91,33.2847,91,265.24,455000
-4104.4814453125,261.99,159.4244,92,32.5117,92,261.55,460000
-4262.04248046875,288.57,158.1922,93,33.846,93,312.3,465000
-3879.67822265625,300.64,133.1064,94,31.8492,94,290.8,470000
-3202.219482421875,556.31,40.7906,95,31.609,95,459.08,475000
-2429.609619140625,211.35,22.0975,96,32.5557,96,265.0,480000
-3296.539794921875,71.65,56.5693,97,29.8644,97,70.37,485000
-2651.992919921875,1245.43,40.7234,98,33.9555,98,1245.36,490000
-2622.55517578125,1254.06,35.4602,99,34.2708,99,1251.24,495000
-3905.193115234375,441.47,94.091,100,31.5402,100,477.48,500000
-3024.12109375,987.46,20.4175,101,30.9713,101,968.86,505000
-4051.563720703125,384.73,162.899,102,30.9961,102,387.39,510000
-3538.610107421875,1071.83,21.4803,103,33.2987,103,1069.58,515000
-3120.9794921875,1126.61,24.4017,104,33.3678,104,1126.59,520000
-5071.25048828125,977.09,155.2365,105,38.6433,105,977.15,525000
-4020.9619140625,1082.68,18.9806,106,32.4418,106,1086.64,530000
-5169.185546875,974.66,154.5851,107,39.324,107,974.81,535000
-5171.04296875,986.64,163.9453,108,38.4986,108,986.72,540000
-5431.71826171875,357.77,142.4017,109,34.3421,109,360.04,545000
-4744.3544921875,1036.5,39.1775,110,34.1342,110,1040.94,550000
-5253.50048828125,973.74,90.5578,111,36.9413,111,973.92,555000
-3479.083984375,1007.17,27.6188,112,34.7512,112,1006.24,560000
-4078.722900390625,988.33,28.7701,113,34.7375,113,988.59,565000
-5423.58544921875,995.44,79.4892,114,35.656,114,995.7,570000
-4599.72021484375,962.51,26.0108,115,34.5953,115,960.78,575000
