Running Env Steps,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time
875000,1853.38,175,-37078.21875,15.7218,156.8937,2203.41,175
880000,1903.83,176,-37179.53125,15.8289,156.8757,2214.78,176
885000,1828.9,177,-37114.0546875,15.3421,156.7616,2166.34,177
890000,1882.51,178,-37691.51171875,15.7567,156.9994,2171.63,178
895000,1896.53,179,-38033.3828125,15.9451,156.8277,2257.51,179
900000,1910.34,180,-37771.1640625,15.5347,156.6413,2225.22,180
905000,1894.49,181,-38377.26953125,16.3787,156.9706,2216.04,181
910000,1881.94,182,-38434.52734375,16.2509,157.0364,2210.53,182
915000,1868.21,183,-38459.59765625,15.6271,157.0453,2160.85,183
920000,1892.08,184,-38794.78515625,16.1133,157.0536,2271.16,184
925000,1872.58,185,-38726.3515625,15.6106,156.7471,2170.58,185
930000,1850.51,186,-38895.76953125,15.6595,156.9698,2160.63,186
935000,1859.56,187,-39170.125,15.8153,157.0117,2206.79,187
940000,1860.07,188,-39009.109375,15.3952,157.0169,2192.75,188
945000,1918.81,189,-39566.3515625,15.9145,156.735,2260.41,189
950000,1872.25,190,-39478.046875,15.5329,156.7697,2227.12,190
955000,1864.34,191,-39759.671875,15.7959,156.7837,2217.99,191
960000,1896.01,192,-39925.98828125,15.9091,156.8212,2267.2,192
965000,1889.38,193,-39804.23046875,15.601,156.6006,2263.25,193
970000,1882.88,194,-39503.046875,15.4167,156.8292,2230.03,194
975000,1846.81,195,-39991.64453125,15.3931,156.7968,2145.55,195
980000,1851.1,196,-40163.68359375,15.7597,157.0139,2206.92,196
985000,1860.11,197,-40014.29296875,15.5966,156.9063,2232.24,197
990000,1881.27,198,-40104.01953125,15.6245,156.798,2213.83,198
995000,1884.9,199,-40330.01953125,15.2609,156.844,2190.01,199
1000000,1875.53,200,-40849.33203125,15.6715,156.7048,2199.36,200
1005000,1867.79,201,-40896.3828125,15.6406,156.9511,2172.37,201
1010000,1900.5,202,-41006.83984375,15.5416,156.8091,2218.75,202
1015000,1863.4,203,-41179.44140625,15.725,157.0374,2185.68,203
1020000,1908.76,204,-41415.953125,16.0017,157.0201,2223.3,204
1025000,1888.07,205,-41456.10546875,15.7057,156.8416,2195.28,205
1030000,1878.23,206,-41517.1015625,15.6856,156.8469,2194.68,206
1035000,1901.6,207,-41495.5078125,15.4799,156.8526,2227.6,207
1040000,1881.54,208,-41674.3671875,15.4779,156.5923,2210.76,208
1045000,1875.99,209,-41761.3984375,15.5859,156.6961,2208.26,209
1050000,1875.6,210,-41792.16796875,15.4788,156.7771,2189.71,210
1055000,1886.95,211,-42046.125,15.4778,156.7287,2221.9,211
1060000,1885.64,212,-41982.48046875,15.4487,156.7053,2191.23,212
1065000,1874.89,213,-42225.953125,15.6486,156.8091,2207.8,213
1070000,1885.01,214,-42220.9296875,15.5519,156.7012,2229.16,214
1075000,1879.51,215,-42529.6484375,15.6524,156.6506,2223.81,215
1080000,1891.47,216,-42656.359375,15.3915,156.7088,2186.75,216
1085000,1886.24,217,-42828.3828125,15.5092,156.6673,2220.97,217
1090000,1884.78,218,-42978.80859375,15.5605,156.8822,2194.08,218
1095000,1889.93,219,-43150.57421875,15.6721,156.6456,2254.18,219
1100000,1916.32,220,-43320.90625,15.7161,156.7047,2259.65,220
1105000,1935.18,221,-43551.11328125,15.7358,156.8057,2260.31,221
1110000,1924.41,222,-43459.19140625,15.4438,156.7526,2233.84,222
1115000,1914.42,223,-43621.109375,15.5667,156.7796,2242.74,223
1120000,1889.07,224,-43973.578125,15.5376,156.6666,2249.0,224
1125000,1889.2,225,-44107.640625,15.6617,156.832,2248.61,225
1130000,1895.71,226,-44161.6640625,15.5311,156.7306,2254.09,226
1135000,1918.68,227,-44179.0546875,15.6042,156.8401,2241.9,227
1140000,1913.17,228,-44458.1484375,15.6998,156.6626,2261.36,228
1145000,1898.09,229,-44689.53515625,15.6107,156.8007,2238.02,229
1150000,1909.75,230,-44499.56640625,15.5028,156.7231,2251.63,230
1155000,1887.86,231,-44606.25390625,15.6197,156.6508,2253.18,231
1160000,1892.52,232,-44746.96875,15.5392,156.7749,2240.17,232
1165000,1906.98,233,-44878.12109375,15.4765,156.6727,2241.94,233
1170000,1891.11,234,-45052.40234375,15.4779,156.9221,2232.49,234
1175000,1909.0,235,-45139.53515625,15.4355,156.7632,2238.82,235
1180000,1905.64,236,-45276.91015625,15.6335,156.8812,2246.2,236
1185000,1876.26,237,-45508.1796875,15.4915,156.7278,2217.13,237
1190000,1913.56,238,-45557.71875,15.6874,156.7043,2256.57,238
1195000,1897.17,239,-45891.79296875,15.6273,156.7917,2255.86,239
1200000,1900.44,240,-45869.8203125,15.469,156.7845,2226.93,240
1205000,1914.84,241,-46126.70703125,15.667,156.7248,2258.67,241
1210000,1921.8,242,-46154.6875,15.7407,156.8109,2259.81,242
1215000,1890.7,243,-46218.76953125,15.7301,156.7559,2230.41,243
1220000,1894.7,244,-46357.96875,15.5687,156.8819,2224.35,244
1225000,1913.57,245,-46573.23828125,15.7022,156.8526,2262.28,245
1230000,1907.97,246,-46571.17578125,15.4693,156.69,2252.74,246
1235000,1889.11,247,-46585.44140625,15.504,156.9579,2233.23,247
1240000,1905.8,248,-46790.21484375,15.563,156.7916,2204.85,248
1245000,1876.0,249,-46852.109375,15.6373,156.9445,2236.29,249
1250000,1889.65,250,-47064.09765625,15.5115,156.8247,2256.93,250
1255000,1895.57,251,-47072.2265625,15.5691,156.8382,2247.16,251
1260000,1911.3,252,-47118.98828125,15.5315,156.7649,2260.75,252
1265000,1885.1,253,-47397.79296875,15.571,156.7768,2255.73,253
1270000,1908.64,254,-47554.60546875,15.6484,156.8312,2280.15,254
1275000,1907.26,255,-47745.44921875,15.539,156.7129,2261.93,255
1280000,1914.33,256,-48024.1015625,15.635,156.8273,2264.57,256
1285000,1912.66,257,-47916.63671875,15.5826,156.7274,2263.18,257
1290000,1907.92,258,-47976.9140625,15.5188,156.8808,2256.12,258
1295000,1933.08,259,-48249.02734375,15.6598,156.7532,2300.34,259
1300000,1939.96,260,-48099.20703125,15.4711,156.6406,2296.73,260
1305000,1930.25,261,-48539.5859375,15.6956,156.7085,2298.14,261
1310000,1927.3,262,-48559.05078125,15.6115,156.6994,2288.95,262
1315000,1903.13,263,-48729.57421875,15.7442,156.8414,2272.39,263
1320000,1937.43,264,-48806.5625,15.8028,156.7226,2285.91,264
1325000,1937.42,265,-48801.97265625,15.6582,156.7438,2261.52,265
1330000,1936.17,266,-48987.7109375,15.6927,156.802,2263.92,266
1335000,1914.2,267,-48770.10546875,15.5214,156.7439,2235.23,267
1340000,1933.21,268,-49369.77734375,15.7275,156.6407,2281.42,268
1345000,1934.35,269,-49303.9140625,15.8637,156.8031,2261.01,269
1350000,1934.17,270,-49543.921875,15.6805,156.6386,2288.53,270
1355000,1945.67,271,-49617.296875,15.8357,156.7815,2285.7,271
1360000,1933.26,272,-49538.69921875,15.6779,156.7436,2264.19,272
1365000,1946.69,273,-50026.2265625,15.6777,156.7054,2282.46,273
1370000,1920.41,274,-50013.140625,15.6509,156.7673,2260.54,274
1375000,1955.69,275,-50231.1171875,15.7277,156.8045,2280.74,275
1380000,1934.41,276,-50244.1484375,15.7248,156.5995,2254.89,276
1385000,1921.39,277,-50309.53125,15.7645,156.7209,2272.32,277
1390000,1942.9,278,-50576.83984375,15.7012,156.5901,2293.62,278
1395000,1922.84,279,-50474.50390625,15.5474,156.8316,2266.91,279
1400000,1940.06,280,-50860.76171875,15.7755,156.5355,2303.4,280
1405000,1937.07,281,-50989.453125,15.775,156.614,2270.6,281
1410000,1919.06,282,-51185.28125,15.8611,156.7905,2247.26,282
1415000,1942.72,283,-51259.53515625,15.8975,156.8189,2302.15,283
1420000,1923.15,284,-51385.28125,15.7608,156.876,2254.8,284
1425000,1914.73,285,-51293.23828125,15.9014,156.7639,2263.9,285
1430000,1946.48,286,-51561.1875,15.8871,156.7752,2277.61,286
1435000,1953.67,287,-51834.22265625,15.7851,156.7695,2292.56,287
1440000,1956.61,288,-51843.62890625,15.8618,156.7676,2303.99,288
1445000,1962.53,289,-51779.87890625,15.922,156.7173,2287.61,289
1450000,1927.75,290,-52185.98046875,16.011,156.7568,2293.66,290
1455000,1902.65,291,-52105.16796875,15.7231,156.971,2265.75,291
1460000,1944.33,292,-52446.9921875,15.9646,156.8273,2307.63,292
1465000,1949.29,293,-52720.734375,15.9295,156.9347,2315.84,293
1470000,1934.04,294,-52629.2421875,15.6015,156.9678,2295.02,294
1475000,1963.31,295,-52699.05859375,15.782,156.703,2291.69,295
1480000,1936.15,296,-52791.07421875,15.6249,156.751,2298.15,296
1485000,1943.11,297,-53032.98046875,15.6424,156.6495,2284.4,297
1490000,1924.35,298,-53148.77734375,15.7611,156.8701,2291.32,298
1495000,1933.24,299,-53286.1328125,15.7713,156.7243,2312.6,299
1500000,1934.72,300,-53283.99609375,15.6732,156.8915,2295.59,300
1505000,1900.59,301,-53721.69921875,15.88,156.6492,2285.99,301
1510000,1956.33,302,-53871.8203125,15.8768,156.81,2325.28,302
1515000,1929.31,303,-53550.99609375,15.5941,156.7123,2270.71,303
1520000,1956.88,304,-54054.296875,15.6957,156.7551,2294.24,304
1525000,1937.64,305,-54026.80078125,15.8252,156.6961,2278.16,305
1530000,1949.69,306,-54116.34375,15.9571,156.7165,2286.53,306
1535000,1942.34,307,-54399.2265625,15.6951,156.9282,2274.02,307
1540000,1945.11,308,-54479.2890625,15.7925,156.7486,2278.13,308
1545000,1924.15,309,-54463.9765625,15.6466,156.8674,2257.97,309
1550000,1917.22,310,-54702.91015625,15.6573,156.8251,2256.43,310
1555000,1917.2,311,-54576.22265625,15.5399,156.6798,2228.64,311
1560000,1959.19,312,-54688.94921875,15.8189,156.6389,2310.2,312
1565000,1921.73,313,-54914.171875,15.6313,156.8476,2256.24,313
1570000,1943.39,314,-55224.26953125,15.7363,156.6671,2306.56,314
1575000,1949.22,315,-55080.01953125,15.7527,156.6992,2300.68,315
1580000,1937.41,316,-55222.3984375,15.6529,156.6988,2315.34,316
1585000,1943.0,317,-55407.00390625,15.6169,156.7382,2265.89,317
1590000,1956.65,318,-55586.0,15.4825,156.727,2254.4,318
1595000,1918.98,319,-55623.6640625,15.5193,156.8314,2268.86,319
1600000,1939.1,320,-55935.65234375,15.6713,156.8287,2277.34,320
1605000,1926.67,321,-55768.12890625,15.3984,156.5659,2293.38,321
1610000,1935.16,322,-55893.36328125,15.4355,156.6108,2259.76,322
1615000,1933.69,323,-56028.02734375,15.6196,156.6484,2279.12,323
1620000,1960.87,324,-56422.8046875,15.5355,156.6495,2294.12,324
1625000,1971.64,325,-56400.44140625,15.803,156.685,2320.42,325
1630000,1936.84,326,-56508.4609375,15.6591,156.6579,2291.73,326
1635000,1955.59,327,-56755.8125,15.7512,156.7401,2308.63,327
1640000,1938.5,328,-56664.5078125,15.5702,156.6002,2287.0,328
1645000,1932.99,329,-56985.36328125,15.3388,156.8222,2261.03,329
1650000,1918.32,330,-56981.09375,15.5323,156.6661,2277.26,330
1655000,1958.81,331,-57200.66796875,15.6767,156.7519,2280.25,331
1660000,1922.85,332,-57149.99609375,15.3811,156.7766,2246.44,332
1665000,1942.32,333,-57566.78125,15.5598,156.742,2298.3,333
1670000,1930.61,334,-57493.86328125,15.3893,156.826,2261.21,334
1675000,1909.7,335,-57580.77734375,15.5704,156.6691,2259.77,335
1680000,1932.47,336,-57615.5234375,15.5821,156.7753,2254.77,336
1685000,1965.37,337,-58070.39453125,15.7212,156.7363,2305.44,337
1690000,1947.57,338,-58139.18359375,15.6651,156.7869,2306.96,338
1695000,1939.23,339,-57904.546875,15.458,156.6482,2284.9,339
1700000,1917.99,340,-58261.6640625,15.702,156.7288,2285.85,340
1705000,1937.58,341,-58185.56640625,15.5499,156.606,2281.76,341
1710000,1947.82,342,-58603.69140625,15.5286,156.778,2300.58,342
1715000,1955.51,343,-58688.109375,15.8015,156.8988,2304.95,343
1720000,1937.63,344,-58871.8515625,15.5696,156.8173,2303.53,344
1725000,1945.22,345,-58967.10546875,15.7683,156.8286,2296.71,345
1730000,1931.9,346,-59061.21484375,15.5692,156.6473,2298.92,346
1735000,1936.04,347,-59128.3984375,15.619,156.7655,2284.86,347
1740000,1935.46,348,-59279.359375,15.6358,156.7652,2283.05,348
1745000,1895.44,349,-59450.3515625,15.6703,156.7395,2292.99,349
1750000,1932.97,350,-59666.07421875,15.7206,156.7214,2289.71,350
1755000,1970.16,351,-59742.90234375,15.8001,156.6239,2314.65,351
1760000,1952.75,352,-59803.8359375,15.7587,156.7118,2299.49,352
1765000,1936.86,353,-59993.49609375,15.5795,156.6826,2302.25,353
1770000,1914.32,354,-60305.4453125,15.726,156.823,2244.21,354
1775000,1947.64,355,-60299.2890625,15.6663,156.6017,2285.96,355
1780000,1913.5,356,-60339.171875,15.6822,156.8024,2267.51,356
1785000,1939.88,357,-60426.09765625,15.7556,156.7957,2306.55,357
1790000,1946.44,358,-60403.9921875,15.624,156.9069,2288.73,358
1795000,1928.64,359,-60502.19921875,15.4413,156.81,2287.83,359
1800000,1940.04,360,-61210.2109375,15.6042,156.5938,2295.41,360
1805000,1932.73,361,-61051.64453125,15.5404,156.751,2305.47,361
1810000,1966.28,362,-61514.3828125,15.6671,156.609,2322.01,362
1815000,1959.12,363,-61166.4765625,15.6101,156.6138,2311.7,363
1820000,1904.42,364,-61490.9453125,15.6863,156.8372,2300.24,364
1825000,1887.13,365,-61544.0,15.8818,156.7946,2327.25,365
1830000,1946.99,366,-61700.56640625,15.4232,156.5705,2312.25,366
1835000,1951.47,367,-61873.046875,15.5716,156.7325,2324.97,367
1840000,1944.72,368,-61805.875,15.4339,156.7163,2315.15,368
1845000,1971.99,369,-62255.921875,15.5899,156.5604,2344.87,369
1850000,1970.08,370,-62309.75390625,15.7136,156.7137,2331.2,370
1855000,1969.36,371,-62734.48046875,15.6938,156.7376,2334.4,371
1860000,1941.86,372,-62882.48828125,15.6561,156.6218,2350.03,372
1865000,1950.64,373,-62657.24609375,15.5517,156.505,2305.53,373
1870000,1972.37,374,-62841.95703125,15.4902,156.6199,2299.66,374
1875000,1949.37,375,-63237.453125,15.65,156.7421,2315.06,375
1880000,1972.6,376,-63368.40625,15.6206,156.7339,2324.41,376
1885000,1922.22,377,-63137.4921875,15.5332,156.6669,2309.84,377
1890000,1948.94,378,-63499.01171875,15.6398,156.6844,2310.35,378
1895000,1953.15,379,-63810.125,15.595,156.6813,2325.22,379
1900000,1966.79,380,-63956.703125,15.5856,156.8039,2316.57,380
1905000,1936.69,381,-63971.92578125,15.5975,156.8824,2289.6,381
1910000,1945.96,382,-64040.5078125,15.634,156.8409,2304.15,382
1915000,1928.23,383,-64634.2421875,15.8334,156.8665,2288.9,383
1920000,1966.75,384,-64460.3828125,15.6839,156.622,2302.96,384
1925000,1901.48,385,-64567.62109375,15.6296,156.78,2281.73,385
1930000,1920.61,386,-64975.34765625,15.5929,156.783,2295.81,386
1935000,1949.32,387,-64844.71484375,15.6292,156.6489,2302.08,387
1940000,1942.11,388,-65007.875,15.6244,156.7159,2290.33,388
1945000,1887.7,389,-65039.421875,15.585,156.9076,2286.55,389
1950000,1921.09,390,-65057.5078125,15.5633,156.5787,2263.73,390
1955000,1836.32,391,-65012.8984375,15.4616,156.833,2255.5,391
1960000,1914.43,392,-65387.7578125,15.3436,156.8171,2279.9,392
1965000,1851.55,393,-65489.6171875,15.3684,156.7368,2214.56,393
