Running Reverse KL,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
14.8012,-11901.5048828125,387,156.5323,1935000,387,2130.72,1769.65
14.5149,-11905.0107421875,388,156.6747,1940000,388,596.77,1587.31
15.1181,-12015.712890625,389,156.6716,1945000,389,2264.67,1907.61
15.0861,-12118.486328125,390,156.6058,1950000,390,2297.39,1941.27
15.0194,-12072.69921875,391,156.6831,1955000,391,2242.72,1899.95
15.0169,-12102.7548828125,392,156.5874,1960000,392,2269.3,1925.72
15.0161,-12110.126953125,393,156.7738,1965000,393,2312.01,1946.26
14.8925,-12122.5166015625,394,156.5236,1970000,394,2308.77,1961.89
14.8096,-12086.0625,395,156.6777,1975000,395,2299.54,1921.89
14.8868,-12156.673828125,396,156.7644,1980000,396,2265.19,1916.62
14.9362,-12137.1064453125,397,156.6107,1985000,397,1187.59,1898.68
15.0266,-12229.849609375,398,156.675,1990000,398,2323.87,1970.36
15.0335,-12218.8125,399,156.7438,1995000,399,2306.55,1920.47
15.008,-12248.45703125,400,156.5477,2000000,400,2324.22,1953.51
15.1096,-12265.59375,401,156.6612,2005000,401,2289.0,1921.56
15.0216,-12238.2177734375,402,156.634,2010000,402,2279.6,1934.16
15.1436,-12282.302734375,403,156.6334,2015000,403,2323.29,1953.01
14.98,-12308.20703125,404,156.5597,2020000,404,2296.79,1921.69
15.0577,-12322.18359375,405,156.4694,2025000,405,2307.04,1943.96
14.8728,-12344.88671875,406,156.5812,2030000,406,2310.48,1937.62
15.1114,-12370.4423828125,407,156.7053,2035000,407,2281.01,1928.26
15.114,-12357.0146484375,408,156.5394,2040000,408,2287.3,1947.82
14.9157,-12404.8671875,409,156.4896,2045000,409,2250.2,1933.25
15.0012,-12441.66796875,410,156.7855,2050000,410,2301.93,1959.72
15.0223,-12448.25390625,411,156.5939,2055000,411,2311.44,1939.93
14.9369,-12467.548828125,412,156.6096,2060000,412,2283.24,1916.27
14.9671,-12514.05859375,413,156.6932,2065000,413,2266.38,1954.48
14.9987,-12488.0302734375,414,156.5553,2070000,414,2288.75,1931.22
14.9067,-12492.712890625,415,156.6175,2075000,415,2279.4,1945.14
14.9166,-12530.5537109375,416,156.6414,2080000,416,2313.39,1926.4
14.9594,-12547.603515625,417,156.7091,2085000,417,2321.56,1953.97
15.0229,-12541.7646484375,418,156.5869,2090000,418,2306.63,1976.54
14.8909,-12606.2421875,419,156.4716,2095000,419,2321.52,1943.13
14.9866,-12592.5849609375,420,156.4984,2100000,420,2315.48,1966.74
