Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return,Itration
156.644,15.4393,2143.46,1811.16,112
156.6681,15.991,2248.62,1845.0,113
156.7733,15.5825,2200.66,1833.46,114
156.7523,15.7249,2213.91,1825.36,115
156.8735,16.2827,2238.93,1874.27,116
156.6816,15.7997,2223.87,1856.46,117
156.922,15.6634,2164.19,1834.34,118
156.688,15.6951,2155.35,1840.45,119
156.8437,15.9065,2221.65,1840.72,120
156.7888,15.859,2233.67,1853.81,121
156.7846,15.7396,2188.34,1864.77,122
156.7472,15.603,2183.27,1820.07,123
156.6197,15.8401,2234.78,1865.82,124
156.9126,15.3264,2123.4,1803.04,125
156.8567,15.7247,2198.22,1869.59,126
156.8368,15.9553,2175.12,1831.96,127
156.91,15.5942,2139.08,1830.17,128
157.0277,15.6585,2161.17,1826.07,129
156.8598,15.6752,2166.58,1834.17,130
157.031,15.9939,2242.15,1836.32,131
156.9722,15.8075,2208.22,1860.14,132
156.7943,16.013,2198.63,1883.71,133
156.7968,15.6621,2175.39,1827.02,134
156.9084,15.6996,2221.29,1844.4,135
156.9552,15.4999,2183.65,1845.82,136
156.9121,15.7279,2180.99,1846.24,137
156.8821,15.6231,2204.43,1854.62,138
156.842,15.3989,2202.03,1863.53,139
156.9206,15.6874,2222.73,1858.66,140
156.7899,15.5583,2194.9,1852.25,141
156.7151,15.6108,2201.61,1840.87,142
156.7304,15.5557,2165.33,1834.63,143
157.0558,15.6799,2212.62,1870.4,144
156.7343,16.0081,2252.3,1897.28,145
156.8267,15.9441,2225.61,1883.18,146
156.8763,15.4653,2189.62,1844.05,147
156.7623,15.9313,2255.01,1910.48,148
156.692,15.7007,2167.78,1878.66,149
156.8,15.3544,2203.07,1833.55,150
156.6658,15.7353,2149.98,1850.54,151
156.698,15.744,2249.94,1886.64,152
156.9927,15.8652,2243.87,1870.42,153
156.8767,15.7073,2191.98,1886.16,154
156.6007,15.6702,2239.92,1882.71,155
156.6925,15.6472,2220.87,1900.45,156
156.8134,15.686,2173.29,1854.59,157
156.8184,15.5621,2207.89,1862.38,158
156.7485,16.0404,2247.05,1911.78,159
156.8682,15.7794,2193.77,1893.4,160
156.6362,15.4003,2203.51,1845.55,161
156.8178,15.5749,2223.2,1880.91,162
156.8016,15.5895,2143.64,1820.9,163
156.6693,15.6589,2206.19,1896.46,164
156.6607,15.5584,2206.01,1888.8,165
156.7702,15.8127,2219.54,1863.3,166
156.9442,15.5818,2215.49,1863.78,167
156.5695,15.455,2236.51,1876.72,168
156.6814,15.56,2195.22,1893.54,169
156.6862,15.7544,2227.11,1890.38,170
156.6318,15.938,2226.77,1908.54,171
156.6418,15.6942,2205.74,1890.44,172
156.7168,15.7075,2208.96,1897.32,173
156.8072,15.7577,2271.53,1899.9,174
156.7662,15.5944,2218.66,1879.01,175
156.8797,15.8288,2267.88,1907.49,176
156.7069,15.3905,2227.12,1899.88,177
156.6906,15.7604,2237.76,1901.35,178
156.6955,15.4541,2254.99,1874.48,179
156.5908,15.6887,2256.82,1908.92,180
156.5673,15.3412,2242.46,1911.18,181
156.7966,15.6333,2197.04,1892.43,182
156.8244,15.5313,2244.82,1881.33,183
156.6562,15.6129,2228.21,1884.49,184
156.5708,15.5095,2290.37,1906.83,185
156.6935,15.6135,2271.81,1910.47,186
156.875,15.7811,2276.12,1926.43,187
156.6416,15.6011,2199.57,1878.52,188
156.6022,15.7029,2281.96,1928.67,189
156.6236,15.1031,2188.32,1886.69,190
156.7987,15.8512,2263.17,1918.66,191
156.7069,15.3477,2270.4,1888.27,192
156.6965,15.489,2200.24,1874.14,193
156.7202,15.768,2271.27,1928.44,194
156.7393,15.2643,2193.82,1868.17,195
156.5558,15.4033,2216.21,1879.83,196
156.6406,15.4671,2194.65,1899.24,197
156.6513,15.3872,2189.5,1862.37,198
156.7273,15.6318,2254.09,1934.21,199
156.7071,15.4221,2180.06,1882.62,200
156.7673,15.6842,2232.08,1896.28,201
156.6939,15.5194,2211.63,1904.99,202
156.7865,15.5748,2200.25,1899.04,203
156.7321,15.3065,2164.33,1880.65,204
156.8566,15.5888,2213.77,1928.29,205
156.6904,15.5663,2240.04,1901.7,206
156.8266,15.5597,2210.36,1895.74,207
156.8471,15.5432,2233.04,1921.62,208
156.7587,15.2361,2191.43,1890.91,209
156.7105,15.5111,2190.46,1890.99,210
156.7582,15.4965,2182.69,1906.0,211
156.9136,15.5908,2203.13,1889.76,212
156.8506,15.5606,2205.73,1898.09,213
156.9132,15.3801,2222.52,1908.16,214
156.6215,15.444,2208.34,1911.52,215
156.6396,15.4648,2213.71,1897.99,216
156.7243,15.4594,2219.1,1882.63,217
156.64,15.3394,2207.77,1901.32,218
156.7451,15.4175,2187.34,1886.96,219
156.8102,15.5729,2163.35,1885.94,220
156.7632,15.2493,2155.96,1866.72,221
156.771,15.2164,2209.3,1891.95,222
156.6754,15.3673,2168.4,1886.09,223
156.8287,15.4972,2223.27,1880.28,224
156.9366,15.3953,2189.12,1871.44,225
156.902,15.348,2192.49,1894.87,226
156.785,15.4787,2186.2,1877.3,227
156.8056,15.3819,2187.8,1882.92,228
156.7816,15.3317,2193.08,1870.98,229
156.8745,15.2471,2164.46,1871.81,230
156.9515,15.5646,2165.25,1886.07,231
157.0006,15.3686,2170.57,1896.02,232
156.8759,15.1484,2171.37,1874.47,233
156.8446,15.3733,2181.74,1884.06,234
156.8324,15.5229,2185.4,1905.35,235
156.8037,15.2676,2179.68,1900.92,236
156.9084,15.4226,2188.95,1886.6,237
156.8209,15.4593,2177.84,1886.16,238
156.8782,15.2279,2198.84,1904.15,239
156.7115,15.1797,2197.36,1880.42,240
156.794,15.0867,2171.5,1863.38,241
156.8041,15.25,2190.23,1872.79,242
156.6613,15.4215,2217.61,1876.07,243
156.9305,15.5232,2184.6,1873.31,244
156.8672,15.4013,2184.79,1870.01,245
156.8172,15.4479,2187.71,1866.11,246
156.7359,15.4921,2196.03,1877.03,247
156.8342,15.3662,2197.14,1868.5,248
156.9609,15.4062,2200.08,1871.54,249
156.7313,15.3061,2191.85,1897.71,250
156.8957,15.4692,2204.51,1880.65,251
156.8945,15.5536,2222.72,1866.84,252
156.8006,15.3448,2190.96,1887.19,253
156.8513,15.4228,2179.04,1856.2,254
156.9234,15.493,2210.13,1872.42,255
156.8376,15.4846,2182.26,1866.25,256
156.8497,15.5176,2210.65,1875.51,257
156.7914,15.4599,2219.16,1879.4,258
156.7732,15.3663,2190.71,1874.35,259
156.7684,15.4446,2191.79,1880.27,260
156.7144,15.6348,2237.37,1872.48,261
156.8097,15.3113,2201.87,1885.74,262
156.9126,15.4185,2225.2,1880.56,263
156.7938,15.3594,2239.92,1879.3,264
156.8077,15.4261,2221.66,1853.99,265
156.8297,15.0431,2181.92,1868.84,266
156.8359,15.2947,2205.08,1866.54,267
156.7233,15.3002,2226.44,1872.0,268
156.7675,15.2573,2225.03,1854.81,269
156.735,15.3663,2244.43,1865.15,270
156.6762,15.1823,2224.06,1838.83,271
156.7416,15.5224,2266.16,1907.45,272
156.812,15.2472,2215.82,1894.8,273
156.6977,15.0872,2207.96,1868.26,274
156.7545,15.2653,2210.6,1857.1,275
156.5228,15.3748,2248.79,1874.96,276
156.758,15.1719,2270.74,1887.85,277
156.7893,15.2689,2237.97,1867.5,278
156.71,15.2628,2252.38,1870.19,279
156.6544,15.5533,2286.8,1917.2,280
156.5813,15.4643,2285.84,1920.05,281
156.8295,15.2621,2261.74,1914.4,282
156.649,15.2756,2283.25,1883.77,283
156.6441,15.159,2288.04,1904.01,284
156.4999,15.1718,2230.36,1899.38,285
156.6503,15.2747,2281.87,1895.42,286
156.6247,15.2826,2262.82,1912.25,287
156.5624,15.5067,2301.85,1942.35,288
156.6934,15.4959,2301.62,1926.39,289
156.5883,15.2332,2285.16,1922.72,290
156.641,15.1682,2265.79,1893.59,291
156.6142,15.076,2286.86,1890.2,292
156.7097,15.3166,2279.93,1917.97,293
156.5638,15.4052,2297.29,1932.08,294
156.6738,15.2348,2270.89,1923.34,295
156.639,15.1707,2298.06,1905.89,296
156.7544,15.1883,2277.54,1907.93,297
156.6695,15.3321,2277.47,1918.98,298
156.69,15.2941,2277.98,1920.98,299
156.5772,15.159,2265.64,1925.58,300
156.6357,15.5067,2301.07,1903.59,301
156.6049,15.3043,2305.0,1928.96,302
156.5896,15.4052,2304.62,1934.99,303
156.7628,15.2973,2295.72,1953.87,304
156.6291,15.0982,2306.7,1906.52,305
156.7819,15.0805,2284.9,1902.43,306
156.5064,15.1488,2280.7,1914.15,307
156.6509,15.2091,2304.12,1938.96,308
156.5813,15.1932,2283.26,1915.06,309
156.6556,15.2933,2308.31,1925.72,310
156.5789,15.3707,2319.31,1936.6,311
156.5711,15.3963,2324.96,1936.68,312
156.7008,15.1858,2308.5,1905.82,313
156.5893,15.0644,2270.76,1912.37,314
156.583,15.1516,2282.76,1901.35,315
156.7192,15.1854,2337.14,1919.74,316
156.498,15.262,2308.16,1941.0,317
156.5076,15.3988,2322.64,1936.54,318
156.5238,15.3135,2301.59,1922.56,319
156.654,15.2392,2289.63,1903.53,320
156.5509,15.1751,2289.21,1904.7,321
156.7019,15.1677,2276.26,1916.38,322
156.7045,15.1914,2263.75,1905.5,323
156.5971,15.3605,2314.91,1916.69,324
156.7789,15.3796,2279.45,1893.83,325
156.5856,15.4364,2315.98,1919.29,326
156.7321,15.3459,2300.66,1929.57,327
156.7059,15.3864,2300.47,1931.75,328
156.6923,15.313,2301.72,1932.08,329
156.73,15.22,2294.97,1930.77,330
156.7615,15.2363,2282.48,1925.95,331
156.6311,15.2789,2315.48,1922.84,332
156.5474,15.1076,2305.82,1925.61,333
156.6007,15.0914,2308.43,1939.58,334
156.6695,15.3124,2287.25,1944.26,335
156.6225,15.3047,2273.57,1940.52,336
156.6234,15.3102,2316.36,1941.8,337
156.6653,15.4878,2320.44,1947.06,338
156.6227,15.2278,2317.13,1917.25,339
156.5359,15.0323,2277.65,1916.78,340
156.61,15.3353,2305.25,1945.16,341
156.4823,15.189,2295.07,1939.66,342
156.6517,15.3012,2325.97,1937.98,343
156.6191,15.2019,2313.24,1953.47,344
156.5529,15.1711,2305.75,1935.06,345
156.6891,15.0405,2275.61,1919.21,346
156.6427,15.2409,2300.27,1917.63,347
156.5953,15.2366,2267.24,1911.68,348
156.6031,15.067,2274.95,1925.29,349
156.755,15.0669,2253.36,1908.65,350
156.5835,15.1579,2284.06,1938.65,351
156.7087,15.1882,2292.04,1933.78,352
156.5436,15.1037,2295.61,1925.12,353
156.6318,15.2358,2282.4,1899.92,354
156.5297,15.3517,2303.45,1938.3,355
156.5917,15.4553,2326.61,1965.76,356
156.6387,15.2396,2319.78,1958.0,357
156.5586,15.287,2330.12,1950.84,358
156.5486,15.0251,2290.63,1932.27,359
156.7159,15.1588,2291.74,1919.76,360
156.6114,15.4622,2301.03,1952.59,361
156.6145,15.2844,2302.62,1937.29,362
156.4851,15.2586,2310.06,1937.66,363
156.5299,15.2768,2331.28,1939.27,364
156.5711,15.3279,2320.58,1964.87,365
156.5477,15.3316,2326.3,1954.8,366
156.5468,15.1404,2284.37,1933.48,367
156.5475,15.3359,2316.34,1959.91,368
156.641,15.183,2305.54,1935.13,369
156.7163,15.1314,2325.87,1945.85,370
156.6878,15.4568,2328.89,1947.42,371
156.6917,15.6003,2335.0,1969.16,372
156.6048,15.3333,2315.0,1966.04,373
156.5147,15.3081,2319.45,1936.54,374
156.673,15.3097,2326.21,1962.09,375
156.5185,15.1642,2299.51,1908.99,376
156.5527,15.0872,2329.73,1926.7,377
156.522,15.2216,2347.13,1938.59,378
156.5634,15.2854,2318.56,1935.39,379
156.4487,15.1792,2323.43,1915.98,380
156.5116,15.1121,2336.38,1948.65,381
156.5099,15.1871,2319.88,1929.95,382
156.7128,15.2975,2329.85,1926.94,383
156.7115,15.2313,2306.52,1918.58,384
156.6293,15.2163,2342.65,1943.08,385
156.6197,15.0739,2324.51,1916.48,386
156.6563,14.856,2302.84,1934.32,387
156.7512,15.1877,2318.89,1889.86,388
156.6429,15.2361,2296.12,1917.87,389
156.5595,15.2855,2315.82,1858.74,390
156.5155,15.2456,2321.8,1930.7,391
