Running Update Time,Real Sto Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Det Return,Reward Loss
142,4573.45,344.1343,173.9073,710000,142,3897.28,-16685.662109375
143,5092.9,325.7698,155.1285,715000,143,5225.98,-16306.8828125
144,4574.98,329.0216,158.3327,720000,144,4742.95,-16703.517578125
145,4526.75,335.7,159.3438,725000,145,2334.72,-16861.296875
146,4337.41,328.2399,145.5236,730000,146,1716.7,-15868.552734375
147,4973.45,330.6159,158.6866,735000,147,4839.17,-16783.0390625
148,4794.34,340.5454,168.8784,740000,148,1502.45,-17028.6015625
149,4493.25,325.2828,152.5197,745000,149,3282.89,-16722.68359375
150,5019.41,332.2272,169.1201,750000,150,2485.79,-17047.666015625
151,4845.09,335.7548,153.8101,755000,151,2969.36,-17009.830078125
152,4863.2,339.0509,154.9152,760000,152,4618.43,-17052.2265625
153,5004.19,332.783,149.7039,765000,153,3602.42,-16957.5234375
154,5010.81,331.908,151.6134,770000,154,3506.68,-16934.05078125
155,4896.92,336.9779,152.2543,775000,155,4022.84,-17332.939453125
156,4646.47,334.8767,157.668,780000,156,4274.77,-17176.66015625
157,4717.3,330.4472,146.962,785000,157,2707.95,-16969.794921875
158,4701.39,330.195,149.7742,790000,158,3258.62,-16882.2890625
159,4774.77,335.106,152.1122,795000,159,3749.86,-17411.33203125
160,4560.11,331.9443,145.7044,800000,160,4403.15,-16707.244140625
161,4926.03,329.4963,146.8737,805000,161,4004.34,-17322.52734375
162,5122.92,333.0,154.4954,810000,162,2998.54,-17377.509765625
163,4852.25,334.826,152.5752,815000,163,958.08,-17558.44140625
164,4981.58,328.2404,150.4605,820000,164,3971.33,-17686.66796875
165,4827.7,326.723,157.7503,825000,165,3951.11,-17035.66796875
166,4392.26,333.6341,153.9336,830000,166,3343.42,-17441.775390625
167,4959.4,329.0963,146.766,835000,167,4555.08,-17463.794921875
168,4636.9,339.6396,165.2585,840000,168,4977.65,-17619.44921875
169,5002.75,336.3281,159.0958,845000,169,4972.53,-17854.419921875
170,4330.69,333.4617,149.0856,850000,170,3629.92,-17730.3828125
171,3806.0,340.0045,167.2322,855000,171,2936.12,-17803.25390625
172,3124.08,347.4755,221.1223,860000,172,2833.11,-17176.533203125
173,5081.3,334.9944,149.3603,865000,173,3938.47,-17483.900390625
174,4924.39,339.5343,162.6722,870000,174,2811.61,-18105.4453125
175,4697.02,342.7878,160.5436,875000,175,3471.34,-18153.04296875
176,4328.36,331.3342,140.9523,880000,176,3157.58,-17570.50390625
177,3413.88,331.9173,162.5433,885000,177,1632.78,-17536.5
178,3672.83,343.0037,176.3441,890000,178,2070.61,-17743.076171875
179,4072.44,346.0471,167.2688,895000,179,4552.16,-18261.685546875
180,4917.69,340.3787,162.1721,900000,180,4516.42,-17998.111328125
181,4984.17,331.0842,157.366,905000,181,4285.37,-18155.529296875
182,4380.88,334.6286,156.4083,910000,182,3785.69,-18108.6328125
183,4189.1,328.8826,151.4994,915000,183,4453.0,-17953.59375
184,4893.68,340.4272,168.7748,920000,184,5069.58,-18070.8828125
185,4849.98,327.671,144.6553,925000,185,3718.14,-18070.154296875
186,5009.5,321.324,145.9879,930000,186,1690.99,-17864.466796875
187,5004.42,327.7533,153.367,935000,187,5240.04,-18240.36328125
188,2751.54,354.2407,187.2844,940000,188,3387.73,-17718.005859375
189,4068.88,333.3234,176.104,945000,189,943.41,-17790.56640625
190,3964.15,330.7964,163.3641,950000,190,1225.46,-17788.875
191,5018.17,332.2441,161.6385,955000,191,2228.85,-18190.904296875
192,4437.76,334.7851,154.8631,960000,192,2370.25,-18027.681640625
193,4388.26,338.1246,162.15,965000,193,3363.23,-17727.806640625
194,2960.54,352.1158,192.9979,970000,194,2677.09,-17831.638671875
195,4812.91,325.367,147.1476,975000,195,2267.77,-18126.998046875
196,4496.74,336.3495,175.0817,980000,196,2625.2,-17735.55859375
197,4579.23,339.5831,157.3797,985000,197,2640.4,-18331.421875
198,5144.13,334.9117,155.2718,990000,198,3352.0,-18092.060546875
199,5096.99,327.1351,152.605,995000,199,2880.9,-18034.80078125
200,4690.47,339.0654,158.3889,1000000,200,4870.71,-18213.978515625
201,4114.21,332.2577,153.6577,1005000,201,5278.62,-18150.67578125
202,3745.93,340.7197,174.7709,1010000,202,5267.81,-17774.451171875
203,3510.1,339.6848,190.1148,1015000,203,5224.17,-17550.365234375
204,3198.3,344.3407,206.7576,1020000,204,4994.13,-17422.103515625
205,4849.34,325.3809,148.0643,1025000,205,5092.87,-18123.03125
206,4995.63,326.0117,150.7491,1030000,206,5242.99,-18293.24609375
207,4816.8,324.8564,149.495,1035000,207,5262.1,-18496.234375
208,5024.81,324.5479,155.332,1040000,208,5180.16,-18515.341796875
209,4936.14,329.6158,145.6546,1045000,209,5062.59,-18424.66015625
210,5047.05,329.4653,151.0345,1050000,210,4345.4,-18664.19921875
211,4988.22,324.4427,154.5972,1055000,211,5277.99,-18595.099609375
212,4829.1,327.6416,157.9141,1060000,212,4919.2,-18598.828125
213,4136.52,330.0679,161.6165,1065000,213,3688.9,-18554.68359375
214,5097.69,325.863,151.6087,1070000,214,5142.39,-18556.83203125
215,5053.09,328.4542,156.0997,1075000,215,4813.85,-18664.177734375
216,4139.69,342.0824,163.9864,1080000,216,2170.48,-18276.40625
217,5042.16,330.8186,169.4291,1085000,217,5278.1,-18440.11328125
218,4546.03,338.6387,175.7791,1090000,218,3680.09,-18779.251953125
219,4771.34,341.6139,166.2541,1095000,219,4111.2,-18757.96875
220,4938.54,328.9824,166.3653,1100000,220,5314.33,-18509.73046875
221,4815.9,332.7088,153.8439,1105000,221,4721.72,-18764.076171875
222,4866.86,332.9591,156.5857,1110000,222,4741.4,-18687.80859375
223,4747.72,337.5253,159.3736,1115000,223,2993.14,-18862.740234375
224,4293.33,325.5408,152.207,1120000,224,3563.08,-18872.123046875
225,4779.84,335.1279,159.4323,1125000,225,4261.98,-18988.76953125
226,5001.57,336.0108,156.2741,1130000,226,3207.1,-18882.96484375
227,4295.33,326.4995,183.614,1135000,227,2227.31,-17973.26953125
228,4914.11,339.2011,166.3111,1140000,228,4536.84,-19005.02734375
229,4071.58,340.6019,166.1237,1145000,229,4147.99,-18931.4609375
230,4693.57,338.9604,162.9082,1150000,230,4844.4,-19039.888671875
231,5098.23,329.0645,149.0902,1155000,231,4941.48,-18586.9453125
232,3691.19,351.549,171.5478,1160000,232,5121.29,-18218.806640625
233,4099.46,348.9175,174.326,1165000,233,5280.09,-18426.681640625
234,4828.78,338.8476,158.8896,1170000,234,4551.45,-18896.822265625
235,4902.65,335.971,161.3863,1175000,235,5048.43,-18994.505859375
236,4223.1,340.4682,165.1608,1180000,236,4611.0,-18524.666015625
237,4985.81,325.7604,151.3708,1185000,237,3572.75,-18785.771484375
238,4703.49,325.201,141.7885,1190000,238,3600.33,-18920.529296875
239,4826.63,330.7123,150.8494,1195000,239,4234.34,-18812.046875
240,4773.04,326.8114,153.6375,1200000,240,4398.68,-18383.728515625
241,4495.74,332.3369,153.0359,1205000,241,2425.95,-18808.3046875
242,4610.33,331.2242,148.4664,1210000,242,5017.2,-18795.734375
243,4065.49,336.3124,158.5724,1215000,243,3722.58,-18808.314453125
244,4418.09,338.4166,161.6434,1220000,244,4548.72,-18200.88671875
245,4712.48,330.9785,148.7093,1225000,245,1585.83,-18527.087890625
246,4378.88,332.0121,154.6464,1230000,246,669.73,-18674.4765625
247,4598.73,332.6867,160.1149,1235000,247,3458.36,-18741.66796875
248,4833.1,329.3279,152.6488,1240000,248,2698.15,-18755.068359375
249,4442.71,334.0946,155.889,1245000,249,4889.99,-18518.880859375
250,3821.62,346.0258,169.6914,1250000,250,4011.61,-18290.126953125
251,4089.65,343.1524,163.3978,1255000,251,2932.49,-18574.3515625
252,3608.96,339.8055,166.3546,1260000,252,1990.77,-18372.5625
253,4934.62,332.4551,156.5109,1265000,253,1142.79,-18637.078125
254,4394.44,329.8286,143.9672,1270000,254,1316.89,-18535.34765625
255,1670.66,336.4604,181.2324,1275000,255,1143.72,-17664.8515625
256,3014.18,344.5621,181.84,1280000,256,2689.85,-18231.673828125
257,2715.69,360.4697,184.9067,1285000,257,882.29,-17918.12890625
258,3160.55,334.9001,166.0301,1290000,258,1302.48,-18348.111328125
259,4048.48,337.5096,159.9773,1295000,259,663.44,-18772.212890625
260,2375.5,367.3921,216.5323,1300000,260,473.65,-17101.966796875
261,3463.64,336.282,167.3297,1305000,261,690.05,-18344.119140625
262,2729.61,340.5556,174.0895,1310000,262,626.35,-17961.1875
263,2979.51,334.1031,151.7665,1315000,263,827.72,-18658.171875
264,910.41,368.699,207.3498,1320000,264,503.98,-16262.43359375
265,3162.78,336.2113,162.2761,1325000,265,1603.46,-18275.625
266,2267.29,350.6596,174.6104,1330000,266,1004.16,-16689.2734375
267,1565.56,369.4938,224.3383,1335000,267,1122.91,-16020.1611328125
268,2526.27,342.8501,195.7721,1340000,268,1051.63,-16073.224609375
269,2843.56,350.3053,174.1674,1345000,269,572.28,-16822.45703125
270,1530.56,376.4631,213.3719,1350000,270,409.91,-16283.353515625
271,1350.4,378.9003,211.9943,1355000,271,1043.99,-15731.54296875
272,527.57,426.6832,262.8739,1360000,272,682.68,-15806.6318359375
273,1427.13,389.6635,225.8984,1365000,273,1322.06,-15894.4775390625
274,3278.74,358.9982,180.2954,1370000,274,1556.1,-17249.51953125
275,3738.33,343.0065,154.5033,1375000,275,2294.21,-17299.810546875
276,3073.59,359.6591,193.2846,1380000,276,1801.17,-17150.626953125
277,4021.29,333.2689,166.3853,1385000,277,3852.97,-18215.50390625
278,4027.61,333.1599,165.6958,1390000,278,1212.09,-17484.078125
279,4091.99,328.0868,183.0233,1395000,279,1848.78,-17598.740234375
280,1647.73,349.1935,245.8356,1400000,280,1416.04,-17260.453125
281,3540.17,337.8095,200.5115,1405000,281,2826.02,-17745.720703125
282,3758.38,336.7795,159.8665,1410000,282,4593.44,-19000.02734375
283,5007.79,340.8486,186.7544,1415000,283,1922.17,-18392.521484375
284,5051.78,342.2105,165.8897,1420000,284,3774.62,-18996.802734375
285,4860.83,341.5509,164.8566,1425000,285,4065.53,-18786.83203125
286,3062.94,342.6971,155.6921,1430000,286,4877.03,-18654.328125
287,3523.25,355.2697,177.1266,1435000,287,2696.54,-18281.01953125
288,3027.78,361.8409,211.7038,1440000,288,1237.4,-17766.861328125
289,2195.35,365.3599,196.193,1445000,289,2336.79,-17457.0703125
290,1263.61,397.197,251.845,1450000,290,1610.12,-15885.83203125
291,1062.42,398.1752,238.4434,1455000,291,1215.03,-15042.396484375
292,911.16,408.8755,270.8984,1460000,292,782.78,-13979.2421875
293,1090.77,387.2093,253.253,1465000,293,1113.54,-16475.541015625
294,1798.91,395.9664,238.4778,1470000,294,1419.04,-15731.9794921875
295,3125.67,388.0624,244.2046,1475000,295,1430.86,-16729.01171875
296,2175.23,348.6824,185.9413,1480000,296,2221.58,-16875.615234375
297,2613.11,364.7515,209.1451,1485000,297,2711.53,-16713.69140625
298,3149.68,343.8828,191.774,1490000,298,2164.51,-17665.755859375
299,2255.36,374.3497,242.8735,1495000,299,1711.99,-15683.802734375
300,985.03,391.296,281.7672,1500000,300,1067.15,-17115.474609375
301,2459.1,352.7462,269.8929,1505000,301,2831.73,-18602.447265625
302,1938.43,367.2829,312.053,1510000,302,2715.53,-17554.42578125
303,1848.83,356.377,320.2235,1515000,303,2720.98,-18769.3671875
304,2934.16,361.0319,318.1749,1520000,304,1697.82,-18143.283203125
305,2604.06,345.5811,272.5137,1525000,305,3090.27,-18353.361328125
306,1767.39,363.8068,272.267,1530000,306,3486.54,-16400.814453125
307,1547.79,393.114,374.8876,1535000,307,1558.15,-17414.90234375
308,1739.26,382.2432,349.8665,1540000,308,3304.71,-17421.189453125
309,2084.8,372.6619,360.2711,1545000,309,3525.61,-18129.83203125
310,2341.12,371.7007,330.0717,1550000,310,3924.73,-18628.8671875
311,2442.98,361.9166,302.9691,1555000,311,3886.06,-19203.5859375
312,3739.99,341.7702,210.8968,1560000,312,1952.03,-18659.623046875
313,2694.58,343.0242,232.7418,1565000,313,2355.2,-17520.099609375
314,3227.84,368.5318,348.6626,1570000,314,3821.11,-18709.01953125
315,4474.83,332.6162,170.0621,1575000,315,4522.31,-19220.35546875
316,4392.91,344.9532,273.1433,1580000,316,3859.62,-19177.392578125
317,3566.99,348.1655,219.7972,1585000,317,3588.43,-18309.955078125
318,2688.55,344.6005,228.9134,1590000,318,4103.27,-17979.5703125
319,3906.51,362.6539,272.369,1595000,319,3917.36,-18318.1875
320,3793.59,343.4944,230.453,1600000,320,4075.35,-19187.75
321,3848.25,344.4636,301.392,1605000,321,4739.94,-19204.720703125
322,3516.7,341.7651,305.1207,1610000,322,2822.64,-18315.580078125
323,3601.03,339.0682,191.6578,1615000,323,2903.82,-17807.93359375
324,2990.63,334.6204,195.4838,1620000,324,3098.2,-18137.001953125
325,2101.88,378.7434,367.0541,1625000,325,1472.4,-16129.1162109375
326,1949.73,384.4845,441.9867,1630000,326,974.08,-18314.767578125
327,1391.19,414.7917,454.9288,1635000,327,812.12,-15628.1875
328,779.58,427.3465,660.371,1640000,328,964.52,-19395.8828125
329,1074.46,453.8865,689.5485,1645000,329,769.0,-17635.365234375
330,495.65,471.7019,789.7844,1650000,330,395.99,-19468.140625
331,591.13,456.589,772.6421,1655000,331,651.9,-19455.970703125
332,468.92,471.7645,706.6408,1660000,332,577.84,-18021.80859375
333,981.13,440.676,653.3039,1665000,333,1214.9,-18176.228515625
334,917.65,452.0609,737.5888,1670000,334,852.21,-18613.1328125
335,598.52,457.9056,778.7621,1675000,335,786.44,-18922.474609375
336,649.93,459.6074,868.5855,1680000,336,623.66,-19559.8671875
337,663.92,461.3539,758.9708,1685000,337,814.65,-15970.1806640625
338,648.13,475.827,812.7966,1690000,338,494.41,-19193.7734375
339,665.03,459.4688,758.668,1695000,339,646.09,-18455.482421875
340,624.43,463.2052,778.2393,1700000,340,564.67,-18531.26953125
341,351.23,507.3933,748.7786,1705000,341,387.06,-18150.1953125
342,230.15,530.2794,918.349,1710000,342,304.49,-19666.6015625
343,321.24,525.4765,887.6842,1715000,343,299.45,-19237.345703125
344,257.75,518.2316,907.5907,1720000,344,251.03,-19599.33984375
345,232.2,497.6186,724.7613,1725000,345,215.15,-19082.63671875
346,248.48,528.9696,912.6984,1730000,346,244.83,-19696.453125
347,364.75,485.2574,827.1986,1735000,347,440.04,-18417.052734375
348,170.93,570.3884,885.7945,1740000,348,172.02,-18722.876953125
349,122.86,534.3124,912.0872,1745000,349,104.71,-17585.810546875
350,86.6,724.888,910.14,1750000,350,89.15,-19002.048828125
351,75.44,895.8126,1055.2275,1755000,351,67.52,-19788.337890625
352,58.69,884.9557,1014.1613,1760000,352,57.46,-19781.986328125
353,61.92,882.9448,1004.1735,1765000,353,60.89,-19780.685546875
354,60.88,876.5158,948.7443,1770000,354,59.99,-19795.92578125
355,60.06,887.1214,983.0005,1775000,355,59.42,-19789.650390625
356,59.26,864.1417,924.8632,1780000,356,60.38,-19786.50390625
357,59.92,826.1532,934.7572,1785000,357,59.48,-18684.494140625
358,60.45,819.0717,937.3003,1790000,358,60.72,-16545.21484375
359,59.74,823.1981,951.2676,1795000,359,59.43,-12712.232421875
360,59.51,779.31,913.5853,1800000,360,57.44,-12386.416015625
361,57.05,735.8652,720.285,1805000,361,56.74,-13512.7158203125
362,57.75,760.4373,901.6213,1810000,362,56.99,-17234.2265625
363,56.1,796.8907,991.6557,1815000,363,55.57,-18588.611328125
364,57.88,802.783,964.6203,1820000,364,58.44,-19006.64453125
365,257.39,553.5638,875.1875,1825000,365,273.47,-19224.712890625
366,166.52,602.2698,761.2367,1830000,366,155.64,-18431.380859375
367,233.22,557.6315,820.5208,1835000,367,235.38,-18757.236328125
368,211.72,559.598,826.6298,1840000,368,198.29,-18609.3359375
369,203.65,553.7898,902.0703,1845000,369,217.94,-19517.6484375
370,260.79,524.439,868.6007,1850000,370,300.22,-19363.1328125
371,229.95,552.4347,900.6056,1855000,371,249.03,-19279.576171875
372,223.02,561.8177,1003.3307,1860000,372,213.47,-19165.478515625
373,251.6,575.9889,856.9682,1865000,373,228.49,-17198.814453125
374,202.15,581.6551,1013.3123,1870000,374,194.73,-18694.8203125
375,262.35,535.3339,982.3253,1875000,375,268.45,-19314.208984375
376,259.48,541.1772,1018.8503,1880000,376,276.9,-19475.38671875
377,302.22,520.7641,985.5257,1885000,377,308.18,-19210.94140625
378,323.97,508.107,1066.0256,1890000,378,288.9,-19300.380859375
379,286.43,507.0166,1125.2316,1895000,379,269.97,-19165.72265625
380,267.25,516.5194,1173.7068,1900000,380,236.98,-19462.943359375
381,231.64,524.6168,1207.7079,1905000,381,238.91,-19597.419921875
382,241.57,533.3746,1222.1576,1910000,382,273.81,-19329.7421875
383,211.61,544.2432,1195.7902,1915000,383,230.21,-19588.39453125
384,209.53,573.1288,1252.9349,1920000,384,181.49,-19594.30078125
385,312.66,539.5509,1219.3396,1925000,385,277.88,-19536.609375
386,241.43,559.3898,1214.3913,1930000,386,261.3,-19598.203125
387,212.67,597.1381,1224.7378,1935000,387,232.49,-19655.521484375
388,225.01,570.3677,1120.3303,1940000,388,228.05,-19378.376953125
389,212.75,551.2012,1239.4091,1945000,389,248.83,-19638.88671875
390,243.13,586.1287,1183.002,1950000,390,270.08,-19721.466796875
391,253.43,530.1864,1193.4235,1955000,391,248.16,-19688.17578125
392,226.16,534.8721,1068.7418,1960000,392,218.69,-19224.017578125
393,223.39,520.632,1179.4965,1965000,393,224.98,-19633.626953125
394,251.39,539.8855,1204.0301,1970000,394,272.68,-19598.34375
395,281.06,521.2792,1175.0425,1975000,395,292.47,-19621.3046875
396,185.65,553.1905,1122.4765,1980000,396,203.78,-19358.935546875
397,213.54,533.3648,1183.3349,1985000,397,218.33,-19688.375
398,142.51,598.6244,1226.9719,1990000,398,133.54,-19744.255859375
399,90.44,686.9555,1286.8238,1995000,399,88.79,-19805.228515625
