Real Sto Return,Reward Loss,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Update Time,Running Reverse KL
1682.35,-1177.2293701171875,205000,156.9485,41,2078.38,41,15.6749
1700.47,-1212.749267578125,210000,156.8759,42,2099.26,42,15.6561
1684.72,-1253.3438720703125,215000,157.0558,43,2053.12,43,15.4148
1680.5,-1299.08349609375,220000,156.9024,44,1976.41,44,15.4128
1732.32,-1324.3902587890625,225000,156.6107,45,2106.82,45,15.6111
1758.08,-1372.912841796875,230000,156.9819,46,2089.13,46,15.8436
1739.9,-1413.947998046875,235000,156.853,47,2122.53,47,15.5827
1700.91,-1452.2449951171875,240000,156.9211,48,2061.78,48,15.4895
1758.45,-1483.2938232421875,245000,156.8608,49,2095.38,49,15.6326
1703.88,-1540.484130859375,250000,156.8261,50,2079.11,50,15.3733
1709.26,-1592.368408203125,255000,156.9096,51,2023.54,51,15.2403
1731.02,-1595.96826171875,260000,156.6888,52,2094.76,52,15.4516
1765.49,-1631.1915283203125,265000,156.8823,53,2161.09,53,15.3796
1716.02,-1690.3896484375,270000,156.6061,54,2101.79,54,15.4632
1759.61,-1735.0836181640625,275000,156.8538,55,2147.44,55,15.6765
1763.74,-1791.814697265625,280000,156.8486,56,2128.63,56,15.5649
1763.86,-1813.4217529296875,285000,156.7715,57,2140.44,57,15.547
1776.62,-1851.3953857421875,290000,156.8392,58,2156.59,58,15.5688
1781.72,-1881.2271728515625,295000,156.7453,59,2148.97,59,15.3943
1751.41,-1926.7608642578125,300000,156.8574,60,2121.75,60,15.4382
1775.15,-1996.723388671875,305000,156.7455,61,2134.32,61,15.3193
1781.34,-2029.73681640625,310000,156.9515,62,2134.53,62,15.5406
1767.91,-2060.886962890625,315000,156.7584,63,2169.66,63,15.314
1792.16,-2093.6435546875,320000,156.5796,64,2168.16,64,15.331
1792.54,-2136.749267578125,325000,156.7612,65,2124.34,65,15.4389
1758.86,-2178.726806640625,330000,156.8197,66,2114.72,66,15.2174
1762.25,-2227.0302734375,335000,156.7628,67,2106.56,67,15.2413
1773.18,-2275.07763671875,340000,156.8511,68,2143.0,68,15.3597
1812.35,-2295.97021484375,345000,156.971,69,2189.11,69,15.6152
1742.38,-2364.753662109375,350000,156.7608,70,2109.85,70,15.2343
1795.78,-2402.0244140625,355000,156.7133,71,2143.06,71,15.3485
1774.2,-2414.619873046875,360000,156.7317,72,2142.74,72,15.1003
1800.48,-2491.55615234375,365000,156.7763,73,2132.49,73,15.4698
1835.1,-2523.45849609375,370000,156.8681,74,2185.14,74,15.5046
1773.76,-2561.9443359375,375000,156.6212,75,2135.85,75,15.1361
1816.3,-2604.055419921875,380000,156.7699,76,2173.54,76,15.5291
1788.55,-2649.9091796875,385000,156.7761,77,2126.41,77,15.2301
1820.68,-2701.955078125,390000,156.7167,78,2159.8,78,15.2522
1817.6,-2742.126220703125,395000,156.6937,79,2179.53,79,15.4009
1800.08,-2799.973388671875,400000,156.6879,80,2153.87,80,15.3629
1796.0,-2838.22265625,405000,156.7868,81,2127.67,81,15.4554
1802.87,-2870.91357421875,410000,156.7598,82,2129.29,82,15.1753
1817.77,-2933.420166015625,415000,156.7368,83,2198.4,83,15.4519
1807.19,-2961.5576171875,420000,156.7964,84,2173.07,84,15.3907
1821.07,-3003.287109375,425000,156.8222,85,2165.32,85,15.4163
1825.76,-3044.685302734375,430000,156.8894,86,2193.11,86,15.5416
1849.73,-3086.832275390625,435000,156.756,87,2216.92,87,15.3363
1796.23,-3129.072998046875,440000,156.5489,88,2197.01,88,15.1947
1825.7,-3192.410400390625,445000,156.8323,89,2201.31,89,15.6302
1826.21,-3241.96533203125,450000,156.7749,90,2163.98,90,15.4162
1821.43,-3285.908203125,455000,156.77,91,2119.66,91,15.5118
1841.96,-3361.461181640625,460000,156.7251,92,2165.93,92,15.4353
1824.13,-3384.102294921875,465000,156.5534,93,2127.13,93,15.5459
1843.7,-3430.09814453125,470000,156.6004,94,2209.26,94,15.3958
1808.45,-3477.977294921875,475000,156.6895,95,2164.23,95,15.1083
1817.8,-3532.70751953125,480000,156.5506,96,2163.05,96,15.0243
1819.93,-3582.705078125,485000,156.8202,97,2177.96,97,15.4662
1827.54,-3614.91357421875,490000,156.77,98,2185.09,98,15.1985
1862.11,-3654.655029296875,495000,156.6402,99,2211.29,99,15.3155
1870.89,-3700.180419921875,500000,156.661,100,2221.63,100,15.3689
1851.98,-3765.8486328125,505000,156.8509,101,2195.8,101,15.4146
1816.93,-3781.406005859375,510000,156.6396,102,2187.24,102,15.2802
1829.75,-3844.98193359375,515000,156.7075,103,2206.62,103,15.0707
1833.12,-3886.512939453125,520000,156.6263,104,2189.26,104,15.1171
1836.76,-3922.148193359375,525000,156.8228,105,2181.87,105,15.2007
1862.24,-3957.785400390625,530000,156.5415,106,2185.16,106,15.2791
1812.61,-4032.519287109375,535000,156.6788,107,2142.51,107,14.9701
1803.05,-4097.13818359375,540000,156.711,108,2115.67,108,15.1573
1850.65,-4138.40869140625,545000,156.6901,109,2219.46,109,15.4129
1867.53,-4178.94873046875,550000,156.5549,110,2228.75,110,15.0572
1827.82,-4213.7783203125,555000,156.7524,111,2195.23,111,15.2932
1845.83,-4273.37109375,560000,156.6811,112,2189.51,112,15.2965
1847.52,-4322.3291015625,565000,156.5103,113,2216.08,113,15.0145
1867.39,-4371.462890625,570000,156.5892,114,2201.25,114,15.3606
1842.48,-4431.908203125,575000,156.569,115,2197.13,115,15.0571
1871.26,-4464.7822265625,580000,156.6945,116,2233.29,116,15.1404
1847.77,-4529.28662109375,585000,156.7724,117,2194.84,117,15.0739
1822.48,-4565.1904296875,590000,156.6309,118,2164.44,118,15.0556
1840.63,-4597.99267578125,595000,156.619,119,2229.58,119,15.1514
1883.77,-4638.81494140625,600000,156.5999,120,2254.82,120,15.2677
1853.52,-4691.658203125,605000,156.7147,121,2216.58,121,15.2534
1849.33,-4739.00634765625,610000,156.6508,122,2191.16,122,15.3797
1876.77,-4783.00146484375,615000,156.5253,123,2247.83,123,15.4182
1826.97,-4836.03662109375,620000,156.6865,124,2179.65,124,15.0426
1867.56,-4865.7587890625,625000,156.6116,125,2205.62,125,15.2002
1844.93,-4878.03466796875,630000,156.6146,126,2176.54,126,15.1336
1854.44,-4947.318359375,635000,156.7587,127,2191.95,127,15.109
1894.55,-4972.244140625,640000,156.6515,128,2254.78,128,15.237
1868.15,-5031.4462890625,645000,156.7109,129,2240.0,129,15.3001
1878.7,-5039.181640625,650000,156.6386,130,2211.95,130,15.4914
1863.76,-5077.20849609375,655000,156.5608,131,2204.6,131,15.1498
1875.28,-5140.37451171875,660000,156.7343,132,2208.32,132,15.0134
1895.75,-5174.63623046875,665000,156.6006,133,2263.79,133,15.3513
1833.04,-5217.70947265625,670000,156.6074,134,2123.05,134,14.8708
1862.09,-5250.54443359375,675000,156.6517,135,2180.15,135,14.9534
1861.08,-5293.26123046875,680000,156.6425,136,2234.55,136,14.9732
1893.54,-5316.529296875,685000,156.6286,137,2236.74,137,15.365
1888.26,-5360.37548828125,690000,156.5776,138,2227.94,138,15.125
1834.18,-5422.91943359375,695000,156.468,139,2250.21,139,15.0477
1858.78,-5461.1142578125,700000,156.6149,140,2197.71,140,14.8865
1866.1,-5494.75244140625,705000,156.7113,141,2229.44,141,15.0347
1871.38,-5525.546875,710000,156.7868,142,2224.69,142,15.0766
1878.81,-5578.68896484375,715000,156.6441,143,2219.2,143,14.9498
1905.93,-5657.107421875,720000,156.6836,144,2286.76,144,15.4886
1873.82,-5689.326171875,725000,156.6054,145,2216.14,145,15.0018
1862.81,-5700.8125,730000,156.586,146,2246.0,146,15.2376
1890.77,-5759.28173828125,735000,156.5288,147,2255.56,147,15.1541
1866.21,-5791.9296875,740000,156.6255,148,2218.47,148,15.0143
1846.61,-5816.431640625,745000,156.5464,149,2224.24,149,14.7131
1872.62,-5845.81640625,750000,156.3785,150,2230.87,150,14.9128
1905.27,-5929.27978515625,755000,156.6381,151,2244.73,151,15.3184
1919.77,-5988.19287109375,760000,156.5501,152,2282.1,152,15.097
1899.43,-6009.93408203125,765000,156.5107,153,2232.24,153,15.2822
1926.49,-6046.884765625,770000,156.6134,154,2275.71,154,15.4466
1866.75,-6127.86572265625,775000,156.5913,155,2250.25,155,14.9457
1905.14,-6179.7734375,780000,156.6583,156,2295.22,156,15.3196
1877.55,-6207.09375,785000,156.624,157,2245.92,157,15.1474
1909.11,-6254.12548828125,790000,156.5333,158,2260.17,158,15.1507
1896.91,-6262.642578125,795000,156.5052,159,2201.06,159,15.152
1882.14,-6331.36474609375,800000,156.6779,160,2251.52,160,15.1103
1917.36,-6375.92236328125,805000,156.6937,161,2279.7,161,15.2116
1919.08,-6456.83203125,810000,156.7044,162,2252.26,162,15.0466
1883.22,-6457.6728515625,815000,156.6072,163,2204.5,163,15.0341
1903.51,-6517.20458984375,820000,156.6358,164,2233.24,164,15.3465
1877.48,-6604.376953125,825000,156.5518,165,2233.59,165,14.9113
1893.33,-6649.22265625,830000,156.6304,166,2259.9,166,15.0085
1904.21,-6667.0283203125,835000,156.5195,167,2268.6,167,15.1283
1898.29,-6729.32275390625,840000,156.6344,168,2254.19,168,15.0142
1905.3,-6763.44140625,845000,156.7475,169,2273.75,169,15.3081
1910.92,-6814.58349609375,850000,156.6424,170,2262.87,170,14.9789
1901.8,-6855.662109375,855000,156.7012,171,2234.8,171,14.9646
1878.5,-6905.224609375,860000,156.7012,172,2152.69,172,15.0443
1866.25,-6948.8193359375,865000,156.6046,173,2236.46,173,15.0714
1901.69,-6999.93505859375,870000,156.5524,174,2271.71,174,15.0816
1904.57,-7050.72998046875,875000,156.4436,175,2276.79,175,15.1567
1907.66,-7090.97802734375,880000,156.5351,176,2274.17,176,15.0985
1883.87,-7153.89208984375,885000,156.4645,177,2238.57,177,15.1661
1906.48,-7188.22900390625,890000,156.4567,178,2266.14,178,15.3097
1903.96,-7239.9033203125,895000,156.5919,179,2262.44,179,15.126
1925.34,-7283.26708984375,900000,156.513,180,2270.12,180,14.9152
1935.43,-7361.01806640625,905000,156.5732,181,2281.3,181,15.1344
1900.65,-7357.669921875,910000,156.5547,182,2261.58,182,14.8938
1899.46,-7461.3115234375,915000,156.4956,183,2257.52,183,14.8201
1901.65,-7528.2900390625,920000,156.5862,184,2310.55,184,15.1158
1928.43,-7514.9365234375,925000,156.5687,185,2301.44,185,15.1193
1892.48,-7592.24267578125,930000,156.5491,186,2240.28,186,14.9989
1927.9,-7673.62353515625,935000,156.5955,187,2269.56,187,15.3504
1884.33,-7664.3369140625,940000,156.4918,188,2266.73,188,14.8388
1945.52,-7721.486328125,945000,156.5764,189,2263.47,189,15.0784
1941.99,-7801.89306640625,950000,156.6662,190,2325.66,190,15.34
1904.43,-7874.3583984375,955000,156.5167,191,2258.48,191,15.0146
1911.3,-7937.13427734375,960000,156.4273,192,2267.65,192,14.9626
1941.83,-7943.234375,965000,156.6139,193,2327.97,193,15.0012
1900.49,-7978.927734375,970000,156.4872,194,2244.84,194,14.7305
1900.98,-7966.865234375,975000,156.552,195,2219.17,195,14.8001
1941.97,-8065.77001953125,980000,156.5935,196,2293.21,196,15.2888
1951.05,-8091.60693359375,985000,156.4915,197,2304.03,197,15.1192
1889.93,-8155.99169921875,990000,156.5599,198,2257.48,198,14.8856
1924.81,-8178.31982421875,995000,156.5608,199,2289.42,199,14.9878
1951.68,-8232.876953125,1000000,156.6338,200,2295.03,200,15.3162
1938.88,-8274.9052734375,1005000,156.6087,201,2296.91,201,15.2158
1963.33,-8300.8720703125,1010000,156.4997,202,2310.42,202,15.5978
1950.23,-8332.732421875,1015000,156.4764,203,2294.71,203,15.3342
1941.49,-8374.9609375,1020000,156.5403,204,2294.21,204,15.5349
1944.97,-8439.328125,1025000,156.5457,205,2319.26,205,15.3123
1939.21,-8442.84375,1030000,156.4421,206,2292.85,206,15.4268
1948.55,-8497.3671875,1035000,156.3796,207,2298.6,207,15.2094
1953.91,-8526.3330078125,1040000,156.4238,208,2316.26,208,15.3731
1946.04,-8561.5634765625,1045000,156.457,209,2307.89,209,15.2472
1957.78,-8580.55078125,1050000,156.4214,210,2294.5,210,15.372
1931.58,-8621.1044921875,1055000,156.6842,211,2279.47,211,15.0504
1947.48,-8641.2412109375,1060000,156.5471,212,2308.33,212,15.3772
1934.08,-8667.697265625,1065000,156.5386,213,2295.36,213,15.2274
1948.99,-8678.35546875,1070000,156.5798,214,2303.12,214,15.2596
1960.83,-8726.984375,1075000,156.5073,215,2312.54,215,15.2528
1940.6,-8769.8095703125,1080000,156.6673,216,2297.81,216,15.2229
1934.62,-8804.126953125,1085000,156.5057,217,2293.39,217,15.2419
1949.9,-8827.71484375,1090000,156.5581,218,2302.92,218,15.334
1951.92,-8837.8671875,1095000,156.586,219,2303.59,219,15.2477
1962.73,-8903.2705078125,1100000,156.4578,220,2295.36,220,15.3181
1954.96,-8916.6318359375,1105000,156.4733,221,2296.75,221,15.3317
1934.11,-8911.59375,1110000,156.7846,222,2289.26,222,15.3137
1932.83,-8967.2275390625,1115000,156.6643,223,2296.7,223,15.2036
1939.44,-8997.623046875,1120000,156.6484,224,2292.66,224,15.3841
1950.37,-9016.8818359375,1125000,156.5842,225,2290.64,225,15.3009
1952.69,-9058.1396484375,1130000,156.5144,226,2304.93,226,15.2721
1933.4,-9056.619140625,1135000,156.5252,227,2295.82,227,15.3539
1918.8,-9131.6689453125,1140000,156.5092,228,2285.28,228,15.2288
1952.86,-9131.732421875,1145000,156.5649,229,2310.36,229,15.3497
1941.98,-9143.76953125,1150000,156.5069,230,2291.53,230,15.3434
1922.52,-9173.2431640625,1155000,156.4895,231,2257.17,231,15.2533
1916.86,-9188.5947265625,1160000,156.4936,232,2250.72,232,15.2371
1955.41,-9240.9990234375,1165000,156.4975,233,2269.4,233,15.4015
1945.16,-9258.9404296875,1170000,156.696,234,2282.85,234,15.2637
1928.95,-9295.8798828125,1175000,156.6588,235,2273.53,235,15.3133
1955.45,-9312.5126953125,1180000,156.4799,236,2303.48,236,15.2748
1948.75,-9371.3291015625,1185000,156.6581,237,2315.88,237,15.3963
1955.04,-9366.5791015625,1190000,156.7497,238,2289.23,238,15.2607
1952.65,-9425.3837890625,1195000,156.6287,239,2295.05,239,15.3416
1946.98,-9435.8203125,1200000,156.6305,240,2288.21,240,15.2916
1949.77,-9502.52734375,1205000,156.458,241,2307.86,241,15.2761
1936.08,-9500.9072265625,1210000,156.6432,242,2281.7,242,15.0361
1933.97,-9552.9697265625,1215000,156.6268,243,2290.43,243,15.2586
1923.73,-9523.62109375,1220000,156.5195,244,2296.34,244,15.2194
1911.26,-9565.03125,1225000,156.7073,245,2291.93,245,15.0743
1942.47,-9604.3134765625,1230000,156.4325,246,2305.53,246,15.2072
1947.54,-9649.3916015625,1235000,156.5718,247,2295.14,247,15.272
1942.48,-9685.4931640625,1240000,156.5229,248,2281.43,248,15.31
1930.75,-9694.6806640625,1245000,156.6072,249,2283.52,249,15.2922
1929.14,-9716.232421875,1250000,156.62,250,2291.98,250,15.2419
1945.35,-9728.408203125,1255000,156.6313,251,2314.73,251,15.2178
1928.59,-9782.435546875,1260000,156.6874,252,2306.29,252,15.1249
1935.62,-9781.7890625,1265000,156.614,253,2291.12,253,15.2042
1932.2,-9840.2587890625,1270000,156.6872,254,2297.38,254,15.1348
1936.74,-9869.1064453125,1275000,156.5699,255,2314.76,255,15.2717
1955.98,-9878.93359375,1280000,156.5045,256,2325.73,256,15.4399
1950.58,-9904.5244140625,1285000,156.606,257,2334.26,257,15.4108
1923.6,-9917.798828125,1290000,156.5484,258,2284.9,258,15.245
1913.65,-9957.173828125,1295000,156.6245,259,2262.8,259,15.1117
1920.96,-9992.7060546875,1300000,156.5644,260,2274.28,260,15.2992
1943.01,-9996.6083984375,1305000,156.6353,261,2273.01,261,15.2791
1956.68,-10004.86328125,1310000,156.6512,262,2291.65,262,15.2732
1892.34,-10045.712890625,1315000,156.5945,263,2252.7,263,15.1436
1931.64,-10037.455078125,1320000,156.5551,264,2280.59,264,15.2604
1918.27,-10125.078125,1325000,156.5784,265,2287.73,265,15.2719
1921.2,-10113.9736328125,1330000,156.6816,266,2267.82,266,15.233
1926.0,-10154.1572265625,1335000,156.6268,267,2257.16,267,15.2339
1922.37,-10177.9248046875,1340000,156.6125,268,2279.8,268,15.115
1929.43,-10187.568359375,1345000,156.5677,269,2252.49,269,15.1759
1948.0,-10224.513671875,1350000,156.5433,270,2278.19,270,15.2177
1941.4,-10243.1201171875,1355000,156.5454,271,2285.05,271,15.2586
1933.64,-10243.3125,1360000,156.6402,272,2274.65,272,15.265
1961.42,-10278.7734375,1365000,156.6249,273,2303.73,273,15.1645
1952.52,-10291.5283203125,1370000,156.5155,274,2306.2,274,15.3345
1960.8,-10313.30078125,1375000,156.4918,275,2287.29,275,15.1599
1976.62,-10333.2001953125,1380000,156.5443,276,2307.23,276,15.4027
1939.65,-10372.974609375,1385000,156.5314,277,2283.18,277,15.1618
1952.53,-10400.6455078125,1390000,156.5015,278,2286.58,278,15.1951
1945.28,-10413.66796875,1395000,156.5367,279,2281.06,279,15.0747
1938.58,-10453.9140625,1400000,156.505,280,2295.13,280,15.0683
1949.13,-10436.1513671875,1405000,156.5715,281,2280.57,281,15.0849
1946.66,-10504.294921875,1410000,156.5681,282,2308.11,282,15.1826
1967.3,-10490.962890625,1415000,156.6268,283,2303.57,283,15.2899
1954.89,-10540.5986328125,1420000,156.6346,284,2280.4,284,15.2056
1941.67,-10563.6591796875,1425000,156.5016,285,2309.12,285,15.1442
1935.26,-10573.76953125,1430000,156.6473,286,2298.09,286,15.124
1955.37,-10567.1025390625,1435000,156.4672,287,2303.8,287,15.0743
1946.56,-10618.8017578125,1440000,156.6127,288,2301.14,288,15.0103
1954.27,-10645.37890625,1445000,156.6332,289,2309.59,289,15.2126
1983.35,-10628.609375,1450000,156.6117,290,2308.34,290,15.4301
1964.26,-10680.1875,1455000,156.4836,291,2341.15,291,15.2357
1947.32,-10684.470703125,1460000,156.659,292,2306.93,292,15.1249
1964.37,-10709.958984375,1465000,156.6177,293,2295.88,293,15.1024
1938.84,-10709.3544921875,1470000,156.4508,294,2250.87,294,15.1727
1974.17,-10753.728515625,1475000,156.5621,295,2298.89,295,15.2379
1950.42,-10764.0947265625,1480000,156.479,296,2298.68,296,15.2033
1942.87,-10815.06640625,1485000,156.7581,297,2321.35,297,15.1944
1942.44,-10807.0908203125,1490000,156.5079,298,2297.42,298,15.1617
1971.46,-10823.060546875,1495000,156.5708,299,2334.78,299,15.3005
1984.8,-10857.5595703125,1500000,156.4472,300,2328.08,300,15.3483
1951.98,-10875.271484375,1505000,156.4309,301,2293.7,301,15.1498
1985.63,-10859.849609375,1510000,156.5367,302,2330.42,302,15.1802
1972.93,-10905.7138671875,1515000,156.523,303,2297.02,303,15.1935
1982.39,-10914.11328125,1520000,156.4272,304,2301.15,304,15.3791
1953.17,-10933.7421875,1525000,156.5183,305,2301.36,305,15.275
1978.42,-10988.9677734375,1530000,156.5355,306,2319.13,306,15.232
1959.69,-10986.5263671875,1535000,156.4783,307,2321.85,307,15.3057
1959.28,-10981.2490234375,1540000,156.6473,308,2286.46,308,15.2847
1972.52,-10994.1748046875,1545000,156.4008,309,2318.44,309,15.0546
1958.94,-11021.0205078125,1550000,156.4585,310,2328.14,310,15.1996
1965.69,-11035.3974609375,1555000,156.5833,311,2315.36,311,15.3422
1952.24,-11074.54296875,1560000,156.4635,312,2307.29,312,15.2655
1973.32,-11107.373046875,1565000,156.5713,313,2330.26,313,15.1917
1981.77,-11115.0302734375,1570000,156.5276,314,2307.21,314,15.2945
1966.38,-11113.984375,1575000,156.5227,315,2319.61,315,15.2034
1959.76,-11183.6943359375,1580000,156.4359,316,2296.31,316,15.0508
1982.46,-11241.6396484375,1585000,156.4876,317,2320.41,317,15.3874
1956.66,-11208.0009765625,1590000,156.5023,318,2289.6,318,15.2437
1949.22,-11221.4814453125,1595000,156.5313,319,2299.69,319,15.1196
1960.88,-11246.40234375,1600000,156.582,320,2302.93,320,15.2413
1962.45,-11268.00390625,1605000,156.3991,321,2286.61,321,14.9431
1940.17,-11254.8076171875,1610000,156.5065,322,2305.67,322,15.054
1962.21,-11310.75,1615000,156.633,323,2317.37,323,15.2282
1968.17,-11300.4990234375,1620000,156.5053,324,2292.3,324,15.1104
1952.64,-11357.53515625,1625000,156.7715,325,2274.31,325,15.031
1969.91,-11358.0078125,1630000,156.6909,326,2323.93,326,15.1894
1979.78,-11426.2646484375,1635000,156.3971,327,2331.96,327,15.1983
1953.59,-11389.919921875,1640000,156.5065,328,2302.95,328,15.3072
1994.18,-11440.9736328125,1645000,156.56,329,2340.33,329,15.2999
1969.3,-11443.626953125,1650000,156.5354,330,2325.36,330,15.19
1947.86,-11440.4150390625,1655000,156.4481,331,2291.44,331,15.2089
1949.23,-11462.4541015625,1660000,156.4069,332,2292.01,332,15.1705
1967.95,-11495.490234375,1665000,156.7322,333,2287.25,333,15.2184
1987.94,-11565.9384765625,1670000,156.5319,334,2353.63,334,15.2856
1953.94,-11506.4677734375,1675000,156.5488,335,2307.61,335,15.0959
1978.95,-11550.0732421875,1680000,156.5178,336,2318.78,336,15.1264
1970.29,-11597.9794921875,1685000,156.6941,337,2339.43,337,15.1529
1973.89,-11631.66796875,1690000,156.5478,338,2338.82,338,15.2438
1958.48,-11629.5322265625,1695000,156.4842,339,2325.49,339,15.1824
1960.39,-11646.896484375,1700000,156.4228,340,2322.46,340,15.1126
1958.58,-11665.8359375,1705000,156.701,341,2303.35,341,15.1378
1954.33,-11682.138671875,1710000,156.4913,342,2302.56,342,15.0932
1972.05,-11721.9365234375,1715000,156.631,343,2340.1,343,15.2188
1978.77,-11718.73046875,1720000,156.5037,344,2330.87,344,15.0973
1961.14,-11780.6474609375,1725000,156.609,345,2309.16,345,15.0601
1969.93,-11758.9912109375,1730000,156.5426,346,2296.74,346,15.2337
1985.69,-11809.8564453125,1735000,156.488,347,2336.65,347,15.2711
1962.42,-11770.486328125,1740000,156.5765,348,2317.01,348,14.9756
1960.85,-11820.740234375,1745000,156.496,349,2291.79,349,15.0844
1925.68,-11756.8486328125,1750000,156.5508,350,2292.47,350,15.0519
1964.15,-11841.0947265625,1755000,156.4743,351,2294.77,351,14.9506
1972.11,-11857.197265625,1760000,156.669,352,2307.24,352,15.0789
1959.92,-11845.365234375,1765000,156.6008,353,2265.35,353,15.214
1936.3,-11902.2939453125,1770000,156.529,354,2306.08,354,14.9806
1990.23,-11941.232421875,1775000,156.5173,355,2346.66,355,15.1642
1972.43,-11959.6689453125,1780000,156.6965,356,2318.01,356,15.1903
1967.84,-11976.453125,1785000,156.5683,357,2304.82,357,15.1516
1969.29,-11988.0908203125,1790000,156.5502,358,2307.0,358,15.1824
1976.77,-12014.3603515625,1795000,156.6585,359,2325.92,359,15.2131
1964.18,-12002.001953125,1800000,156.4638,360,2316.43,360,15.2021
1955.74,-12058.88671875,1805000,156.3877,361,2321.7,361,15.0331
1978.79,-12096.75390625,1810000,156.7332,362,2304.4,362,15.1398
1949.95,-12128.3701171875,1815000,156.5635,363,2336.62,363,15.0757
1979.94,-12151.1123046875,1820000,156.719,364,2335.42,364,15.3469
1982.81,-12174.8525390625,1825000,156.4581,365,2329.83,365,15.0081
1963.42,-12181.6708984375,1830000,156.7094,366,2330.71,366,15.4199
1960.35,-12203.30078125,1835000,156.5945,367,2333.53,367,15.1151
1976.72,-12211.763671875,1840000,156.6548,368,2321.32,368,15.1665
1958.76,-12179.779296875,1845000,156.474,369,2310.27,369,15.0122
1957.13,-12257.873046875,1850000,156.6595,370,2303.96,370,14.999
1937.81,-12279.9423828125,1855000,156.5361,371,2304.27,371,15.0423
1965.38,-12301.1865234375,1860000,156.5459,372,2328.64,372,15.0956
1960.37,-12296.6787109375,1865000,156.5242,373,2300.02,373,15.0058
1940.47,-12327.0029296875,1870000,156.5409,374,2308.49,374,15.0072
1953.22,-12360.5,1875000,156.6562,375,2287.21,375,15.0853
1943.25,-12389.7841796875,1880000,156.5917,376,2283.85,376,15.0065
1946.15,-12400.8076171875,1885000,156.5034,377,2298.56,377,15.0692
1931.31,-12439.998046875,1890000,156.5123,378,2300.73,378,14.9905
1947.8,-12488.8505859375,1895000,156.5787,379,2340.3,379,15.1219
1981.03,-12579.8427734375,1900000,156.5715,380,2340.34,380,15.2357
1937.49,-12485.029296875,1905000,156.6113,381,2284.75,381,14.8762
1925.08,-12487.2099609375,1910000,156.6022,382,2299.11,382,14.9187
1945.15,-12477.296875,1915000,156.7066,383,2308.39,383,14.9953
1950.46,-12572.943359375,1920000,156.6034,384,2301.68,384,15.1654
1985.38,-12557.52734375,1925000,156.5903,385,2321.63,385,15.2484
1957.94,-12595.3779296875,1930000,156.5567,386,2294.87,386,15.0299
