Running Forward KL,Real Sto Return,Running Env Steps,Running Reverse KL,Running Update Time,Itration,Reward Loss,Real Det Return
67.2187,384.76,2030000,28.5906,406,406,-18304.80859375,998.63
66.7637,379.82,2035000,29.0274,407,407,-18401.84765625,1121.71
70.5533,315.07,2040000,29.7652,408,408,-18880.734375,979.37
69.2286,288.45,2045000,29.1516,409,409,-18715.115234375,967.09
70.3032,443.32,2050000,29.8005,410,410,-18721.87109375,951.69
66.1485,346.06,2055000,28.5278,411,411,-18102.98828125,960.56
70.801,289.43,2060000,29.1966,412,412,-18813.12890625,1115.03
69.9749,315.29,2065000,29.5503,413,413,-18786.052734375,861.35
66.7445,374.84,2070000,28.8278,414,414,-18234.05859375,1003.07
65.9768,458.73,2075000,28.9219,415,415,-17985.02734375,1156.44
68.8131,328.16,2080000,29.0559,416,416,-18570.208984375,978.75
66.0455,420.69,2085000,28.0269,417,417,-18215.068359375,1015.07
67.4679,366.05,2090000,28.2892,418,418,-18424.52734375,970.15
65.1022,399.21,2095000,28.5115,419,419,-18022.966796875,1006.47
68.6339,306.72,2100000,29.2868,420,420,-18711.7578125,960.98
66.7455,329.47,2105000,28.5129,421,421,-18468.103515625,740.44
65.7747,326.25,2110000,29.207,422,422,-18490.5625,803.62
68.6891,390.35,2115000,29.0543,423,423,-18485.916015625,886.92
66.6552,328.17,2120000,28.5667,424,424,-18332.810546875,1009.42
69.6604,307.11,2125000,29.3285,425,425,-18753.85546875,971.89
69.8978,363.29,2130000,29.7147,426,426,-18897.8515625,903.49
69.9757,423.89,2135000,29.4987,427,427,-18890.9765625,1000.37
67.7939,293.5,2140000,28.7036,428,428,-18626.6171875,979.38
68.1413,267.4,2145000,28.9725,429,429,-18615.517578125,958.0
67.565,289.39,2150000,29.242,430,430,-18468.921875,827.08
69.0118,296.76,2155000,29.4888,431,431,-18689.890625,669.3
66.5693,308.43,2160000,28.7221,432,432,-18387.353515625,842.7
70.5856,302.75,2165000,29.2215,433,433,-18866.294921875,817.36
68.4385,299.8,2170000,29.0403,434,434,-18677.27734375,933.76
68.5011,325.88,2175000,28.4702,435,435,-18556.69140625,798.25
64.0873,393.7,2180000,27.4495,436,436,-17872.21484375,802.97
70.4597,287.28,2185000,28.9778,437,437,-18897.728515625,843.67
68.1277,297.65,2190000,28.5304,438,438,-18572.1171875,975.06
68.1422,295.91,2195000,28.8445,439,439,-18584.6171875,717.92
65.7033,320.98,2200000,28.2534,440,440,-18313.263671875,799.88
67.7426,210.1,2205000,28.1846,441,441,-18348.1015625,783.41
69.2802,354.19,2210000,29.3555,442,442,-18782.853515625,976.29
69.3256,275.4,2215000,29.2349,443,443,-18859.353515625,942.9
67.6329,328.33,2220000,28.7511,444,444,-18739.091796875,902.81
68.0729,368.07,2225000,28.7247,445,445,-18685.06640625,867.59
71.5297,339.63,2230000,29.6858,446,446,-19142.4609375,922.75
69.8071,301.8,2235000,29.5339,447,447,-18913.21875,988.95
66.8817,269.33,2240000,28.0556,448,448,-18429.09375,707.97
65.7952,287.69,2245000,27.7049,449,449,-18222.73046875,727.91
68.6091,382.69,2250000,29.3141,450,450,-18767.41015625,674.7
67.4995,286.04,2255000,28.7131,451,451,-18585.763671875,801.71
69.418,346.27,2260000,29.3707,452,452,-18912.658203125,607.48
70.6529,259.18,2265000,29.4231,453,453,-18877.595703125,804.05
69.9436,287.32,2270000,29.7062,454,454,-18950.947265625,556.43
70.5791,207.21,2275000,29.2956,455,455,-19037.26171875,774.29
69.3306,245.23,2280000,29.1579,456,456,-18805.34765625,821.95
66.3453,293.08,2285000,28.673,457,457,-18541.107421875,1019.03
69.6633,300.41,2290000,29.1237,458,458,-18893.2578125,820.74
69.9243,246.27,2295000,29.0482,459,459,-18857.638671875,890.97
70.2123,347.83,2300000,29.8991,460,460,-18967.076171875,896.46
68.4176,311.84,2305000,28.0825,461,461,-18553.640625,869.72
70.7465,335.57,2310000,30.2874,462,462,-19103.892578125,829.13
70.9432,296.73,2315000,29.3016,463,463,-19062.09765625,849.38
70.679,326.58,2320000,29.7982,464,464,-19059.4296875,864.2
69.1446,306.38,2325000,29.8685,465,465,-18894.66015625,864.33
69.785,269.66,2330000,29.2941,466,466,-18864.048828125,858.06
69.9083,268.56,2335000,29.9733,467,467,-18965.1640625,845.32
67.966,302.6,2340000,29.1952,468,468,-18676.388671875,911.28
68.6807,296.35,2345000,28.6961,469,469,-18576.431640625,888.85
69.9978,310.55,2350000,29.4194,470,470,-18948.619140625,957.64
70.084,259.57,2355000,29.4491,471,471,-18945.453125,985.28
69.6757,301.7,2360000,28.8844,472,472,-18836.798828125,884.81
67.4822,240.43,2365000,28.4183,473,473,-18517.7421875,791.35
71.459,280.39,2370000,29.9441,474,474,-19142.923828125,895.64
69.4481,231.11,2375000,29.0166,475,475,-18957.615234375,808.7
70.1877,329.79,2380000,29.3091,476,476,-19005.53515625,650.1
69.6115,282.86,2385000,29.2859,477,477,-18883.419921875,781.47
71.7619,245.43,2390000,29.5312,478,478,-19167.103515625,931.52
71.6982,275.46,2395000,29.7701,479,479,-19145.671875,783.45
70.2163,268.0,2400000,29.2793,480,480,-19032.197265625,743.62
71.2095,192.49,2405000,29.4897,481,481,-19033.912109375,786.74
69.7336,258.48,2410000,29.3603,482,482,-19044.625,743.3
71.8672,205.69,2415000,30.029,483,483,-19206.005859375,765.02
73.1851,265.73,2420000,29.8269,484,484,-19260.734375,812.96
69.0618,219.03,2425000,29.2524,485,485,-18889.005859375,604.95
72.7011,232.7,2430000,29.9574,486,486,-19203.74609375,673.18
71.2986,216.22,2435000,29.6591,487,487,-19128.021484375,670.11
70.6028,264.53,2440000,29.4529,488,488,-19108.109375,774.74
71.269,330.22,2445000,29.9523,489,489,-19109.013671875,857.06
71.8406,300.65,2450000,29.9991,490,490,-19099.59765625,768.75
71.1897,225.11,2455000,29.7135,491,491,-19067.693359375,779.71
70.5821,258.51,2460000,29.4051,492,492,-19065.078125,774.75
69.5933,261.87,2465000,29.3316,493,493,-19095.5625,673.58
71.3079,263.35,2470000,30.2091,494,494,-19237.82421875,866.54
72.918,244.69,2475000,30.6021,495,495,-19339.34765625,766.86
70.2416,215.9,2480000,29.9683,496,496,-19107.017578125,752.75
69.192,211.99,2485000,29.1487,497,497,-18915.333984375,781.65
70.2205,256.17,2490000,29.9191,498,498,-19224.9609375,865.54
70.9478,261.67,2495000,29.7044,499,499,-19060.994140625,822.25
70.7588,250.06,2500000,29.5016,500,500,-19207.01171875,673.88
71.335,202.19,2505000,29.8345,501,501,-19137.53125,767.89
72.5631,244.07,2510000,29.5086,502,502,-19234.603515625,916.68
73.0551,284.53,2515000,30.001,503,503,-19233.455078125,711.1
72.8489,283.14,2520000,30.2349,504,504,-19267.39453125,675.72
71.302,255.33,2525000,29.9053,505,505,-19230.060546875,757.66
73.3126,274.52,2530000,29.9563,506,506,-19272.384765625,879.42
72.0371,250.11,2535000,29.5361,507,507,-19086.482421875,671.96
71.7175,255.25,2540000,30.0585,508,508,-19230.021484375,718.74
72.0797,247.59,2545000,29.5061,509,509,-19179.998046875,729.6
72.9176,281.52,2550000,30.1162,510,510,-19276.111328125,879.14
71.2354,251.98,2555000,29.4782,511,511,-19209.138671875,720.47
72.5834,244.66,2560000,30.0362,512,512,-19254.029296875,779.28
71.8712,257.98,2565000,30.1758,513,513,-19258.16796875,851.18
73.5069,331.43,2570000,30.0795,514,514,-19298.40625,968.77
70.8771,254.9,2575000,29.5291,515,515,-19131.173828125,818.55
71.7125,296.76,2580000,29.7978,516,516,-19244.37890625,787.39
71.2761,258.46,2585000,29.2112,517,517,-19171.72265625,621.45
71.1979,238.52,2590000,29.3888,518,518,-19240.5546875,773.06
72.0733,175.17,2595000,29.7318,519,519,-19322.5546875,663.54
71.3801,241.25,2600000,29.5274,520,520,-19279.62890625,770.84
72.2206,167.32,2605000,28.8799,521,521,-19142.673828125,624.31
72.4151,201.56,2610000,29.5404,522,522,-19325.33203125,775.62
71.6877,275.22,2615000,29.4345,523,523,-19252.296875,863.45
71.7738,247.5,2620000,30.7029,524,524,-19202.46484375,634.02
73.7638,215.57,2625000,30.3537,525,525,-19408.515625,734.74
73.6357,266.91,2630000,29.881,526,526,-19311.109375,824.44
72.6561,220.94,2635000,30.1393,527,527,-19375.390625,762.57
68.4081,195.94,2640000,28.5917,528,528,-18970.7890625,638.22
72.5385,259.69,2645000,29.9514,529,529,-19273.748046875,689.98
72.3806,286.2,2650000,29.5925,530,530,-19273.861328125,820.67
73.2818,247.44,2655000,29.8816,531,531,-19395.857421875,608.96
72.1468,201.93,2660000,30.2033,532,532,-19410.01171875,708.81
71.0807,238.96,2665000,29.6236,533,533,-19197.646484375,914.4
72.2781,261.17,2670000,29.79,534,534,-19321.505859375,909.59
72.2002,253.89,2675000,29.5742,535,535,-19218.88671875,718.93
71.5871,244.1,2680000,29.5547,536,536,-19262.173828125,759.29
72.4603,204.3,2685000,29.3782,537,537,-19271.431640625,755.59
72.0742,258.43,2690000,29.2072,538,538,-19272.93359375,726.95
69.5325,252.19,2695000,29.5216,539,539,-19061.58203125,571.77
72.1228,223.95,2700000,29.6023,540,540,-19304.208984375,814.4
73.0401,265.36,2705000,29.8077,541,541,-19364.78125,689.19
71.7091,251.61,2710000,29.7907,542,542,-19265.166015625,862.16
73.4187,200.48,2715000,29.2801,543,543,-19288.794921875,809.6
73.152,232.19,2720000,30.0355,544,544,-19393.572265625,871.93
71.9163,299.0,2725000,29.4001,545,545,-19268.138671875,910.38
72.5721,255.85,2730000,29.6982,546,546,-19180.81640625,769.59
72.1243,272.15,2735000,29.6836,547,547,-19305.939453125,812.64
72.8734,256.78,2740000,30.1871,548,548,-19322.623046875,772.16
73.7669,226.29,2745000,30.1813,549,549,-19392.08984375,739.95
73.1079,249.86,2750000,29.9992,550,550,-19364.55859375,727.9
72.4295,257.05,2755000,29.6331,551,551,-19300.787109375,811.25
72.7064,194.66,2760000,29.1589,552,552,-19375.30078125,966.4
71.8178,255.47,2765000,29.7845,553,553,-19270.64453125,864.77
72.5041,183.77,2770000,29.877,554,554,-19218.029296875,960.5
73.5555,196.02,2775000,29.9414,555,555,-19393.388671875,822.86
72.6581,269.28,2780000,29.4846,556,556,-19349.1875,863.86
74.4275,290.11,2785000,30.2242,557,557,-19423.9921875,866.82
72.0608,269.24,2790000,29.9805,558,558,-19218.37890625,754.81
72.0027,281.35,2795000,29.9123,559,559,-19280.369140625,845.07
70.6611,215.21,2800000,29.3688,560,560,-19198.9375,872.01
71.8358,331.18,2805000,30.1689,561,561,-19317.01953125,826.89
72.8188,248.46,2810000,29.4947,562,562,-19438.533203125,912.52
72.3492,345.83,2815000,30.1155,563,563,-19353.275390625,916.61
71.5075,246.12,2820000,29.6709,564,564,-19347.068359375,813.43
72.0537,223.77,2825000,29.4164,565,565,-19368.18359375,666.66
72.534,219.62,2830000,29.9189,566,566,-19419.89453125,824.06
73.9228,245.22,2835000,29.7672,567,567,-19477.294921875,824.23
70.9041,216.38,2840000,29.7515,568,568,-19338.4453125,814.23
71.6097,173.15,2845000,29.5305,569,569,-19310.48828125,671.44
72.9427,238.93,2850000,29.7598,570,570,-19439.79296875,811.47
72.5411,235.51,2855000,29.7189,571,571,-19401.93359375,732.48
73.3778,228.63,2860000,30.1883,572,572,-19449.08203125,909.77
71.7823,275.15,2865000,29.635,573,573,-19381.794921875,735.33
72.5719,303.57,2870000,29.6036,574,574,-19348.6171875,958.17
73.354,250.31,2875000,29.6327,575,575,-19466.955078125,922.26
71.606,228.98,2880000,29.2861,576,576,-19264.5859375,799.96
74.067,198.98,2885000,29.7334,577,577,-19398.625,725.79
71.7488,248.64,2890000,29.2074,578,578,-19307.29296875,788.69
71.4476,228.49,2895000,29.0555,579,579,-19202.44140625,906.47
71.6054,248.84,2900000,29.0601,580,580,-19314.291015625,667.16
72.5569,256.88,2905000,29.4619,581,581,-19353.96484375,963.59
72.3892,231.37,2910000,29.8321,582,582,-19341.78125,916.51
73.7121,219.94,2915000,30.1841,583,583,-19409.419921875,841.75
72.8245,231.75,2920000,30.1271,584,584,-19481.197265625,783.29
73.1852,191.01,2925000,29.4113,585,585,-19440.638671875,849.93
72.4454,189.99,2930000,29.1795,586,586,-19397.33203125,812.35
71.5029,313.75,2935000,29.3835,587,587,-19402.111328125,810.56
71.4169,277.07,2940000,29.1413,588,588,-19173.251953125,778.8
73.4205,212.23,2945000,29.8432,589,589,-19404.140625,843.39
72.5134,234.03,2950000,29.5462,590,590,-19393.771484375,760.33
72.5011,201.76,2955000,29.0104,591,591,-19390.29296875,899.43
72.5897,286.91,2960000,29.694,592,592,-19408.904296875,774.13
73.7388,221.83,2965000,29.9015,593,593,-19466.4609375,633.41
73.2916,197.54,2970000,30.0646,594,594,-19409.166015625,907.2
72.9897,213.77,2975000,29.8033,595,595,-19432.80078125,883.4
72.2327,216.55,2980000,29.4591,596,596,-19247.353515625,812.27
71.1601,221.32,2985000,29.3991,597,597,-19324.09765625,761.46
73.1488,232.27,2990000,30.2412,598,598,-19450.146484375,813.64
72.6899,242.24,2995000,29.2839,599,599,-19304.482421875,813.39
