Real Det Return,Running Forward KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,Itration
1039.96,68.6676,260000,52,370.32,-3453.7119140625,30.1947,52
1020.39,66.8203,265000,53,453.96,-3436.479736328125,29.1119,53
944.52,67.258,270000,54,339.04,-3557.29736328125,29.6809,54
1051.08,69.5937,275000,55,336.08,-3681.485595703125,29.9906,55
969.23,67.1218,280000,56,437.13,-3723.064208984375,29.4733,56
1058.52,68.3159,285000,57,299.52,-3851.26904296875,29.6139,57
1091.18,66.6681,290000,58,381.72,-3860.250244140625,29.4173,58
923.01,70.5123,295000,59,384.47,-4066.2158203125,29.9374,59
1046.22,68.6191,300000,60,323.71,-4114.578125,29.7883,60
1036.53,70.7035,305000,61,420.57,-4246.419921875,30.3316,61
1059.21,65.9112,310000,62,341.7,-4207.99365234375,28.9517,62
1046.98,67.8955,315000,63,408.92,-4387.52880859375,30.2737,63
1058.26,67.2412,320000,64,371.33,-4411.59716796875,29.6383,64
1128.29,66.416,325000,65,472.41,-4458.4375,29.1226,65
1048.1,66.9506,330000,66,412.45,-4573.19580078125,28.554,66
1190.39,66.8744,335000,67,566.43,-4659.70263671875,29.2971,67
1108.22,67.7576,340000,68,489.07,-4805.45458984375,29.2625,68
1115.44,65.3435,345000,69,343.52,-4775.20361328125,28.1851,69
1014.64,69.6129,350000,70,463.59,-5074.65380859375,30.2134,70
1120.88,65.3832,355000,71,413.01,-4956.4365234375,28.5448,71
912.56,68.7719,360000,72,381.91,-5218.46630859375,29.647,72
1038.22,66.551,365000,73,425.69,-5222.28173828125,28.6569,73
932.54,67.8696,370000,74,420.73,-5435.37939453125,29.8549,74
1103.08,65.1384,375000,75,471.6,-5229.123046875,27.7297,75
1204.45,66.2551,380000,76,455.07,-5518.63427734375,29.0593,76
1161.24,61.9127,385000,77,606.59,-5234.60693359375,26.8455,77
1208.97,65.0311,390000,78,525.6,-5661.00830078125,28.7349,78
1041.74,64.8432,395000,79,578.39,-5800.3017578125,28.4477,79
1152.27,64.0751,400000,80,572.51,-5758.5380859375,27.7909,80
1141.36,64.0069,405000,81,486.81,-5955.15380859375,27.641,81
1376.0,61.6779,410000,82,793.05,-5686.65185546875,26.8633,82
1559.01,61.1256,415000,83,653.58,-5672.81689453125,26.4973,83
1296.92,61.781,420000,84,556.25,-5934.61767578125,26.7535,84
1276.67,62.4354,425000,85,691.89,-6089.603515625,26.6401,85
1248.8,63.8869,430000,86,509.19,-6413.64892578125,27.9523,86
1355.88,64.637,435000,87,589.49,-6533.509765625,27.6032,87
1626.46,60.9493,440000,88,843.04,-6081.47509765625,25.6563,88
1621.58,60.9754,445000,89,1107.19,-6243.64794921875,25.8176,89
1189.23,62.2423,450000,90,691.03,-6633.728515625,26.5398,90
1709.59,62.0377,455000,91,1162.31,-6599.93798828125,26.821,91
1347.01,61.0507,460000,92,873.26,-6541.861328125,25.9484,92
1797.09,62.3646,465000,93,883.99,-6321.04296875,27.0259,93
1575.43,61.1889,470000,94,1181.78,-6553.091796875,25.8401,94
1838.25,59.1778,475000,95,1218.05,-5634.6533203125,26.1306,95
1846.47,61.6254,480000,96,1173.62,-6466.43310546875,28.4499,96
1497.63,61.3964,485000,97,852.26,-6779.951171875,26.7144,97
1594.27,60.8422,490000,98,878.55,-6916.8701171875,26.0934,98
1490.73,60.3561,495000,99,924.75,-6793.3994140625,26.0217,99
1796.57,62.2774,500000,100,1649.77,-5710.1884765625,32.4156,100
1434.74,61.9044,505000,101,1119.49,-7560.12109375,26.6223,101
2117.69,61.8984,510000,102,1645.76,-6220.166015625,32.2032,102
2224.3,59.9025,515000,103,1443.74,-6495.916015625,28.1793,103
2124.81,61.5469,520000,104,1405.47,-7286.5400390625,27.8964,104
2245.64,60.8806,525000,105,1477.82,-6952.0380859375,29.0912,105
2344.05,58.9525,530000,106,1263.11,-6236.22509765625,29.8248,106
1354.95,59.4696,535000,107,878.6,-7489.44091796875,25.2695,107
2420.9,58.9066,540000,108,1565.24,-6552.46630859375,29.2034,108
1965.21,59.7266,545000,109,1265.89,-6977.4296875,28.7921,109
2127.12,58.7691,550000,110,1780.01,-6523.05517578125,29.7005,110
2595.32,60.6461,555000,111,1738.35,-6693.68798828125,31.9784,111
1954.74,59.3742,560000,112,1421.8,-6950.22314453125,27.8497,112
2427.88,59.3969,565000,113,1724.81,-7259.3515625,27.1654,113
2264.72,59.803,570000,114,1454.13,-7746.64990234375,25.7722,114
2389.28,61.7328,575000,115,1413.26,-7338.06884765625,32.0859,115
2215.08,58.2481,580000,116,1445.52,-7238.11279296875,28.2957,116
1983.85,62.009,585000,117,1292.83,-9042.0283203125,25.7217,117
2591.1,61.4842,590000,118,1514.36,-8302.763671875,27.786,118
2430.18,61.5039,595000,119,1966.83,-7249.33349609375,34.0196,119
2371.3,64.0353,600000,120,1470.34,-8058.80078125,33.7699,120
2484.08,60.7427,605000,121,1616.58,-7987.38818359375,30.3223,121
2270.7,62.5468,610000,122,1989.52,-7533.89453125,33.2905,122
2685.18,60.9115,615000,123,1857.38,-7903.4501953125,31.1454,123
2154.28,61.8758,620000,124,1786.6,-8923.5126953125,28.3691,124
2105.93,61.2313,625000,125,1814.5,-8386.1728515625,31.638,125
2632.58,60.831,630000,126,1852.48,-7968.984375,30.9471,126
2676.48,60.8822,635000,127,2045.08,-7928.33837890625,32.1672,127
2334.71,61.4158,640000,128,1492.71,-10062.30859375,25.9552,128
1886.13,61.3169,645000,129,1398.11,-8772.779296875,31.0677,129
2427.86,58.3036,650000,130,1618.5,-8364.5068359375,28.3562,130
1773.18,60.7796,655000,131,1878.23,-10066.2587890625,26.1575,131
2572.9,60.6308,660000,132,1825.27,-8691.048828125,32.9063,132
2545.02,59.7051,665000,133,2146.57,-8957.4560546875,30.011,133
2520.96,61.5571,670000,134,1779.67,-9011.765625,32.2529,134
1932.61,60.0276,675000,135,1624.46,-8936.23046875,30.5273,135
2010.39,58.4448,680000,136,1868.14,-9487.4072265625,26.191,136
2306.87,60.5491,685000,137,2097.61,-9260.5712890625,31.3028,137
2474.02,60.0922,690000,138,1565.98,-11167.490234375,25.7995,138
2806.03,61.1187,695000,139,2226.23,-9264.154296875,33.5217,139
2030.31,58.205,700000,140,1865.24,-9705.9833984375,25.9675,140
2165.92,61.6892,705000,141,1573.14,-9854.7578125,32.8893,141
2436.75,57.5428,710000,142,2021.72,-9608.6650390625,28.1731,142
2769.7,60.0269,715000,143,2295.29,-9412.6748046875,33.4758,143
2885.93,58.5739,720000,144,1797.61,-10514.8818359375,27.0011,144
2415.5,56.7556,725000,145,1869.82,-9641.5693359375,27.5889,145
2843.44,58.6981,730000,146,2295.63,-9743.28125,32.546,146
2447.94,59.5024,735000,147,2035.9,-10915.5185546875,27.1062,147
1852.15,58.209,740000,148,1665.73,-10377.6435546875,27.6143,148
2649.2,60.9604,745000,149,2115.56,-10041.8310546875,32.2751,149
2635.27,58.9657,750000,150,1807.6,-10841.1533203125,28.7545,150
2484.98,58.6472,755000,151,1792.32,-10070.591796875,29.8659,151
3006.11,61.1502,760000,152,2419.42,-10117.056640625,33.2542,152
2525.48,57.9589,765000,153,2052.72,-11395.2265625,26.4673,153
2836.9,59.1811,770000,154,1862.35,-10420.4638671875,32.6477,154
3083.52,57.5036,775000,155,2418.96,-11212.7392578125,26.8074,155
2466.47,58.4146,780000,156,2058.12,-11266.5458984375,29.5144,156
2690.07,59.6415,785000,157,1799.56,-11242.5341796875,30.955,157
2619.11,61.0685,790000,158,2109.46,-11057.8798828125,34.4694,158
2670.31,59.7716,795000,159,2190.87,-11647.6357421875,29.446,159
2416.66,58.2339,800000,160,2326.64,-11876.798828125,26.7313,160
2663.62,58.0273,805000,161,1918.5,-11889.8916015625,26.3677,161
2044.72,57.6622,810000,162,2108.49,-11846.5888671875,26.601,162
2782.03,58.9445,815000,163,2412.25,-12036.59375,30.0729,163
3060.55,58.1361,820000,164,2162.07,-11504.2763671875,29.6412,164
2643.8,58.5711,825000,165,2204.72,-12430.671875,27.8992,165
2959.59,58.7131,830000,166,2260.58,-11913.9990234375,31.8306,166
2868.98,57.7308,835000,167,1584.94,-12101.763671875,28.6854,167
2960.68,57.8972,840000,168,2548.5,-13881.138671875,24.8918,168
2863.76,57.6298,845000,169,2285.18,-12395.4609375,26.9393,169
2903.74,61.0352,850000,170,2389.84,-12369.92578125,33.9989,170
3318.55,59.6612,855000,171,2402.36,-12117.8359375,30.6481,171
3182.91,57.299,860000,172,2491.14,-12575.431640625,29.8489,172
3038.01,58.8263,865000,173,2233.95,-13873.291015625,26.0296,173
2901.01,56.8493,870000,174,1911.92,-12822.1396484375,26.7616,174
3189.09,57.7525,875000,175,2164.85,-13944.794921875,25.6037,175
2958.24,58.6683,880000,176,2374.17,-13253.7001953125,30.6094,176
2972.68,57.7897,885000,177,2369.66,-13442.8134765625,28.0008,177
2665.79,58.0093,890000,178,2221.96,-13577.5263671875,30.9408,178
2842.62,56.1152,895000,179,2060.9,-14361.48828125,25.0254,179
2966.53,56.7896,900000,180,2512.99,-14633.306640625,27.2254,180
3099.84,58.8166,905000,181,2196.5,-14302.5224609375,30.5923,181
2706.35,56.7071,910000,182,2241.01,-13276.4365234375,28.975,182
3212.01,57.3686,915000,183,1778.84,-14480.787109375,26.4029,183
2520.46,57.4925,920000,184,2720.98,-14269.171875,28.2949,184
2860.65,56.6228,925000,185,2239.91,-15773.65625,23.1962,185
2968.96,56.5519,930000,186,2345.01,-16137.7138671875,21.7458,186
3132.02,59.5238,935000,187,2130.4,-15788.6435546875,29.5645,187
3453.27,58.0399,940000,188,2312.36,-14852.6552734375,30.3616,188
3146.43,61.4682,945000,189,2405.05,-15287.27734375,32.2669,189
3064.86,57.7698,950000,190,2064.12,-15767.6064453125,25.919,190
3502.24,59.9134,955000,191,2436.01,-14697.5517578125,32.5844,191
3380.04,57.5249,960000,192,2144.91,-16048.8740234375,26.678,192
2843.11,57.6718,965000,193,1917.38,-15983.6201171875,26.755,193
3532.83,55.9654,970000,194,2252.85,-14821.865234375,26.6104,194
3213.81,57.8543,975000,195,2655.47,-14762.654296875,30.0232,195
3247.76,59.0544,980000,196,2524.42,-15697.28125,29.7689,196
3332.13,58.6825,985000,197,2423.35,-16295.5263671875,31.2075,197
3672.2,57.3517,990000,198,2729.06,-16306.150390625,27.64,198
3248.15,56.3612,995000,199,2486.89,-16173.771484375,28.5115,199
2963.1,58.9568,1000000,200,2521.14,-16419.970703125,28.671,200
3221.03,59.9002,1005000,201,2629.5,-16337.728515625,30.0001,201
3431.36,58.3993,1010000,202,1763.83,-16058.0361328125,31.7443,202
3141.8,57.6574,1015000,203,2162.17,-17447.2421875,26.1618,203
2796.1,57.9553,1020000,204,2400.04,-16884.32421875,28.8062,204
3132.12,57.828,1025000,205,2237.86,-17039.8046875,28.8937,205
3317.26,56.2806,1030000,206,1944.2,-17151.00390625,25.8071,206
3341.59,58.6647,1035000,207,2604.41,-16749.427734375,30.8581,207
3245.05,57.4208,1040000,208,2077.88,-18249.02734375,26.7588,208
3254.04,56.8015,1045000,209,2383.78,-17200.826171875,29.1664,209
3246.89,57.7442,1050000,210,2219.24,-17996.42578125,31.128,210
2739.82,58.2478,1055000,211,2122.07,-18390.30859375,30.1738,211
2883.69,58.4692,1060000,212,2256.16,-18387.921875,27.9793,212
3052.55,57.8834,1065000,213,2283.36,-18418.5,28.427,213
2871.68,59.9618,1070000,214,2186.29,-19259.40234375,29.3151,214
3573.16,59.961,1075000,215,2043.11,-17603.119140625,33.1613,215
3201.49,57.9165,1080000,216,1998.97,-18528.4296875,30.0451,216
3424.33,59.8788,1085000,217,2585.68,-18677.810546875,33.3761,217
3268.79,60.3539,1090000,218,2443.54,-18342.328125,35.0472,218
3027.15,59.8963,1095000,219,2563.21,-19600.6875,32.2849,219
3588.16,60.5296,1100000,220,2397.63,-20183.841796875,31.5583,220
2644.05,59.9158,1105000,221,2705.25,-19178.427734375,32.387,221
3255.56,62.9625,1110000,222,2720.44,-19518.244140625,37.1864,222
4044.42,60.2567,1115000,223,2781.85,-20049.48046875,35.3325,223
3686.39,59.0933,1120000,224,3107.26,-19375.09375,32.2377,224
3375.14,59.1136,1125000,225,2622.43,-21157.6015625,28.3079,225
3316.75,59.5468,1130000,226,2633.1,-19855.982421875,31.9931,226
3618.07,60.1499,1135000,227,2542.92,-20821.021484375,30.565,227
3502.5,60.8974,1140000,228,2574.25,-19951.962890625,36.3734,228
2615.25,59.6292,1145000,229,2062.44,-20996.310546875,31.2309,229
3678.71,59.0754,1150000,230,2299.07,-21153.052734375,30.7345,230
3106.16,60.956,1155000,231,2480.83,-21210.83203125,33.8921,231
3269.47,60.5517,1160000,232,2800.98,-21183.376953125,32.6707,232
3997.16,60.3176,1165000,233,2726.6,-21698.748046875,33.3205,233
3900.22,62.3456,1170000,234,3047.62,-21511.6796875,36.2068,234
3382.46,61.1674,1175000,235,3188.84,-22125.03515625,35.2971,235
3750.09,60.6559,1180000,236,2886.97,-23458.931640625,31.9921,236
3883.84,62.9117,1185000,237,2766.42,-22050.6796875,38.5854,237
3969.77,61.9225,1190000,238,2897.64,-23959.66796875,36.1253,238
3378.03,62.065,1195000,239,2910.43,-23363.798828125,36.7352,239
4016.44,63.3741,1200000,240,3092.9,-23251.044921875,37.304,240
3594.3,63.7456,1205000,241,2826.4,-23328.775390625,39.5025,241
4154.81,63.8659,1210000,242,3067.51,-23572.529296875,40.5007,242
4104.65,62.4547,1215000,243,2976.17,-24042.40625,36.8316,243
3821.71,62.4987,1220000,244,3136.49,-24222.08984375,36.6446,244
3987.95,62.6202,1225000,245,2897.75,-23333.048828125,37.6625,245
3779.02,62.8139,1230000,246,3119.67,-23177.982421875,39.6462,246
4092.06,63.1621,1235000,247,3293.24,-23924.84375,39.4966,247
3926.05,61.8533,1240000,248,2954.13,-24571.595703125,36.0375,248
4093.48,62.4521,1245000,249,2640.45,-24235.31640625,40.1185,249
4242.35,64.4735,1250000,250,3082.52,-24636.794921875,42.2152,250
4115.05,60.9676,1255000,251,3230.92,-25831.767578125,35.8211,251
3645.01,61.9769,1260000,252,3211.72,-25438.9765625,38.9192,252
3900.67,62.7424,1265000,253,3151.14,-25857.98046875,39.178,253
4341.64,64.7918,1270000,254,3222.57,-25576.521484375,44.4591,254
4079.73,64.2822,1275000,255,3437.07,-25570.390625,41.967,255
3925.14,61.9388,1280000,256,3041.11,-26852.3515625,35.4964,256
4227.75,62.906,1285000,257,3315.19,-27124.115234375,38.7996,257
3817.94,65.3571,1290000,258,3371.92,-27111.5,44.7027,258
4243.95,62.7261,1295000,259,3544.74,-27138.9921875,40.2742,259
4244.76,65.0844,1300000,260,3234.23,-26726.77734375,42.6247,260
4193.48,65.3284,1305000,261,2981.47,-27476.990234375,45.021,261
4182.93,62.7299,1310000,262,3269.19,-28508.31640625,38.7277,262
3749.82,68.2293,1315000,263,3462.02,-27831.029296875,46.1055,263
4452.4,65.292,1320000,264,3579.51,-27751.916015625,44.7725,264
4433.42,64.3161,1325000,265,3435.04,-28551.619140625,41.4907,265
4256.24,64.9428,1330000,266,3272.99,-28755.673828125,42.7426,266
4084.38,64.9044,1335000,267,3592.28,-29244.42578125,42.7737,267
3824.39,64.7543,1340000,268,3620.08,-28429.736328125,44.9596,268
3473.6,64.1531,1345000,269,3292.03,-29258.154296875,40.4491,269
3842.9,65.2863,1350000,270,3396.29,-28598.845703125,45.2566,270
4491.2,64.1034,1355000,271,3184.48,-29201.01953125,42.8779,271
4544.91,66.1067,1360000,272,3404.17,-29321.685546875,45.1062,272
4304.19,63.3761,1365000,273,3660.12,-30713.6015625,40.7869,273
4642.16,66.8948,1370000,274,3703.74,-29451.8671875,47.6142,274
3927.09,65.5457,1375000,275,3561.21,-30652.734375,44.2952,275
4246.11,65.0004,1380000,276,3621.91,-30839.79296875,44.342,276
3587.98,64.4424,1385000,277,3473.34,-30420.9296875,42.9685,277
3189.86,65.5007,1390000,278,3425.17,-30461.1328125,44.5156,278
4178.3,64.7862,1395000,279,3707.15,-31413.103515625,42.5801,279
4033.27,65.0557,1400000,280,3424.44,-31427.046875,44.7907,280
4049.69,65.4984,1405000,281,3573.24,-31327.244140625,43.0291,281
4509.52,62.4014,1410000,282,3477.56,-31580.419921875,40.4634,282
4310.1,67.2097,1415000,283,3744.18,-32281.86328125,51.1498,283
4714.59,65.9104,1420000,284,3912.36,-32256.6796875,46.9361,284
4672.05,67.0617,1425000,285,3827.81,-32428.611328125,48.4028,285
4444.2,66.2991,1430000,286,4073.51,-32342.935546875,46.3648,286
4502.82,65.3723,1435000,287,3477.05,-34013.75390625,44.9121,287
4566.26,67.6115,1440000,288,3863.31,-33952.2421875,49.9319,288
4624.24,65.5249,1445000,289,3619.03,-33360.25,46.0744,289
4514.91,63.5963,1450000,290,3660.87,-33571.17578125,38.1033,290
4707.22,67.074,1455000,291,4148.82,-33101.9140625,48.1289,291
4735.62,65.7713,1460000,292,3972.6,-32989.83984375,47.8764,292
4288.59,64.7158,1465000,293,3548.34,-33722.05078125,46.5509,293
4916.9,65.3641,1470000,294,3765.81,-34503.8359375,46.7924,294
4791.37,66.487,1475000,295,4330.87,-34370.6640625,46.7644,295
4665.33,67.9202,1480000,296,3843.73,-34369.64453125,48.0207,296
4632.04,67.0807,1485000,297,3844.24,-34151.5,48.8919,297
4724.61,65.4262,1490000,298,3980.42,-34774.375,44.0261,298
4785.24,69.5554,1495000,299,4300.92,-34501.4453125,50.946,299
4877.83,66.8638,1500000,300,4020.39,-34077.63671875,46.0856,300
4931.82,70.2728,1505000,301,4320.4,-34926.72265625,54.273,301
4771.0,69.9063,1510000,302,4371.78,-34828.7109375,54.3825,302
4459.1,66.1147,1515000,303,4017.27,-35260.38671875,44.701,303
4965.2,68.4695,1520000,304,4247.23,-36219.98828125,52.5051,304
4711.24,70.2979,1525000,305,4273.51,-35685.3671875,53.3033,305
4442.11,67.1878,1530000,306,4325.14,-35205.51953125,51.4192,306
4510.63,71.2103,1535000,307,3696.41,-35236.86328125,53.5563,307
4927.13,70.6015,1540000,308,4569.6,-37111.87109375,55.8034,308
5023.13,66.3251,1545000,309,3949.56,-37094.47265625,45.906,309
4608.84,69.5542,1550000,310,4207.14,-35916.7265625,52.2865,310
4956.84,68.6594,1555000,311,4182.41,-36839.6953125,50.4738,311
4934.28,68.1733,1560000,312,4017.63,-36858.94140625,47.847,312
4898.5,72.7377,1565000,313,4349.08,-36999.171875,55.5935,313
4704.52,71.0975,1570000,314,4413.23,-36485.73828125,52.8171,314
4913.22,68.7559,1575000,315,4721.35,-38157.18359375,47.6064,315
5110.27,71.1265,1580000,316,4167.8,-37156.80859375,54.1001,316
4952.16,68.7293,1585000,317,4452.04,-37839.26171875,50.9026,317
4703.87,70.0957,1590000,318,4046.61,-37632.3671875,51.9373,318
4884.37,70.2152,1595000,319,4535.7,-40314.609375,55.6694,319
4878.89,72.7941,1600000,320,4599.87,-39101.14453125,57.4698,320
5045.14,71.2638,1605000,321,4413.37,-39151.703125,56.7117,321
5156.42,68.2303,1610000,322,4348.44,-38589.0078125,49.0533,322
5060.78,71.4353,1615000,323,4257.68,-39613.6640625,57.6839,323
5070.77,68.7481,1620000,324,4268.99,-40054.0234375,51.5496,324
5176.91,72.0689,1625000,325,4481.54,-41232.96875,57.6337,325
5176.54,72.4596,1630000,326,4540.99,-39603.95703125,55.4485,326
4932.08,72.6644,1635000,327,4687.02,-40743.74609375,59.0596,327
4881.85,69.9103,1640000,328,4828.31,-40624.86328125,54.0941,328
5154.84,74.5132,1645000,329,4732.52,-42076.1015625,59.9868,329
5133.09,70.4727,1650000,330,4755.29,-41887.63671875,56.4906,330
5180.13,70.8623,1655000,331,4516.08,-41390.06640625,56.1668,331
5075.08,73.5108,1660000,332,4505.36,-41816.8203125,60.6255,332
4956.66,73.9828,1665000,333,4243.84,-41245.53125,57.647,333
4847.23,75.6104,1670000,334,4285.18,-42435.99609375,61.9099,334
4598.06,68.8515,1675000,335,4508.22,-42812.3046875,53.2481,335
4932.94,70.7279,1680000,336,3896.03,-41933.8515625,58.1858,336
5079.55,73.1692,1685000,337,4790.84,-43234.0703125,59.9042,337
5312.0,74.5687,1690000,338,4505.6,-43116.44921875,63.0067,338
5089.79,74.3554,1695000,339,4633.16,-43193.82421875,62.9514,339
4493.81,73.2147,1700000,340,4157.25,-41406.59375,57.3786,340
5256.61,75.2988,1705000,341,4208.46,-43123.06640625,60.8672,341
4430.13,73.7895,1710000,342,3859.0,-42361.71484375,60.6386,342
4898.25,69.3454,1715000,343,4406.45,-42110.99609375,54.5983,343
5010.95,72.699,1720000,344,4480.5,-44012.10546875,58.0163,344
4671.45,73.859,1725000,345,4772.73,-42609.296875,57.1994,345
4922.37,73.4271,1730000,346,4447.43,-42512.37890625,58.3939,346
5051.47,74.6834,1735000,347,4286.29,-45412.953125,64.6985,347
5145.39,75.3835,1740000,348,4702.38,-45715.1171875,63.0233,348
5153.27,75.9891,1745000,349,4716.28,-44939.32421875,65.0484,349
5187.84,75.0636,1750000,350,4733.21,-45837.41015625,62.7956,350
5043.59,74.816,1755000,351,4132.51,-46534.59765625,63.3971,351
-1966.92,113.2271,1760000,352,-2111.22,-46498.55859375,275.9983,352
-929.2,100.3731,1765000,353,-739.41,-42049.265625,367.8047,353
-308.4,94.9343,1770000,354,-330.02,-43012.984375,478.8605,354
-192.16,89.9279,1775000,355,-346.88,-41142.16015625,323.5226,355
-850.28,87.3739,1780000,356,-552.22,-39625.43359375,331.7946,356
-739.83,93.0685,1785000,357,-680.3,-43771.359375,226.6195,357
585.98,77.8893,1790000,358,562.02,-48378.9296875,79.4091,358
553.38,80.3475,1795000,359,526.36,-46330.734375,69.3433,359
769.67,72.5902,1800000,360,799.6,-43086.93359375,82.2384,360
326.3,106.9952,1805000,361,-94.14,-46122.9765625,134.1461,361
-368.08,83.9433,1810000,362,-316.39,-40943.55859375,122.0959,362
95.25,78.1226,1815000,363,424.18,-44968.23828125,71.7899,363
368.26,68.3729,1820000,364,356.15,-43193.30859375,52.9567,364
-28.18,80.3546,1825000,365,-64.67,-44601.85546875,86.0143,365
183.47,76.9035,1830000,366,336.01,-46991.4765625,67.6275,366
545.57,74.1763,1835000,367,570.19,-49106.23046875,100.8298,367
982.16,73.8413,1840000,368,1158.79,-45871.28515625,50.8482,368
110.05,73.9864,1845000,369,218.9,-49602.91015625,131.2479,369
252.96,74.3284,1850000,370,461.25,-48719.109375,166.0846,370
1069.33,74.2608,1855000,371,1167.65,-55385.0546875,60.9555,371
865.47,76.0202,1860000,372,732.6,-55497.37109375,58.7001,372
573.84,75.8091,1865000,373,619.04,-56196.95703125,54.576,373
1093.11,72.6566,1870000,374,722.59,-56440.703125,49.7699,374
892.68,72.8599,1875000,375,997.21,-51765.90234375,81.5361,375
1197.99,71.1128,1880000,376,1064.09,-51879.6328125,88.7686,376
1569.33,72.0772,1885000,377,1362.39,-50312.25390625,112.5195,377
1124.55,72.5305,1890000,378,848.46,-52114.40234375,92.6624,378
1908.48,70.1374,1895000,379,1407.55,-53625.2109375,53.1982,379
1823.21,71.7204,1900000,380,882.24,-50397.58984375,58.3326,380
2299.86,70.7748,1905000,381,1123.4,-53156.9140625,55.4727,381
2308.87,73.7403,1910000,382,1666.84,-53562.1484375,80.9358,382
1636.94,72.7033,1915000,383,1550.76,-52516.59375,110.3252,383
1502.87,69.5236,1920000,384,1008.61,-50968.69921875,55.0382,384
1919.41,68.8214,1925000,385,1648.95,-51548.26953125,56.3044,385
2085.85,68.1943,1930000,386,1390.49,-53063.20703125,76.8637,386
2114.45,69.0023,1935000,387,1292.95,-50460.3515625,51.8695,387
2418.99,69.8116,1940000,388,1114.37,-52068.47265625,55.3032,388
2005.64,67.438,1945000,389,1402.13,-51601.44921875,46.3192,389
1295.8,68.2761,1950000,390,1674.55,-51615.671875,50.621,390
2167.33,69.3303,1955000,391,1710.63,-53804.1171875,65.5445,391
1657.34,71.3394,1960000,392,1857.68,-52270.22265625,62.0759,392
2353.53,70.8167,1965000,393,2119.57,-54574.40625,59.726,393
2131.09,69.9955,1970000,394,2452.33,-51478.01953125,55.3641,394
