Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Reward Loss,Running Update Time
156.7496,88,15.619,1830.94,440000,2161.18,-2975.166015625,88
156.8997,89,15.61,1786.04,445000,2133.16,-3022.145751953125,89
156.8134,90,15.4308,1803.74,450000,2125.68,-3070.3173828125,90
156.8285,91,15.4867,1799.94,455000,2153.9,-3113.983642578125,91
156.8927,92,15.4737,1801.84,460000,2123.74,-3156.496826171875,92
156.8153,93,15.2305,1786.35,465000,2114.35,-3171.89794921875,93
156.9928,94,15.5189,1795.58,470000,2169.76,-3245.948486328125,94
156.8703,95,15.6346,1811.81,475000,2177.94,-3269.096923828125,95
156.9035,96,15.5147,1781.76,480000,2171.14,-3294.345458984375,96
156.8459,97,15.0488,1774.15,485000,2130.51,-3338.3701171875,97
157.0372,98,15.7509,1818.19,490000,2185.64,-3377.79443359375,98
156.8605,99,15.6273,1794.47,495000,2171.21,-3441.38037109375,99
156.9994,100,15.4874,1806.67,500000,2178.21,-3462.42724609375,100
156.7981,101,15.4209,1812.25,505000,2198.48,-3496.9228515625,101
156.9043,102,15.339,1820.21,510000,2159.09,-3545.110107421875,102
156.8405,103,15.2646,1785.09,515000,2116.06,-3618.563232421875,103
156.748,104,15.4683,1809.51,520000,2175.26,-3644.40478515625,104
156.5961,105,15.3858,1805.99,525000,2157.89,-3658.74072265625,105
156.809,106,15.4746,1839.18,530000,2181.94,-3737.77734375,106
156.634,107,15.3595,1831.52,535000,2200.27,-3785.10302734375,107
156.692,108,15.2468,1820.86,540000,2175.61,-3828.371826171875,108
156.8923,109,15.6103,1855.8,545000,2201.96,-3881.100830078125,109
156.9033,110,15.69,1835.77,550000,2180.79,-3920.038818359375,110
156.6999,111,15.1478,1789.22,555000,2102.3,-3986.849365234375,111
156.7111,112,15.5377,1827.47,560000,2181.67,-4012.95458984375,112
156.8558,113,15.5032,1798.48,565000,2174.54,-4099.00732421875,113
156.8862,114,15.297,1807.97,570000,2139.94,-4105.79833984375,114
156.8392,115,15.1585,1828.73,575000,2150.09,-4163.2421875,115
156.702,116,15.4363,1859.6,580000,2221.6,-4169.00439453125,116
156.7294,117,15.2858,1819.88,585000,2167.1,-4251.5361328125,117
157.0098,118,15.4863,1845.12,590000,2207.75,-4270.2900390625,118
157.0106,119,15.3141,1829.1,595000,2178.79,-4358.73388671875,119
156.8302,120,15.4447,1833.96,600000,2188.34,-4393.17626953125,120
156.6618,121,15.3866,1863.37,605000,2184.25,-4400.30517578125,121
156.7737,122,15.579,1830.5,610000,2186.85,-4468.30078125,122
156.7038,123,15.4733,1842.6,615000,2173.17,-4540.57421875,123
156.9245,124,15.4146,1835.94,620000,2170.73,-4588.619140625,124
156.9736,125,15.3403,1855.98,625000,2194.0,-4655.416015625,125
156.7225,126,15.2947,1871.37,630000,2200.15,-4699.3740234375,126
156.8046,127,15.2079,1849.44,635000,2214.43,-4743.4580078125,127
156.7164,128,15.4266,1850.55,640000,2211.37,-4781.44873046875,128
156.8694,129,15.4285,1866.74,645000,2209.59,-4831.75830078125,129
156.7027,130,15.1892,1827.43,650000,2182.06,-4875.59130859375,130
156.8322,131,15.4081,1854.16,655000,2179.46,-4946.8544921875,131
156.7746,132,15.7039,1872.03,660000,2245.9,-4969.86669921875,132
156.776,133,15.3459,1880.82,665000,2249.58,-4983.20556640625,133
156.8997,134,15.5679,1868.61,670000,2222.63,-5102.1201171875,134
156.8649,135,15.7275,1899.48,675000,2241.9,-5081.35888671875,135
156.669,136,15.1957,1849.32,680000,2199.38,-5123.5947265625,136
156.7027,137,15.2717,1845.96,685000,2198.64,-5176.109375,137
156.7721,138,15.3603,1841.67,690000,2181.2,-5226.2939453125,138
156.74,139,15.4021,1890.74,695000,2227.61,-5238.4853515625,139
156.8053,140,15.4227,1877.8,700000,2254.52,-5280.9248046875,140
156.6761,141,15.4906,1866.21,705000,2224.69,-5332.8916015625,141
156.6837,142,15.6517,1889.06,710000,2235.73,-5376.6533203125,142
156.6802,143,15.5981,1871.47,715000,2221.39,-5388.83740234375,143
156.8342,144,15.5696,1892.56,720000,2269.7,-5403.31689453125,144
156.6236,145,15.7274,1854.77,725000,2201.14,-5460.96533203125,145
156.7152,146,15.2821,1886.97,730000,2232.72,-5489.28173828125,146
156.5237,147,15.2443,1865.62,735000,2172.97,-5562.00341796875,147
156.6443,148,15.3094,1869.74,740000,2244.24,-5578.908203125,148
156.7124,149,15.3835,1886.1,745000,2242.87,-5576.6904296875,149
156.7326,150,15.3201,1895.6,750000,2222.63,-5591.1708984375,150
156.8319,151,15.6141,1928.14,755000,2270.01,-5631.4580078125,151
156.7601,152,15.5984,1899.11,760000,2225.87,-5703.337890625,152
156.6401,153,15.3232,1902.57,765000,2243.98,-5695.74169921875,153
156.5979,154,15.5195,1914.66,770000,2253.65,-5766.81494140625,154
156.8317,155,15.209,1869.19,775000,2239.32,-5814.23828125,155
156.7489,156,15.2369,1863.71,780000,2219.7,-5833.552734375,156
156.8435,157,15.5752,1903.75,785000,2214.22,-5889.40625,157
156.6573,158,15.3131,1893.9,790000,2237.98,-5920.8720703125,158
156.7122,159,15.3807,1895.99,795000,2223.9,-5970.03955078125,159
156.7475,160,15.3687,1874.91,800000,2226.3,-5997.12646484375,160
156.6471,161,15.5343,1890.43,805000,2239.44,-6032.3486328125,161
156.775,162,14.7954,1833.53,810000,2174.91,-6067.1220703125,162
156.7166,163,15.5976,1868.56,815000,2253.64,-6123.99462890625,163
156.703,164,15.2541,1894.7,820000,2227.18,-6165.28076171875,164
156.8546,165,15.3464,1899.62,825000,2259.98,-6204.3291015625,165
156.6202,166,15.1058,1865.37,830000,2237.63,-6199.4951171875,166
156.6882,167,15.3921,1886.37,835000,2231.34,-6305.6220703125,167
156.6224,168,15.0156,1863.94,840000,2243.31,-6310.18994140625,168
156.7092,169,14.9883,1872.13,845000,2223.09,-6326.5078125,169
156.8068,170,15.4215,1913.49,850000,2261.28,-6383.541015625,170
156.7109,171,15.315,1890.55,855000,2199.11,-6419.1494140625,171
156.7297,172,15.1004,1896.78,860000,2246.36,-6450.4306640625,172
156.7297,173,15.1797,1883.15,865000,2217.11,-6495.2275390625,173
156.6889,174,15.1327,1879.23,870000,2226.84,-6541.27734375,174
156.6707,175,15.2899,1923.03,875000,2242.44,-6573.67578125,175
156.8112,176,15.1277,1912.05,880000,2226.22,-6629.166015625,176
156.634,177,15.5095,1895.62,885000,2241.53,-6665.11279296875,177
156.6018,178,15.3061,1931.49,890000,2292.04,-6632.5703125,178
156.663,179,15.2542,1858.01,895000,2224.53,-6753.1650390625,179
156.5721,180,15.0554,1889.67,900000,2236.42,-6779.81396484375,180
156.6211,181,15.1881,1864.92,905000,2216.73,-6849.91162109375,181
156.7318,182,15.3298,1904.85,910000,2214.69,-6893.05517578125,182
156.8343,183,15.5138,1901.55,915000,2280.15,-6942.0166015625,183
156.6872,184,15.1973,1890.51,920000,2226.56,-7016.7099609375,184
156.6765,185,15.2482,1899.14,925000,2227.17,-6939.91748046875,185
156.6754,186,15.3969,1911.86,930000,2282.37,-7026.98046875,186
156.5816,187,14.9971,1882.55,935000,2241.53,-7097.068359375,187
156.8563,188,15.2127,1898.74,940000,2266.44,-7158.58984375,188
156.5669,189,15.3631,1909.03,945000,2240.63,-7191.423828125,189
156.5959,190,15.1506,1888.78,950000,2220.95,-7216.13134765625,190
156.6949,191,15.0613,1906.95,955000,2237.78,-7272.85400390625,191
156.5932,192,15.4111,1923.3,960000,2276.66,-7305.70751953125,192
156.6845,193,15.0093,1914.6,965000,2235.45,-7323.71923828125,193
156.6079,194,15.2153,1912.55,970000,2212.22,-7383.2158203125,194
156.7818,195,15.0683,1870.6,975000,2235.68,-7451.3017578125,195
156.7027,196,15.2696,1927.85,980000,2292.97,-7476.236328125,196
156.5539,197,15.1418,1911.94,985000,2268.94,-7495.57373046875,197
156.7055,198,15.3651,1913.94,990000,2256.98,-7533.0322265625,198
156.762,199,15.1684,1928.75,995000,2234.36,-7572.27490234375,199
156.6849,200,15.093,1910.53,1000000,2232.43,-7611.6025390625,200
156.6656,201,15.0356,1902.19,1005000,2212.82,-7642.015625,201
156.7199,202,15.0664,1901.46,1010000,2204.66,-7670.46240234375,202
156.6763,203,15.162,1900.81,1015000,2232.64,-7682.80078125,203
156.6146,204,15.1309,1904.67,1020000,2205.57,-7723.30615234375,204
156.6844,205,15.1867,1907.11,1025000,2260.55,-7753.28759765625,205
156.659,206,14.924,1889.85,1030000,2247.79,-7754.47119140625,206
156.6843,207,14.9987,1901.62,1035000,2217.48,-7806.36279296875,207
156.6947,208,15.2089,1877.68,1040000,2214.03,-7852.0703125,208
156.6145,209,15.042,1907.99,1045000,2233.74,-7864.74267578125,209
156.5819,210,15.095,1894.16,1050000,2204.85,-7892.796875,210
156.5999,211,14.9819,1903.46,1055000,2224.59,-7932.83203125,211
156.754,212,15.1773,1906.5,1060000,2241.54,-7956.515625,212
156.7925,213,15.0974,1889.82,1065000,2207.95,-7996.0205078125,213
156.623,214,15.0701,1910.36,1070000,2226.28,-8005.23291015625,214
156.5676,215,15.1038,1908.03,1075000,2226.95,-8026.80859375,215
156.6639,216,15.259,1878.26,1080000,2198.74,-8101.6416015625,216
156.6129,217,15.0406,1903.86,1085000,2239.05,-8106.6982421875,217
156.7576,218,15.0785,1896.85,1090000,2223.61,-8140.28662109375,218
156.7254,219,15.1418,1905.51,1095000,2215.47,-8154.255859375,219
156.5919,220,15.0492,1896.27,1100000,2232.16,-8213.7958984375,220
156.5744,221,15.0324,1912.66,1105000,2228.87,-8227.76953125,221
156.6942,222,15.0968,1918.04,1110000,2260.25,-8277.900390625,222
156.6731,223,15.2704,1900.13,1115000,2231.81,-8335.3955078125,223
156.6753,224,15.2291,1900.98,1120000,2210.05,-8362.0341796875,224
156.6723,225,15.1077,1920.94,1125000,2252.29,-8361.560546875,225
156.7606,226,15.1714,1924.66,1130000,2249.83,-8391.3896484375,226
156.6031,227,15.1971,1894.78,1135000,2231.87,-8445.3525390625,227
156.6675,228,15.234,1918.98,1140000,2235.69,-8459.7880859375,228
156.6148,229,15.1064,1902.46,1145000,2247.87,-8511.4990234375,229
156.7571,230,15.2488,1911.15,1150000,2254.09,-8539.7412109375,230
156.8119,231,15.2975,1917.32,1155000,2253.59,-8570.0283203125,231
156.7948,232,15.1278,1916.53,1160000,2257.78,-8581.279296875,232
156.8421,233,15.2733,1927.33,1165000,2276.86,-8604.9130859375,233
156.5794,234,15.1682,1931.04,1170000,2256.03,-8629.3369140625,234
156.5602,235,15.2422,1925.74,1175000,2280.0,-8676.64453125,235
156.7599,236,15.4161,1926.66,1180000,2257.22,-8716.056640625,236
156.656,237,15.2571,1929.62,1185000,2234.75,-8743.927734375,237
156.7449,238,15.2777,1924.26,1190000,2266.14,-8789.06640625,238
156.8228,239,15.3636,1918.66,1195000,2266.57,-8794.8994140625,239
156.6694,240,15.3036,1940.44,1200000,2282.93,-8842.5908203125,240
156.7503,241,15.2348,1910.88,1205000,2248.25,-8868.833984375,241
156.616,242,15.2591,1924.9,1210000,2275.52,-8896.0380859375,242
156.7721,243,15.0885,1917.76,1215000,2254.0,-8927.5302734375,243
156.6892,244,15.3121,1923.85,1220000,2250.13,-8991.7734375,244
156.694,245,15.3013,1927.43,1225000,2265.92,-8991.2158203125,245
156.6288,246,15.2264,1920.56,1230000,2266.2,-9033.5517578125,246
156.6948,247,15.1933,1914.85,1235000,2254.0,-9038.6962890625,247
156.714,248,15.3268,1936.05,1240000,2265.76,-9104.2666015625,248
156.7004,249,15.235,1924.5,1245000,2264.22,-9139.8232421875,249
156.681,250,15.3253,1940.1,1250000,2261.01,-9173.701171875,250
156.6607,251,15.2287,1918.85,1255000,2257.63,-9182.07421875,251
156.69,252,15.2174,1929.33,1260000,2269.75,-9240.5126953125,252
156.7118,253,15.1404,1902.58,1265000,2244.05,-9238.875,253
156.746,254,15.3172,1936.56,1270000,2274.86,-9317.400390625,254
156.597,255,15.1344,1930.28,1275000,2277.06,-9344.8935546875,255
156.5361,256,15.1294,1915.22,1280000,2256.98,-9375.556640625,256
156.6753,257,15.0994,1914.85,1285000,2262.32,-9389.734375,257
156.8321,258,15.2826,1915.36,1290000,2279.55,-9449.0361328125,258
156.8343,259,15.2757,1926.81,1295000,2276.62,-9482.3798828125,259
156.7522,260,15.2066,1920.67,1300000,2263.0,-9516.353515625,260
156.6394,261,15.15,1933.98,1305000,2266.31,-9509.59375,261
156.8312,262,15.3264,1933.06,1310000,2290.86,-9580.673828125,262
156.5367,263,15.1372,1936.38,1315000,2283.03,-9571.798828125,263
156.8334,264,15.1964,1922.71,1320000,2298.81,-9626.7080078125,264
156.6082,265,15.2151,1929.7,1325000,2290.52,-9623.1484375,265
156.7366,266,15.2146,1935.25,1330000,2300.44,-9687.2109375,266
156.6821,267,15.2016,1925.74,1335000,2280.74,-9699.888671875,267
156.8293,268,15.3582,1942.46,1340000,2294.26,-9759.509765625,268
156.5657,269,15.3242,1930.32,1345000,2287.92,-9794.7392578125,269
156.7196,270,15.3153,1935.6,1350000,2291.12,-9814.298828125,270
156.7482,271,15.4569,1929.22,1355000,2305.52,-9840.6201171875,271
156.6907,272,15.3713,1955.17,1360000,2299.19,-9853.509765625,272
156.7094,273,15.4471,1958.37,1365000,2303.11,-9870.947265625,273
156.7753,274,15.3981,1947.86,1370000,2306.64,-9908.2578125,274
156.7126,275,15.4012,1944.48,1375000,2314.22,-9927.3291015625,275
156.7602,276,15.6092,1937.86,1380000,2314.72,-9976.3896484375,276
156.7357,277,15.3424,1931.08,1385000,2308.29,-9988.3310546875,277
156.8193,278,15.4603,1945.01,1390000,2315.26,-10001.611328125,278
156.8129,279,15.5481,1896.14,1395000,2282.43,-10073.587890625,279
156.6945,280,15.5296,1945.86,1400000,2304.83,-10027.66015625,280
156.7704,281,15.606,1951.6,1405000,2310.8,-10133.5263671875,281
156.8706,282,15.4835,1926.81,1410000,2275.94,-10106.9013671875,282
156.7845,283,15.6812,1944.87,1415000,2321.7,-10127.2421875,283
156.9182,284,15.5874,1945.04,1420000,2311.37,-10213.4443359375,284
156.7847,285,15.5458,1932.47,1425000,2303.62,-10192.537109375,285
156.801,286,15.4843,1932.37,1430000,2306.22,-10177.419921875,286
156.8198,287,15.4419,1928.04,1435000,2303.69,-10225.6162109375,287
156.8265,288,15.375,1926.39,1440000,2296.32,-10254.6943359375,288
156.7253,289,15.3464,1935.6,1445000,2312.05,-10248.8271484375,289
156.7843,290,15.5612,1955.24,1450000,2319.77,-10318.94921875,290
156.7417,291,15.3588,1945.72,1455000,2311.73,-10309.8115234375,291
156.7645,292,15.3333,1940.52,1460000,2304.8,-10316.7763671875,292
156.7956,293,15.34,1942.7,1465000,2296.8,-10347.1162109375,293
156.7823,294,15.5645,1976.82,1470000,2324.28,-10387.7958984375,294
156.5985,295,15.392,1952.1,1475000,2304.11,-10395.0771484375,295
156.6177,296,15.3233,1958.39,1480000,2306.63,-10377.8447265625,296
156.6537,297,15.5995,1957.27,1485000,2319.8,-10451.61328125,297
156.717,298,15.3185,1953.57,1490000,2317.09,-10451.81640625,298
156.7027,299,15.5091,1961.83,1495000,2330.66,-10457.091796875,299
156.8315,300,15.2943,1952.99,1500000,2302.56,-10477.30859375,300
156.7483,301,15.3726,1948.22,1505000,2310.34,-10482.4501953125,301
156.8308,302,15.2943,1946.34,1510000,2300.39,-10488.7548828125,302
156.7998,303,15.1735,1973.32,1515000,2285.69,-10539.1884765625,303
156.7992,304,15.2199,1942.2,1520000,2301.61,-10544.62109375,304
156.6984,305,15.4001,1973.1,1525000,2311.95,-10566.3896484375,305
156.7197,306,14.6893,1944.15,1530000,2300.35,-10649.2822265625,306
156.6066,307,15.2665,1958.74,1535000,2307.47,-10606.1767578125,307
156.6052,308,15.2807,1960.01,1540000,2332.12,-10617.205078125,308
156.7483,309,15.351,1960.59,1545000,2325.32,-10628.0087890625,309
156.7231,310,15.3948,1973.81,1550000,2336.25,-10664.2626953125,310
156.7205,311,15.6202,1964.96,1555000,2323.11,-10686.4912109375,311
156.5851,312,15.567,1952.39,1560000,2332.43,-10688.3310546875,312
156.5503,313,15.3581,1963.78,1565000,2325.41,-10687.3544921875,313
156.649,314,15.5224,1949.73,1570000,2316.15,-10746.96875,314
156.7031,315,15.5699,1971.93,1575000,2338.87,-10738.9306640625,315
156.676,316,15.4449,1965.15,1580000,2337.45,-10749.529296875,316
156.7278,317,15.43,1952.55,1585000,2319.43,-10747.3759765625,317
156.7391,318,15.5021,1968.1,1590000,2329.11,-10791.6279296875,318
156.668,319,15.5264,1969.04,1595000,2326.29,-10786.8427734375,319
156.6251,320,15.4734,1950.71,1600000,2310.96,-10814.7578125,320
156.7454,321,15.6154,1974.26,1605000,2327.09,-10831.1435546875,321
156.7698,322,15.5384,1956.59,1610000,2328.08,-10838.044921875,322
156.61,323,15.3834,1977.93,1615000,2339.27,-10865.5576171875,323
156.6583,324,15.2762,1945.61,1620000,2311.78,-10856.4130859375,324
156.6164,325,15.4519,1960.67,1625000,2329.77,-10914.234375,325
156.7018,326,15.4913,1946.79,1630000,2337.75,-10887.8896484375,326
156.7142,327,15.4568,1956.19,1635000,2325.39,-10914.75,327
156.5705,328,15.6124,1959.21,1640000,2338.66,-10947.8984375,328
156.6694,329,15.511,1960.28,1645000,2327.05,-10966.7783203125,329
156.6852,330,15.4896,1966.14,1650000,2345.14,-10999.4189453125,330
156.6985,331,15.439,1959.85,1655000,2344.4,-11000.9130859375,331
156.698,332,15.4742,1956.54,1660000,2339.95,-11006.8759765625,332
156.6966,333,15.4678,1966.51,1665000,2348.21,-11031.482421875,333
156.5759,334,15.3399,1982.23,1670000,2336.07,-11042.7021484375,334
156.4931,335,15.3791,1962.28,1675000,2318.73,-11075.3271484375,335
156.6438,336,15.3701,1956.37,1680000,2336.92,-11088.064453125,336
156.7215,337,15.4335,1973.21,1685000,2335.1,-11096.8466796875,337
156.7416,338,15.4409,1959.46,1690000,2334.06,-11073.2646484375,338
156.6032,339,15.4705,1971.76,1695000,2337.7,-11125.71875,339
156.6373,340,15.3982,1958.75,1700000,2336.65,-11127.4384765625,340
156.6039,341,15.3146,1973.59,1705000,2314.63,-11118.0927734375,341
156.6405,342,15.5395,1970.04,1710000,2341.0,-11183.162109375,342
156.7332,343,15.5805,1987.65,1715000,2359.65,-11171.708984375,343
156.5779,344,15.3224,1960.06,1720000,2329.46,-11196.9111328125,344
156.7065,345,15.3974,1979.73,1725000,2344.09,-11221.328125,345
156.6305,346,15.5021,1988.49,1730000,2344.31,-11220.986328125,346
156.5165,347,15.5138,1970.66,1735000,2345.91,-11240.2666015625,347
156.6182,348,15.3702,1976.06,1740000,2342.23,-11227.990234375,348
156.6481,349,15.4519,1983.53,1745000,2328.0,-11276.876953125,349
156.6643,350,15.4905,1961.98,1750000,2327.18,-11275.54296875,350
156.5808,351,15.5174,1986.47,1755000,2353.97,-11310.46875,351
156.7029,352,15.3866,1975.59,1760000,2328.5,-11309.5625,352
156.6035,353,15.2151,1978.43,1765000,2335.21,-11330.2763671875,353
156.7476,354,15.1757,1975.37,1770000,2336.85,-11338.193359375,354
156.6381,355,15.4433,1988.11,1775000,2341.77,-11391.4453125,355
156.6563,356,15.273,1986.2,1780000,2326.94,-11377.525390625,356
156.6052,357,15.5052,1962.15,1785000,2342.59,-11388.005859375,357
156.6597,358,15.1972,1962.98,1790000,2319.47,-11414.4248046875,358
156.5525,359,15.3028,1979.8,1795000,2339.41,-11440.3916015625,359
156.6542,360,15.2793,1964.42,1800000,2348.64,-11457.2919921875,360
156.664,361,15.441,1985.31,1805000,2328.15,-11449.7392578125,361
156.5832,362,15.2054,1959.83,1810000,2303.9,-11478.1328125,362
156.6141,363,15.3057,1977.74,1815000,2328.63,-11468.8544921875,363
156.6469,364,15.2807,1975.75,1820000,2339.76,-11503.6298828125,364
156.4963,365,15.061,1967.79,1825000,2343.67,-11481.4755859375,365
156.6394,366,15.3398,1982.49,1830000,2356.08,-11535.3701171875,366
156.5664,367,15.4103,1991.93,1835000,2358.97,-11544.9677734375,367
156.4553,368,15.1436,1985.94,1840000,2347.7,-11557.3837890625,368
156.5781,369,15.4233,1980.53,1845000,2357.73,-11566.8154296875,369
156.595,370,15.1894,1969.87,1850000,2338.7,-11597.513671875,370
156.6671,371,15.2691,1984.54,1855000,2344.06,-11617.8994140625,371
156.5486,372,15.4357,1992.25,1860000,2350.55,-11618.962890625,372
156.5918,373,15.2998,1968.68,1865000,2334.09,-11618.150390625,373
156.6874,374,15.393,1979.27,1870000,2364.25,-11650.4140625,374
156.6486,375,15.3683,1975.68,1875000,2348.25,-11691.2421875,375
156.6991,376,15.4626,1991.62,1880000,2350.63,-11694.271484375,376
156.6104,377,15.1878,1970.62,1885000,2335.72,-11709.0888671875,377
156.5187,378,15.2329,1978.96,1890000,2335.44,-11723.5029296875,378
156.666,379,15.3075,1977.78,1895000,2338.81,-11766.05078125,379
156.6541,380,15.1878,1962.3,1900000,2353.33,-11746.16015625,380
156.681,381,15.3631,1985.06,1905000,2346.39,-11772.197265625,381
156.6324,382,15.3525,1991.19,1910000,2324.53,-11770.2841796875,382
156.684,383,15.287,1978.66,1915000,2338.94,-11780.671875,383
156.7685,384,15.3731,1979.85,1920000,2343.86,-11814.4013671875,384
156.567,385,15.3132,1979.46,1925000,2334.42,-11802.34375,385
