Real Det Return,Reward Loss,Running Reverse KL,Itration,Running Forward KL,Running Update Time,Real Sto Return,Running Env Steps
6172.65,-11942.9609375,60.0005,387,71.3698,387,4991.99,1935000
6089.02,-11095.392578125,48.2964,388,66.5132,388,4971.94,1940000
6166.89,-10846.8896484375,49.5248,389,66.8588,389,4904.3,1945000
6111.72,-12208.265625,63.5406,390,73.3218,390,5125.62,1950000
6092.19,-12121.5517578125,60.4982,391,72.2279,391,5167.06,1955000
5164.92,-11554.6552734375,56.4287,392,68.7186,392,4684.14,1960000
5777.16,-12197.162109375,62.8549,393,73.8434,393,4874.61,1965000
5883.07,-12060.822265625,61.2235,394,70.7689,394,5212.7,1970000
6087.14,-11626.28125,56.9961,395,69.4937,395,5156.9,1975000
5919.63,-12427.0888671875,64.6876,396,75.5292,396,4836.59,1980000
5471.97,-11170.708984375,50.8624,397,68.1499,397,4698.22,1985000
5809.56,-12464.12890625,67.385,398,77.3213,398,5587.18,1990000
6181.57,-12500.88671875,64.8488,399,74.2488,399,5731.11,1995000
6212.71,-12474.03125,67.4797,400,74.1505,400,5380.17,2000000
6174.02,-12538.021484375,62.6206,401,73.6654,401,5130.84,2005000
6132.19,-12531.6201171875,67.2149,402,76.24,402,5436.15,2010000
6170.1,-12629.646484375,65.7118,403,73.7476,403,5535.73,2015000
5998.1,-12462.892578125,65.4823,404,73.8863,404,5424.31,2020000
6020.95,-12545.6748046875,63.3466,405,75.6075,405,5258.02,2025000
6055.63,-12455.3701171875,65.4135,406,75.0484,406,5337.7,2030000
6215.18,-12195.37109375,57.686,407,70.6596,407,5427.67,2035000
5765.03,-12646.94140625,67.3925,408,74.86,408,4966.46,2040000
5869.58,-12665.9404296875,62.6689,409,73.823,409,5685.27,2045000
5868.39,-12300.943359375,63.2671,410,71.5183,410,4939.06,2050000
6022.91,-11360.474609375,53.7895,411,69.1557,411,4970.85,2055000
5594.17,-12827.73828125,65.8587,412,75.1757,412,5264.91,2060000
6236.07,-12667.3994140625,60.7252,413,72.3209,413,5779.84,2065000
5980.48,-12698.94921875,68.1058,414,75.684,414,5483.93,2070000
6041.25,-12588.712890625,61.1317,415,72.3367,415,4608.99,2075000
6005.29,-12668.2666015625,63.5456,416,74.3695,416,5381.47,2080000
6004.56,-12271.224609375,61.6083,417,70.2399,417,5350.23,2085000
6087.02,-12906.8759765625,66.2244,418,74.7881,418,5633.53,2090000
5947.58,-12664.703125,63.3865,419,74.594,419,5330.52,2095000
5968.12,-13021.064453125,64.3175,420,73.8241,420,5206.86,2100000
6206.55,-12544.9501953125,57.3812,421,70.0361,421,5316.09,2105000
6095.27,-12913.7099609375,66.2285,422,74.0896,422,4999.92,2110000
5585.55,-12860.9912109375,62.6322,423,73.5688,423,5512.31,2115000
5798.35,-12937.669921875,66.7442,424,74.6629,424,4794.85,2120000
6128.82,-12991.9970703125,62.3942,425,73.6386,425,5639.32,2125000
6037.11,-12866.92578125,62.361,426,74.043,426,5169.93,2130000
5801.19,-12953.3759765625,62.0896,427,73.7859,427,5117.42,2135000
5743.96,-12194.4951171875,58.2535,428,69.5705,428,4531.49,2140000
5625.33,-12916.0185546875,61.7485,429,73.0248,429,5152.43,2145000
6120.01,-13043.80078125,64.5582,430,74.5532,430,4907.43,2150000
6110.76,-13056.642578125,61.5916,431,72.1342,431,5370.83,2155000
6118.56,-13165.537109375,65.0333,432,74.0462,432,5398.89,2160000
6131.25,-13122.7705078125,64.1935,433,73.9533,433,5296.31,2165000
6059.14,-13175.9453125,67.5496,434,74.779,434,5477.7,2170000
6202.68,-12808.6875,57.6993,435,71.1398,435,5499.03,2175000
6082.78,-13182.5625,65.0146,436,74.1338,436,5559.44,2180000
5913.48,-13186.0869140625,61.7332,437,72.8983,437,5054.03,2185000
5417.24,-13297.3642578125,61.3645,438,72.6793,438,5526.72,2190000
5958.89,-12847.326171875,56.4814,439,70.9239,439,5099.76,2195000
5788.66,-12693.7734375,59.6142,440,70.7767,440,5472.27,2200000
6056.49,-13351.3828125,67.535,441,74.4134,441,5219.26,2205000
6195.05,-12746.4697265625,59.2324,442,69.6043,442,5037.93,2210000
6085.33,-12649.318359375,57.0165,443,69.328,443,5216.57,2215000
5792.39,-13507.3837890625,65.5238,444,72.9918,444,5508.18,2220000
5937.37,-13583.5068359375,65.4405,445,74.2486,445,5085.87,2225000
6120.61,-12904.46484375,59.682,446,71.4146,446,5350.2,2230000
6098.75,-13162.4501953125,58.0998,447,70.2944,447,5209.72,2235000
6172.1,-13406.16796875,64.4234,448,73.7282,448,5685.95,2240000
5889.96,-13434.927734375,65.6217,449,73.8588,449,5233.33,2245000
5982.78,-13171.025390625,60.1044,450,70.7141,450,5452.48,2250000
5832.88,-13718.353515625,67.9898,451,74.9548,451,5222.88,2255000
5753.7,-12934.328125,57.5917,452,70.2773,452,5037.95,2260000
5970.46,-13084.6142578125,58.1472,453,69.8342,453,5033.99,2265000
5774.22,-12827.9013671875,56.3871,454,69.2358,454,4692.41,2270000
6165.93,-13584.38671875,59.4875,455,70.9364,455,4775.4,2275000
5839.5,-13476.087890625,61.3855,456,72.6378,456,5122.19,2280000
5956.22,-12050.333984375,51.6455,457,67.1264,457,4798.44,2285000
6124.96,-13572.7958984375,60.023,458,71.7918,458,5243.11,2290000
5922.68,-12461.0498046875,54.0709,459,68.0983,459,5359.46,2295000
5861.3,-12572.443359375,53.8872,460,68.6436,460,5225.24,2300000
5938.56,-13651.466796875,64.0624,461,71.9816,461,5158.89,2305000
6025.78,-13268.8994140625,59.6373,462,71.374,462,5223.42,2310000
5323.14,-13059.7412109375,57.7266,463,68.4014,463,5306.29,2315000
6044.37,-13725.166015625,65.351,464,73.0866,464,4140.59,2320000
5719.62,-13018.4326171875,56.7586,465,69.5829,465,4372.39,2325000
5872.0,-13784.3564453125,63.9685,466,73.4308,466,4576.36,2330000
6092.67,-13816.8427734375,62.4081,467,72.2947,467,5379.21,2335000
6100.19,-12758.8310546875,53.1548,468,67.9391,468,4987.4,2340000
6104.72,-13802.4873046875,61.4753,469,72.2532,469,5591.91,2345000
6296.35,-13528.716796875,58.1039,470,69.5275,470,5236.41,2350000
6227.45,-13893.5517578125,61.6146,471,71.8372,471,5553.96,2355000
5959.66,-13403.7275390625,58.4696,472,68.5344,472,5402.85,2360000
5928.22,-13134.572265625,54.4355,473,68.2519,473,5187.21,2365000
6219.87,-14008.4423828125,60.9659,474,71.4718,474,5481.8,2370000
5831.63,-14241.71875,64.2371,475,73.4486,475,5405.69,2375000
6227.41,-13844.294921875,60.2924,476,71.8938,476,5383.08,2380000
6055.97,-13084.8583984375,53.0991,477,67.8358,477,5555.06,2385000
6171.94,-13950.818359375,60.3627,478,71.4229,478,5045.42,2390000
5967.65,-12340.7578125,47.9985,479,66.28,479,5351.37,2395000
6260.76,-14108.837890625,60.6232,480,72.8654,480,5140.74,2400000
6307.32,-13872.466796875,59.1046,481,70.1294,481,5206.79,2405000
6217.78,-13731.59375,59.2397,482,70.728,482,5727.17,2410000
6269.05,-14489.2900390625,66.4543,483,74.0206,483,5775.99,2415000
5799.51,-14028.7001953125,58.4876,484,70.2345,484,5169.82,2420000
6280.37,-14305.7666015625,62.6259,485,72.7349,485,5216.5,2425000
6236.35,-14307.7197265625,62.5025,486,72.3638,486,4824.53,2430000
6263.48,-14476.28515625,63.7692,487,72.8324,487,5365.15,2435000
6208.49,-14236.2822265625,61.7632,488,72.3491,488,5170.0,2440000
6191.2,-14234.9833984375,64.7539,489,72.1212,489,5515.58,2445000
5928.63,-13374.45703125,56.4778,490,68.7278,490,5222.25,2450000
6121.21,-14253.9375,64.8534,491,72.525,491,5579.76,2455000
6196.78,-13796.2353515625,61.795,492,70.0314,492,5602.28,2460000
6163.44,-14298.421875,61.3362,493,71.5805,493,5715.39,2465000
5841.55,-14354.9736328125,63.1353,494,72.8917,494,5374.67,2470000
6125.72,-14312.5380859375,67.3302,495,72.709,495,5581.71,2475000
5658.66,-13660.8564453125,60.0518,496,69.6363,496,4584.1,2480000
6174.11,-13706.5625,58.8805,497,69.0964,497,5511.82,2485000
6089.51,-12774.0751953125,52.4856,498,66.746,498,5365.68,2490000
6132.13,-14447.1572265625,62.74,499,72.1955,499,4664.35,2495000
6255.72,-14727.390625,66.4728,500,73.777,500,5235.29,2500000
6291.6,-14605.126953125,63.2797,501,71.6157,501,5133.25,2505000
5811.99,-14486.3642578125,63.8565,502,72.0401,502,5345.27,2510000
6204.84,-13612.373046875,57.3414,503,68.6935,503,5736.31,2515000
6001.33,-13436.896484375,56.132,504,68.2326,504,5400.85,2520000
6210.4,-14766.4453125,65.392,505,73.4136,505,5520.63,2525000
6184.63,-13712.2177734375,59.0948,506,68.3962,506,5449.44,2530000
5987.24,-13078.3212890625,54.2233,507,67.7052,507,5168.56,2535000
6047.06,-14578.7392578125,65.2582,508,71.9699,508,5748.27,2540000
5695.88,-14874.171875,64.546,509,73.4229,509,5655.76,2545000
6235.15,-14841.23828125,65.7293,510,74.1569,510,5157.12,2550000
6229.35,-13983.6005859375,59.6458,511,69.7536,511,4583.18,2555000
6287.46,-14855.16796875,64.7759,512,73.3303,512,5033.61,2560000
6227.34,-14829.732421875,67.3996,513,73.0703,513,5745.93,2565000
6101.65,-14828.42578125,68.5028,514,74.4641,514,5101.26,2570000
5542.98,-14939.9365234375,69.0854,515,73.6946,515,5699.83,2575000
6158.92,-14960.8896484375,71.6453,516,75.3272,516,5648.91,2580000
5951.83,-14430.59375,61.4855,517,70.434,517,4826.05,2585000
5984.38,-14921.884765625,65.6747,518,73.0946,518,5672.97,2590000
5968.21,-14925.4150390625,63.7084,519,73.3437,519,5689.87,2595000
6239.16,-13849.44921875,61.1175,520,69.4582,520,5448.99,2600000
5839.66,-14851.6328125,63.1078,521,72.525,521,5164.66,2605000
5815.06,-15037.3798828125,66.6024,522,74.4434,522,5339.33,2610000
6201.83,-15013.9423828125,65.2809,523,73.2879,523,5478.43,2615000
6069.52,-15030.25390625,63.5769,524,72.9503,524,5254.06,2620000
5695.5,-12569.2958984375,47.4329,525,67.1256,525,4968.47,2625000
5987.56,-14121.4248046875,58.1081,526,70.1403,526,5058.81,2630000
5963.4,-15030.91015625,66.3175,527,74.8229,527,4869.04,2635000
6082.97,-14127.388671875,58.2199,528,68.8476,528,4815.6,2640000
6134.6,-14450.0908203125,60.2021,529,69.9614,529,5291.16,2645000
6015.35,-13956.048828125,58.3839,530,69.7954,530,5168.89,2650000
5972.29,-15196.9755859375,67.1613,531,74.2213,531,5684.97,2655000
6074.93,-15288.0537109375,70.2717,532,74.0485,532,5094.33,2660000
5256.54,-14413.8388671875,58.3386,533,70.3907,533,5036.73,2665000
6057.31,-15217.69921875,66.7483,534,72.9391,534,5392.61,2670000
6274.68,-14278.259765625,60.5959,535,70.6814,535,5413.66,2675000
6089.51,-15289.7568359375,64.9059,536,73.2054,536,4890.43,2680000
5961.15,-15255.111328125,65.5747,537,74.497,537,5005.03,2685000
6114.12,-15452.6923828125,67.9689,538,73.7488,538,5440.75,2690000
5414.49,-14157.6806640625,58.1277,539,70.5792,539,5241.9,2695000
5939.83,-15209.6201171875,62.9943,540,73.2859,540,5257.43,2700000
5591.79,-14583.017578125,61.2503,541,70.2501,541,5499.65,2705000
5936.9,-15293.6494140625,65.3294,542,73.8797,542,5245.87,2710000
5815.49,-15389.890625,65.7963,543,74.47,543,4899.91,2715000
6215.15,-15418.9189453125,63.7392,544,72.5433,544,4981.65,2720000
-42.33,-5407.85693359375,55.2617,545,72.4992,545,-347.97,2725000
3140.43,-12234.28125,48.6662,546,67.7526,546,4139.05,2730000
5134.52,-15324.0830078125,66.7523,547,74.7644,547,5153.21,2735000
6176.25,-15270.771484375,64.3477,548,74.5931,548,4431.67,2740000
5485.54,-13754.1044921875,54.2938,549,68.4998,549,5068.18,2745000
5933.28,-15418.3427734375,65.856,550,73.6231,550,5100.46,2750000
5890.42,-15453.0693359375,66.4614,551,74.5205,551,5309.01,2755000
5612.75,-14270.775390625,57.6288,552,68.6997,552,3582.53,2760000
5666.75,-15619.865234375,64.0636,553,73.2805,553,4181.54,2765000
5228.68,-14701.734375,60.472,554,70.7314,554,4492.79,2770000
5941.95,-15760.974609375,67.8297,555,75.4209,555,4905.37,2775000
5848.02,-14739.109375,61.2234,556,70.4076,556,5005.26,2780000
5749.43,-15472.880859375,64.8156,557,74.1937,557,4197.11,2785000
5569.97,-15778.55859375,66.5077,558,75.2723,558,5601.29,2790000
6129.15,-15553.185546875,65.8604,559,74.4866,559,4315.83,2795000
6119.73,-14570.05078125,60.9597,560,71.35,560,5572.98,2800000
5663.84,-15664.890625,65.1417,561,74.1893,561,4074.36,2805000
5879.83,-14972.9765625,59.5282,562,70.0657,562,5303.23,2810000
5675.27,-14668.3779296875,57.4057,563,69.5929,563,3879.98,2815000
5500.49,-12330.1904296875,45.8821,564,65.6881,564,4072.83,2820000
6034.53,-15823.4560546875,66.2331,565,74.418,565,4339.77,2825000
5106.85,-15869.9072265625,68.7819,566,73.9974,566,4299.63,2830000
5822.54,-15320.533203125,63.5701,567,72.2916,567,5111.64,2835000
5622.84,-15801.859375,65.4708,568,73.5405,568,4771.25,2840000
5425.11,-14945.1884765625,58.9034,569,69.8737,569,4580.62,2845000
5712.22,-15690.6142578125,65.1106,570,73.0607,570,5191.46,2850000
5498.99,-15805.1689453125,65.0369,571,73.8641,571,4597.17,2855000
6174.97,-15721.669921875,63.7539,572,72.0325,572,5224.97,2860000
6139.49,-15883.16796875,67.7524,573,73.8391,573,5426.06,2865000
5027.45,-15996.81640625,67.6466,574,73.8855,574,5227.01,2870000
5476.78,-15717.787109375,63.8679,575,73.1014,575,4422.46,2875000
6148.6,-15438.162109375,61.131,576,70.9204,576,4486.28,2880000
5903.77,-15931.8955078125,66.1163,577,72.0232,577,4806.27,2885000
6153.74,-15783.4892578125,65.5454,578,72.8703,578,4019.05,2890000
6099.4,-15708.80859375,62.5365,579,71.6669,579,4496.56,2895000
5559.34,-14546.2451171875,55.7656,580,68.4346,580,4245.5,2900000
5626.64,-15542.9130859375,64.7606,581,70.9281,581,4967.26,2905000
5848.15,-15960.9296875,70.0855,582,74.2075,582,4756.16,2910000
5459.56,-15740.2158203125,64.6839,583,72.6021,583,5539.18,2915000
5512.01,-14953.673828125,60.7271,584,67.7826,584,4947.92,2920000
5550.02,-14439.927734375,59.0248,585,68.4257,585,5034.56,2925000
5044.5,-15856.4248046875,64.6601,586,72.3041,586,4691.51,2930000
6087.68,-16062.2294921875,69.7076,587,73.0979,587,4228.44,2935000
5722.41,-16174.7587890625,72.079,588,74.119,588,4839.17,2940000
5206.21,-15835.111328125,66.0293,589,70.9077,589,4659.13,2945000
5894.02,-16107.4677734375,69.8893,590,73.8494,590,5397.3,2950000
6167.57,-15104.833984375,62.9018,591,69.6236,591,4314.79,2955000
5136.3,-16026.1611328125,67.9068,592,73.2598,592,4733.4,2960000
5716.89,-12993.1142578125,51.6277,593,66.1583,593,5136.76,2965000
5489.84,-15078.6689453125,61.2136,594,68.4151,594,4657.44,2970000
5004.48,-15292.4248046875,63.6666,595,69.8014,595,4718.91,2975000
5773.54,-16165.0087890625,69.1559,596,73.9402,596,4626.56,2980000
5643.71,-16406.7265625,70.7557,597,74.0189,597,5144.81,2985000
4611.16,-14377.548828125,55.2043,598,67.3663,598,4767.94,2990000
5211.59,-16201.0693359375,67.6804,599,73.9512,599,5114.32,2995000
