Running Update Time,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Env Steps,Real Det Return,Running Forward KL
182,4289.64,182,-2429.5439453125,56.7254,910000,4644.51,71.9545
183,3932.96,183,-2515.434814453125,59.5191,915000,4951.06,69.7404
184,3343.38,184,-2527.302490234375,55.0191,920000,4176.28,69.4756
185,3685.57,185,-2665.017822265625,66.1593,925000,4994.8,73.5445
186,3433.15,186,-2572.028564453125,63.5803,930000,4049.43,73.2097
187,4672.13,187,-2631.47265625,67.1612,935000,5034.6,74.3312
188,4896.99,188,-2686.494873046875,64.5957,940000,5195.21,75.9622
189,4073.09,189,-2725.777099609375,65.2256,945000,4780.7,74.2458
190,4819.69,190,-2749.470703125,60.5689,950000,4186.2,74.2474
191,4222.14,191,-2815.650146484375,69.9226,955000,4778.71,74.3836
192,3987.34,192,-2750.29541015625,65.7192,960000,4723.69,75.6147
193,4601.11,193,-2862.692626953125,57.4964,965000,5021.39,73.2575
194,4538.57,194,-2892.188720703125,47.5428,970000,4858.96,65.9399
195,4693.9,195,-3010.4541015625,65.1374,975000,5046.35,74.2885
196,4801.78,196,-2971.05029296875,63.0714,980000,4808.2,74.0918
197,4799.57,197,-3127.686279296875,61.5067,985000,5037.2,77.3105
198,3551.23,198,-3168.489990234375,67.9286,990000,4354.5,77.4845
199,4372.13,199,-3146.657958984375,63.7771,995000,5015.07,73.543
200,3764.01,200,-3218.861328125,60.9367,1000000,4997.64,73.7301
201,3928.08,201,-3205.35595703125,53.6193,1005000,4058.25,69.0326
202,3573.71,202,-3290.21044921875,57.5922,1010000,3318.05,74.3818
203,3098.85,203,-3270.28955078125,53.7913,1015000,4845.12,69.9924
204,4690.0,204,-3374.90771484375,57.5431,1020000,4645.75,70.6987
205,3483.99,205,-3402.356689453125,60.1665,1025000,4019.47,75.5537
206,3560.53,206,-3435.31982421875,57.6401,1030000,4512.56,73.7451
207,3561.02,207,-3479.742431640625,59.1574,1035000,3912.2,74.052
208,4594.65,208,-3490.95166015625,59.9471,1040000,4594.23,76.4829
209,4213.56,209,-3584.19140625,58.9798,1045000,4589.3,76.5418
210,3912.17,210,-3530.661376953125,56.6589,1050000,4561.86,74.1293
211,3851.64,211,-3612.0458984375,58.8872,1055000,4263.01,73.1542
212,3435.61,212,-3577.278564453125,49.2658,1060000,3748.83,67.0326
213,3594.66,213,-3612.299560546875,53.9203,1065000,4971.54,69.8919
214,3803.65,214,-3609.41455078125,47.1694,1070000,4653.84,66.2923
215,3763.62,215,-3705.95068359375,54.6329,1075000,5320.57,67.655
216,4471.35,216,-3790.168701171875,63.2902,1080000,5199.22,75.4011
217,3520.07,217,-3832.68701171875,59.817,1085000,3759.43,73.3657
218,3288.65,218,-3897.70556640625,53.4319,1090000,2904.26,68.8825
219,3209.05,219,-3972.892578125,64.2859,1095000,4086.81,72.8692
220,3876.76,220,-3961.385986328125,59.8201,1100000,3739.66,73.557
221,4000.38,221,-4048.450439453125,61.638,1105000,4790.4,72.7877
222,3728.39,222,-4032.032958984375,56.0578,1110000,4597.68,67.7124
223,4098.64,223,-4133.2880859375,61.6125,1115000,4539.32,74.227
224,3205.11,224,-4122.3720703125,58.174,1120000,4193.05,69.5925
225,4489.04,225,-4188.30908203125,63.9069,1125000,5286.98,74.2187
226,3286.53,226,-4220.0107421875,56.5989,1130000,3021.04,73.3814
227,3832.33,227,-4253.0634765625,63.707,1135000,4671.27,73.2455
228,4554.35,228,-4322.2109375,63.6563,1140000,5424.28,76.6518
229,4585.57,229,-4376.3310546875,67.1051,1145000,5181.92,77.5623
230,4974.58,230,-4249.83154296875,54.3258,1150000,4181.5,67.3971
231,4537.88,231,-4449.3193359375,63.7812,1155000,5234.09,76.6769
232,3578.44,232,-4453.1552734375,62.5158,1160000,5245.25,75.3001
233,4671.39,233,-4447.80810546875,66.6812,1165000,4948.84,77.7663
234,4880.52,234,-4576.2216796875,64.5507,1170000,5456.92,76.6942
235,4657.48,235,-4555.33837890625,63.5655,1175000,5328.07,75.3624
236,4962.46,236,-4691.068359375,65.2822,1180000,5350.27,76.311
237,3667.03,237,-4583.599609375,54.3624,1185000,4046.9,68.7728
238,5125.39,238,-4790.10498046875,66.6953,1190000,5295.07,76.5275
239,4999.36,239,-4672.455078125,54.8129,1195000,4492.33,68.8544
240,4961.99,240,-4827.49169921875,64.8502,1200000,5441.42,77.9967
241,4178.35,241,-4926.447265625,67.5189,1205000,5270.79,78.2598
242,4293.84,242,-4863.23486328125,59.6503,1210000,4078.79,71.3912
243,4663.02,243,-4953.087890625,64.1389,1215000,5330.91,76.3191
244,5062.21,244,-4962.98291015625,64.7106,1220000,5350.28,76.0788
245,4732.73,245,-5080.96875,70.2422,1225000,5288.95,78.8019
246,4311.25,246,-5046.17431640625,65.1454,1230000,5038.46,76.2376
247,4508.53,247,-5082.3056640625,62.446,1235000,5472.42,76.4781
248,4980.32,248,-5002.798828125,60.5993,1240000,5269.55,72.2504
249,5166.44,249,-5228.00927734375,70.5549,1245000,5490.17,77.8091
250,5171.65,250,-5251.03857421875,66.7518,1250000,5203.9,78.9901
251,4180.59,251,-5181.6806640625,59.3268,1255000,4779.41,71.6346
252,4875.28,252,-5267.85498046875,61.782,1260000,5270.57,74.381
253,4971.62,253,-5288.50927734375,66.0127,1265000,5387.95,77.7408
254,4752.45,254,-5358.68408203125,64.2799,1270000,5229.62,75.805
255,4360.12,255,-5377.900390625,62.9947,1275000,4325.28,76.1679
256,3274.75,256,-5349.8623046875,63.7256,1280000,4911.73,71.7549
257,4205.39,257,-5487.2734375,65.704,1285000,5288.38,75.9856
258,4642.06,258,-5303.70068359375,58.4635,1290000,5065.91,68.5825
259,4738.09,259,-5368.9501953125,61.8643,1295000,5630.5,75.5978
260,4603.22,260,-5586.25537109375,64.546,1300000,5206.21,75.9117
261,5051.02,261,-5509.099609375,64.9125,1305000,4956.65,77.8017
262,4697.81,262,-5614.1953125,69.7421,1310000,5247.03,78.0385
263,5000.71,263,-5519.2822265625,65.6713,1315000,5170.63,76.4747
264,4246.41,264,-5627.21630859375,63.3453,1320000,5207.6,74.792
265,5015.48,265,-5500.77587890625,60.5492,1325000,5256.54,71.2447
266,4947.68,266,-5760.61328125,68.8193,1330000,5439.97,79.1338
267,4600.18,267,-5665.6171875,67.9176,1335000,5126.01,79.25
268,4467.74,268,-5762.19140625,65.2361,1340000,5510.41,76.4312
269,4198.07,269,-5915.15087890625,68.5149,1345000,5076.02,78.6666
270,4656.4,270,-5883.37255859375,70.4868,1350000,5207.38,78.6647
271,4623.07,271,-5834.4658203125,68.455,1355000,5347.94,77.3796
272,4821.34,272,-5941.79296875,68.9675,1360000,5217.66,76.4474
273,3298.99,273,-5877.876953125,64.8864,1365000,4997.91,74.9165
274,5143.5,274,-5949.49853515625,69.6954,1370000,4824.09,77.8213
275,4553.48,275,-5986.99609375,67.5054,1375000,5349.24,77.0158
276,5216.58,276,-6117.64794921875,73.89,1380000,5391.75,79.2604
277,4847.74,277,-6153.669921875,70.8083,1385000,5097.3,76.0917
278,5008.5,278,-6162.65869140625,69.0234,1390000,5243.1,77.1717
279,5133.68,279,-6205.91845703125,73.122,1395000,5008.41,77.5202
280,5040.09,280,-6224.08544921875,72.1751,1400000,5457.13,80.3767
281,5030.09,281,-6299.958984375,72.6565,1405000,5368.6,77.4385
282,3904.73,282,-6293.728515625,69.8586,1410000,5057.38,77.6913
283,5023.98,283,-6286.052734375,72.602,1415000,5405.5,78.7566
284,4793.69,284,-6336.0068359375,69.3671,1420000,5510.68,77.2736
285,4791.35,285,-6337.4267578125,70.7947,1425000,5175.66,79.0333
286,4458.68,286,-6382.2412109375,67.5458,1430000,4828.34,76.526
287,-462.21,287,-5236.41455078125,133.464,1435000,-558.74,86.065
288,-1479.68,288,-5359.70654296875,371.5889,1440000,-1524.91,97.4144
289,-2050.07,289,-6195.84423828125,344.2795,1445000,-2048.83,102.8483
290,-828.93,290,-4984.9541015625,189.5553,1450000,-1085.63,85.9129
291,-536.17,291,-4887.6103515625,123.1328,1455000,-392.14,75.8402
292,-435.71,292,-5131.66796875,129.9916,1460000,-624.25,76.8551
293,-377.31,293,-5534.509765625,95.0163,1465000,-383.43,75.4006
294,-251.65,294,-5432.2841796875,77.0396,1470000,-383.92,77.2801
295,45.7,295,-5181.0400390625,61.0993,1475000,221.94,71.5586
296,583.25,296,-5374.701171875,47.8919,1480000,1005.41,68.833
297,1021.53,297,-5592.66845703125,43.4174,1485000,1311.95,67.8859
298,3006.69,298,-5620.4921875,44.9127,1490000,3079.65,66.9798
299,2578.2,299,-5925.2763671875,46.4646,1495000,3468.02,67.5041
300,3274.16,300,-5855.79833984375,47.0268,1500000,3796.08,68.3257
301,2701.89,301,-6028.77685546875,46.5658,1505000,3864.37,68.6399
302,2732.94,302,-6177.29345703125,49.331,1510000,3206.86,70.7147
303,3909.25,303,-6364.96728515625,53.4659,1515000,4900.9,73.1447
304,4113.66,304,-6432.22900390625,53.5458,1520000,3879.71,71.5648
305,3659.31,305,-6073.52783203125,46.8571,1525000,5206.13,70.0486
306,3476.46,306,-6538.82470703125,55.6866,1530000,4225.21,74.0956
307,3487.26,307,-6497.48583984375,58.1996,1535000,5002.52,74.7451
308,4356.72,308,-6450.75048828125,53.5281,1540000,4176.72,68.7493
309,4500.97,309,-6720.5166015625,60.3374,1545000,5230.24,73.6599
310,4670.89,310,-6697.44970703125,61.412,1550000,5157.05,74.4846
311,4154.87,311,-6721.00390625,64.5097,1555000,5031.62,76.7922
312,4401.74,312,-6734.5673828125,56.2316,1560000,5023.71,74.1605
313,3995.32,313,-6240.72265625,47.049,1565000,4656.68,69.5302
314,4459.33,314,-6538.3046875,55.0245,1570000,5503.95,71.7323
315,4947.6,315,-6894.65087890625,62.3551,1575000,4601.66,75.5918
316,4745.34,316,-6914.583984375,61.9853,1580000,5414.87,74.4614
317,4239.91,317,-6845.28662109375,58.6625,1585000,5204.14,74.6166
318,4514.27,318,-6798.859375,59.3141,1590000,4904.17,71.7249
319,4341.65,319,-6835.9921875,59.296,1595000,5366.96,72.5023
320,4826.32,320,-7085.6943359375,68.1982,1600000,5402.55,76.3341
321,4410.3,321,-7112.580078125,63.6475,1605000,4391.5,75.7217
322,5199.54,322,-7127.97119140625,62.8695,1610000,4871.59,74.6045
323,4325.84,323,-6976.85107421875,60.6556,1615000,4992.25,71.5626
324,4929.94,324,-7116.85546875,62.2986,1620000,4479.3,75.5758
325,3303.16,325,-6836.705078125,57.4459,1625000,5273.7,69.8314
326,4284.11,326,-6945.8154296875,57.6942,1630000,3879.3,70.9868
327,4644.18,327,-7269.80517578125,63.4459,1635000,5220.73,75.0083
328,4758.17,328,-7363.22216796875,66.619,1640000,5468.14,75.0972
329,4668.42,329,-7267.14599609375,60.9127,1645000,5047.37,74.871
330,4620.69,330,-7296.08984375,61.1154,1650000,5126.64,74.9983
331,5017.7,331,-7330.1025390625,63.7647,1655000,5261.7,75.9692
332,4678.35,332,-7477.14501953125,67.3503,1660000,5216.94,76.9343
333,4527.88,333,-7214.69970703125,57.6234,1665000,4759.3,71.2834
334,4414.98,334,-7400.54736328125,62.7875,1670000,5000.32,74.4762
335,4660.77,335,-7271.06689453125,57.7519,1675000,5136.48,71.7692
336,3733.68,336,-7324.52734375,60.9442,1680000,4461.5,73.2287
337,4379.25,337,-7540.9697265625,61.5856,1685000,5119.16,75.1397
338,4186.32,338,-7537.89892578125,61.3369,1690000,5116.81,73.6731
339,4288.17,339,-7655.52392578125,64.1968,1695000,4867.07,77.0267
340,4684.34,340,-7769.2958984375,67.4697,1700000,5517.01,78.2339
341,4742.81,341,-7805.04541015625,68.267,1705000,5144.96,76.9906
342,4307.38,342,-7834.7431640625,63.9034,1710000,4426.41,75.3745
343,4756.74,343,-8001.2978515625,69.4902,1715000,5356.09,76.4295
344,4800.75,344,-7964.6396484375,64.4198,1720000,5519.91,76.3756
345,4249.93,345,-7891.0830078125,64.4172,1725000,4621.84,74.8551
346,4832.01,346,-8095.84814453125,70.6303,1730000,5384.13,80.0663
347,5037.88,347,-8058.97119140625,67.6719,1735000,5175.65,76.9541
348,4907.06,348,-8122.158203125,64.3478,1740000,5491.53,76.1106
349,4840.36,349,-8152.61767578125,66.8192,1745000,4642.3,77.5621
350,4819.95,350,-8040.62646484375,62.3344,1750000,5343.52,75.0473
351,4877.11,351,-8170.8681640625,67.8289,1755000,5238.82,77.7019
352,4521.0,352,-7871.24609375,59.0363,1760000,4992.67,72.5808
353,3625.91,353,-8332.181640625,66.6027,1765000,4633.83,76.1123
354,3993.25,354,-8450.2021484375,70.5653,1770000,5101.43,80.2004
355,4216.78,355,-8354.724609375,66.0048,1775000,5331.13,76.3969
356,4545.89,356,-7779.31396484375,58.0375,1780000,5456.95,71.3433
357,4544.42,357,-8453.427734375,65.5697,1785000,4534.76,76.222
358,4577.3,358,-7905.09765625,55.9107,1790000,5027.75,69.847
359,4486.34,359,-7937.064453125,56.289,1795000,5312.31,69.1907
360,4816.78,360,-8424.7001953125,63.5101,1800000,5014.58,75.6643
361,4528.71,361,-8493.4853515625,64.1606,1805000,5200.59,76.3532
362,4324.26,362,-7651.08544921875,50.7132,1810000,5357.38,68.6538
363,4910.81,363,-8153.75634765625,60.7848,1815000,5270.01,73.5605
364,4409.85,364,-8290.3017578125,58.0081,1820000,5189.68,72.9956
365,3307.51,365,-8164.25146484375,55.2655,1825000,4001.74,71.3178
366,4550.97,366,-7680.5751953125,50.5659,1830000,4693.23,69.9567
367,4528.06,367,-8728.91796875,65.9794,1835000,5194.59,78.2718
368,4753.37,368,-8723.0341796875,62.8002,1840000,5383.8,74.0075
369,5110.05,369,-8814.16796875,62.9315,1845000,5428.17,77.9437
370,4346.16,370,-8898.5537109375,66.7646,1850000,4940.93,77.931
371,4262.78,371,-8987.2138671875,63.1203,1855000,5459.14,77.3946
372,4618.22,372,-8929.3896484375,66.5931,1860000,5085.17,80.7351
373,4447.44,373,-8685.0126953125,61.8249,1865000,5456.42,74.6224
374,4254.95,374,-8899.30078125,63.1104,1870000,4487.24,74.8529
375,3900.35,375,-8269.4482421875,55.4899,1875000,5022.11,69.9407
376,5046.72,376,-8860.1376953125,63.3366,1880000,5535.06,75.2377
377,5267.75,377,-8838.5361328125,62.5346,1885000,5427.49,76.3366
378,4177.7,378,-9013.900390625,63.6686,1890000,5622.58,77.1234
379,4902.38,379,-9128.7744140625,65.1667,1895000,5164.97,77.8712
380,4258.87,380,-8291.1796875,54.8029,1900000,5042.75,71.5756
381,4874.25,381,-8369.126953125,52.1634,1905000,5412.62,69.8149
382,4746.68,382,-8842.794921875,60.9003,1910000,5061.31,73.323
383,4865.0,383,-8980.9794921875,62.8643,1915000,5220.4,72.46
384,4583.04,384,-9050.861328125,58.4073,1920000,5454.98,72.7161
385,5053.08,385,-9307.3291015625,63.7381,1925000,5063.56,76.2793
386,4604.37,386,-9419.2998046875,64.5658,1930000,5078.36,78.1601
387,5048.83,387,-9541.646484375,70.1174,1935000,4997.57,80.5214
