Reward Loss,Running Update Time,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Forward KL,Running Reverse KL
-63144.31640625,394,1970000,394,2275.89,1948.21,156.5889,14.983
-63093.484375,395,1975000,395,2284.15,1957.0,156.4634,14.8911
-63334.23046875,396,1980000,396,2306.74,1959.17,156.6408,14.8759
-63320.25390625,397,1985000,397,2290.77,1954.99,156.5861,14.9904
-63433.44921875,398,1990000,398,2312.85,1971.97,156.4191,15.0396
-63678.57421875,399,1995000,399,2270.48,1972.72,156.5369,14.9127
-63876.76171875,400,2000000,400,2307.03,1977.15,156.4533,15.2098
-63885.375,401,2005000,401,2301.6,1967.44,156.6215,15.1472
-63913.07421875,402,2010000,402,2296.98,1945.22,156.5113,15.0735
-63955.421875,403,2015000,403,2304.61,1970.83,156.4785,15.0286
-64083.83984375,404,2020000,404,2287.67,1958.72,156.5031,14.8871
-64266.85546875,405,2025000,405,2300.04,1947.83,156.5468,15.0991
-64596.37109375,406,2030000,406,2301.67,1952.5,156.5342,15.0236
-64407.4609375,407,2035000,407,2295.42,1961.42,156.5282,14.9374
-64556.4765625,408,2040000,408,2300.09,1956.66,156.4829,14.9731
-64578.37890625,409,2045000,409,2281.66,1975.82,156.5908,14.9287
-64889.125,410,2050000,410,2270.13,1959.27,156.5581,15.0312
-64812.34375,411,2055000,411,2292.87,1952.19,156.6549,14.9234
-65025.9453125,412,2060000,412,2272.7,1952.85,156.6203,14.9786
-65141.19921875,413,2065000,413,2258.4,1952.24,156.5273,15.033
-65684.125,414,2070000,414,2241.95,1952.82,156.6429,15.1026
-65185.53515625,415,2075000,415,2276.85,1930.33,156.5175,14.9882
-65733.4453125,416,2080000,416,2275.57,1955.12,156.571,14.9545
-65787.75,417,2085000,417,2315.24,1969.59,156.5344,14.9581
-65816.2109375,418,2090000,418,2292.59,1935.01,156.5775,15.0443
-65880.8828125,419,2095000,419,2282.25,1954.77,156.4965,15.1478
-65848.3984375,420,2100000,420,2286.5,1979.6,156.6834,15.0023
-66048.9375,421,2105000,421,2293.5,1973.53,156.64,14.9791
-66486.8828125,422,2110000,422,2292.11,1967.62,156.4985,15.2073
-66334.25,423,2115000,423,2328.16,1941.29,156.5064,14.958
-66481.734375,424,2120000,424,2298.89,1984.91,156.5239,15.0208
-66638.4375,425,2125000,425,2313.07,1983.07,156.4366,14.9536
-66824.2109375,426,2130000,426,2292.91,1956.96,156.4614,15.1195
-66675.3046875,427,2135000,427,2320.61,1980.73,156.5867,14.9827
-67230.828125,428,2140000,428,2299.79,1979.83,156.5181,15.2019
-67162.4296875,429,2145000,429,2307.49,1950.03,156.6646,14.9026
-67308.78125,430,2150000,430,2321.98,1965.46,156.6798,14.9337
-67220.7109375,431,2155000,431,2290.59,1974.15,156.5353,14.9391
-67444.0390625,432,2160000,432,2311.12,1962.28,156.7255,15.1433
-67711.2421875,433,2165000,433,2319.79,1979.12,156.5313,14.9956
-67667.6640625,434,2170000,434,2293.72,1950.69,156.5394,14.9494
-67830.546875,435,2175000,435,2289.7,1951.79,156.5979,15.1564
-67986.0234375,436,2180000,436,2266.33,1967.02,156.6164,14.9112
-68105.3671875,437,2185000,437,2330.4,1997.21,156.509,15.0603
-68302.8984375,438,2190000,438,2298.84,1962.2,156.6125,15.022
-68299.3359375,439,2195000,439,2312.7,1964.26,156.6555,14.9747
-68459.03125,440,2200000,440,2289.43,1970.82,156.5356,14.9904
-68610.2109375,441,2205000,441,2297.2,1983.09,156.5601,15.1309
-68736.3359375,442,2210000,442,2310.12,1998.95,156.4374,15.1014
-68594.8125,443,2215000,443,2298.74,1979.03,156.5161,14.8924
-68657.5234375,444,2220000,444,2311.95,1973.78,156.4709,15.0139
-68652.4453125,445,2225000,445,2279.04,1977.08,156.5201,14.804
-68903.21875,446,2230000,446,2265.39,1962.59,156.5789,14.826
-69211.0390625,447,2235000,447,2270.43,1960.3,156.6444,15.1525
-69208.2109375,448,2240000,448,2269.99,1952.69,156.7336,14.908
-69477.375,449,2245000,449,2268.55,1959.87,156.4212,14.9048
-69391.9921875,450,2250000,450,2292.58,1987.43,156.5035,14.9612
-69610.7421875,451,2255000,451,2298.17,1983.07,156.6155,15.051
-69707.734375,452,2260000,452,2284.27,1984.41,156.6001,15.0912
-69598.953125,453,2265000,453,2278.01,1973.91,156.6413,14.9054
-70136.109375,454,2270000,454,2275.11,1929.9,156.571,14.8203
-69983.34375,455,2275000,455,2317.44,1976.72,156.5091,14.9495
-70142.078125,456,2280000,456,2311.18,1988.97,156.5395,14.8844
-70262.484375,457,2285000,457,2313.88,1984.03,156.5513,14.9414
-70459.71875,458,2290000,458,2288.73,1953.91,156.4296,14.7961
-70672.7890625,459,2295000,459,2324.41,1971.1,156.6853,14.902
-70720.2109375,460,2300000,460,2307.13,1960.22,156.3552,14.759
-70627.09375,461,2305000,461,2326.47,1994.46,156.5594,15.0653
-70871.4609375,462,2310000,462,2288.33,1943.56,156.5154,14.5878
-70788.75,463,2315000,463,2302.46,1998.39,156.5365,14.8358
-71138.1328125,464,2320000,464,2327.34,1986.11,156.4965,14.9521
-71044.0078125,465,2325000,465,2310.31,1967.62,156.4909,14.7607
-71379.9609375,466,2330000,466,2339.98,1980.33,156.5878,15.0911
-71332.1171875,467,2335000,467,2323.67,1974.17,156.5464,14.9592
-71496.9921875,468,2340000,468,2315.5,1958.13,156.4853,14.9006
-71653.453125,469,2345000,469,2319.47,2004.05,156.5732,14.9756
-71806.3984375,470,2350000,470,2321.02,2003.05,156.4679,14.8397
-71943.3671875,471,2355000,471,2330.75,1965.73,156.4862,14.8476
-71759.4140625,472,2360000,472,2309.55,1988.06,156.5223,14.9187
-72155.5234375,473,2365000,473,2340.65,1967.28,156.4988,14.8931
-71961.203125,474,2370000,474,2293.51,1983.99,156.6527,14.9249
-72230.9921875,475,2375000,475,2301.96,1987.87,156.4945,14.9501
-72488.703125,476,2380000,476,2332.32,1967.56,156.5395,15.0023
-72211.0390625,477,2385000,477,2356.92,1965.64,156.5493,14.8627
-72224.734375,478,2390000,478,2295.88,1980.72,156.4664,14.9006
-72513.1953125,479,2395000,479,2320.32,1992.22,156.5092,14.8525
-72665.3828125,480,2400000,480,2315.33,1970.13,156.6365,14.9518
-72959.0546875,481,2405000,481,2339.98,1996.02,156.5508,14.8145
-73019.296875,482,2410000,482,2325.36,1981.92,156.5345,14.9544
-73101.28125,483,2415000,483,2316.45,1978.91,156.5095,14.965
-73263.9609375,484,2420000,484,2311.85,1961.45,156.5205,14.9684
-72863.59375,485,2425000,485,2262.87,1948.53,156.5833,14.9811
-73330.4765625,486,2430000,486,2335.16,1990.02,156.5795,14.9833
-73439.71875,487,2435000,487,2320.53,1977.78,156.5716,14.9385
-73597.8125,488,2440000,488,2334.67,1998.63,156.4485,15.0595
-73889.375,489,2445000,489,2342.12,1997.67,156.4403,15.093
-74002.6015625,490,2450000,490,2329.81,1956.42,156.4259,14.9161
-74385.28125,491,2455000,491,2316.29,1974.76,156.5619,14.9759
-74007.0390625,492,2460000,492,2296.58,1962.11,156.6157,14.916
-74200.6640625,493,2465000,493,2262.07,1933.2,156.5355,14.8392
-74188.0,494,2470000,494,2343.41,1989.56,156.562,14.8114
-74433.953125,495,2475000,495,2307.46,1965.8,156.6089,14.8053
-74684.8203125,496,2480000,496,2324.16,1994.52,156.4626,15.0511
-74713.578125,497,2485000,497,2330.68,1989.26,156.5841,15.136
-74543.9921875,498,2490000,498,2282.69,1992.57,156.5416,15.1491
-74930.890625,499,2495000,499,2329.8,2004.88,156.4713,15.0338
-74914.515625,500,2500000,500,2310.64,1984.04,156.4004,14.9064
-75026.0,501,2505000,501,2309.81,1975.15,156.5016,14.7868
-75231.4609375,502,2510000,502,2350.65,2000.67,156.5819,15.1061
-75328.0390625,503,2515000,503,2296.61,1958.26,156.4471,14.886
-75305.4375,504,2520000,504,2328.99,1985.62,156.591,14.8827
-75857.90625,505,2525000,505,2308.63,1973.25,156.4339,14.9665
-75772.515625,506,2530000,506,2334.1,1995.34,156.4201,14.9949
-75727.28125,507,2535000,507,2339.12,1982.79,156.5922,14.7509
-76000.84375,508,2540000,508,2317.17,1971.93,156.4862,14.7247
-76184.8671875,509,2545000,509,2349.33,1981.33,156.5106,14.8687
-76172.375,510,2550000,510,2338.04,1968.96,156.5365,14.9864
-76430.5234375,511,2555000,511,2349.43,1988.37,156.5423,14.7546
-75972.65625,512,2560000,512,2285.94,1962.79,156.472,14.7543
-76667.28125,513,2565000,513,2337.24,1948.95,156.4197,14.874
-76353.484375,514,2570000,514,2345.23,1990.64,156.5903,14.8935
-76605.6328125,515,2575000,515,2345.13,1977.19,156.5077,14.9004
-76758.09375,516,2580000,516,2354.01,2003.27,156.573,14.9404
-76919.984375,517,2585000,517,2351.57,1993.03,156.5528,15.0112
-76754.984375,518,2590000,518,2334.51,1976.62,156.4496,14.7637
-76863.828125,519,2595000,519,2346.9,1992.43,156.5847,15.0041
-77186.828125,520,2600000,520,2344.8,1993.85,156.608,14.9393
-77328.640625,521,2605000,521,2361.45,2010.11,156.5979,15.0363
-77311.0,522,2610000,522,2350.17,1997.35,156.5983,14.9406
-77439.828125,523,2615000,523,2341.71,1979.08,156.5835,14.9382
-77547.84375,524,2620000,524,2359.03,1977.78,156.5374,14.9828
-77810.578125,525,2625000,525,2351.92,1977.54,156.5334,15.0278
-77889.625,526,2630000,526,2338.44,1996.19,156.6234,14.9594
-77820.765625,527,2635000,527,2327.37,1961.19,156.4856,14.8107
-77868.4140625,528,2640000,528,2326.69,1979.7,156.4471,14.954
-77869.765625,529,2645000,529,2339.27,1953.67,156.5313,14.8769
-78037.515625,530,2650000,530,2336.81,1961.26,156.6214,14.8854
-78192.375,531,2655000,531,2349.36,1994.87,156.5371,15.0913
-78411.921875,532,2660000,532,2348.39,2008.05,156.2545,15.0883
-78674.609375,533,2665000,533,2346.09,1983.38,156.5184,14.8081
-78550.6875,534,2670000,534,2351.41,2009.1,156.6299,15.0297
-78423.15625,535,2675000,535,2335.97,1969.04,156.5611,14.8096
-78864.296875,536,2680000,536,2360.91,2014.47,156.4914,14.9192
-78734.9296875,537,2685000,537,2323.05,1963.91,156.5269,14.8455
-78971.71875,538,2690000,538,2355.42,1982.27,156.6008,14.9938
-79136.7734375,539,2695000,539,2342.27,2001.86,156.4375,15.046
-79143.2109375,540,2700000,540,2347.76,2010.32,156.4829,15.0756
-79232.5859375,541,2705000,541,2349.21,1999.29,156.4414,14.9875
-79212.7890625,542,2710000,542,2359.81,2002.75,156.6086,15.1797
-79300.3359375,543,2715000,543,2335.57,1990.91,156.5887,15.0275
-79606.484375,544,2720000,544,2352.38,1999.78,156.5066,15.155
-79847.6328125,545,2725000,545,2357.2,2024.29,156.366,14.9775
-79635.875,546,2730000,546,2342.65,1989.92,156.5865,15.126
-79605.1171875,547,2735000,547,2342.54,1991.02,156.4943,15.1088
-79938.7421875,548,2740000,548,2348.76,2011.81,156.4853,15.1967
-79948.0703125,549,2745000,549,2343.8,2000.71,156.5788,15.0739
-79887.7734375,550,2750000,550,2336.85,1977.71,156.5984,14.882
-80378.15625,551,2755000,551,2342.69,2004.59,156.536,15.1427
-80194.5390625,552,2760000,552,2342.06,2008.02,156.6819,15.0271
-80483.453125,553,2765000,553,2338.19,1974.19,156.6011,15.2284
-80631.09375,554,2770000,554,2335.76,1991.61,156.5637,15.1164
-80592.8828125,555,2775000,555,2347.79,1993.53,156.4966,15.1268
-80514.90625,556,2780000,556,2337.78,1991.95,156.4635,14.9953
-80722.984375,557,2785000,557,2336.59,1993.52,156.551,15.0085
-80794.421875,558,2790000,558,2347.7,1999.98,156.564,15.1991
-80934.3125,559,2795000,559,2340.59,1987.59,156.4346,15.1224
-80977.484375,560,2800000,560,2339.4,2012.1,156.5301,15.1974
-80910.2265625,561,2805000,561,2314.91,1985.74,156.6046,15.1673
-81100.9140625,562,2810000,562,2333.99,2013.42,156.6375,15.2191
-81442.625,563,2815000,563,2331.05,1987.69,156.4651,14.978
-81379.859375,564,2820000,564,2337.86,1971.63,156.5561,15.0972
-81798.09375,565,2825000,565,2362.3,2007.19,156.5308,15.1274
-81685.1328125,566,2830000,566,2359.27,2008.86,156.6035,15.0398
-81798.1484375,567,2835000,567,2352.56,1997.68,156.5464,15.2198
-81584.6640625,568,2840000,568,2345.03,2002.78,156.5617,15.105
-81596.0546875,569,2845000,569,2340.97,2003.39,156.5329,15.1974
-82191.71875,570,2850000,570,2359.43,2012.54,156.3554,15.1774
-82153.875,571,2855000,571,2332.89,2014.33,156.4477,15.0815
-82029.921875,572,2860000,572,2357.64,2002.75,156.5923,15.1792
-82516.703125,573,2865000,573,2358.3,2006.56,156.6087,15.1998
-82479.5625,574,2870000,574,2368.42,2016.58,156.561,15.3052
-82364.2734375,575,2875000,575,2362.47,2012.99,156.4647,15.0733
-82297.3828125,576,2880000,576,2359.1,2007.47,156.5451,15.179
-82689.34375,577,2885000,577,2366.22,2013.33,156.4946,15.1685
-82627.7578125,578,2890000,578,2331.35,1993.34,156.5262,15.2093
-82744.71875,579,2895000,579,2379.1,2005.7,156.5333,15.2866
-82516.9921875,580,2900000,580,2344.26,2002.11,156.5603,15.1231
-82892.3984375,581,2905000,581,2370.09,2018.19,156.4928,15.2102
-82660.7109375,582,2910000,582,2341.45,2007.39,156.5183,15.2028
-82846.0078125,583,2915000,583,2364.11,2004.96,156.3915,15.1614
-83049.671875,584,2920000,584,2360.64,2019.84,156.637,15.3654
-83309.5390625,585,2925000,585,2350.18,2006.82,156.6347,15.188
-83207.6796875,586,2930000,586,2353.87,1991.39,156.4996,15.3028
-83573.9453125,587,2935000,587,2352.37,2020.27,156.6715,15.2909
-83491.5078125,588,2940000,588,2362.35,1998.16,156.496,15.1351
-83382.640625,589,2945000,589,2324.78,1992.19,156.5494,15.1386
-83558.4296875,590,2950000,590,2346.75,2006.7,156.5194,15.1214
-83628.4765625,591,2955000,591,2349.13,1990.62,156.5239,15.1039
-83757.2890625,592,2960000,592,2324.23,2011.42,156.4514,15.1677
-83693.03125,593,2965000,593,2344.81,1990.75,156.5553,15.0724
-83907.625,594,2970000,594,2340.66,2011.25,156.6286,15.2146
-83797.9765625,595,2975000,595,2344.76,1978.21,156.459,15.1993
-83906.7578125,596,2980000,596,2331.96,1996.29,156.4762,14.9146
-84388.109375,597,2985000,597,2345.11,1990.69,156.4524,15.2348
-84273.640625,598,2990000,598,2346.43,1974.87,156.6103,15.1889
-84189.765625,599,2995000,599,2338.09,1965.63,156.5146,14.9226
