Running Forward KL,Itration,Running Env Steps,Reward Loss,Running Reverse KL,Real Sto Return,Running Update Time,Real Det Return
22.42,61,305000,-1792.1204833984375,16.9471,2306.76,61,2832.29
22.1035,62,310000,-1349.3643798828125,17.2916,2763.03,62,3182.73
22.1632,63,315000,-875.8468627929688,20.0531,3017.01,63,3190.88
22.4568,64,320000,-1530.200927734375,17.457,2521.62,64,3164.38
21.9179,65,325000,-1246.3956298828125,20.686,2917.81,65,3154.34
21.7818,66,330000,-1130.292724609375,18.678,2796.24,66,3143.15
22.4593,67,335000,-1642.26611328125,40.3915,2100.45,67,2959.88
22.7007,68,340000,-1205.43212890625,18.0889,2769.19,68,3160.0
22.0177,69,345000,-858.7421264648438,18.4599,3177.7,69,3183.33
22.19,70,350000,-1086.937744140625,17.1503,2841.51,70,3174.95
22.4828,71,355000,-1011.8074340820312,16.8134,3041.35,71,3187.2
22.217,72,360000,-752.6195068359375,16.0017,2927.73,72,3170.51
22.2484,73,365000,-983.9739990234375,17.2202,3035.95,73,3182.65
22.1045,74,370000,-994.6119384765625,16.7653,2703.04,74,3160.67
20.8634,75,375000,-848.0380249023438,14.5478,2659.11,75,3149.66
21.9928,76,380000,-869.6716918945312,16.3322,3143.75,76,3155.47
21.5068,77,385000,-1174.9794921875,17.9727,2267.03,77,3201.85
21.7799,78,390000,-827.4865112304688,16.0884,3168.46,78,3168.17
22.2477,79,395000,-901.7584838867188,16.5147,3043.42,79,3161.73
22.0729,80,400000,-968.9568481445312,18.0262,3058.31,80,3172.3
22.0243,81,405000,-1017.6758422851562,17.3655,3130.91,81,3156.21
21.9368,82,410000,-962.5568237304688,15.9667,2918.13,82,3179.21
22.069,83,415000,-913.9796142578125,16.2252,3143.27,83,3195.83
21.9751,84,420000,-1046.6585693359375,16.3732,2713.66,84,3159.02
21.7444,85,425000,-895.1536865234375,15.5183,3109.52,85,3174.34
21.6322,86,430000,-957.8784790039062,15.5492,2630.3,86,3179.12
21.9039,87,435000,-979.0437622070312,15.5239,2636.1,87,3164.39
22.6911,88,440000,-953.144287109375,16.7123,3145.32,88,3163.33
22.3218,89,445000,-1015.9326782226562,16.3999,3133.4,89,3153.89
21.6444,90,450000,-1032.8558349609375,15.894,2979.67,90,3155.38
21.5749,91,455000,-1180.2138671875,15.7658,2513.83,91,3184.56
22.2381,92,460000,-993.0247802734375,15.6631,2904.74,92,3151.48
21.7938,93,465000,-1176.270751953125,16.5308,2893.65,93,3155.92
22.7165,94,470000,-1202.6400146484375,17.9869,3070.1,94,3178.81
21.8016,95,475000,-1024.6385498046875,15.6219,3109.75,95,3165.75
21.7212,96,480000,-1113.6278076171875,16.0539,2887.81,96,3206.05
22.0293,97,485000,-1040.146484375,15.7101,2862.49,97,3155.19
22.5211,98,490000,-1152.122314453125,16.5603,3135.95,98,3141.18
22.4462,99,495000,-1125.4632568359375,16.9405,3061.65,99,3166.89
22.1462,100,500000,-1242.290283203125,16.3412,3086.11,100,3209.33
21.5163,101,505000,-1053.281494140625,15.4439,3176.52,101,3195.73
21.9666,102,510000,-1222.228759765625,15.7277,2615.84,102,3169.88
22.3327,103,515000,-1083.267578125,16.1782,2633.55,103,3187.62
21.7737,104,520000,-1243.151123046875,15.8665,2761.6,104,3192.03
21.748,105,525000,-1137.4923095703125,15.1117,3066.08,105,3166.46
21.8433,106,530000,-1293.876220703125,15.0102,2981.3,106,3189.09
22.4042,107,535000,-1260.283203125,15.572,2983.96,107,3179.52
21.6484,108,540000,-1613.783447265625,15.1767,2497.17,108,3228.03
21.7841,109,545000,-1215.1033935546875,15.1828,3013.66,109,3191.64
21.5562,110,550000,-1171.3228759765625,14.9727,2933.68,110,3213.9
21.5102,111,555000,-1240.085693359375,15.5789,3117.66,111,3189.48
22.0844,112,560000,-1240.7088623046875,15.4566,3137.23,112,3187.58
21.5287,113,565000,-1224.4769287109375,15.4288,3167.64,113,3185.43
21.5987,114,570000,-1391.7913818359375,15.5608,3011.15,114,3190.37
21.6606,115,575000,-1255.7393798828125,15.501,3120.17,115,3186.44
21.8098,116,580000,-1271.8280029296875,15.7047,2992.39,116,3186.93
21.6687,117,585000,-1216.0828857421875,15.6717,3178.84,117,3194.08
21.7202,118,590000,-1239.7025146484375,15.3295,3070.39,118,3211.43
21.7739,119,595000,-1278.5303955078125,15.5465,3157.03,119,3202.79
21.8622,120,600000,-1261.9443359375,15.4068,2995.42,120,3190.15
21.1554,121,605000,-1373.8673095703125,14.9115,3091.27,121,3190.21
21.0726,122,610000,-1325.994140625,14.8766,2755.9,122,3192.64
21.3737,123,615000,-1289.9417724609375,14.7607,2916.68,123,3209.36
21.7283,124,620000,-1397.71728515625,15.5849,3183.81,124,3188.68
21.9458,125,625000,-1360.767822265625,15.0561,3125.15,125,3184.91
21.8348,126,630000,-1302.5792236328125,14.9632,3106.39,126,3212.75
21.7004,127,635000,-1255.48974609375,14.7331,3161.43,127,3194.96
21.6964,128,640000,-1557.717041015625,14.5814,2829.86,128,3213.28
21.1045,129,645000,-1418.671142578125,15.0381,3183.76,129,3205.08
21.5012,130,650000,-1455.2982177734375,14.4811,3020.54,130,3200.18
20.9236,131,655000,-1429.939697265625,14.7505,3036.91,131,3202.7
21.4597,132,660000,-1523.900146484375,14.7948,3086.3,132,3183.42
21.2523,133,665000,-1439.9407958984375,14.7804,3014.12,133,3187.9
21.3231,134,670000,-1451.1492919921875,15.0064,3185.5,134,3199.08
21.879,135,675000,-1581.8680419921875,14.0748,2450.37,135,3221.71
20.9155,136,680000,-1466.1673583984375,14.3781,2820.73,136,3228.48
21.7668,137,685000,-1690.8101806640625,15.0787,2929.03,137,3193.3
21.2598,138,690000,-1480.0389404296875,14.845,3196.51,138,3217.36
20.9751,139,695000,-1551.260986328125,14.9516,3144.08,139,3202.53
21.176,140,700000,-1577.95654296875,15.3003,3178.04,140,3196.21
20.9765,141,705000,-1592.6177978515625,14.632,3031.31,141,3218.62
21.6435,142,710000,-1634.0240478515625,14.1278,2722.79,142,3204.11
22.1967,143,715000,-1602.229736328125,15.1536,2932.08,143,3212.95
21.1643,144,720000,-1446.7374267578125,14.2697,2907.89,144,3218.95
21.9271,145,725000,-1577.6566162109375,14.9528,2900.26,145,3199.14
21.9919,146,730000,-1648.12548828125,14.842,3093.91,146,3178.19
22.0524,147,735000,-1546.009521484375,15.1726,3173.96,147,3187.5
21.0723,148,740000,-1644.2855224609375,14.6912,3038.17,148,3180.46
21.3356,149,745000,-1616.9967041015625,14.8508,3186.1,149,3191.62
21.6589,150,750000,-1616.1173095703125,14.7621,3165.61,150,3186.31
21.3478,151,755000,-1629.8397216796875,14.5942,3185.14,151,3198.94
21.2935,152,760000,-1656.484619140625,14.9223,3124.27,152,3212.1
21.2596,153,765000,-1675.6290283203125,14.4622,3175.86,153,3197.96
21.4264,154,770000,-1690.8521728515625,14.7481,2989.93,154,3185.72
20.8126,155,775000,-1618.351318359375,14.2094,3082.22,155,3195.1
21.4377,156,780000,-1765.6444091796875,14.7342,3046.82,156,3198.16
21.2486,157,785000,-1772.5777587890625,13.8833,2981.03,157,3224.41
20.9807,158,790000,-1771.2962646484375,14.659,3178.77,158,3201.42
21.5377,159,795000,-1846.1773681640625,13.8644,2865.65,159,3190.13
20.8651,160,800000,-1713.031982421875,14.6325,2979.07,160,3220.17
21.1157,161,805000,-1712.3863525390625,14.0767,3181.06,161,3188.25
21.0619,162,810000,-1597.283447265625,13.9573,3003.85,162,3211.62
20.8305,163,815000,-1766.5557861328125,13.695,3152.92,163,3231.68
21.1059,164,820000,-2112.632568359375,13.3699,2567.85,164,3207.28
20.8189,165,825000,-1759.3673095703125,13.9095,3149.66,165,3207.36
21.1273,166,830000,-1858.5050048828125,14.3057,3043.58,166,3216.64
21.0343,167,835000,-1832.17578125,14.4892,3069.01,167,3220.61
21.3891,168,840000,-1893.471435546875,14.6897,3185.01,168,3197.65
21.3324,169,845000,-1816.778564453125,14.2476,3188.83,169,3197.82
20.8395,170,850000,-1820.3331298828125,13.5799,2959.4,170,3211.39
21.2952,171,855000,-1926.1737060546875,14.3531,3152.77,171,3167.69
20.8012,172,860000,-2009.405517578125,13.6008,3056.89,172,3224.99
21.3065,173,865000,-2106.572998046875,13.6356,2793.36,173,3252.03
20.6298,174,870000,-1941.3221435546875,14.0565,3196.68,174,3208.96
20.8804,175,875000,-1776.352294921875,13.3716,3212.59,175,3220.36
20.7219,176,880000,-2013.0296630859375,14.1955,3150.38,176,3205.99
20.7083,177,885000,-1942.1839599609375,13.9899,3193.73,177,3209.58
20.898,178,890000,-2068.1142578125,14.1238,3179.01,178,3197.41
21.0446,179,895000,-2005.6368408203125,14.3893,3177.41,179,3194.56
20.7436,180,900000,-1950.2445068359375,14.2396,3229.63,180,3218.81
20.3373,181,905000,-1955.994873046875,14.0019,3202.44,181,3214.4
20.3338,182,910000,-1987.684814453125,13.7643,3206.64,182,3213.15
20.521,183,915000,-1934.1929931640625,13.5193,3219.17,183,3216.7
20.4614,184,920000,-1996.593505859375,14.2866,3210.19,184,3230.22
20.1409,185,925000,-1969.59521484375,13.8294,3212.79,185,3219.56
20.6468,186,930000,-1991.61376953125,13.4007,3213.38,186,3196.36
20.0149,187,935000,-2083.598876953125,13.8094,3222.92,187,3218.01
20.9784,188,940000,-2061.3359375,13.8342,3230.96,188,3224.57
20.8869,189,945000,-2173.495849609375,13.8762,3184.05,189,3191.36
20.5803,190,950000,-2127.821044921875,13.7317,3190.16,190,3188.58
20.7071,191,955000,-2179.491455078125,13.7782,3174.57,191,3193.48
20.5997,192,960000,-2113.936767578125,13.8337,3202.58,192,3211.71
20.7359,193,965000,-2210.927734375,13.9333,3175.0,193,3209.34
20.5263,194,970000,-2124.48046875,13.771,3196.19,194,3206.36
20.315,195,975000,-2148.209716796875,13.722,3195.3,195,3199.52
19.9182,196,980000,-2144.51953125,13.6262,3239.76,196,3223.07
20.3581,197,985000,-2130.426513671875,13.4231,3073.97,197,3204.57
20.4459,198,990000,-2172.974365234375,13.6115,3156.18,198,3207.56
20.0541,199,995000,-2181.357666015625,13.5208,2930.9,199,3219.95
