Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Update Time,Real Sto Return,Reward Loss
18.5464,250000,146.6521,50,9898.98,50,9329.97,-4023.878173828125
17.4811,255000,146.7428,51,9828.45,51,9047.21,-4132.61669921875
16.3462,260000,146.6321,52,9943.59,52,9322.17,-4284.318359375
16.6264,265000,145.0688,53,10352.86,53,9576.33,-4314.20556640625
18.7938,270000,147.4457,54,9335.29,54,9039.86,-4755.1376953125
18.7905,275000,147.2673,55,10343.48,55,9865.83,-4345.51318359375
18.1465,280000,145.734,56,10351.84,56,9760.49,-4430.4521484375
18.6882,285000,146.1437,57,10007.42,57,9595.43,-4667.9619140625
15.9422,290000,146.8512,58,9960.86,58,8520.02,-5102.52880859375
17.6466,295000,144.795,59,10140.95,59,8974.49,-4638.06494140625
17.1655,300000,146.3943,60,10063.45,60,8955.28,-4908.048828125
19.3441,305000,145.7987,61,9921.43,61,9586.82,-5037.986328125
18.5121,310000,145.1828,62,10319.14,62,9708.1,-4944.234375
18.235,315000,145.2614,63,10193.3,63,10088.63,-5011.15576171875
16.9047,320000,145.1264,64,9781.69,64,7951.21,-5261.810546875
19.1072,325000,145.6082,65,10316.48,65,9963.1,-5255.166015625
17.9265,330000,144.2111,66,10762.01,66,10217.87,-5191.57080078125
18.4795,335000,144.4951,67,10617.08,67,10285.9,-5287.6328125
16.3511,340000,144.7183,68,9775.55,68,7758.52,-5903.93505859375
17.4516,345000,144.1629,69,10649.15,69,10241.37,-5365.73828125
18.3689,350000,145.571,70,10384.22,70,10043.39,-5860.181640625
17.9293,355000,145.2679,71,10663.74,71,9724.85,-5826.7744140625
18.9162,360000,145.9895,72,10194.73,72,9851.1,-5997.51171875
17.4521,365000,145.635,73,9293.59,73,9421.49,-6230.40380859375
18.1219,370000,144.5191,74,10850.91,74,10101.49,-5917.99560546875
18.0994,375000,144.4983,75,10888.59,75,10181.97,-5929.294921875
18.6584,380000,144.1898,76,10536.52,76,9985.81,-6180.26171875
18.6076,385000,144.7275,77,10987.41,77,10564.96,-6124.6767578125
18.6355,390000,145.4316,78,10388.17,78,9944.65,-6468.9013671875
17.2569,395000,143.2926,79,9603.63,79,9870.38,-6477.26953125
16.4522,400000,143.8478,80,9802.72,80,9970.65,-6891.25244140625
16.9837,405000,144.3228,81,9445.73,81,8483.42,-7206.1650390625
19.172,410000,144.6879,82,10925.69,82,10640.58,-6620.52099609375
18.4086,415000,143.4154,83,11024.37,83,9931.05,-6501.05712890625
17.5675,420000,144.1196,84,10594.22,84,9230.57,-6913.0185546875
17.2867,425000,143.6226,85,9920.81,85,10195.32,-6729.92626953125
18.89,430000,143.8949,86,10790.34,86,10142.3,-6942.912109375
18.2168,435000,142.3444,87,10704.62,87,10217.39,-7061.0556640625
18.9507,440000,143.8842,88,10502.82,88,10344.56,-7150.9794921875
18.9563,445000,143.7897,89,10954.2,89,10268.72,-7171.296875
18.7172,450000,143.0227,90,11024.84,90,10588.89,-7244.41552734375
17.328,455000,143.9998,91,10794.26,91,10419.96,-7202.244140625
19.005,460000,143.5875,92,10915.53,92,10792.65,-7232.509765625
18.7761,465000,144.0839,93,10584.54,93,10259.94,-7697.22607421875
17.9726,470000,144.0898,94,9949.01,94,8853.73,-7573.6435546875
18.4128,475000,143.1815,95,11271.41,95,10828.78,-7558.35009765625
19.0938,480000,143.196,96,11266.37,96,10921.56,-7493.75830078125
17.9616,485000,142.5224,97,10759.52,97,8896.18,-7781.35400390625
18.0015,490000,144.8801,98,11201.67,98,10774.39,-7924.79833984375
14.7318,495000,143.7931,99,7265.31,99,7592.41,-8982.0634765625
18.5151,500000,143.4282,100,11203.96,100,10975.69,-7905.1083984375
19.3181,505000,143.7789,101,10748.86,101,10338.88,-8446.5
17.0217,510000,142.9507,102,11140.84,102,10185.45,-8740.4228515625
17.6803,515000,142.7285,103,10482.78,103,9801.16,-8162.81982421875
18.7688,520000,142.7557,104,11237.85,104,10720.63,-8307.986328125
18.3966,525000,143.0232,105,11377.03,105,9048.64,-8008.1298828125
18.1832,530000,141.8067,106,11563.8,106,10740.59,-8322.0732421875
17.3145,535000,142.775,107,11094.59,107,9716.44,-8643.59375
17.9835,540000,142.6721,108,11122.89,108,10549.19,-8563.1142578125
19.0899,545000,141.7598,109,11097.02,109,10642.33,-8499.2041015625
14.757,550000,143.1791,110,9127.54,110,8652.31,-9055.2919921875
17.5424,555000,142.259,111,11325.17,111,10029.42,-8834.8056640625
18.1701,560000,141.8985,112,10559.34,112,10265.94,-8519.8056640625
18.4157,565000,142.1035,113,10835.03,113,10903.01,-9051.068359375
16.7045,570000,142.0584,114,11512.09,114,10381.36,-9120.3095703125
18.9331,575000,141.8893,115,11469.27,115,11099.23,-8766.615234375
19.3374,580000,141.6432,116,11835.05,116,11042.15,-8855.775390625
17.1375,585000,141.4447,117,11720.55,117,10337.88,-9397.6279296875
18.1029,590000,141.7198,118,11470.78,118,9851.84,-8865.724609375
18.4668,595000,142.4719,119,11614.69,119,11301.6,-8972.08984375
19.0712,600000,141.4456,120,11441.59,120,10015.72,-9337.8359375
18.9094,605000,141.3668,121,11915.26,121,11007.32,-9162.5576171875
14.5481,610000,143.967,122,7525.45,122,8607.44,-10569.5859375
17.908,615000,141.82,123,11501.99,123,10901.89,-9431.4697265625
20.9471,620000,141.147,124,11738.8,124,11353.86,-9925.26171875
18.1883,625000,142.0185,125,11810.99,125,10440.61,-9806.2724609375
19.4945,630000,141.4343,126,11568.68,126,10989.97,-9659.470703125
19.0926,635000,141.2459,127,11796.64,127,11363.27,-9620.5498046875
18.6005,640000,141.2302,128,11838.5,128,11353.49,-9127.4833984375
19.0077,645000,141.339,129,11570.53,129,11187.22,-9593.76953125
18.5164,650000,142.1431,130,11451.37,130,11312.56,-10150.5419921875
17.7225,655000,141.2765,131,11164.66,131,11464.29,-9987.70703125
18.4487,660000,141.2466,132,11924.59,132,10558.56,-9978.134765625
19.3871,665000,141.7972,133,11785.56,133,11374.84,-10159.162109375
19.6335,670000,141.8852,134,11953.69,134,11203.36,-9944.884765625
19.2999,675000,141.6818,135,12083.1,135,11174.67,-10317.4501953125
18.6962,680000,141.2154,136,11729.42,136,11267.01,-10009.4384765625
17.9212,685000,142.267,137,11720.51,137,10122.67,-10613.9541015625
17.1753,690000,142.3853,138,11696.31,138,10036.67,-10857.2724609375
19.4005,695000,141.3838,139,11883.96,139,11409.37,-10640.9931640625
19.2081,700000,141.5343,140,11233.23,140,10867.22,-10696.556640625
18.6124,705000,141.2504,141,12168.88,141,11277.85,-10349.1591796875
17.9641,710000,141.2212,142,12000.84,142,11480.93,-10876.1689453125
19.1293,715000,141.2096,143,11987.2,143,11256.87,-10710.0341796875
16.9325,720000,140.9346,144,11140.61,144,8411.96,-11550.9384765625
19.086,725000,141.1939,145,11310.18,145,11310.52,-10921.32421875
17.8687,730000,141.5122,146,11349.24,146,10386.3,-11252.625
19.0925,735000,143.2523,147,11817.57,147,10985.88,-11231.3134765625
18.7607,740000,141.6415,148,12010.03,148,11505.38,-11062.5654296875
19.3504,745000,142.2388,149,12218.11,149,11400.49,-11332.982421875
19.8448,750000,141.1639,150,11974.4,150,11517.95,-11597.5029296875
18.2251,755000,141.8682,151,11689.59,151,11280.97,-12389.740234375
18.1876,760000,141.635,152,11931.21,152,11455.13,-11558.95703125
19.6473,765000,141.111,153,11478.8,153,11125.26,-11965.4814453125
18.8577,770000,141.5752,154,11840.5,154,11399.32,-11551.1396484375
18.7767,775000,141.364,155,11963.37,155,11556.26,-12026.8916015625
19.4023,780000,141.6786,156,11488.19,156,11199.83,-12433.15234375
19.2067,785000,142.9065,157,12017.51,157,11316.83,-12376.7919921875
19.5929,790000,140.6592,158,11844.76,158,11520.66,-12065.43359375
19.181,795000,141.2569,159,12023.98,159,11566.97,-12048.1796875
19.329,800000,141.6424,160,12202.92,160,11666.52,-12164.4892578125
17.4931,805000,143.2335,161,10289.82,161,11240.27,-12765.009765625
19.5616,810000,141.1532,162,12023.36,162,11582.73,-11982.529296875
19.3683,815000,141.9533,163,11089.09,163,11140.03,-12719.7314453125
19.248,820000,142.5522,164,11680.26,164,11576.68,-12863.7548828125
18.0626,825000,141.3662,165,11747.71,165,9961.77,-13059.837890625
19.1519,830000,141.8022,166,12016.53,166,11270.07,-12765.7587890625
19.7242,835000,141.4508,167,12250.43,167,11689.38,-12973.884765625
19.3618,840000,141.339,168,12041.27,168,11589.74,-12689.3173828125
18.5134,845000,141.3607,169,11962.68,169,11622.67,-13599.146484375
17.8737,850000,141.3832,170,12239.75,170,11196.92,-13470.9169921875
20.02,855000,140.2296,171,12235.41,171,11847.73,-12695.52734375
17.5627,860000,140.9419,172,12364.06,172,11839.43,-13743.0068359375
19.9472,865000,140.538,173,12247.3,173,11657.24,-13395.7197265625
19.6663,870000,141.5589,174,12434.33,174,11962.38,-13197.080078125
18.5372,875000,141.9542,175,12075.5,175,11419.24,-13739.7470703125
20.0289,880000,140.0449,176,12090.45,176,11669.68,-13486.7734375
19.0534,885000,140.9236,177,12302.89,177,11854.02,-13268.8603515625
20.409,890000,140.9708,178,12255.62,178,11941.83,-13655.3310546875
20.5407,895000,141.0556,179,12268.78,179,11734.89,-13273.744140625
20.2905,900000,140.6736,180,12218.07,180,11902.75,-13377.193359375
20.5466,905000,140.6066,181,12413.39,181,12007.08,-13981.24609375
21.1503,910000,141.1115,182,11571.58,182,11328.07,-13986.2265625
18.7716,915000,141.2962,183,12165.08,183,11205.25,-14193.9521484375
19.5927,920000,141.3663,184,12379.3,184,11510.04,-14188.8466796875
18.938,925000,139.0992,185,12150.25,185,11298.21,-14852.33203125
20.1297,930000,141.0729,186,12354.69,186,11914.36,-14575.2119140625
19.1838,935000,139.9562,187,12472.83,187,11925.76,-14118.826171875
19.7599,940000,141.2571,188,10360.14,188,10443.29,-15553.294921875
19.363,945000,141.1095,189,12258.8,189,11921.81,-14547.72265625
19.704,950000,140.4022,190,12641.32,190,11839.17,-14352.7353515625
19.7245,955000,140.6074,191,12437.82,191,11909.68,-14887.5771484375
19.167,960000,139.9576,192,12494.03,192,11602.56,-14674.2822265625
20.1283,965000,141.2816,193,11873.52,193,11399.98,-15356.65234375
19.2302,970000,140.739,194,12386.53,194,11487.29,-15671.4033203125
19.0552,975000,141.1179,195,12291.26,195,11822.74,-15466.333984375
18.7732,980000,141.0985,196,12491.91,196,11957.34,-15431.1982421875
19.6763,985000,141.297,197,12335.39,197,11895.6,-15974.5615234375
20.444,990000,140.8607,198,12574.36,198,12078.36,-15378.71875
20.2298,995000,141.7139,199,12288.8,199,11900.42,-16005.0224609375
19.4433,1000000,140.2694,200,12398.45,200,11837.88,-15950.0751953125
19.8733,1005000,139.92,201,12324.14,201,11760.1,-16163.2763671875
19.461,1010000,140.1407,202,11964.15,202,11775.7,-16125.07421875
19.6416,1015000,140.4747,203,12395.51,203,11632.68,-16105.4609375
19.7074,1020000,140.3406,204,12541.67,204,11990.03,-16118.810546875
19.7872,1025000,139.2834,205,12134.47,205,11541.99,-16481.59375
19.3179,1030000,139.9024,206,12249.73,206,11770.88,-16635.6171875
20.1307,1035000,138.8499,207,12485.92,207,11743.66,-16422.990234375
19.5827,1040000,140.6414,208,12371.22,208,11840.56,-16919.919921875
19.9863,1045000,139.8664,209,12310.29,209,11897.91,-17300.97265625
19.7666,1050000,140.2052,210,11796.4,210,11689.23,-17026.482421875
20.0659,1055000,140.4387,211,12254.32,211,11817.39,-17310.853515625
19.9829,1060000,140.1787,212,12634.81,212,11793.11,-16961.470703125
20.7605,1065000,140.3519,213,12657.78,213,12219.68,-16991.501953125
20.889,1070000,140.9374,214,12533.63,214,12009.23,-17600.810546875
20.3307,1075000,140.6475,215,12784.9,215,12186.9,-17326.251953125
20.6186,1080000,140.1958,216,11857.99,216,11529.26,-17825.01953125
20.6319,1085000,140.5477,217,11523.95,217,11706.28,-17767.0859375
19.6472,1090000,140.3609,218,12290.37,218,11933.56,-18194.826171875
19.906,1095000,140.5356,219,12470.87,219,11972.5,-18337.001953125
20.6077,1100000,139.8933,220,12316.41,220,11897.03,-17953.388671875
19.7996,1105000,139.6281,221,12579.8,221,11795.46,-18099.537109375
20.6428,1110000,140.9353,222,12447.08,222,12015.27,-18348.716796875
21.1375,1115000,141.0649,223,12544.15,223,12161.11,-18430.142578125
20.7193,1120000,139.7585,224,11319.78,224,12123.36,-18347.9375
19.5398,1125000,139.9101,225,11302.48,225,11850.09,-18731.8671875
20.6035,1130000,139.3977,226,12367.9,226,11921.19,-18547.60546875
21.2175,1135000,140.4258,227,12539.47,227,12064.87,-18581.77734375
20.5593,1140000,140.4127,228,12381.63,228,12091.14,-18851.12890625
20.4401,1145000,140.4445,229,12196.27,229,11701.01,-19125.33984375
18.922,1150000,139.8264,230,12111.6,230,11411.09,-19684.39453125
20.6031,1155000,142.5536,231,12460.42,231,11940.5,-19400.50390625
19.878,1160000,140.6794,232,11701.75,232,11952.49,-19436.931640625
20.1149,1165000,142.1364,233,12393.39,233,11584.89,-19907.35546875
19.888,1170000,141.8243,234,12388.94,234,11942.17,-20271.1328125
20.3188,1175000,139.7731,235,12405.82,235,12051.18,-19458.337890625
20.091,1180000,141.3982,236,12439.15,236,11706.43,-20235.642578125
20.5415,1185000,141.8261,237,12364.16,237,11046.82,-19802.7734375
21.204,1190000,140.9116,238,12721.07,238,12191.04,-20135.40625
21.1838,1195000,141.9419,239,12502.62,239,11368.65,-20357.271484375
20.5803,1200000,140.0296,240,12592.92,240,12077.8,-19930.3203125
20.4756,1205000,141.4668,241,12419.48,241,11765.88,-21282.091796875
20.2178,1210000,141.6109,242,11135.69,242,10931.34,-21105.560546875
20.2391,1215000,140.7465,243,12622.83,243,11251.24,-20703.443359375
19.5479,1220000,140.1646,244,11894.57,244,12151.5,-21276.0
20.1703,1225000,140.8383,245,12515.08,245,12150.29,-21048.8125
19.6801,1230000,141.076,246,12313.68,246,11392.88,-21546.962890625
21.195,1235000,142.0914,247,12053.17,247,11648.11,-21204.30078125
19.3828,1240000,140.4789,248,12223.63,248,11825.93,-21684.455078125
20.4134,1245000,141.22,249,12541.11,249,12074.3,-21497.1796875
19.8554,1250000,141.7168,250,12184.05,250,11877.05,-21767.07421875
20.2737,1255000,141.5189,251,12300.84,251,11764.74,-21356.509765625
20.7469,1260000,140.4566,252,12700.41,252,11990.77,-21595.5078125
20.5174,1265000,141.4706,253,12492.67,253,12073.61,-21851.44140625
19.3578,1270000,141.5746,254,12309.64,254,11906.38,-22277.91796875
20.4235,1275000,141.2135,255,12571.65,255,11978.46,-21765.2265625
20.6481,1280000,142.2563,256,12619.84,256,12045.29,-21929.814453125
21.0545,1285000,141.652,257,12295.08,257,12040.0,-23206.560546875
20.9812,1290000,140.7452,258,12635.6,258,12172.5,-22282.720703125
20.8171,1295000,141.9004,259,12397.52,259,11200.4,-22789.6796875
21.161,1300000,140.5639,260,12500.57,260,11485.31,-22408.64453125
20.2593,1305000,141.5253,261,12594.38,261,12141.01,-22677.322265625
20.956,1310000,141.1902,262,12450.52,262,11892.47,-22939.26171875
20.9013,1315000,140.3396,263,12026.9,263,11918.71,-23114.0859375
20.5368,1320000,140.4151,264,11366.27,264,11828.39,-23243.2578125
20.0095,1325000,140.8353,265,11720.07,265,11855.9,-23676.361328125
20.7037,1330000,140.8618,266,12325.38,266,11946.26,-23266.490234375
19.2205,1335000,141.9146,267,12228.55,267,11759.66,-23744.833984375
20.8281,1340000,140.466,268,12224.97,268,11780.29,-23507.5234375
20.4245,1345000,141.1983,269,11671.03,269,11307.0,-24904.7890625
20.8393,1350000,139.3141,270,12117.25,270,11636.73,-23435.376953125
20.1073,1355000,139.87,271,11970.93,271,11528.52,-24104.33984375
21.3282,1360000,141.3699,272,12672.37,272,12167.03,-24251.083984375
20.5111,1365000,138.9297,273,12238.51,273,11753.48,-24094.0546875
19.8901,1370000,140.4672,274,12275.54,274,11855.48,-24269.19921875
20.2984,1375000,138.9573,275,11970.07,275,11622.03,-23880.421875
20.5029,1380000,140.7052,276,12400.98,276,12056.9,-24252.212890625
20.525,1385000,139.6396,277,11705.79,277,11822.12,-24296.69921875
20.7109,1390000,140.5496,278,12226.71,278,11703.81,-24495.4375
20.3771,1395000,141.0353,279,11968.61,279,11883.53,-25598.513671875
19.7477,1400000,140.8148,280,12105.27,280,11043.76,-23706.654296875
20.2557,1405000,141.512,281,11651.24,281,11565.67,-25578.623046875
20.6314,1410000,140.2416,282,12375.84,282,11876.11,-24935.560546875
20.9165,1415000,140.6443,283,12146.3,283,11792.68,-25499.369140625
21.3984,1420000,140.9776,284,12447.17,284,12101.73,-24696.39453125
21.5844,1425000,140.0606,285,12526.04,285,12101.28,-24814.298828125
21.3141,1430000,140.198,286,12269.34,286,11640.45,-24513.41796875
20.4066,1435000,140.0872,287,12535.81,287,11792.81,-25365.451171875
20.7765,1440000,139.5613,288,12446.79,288,12104.03,-24964.10546875
20.452,1445000,139.501,289,12022.32,289,11238.75,-24915.08984375
20.6058,1450000,141.0617,290,12660.29,290,12129.83,-25915.09765625
21.25,1455000,138.3541,291,12406.82,291,11934.99,-25502.359375
21.8591,1460000,140.1929,292,12722.74,292,11912.89,-25143.150390625
20.7791,1465000,140.5413,293,12428.74,293,11911.85,-25709.083984375
20.5509,1470000,139.8633,294,12408.03,294,11928.77,-25932.1640625
20.7581,1475000,139.9571,295,12007.73,295,11609.44,-27010.40625
20.1217,1480000,139.2774,296,11974.28,296,11554.96,-26716.9609375
19.6884,1485000,139.317,297,11852.74,297,11377.6,-26973.81640625
20.6476,1490000,140.2267,298,11459.15,298,11089.33,-26581.4765625
19.5865,1495000,139.1379,299,11989.58,299,11611.98,-26571.439453125
20.6891,1500000,139.7909,300,12217.0,300,11649.18,-27088.39453125
19.9244,1505000,139.8952,301,11740.67,301,11286.1,-27148.427734375
18.6352,1510000,140.1104,302,12095.92,302,11468.05,-27195.8671875
20.7698,1515000,140.3245,303,11904.4,303,11468.55,-27237.078125
21.5985,1520000,140.436,304,12516.04,304,12135.18,-27152.2578125
20.2459,1525000,139.4823,305,12123.99,305,11345.8,-27637.12890625
20.0263,1530000,141.8287,306,11941.82,306,11634.27,-28111.865234375
20.5076,1535000,139.8314,307,11138.95,307,10340.96,-28236.2578125
20.0223,1540000,139.6122,308,11585.02,308,11325.87,-27337.603515625
20.6834,1545000,139.9263,309,11214.96,309,10862.91,-28440.322265625
21.534,1550000,140.4098,310,12203.12,310,11624.63,-27442.740234375
21.0504,1555000,140.5669,311,11663.35,311,11427.22,-27729.955078125
21.1161,1560000,140.5029,312,12357.57,312,11653.73,-27976.578125
20.6856,1565000,141.3456,313,12420.1,313,11967.84,-27837.3515625
21.506,1570000,141.2145,314,12454.89,314,11861.33,-27643.97265625
20.7977,1575000,140.9378,315,12120.93,315,11601.04,-28505.115234375
21.0547,1580000,141.0328,316,12335.18,316,11862.75,-28727.5234375
20.8001,1585000,140.3727,317,12530.71,317,11195.24,-28343.55078125
21.5163,1590000,140.8243,318,12183.48,318,11679.91,-28176.865234375
20.9171,1595000,141.3414,319,12361.3,319,11801.76,-28679.734375
20.9318,1600000,140.4407,320,12334.41,320,11856.68,-29372.740234375
20.9284,1605000,140.9583,321,12517.0,321,12027.68,-29209.517578125
20.4981,1610000,139.8101,322,12638.55,322,11930.5,-29885.619140625
21.9064,1615000,139.8635,323,12218.26,323,11502.98,-29528.126953125
21.5954,1620000,141.5784,324,12540.59,324,12067.7,-29042.99609375
21.7249,1625000,141.8129,325,12444.61,325,12306.93,-28792.765625
20.5411,1630000,142.1985,326,12468.99,326,11708.55,-30252.044921875
21.5375,1635000,142.1568,327,12617.45,327,12079.78,-29757.857421875
20.9116,1640000,140.9585,328,12149.61,328,11443.01,-29443.525390625
21.1035,1645000,141.8048,329,12087.31,329,11158.33,-29831.25390625
21.4591,1650000,140.5816,330,12229.55,330,11981.67,-29426.884765625
21.2645,1655000,140.43,331,12643.91,331,12100.35,-29776.341796875
21.431,1660000,140.2143,332,12276.05,332,11892.72,-29665.439453125
22.6601,1665000,141.566,333,12420.18,333,12093.8,-29651.794921875
22.3068,1670000,139.5955,334,12082.54,334,12251.87,-30645.904296875
20.7764,1675000,141.9699,335,12053.3,335,12196.91,-29962.1953125
22.2181,1680000,142.3744,336,12380.17,336,11985.27,-29819.84765625
22.3157,1685000,140.2584,337,12746.14,337,12357.13,-30625.36328125
22.5891,1690000,142.6667,338,12739.79,338,11904.7,-29765.482421875
21.3016,1695000,140.2821,339,12785.32,339,12207.89,-31093.4453125
22.1238,1700000,142.634,340,12635.08,340,12294.72,-30847.828125
22.188,1705000,140.9631,341,12742.3,341,11670.58,-29970.92578125
22.5939,1710000,140.1901,342,12661.07,342,12199.36,-30710.1953125
21.3602,1715000,141.1009,343,12384.01,343,11834.08,-30774.3515625
22.9643,1720000,141.0547,344,12602.2,344,12127.2,-31139.8046875
22.5227,1725000,140.83,345,12590.22,345,12207.1,-30568.185546875
21.4687,1730000,141.3865,346,12858.36,346,12356.2,-31335.091796875
21.6402,1735000,141.8131,347,12510.69,347,11834.17,-30814.123046875
22.594,1740000,143.8329,348,12612.31,348,12132.71,-31732.40625
22.6049,1745000,142.25,349,12444.47,349,11583.52,-31031.09375
21.7247,1750000,141.5443,350,12711.78,350,11696.15,-31016.806640625
21.8438,1755000,141.3491,351,12516.37,351,12216.85,-31111.677734375
22.1922,1760000,140.7921,352,12245.21,352,12250.08,-31843.419921875
22.6847,1765000,141.7845,353,12607.2,353,12182.52,-31428.400390625
21.7572,1770000,141.6148,354,12681.54,354,11933.72,-31679.40234375
22.5352,1775000,140.8751,355,12569.94,355,12261.65,-31314.146484375
21.9026,1780000,141.9602,356,12722.97,356,12226.05,-31571.9765625
23.2219,1785000,141.5208,357,12524.3,357,12204.3,-32411.623046875
21.8803,1790000,141.3436,358,12468.79,358,12215.44,-32150.6796875
22.7257,1795000,143.4958,359,12452.49,359,12130.94,-32596.70703125
21.7304,1800000,143.2223,360,12494.48,360,12254.27,-32184.37890625
21.7482,1805000,140.9651,361,12635.67,361,12295.81,-31664.306640625
22.2437,1810000,140.1845,362,12704.99,362,12172.31,-31472.96875
23.3009,1815000,141.4442,363,12739.71,363,11681.07,-32550.6640625
22.2133,1820000,142.5691,364,12409.5,364,12178.51,-32441.380859375
22.0732,1825000,141.4656,365,12538.08,365,12196.48,-32534.974609375
22.001,1830000,142.5623,366,12663.7,366,12359.97,-32092.5859375
23.1332,1835000,142.3917,367,12567.94,367,12307.1,-33282.3984375
22.2823,1840000,141.2748,368,12650.25,368,12437.8,-32779.296875
21.8417,1845000,141.1811,369,12403.21,369,12304.39,-32870.94140625
22.1192,1850000,141.2721,370,12452.95,370,11739.21,-32384.669921875
22.273,1855000,141.523,371,12830.07,371,12525.63,-32781.62890625
22.2272,1860000,141.6223,372,12432.87,372,12507.87,-32880.5078125
22.8108,1865000,142.5259,373,12713.37,373,12453.79,-33476.625
22.8155,1870000,141.3762,374,12846.2,374,12424.84,-32841.45703125
22.3147,1875000,140.6708,375,12768.47,375,12454.32,-32826.6875
21.5135,1880000,141.7509,376,12879.37,376,11671.52,-31081.390625
21.7835,1885000,143.2533,377,12301.28,377,12129.93,-33957.05078125
21.6437,1890000,141.8771,378,12657.83,378,12444.76,-34015.87109375
23.5746,1895000,142.0996,379,12927.45,379,12539.93,-32956.4453125
22.4698,1900000,142.5504,380,12851.56,380,12542.94,-33724.32421875
22.371,1905000,140.5249,381,12562.8,381,12466.13,-33746.56640625
23.3755,1910000,142.2605,382,12666.31,382,12379.79,-33295.21484375
22.46,1915000,141.0352,383,12900.96,383,12306.79,-34409.0390625
23.0543,1920000,141.4687,384,12810.61,384,12507.18,-34774.484375
22.491,1925000,141.9925,385,12897.19,385,12540.92,-33591.0390625
21.1009,1930000,141.7647,386,12785.6,386,12465.65,-34132.296875
22.7416,1935000,142.9793,387,12003.07,387,12036.4,-34155.46875
22.6921,1940000,142.2227,388,12747.96,388,12364.38,-33736.85546875
20.9044,1945000,142.8596,389,12639.86,389,12260.55,-34627.5703125
22.9006,1950000,141.2782,390,12111.82,390,12451.88,-34451.8203125
