Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Real Sto Return,Running Env Steps,Itration,Running Update Time
15.2853,2316.57,-60309.45703125,156.6333,1980.61,1965000,393,393
15.2315,2326.98,-60296.34375,156.7018,1988.94,1970000,394,394
15.1945,2326.57,-60415.45703125,156.4917,1965.2,1975000,395,395
15.1643,2318.42,-60266.47265625,156.5834,1972.69,1980000,396,396
15.3992,2325.68,-60719.3984375,156.6172,1968.32,1985000,397,397
15.2862,2321.49,-60700.24609375,156.6696,1962.3,1990000,398,398
15.1091,2333.44,-60904.0,156.5908,1950.3,1995000,399,399
15.3078,2344.11,-61052.05859375,156.5657,1971.9,2000000,400,400
14.9768,2307.38,-60920.51171875,156.7163,1958.58,2005000,401,401
14.9567,2334.61,-61130.828125,156.5987,1966.15,2010000,402,402
15.1598,2328.76,-61387.58984375,156.6506,1959.19,2015000,403,403
15.0686,2360.91,-61506.546875,156.5344,1956.15,2020000,404,404
15.0258,2319.07,-61301.59765625,156.4073,1981.44,2025000,405,405
14.9425,2350.69,-61549.3515625,156.5724,1972.26,2030000,406,406
15.107,2340.86,-61613.0234375,156.6639,1970.76,2035000,407,407
15.1268,2346.49,-61858.82421875,156.6196,1963.11,2040000,408,408
15.0136,2354.85,-61836.6328125,156.6324,1971.94,2045000,409,409
15.0267,2336.73,-61939.62109375,156.639,1977.65,2050000,410,410
15.2145,2353.35,-62038.39453125,156.6683,1980.68,2055000,411,411
14.8823,2338.03,-61898.51953125,156.5199,1960.96,2060000,412,412
14.9068,2318.15,-62259.04296875,156.4686,1942.67,2065000,413,413
15.0641,2333.28,-62330.50390625,156.6585,1965.15,2070000,414,414
14.9889,2356.93,-62447.3046875,156.5956,1979.69,2075000,415,415
14.926,2335.39,-62225.5625,156.6998,1964.34,2080000,416,416
15.0679,2373.71,-62837.8125,156.4926,1985.18,2085000,417,417
15.0658,2360.55,-62669.0625,156.4691,1977.21,2090000,418,418
14.9603,2342.9,-62553.86328125,156.599,1952.91,2095000,419,419
15.1856,2362.04,-63002.47265625,156.6022,1981.74,2100000,420,420
15.049,2356.43,-63044.40234375,156.7006,1987.14,2105000,421,421
15.1026,2350.81,-62954.609375,156.5798,1981.34,2110000,422,422
15.161,2352.89,-63256.234375,156.4987,1974.74,2115000,423,423
15.0937,2353.62,-63345.609375,156.5667,1986.09,2120000,424,424
15.0633,2360.02,-63523.484375,156.6263,1952.3,2125000,425,425
15.145,2343.84,-63485.37109375,156.6051,1990.91,2130000,426,426
15.1663,2342.14,-63368.63671875,156.5478,1994.39,2135000,427,427
14.8539,2373.67,-63724.39453125,156.4631,1975.12,2140000,428,428
15.0509,2334.21,-63418.22265625,156.6443,1964.57,2145000,429,429
15.0663,2339.72,-63760.17578125,156.5191,1961.2,2150000,430,430
15.0176,2357.47,-64109.40234375,156.6321,1965.8,2155000,431,431
15.1376,2311.04,-64016.890625,156.634,1958.13,2160000,432,432
15.0946,2368.68,-64211.2578125,156.4537,1994.12,2165000,433,433
14.963,2329.77,-64196.00390625,156.5612,1961.92,2170000,434,434
15.372,2359.85,-64667.76953125,156.4884,1974.95,2175000,435,435
14.9573,2340.87,-64517.96484375,156.4379,1959.23,2180000,436,436
14.9633,2354.27,-64515.453125,156.5186,1962.89,2185000,437,437
15.0797,2352.7,-64830.58984375,156.619,1976.01,2190000,438,438
15.1166,2365.44,-64771.05859375,156.6154,1973.6,2195000,439,439
14.9298,2336.48,-64724.10546875,156.5942,1962.58,2200000,440,440
14.9914,2364.6,-64951.44140625,156.4674,1988.04,2205000,441,441
15.146,2341.34,-64923.265625,156.6234,1973.72,2210000,442,442
15.2153,2363.44,-65295.734375,156.4312,1987.52,2215000,443,443
15.2428,2357.68,-65388.859375,156.545,1996.08,2220000,444,444
15.2101,2366.81,-65557.5859375,156.6585,1985.28,2225000,445,445
15.0274,2347.84,-65424.703125,156.5231,1969.52,2230000,446,446
15.1903,2367.37,-65841.1953125,156.593,1990.41,2235000,447,447
14.9675,2346.5,-65581.7265625,156.4088,1990.66,2240000,448,448
14.9086,2349.63,-65525.27734375,156.5354,1974.56,2245000,449,449
15.0147,2356.39,-65744.140625,156.4239,1996.49,2250000,450,450
15.0418,2340.08,-66015.4453125,156.5159,1983.11,2255000,451,451
15.0037,2363.06,-66119.3828125,156.4595,1992.6,2260000,452,452
15.0342,2337.82,-66080.34375,156.5664,1976.08,2265000,453,453
15.0568,2361.58,-66313.3984375,156.4945,1985.99,2270000,454,454
15.1886,2375.24,-66366.640625,156.5897,1979.52,2275000,455,455
15.0959,2355.6,-66735.8671875,156.5405,1992.5,2280000,456,456
15.1529,2362.48,-66673.328125,156.5459,1993.82,2285000,457,457
14.9897,2364.89,-66662.6953125,156.5621,1992.15,2290000,458,458
15.2153,2364.23,-67050.1015625,156.5705,2007.03,2295000,459,459
15.1991,2352.89,-67173.2109375,156.553,2008.81,2300000,460,460
15.0311,2339.59,-66977.6484375,156.6185,1987.15,2305000,461,461
15.1356,2361.87,-67287.1875,156.5596,1977.44,2310000,462,462
15.1023,2324.21,-67094.3359375,156.4498,1987.42,2315000,463,463
14.9914,2361.32,-67449.8828125,156.4926,2006.78,2320000,464,464
15.1655,2355.97,-67443.796875,156.5844,1991.48,2325000,465,465
15.1153,2360.36,-67279.25,156.5802,2006.42,2330000,466,466
15.1463,2359.86,-67937.2578125,156.532,1999.18,2335000,467,467
14.9477,2346.27,-67477.5390625,156.7811,1978.5,2340000,468,468
15.2393,2371.78,-68031.1953125,156.534,2020.81,2345000,469,469
15.0114,2375.67,-68010.2109375,156.6362,2012.13,2350000,470,470
14.9857,2362.96,-68337.65625,156.4707,1997.99,2355000,471,471
15.0838,2356.47,-68134.6953125,156.3581,2014.23,2360000,472,472
15.1571,2358.39,-68610.1796875,156.5006,1997.41,2365000,473,473
14.8296,2253.82,-68112.96875,156.5392,1910.05,2370000,474,474
15.1319,2327.64,-68347.8984375,156.6395,1993.37,2375000,475,475
15.0051,2349.62,-68541.1953125,156.6396,1975.04,2380000,476,476
15.1523,2351.49,-68957.9921875,156.5157,1996.88,2385000,477,477
14.9142,2350.62,-68769.1953125,156.4981,1997.49,2390000,478,478
14.9433,2328.93,-68821.828125,156.526,1994.96,2395000,479,479
15.0172,2323.5,-69083.1796875,156.711,1979.85,2400000,480,480
14.9277,2334.35,-69114.859375,156.5992,1979.42,2405000,481,481
15.0973,2348.81,-69056.6640625,156.5486,2007.21,2410000,482,482
15.028,2319.81,-69074.6796875,156.7391,1987.22,2415000,483,483
14.9892,2324.15,-68889.078125,156.6488,2002.03,2420000,484,484
14.968,2356.06,-69356.3125,156.606,2007.86,2425000,485,485
15.0686,2364.29,-69704.390625,156.5742,2001.67,2430000,486,486
15.207,2370.74,-69617.65625,156.5755,2007.3,2435000,487,487
14.9574,2338.59,-69561.34375,156.4733,1988.12,2440000,488,488
15.1969,2337.0,-70152.421875,156.6381,1993.73,2445000,489,489
15.1184,2319.51,-69930.2109375,156.584,1955.99,2450000,490,490
14.9928,2316.69,-70049.328125,156.6163,1966.64,2455000,491,491
15.0936,2329.68,-70126.15625,156.5601,1997.87,2460000,492,492
15.0344,2322.91,-70268.46875,156.6502,1965.1,2465000,493,493
14.9672,2340.22,-70566.140625,156.4475,1987.16,2470000,494,494
15.0236,2352.55,-70858.6640625,156.449,2012.38,2475000,495,495
15.0139,2345.31,-70569.9296875,156.5385,1993.79,2480000,496,496
15.1962,2351.14,-70820.0703125,156.6748,1988.46,2485000,497,497
15.1708,2371.31,-71086.0390625,156.4302,2003.49,2490000,498,498
15.0434,2358.08,-71164.4140625,156.5297,2002.78,2495000,499,499
15.0156,2362.32,-71261.7578125,156.6102,1997.81,2500000,500,500
15.0689,2339.81,-71075.3359375,156.5868,1992.04,2505000,501,501
15.2851,2348.13,-71855.4453125,156.6993,2003.22,2510000,502,502
15.0002,2350.47,-71351.8828125,156.6253,1985.02,2515000,503,503
15.1242,2342.1,-71613.6796875,156.6827,1981.18,2520000,504,504
15.0275,2357.83,-71436.6640625,156.5851,2003.68,2525000,505,505
15.0105,2323.67,-71511.796875,156.4673,1971.59,2530000,506,506
15.0771,2327.02,-71509.546875,156.6658,1994.56,2535000,507,507
15.0049,2332.6,-71926.9453125,156.3613,2001.87,2540000,508,508
15.2047,2316.04,-71788.9140625,156.5878,1992.51,2545000,509,509
15.0497,2344.99,-72039.5625,156.5615,2013.89,2550000,510,510
15.1282,2358.63,-72211.3828125,156.5166,2005.8,2555000,511,511
15.0386,2344.02,-71997.84375,156.4781,2008.8,2560000,512,512
15.1705,2345.98,-72578.5390625,156.614,1999.03,2565000,513,513
15.0423,2340.73,-72261.1328125,156.646,1973.66,2570000,514,514
15.2476,2362.05,-72734.5234375,156.4164,2014.45,2575000,515,515
15.0015,2366.56,-72833.0,156.5172,1996.13,2580000,516,516
15.1255,2374.22,-73146.84375,156.53,2005.16,2585000,517,517
14.8578,2364.33,-73124.578125,156.5873,1999.53,2590000,518,518
15.0344,2364.69,-72996.0625,156.6062,2017.26,2595000,519,519
15.1314,2359.74,-73266.359375,156.5451,2021.46,2600000,520,520
14.9476,2360.54,-73261.1171875,156.5921,2010.49,2605000,521,521
14.9096,2342.67,-73523.1171875,156.6718,1989.84,2610000,522,522
14.9817,2376.56,-73414.828125,156.6946,2024.85,2615000,523,523
15.1608,2367.09,-73542.5703125,156.5458,2029.9,2620000,524,524
14.9731,2347.35,-73691.953125,156.5216,2009.66,2625000,525,525
15.0938,2338.89,-73712.6484375,156.6078,1993.94,2630000,526,526
14.934,2347.86,-73737.9375,156.4294,2000.08,2635000,527,527
14.9958,2346.34,-73891.1015625,156.4824,1997.93,2640000,528,528
15.1528,2348.55,-73472.2421875,156.5334,1997.39,2645000,529,529
14.8493,2310.1,-73680.1484375,156.5363,1975.86,2650000,530,530
14.1493,1924.13,-73403.5859375,156.4881,1608.18,2655000,531,531
14.914,2387.96,-74638.015625,156.4441,2026.55,2660000,532,532
15.3075,2403.56,-74618.5703125,156.4938,2051.25,2665000,533,533
15.2911,2377.09,-74489.203125,156.597,2023.81,2670000,534,534
15.1396,2378.56,-74475.3203125,156.6738,2023.5,2675000,535,535
15.2187,2357.72,-74442.9609375,156.6851,2030.52,2680000,536,536
15.0708,2362.23,-74504.0234375,156.5747,2005.29,2685000,537,537
15.1167,2358.8,-74949.8984375,156.5698,2004.13,2690000,538,538
15.2517,2362.66,-74864.46875,156.6027,2035.15,2695000,539,539
15.3704,2345.25,-75113.4765625,156.6461,2031.85,2700000,540,540
15.3214,2372.12,-75432.3828125,156.5424,2021.28,2705000,541,541
15.1649,2370.79,-75231.8671875,156.5258,2019.23,2710000,542,542
15.3161,2370.15,-75505.1171875,156.6215,2035.03,2715000,543,543
15.2749,2356.42,-75547.4296875,156.4977,2019.61,2720000,544,544
15.2648,2361.67,-75457.5234375,156.6244,2022.53,2725000,545,545
15.1311,2369.1,-75676.1015625,156.5459,2029.32,2730000,546,546
15.1923,2346.59,-75458.28125,156.5574,2022.69,2735000,547,547
15.1525,2361.5,-75742.5625,156.7086,2025.74,2740000,548,548
15.0171,2350.77,-76002.375,156.5858,2010.86,2745000,549,549
14.9971,2367.22,-75851.0234375,156.522,1996.57,2750000,550,550
15.1391,2352.82,-75999.40625,156.6594,2008.57,2755000,551,551
14.9504,2352.66,-76026.1328125,156.5228,1996.83,2760000,552,552
15.2085,2363.17,-76517.75,156.4905,2014.98,2765000,553,553
15.108,2367.95,-76324.4140625,156.5965,2023.44,2770000,554,554
14.9752,2357.12,-76365.0390625,156.5922,2014.45,2775000,555,555
15.1267,2367.19,-76456.3984375,156.5101,2011.54,2780000,556,556
14.8859,2363.03,-76403.0,156.4933,1991.74,2785000,557,557
15.1378,2351.69,-76469.4765625,156.5829,2009.52,2790000,558,558
15.0944,2351.19,-76714.6171875,156.4837,2009.2,2795000,559,559
15.1739,2360.46,-76698.8125,156.5338,2025.0,2800000,560,560
15.1103,2347.76,-76797.0546875,156.628,2005.04,2805000,561,561
14.9875,2363.12,-77029.875,156.4645,2021.73,2810000,562,562
15.123,2348.59,-76716.2265625,156.6509,2007.32,2815000,563,563
14.9714,2333.26,-76833.5078125,156.608,1989.2,2820000,564,564
15.1379,2338.49,-76936.3203125,156.6068,1990.88,2825000,565,565
15.1973,2343.54,-77352.7890625,156.4788,2000.88,2830000,566,566
15.0294,2333.55,-77343.3359375,156.5052,1986.34,2835000,567,567
15.1679,2372.54,-77453.1484375,156.669,2017.03,2840000,568,568
14.9531,2328.3,-77188.8671875,156.4418,1987.22,2845000,569,569
15.1374,2354.21,-77544.8203125,156.5262,2009.21,2850000,570,570
15.0329,2354.32,-77422.359375,156.5991,2008.98,2855000,571,571
15.1504,2358.99,-77574.4375,156.5455,2015.93,2860000,572,572
14.9487,2353.45,-77645.84375,156.5191,2028.2,2865000,573,573
15.1309,2326.09,-77584.625,156.5699,1990.96,2870000,574,574
15.0037,2346.87,-77960.015625,156.3777,2000.28,2875000,575,575
15.0044,2363.44,-78284.125,156.5496,2015.36,2880000,576,576
15.0212,2353.31,-78129.359375,156.5187,2012.0,2885000,577,577
15.0704,2390.42,-78299.3828125,156.5261,2011.52,2890000,578,578
15.0271,2374.44,-78435.6796875,156.6634,2015.77,2895000,579,579
15.0382,2374.78,-78328.5546875,156.6123,2020.24,2900000,580,580
14.9878,2362.13,-78597.25,156.508,2020.93,2905000,581,581
15.3642,2370.83,-78606.6796875,156.7603,2022.09,2910000,582,582
15.1046,2360.5,-78651.1171875,156.4613,2014.94,2915000,583,583
15.0158,2362.98,-78668.234375,156.4947,2014.28,2920000,584,584
14.9909,2380.39,-78835.234375,156.4322,2012.42,2925000,585,585
15.1615,2363.39,-79183.296875,156.5723,2024.21,2930000,586,586
15.1726,2381.76,-79102.53125,156.5664,2028.23,2935000,587,587
15.0284,2375.92,-78993.0546875,156.451,2027.1,2940000,588,588
15.1645,2387.15,-79332.03125,156.4788,2042.11,2945000,589,589
15.0936,2364.98,-79392.859375,156.5273,2027.39,2950000,590,590
15.1305,2370.19,-79605.3046875,156.3882,2031.61,2955000,591,591
15.0932,2362.95,-79612.2890625,156.6252,2034.45,2960000,592,592
15.0074,2356.27,-79561.6796875,156.4795,2021.11,2965000,593,593
14.9893,2381.04,-79776.984375,156.5368,2035.87,2970000,594,594
15.0502,2358.72,-79749.6796875,156.4338,2006.28,2975000,595,595
15.0788,2367.83,-79631.8046875,156.5072,2006.5,2980000,596,596
15.0322,2367.22,-79450.9140625,156.5372,2005.07,2985000,597,597
14.9603,2375.11,-79949.9921875,156.529,2000.5,2990000,598,598
14.9196,2357.34,-79789.5390625,156.5352,1996.78,2995000,599,599
