Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Real Det Return,Running Update Time,Itration,Running Env Steps
15.6873,156.9332,1859.23,-21945.951171875,2210.68,95,95,475000
15.6446,156.8509,1801.39,-22197.92578125,2173.18,96,96,480000
15.1237,156.9272,1753.46,-22289.33984375,2065.27,97,97,485000
15.4918,156.7017,1799.92,-22580.02734375,2142.39,98,98,490000
15.5532,156.6777,1843.0,-22948.955078125,2193.87,99,99,495000
15.8596,156.7275,1823.47,-23053.57421875,2161.07,100,100,500000
15.8402,156.808,1863.61,-23391.91796875,2210.49,101,101,505000
15.3506,156.7054,1822.2,-23453.1640625,2192.94,102,102,510000
15.3028,156.7158,1783.85,-23772.607421875,2120.8,103,103,515000
15.2653,156.675,1830.68,-24038.15625,2151.33,104,104,520000
15.3435,156.7657,1790.08,-24276.1875,2129.79,105,105,525000
15.1989,156.7389,1792.28,-24561.685546875,2143.25,106,106,530000
15.1344,156.7907,1806.27,-24739.380859375,2160.94,107,107,535000
15.7804,156.8388,1854.98,-24984.65625,2151.84,108,108,540000
15.409,156.7502,1861.74,-25215.99609375,2200.87,109,109,545000
15.5173,156.7703,1865.2,-25515.279296875,2218.9,110,110,550000
15.5077,156.6406,1843.17,-25721.419921875,2206.34,111,111,555000
15.4233,156.8376,1847.78,-26121.810546875,2237.42,112,112,560000
15.4008,156.8348,1826.3,-26335.837890625,2164.16,113,113,565000
14.9449,156.7497,1818.38,-26664.02734375,2136.62,114,114,570000
15.2338,156.8266,1808.84,-26831.50390625,2115.6,115,115,575000
15.5468,156.7035,1852.65,-27026.580078125,2166.61,116,116,580000
15.5554,156.8762,1858.17,-27307.419921875,2195.0,117,117,585000
15.5906,156.8567,1832.08,-27660.900390625,2162.74,118,118,590000
15.5888,156.7982,1863.77,-27904.046875,2172.63,119,119,595000
15.3121,156.8172,1806.65,-28248.423828125,2171.93,120,120,600000
15.6219,156.8531,1858.6,-28709.912109375,2245.96,121,121,605000
15.5388,156.8851,1848.21,-28700.203125,2211.62,122,122,610000
15.2702,156.7088,1832.45,-28952.07421875,2176.54,123,123,615000
15.6468,156.7348,1893.22,-29269.32421875,2217.44,124,124,620000
15.6778,156.7692,1865.73,-29655.55859375,2212.19,125,125,625000
15.4167,156.7659,1852.98,-29897.498046875,2195.16,126,126,630000
15.5226,156.7755,1844.57,-30138.51953125,2220.46,127,127,635000
15.5207,156.8863,1858.38,-30573.98046875,2217.44,128,128,640000
15.5904,156.8194,1844.98,-30705.126953125,2171.5,129,129,645000
15.3846,156.8883,1824.06,-31155.8046875,2194.04,130,130,650000
15.5775,156.7169,1873.85,-31471.970703125,2254.81,131,131,655000
15.2869,156.8703,1833.86,-31412.880859375,2151.03,132,132,660000
15.5221,156.6696,1892.48,-31968.1875,2235.64,133,133,665000
15.4195,156.7814,1876.86,-32138.486328125,2234.24,134,134,670000
15.3851,156.7353,1867.73,-32363.091796875,2224.99,135,135,675000
15.3673,156.9018,1877.7,-32659.529296875,2219.62,136,136,680000
15.4857,156.9775,1884.06,-33144.8046875,2237.63,137,137,685000
15.2286,156.742,1874.24,-33264.3828125,2194.39,138,138,690000
15.2631,156.6979,1850.68,-33564.23046875,2198.05,139,139,695000
15.5751,156.681,1875.87,-33751.65625,2241.43,140,140,700000
15.2622,156.6969,1876.88,-34148.69140625,2219.21,141,141,705000
15.5648,156.549,1898.01,-34559.98828125,2220.69,142,142,710000
15.102,156.7274,1868.1,-34787.00390625,2195.45,143,143,715000
15.7304,156.926,1880.35,-35334.734375,2267.01,144,144,720000
15.2572,156.6873,1904.99,-35360.71875,2233.59,145,145,725000
15.2414,156.748,1849.38,-35466.9453125,2203.7,146,146,730000
15.4482,156.804,1866.43,-35886.5859375,2199.97,147,147,735000
15.2783,156.644,1865.45,-36162.640625,2251.07,148,148,740000
15.3049,156.7547,1866.14,-36365.64453125,2251.35,149,149,745000
15.6344,156.748,1890.68,-36570.01953125,2246.4,150,150,750000
15.4838,156.768,1889.36,-37072.73828125,2231.97,151,151,755000
15.3587,156.7014,1856.64,-36978.79296875,2163.08,152,152,760000
15.1204,156.8433,1850.17,-37164.21875,2167.51,153,153,765000
15.375,156.838,1876.96,-37754.55859375,2254.04,154,154,770000
15.2866,156.813,1899.48,-38075.5859375,2260.41,155,155,775000
15.2761,156.7212,1869.4,-38036.7421875,2211.12,156,156,780000
15.3002,156.7416,1885.61,-38413.50390625,2218.33,157,157,785000
15.5353,156.7144,1895.7,-38767.3125,2248.05,158,158,790000
15.0984,156.6462,1899.79,-39104.02734375,2239.74,159,159,795000
15.1419,156.5659,1864.5,-39229.7890625,2187.12,160,160,800000
15.1746,156.8305,1874.6,-39424.546875,2219.26,161,161,805000
15.2924,156.6845,1871.96,-39905.375,2253.21,162,162,810000
15.2762,156.73,1894.48,-40037.296875,2225.34,163,163,815000
15.3359,156.5995,1867.48,-40412.23828125,2243.17,164,164,820000
15.5771,156.641,1924.82,-40729.21875,2300.7,165,165,825000
15.4412,156.6937,1898.94,-41010.8203125,2237.79,166,166,830000
15.1537,156.6286,1910.31,-41223.44140625,2243.07,167,167,835000
15.466,156.877,1922.61,-41571.31640625,2294.0,168,168,840000
15.5526,156.6211,1907.15,-41744.68359375,2279.43,169,169,845000
15.254,156.7279,1864.71,-42152.15625,2156.46,170,170,850000
15.2187,156.6865,1886.85,-42474.6484375,2273.09,171,171,855000
15.4603,156.6535,1901.15,-42728.3828125,2266.38,172,172,860000
15.1853,156.6505,1890.49,-42937.48046875,2239.07,173,173,865000
15.0367,156.834,1885.3,-43031.1875,2210.48,174,174,870000
15.5339,156.7621,1929.85,-43642.671875,2292.92,175,175,875000
15.3261,156.7451,1890.77,-43815.484375,2251.16,176,176,880000
15.3808,156.6319,1893.43,-43942.7109375,2263.49,177,177,885000
15.4663,156.7081,1931.26,-44188.29296875,2270.44,178,178,890000
15.3875,156.6814,1922.2,-44228.37890625,2243.25,179,179,895000
15.4926,156.7529,1922.52,-44736.16796875,2283.18,180,180,900000
15.1476,156.8317,1875.8,-44767.67578125,2167.88,181,181,905000
15.3218,156.6575,1934.94,-45182.98828125,2305.54,182,182,910000
15.3972,156.6766,1952.22,-45404.55078125,2285.36,183,183,915000
15.1135,156.6795,1893.88,-45636.953125,2256.11,184,184,920000
15.3241,156.7023,1887.19,-45992.53125,2311.9,185,185,925000
15.2567,156.5855,1908.83,-45728.26953125,2266.26,186,186,930000
15.487,156.6271,1922.75,-46213.796875,2303.86,187,187,935000
14.8723,156.5473,1916.76,-46377.703125,2307.03,188,188,940000
15.2113,156.6171,1894.64,-46522.9921875,2268.19,189,189,945000
15.2034,156.7396,1903.71,-46631.16796875,2253.31,190,190,950000
15.4012,156.7369,1907.78,-46733.8046875,2252.37,191,191,955000
15.4576,156.6929,1949.04,-47011.2109375,2329.86,192,192,960000
15.1437,156.7297,1923.2,-47082.76953125,2275.03,193,193,965000
15.0059,156.7355,1907.33,-47260.10546875,2266.37,194,194,970000
15.0168,156.6374,1924.45,-47400.67578125,2271.85,195,195,975000
15.3671,156.6227,1911.18,-47741.69921875,2299.28,196,196,980000
15.1931,156.6917,1902.33,-47707.76953125,2248.26,197,197,985000
15.1794,156.672,1914.36,-47957.2421875,2286.54,198,198,990000
15.3803,156.6738,1884.84,-48250.68359375,2277.07,199,199,995000
15.1911,156.6132,1908.0,-48209.01171875,2266.61,200,200,1000000
15.2074,156.57,1913.19,-48407.359375,2277.36,201,201,1005000
15.2157,156.6295,1929.17,-48591.1328125,2280.97,202,202,1010000
15.2619,156.7775,1914.23,-48682.8984375,2257.4,203,203,1015000
15.2683,156.7035,1924.55,-48863.98828125,2270.44,204,204,1020000
15.3233,156.6023,1919.6,-49183.85546875,2282.69,205,205,1025000
15.2938,156.5709,1934.08,-49249.84765625,2255.77,206,206,1030000
15.1196,156.5365,1930.96,-49388.859375,2279.92,207,207,1035000
15.3018,156.7807,1922.57,-49641.49609375,2304.44,208,208,1040000
15.2318,156.6473,1952.62,-49650.61328125,2295.85,209,209,1045000
15.5017,156.756,1951.88,-49909.90234375,2314.83,210,210,1050000
15.3516,156.6104,1941.02,-50174.859375,2312.62,211,211,1055000
15.2811,156.688,1953.14,-50297.28515625,2307.41,212,212,1060000
15.3094,156.5595,1941.03,-50514.546875,2299.81,213,213,1065000
15.3008,156.7493,1934.24,-50576.234375,2298.24,214,214,1070000
15.2953,156.7065,1936.7,-50780.42578125,2305.57,215,215,1075000
15.2293,156.7494,1938.03,-50942.2265625,2299.99,216,216,1080000
15.3224,156.6672,1928.32,-50973.6640625,2291.18,217,217,1085000
15.2619,156.588,1943.72,-51263.1875,2314.15,218,218,1090000
15.2946,156.5612,1926.99,-51260.15625,2310.3,219,219,1095000
15.405,156.6645,1945.99,-51337.30078125,2312.96,220,220,1100000
15.2338,156.4928,1940.02,-51673.85546875,2324.98,221,221,1105000
15.3158,156.6464,1932.26,-51655.99609375,2312.27,222,222,1110000
15.1829,156.7037,1935.06,-51839.92578125,2312.37,223,223,1115000
15.3857,156.8477,1959.98,-52193.35546875,2324.37,224,224,1120000
15.2693,156.5742,1926.77,-52246.26953125,2304.05,225,225,1125000
15.5102,156.7144,1953.04,-52345.6015625,2310.62,226,226,1130000
15.2985,156.6282,1935.06,-52411.6015625,2320.11,227,227,1135000
15.2264,156.6739,1926.43,-52615.61328125,2298.58,228,228,1140000
15.2842,156.6005,1919.77,-52709.6015625,2312.17,229,229,1145000
15.2441,156.7735,1930.11,-52813.6953125,2319.46,230,230,1150000
15.1521,156.7763,1935.19,-52962.921875,2300.35,231,231,1155000
15.1408,156.5563,1934.9,-52896.4453125,2305.23,232,232,1160000
15.2846,156.6088,1943.04,-53129.9140625,2313.42,233,233,1165000
15.2643,156.6121,1937.39,-53163.7890625,2304.93,234,234,1170000
15.2306,156.7761,1955.33,-53539.671875,2315.44,235,235,1175000
15.2786,156.6738,1931.03,-53100.71484375,2320.33,236,236,1180000
15.4531,156.7274,1963.75,-53500.3203125,2336.35,237,237,1185000
15.1585,156.6199,1912.31,-53605.265625,2304.12,238,238,1190000
15.1689,156.683,1935.28,-53723.34375,2318.18,239,239,1195000
15.0288,156.5953,1916.88,-53978.88671875,2298.68,240,240,1200000
15.1561,156.6508,1953.42,-54001.89453125,2306.26,241,241,1205000
15.1086,156.8265,1914.54,-54010.234375,2295.86,242,242,1210000
15.1957,156.6336,1918.96,-54009.73828125,2284.65,243,243,1215000
15.0723,156.6277,1924.09,-54211.03515625,2285.08,244,244,1220000
15.0397,156.5632,1921.63,-54375.98046875,2294.88,245,245,1225000
15.0189,156.5444,1935.95,-54290.33984375,2281.67,246,246,1230000
14.9568,156.6632,1955.18,-54483.89453125,2293.61,247,247,1235000
14.9182,156.6462,1907.43,-54648.0234375,2272.3,248,248,1240000
15.2694,156.7662,1950.76,-54760.015625,2299.44,249,249,1245000
15.1068,156.7045,1945.62,-54830.7734375,2278.64,250,250,1250000
15.012,156.6088,1916.63,-55061.01953125,2250.54,251,251,1255000
15.1682,156.6083,1949.59,-55173.078125,2292.64,252,252,1260000
15.1132,156.5968,1956.55,-55295.44921875,2313.78,253,253,1265000
15.1918,156.5954,1946.05,-55433.91015625,2302.67,254,254,1270000
15.1263,156.6695,1948.86,-55518.9765625,2315.92,255,255,1275000
15.184,156.6916,1960.03,-55913.41015625,2328.03,256,256,1280000
15.0545,156.5528,1928.39,-55876.484375,2303.51,257,257,1285000
15.2717,156.7336,1956.19,-55989.73046875,2303.16,258,258,1290000
15.3366,156.7378,1963.16,-55966.07421875,2310.89,259,259,1295000
15.1024,156.6601,1932.46,-56227.50390625,2310.42,260,260,1300000
15.0682,156.4805,1942.19,-56445.66015625,2307.93,261,261,1305000
15.0183,156.645,1925.18,-56178.09375,2276.31,262,262,1310000
15.1403,156.4797,1950.12,-56567.453125,2281.65,263,263,1315000
15.0858,156.4909,1931.0,-56655.40625,2305.0,264,264,1320000
14.9938,156.7642,1917.25,-56644.6796875,2271.5,265,265,1325000
15.0267,156.6844,1922.59,-56810.27734375,2293.0,266,266,1330000
15.0848,156.6051,1936.58,-56901.4140625,2301.67,267,267,1335000
15.0996,156.6428,1926.66,-56975.4609375,2318.59,268,268,1340000
15.0309,156.8205,1903.07,-57094.4375,2257.54,269,269,1345000
14.8323,156.7274,1905.88,-57272.56640625,2279.34,270,270,1350000
15.0083,156.7098,1912.49,-57172.4609375,2269.91,271,271,1355000
14.9188,156.6258,1916.04,-57454.01171875,2265.8,272,272,1360000
15.0243,156.6619,1929.65,-57627.03125,2284.54,273,273,1365000
14.8325,156.6751,1913.09,-57812.74609375,2254.78,274,274,1370000
14.9923,156.6248,1932.05,-57926.2109375,2301.05,275,275,1375000
14.9971,156.5932,1914.34,-58091.35546875,2268.26,276,276,1380000
15.2074,156.4926,1965.03,-58233.55859375,2343.38,277,277,1385000
15.0102,156.7009,1936.7,-58283.49609375,2304.81,278,278,1390000
14.9833,156.6643,1936.29,-58639.34765625,2329.71,279,279,1395000
14.8462,156.5632,1932.27,-58449.01171875,2300.46,280,280,1400000
14.8734,156.6705,1949.24,-58655.13671875,2306.17,281,281,1405000
14.997,156.629,1949.4,-59051.0234375,2339.0,282,282,1410000
15.0283,156.5434,1917.08,-58889.4375,2298.9,283,283,1415000
15.0633,156.5644,1950.23,-59054.83203125,2292.63,284,284,1420000
15.0737,156.7421,1953.78,-59278.57421875,2314.94,285,285,1425000
14.9498,156.7089,1942.46,-59445.73828125,2295.97,286,286,1430000
14.8844,156.5982,1910.08,-59493.98828125,2293.67,287,287,1435000
15.076,156.6942,1937.6,-59599.85546875,2236.65,288,288,1440000
14.9991,156.5857,1959.1,-59489.51171875,2307.54,289,289,1445000
15.0328,156.5549,1954.63,-59781.95703125,2301.63,290,290,1450000
15.2315,156.743,1962.68,-59801.17578125,2322.28,291,291,1455000
14.9878,156.6166,1937.39,-59863.984375,2316.06,292,292,1460000
15.1186,156.5391,1955.54,-60169.15625,2337.77,293,293,1465000
15.0248,156.6321,1954.67,-60130.3046875,2299.04,294,294,1470000
15.1576,156.5212,1967.07,-60405.62109375,2341.74,295,295,1475000
15.0832,156.5804,1959.57,-60491.88671875,2336.06,296,296,1480000
14.9689,156.5524,1964.27,-60551.12109375,2335.47,297,297,1485000
15.0818,156.6387,1957.88,-60807.74609375,2321.1,298,298,1490000
15.094,156.5492,1962.9,-60896.55859375,2349.97,299,299,1495000
15.1656,156.6116,1938.77,-60946.52734375,2301.41,300,300,1500000
15.2061,156.6394,1959.74,-61054.09375,2313.48,301,301,1505000
14.9607,156.5613,1948.45,-61009.58984375,2302.65,302,302,1510000
15.2519,156.6088,1962.56,-61366.3359375,2348.65,303,303,1515000
15.0999,156.6002,1962.16,-61204.4921875,2337.6,304,304,1520000
15.1708,156.5953,1964.13,-61504.71484375,2328.12,305,305,1525000
15.2821,156.6823,1962.38,-61581.1953125,2351.29,306,306,1530000
15.0285,156.6688,1939.42,-61685.875,2339.6,307,307,1535000
15.1887,156.6319,1959.57,-61647.171875,2326.88,308,308,1540000
15.1055,156.6774,1945.62,-61821.46875,2346.05,309,309,1545000
15.312,156.6955,1965.95,-61996.671875,2341.56,310,310,1550000
15.1101,156.6978,1980.67,-62090.34375,2344.33,311,311,1555000
15.2749,156.4915,1945.48,-62282.46484375,2349.92,312,312,1560000
15.2161,156.6485,1962.14,-62286.3671875,2330.45,313,313,1565000
15.3406,156.5624,1983.63,-62448.5546875,2343.1,314,314,1570000
15.2316,156.5985,1962.74,-62421.82421875,2332.18,315,315,1575000
15.3156,156.5656,1973.85,-62765.80078125,2366.29,316,316,1580000
15.1861,156.6158,1966.34,-62573.265625,2330.43,317,317,1585000
15.0909,156.6026,1961.3,-62740.3046875,2317.79,318,318,1590000
15.3293,156.6966,1973.31,-62844.0625,2341.99,319,319,1595000
15.1091,156.52,1958.66,-63029.12109375,2326.75,320,320,1600000
15.3472,156.6667,1967.5,-63150.20703125,2337.3,321,321,1605000
15.1604,156.5822,1956.05,-63221.97265625,2327.56,322,322,1610000
15.3755,156.5854,1986.55,-63373.2109375,2349.41,323,323,1615000
15.1806,156.6633,1979.68,-63431.84765625,2345.84,324,324,1620000
15.2962,156.5443,1986.68,-63436.24609375,2341.88,325,325,1625000
15.0587,156.6281,1974.06,-63768.26953125,2337.09,326,326,1630000
15.3108,156.6828,1981.89,-63777.76953125,2350.65,327,327,1635000
15.1108,156.489,1964.04,-63882.328125,2301.81,328,328,1640000
15.2331,156.7474,1968.48,-63892.12109375,2317.78,329,329,1645000
15.1565,156.5807,1984.28,-64198.41015625,2354.07,330,330,1650000
15.0901,156.7323,1955.8,-64284.05859375,2311.06,331,331,1655000
15.1175,156.5681,1962.39,-64340.546875,2328.1,332,332,1660000
15.1577,156.6475,1960.8,-64329.51953125,2340.38,333,333,1665000
15.22,156.6934,1958.27,-64473.0390625,2323.24,334,334,1670000
15.2579,156.5769,1995.51,-64584.7734375,2325.19,335,335,1675000
15.1967,156.5652,1964.86,-64832.48046875,2334.82,336,336,1680000
15.1793,156.712,1968.51,-64791.28125,2303.35,337,337,1685000
15.2531,156.6951,1964.15,-64908.51953125,2328.96,338,338,1690000
15.2531,156.6145,1959.77,-64707.88671875,2282.94,339,339,1695000
15.186,156.5586,1971.71,-65121.98046875,2279.86,340,340,1700000
15.2835,156.8177,1978.89,-65214.53515625,2316.84,341,341,1705000
15.1713,156.6728,1960.24,-65332.22265625,2304.45,342,342,1710000
15.1622,156.7372,1978.48,-65323.54296875,2303.43,343,343,1715000
15.1973,156.6036,1970.63,-65374.52734375,2305.11,344,344,1720000
15.2702,156.6995,1992.64,-65407.484375,2302.29,345,345,1725000
15.2481,156.6429,1977.06,-65526.76953125,2309.01,346,346,1730000
15.1839,156.7627,1965.35,-65647.2109375,2318.71,347,347,1735000
15.4196,156.5768,1969.31,-65787.90625,2330.56,348,348,1740000
15.2502,156.8973,1970.02,-65645.1796875,2288.12,349,349,1745000
15.0384,156.6468,1952.21,-65739.453125,2261.11,350,350,1750000
15.152,156.7026,1982.11,-66373.828125,2325.63,351,351,1755000
15.165,156.6449,1961.83,-66287.65625,2287.17,352,352,1760000
15.1747,156.4907,1956.2,-66216.6796875,2293.95,353,353,1765000
15.079,156.705,1950.27,-66474.53125,2288.61,354,354,1770000
15.2705,156.6845,1972.75,-66483.2578125,2299.62,355,355,1775000
15.3619,156.7154,1967.22,-66671.5078125,2295.93,356,356,1780000
15.215,156.7257,1934.97,-66805.234375,2300.68,357,357,1785000
15.1097,156.6784,1948.94,-66608.9453125,2300.94,358,358,1790000
15.4302,156.5848,1965.01,-67048.5078125,2275.55,359,359,1795000
15.2658,156.6429,1990.57,-67503.71875,2324.73,360,360,1800000
15.1952,156.5841,1942.36,-67067.828125,2259.03,361,361,1805000
15.1727,156.549,1964.28,-67241.890625,2289.56,362,362,1810000
15.3245,156.6091,1964.75,-67402.3359375,2315.68,363,363,1815000
15.2291,156.6602,1973.82,-67738.890625,2314.77,364,364,1820000
15.1823,156.632,1964.12,-67706.1015625,2310.16,365,365,1825000
15.1654,156.692,1961.7,-67674.5234375,2309.49,366,366,1830000
15.1038,156.6555,1945.41,-67619.7265625,2306.48,367,367,1835000
15.2064,156.5724,1971.63,-67833.140625,2330.88,368,368,1840000
15.3129,156.5736,1954.37,-67894.9296875,2318.2,369,369,1845000
15.1701,156.5088,1984.94,-68222.484375,2329.11,370,370,1850000
15.1385,156.5254,1977.58,-68344.53125,2318.91,371,371,1855000
15.1692,156.5564,1961.0,-68389.3046875,2290.88,372,372,1860000
15.1927,156.5379,1975.23,-68303.7734375,2321.98,373,373,1865000
15.0629,156.521,1966.26,-68453.6953125,2326.01,374,374,1870000
15.228,156.6152,1969.66,-68821.015625,2310.67,375,375,1875000
15.1282,156.6449,1956.04,-68607.0,2303.61,376,376,1880000
15.2563,156.6652,1969.09,-68901.2421875,2320.74,377,377,1885000
15.0879,156.5764,1956.12,-68801.2265625,2307.9,378,378,1890000
15.1997,156.6342,1951.68,-68992.0625,2286.52,379,379,1895000
15.1339,156.601,1946.38,-69376.2890625,2288.14,380,380,1900000
15.2435,156.7218,1970.88,-69429.3828125,2316.89,381,381,1905000
15.2094,156.5139,1986.5,-69434.8984375,2321.63,382,382,1910000
15.089,156.7039,1961.66,-69215.3046875,2260.14,383,383,1915000
15.0684,156.5522,1961.68,-69553.703125,2322.72,384,384,1920000
15.193,156.5747,1963.26,-69600.6484375,2288.18,385,385,1925000
15.2169,156.5522,1958.08,-69597.75,2317.9,386,386,1930000
15.202,156.642,1962.58,-69814.9609375,2297.4,387,387,1935000
14.9641,156.5265,1956.42,-69917.4296875,2276.9,388,388,1940000
15.3951,156.6899,1970.85,-70154.7109375,2299.19,389,389,1945000
15.1886,156.7498,1926.97,-69686.3203125,2249.11,390,390,1950000
15.1244,156.6366,1962.13,-70037.6796875,2300.49,391,391,1955000
15.2077,156.5677,1966.07,-70333.5390625,2324.02,392,392,1960000
15.3124,156.4462,1974.93,-70564.2578125,2330.65,393,393,1965000
