Running Forward KL,Running Env Steps,Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return
40.6245,330000,18.9319,66,-1829.0504150390625,66,4394.22,4377.17
40.3341,335000,17.2918,67,-2008.7982177734375,67,4196.97,4280.9
40.4143,340000,18.0958,68,-1896.6358642578125,68,4213.24,4210.7
40.4469,345000,18.1359,69,-2008.4388427734375,69,4273.0,4395.29
42.7714,350000,24.3588,70,-2543.55908203125,70,4050.12,4285.23
40.733,355000,18.5919,71,-2116.536865234375,71,4267.22,4370.31
40.8598,360000,18.6316,72,-2038.509765625,72,4278.6,4465.52
41.5619,365000,19.3061,73,-2197.732177734375,73,4220.99,4433.44
40.4163,370000,19.4245,74,-2346.626708984375,74,4304.52,4519.52
39.8634,375000,16.8394,75,-2121.849853515625,75,4128.59,4312.41
40.5493,380000,17.6441,76,-2520.48095703125,76,4288.73,4394.92
39.8306,385000,15.5365,77,-2180.501220703125,77,4297.29,4398.46
41.0869,390000,18.2144,78,-2283.247314453125,78,4130.18,4428.15
40.8256,395000,19.218,79,-2350.912109375,79,3750.29,4498.89
40.3994,400000,17.6189,80,-2401.308837890625,80,4333.23,4386.55
40.3632,405000,21.8127,81,-2778.933349609375,81,4100.76,4477.12
42.2568,410000,21.9349,82,-2718.10400390625,82,4086.88,4393.36
40.3734,415000,18.753,83,-2414.037841796875,83,4434.92,4530.61
40.3806,420000,18.8925,84,-2432.27734375,84,4360.42,4360.81
40.2202,425000,16.6976,85,-2522.627197265625,85,4322.52,4426.2
40.4237,430000,16.6217,86,-2373.8623046875,86,4196.69,4380.2
40.0867,435000,17.7353,87,-2452.4560546875,87,4436.79,4510.93
42.2751,440000,20.5079,88,-2910.428955078125,88,3905.15,4436.32
40.9355,445000,17.1166,89,-3071.17626953125,89,3541.51,4434.05
42.0787,450000,21.1635,90,-4141.61181640625,90,3946.82,3760.64
40.13,455000,17.4321,91,-2777.311767578125,91,3609.12,4451.18
41.0904,460000,20.2413,92,-3234.74462890625,92,3401.86,4519.8
40.2815,465000,16.7923,93,-3010.87841796875,93,4261.47,3838.24
40.3278,470000,17.2229,94,-2723.251708984375,94,4323.51,4342.55
40.2415,475000,18.1786,95,-2718.066650390625,95,4467.41,4534.47
40.6374,480000,17.5515,96,-2735.279052734375,96,4140.11,4387.65
40.4243,485000,16.748,97,-2874.439697265625,97,4229.38,4390.16
40.3808,490000,17.9113,98,-2856.777587890625,98,4416.94,4562.07
40.1978,495000,17.7188,99,-2770.928955078125,99,4438.75,4507.24
40.5844,500000,18.3681,100,-3273.400390625,100,3935.95,4573.76
40.8195,505000,19.1435,101,-3086.734130859375,101,4412.26,4518.72
40.8023,510000,18.092,102,-2988.2861328125,102,4431.91,4608.54
40.6818,515000,16.8394,103,-3051.225830078125,103,4163.76,4473.16
39.7325,520000,16.6403,104,-2821.00146484375,104,4226.62,4424.56
40.0551,525000,15.5062,105,-2991.80078125,105,4381.94,4510.39
41.4619,530000,20.5886,106,-4243.4072265625,106,2751.03,1246.3
41.6082,535000,19.0682,107,-3331.016357421875,107,4423.1,4397.48
40.9176,540000,17.7592,108,-3279.893798828125,108,4438.14,4548.63
42.0539,545000,16.0007,109,-4172.232421875,109,3748.24,361.3
41.6926,550000,16.5399,110,-3567.99755859375,110,4246.69,4187.17
40.5533,555000,18.4106,111,-3414.406494140625,111,4217.82,4503.66
41.532,560000,17.473,112,-3497.951171875,112,4460.02,4591.47
39.8543,565000,18.9675,113,-3239.919921875,113,4603.11,4573.75
39.3267,570000,16.1503,114,-3176.793701171875,114,4442.39,4476.27
40.1886,575000,16.9727,115,-3424.303955078125,115,3321.66,1581.96
39.637,580000,18.7911,116,-3320.13037109375,116,4599.22,4671.1
39.117,585000,17.7793,117,-3324.042724609375,117,4549.15,4607.31
40.5445,590000,20.6103,118,-4093.431884765625,118,4024.68,4515.84
40.6165,595000,32.6106,119,-4726.48095703125,119,3681.49,4445.77
40.7873,600000,17.8874,120,-3646.792724609375,120,4429.02,4458.47
40.0289,605000,18.5657,121,-3658.637451171875,121,4451.45,4500.49
40.6466,610000,23.0546,122,-4026.26513671875,122,3893.84,4400.28
39.6585,615000,19.2839,123,-3602.198486328125,123,4600.99,4628.3
40.5999,620000,19.9012,124,-3747.88427734375,124,3774.98,4521.01
39.7725,625000,17.0262,125,-3507.16357421875,125,4547.81,4609.91
39.522,630000,17.7426,126,-3595.859619140625,126,4347.28,4591.87
40.8935,635000,18.4143,127,-3824.490234375,127,4462.18,4529.13
39.1397,640000,18.2782,128,-3461.220458984375,128,4600.63,4594.3
38.2759,645000,17.0302,129,-3497.904296875,129,4693.0,4771.43
39.2135,650000,18.2904,130,-3618.9580078125,130,4678.81,4789.59
39.5142,655000,17.3706,131,-3851.857421875,131,4578.24,4486.71
40.6491,660000,21.0906,132,-5073.23876953125,132,2015.35,4687.54
39.5194,665000,19.7489,133,-3526.091552734375,133,4724.01,4818.66
39.9338,670000,18.245,134,-3797.60791015625,134,4717.04,4786.19
39.5231,675000,18.518,135,-3688.71923828125,135,4691.86,4826.32
39.2507,680000,17.3193,136,-3927.282470703125,136,4628.97,4691.75
40.2795,685000,21.2007,137,-4452.697265625,137,4740.62,4847.37
40.2565,690000,18.7101,138,-3807.98828125,138,4650.46,4809.27
39.8752,695000,20.1492,139,-3905.1201171875,139,4770.13,4906.87
37.7382,700000,16.6183,140,-3562.16455078125,140,4796.28,4916.18
38.9787,705000,17.0705,141,-4395.65673828125,141,4408.08,4480.7
40.7921,710000,17.9741,142,-4238.755859375,142,4533.2,4607.81
39.0537,715000,17.2157,143,-4029.231201171875,143,4632.24,4662.3
39.4004,720000,17.6645,144,-4052.261962890625,144,4534.53,4739.59
40.0642,725000,16.5209,145,-4418.57177734375,145,4596.11,4762.79
40.89,730000,18.3572,146,-4229.8408203125,146,4574.16,4688.12
41.239,735000,19.1545,147,-4320.7353515625,147,4683.55,4891.54
38.9323,740000,18.0492,148,-4016.187255859375,148,4759.49,4905.65
42.0566,745000,22.1135,149,-4514.0078125,149,4623.12,4787.29
39.1283,750000,17.2594,150,-4072.56591796875,150,4663.59,4811.22
39.8057,755000,17.8041,151,-4195.3828125,151,4719.99,4832.68
39.6023,760000,17.7547,152,-4159.84765625,152,4757.4,4868.62
39.0525,765000,17.8904,153,-4325.57470703125,153,4774.61,4823.14
39.4231,770000,18.9857,154,-4269.1513671875,154,4634.35,4901.21
39.8659,775000,17.1447,155,-4252.77490234375,155,4649.4,4849.1
40.5194,780000,19.1836,156,-4527.89306640625,156,4795.92,5059.23
36.8053,785000,15.6071,157,-3905.3251953125,157,4670.57,4875.55
37.9994,790000,17.1938,158,-4287.7880859375,158,4816.76,4997.08
38.2783,795000,18.3223,159,-4250.39208984375,159,4863.05,4998.29
39.228,800000,19.1349,160,-4138.18310546875,160,4851.13,4933.23
39.6221,805000,18.3188,161,-4407.33984375,161,4777.75,4921.71
38.7562,810000,17.7752,162,-4260.1845703125,162,4795.34,5003.3
37.7087,815000,15.7723,163,-4086.448486328125,163,4813.79,4940.42
37.8554,820000,17.7474,164,-4358.76220703125,164,4832.97,4993.38
38.4991,825000,18.1907,165,-4266.79736328125,165,4880.36,4991.64
37.1678,830000,17.581,166,-4241.24658203125,166,4868.27,5046.68
39.0358,835000,18.1877,167,-4712.58984375,167,4764.37,4909.65
38.6037,840000,18.227,168,-4480.267578125,168,4866.39,5068.49
39.7657,845000,20.2419,169,-4663.41259765625,169,4844.88,5026.95
38.8666,850000,18.2412,170,-4513.16650390625,170,4845.48,5011.8
38.4182,855000,18.1419,171,-4475.919921875,171,4895.81,5051.6
38.1616,860000,17.8627,172,-4425.11328125,172,4590.03,4950.41
39.7131,865000,19.7785,173,-4587.98779296875,173,4875.08,5079.61
38.4373,870000,18.5471,174,-4735.51611328125,174,4716.8,5031.21
40.103,875000,19.9911,175,-4955.64990234375,175,4878.99,5048.76
38.9851,880000,17.5346,176,-4624.72900390625,176,4851.03,5044.7
39.0406,885000,18.47,177,-4813.58984375,177,4823.17,5016.6
38.7629,890000,17.2975,178,-4800.95751953125,178,4829.13,5017.97
39.743,895000,20.1258,179,-5050.79931640625,179,4837.92,5013.13
39.9961,900000,19.1227,180,-4868.44189453125,180,4893.6,5022.5
38.9145,905000,17.2445,181,-4672.1767578125,181,4864.35,5048.75
39.3343,910000,18.2406,182,-4891.83349609375,182,4882.05,5056.96
39.0269,915000,18.0853,183,-5048.1806640625,183,4842.31,5017.72
38.3108,920000,18.1063,184,-4963.22412109375,184,4896.92,5064.93
39.3049,925000,19.5469,185,-4913.796875,185,4836.11,5005.6
40.4882,930000,17.3414,186,-5565.67431640625,186,4805.74,4933.47
39.7855,935000,17.8845,187,-5686.337890625,187,4718.57,4817.42
40.4023,940000,18.8309,188,-5494.08251953125,188,4719.16,4857.65
39.7964,945000,21.3398,189,-5204.6005859375,189,4899.2,4992.68
38.6773,950000,18.6448,190,-5101.18115234375,190,4871.98,5009.37
39.9538,955000,20.1684,191,-5385.42529296875,191,4908.96,5107.95
38.3781,960000,17.4571,192,-4972.2333984375,192,4892.53,5102.34
38.834,965000,18.2731,193,-5489.32666015625,193,4893.83,5064.86
39.0859,970000,18.3153,194,-5464.53466796875,194,4789.58,4991.31
40.4724,975000,18.6263,195,-5653.0771484375,195,4770.16,4988.84
38.9423,980000,17.5776,196,-5324.052734375,196,4592.11,4986.52
39.3662,985000,17.8015,197,-5504.9794921875,197,4778.73,4881.89
38.7604,990000,17.6092,198,-5314.61865234375,198,4926.79,5027.08
39.6483,995000,16.5939,199,-5503.96533203125,199,4858.72,5029.69
38.9314,1000000,17.4199,200,-5264.33642578125,200,4829.03,5044.53
39.704,1005000,18.7132,201,-5704.32958984375,201,4874.38,5092.67
38.1486,1010000,17.6491,202,-5234.30078125,202,4935.72,5171.98
38.7549,1015000,17.7029,203,-5383.69580078125,203,4902.01,5078.37
38.7647,1020000,17.9329,204,-5271.76416015625,204,4952.24,5120.32
38.9714,1025000,17.781,205,-5150.373046875,205,4935.13,5025.01
38.1044,1030000,16.4582,206,-5130.7568359375,206,4877.34,4966.18
38.9585,1035000,17.8657,207,-5717.04638671875,207,4909.56,5090.08
39.501,1040000,18.3924,208,-5741.86279296875,208,4931.5,5095.09
40.1733,1045000,19.3598,209,-5892.19091796875,209,4904.47,5105.37
39.0147,1050000,18.4343,210,-5683.5908203125,210,4915.96,5094.35
39.628,1055000,19.8514,211,-5813.931640625,211,4933.88,5076.36
39.6506,1060000,18.9888,212,-5811.20068359375,212,4823.56,5037.28
40.7206,1065000,19.3927,213,-6249.7861328125,213,4843.61,5059.41
40.5509,1070000,18.9704,214,-6488.14306640625,214,4783.7,4954.78
40.4406,1075000,18.8274,215,-6576.8408203125,215,4717.59,5033.43
40.798,1080000,18.2689,216,-6809.69287109375,216,4673.15,4380.32
40.4108,1085000,19.7751,217,-6507.36865234375,217,4841.86,4962.56
39.4402,1090000,17.9173,218,-6436.31689453125,218,4825.69,4924.51
39.2053,1095000,18.4308,219,-6157.90966796875,219,4917.1,5018.38
39.483,1100000,17.7974,220,-6456.26416015625,220,4848.69,5021.44
39.5465,1105000,17.6131,221,-6267.615234375,221,4871.57,4993.88
38.7509,1110000,16.8844,222,-6096.1162109375,222,4871.76,5005.71
39.3449,1115000,17.1048,223,-5916.47265625,223,4912.87,5058.05
39.6837,1120000,17.3882,224,-6190.46337890625,224,4899.1,5082.43
39.9328,1125000,17.7964,225,-6402.18408203125,225,4821.12,4980.37
39.3384,1130000,16.9399,226,-6313.16064453125,226,4895.27,5073.61
39.6394,1135000,17.6722,227,-6245.212890625,227,4877.77,4972.41
39.3364,1140000,18.0261,228,-6450.60400390625,228,4870.01,4992.09
39.0119,1145000,17.2987,229,-6352.96435546875,229,4910.28,5046.02
39.2069,1150000,17.4879,230,-6392.46240234375,230,4881.2,5035.95
39.89,1155000,16.44,231,-7010.28369140625,231,4796.39,4934.92
39.8124,1160000,17.5121,232,-6570.89794921875,232,4733.4,4998.15
39.7961,1165000,17.3358,233,-7413.0595703125,233,4399.06,4975.07
39.9647,1170000,15.9361,234,-7438.853515625,234,4803.58,4973.32
40.2718,1175000,17.6459,235,-7814.140625,235,4787.09,5007.37
39.0643,1180000,18.2344,236,-7005.201171875,236,4882.06,5026.18
39.0142,1185000,17.5507,237,-6811.673828125,237,4453.07,4992.23
39.6565,1190000,24.3095,238,-7950.11669921875,238,4844.02,5040.03
40.1753,1195000,20.8432,239,-7765.3662109375,239,4210.91,4944.76
39.9409,1200000,17.2149,240,-7085.15234375,240,4663.78,4878.62
38.6818,1205000,16.867,241,-7136.1103515625,241,4842.08,5047.68
38.573,1210000,18.1959,242,-7039.30078125,242,4866.02,5085.76
38.9791,1215000,17.0194,243,-7021.216796875,243,4830.5,5091.51
38.7462,1220000,17.7491,244,-7130.53515625,244,4886.29,5061.72
39.4084,1225000,18.6554,245,-7194.986328125,245,4922.1,5227.16
38.8177,1230000,17.7081,246,-7136.48828125,246,4603.6,5122.72
38.6668,1235000,16.7519,247,-7052.865234375,247,4884.25,5051.63
38.2698,1240000,16.7276,248,-6977.63427734375,248,4923.42,5032.22
38.0658,1245000,19.2203,249,-6619.82470703125,249,4195.02,5018.31
37.631,1250000,19.3803,250,-6976.79833984375,250,4730.18,5136.37
37.3352,1255000,16.3755,251,-6508.3466796875,251,4958.6,5185.97
38.287,1260000,16.0121,252,-6631.10546875,252,4979.0,5184.72
37.1103,1265000,15.4274,253,-6097.27783203125,253,5018.16,5177.15
37.3352,1270000,15.816,254,-6243.71533203125,254,5007.42,5217.79
37.5927,1275000,15.7356,255,-6315.6015625,255,5003.02,5199.4
36.9753,1280000,15.9233,256,-6337.22705078125,256,5049.38,5192.41
36.4359,1285000,15.1139,257,-6320.4423828125,257,5018.23,5159.58
37.0757,1290000,15.2018,258,-6172.421875,258,5040.24,5177.51
36.7843,1295000,15.1174,259,-6325.5615234375,259,5041.58,5237.22
36.6569,1300000,14.6027,260,-6371.31982421875,260,4993.59,5214.08
36.7103,1305000,14.7743,261,-6350.5009765625,261,5021.77,5107.0
37.9578,1310000,15.8394,262,-6753.5986328125,262,4995.16,5182.72
37.6279,1315000,15.444,263,-6683.54248046875,263,5002.31,5186.19
36.9079,1320000,14.3789,264,-6722.63818359375,264,4937.78,5031.64
36.8553,1325000,15.1888,265,-6783.1845703125,265,4984.5,5138.1
37.0288,1330000,14.8208,266,-6719.55517578125,266,4966.58,5003.08
37.3522,1335000,14.7129,267,-6819.9482421875,267,4975.66,5066.86
36.4083,1340000,14.7133,268,-6588.58251953125,268,5000.87,5003.95
36.5661,1345000,14.6958,269,-6490.78515625,269,4980.97,4842.16
36.6356,1350000,14.4465,270,-6472.27197265625,270,4894.42,4983.37
36.0524,1355000,14.9504,271,-6326.78271484375,271,4986.9,5007.91
36.9138,1360000,15.1408,272,-6866.48193359375,272,4946.33,4976.93
36.6173,1365000,14.9817,273,-6377.6201171875,273,5037.41,4903.51
36.4896,1370000,14.3842,274,-6420.03662109375,274,4983.05,4678.1
37.2718,1375000,14.7543,275,-7025.2978515625,275,4961.52,5173.48
37.2089,1380000,15.0663,276,-6895.98046875,276,5008.99,5201.3
35.9087,1385000,14.4924,277,-6331.00439453125,277,5050.49,5266.83
36.425,1390000,14.8797,278,-6499.75830078125,278,5079.77,5306.81
36.1636,1395000,13.9661,279,-6559.15283203125,279,5011.41,5024.62
35.6284,1400000,14.5941,280,-6352.6474609375,280,5074.35,4723.4
36.0342,1405000,14.8388,281,-7073.8359375,281,4833.91,4290.1
36.1103,1410000,14.3117,282,-6778.7177734375,282,5015.71,5171.41
36.3523,1415000,14.4901,283,-6816.0263671875,283,5001.88,5249.26
36.6639,1420000,14.7979,284,-6838.00146484375,284,5012.14,5212.9
36.7064,1425000,14.8439,285,-6728.5185546875,285,5051.01,5257.12
36.5327,1430000,14.0052,286,-6744.97998046875,286,5053.65,5131.43
36.0666,1435000,14.0178,287,-6946.76708984375,287,5032.53,5246.81
37.0984,1440000,15.5355,288,-6868.25830078125,288,5046.47,5244.01
36.2309,1445000,14.9076,289,-7158.501953125,289,5051.11,5304.1
51.5245,1450000,36.5521,290,-16007.4033203125,290,570.43,575.84
56.0477,1455000,78.5962,291,-11386.2216796875,291,101.44,46.44
46.5713,1460000,52.1184,292,-11652.84765625,292,266.2,-7.33
47.1713,1465000,23.9587,293,-10662.32421875,293,2204.57,2622.55
47.2652,1470000,36.0969,294,-10956.9853515625,294,766.77,915.42
41.8786,1475000,48.4352,295,-11915.5634765625,295,1963.86,2336.55
48.8247,1480000,34.2486,296,-13160.775390625,296,858.97,668.19
41.7365,1485000,27.623,297,-10875.8076171875,297,1649.56,1900.29
42.4074,1490000,60.4179,298,-13033.5009765625,298,2544.07,2230.53
39.5783,1495000,27.9538,299,-10397.5009765625,299,3504.24,2755.49
37.3592,1500000,17.5602,300,-8217.0234375,300,4671.91,4567.36
37.5765,1505000,16.801,301,-8514.3564453125,301,4666.75,4465.49
38.3246,1510000,17.4972,302,-9122.876953125,302,4893.62,4734.85
38.4604,1515000,16.9185,303,-9217.513671875,303,4797.71,4903.5
38.431,1520000,18.9858,304,-9555.22265625,304,4834.26,4987.54
38.8641,1525000,18.1466,305,-9634.27734375,305,4831.32,5093.46
38.6659,1530000,17.7737,306,-9755.689453125,306,4808.11,5003.72
38.5792,1535000,17.7559,307,-9647.0419921875,307,4815.47,5021.48
40.2703,1540000,17.0407,308,-10761.3203125,308,4653.26,4852.11
39.3754,1545000,16.0724,309,-10359.1220703125,309,4674.04,4825.52
39.8177,1550000,15.9586,310,-10519.0126953125,310,4651.73,4744.68
39.1418,1555000,15.8233,311,-9995.70703125,311,4704.5,4765.84
38.8892,1560000,16.0865,312,-9670.5283203125,312,4789.0,4861.52
38.342,1565000,15.8124,313,-9438.1015625,313,4829.59,4952.31
38.5937,1570000,15.8429,314,-9665.501953125,314,4835.96,5079.6
38.9584,1575000,16.9764,315,-9722.1865234375,315,4682.06,4983.46
39.7966,1580000,16.9533,316,-10240.0859375,316,4659.04,4915.24
44.2978,1585000,19.5172,317,-14107.0869140625,317,3513.9,3618.0
38.7974,1590000,18.7083,318,-10843.759765625,318,4026.96,4566.24
40.5652,1595000,19.1125,319,-9448.66015625,319,4301.19,4219.01
39.0164,1600000,17.4109,320,-9580.794921875,320,4681.98,4660.88
39.4084,1605000,19.9804,321,-10668.0,321,4876.74,5043.26
39.2501,1610000,19.4643,322,-10209.7822265625,322,4943.62,5059.98
38.4759,1615000,17.9381,323,-9442.189453125,323,4857.0,4785.84
39.0219,1620000,18.8662,324,-10103.73046875,324,4849.78,5007.01
39.277,1625000,18.0656,325,-10167.650390625,325,4859.68,5011.07
38.7158,1630000,17.7231,326,-9891.576171875,326,4821.52,4899.65
38.8588,1635000,16.4194,327,-9871.3056640625,327,4692.55,4869.41
38.7212,1640000,16.6606,328,-9569.087890625,328,4722.66,4871.08
38.9392,1645000,17.4364,329,-9938.2314453125,329,4737.43,4950.51
38.6364,1650000,17.1158,330,-9713.412109375,330,4822.7,5026.39
38.1601,1655000,16.3421,331,-9018.9326171875,331,4676.97,5090.77
38.7278,1660000,17.3958,332,-9717.32421875,332,4783.78,5038.47
39.2068,1665000,16.7545,333,-10263.154296875,333,4370.25,5126.59
38.8348,1670000,16.8448,334,-10227.359375,334,4896.63,4938.42
38.7734,1675000,17.3962,335,-9975.93359375,335,4918.26,5147.62
38.2715,1680000,17.188,336,-9483.8056640625,336,4944.09,5173.06
39.0979,1685000,18.4912,337,-10190.642578125,337,4905.61,5127.13
39.0243,1690000,18.7641,338,-10082.4482421875,338,4935.48,5069.85
37.5679,1695000,16.3114,339,-9681.2626953125,339,4917.33,4931.23
38.4965,1700000,18.1986,340,-9937.31640625,340,4949.72,5067.12
38.1203,1705000,16.9418,341,-9880.9365234375,341,4934.56,4892.74
37.9083,1710000,17.0338,342,-9828.7568359375,342,4963.08,4971.32
37.573,1715000,17.0147,343,-9999.2626953125,343,5002.94,5061.06
37.7962,1720000,17.8371,344,-9652.88671875,344,5040.19,5211.65
37.0662,1725000,16.7819,345,-9738.66796875,345,5057.57,4997.62
37.3076,1730000,17.2653,346,-9531.00390625,346,5045.78,5071.19
37.4672,1735000,17.2083,347,-9911.46484375,347,4999.01,5117.95
36.9811,1740000,16.4257,348,-9646.783203125,348,5030.74,4971.41
36.5158,1745000,16.1571,349,-9218.0732421875,349,5022.38,4926.17
36.1322,1750000,15.4904,350,-9391.298828125,350,5003.14,4977.54
36.5057,1755000,15.9813,351,-9513.390625,351,5014.1,5008.0
36.4447,1760000,16.0993,352,-9363.2958984375,352,5076.55,5158.86
36.1514,1765000,14.9858,353,-10070.23046875,353,5012.62,4955.69
35.9938,1770000,15.3087,354,-9313.3056640625,354,5036.65,5059.7
36.2672,1775000,14.6855,355,-10439.62890625,355,4855.58,4293.91
36.3626,1780000,15.8806,356,-9684.0361328125,356,4995.07,5065.69
37.0323,1785000,17.1092,357,-10318.748046875,357,4969.7,5117.77
37.2562,1790000,16.1054,358,-10157.8291015625,358,4827.32,4989.32
37.8158,1795000,17.2982,359,-10865.1181640625,359,4968.91,5023.18
36.9561,1800000,17.1643,360,-10204.2373046875,360,5018.48,5127.4
37.2196,1805000,17.184,361,-10466.54296875,361,5040.67,5162.81
36.6801,1810000,16.8767,362,-10322.3447265625,362,5058.02,5196.36
36.8776,1815000,16.3736,363,-10608.4169921875,363,4953.55,4968.5
36.9318,1820000,16.2441,364,-10152.9951171875,364,5044.37,5091.17
35.7693,1825000,15.5353,365,-9547.5,365,5100.16,5074.45
37.1905,1830000,16.9788,366,-10406.1845703125,366,5089.04,5256.96
36.5853,1835000,16.6376,367,-10022.2919921875,367,4890.68,5198.0
36.9654,1840000,17.1261,368,-10683.2109375,368,5052.62,5196.89
36.8475,1845000,17.0041,369,-10554.498046875,369,5094.62,5310.88
37.1969,1850000,16.7577,370,-10611.8427734375,370,5085.98,5287.65
37.1139,1855000,16.1519,371,-10541.7255859375,371,5116.87,5296.9
37.1414,1860000,16.5285,372,-10396.0751953125,372,5088.25,5277.3
37.2165,1865000,16.3904,373,-10379.3203125,373,5112.28,5301.4
36.7433,1870000,15.8872,374,-9972.5537109375,374,5111.75,5299.62
36.5206,1875000,15.5586,375,-10081.787109375,375,5103.46,5174.86
36.0391,1880000,15.8004,376,-9925.0380859375,376,5102.68,5179.64
35.7439,1885000,15.5655,377,-10249.1787109375,377,5100.58,5172.23
37.0679,1890000,16.4842,378,-10796.1005859375,378,5053.11,5217.27
36.0806,1895000,15.6158,379,-10352.275390625,379,5067.65,5193.31
36.1363,1900000,16.021,380,-10246.0078125,380,5111.52,5105.2
37.0759,1905000,16.6237,381,-10829.927734375,381,5085.87,5252.52
37.3107,1910000,16.7465,382,-11160.41015625,382,5055.59,5256.42
36.5003,1915000,15.5098,383,-10252.0439453125,383,5076.09,5100.56
36.5228,1920000,16.2893,384,-10507.658203125,384,5071.49,5105.21
