Running Forward KL,Running Env Steps,Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return
36.2938,3875000,16.06,775,-29674.72265625,775,4965.6,5029.84
52.6135,3880000,39.9516,776,-46027.66015625,776,5.62,8.73
50.3498,3885000,69.5787,777,-44006.62890625,777,168.47,263.94
47.5801,3890000,16.2873,778,-49000.0,778,408.77,382.51
47.6775,3895000,16.3609,779,-47191.40234375,779,440.08,445.39
48.8116,3900000,56.641,780,-43480.7890625,780,301.93,275.9
48.4495,3905000,104.5032,781,-34972.3515625,781,303.49,300.36
39.3655,3910000,29.5596,782,-30159.7734375,782,3096.19,2986.11
41.7504,3915000,20.4976,783,-30405.00390625,783,3137.93,2481.37
39.2942,3920000,32.5249,784,-32826.21875,784,2798.13,2623.6
39.4397,3925000,32.6214,785,-30617.232421875,785,2967.05,1938.06
38.0038,3930000,21.3055,786,-29716.15625,786,4547.38,4514.3
35.0231,3935000,23.2102,787,-25915.72265625,787,4218.19,5046.36
37.9986,3940000,20.4182,788,-27011.1328125,788,3869.29,3455.77
38.4034,3945000,20.8877,789,-28675.185546875,789,5027.02,5145.35
37.489,3950000,20.6208,790,-26996.349609375,790,5036.22,5178.67
38.8787,3955000,21.587,791,-29318.10546875,791,5032.61,5090.8
38.7948,3960000,21.3942,792,-28596.234375,792,5191.96,5374.67
37.8769,3965000,20.749,793,-28433.736328125,793,5095.06,5240.19
37.9353,3970000,19.9371,794,-29309.857421875,794,5030.64,5173.07
37.7903,3975000,19.9948,795,-28443.837890625,795,5099.94,5192.91
36.9573,3980000,19.1353,796,-25725.92578125,796,5052.5,5065.51
35.6826,3985000,19.4146,797,-26167.33984375,797,5118.85,5160.4
36.1244,3990000,19.2792,798,-27262.20703125,798,5145.0,5192.25
36.5161,3995000,19.2868,799,-27338.048828125,799,5145.78,5224.63
36.3248,4000000,19.9874,800,-29477.103515625,800,5238.36,5425.96
35.7145,4005000,18.7511,801,-27800.279296875,801,5134.0,5145.39
37.0577,4010000,18.6638,802,-31444.14453125,802,4732.43,5114.67
36.9349,4015000,18.3884,803,-29556.09375,803,5049.8,5130.26
36.7501,4020000,19.4384,804,-30346.576171875,804,5061.85,5145.27
37.1587,4025000,20.1374,805,-30943.767578125,805,5117.44,5253.97
36.7442,4030000,19.9061,806,-30703.623046875,806,5142.88,5185.87
35.7622,4035000,19.2839,807,-29043.84375,807,5120.16,5176.68
37.1338,4040000,20.6532,808,-31799.408203125,808,5174.34,5375.94
37.1185,4045000,21.2635,809,-31259.609375,809,5241.32,5435.65
37.4034,4050000,21.0642,810,-31246.00390625,810,5262.78,5505.61
37.0501,4055000,21.3844,811,-32300.21484375,811,5233.62,5412.32
37.8396,4060000,21.3492,812,-32445.400390625,812,5218.57,5414.38
37.5712,4065000,20.3595,813,-33469.203125,813,5142.12,5275.08
37.2464,4070000,20.8426,814,-32290.88671875,814,5195.7,5353.35
37.2783,4075000,19.9645,815,-32927.0078125,815,5171.26,5371.35
37.7751,4080000,20.1972,816,-34037.84765625,816,5131.26,5359.72
38.9242,4085000,20.3868,817,-34368.55859375,817,5030.13,5212.79
38.8159,4090000,20.0641,818,-34749.11328125,818,4998.73,5219.58
39.1466,4095000,20.5533,819,-34708.953125,819,5043.6,5257.22
37.9356,4100000,19.8676,820,-33926.80859375,820,5109.06,5330.44
37.5227,4105000,19.4758,821,-33000.47265625,821,5112.59,5294.74
37.6251,4110000,19.7291,822,-34123.9140625,822,5110.09,5269.69
37.6332,4115000,20.0058,823,-33884.11328125,823,5095.93,5271.59
37.4286,4120000,19.6186,824,-32792.2734375,824,5100.84,5260.86
37.2694,4125000,19.2811,825,-33310.55078125,825,5063.8,5185.5
37.6639,4130000,19.8477,826,-33826.57421875,826,5076.38,5177.02
37.8493,4135000,19.4573,827,-35428.5,827,5035.66,5113.09
37.4474,4140000,19.1314,828,-34928.8203125,828,5114.88,5244.69
37.9671,4145000,19.7444,829,-34585.25390625,829,5062.98,5162.87
37.5494,4150000,19.6371,830,-34945.01171875,830,5109.96,5215.22
38.6015,4155000,20.3461,831,-35856.28515625,831,5023.19,5185.74
39.3311,4160000,21.0525,832,-36848.16796875,832,4964.86,5185.14
54.7039,4165000,76.2009,833,-41397.84765625,833,41.91,31.96
38.7539,4170000,21.2043,834,-28869.060546875,834,5112.48,5202.03
38.7411,4175000,21.7664,835,-31575.2890625,835,5043.02,5197.12
38.1261,4180000,20.852,836,-32468.99609375,836,5049.19,5128.82
38.1233,4185000,20.8057,837,-34401.5,837,5068.77,5175.25
38.3149,4190000,21.2094,838,-35135.60546875,838,5088.33,5152.69
38.3274,4195000,21.8018,839,-34713.66796875,839,5059.36,5176.11
39.1038,4200000,22.4269,840,-36778.79296875,840,5056.42,5201.32
39.2609,4205000,22.1375,841,-37046.10546875,841,5059.8,5224.09
39.8197,4210000,22.2315,842,-37447.63671875,842,5035.35,5195.31
40.1148,4215000,23.0664,843,-37795.18359375,843,5048.58,5176.82
39.4195,4220000,22.5222,844,-37132.4375,844,5107.05,5277.62
39.1674,4225000,22.7761,845,-37820.27734375,845,5075.16,5261.56
39.5063,4230000,22.4931,846,-38362.2734375,846,5036.92,5178.63
38.935,4235000,22.5852,847,-35961.609375,847,5161.01,5268.74
38.6704,4240000,22.1635,848,-35817.0,848,5119.8,5244.62
38.7164,4245000,22.6549,849,-35461.7421875,849,5154.09,5320.81
38.299,4250000,22.4511,850,-36044.7734375,850,5188.76,5300.88
37.9294,4255000,21.5176,851,-34892.609375,851,5230.71,5315.04
38.3522,4260000,21.8273,852,-36152.48046875,852,5131.14,5258.93
38.1178,4265000,21.5952,853,-34389.80078125,853,5173.41,5300.6
37.7359,4270000,21.963,854,-33698.02734375,854,5168.66,5290.99
