Itration,Real Det Return,Running Reverse KL,Running Forward KL,Real Sto Return
59,1404.96,29.8986,64.1334,1142.48
60,1691.32,33.5123,67.0136,1116.57
61,2756.55,48.0643,69.807,2502.33
62,3674.77,51.8192,71.5858,2817.44
63,3017.28,51.6162,74.0348,2437.62
64,3461.17,49.143,70.0197,2301.79
65,4221.42,47.8911,68.7343,3380.42
66,2966.31,46.7816,69.809,2802.39
67,3180.37,52.4142,71.6547,2249.84
68,3260.32,49.2515,70.5758,2441.8
69,3465.36,59.0283,73.5323,3222.21
70,3840.29,61.3781,74.9784,3571.75
71,4092.56,62.6316,77.1254,3111.75
72,3715.42,66.6958,78.96,3162.02
73,3746.6,59.2605,71.4976,3541.12
74,3597.0,71.3221,76.0565,3643.2
75,3732.83,55.6721,73.0558,3201.88
76,2557.19,53.6614,72.4228,2498.37
77,2612.9,41.9436,68.6972,2654.62
78,3004.54,62.6644,77.6692,3114.04
79,4088.37,76.2423,79.3072,4073.0
80,4002.47,68.8992,85.4293,3681.03
81,2160.51,67.7866,75.4139,1850.44
82,4187.02,70.404,81.6619,3681.58
83,4371.11,69.8457,78.5681,2988.82
84,4084.91,51.665,71.2123,4053.03
85,3808.0,75.1423,79.2514,3169.1
86,3549.97,80.0536,79.161,2498.94
87,4124.35,77.2618,85.9964,4154.71
88,4448.63,65.6159,74.3517,3642.12
89,4189.88,75.4842,79.6861,3397.71
90,4815.56,79.0853,86.2297,4353.96
91,2459.8,50.9398,69.5411,2052.22
92,4303.3,82.2232,89.5589,3509.7
93,3811.17,69.1483,76.4429,3814.04
94,4553.98,56.7179,72.8139,3692.93
95,4346.6,83.9304,88.8221,3878.99
96,4709.86,72.0325,77.6435,4063.67
97,4039.73,75.8308,86.8349,3207.92
98,3962.71,66.5762,78.468,3082.28
99,4383.1,75.1432,84.4862,3931.87
100,3540.32,55.7252,72.6014,3305.68
101,4192.52,74.6554,76.3704,3577.14
102,3050.84,69.1342,76.1527,2514.36
103,3936.52,65.5948,73.9399,3379.9
104,4716.01,82.6544,82.2293,4070.12
105,5057.22,80.5466,80.3489,4097.57
106,4425.27,64.8749,73.8253,4381.33
107,4467.28,68.6165,76.1098,4382.16
108,3606.66,49.8694,70.4787,2817.55
109,4367.98,56.0629,72.2168,3984.46
110,3517.9,66.0981,75.5493,3434.6
111,3668.37,78.6581,79.847,4163.51
112,4160.55,82.0493,76.9781,3875.07
113,5161.37,94.3149,89.0379,4777.5
114,4856.18,90.5884,89.4518,4132.65
115,4506.61,90.6221,87.5992,4393.25
116,4716.94,85.6689,78.7695,4161.9
117,4983.46,86.2246,88.9155,4632.76
118,2948.61,79.676,77.4215,2420.89
119,4610.83,86.3115,80.6287,3768.96
120,3814.98,94.4911,93.1062,3223.27
121,4203.16,93.7761,89.335,3946.28
122,5019.28,88.2879,87.8092,3784.57
123,4138.16,63.647,72.0248,2943.16
124,5105.35,69.3645,74.299,4199.9
125,4323.56,89.2711,86.9506,3902.63
126,4805.64,69.8586,74.8657,3957.52
127,4481.49,83.0434,84.6605,4757.37
128,4948.32,76.0911,76.9054,4190.6
129,4791.83,96.421,92.0003,3903.52
130,5260.63,88.3923,88.2637,3929.54
131,5109.49,69.556,74.1649,4719.86
132,5095.53,91.7499,90.6064,4935.2
133,4734.36,96.2179,89.406,4635.54
134,5330.04,90.0166,90.2402,5142.26
135,5032.35,91.5613,89.0431,3261.48
136,3919.93,95.0395,91.514,3757.65
137,4121.39,90.839,90.2936,4631.55
138,5095.94,83.425,78.4706,4575.19
139,5024.47,90.8815,85.8741,3743.84
140,4667.5,88.9689,87.2104,3418.93
141,4626.04,97.3773,94.9123,3681.46
142,4974.96,91.7951,90.6467,4247.89
143,5218.32,90.7473,89.928,4576.26
144,5205.74,82.3302,85.9354,4563.39
145,5206.87,87.6683,77.9254,4550.42
146,4023.84,79.1248,78.6572,3198.76
147,3447.41,90.8855,85.4362,3500.4
148,5210.17,87.1384,78.3233,4529.38
149,5094.94,92.6641,89.1495,3801.56
150,4961.37,98.542,90.6614,4633.13
151,5258.44,105.2368,93.1522,4149.83
152,5259.21,104.2491,92.5277,4696.21
153,4738.4,94.1291,90.5378,4212.5
154,5191.96,97.6953,92.4564,4917.17
155,5334.72,93.1296,91.0884,5006.48
156,4950.94,97.7394,91.4847,4489.53
157,5311.86,94.2473,86.921,5024.58
158,5445.96,93.6086,90.882,5091.69
159,4552.67,86.2139,85.5655,4072.8
160,4993.03,95.8239,93.5855,4862.24
161,5082.42,98.9614,92.7218,5058.35
162,5398.77,94.8303,87.5516,4700.67
163,5156.53,81.7232,79.0148,4788.49
164,5112.37,89.3187,88.0082,4866.95
165,5097.13,94.3357,91.0682,5045.74
166,5219.62,89.7423,81.9687,4727.07
167,4763.41,94.2965,91.8922,4342.67
168,5511.21,89.7147,88.1434,5170.47
169,5502.69,99.2872,90.3229,4696.32
170,5012.07,72.7283,76.3688,4573.0
171,5218.0,87.978,77.9547,5227.74
172,5243.44,92.0951,82.5913,4972.06
173,5424.03,96.0551,92.7244,4873.96
174,5440.41,94.2379,90.617,4866.81
175,4898.5,92.5606,92.3432,4239.5
176,5208.11,92.2118,89.0481,5147.19
177,5211.95,96.9599,95.6347,5255.99
178,5210.8,74.7942,76.7834,4544.91
179,4772.68,102.7667,94.6776,4639.03
180,4829.88,90.4639,80.5797,4823.27
181,5445.85,95.8106,94.3782,4744.26
182,5329.77,97.0962,91.7727,4995.28
183,5095.01,98.7086,91.0135,5273.82
184,5142.23,96.174,93.4367,4897.48
185,4863.38,76.8721,78.2206,4870.75
186,5074.51,84.148,78.5299,5123.07
187,5439.54,95.2382,89.9326,4764.98
188,5615.46,96.6361,94.0655,5092.31
189,5437.13,94.1152,92.1583,5230.9
190,5211.6,88.7583,78.8847,5150.32
191,5563.78,90.021,87.0371,5231.57
192,4559.63,96.5298,85.2557,3928.88
193,5467.29,93.4453,89.1546,5369.86
194,5005.04,80.2109,79.2987,4484.15
195,5432.86,92.2725,90.3461,5328.47
196,5014.49,99.014,94.7844,4678.98
197,4466.03,92.9457,90.3464,4201.94
198,5487.54,101.7814,95.3873,5140.76
199,5352.52,84.1098,87.5831,5137.0
200,5005.04,82.7013,77.3188,4022.1
201,5362.2,86.9882,86.2596,5231.15
202,4176.08,93.5627,90.0997,4005.49
203,4764.36,81.3312,79.5382,5189.46
204,5516.42,80.8435,78.0536,4827.6
205,4987.56,85.4691,86.8922,3724.12
206,4938.66,88.3907,86.6184,4610.28
207,5334.75,89.6926,86.8021,4896.11
208,5112.52,83.4394,86.6345,5089.1
209,5192.52,89.8818,86.5707,4808.46
210,5602.02,75.9987,75.4356,5329.86
211,5390.99,88.61,88.1167,5272.81
212,5557.74,85.7642,85.2208,4751.8
213,5447.59,72.9321,76.168,5066.37
214,5420.47,86.9931,87.9115,5508.69
215,5581.35,87.1716,85.9721,5308.43
216,5364.0,76.2253,76.1145,4549.7
217,5535.12,83.6689,78.79,4861.25
218,4757.98,85.3195,88.4426,3631.91
219,4965.38,93.7457,90.3793,4111.82
220,4883.15,92.3699,90.2509,4584.6
221,5366.99,93.8163,90.6935,4458.79
222,4768.2,83.4154,78.0388,4417.15
223,5561.79,95.4099,88.9912,4377.53
224,4911.52,86.4099,87.8169,4547.26
225,4906.56,86.6705,87.9411,4575.71
226,5145.01,71.9242,76.1908,4168.38
227,5207.26,86.5013,85.6586,4531.27
228,4751.3,76.9634,76.7982,4755.96
229,4951.43,86.8424,88.2428,4635.9
230,5359.54,88.5429,89.0605,5369.65
231,5443.75,87.3508,88.3374,4700.22
232,5192.42,83.2158,82.8378,4864.7
233,4706.27,72.0608,74.8794,4366.59
234,5541.42,83.9352,81.8046,3995.21
235,5225.23,86.5683,88.3891,4990.65
236,5602.98,87.4885,88.1073,4833.5
237,5358.84,90.4451,90.3976,4691.71
238,5794.8,89.6373,92.0407,5313.05
239,5132.6,87.6256,87.7741,4788.3
240,5799.8,78.7175,78.329,5019.37
241,5673.41,88.1034,92.2013,5426.57
242,5606.07,82.7791,88.2725,4761.74
243,5056.44,79.6127,83.154,4637.63
244,5655.78,86.7346,89.5015,5352.54
245,4909.16,81.4642,86.9476,4150.48
246,5529.07,82.5812,86.32,5263.76
247,5701.28,82.9927,87.3555,5479.89
248,5486.55,75.2071,80.2887,4873.4
249,5087.23,84.1122,88.7499,4733.41
250,5802.17,89.1885,91.4794,4872.17
251,4931.48,76.3056,83.4107,4483.68
252,5598.55,83.5168,86.5665,5287.54
253,5325.64,77.2319,82.5486,4860.66
254,5233.93,80.6103,83.4327,4688.8
255,4932.14,77.0411,77.1997,4486.58
256,5454.86,83.9827,85.6791,4851.23
257,5904.88,78.7235,78.2491,4945.01
258,5566.8,76.4959,79.564,5501.42
259,5215.84,81.3277,88.5713,4173.02
260,5743.29,79.1576,86.0036,5141.25
261,5325.27,80.9327,85.6651,4036.21
262,5695.41,83.7555,87.6642,5217.04
263,5623.37,81.0656,86.9812,4577.32
264,5467.73,82.2309,88.0089,4923.88
265,4944.69,83.9076,86.9871,4479.46
266,5627.26,85.8377,85.4851,4695.93
267,5263.99,81.8835,84.3453,4726.2
268,5699.33,72.9698,76.3069,4547.98
269,5840.49,85.0624,88.0121,5297.82
270,5307.46,88.982,89.4711,5326.22
271,5490.0,78.2368,78.5331,5571.99
272,5286.99,82.4804,85.0226,5125.0
273,5723.64,81.6832,85.5876,4005.17
274,5623.22,86.4513,86.3992,4623.39
275,5722.87,81.9262,86.0214,5494.86
276,5132.98,87.26,86.405,5018.25
277,5525.7,83.7885,85.4567,4100.22
278,5176.18,86.2101,89.1395,4918.74
279,5396.94,84.2678,86.4398,5165.71
280,5370.83,77.104,79.4699,4559.63
281,4783.73,82.9408,85.5126,4839.2
282,5549.93,86.9078,86.2864,5161.43
283,5975.94,83.9544,85.6009,5176.85
284,5638.89,85.6147,87.5237,5426.17
285,5597.12,86.0613,87.171,5134.55
286,5555.98,83.7095,85.343,5285.55
287,5668.25,83.138,85.7241,4339.92
288,5950.56,72.2728,74.9492,5293.49
289,5176.47,81.9343,81.5501,4274.78
290,5499.93,82.9154,84.5836,4317.39
291,5647.25,83.6523,85.7952,4920.85
292,5879.29,85.9263,86.9487,4765.03
293,5635.88,83.8988,86.7102,5177.8
294,5974.85,82.4629,83.2511,5145.94
295,5568.93,83.6959,85.8915,5539.65
296,5428.96,84.702,84.616,5261.4
297,5767.55,81.2719,84.0258,4471.01
298,5637.92,81.6823,86.3967,5087.64
299,5802.86,85.4322,87.0813,4882.98
300,5829.19,80.0102,81.8329,5192.91
301,5562.64,77.3026,75.9935,5320.42
302,5803.05,78.1235,79.2295,5060.29
303,5613.42,74.8542,75.9538,3707.5
304,5627.58,82.9345,85.4688,4953.28
305,5647.1,86.2761,86.2022,5302.74
306,5847.8,86.2442,86.5764,5222.14
307,5729.09,86.3782,85.6967,5399.57
308,5176.68,73.8543,77.2124,4638.48
309,5454.49,90.7025,86.9296,4929.25
310,4586.45,79.881,81.1799,4079.06
311,5290.23,83.4574,83.4815,4792.54
312,5770.46,87.1085,85.6939,4610.08
313,5573.36,80.3504,84.7239,4329.79
314,5282.75,78.8589,78.1193,4666.85
315,5847.19,85.9928,81.9823,5131.32
316,5890.73,82.3028,85.4345,4288.44
317,5862.81,79.5713,84.6073,5044.16
318,5199.16,79.8024,79.1214,4310.49
319,5297.77,87.3487,86.37,5019.48
320,5162.87,88.818,88.0967,5203.94
321,5779.96,86.7314,86.3618,5448.49
322,5902.27,83.9344,85.0031,4268.19
323,5358.39,82.259,84.5684,4351.24
324,5637.0,79.7296,85.411,4953.36
325,5682.61,81.8936,85.305,4929.66
326,5929.08,81.8457,79.2149,4661.53
327,5650.65,86.8258,85.4429,4991.75
328,4884.29,83.4519,85.1721,3825.92
329,5236.42,89.4069,86.9869,5197.93
330,5504.2,92.4387,89.0406,4958.97
331,5803.54,86.8916,85.6874,4688.15
332,5867.81,90.9433,88.2131,5590.81
333,5345.6,92.0834,88.8806,5343.93
334,5560.92,91.2105,87.0617,5180.32
335,5060.77,85.0412,83.3418,4480.9
336,5890.33,90.8433,86.1507,5320.69
337,4101.65,93.3443,87.7588,4874.83
338,5301.27,89.3162,86.956,5288.25
339,5631.65,89.6262,86.7391,5090.42
340,5546.34,90.0442,89.0528,4649.78
341,4904.65,91.095,90.0565,5310.53
