Real Det Return,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
3445.49,152,2997.07,23.2176,9.4921
3408.12,153,3375.46,23.9177,9.5181
3415.73,154,3381.94,23.3328,9.5965
3465.7,155,3439.48,23.7672,10.4906
3434.61,156,3390.04,22.5293,9.2976
3404.98,157,3395.2,23.996,10.0843
3454.4,158,3434.83,23.0582,10.0735
3458.56,159,3443.64,22.7166,9.4698
3392.61,160,3363.95,22.4658,9.2965
3483.96,161,3454.79,23.0997,10.2098
3430.32,162,3402.24,23.5131,9.8784
3494.11,163,3153.56,23.517,10.0606
3502.64,164,3433.33,24.0597,10.4593
3469.69,165,3433.91,23.3828,10.0323
3477.88,166,3473.25,23.0028,10.2017
3499.77,167,3491.65,22.6759,9.5425
3429.62,168,3417.83,22.9888,9.4452
3509.25,169,3336.56,23.852,10.0766
3458.2,170,3429.85,23.3657,11.5825
3383.18,171,3352.92,23.7268,9.136
3451.11,172,3444.16,23.243,10.2042
3506.57,173,3484.73,22.7272,9.5723
3522.25,174,3149.58,24.269,12.2065
3472.08,175,3466.26,21.9218,9.1181
3468.95,176,3454.63,22.5666,9.8051
3531.07,177,3315.01,23.3358,9.4791
3466.68,178,3461.93,23.2782,9.7823
3444.16,179,3455.95,22.5039,9.028
3531.12,180,3519.7,23.2055,9.6074
3469.31,181,3455.45,23.5142,9.8109
3501.71,182,3440.76,23.224,9.5297
3513.81,183,3268.65,22.7217,9.2012
3477.05,184,3468.61,22.072,9.3314
3454.02,185,3437.79,22.9099,9.8751
3521.52,186,3506.14,21.9221,8.8456
3519.0,187,3523.83,22.5438,9.2897
3518.85,188,3492.01,22.1199,8.8041
3495.59,189,3488.72,22.8348,9.4866
3521.15,190,3529.4,22.6585,9.395
3530.62,191,3529.16,23.0111,9.5635
3500.25,192,3485.2,22.3757,9.5992
3501.27,193,3340.43,22.5063,8.5199
3497.44,194,3359.02,22.0776,9.6389
3524.16,195,3500.59,23.0863,9.6886
3526.17,196,2714.27,23.787,9.3414
3481.09,197,3449.55,22.3003,8.6631
3501.23,198,3444.15,21.4779,8.2799
3560.41,199,3074.88,23.7123,9.3079
