Itration,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Forward KL,Real Det Return
128,137.3558,640000,128,4553.65,-10732.05078125,279.0891,1847.26
129,128.3139,645000,129,2870.33,-12087.30859375,303.0684,2119.25
130,140.6258,650000,130,2976.05,-12026.234375,288.3412,2398.9
131,188.2041,655000,131,3246.51,-12231.169921875,294.1049,5137.41
132,193.7003,660000,132,3939.08,-13288.9267578125,315.2008,3535.81
133,89.2128,665000,133,3865.42,-10426.107421875,279.0223,3785.97
134,90.4588,670000,134,4074.66,-10191.01953125,272.2708,4729.75
135,125.7371,675000,135,4321.21,-11828.05078125,296.1087,2920.36
136,98.8911,680000,136,3840.19,-10005.533203125,278.4018,4559.19
137,106.577,685000,137,3916.62,-11864.0087890625,303.4542,3473.51
138,153.4237,690000,138,4142.9,-12407.3994140625,291.2197,3702.14
139,119.2426,695000,139,3849.97,-11360.33984375,301.9509,3408.67
140,105.7872,700000,140,4420.84,-11209.0029296875,285.5262,3833.18
141,116.2794,705000,141,4186.66,-11949.7548828125,295.2377,4165.33
142,100.0768,710000,142,4539.48,-12090.08984375,294.662,3562.4
143,238.085,715000,143,2282.22,-14304.0576171875,323.3294,1280.58
144,94.2937,720000,144,4161.17,-11589.1376953125,293.0544,3093.44
145,120.5906,725000,145,3929.02,-12261.8310546875,285.5096,2132.23
146,176.5082,730000,146,3728.07,-13452.150390625,292.8554,3600.88
147,113.9101,735000,147,3961.69,-12243.15234375,294.3364,3317.2
148,145.732,740000,148,4876.59,-12734.71875,288.9806,4704.63
149,123.51,745000,149,4566.89,-13150.3515625,302.8637,3124.99
150,166.8551,750000,150,2898.23,-12695.5283203125,286.9875,3023.92
151,127.3784,755000,151,4155.24,-12057.9052734375,295.8052,2916.02
152,157.6327,760000,152,3205.28,-14150.2421875,314.7937,1905.52
153,82.8845,765000,153,4556.68,-12345.390625,288.7844,4854.26
154,89.325,770000,154,4705.82,-12188.84375,281.5336,3668.17
155,87.3316,775000,155,4499.29,-12269.298828125,277.6409,4940.22
156,155.9138,780000,156,3403.61,-13644.001953125,294.2131,3143.78
157,168.8862,785000,157,3484.41,-13818.376953125,290.6365,3746.37
158,107.7525,790000,158,5017.82,-13091.9697265625,292.3125,4040.18
159,102.1471,795000,159,3774.77,-13010.814453125,283.0127,4530.49
160,75.8726,800000,160,3986.41,-12694.04296875,282.4531,3793.11
161,108.762,805000,161,4593.05,-12809.0244140625,274.8978,5175.15
162,97.9939,810000,162,4920.3,-13284.2734375,290.825,5113.7
163,83.8432,815000,163,4981.66,-12984.232421875,286.2421,5023.5
164,92.2683,820000,164,4804.11,-12969.8125,271.5041,4878.49
165,74.7757,825000,165,4989.43,-12402.2734375,280.6179,5090.36
166,79.6678,830000,166,5022.29,-13366.1962890625,281.8106,5127.76
167,104.5,835000,167,4486.23,-13313.16796875,280.8888,3988.55
168,95.4527,840000,168,4542.76,-13841.2138671875,297.4914,4953.93
169,78.0943,845000,169,5011.54,-13291.8896484375,283.4657,4206.28
170,84.7549,850000,170,4842.85,-13479.1865234375,288.6942,5049.8
171,78.9493,855000,171,4627.66,-12306.0283203125,267.404,4293.18
172,119.0884,860000,172,4009.91,-13434.6220703125,275.7919,4480.27
173,92.4944,865000,173,4826.62,-13715.9189453125,284.0383,5099.14
174,66.9547,870000,174,5039.6,-12938.3095703125,273.1579,5107.18
175,85.868,875000,175,4911.0,-12957.33984375,272.7382,4978.44
176,76.3645,880000,176,5100.06,-12312.65234375,266.623,5242.36
177,78.1325,885000,177,4725.57,-13520.07421875,274.2181,4920.98
178,82.6726,890000,178,4189.57,-12812.986328125,264.9949,4155.24
179,96.8932,895000,179,4370.76,-13566.060546875,275.0533,3372.81
180,78.672,900000,180,4926.63,-13644.59375,283.9836,4709.09
181,76.4043,905000,181,4658.72,-13951.3115234375,280.9267,5088.06
182,79.5603,910000,182,5059.82,-13363.75,270.017,5187.71
183,117.5126,915000,183,4203.15,-13187.3779296875,270.7592,4286.84
184,94.6879,920000,184,4996.12,-12867.146484375,271.0755,3961.12
185,72.4698,925000,185,4682.22,-13380.376953125,261.2864,4129.72
186,105.1388,930000,186,4148.54,-13365.3193359375,268.9071,4870.78
187,63.5804,935000,187,4970.08,-13146.5068359375,269.8395,4816.57
188,69.7386,940000,188,5024.44,-13310.6337890625,270.1176,5025.78
189,75.8255,945000,189,4436.2,-13763.8935546875,269.0981,5032.84
190,72.1802,950000,190,4501.32,-13343.8515625,261.3411,2803.69
191,71.617,955000,191,5019.03,-14075.359375,269.5428,4672.16
192,71.7956,960000,192,4935.76,-14214.44140625,277.1072,5028.68
193,62.6987,965000,193,4732.65,-13763.6630859375,271.8702,2906.07
194,109.9632,970000,194,4497.3,-14558.8876953125,276.2653,4889.25
195,74.0258,975000,195,4925.29,-14763.8212890625,278.9295,4779.75
196,110.2748,980000,196,4298.29,-15385.337890625,300.7962,4577.16
197,88.0241,985000,197,4757.87,-14891.7626953125,282.7591,4429.64
198,99.3191,990000,198,4265.64,-15652.5869140625,300.3648,4669.44
199,77.7817,995000,199,4827.87,-14087.99609375,271.9306,4930.63
200,81.1456,1000000,200,4066.89,-15016.39453125,274.3374,4943.34
201,87.1779,1005000,201,4597.8,-15097.7626953125,277.8346,2726.76
202,103.7827,1010000,202,4919.6,-15342.314453125,283.4916,4615.75
203,121.5829,1015000,203,3358.13,-14444.5693359375,273.6787,2005.92
204,136.073,1020000,204,3261.4,-15475.26171875,286.8924,953.21
205,231.2862,1025000,205,2227.12,-16261.796875,303.7223,1074.35
206,109.2619,1030000,206,4030.79,-15483.794921875,280.1729,3987.28
207,145.8442,1035000,207,3096.45,-16015.44140625,294.107,1680.67
208,82.3521,1040000,208,4887.63,-15671.8857421875,289.0644,3875.21
209,129.5742,1045000,209,4366.39,-15689.2607421875,287.8641,3320.14
210,76.3177,1050000,210,3962.29,-15678.884765625,286.3381,3094.28
211,109.0637,1055000,211,4035.84,-16073.6328125,297.6824,4088.81
212,103.0498,1060000,212,4229.34,-15922.71875,295.1238,3741.4
213,79.5017,1065000,213,4598.19,-15343.18359375,273.2654,3770.26
214,78.4701,1070000,214,4502.78,-15583.693359375,284.3319,4226.57
215,90.4536,1075000,215,4767.77,-16175.9677734375,290.5668,3480.23
216,112.9753,1080000,216,4360.24,-16590.71484375,301.2001,3785.09
217,72.6748,1085000,217,4442.72,-15373.9609375,273.0767,4657.83
218,71.0174,1090000,218,4672.2,-14699.615234375,267.4952,4941.13
219,79.5185,1095000,219,4547.85,-15201.2939453125,273.8225,4605.97
220,94.0617,1100000,220,4330.02,-15027.025390625,272.2488,4020.13
221,86.1151,1105000,221,3944.51,-15160.2841796875,271.7598,4923.16
222,98.5583,1110000,222,3874.37,-15778.0126953125,287.9143,4409.74
223,99.1552,1115000,223,4345.19,-16101.306640625,288.9316,4572.24
224,88.0833,1120000,224,4139.84,-15595.037109375,283.0763,4739.44
225,84.487,1125000,225,4279.66,-16609.703125,292.041,4784.0
226,64.0455,1130000,226,4631.0,-15666.51171875,273.1814,4493.31
227,94.3089,1135000,227,4130.74,-15514.4482421875,282.5266,4019.96
228,85.4318,1140000,228,4611.69,-16039.8427734375,280.8945,3486.46
229,76.5822,1145000,229,4332.65,-15645.958984375,279.8342,1341.62
230,117.1851,1150000,230,3978.53,-16271.0556640625,289.6832,1509.26
231,226.573,1155000,231,1951.25,-15517.154296875,322.4317,952.16
232,177.63,1160000,232,1970.34,-15760.271484375,291.831,1148.16
233,207.1627,1165000,233,2065.16,-15524.318359375,305.7601,1237.61
234,217.3161,1170000,234,1600.37,-15603.2919921875,314.5993,1310.65
235,182.0166,1175000,235,2264.66,-15222.5966796875,293.833,2373.94
236,133.0478,1180000,236,3688.8,-15148.7216796875,273.2817,3139.27
237,218.541,1185000,237,2538.92,-16218.33984375,306.2117,3047.92
238,102.0286,1190000,238,3535.61,-15659.6767578125,275.5502,2930.43
239,142.4031,1195000,239,2774.23,-16451.171875,290.5659,2956.24
240,206.5578,1200000,240,2831.02,-16587.162109375,307.6256,1594.1
241,222.2854,1205000,241,2904.15,-16736.416015625,311.6515,3752.02
242,175.0084,1210000,242,2821.02,-16314.05078125,294.2772,3255.45
243,152.2258,1215000,243,2449.86,-16969.474609375,304.841,2993.76
244,186.7739,1220000,244,2111.42,-16451.671875,293.029,4225.33
245,149.8316,1225000,245,2414.51,-17039.046875,294.2088,2093.63
246,132.326,1230000,246,2401.22,-16315.935546875,299.8694,2239.77
247,273.9684,1235000,247,1293.46,-17335.943359375,313.3486,1460.36
248,141.0678,1240000,248,2410.41,-16674.751953125,288.5652,1908.94
249,257.3427,1245000,249,1843.34,-17656.345703125,315.8223,1656.38
250,274.076,1250000,250,1348.4,-17711.216796875,337.2337,1169.67
251,289.0851,1255000,251,1105.18,-17498.630859375,345.0952,1003.6
252,260.4,1260000,252,1151.42,-17297.431640625,326.3925,952.08
253,290.2767,1265000,253,888.54,-17656.505859375,349.6836,880.09
254,269.9002,1270000,254,1196.9,-17688.66796875,346.6548,846.3
255,319.3505,1275000,255,666.3,-17715.68359375,384.9353,693.71
256,326.5718,1280000,256,946.16,-17963.869140625,366.5061,861.33
257,323.2184,1285000,257,1140.69,-17978.580078125,352.2003,813.32
258,383.8754,1290000,258,861.63,-18284.712890625,374.2921,731.78
259,363.839,1295000,259,839.26,-17836.841796875,371.4245,1244.17
260,431.5048,1300000,260,938.81,-18576.396484375,378.3132,1001.53
261,356.1789,1305000,261,876.86,-18016.873046875,367.2596,737.78
262,458.5232,1310000,262,875.23,-18744.853515625,381.7267,866.47
263,408.6813,1315000,263,839.38,-18643.021484375,369.1282,678.53
264,336.3747,1320000,264,876.14,-18523.890625,372.29,1040.13
265,345.1823,1325000,265,725.7,-18409.189453125,361.9918,1001.94
266,295.1586,1330000,266,799.5,-18309.521484375,379.597,803.84
267,347.8061,1335000,267,384.64,-18355.40234375,392.6804,338.37
268,337.1384,1340000,268,332.85,-18158.083984375,412.1569,290.05
269,351.7154,1345000,269,367.89,-18280.9609375,439.1659,391.96
270,276.2647,1350000,270,305.13,-15844.65625,412.5984,309.98
271,336.6015,1355000,271,321.81,-16513.443359375,452.5907,336.3
272,333.0949,1360000,272,416.05,-16727.6015625,401.2883,386.44
273,307.0759,1365000,273,392.22,-15526.130859375,439.8016,352.83
274,292.2709,1370000,274,356.92,-15571.6474609375,436.9732,389.18
275,293.5716,1375000,275,424.83,-15662.931640625,405.6079,424.02
276,303.9953,1380000,276,332.97,-16475.12890625,428.5712,315.1
277,310.5538,1385000,277,332.73,-16183.75,423.9463,322.8
278,308.1143,1390000,278,279.01,-15919.361328125,434.5253,304.44
279,351.7426,1395000,279,290.23,-15333.578125,422.6334,264.77
280,332.2616,1400000,280,321.81,-15170.34765625,427.0938,254.61
281,350.578,1405000,281,194.92,-14533.8447265625,434.4941,212.6
282,391.9704,1410000,282,231.08,-15688.0126953125,452.6608,237.48
283,415.141,1415000,283,281.08,-14324.4296875,479.403,233.98
284,443.5869,1420000,284,195.13,-16030.587890625,504.0383,192.87
285,424.5747,1425000,285,245.33,-15576.35546875,472.6912,213.72
286,369.8195,1430000,286,219.3,-16547.05078125,475.6547,238.72
287,397.6641,1435000,287,203.12,-16489.2578125,512.2047,200.92
288,533.0316,1440000,288,150.25,-17264.080078125,516.3975,156.62
289,454.4516,1445000,289,176.46,-17119.82421875,502.1943,173.5
290,684.757,1450000,290,250.31,-18504.455078125,489.1869,267.48
291,514.1933,1455000,291,249.04,-18370.216796875,481.83,260.93
292,485.1939,1460000,292,210.34,-18276.4375,487.7745,223.9
293,552.2985,1465000,293,163.86,-18678.591796875,502.9613,216.92
294,525.1627,1470000,294,115.94,-18474.08984375,528.0864,127.35
295,495.8285,1475000,295,257.14,-18002.95703125,487.919,257.64
296,548.4966,1480000,296,144.89,-18143.908203125,542.8877,147.3
297,551.6561,1485000,297,166.88,-17363.64453125,519.8043,141.71
298,574.9234,1490000,298,125.67,-17451.57421875,548.4095,111.41
299,586.8038,1495000,299,62.69,-13318.3544921875,659.1881,62.6
300,624.3548,1500000,300,62.48,-17231.328125,673.5003,62.36
301,687.6172,1505000,301,63.27,-17742.724609375,695.2535,62.59
302,577.142,1510000,302,59.4,-17427.990234375,699.2068,60.37
303,1311.4286,1515000,303,58.89,-18394.970703125,688.6671,58.29
304,1769.8042,1520000,304,62.14,-19413.234375,695.5599,62.22
305,1029.8171,1525000,305,58.88,-19335.80078125,704.4318,58.73
306,1106.5284,1530000,306,60.52,-18568.35546875,712.1291,60.8
307,1701.1364,1535000,307,58.44,-16900.25,723.1781,57.82
308,1994.6675,1540000,308,58.87,-18589.564453125,731.047,59.04
309,2273.5134,1545000,309,62.09,-19250.716796875,734.1631,62.14
310,1640.4252,1550000,310,61.88,-19156.09765625,718.5174,62.96
311,1291.9669,1555000,311,61.6,-19152.8125,742.7798,61.31
312,842.1409,1560000,312,59.51,-17982.505859375,739.1844,59.23
313,743.8697,1565000,313,88.27,-18154.396484375,609.8533,109.41
314,894.0948,1570000,314,92.57,-19487.27734375,736.2935,68.88
315,880.665,1575000,315,104.5,-19589.462890625,555.6488,111.12
316,915.2579,1580000,316,57.08,-19674.576171875,743.5747,56.94
317,1283.184,1585000,317,55.68,-15665.5478515625,720.4505,55.38
318,792.1397,1590000,318,55.24,-19653.83984375,749.7865,56.22
319,831.9081,1595000,319,54.67,-19664.02734375,753.2428,54.27
320,866.7862,1600000,320,55.09,-19607.201171875,744.0252,54.87
321,803.887,1605000,321,54.89,-19735.587890625,742.8739,54.5
322,1056.0817,1610000,322,54.98,-18593.341796875,732.7846,54.87
323,2034.898,1615000,323,56.86,-19726.3515625,753.567,57.29
324,806.8124,1620000,324,56.74,-19708.478515625,726.7623,57.21
325,850.2415,1625000,325,55.65,-19703.958984375,734.6436,55.57
326,868.5988,1630000,326,56.94,-19694.71875,736.2928,57.12
327,558.5833,1635000,327,63.95,-19072.494140625,707.0182,64.37
328,626.0991,1640000,328,74.7,-19285.251953125,692.9274,65.73
329,540.956,1645000,329,86.39,-18755.021484375,552.4069,86.81
330,783.5037,1650000,330,146.43,-18579.666015625,534.3336,153.53
331,1688.9903,1655000,331,83.51,-18929.865234375,609.2187,83.2
332,1389.5544,1660000,332,89.43,-18850.71484375,619.0444,94.72
333,608.0686,1665000,333,107.77,-19349.5234375,590.1181,133.24
334,1394.3387,1670000,334,75.24,-19608.669921875,677.5341,79.21
335,839.4289,1675000,335,65.22,-19268.5390625,697.5432,59.41
336,872.9219,1680000,336,57.67,-19313.880859375,693.0402,57.79
337,1481.1894,1685000,337,59.4,-19577.240234375,678.9322,58.91
338,1064.9498,1690000,338,59.18,-19597.998046875,704.0265,59.68
339,1445.2454,1695000,339,58.41,-19458.396484375,692.4985,58.18
340,1120.9789,1700000,340,62.81,-19476.26953125,699.9926,60.84
341,1203.7704,1705000,341,60.32,-19402.263671875,695.7514,60.41
342,637.8212,1710000,342,58.45,-19541.404296875,688.9272,58.84
343,844.4342,1715000,343,60.33,-19410.107421875,680.269,65.05
344,958.2201,1720000,344,58.08,-19608.037109375,700.1127,58.26
345,700.1808,1725000,345,61.14,-19073.55078125,719.6094,61.03
346,674.808,1730000,346,60.69,-18952.02734375,706.9214,60.67
347,1429.5951,1735000,347,59.95,-19458.96484375,710.7226,59.65
348,667.342,1740000,348,59.81,-19066.91796875,701.7623,59.19
349,602.5296,1745000,349,59.0,-19545.25,693.5741,58.79
350,761.0206,1750000,350,58.71,-19526.21484375,698.3532,56.78
351,1005.0362,1755000,351,61.47,-19293.712890625,702.8776,61.46
352,516.2448,1760000,352,60.73,-19208.587890625,692.6815,60.96
353,491.9669,1765000,353,59.8,-19208.091796875,700.1684,59.26
354,546.4291,1770000,354,58.17,-19015.32421875,698.3138,59.82
355,518.0297,1775000,355,61.76,-19489.875,688.1031,61.87
356,876.4449,1780000,356,59.55,-19480.17578125,686.2221,59.04
357,479.1468,1785000,357,61.24,-19405.544921875,699.1019,61.2
358,626.7525,1790000,358,62.91,-19231.357421875,676.4884,63.51
359,803.0517,1795000,359,61.03,-19199.62109375,690.2948,60.82
360,560.0441,1800000,360,59.35,-19303.46875,696.6834,58.86
361,697.9295,1805000,361,59.36,-19216.50390625,691.181,59.59
362,895.3512,1810000,362,59.66,-18929.04296875,696.4233,59.38
363,444.9971,1815000,363,58.94,-19160.908203125,680.3461,58.76
364,399.7848,1820000,364,60.82,-19137.802734375,682.4593,60.77
365,490.9835,1825000,365,61.27,-19419.41015625,687.8818,61.65
366,489.7099,1830000,366,62.79,-19512.705078125,685.8049,63.01
367,539.5257,1835000,367,59.54,-19698.5234375,679.5458,60.18
368,523.5912,1840000,368,61.11,-19553.142578125,686.1484,61.29
369,405.5392,1845000,369,58.93,-19536.400390625,679.7145,58.44
370,950.0243,1850000,370,59.92,-19186.958984375,703.4578,59.77
371,726.2776,1855000,371,58.47,-19634.52734375,682.0799,58.58
372,414.7821,1860000,372,60.23,-19397.49609375,685.7484,59.93
373,672.0179,1865000,373,59.31,-19553.29296875,690.6601,58.54
374,421.5417,1870000,374,59.14,-19522.275390625,674.3831,59.33
375,407.4485,1875000,375,55.14,-19581.03125,682.5572,55.58
376,394.361,1880000,376,57.93,-19478.44140625,684.5921,58.48
377,411.1489,1885000,377,58.74,-19636.314453125,681.3318,59.22
378,410.3243,1890000,378,59.36,-19684.107421875,682.4043,59.5
379,404.9704,1895000,379,60.06,-19127.541015625,688.4498,60.07
380,553.2276,1900000,380,56.83,-19830.21875,680.9328,56.7
381,404.2593,1905000,381,59.43,-19555.88671875,673.918,59.38
382,404.231,1910000,382,57.17,-19799.216796875,682.0759,57.25
383,428.3536,1915000,383,59.59,-19762.3515625,683.4011,59.59
384,449.1588,1920000,384,58.08,-19734.642578125,684.8438,58.93
385,566.1768,1925000,385,58.6,-19835.96484375,685.5148,58.77
386,414.7122,1930000,386,58.11,-19834.46875,682.9952,58.26
387,403.4675,1935000,387,58.76,-19775.287109375,678.5632,59.44
388,422.2046,1940000,388,58.41,-19840.359375,696.2201,58.16
389,448.4371,1945000,389,58.25,-19686.677734375,674.9801,57.95
390,467.2906,1950000,390,56.51,-19775.859375,679.6366,56.72
391,402.8564,1955000,391,58.1,-19733.490234375,671.1323,58.76
392,478.2234,1960000,392,58.1,-19809.974609375,681.6902,58.11
393,400.2973,1965000,393,57.69,-19800.017578125,677.9529,58.89
394,390.4644,1970000,394,58.02,-19818.748046875,681.4239,58.04
395,379.2764,1975000,395,58.66,-19718.302734375,679.5699,59.52
396,404.7551,1980000,396,57.69,-19652.4921875,675.4474,57.25
397,539.3375,1985000,397,56.67,-19738.75,701.564,56.47
398,500.5977,1990000,398,56.99,-19741.08984375,704.5962,57.23
399,401.7714,1995000,399,58.11,-19392.20703125,671.2833,58.21
400,477.8571,2000000,400,57.15,-19638.16796875,674.8605,57.71
