Reward Loss,Running Update Time,Real Det Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Sto Return
-9981.330078125,387,6004.97,69.4017,60.1227,1935000,387,5231.38
-10030.58203125,388,5966.86,70.9586,60.2268,1940000,388,5262.64
-10022.6982421875,389,5399.62,70.8196,60.2782,1945000,389,5312.34
-10127.2822265625,390,5141.05,70.8742,61.5532,1950000,390,5028.18
-9510.521484375,391,6005.73,66.9087,52.6094,1955000,391,5217.27
-10013.2197265625,392,6008.42,67.6091,58.0636,1960000,392,5087.37
-10119.3525390625,393,5472.83,71.667,62.6597,1965000,393,5490.6
-10129.4609375,394,5949.69,69.4814,59.542,1970000,394,5169.62
-9679.1787109375,395,5965.02,66.3038,58.0412,1975000,395,5313.28
-9619.2431640625,396,5501.67,67.1193,54.5913,1980000,396,5389.98
-10207.8681640625,397,5582.01,69.4064,61.5914,1985000,397,5443.46
-9886.16796875,398,5973.97,66.5821,57.6263,1990000,398,4716.44
-9853.337890625,399,5153.97,66.3936,54.6087,1995000,399,5485.31
-10428.3251953125,400,5985.26,73.2816,62.2604,2000000,400,5525.69
-10287.12109375,401,5909.82,70.4411,59.3194,2005000,401,4646.12
-10226.1484375,402,5910.05,68.0822,58.2696,2010000,402,5231.23
-10448.892578125,403,5808.4,69.3287,59.5536,2015000,403,5293.74
-10511.93359375,404,5659.87,70.6278,58.359,2020000,404,5264.45
-10676.5,405,5956.9,71.8824,64.669,2025000,405,5548.87
-10524.3056640625,406,5753.96,70.6031,59.9769,2030000,406,5293.89
-10462.75390625,407,5343.04,69.2204,59.2397,2035000,407,5139.56
-10497.62109375,408,5907.47,69.3982,59.1646,2040000,408,4840.53
-9350.484375,409,5549.59,63.1492,44.7734,2045000,409,5124.76
-10443.1591796875,410,5993.08,69.7281,58.618,2050000,410,5600.3
-10464.509765625,411,5643.71,66.7038,54.5725,2055000,411,5504.07
-10059.162109375,412,5704.49,64.9291,50.8926,2060000,412,5559.59
-8891.423828125,413,5363.12,62.9633,43.7794,2065000,413,4700.9
-10771.484375,414,6057.89,68.7683,60.0829,2070000,414,5004.43
-10721.955078125,415,5356.75,69.97,61.4628,2075000,415,5452.13
-10870.0751953125,416,5886.04,70.855,63.2017,2080000,416,5236.39
-10803.390625,417,5380.51,68.6201,58.3043,2085000,417,4951.18
-10858.826171875,418,5702.17,70.8771,61.099,2090000,418,5079.54
-10769.6220703125,419,5929.4,69.6073,57.4667,2095000,419,5422.43
-10675.033203125,420,5970.9,70.1199,58.4085,2100000,420,5427.76
-10946.048828125,421,5960.39,69.3546,58.4581,2105000,421,5563.67
-10636.8427734375,422,5764.61,68.3935,55.8008,2110000,422,5258.48
-10993.990234375,423,5944.69,70.3012,60.1041,2115000,423,5183.78
-11133.6767578125,424,5726.93,69.7358,58.3276,2120000,424,5563.02
-11171.9501953125,425,5739.51,71.2172,61.0009,2125000,425,5590.21
-11172.9052734375,426,6048.58,70.4636,58.4512,2130000,426,5368.65
-11298.0888671875,427,6047.87,70.8461,59.6801,2135000,427,5061.44
-11140.44921875,428,5915.54,71.4717,63.7383,2140000,428,5461.83
-11179.4013671875,429,5975.9,71.1357,59.3319,2145000,429,5529.43
-11324.6083984375,430,5678.2,70.3665,60.8931,2150000,430,5303.01
-11447.0849609375,431,5950.28,70.972,61.1351,2155000,431,4988.25
-11474.5205078125,432,5972.33,71.0126,60.7339,2160000,432,5189.96
-11077.158203125,433,5962.03,69.8058,61.861,2165000,433,4773.73
-11457.5,434,5842.26,72.7298,63.2131,2170000,434,5505.43
-11216.390625,435,5586.12,69.0306,56.6666,2175000,435,5374.43
-10924.2041015625,436,5159.05,65.354,50.8677,2180000,436,4817.95
-11727.396484375,437,6054.18,72.6243,64.5519,2185000,437,5432.19
-10907.2841796875,438,5651.45,66.9597,54.2679,2190000,438,4351.09
-11395.1171875,439,5633.22,70.7262,61.4639,2195000,439,5040.2
-11586.40625,440,5939.05,71.2278,61.4722,2200000,440,5337.9
-11621.8505859375,441,5972.46,70.455,58.9773,2205000,441,5113.38
-10919.6513671875,442,6073.27,65.4058,50.0969,2210000,442,4629.74
-11166.169921875,443,5712.78,67.5037,57.7946,2215000,443,4461.65
-10896.2998046875,444,5250.89,65.67,52.4901,2220000,444,4972.1
-11165.869140625,445,5964.9,66.7592,53.3696,2225000,445,5193.39
-11689.1083984375,446,5690.4,70.1474,58.5593,2230000,446,5125.21
-11022.1708984375,447,6014.67,67.1475,53.9411,2235000,447,5011.35
-11585.6220703125,448,5928.76,69.6129,56.6258,2240000,448,5128.19
-11617.1669921875,449,5751.83,70.2203,57.5755,2245000,449,4590.17
-11752.2255859375,450,5491.38,71.1522,61.6892,2250000,450,5108.18
-11851.626953125,451,5708.27,70.9791,58.2226,2255000,451,5658.78
-11945.1884765625,452,5751.29,71.5968,60.0496,2260000,452,5274.92
-11369.6884765625,453,5700.49,67.635,55.6734,2265000,453,5144.22
-12029.9228515625,454,5485.5,71.6326,60.4097,2270000,454,5227.57
-11792.8134765625,455,5875.15,68.2817,55.0716,2275000,455,5021.83
-12044.6376953125,456,5471.46,70.2191,56.602,2280000,456,5237.4
-12033.4248046875,457,5744.72,70.7863,57.6301,2285000,457,4993.03
-12157.37109375,458,5805.75,71.2912,60.5554,2290000,458,5408.22
-12028.7587890625,459,6063.34,70.6015,57.529,2295000,459,5295.37
-12079.4794921875,460,6088.9,71.6672,61.9442,2300000,460,5598.7
-12006.3193359375,461,6072.56,71.3626,62.3621,2305000,461,5370.46
-12147.7978515625,462,5739.04,70.5142,57.1637,2310000,462,5036.21
-11862.70703125,463,5621.99,69.1241,57.3178,2315000,463,5139.8
-12325.78515625,464,5901.28,70.911,60.007,2320000,464,5159.25
-12007.1826171875,465,5704.5,68.9365,59.3233,2325000,465,5278.83
-12079.4560546875,466,5668.3,70.843,58.3512,2330000,466,4989.72
-11259.791015625,467,5955.11,65.5405,50.6731,2335000,467,5376.19
-12182.05078125,468,5793.94,70.2321,62.1065,2340000,468,5317.99
-12447.5439453125,469,5930.59,72.4282,63.7209,2345000,469,5077.28
-12797.1533203125,470,5678.46,71.7097,63.491,2350000,470,5350.91
-12451.58203125,471,5505.7,72.3145,61.9358,2355000,471,5230.99
-12182.3330078125,472,5720.97,68.741,60.2734,2360000,472,5296.99
-12792.2509765625,473,5700.89,73.1134,70.6441,2365000,473,5331.67
-12561.212890625,474,5144.43,70.6818,61.6909,2370000,474,5654.65
-12702.4990234375,475,5974.84,72.3215,64.0254,2375000,475,5379.81
-12700.595703125,476,5609.48,70.6197,59.1009,2380000,476,4545.87
-12862.634765625,477,5679.16,72.1535,67.6794,2385000,477,5165.71
-12944.0751953125,478,6022.38,72.6735,64.4899,2390000,478,4921.01
-12442.087890625,479,5675.42,68.9735,63.351,2395000,479,5229.27
-12894.927734375,480,6044.02,71.7425,65.4502,2400000,480,4615.6
-12984.1103515625,481,5989.12,72.3065,67.0601,2405000,481,5124.27
-12805.1552734375,482,5321.14,73.0345,90.7055,2410000,482,5104.84
-12912.6064453125,483,5548.84,73.3396,66.6132,2415000,483,4571.46
-12836.48828125,484,5581.79,71.5164,87.5009,2420000,484,4880.83
-12543.37109375,485,4790.17,71.6032,74.5561,2425000,485,4264.26
-11289.125,486,5521.97,70.8369,67.2717,2430000,486,4333.66
-9898.5302734375,487,3577.29,69.5755,72.999,2435000,487,2613.82
-10665.302734375,488,5067.15,69.2531,76.8107,2440000,488,3211.32
-9552.8701171875,489,2246.54,68.0392,62.1201,2445000,489,2041.08
-9908.0849609375,490,3305.68,68.2023,87.1776,2450000,490,2620.07
-12263.1630859375,491,4834.27,70.6477,56.3097,2455000,491,4082.62
-12429.1796875,492,5230.21,71.7517,61.1346,2460000,492,4811.36
-12093.5595703125,493,5277.86,70.8715,59.1036,2465000,493,5101.96
-11862.720703125,494,5339.08,69.1182,55.3903,2470000,494,3647.65
-11568.7294921875,495,5546.26,65.8258,53.6448,2475000,495,4106.11
-11492.2255859375,496,4868.11,68.7034,57.0817,2480000,496,3888.15
-10679.2529296875,497,4206.78,67.4848,66.0251,2485000,497,4286.93
-11459.48046875,498,4813.67,67.257,46.4642,2490000,498,3745.2
-11465.80078125,499,5344.61,68.0813,58.1123,2495000,499,4552.89
-12763.8515625,500,4452.44,70.0638,60.0167,2500000,500,3771.85
-13464.7109375,501,4985.6,72.2235,63.057,2505000,501,4817.58
-13474.08984375,502,4987.74,73.219,61.9052,2510000,502,5030.71
-13241.5029296875,503,4249.97,72.599,65.5469,2515000,503,4408.37
-12587.1513671875,504,5575.05,70.2925,59.1425,2520000,504,4607.85
-13306.3408203125,505,5585.31,71.7948,61.6318,2525000,505,4584.36
-12703.564453125,506,5741.73,70.3446,59.6091,2530000,506,4133.78
-13103.294921875,507,5123.0,71.3228,60.8646,2535000,507,5343.62
-11881.49609375,508,5231.18,68.6801,52.6227,2540000,508,4612.54
-13350.728515625,509,4617.04,72.4678,56.9471,2545000,509,4097.01
-13328.1865234375,510,5207.25,72.8234,65.9449,2550000,510,4782.69
-13414.4912109375,511,4290.86,71.3559,63.6984,2555000,511,4372.65
-13532.529296875,512,5390.11,72.0515,65.0711,2560000,512,5061.5
-13731.8515625,513,4988.32,72.5588,63.8457,2565000,513,4370.23
-12370.2119140625,514,5753.68,67.8487,52.7641,2570000,514,5479.02
-13674.16796875,515,5657.05,72.3653,68.8849,2575000,515,5151.56
-13609.35546875,516,5660.32,72.074,63.7259,2580000,516,5049.41
-12898.7255859375,517,5718.16,67.4597,57.3089,2585000,517,5467.26
-13711.96484375,518,5911.09,73.6307,66.6913,2590000,518,4611.42
-13387.1748046875,519,5284.14,71.8667,63.2625,2595000,519,5218.47
-12561.6533203125,520,5352.9,66.1197,53.0386,2600000,520,4808.04
-13753.8720703125,521,5849.59,72.2137,64.8365,2605000,521,4723.72
-13507.0341796875,522,4873.28,70.9279,62.5093,2610000,522,5364.5
-13415.8486328125,523,5911.62,71.1053,60.6427,2615000,523,5323.12
-13649.51171875,524,5935.45,71.4169,63.7832,2620000,524,5384.59
-13878.66015625,525,5533.0,71.4993,66.5529,2625000,525,5555.77
-13913.47265625,526,5967.92,74.6011,70.0691,2630000,526,5416.27
-13663.6484375,527,5400.04,70.6848,66.1432,2635000,527,5447.46
-13963.7734375,528,5654.88,73.2659,67.8065,2640000,528,5018.12
-12873.025390625,529,5565.28,68.03,59.1196,2645000,529,5455.04
-13899.857421875,530,5656.0,72.6682,66.7735,2650000,530,5549.15
-13695.3759765625,531,5371.75,72.4847,65.6226,2655000,531,5591.7
-13551.50390625,532,5626.79,70.2854,65.6055,2660000,532,5327.3
-13848.0068359375,533,5718.34,72.5241,68.2047,2665000,533,5395.8
-13952.966796875,534,5763.21,73.5713,67.5519,2670000,534,5486.59
-14046.533203125,535,5950.57,73.7944,72.6431,2675000,535,5608.84
-14051.1591796875,536,5893.08,73.8505,68.0553,2680000,536,5498.23
-14078.8671875,537,5729.45,73.8749,67.6081,2685000,537,5099.17
-13779.4189453125,538,5995.57,72.8636,64.1931,2690000,538,5121.69
-14333.4677734375,539,5269.89,74.1221,70.9066,2695000,539,5030.81
-14031.8701171875,540,5965.1,73.2237,71.4108,2700000,540,5556.81
-13256.435546875,541,5911.17,71.1448,64.5008,2705000,541,5143.28
-13411.70703125,542,6061.94,68.8086,63.5443,2710000,542,5199.69
-14408.767578125,543,5927.2,76.5436,73.3008,2715000,543,5192.61
-14149.3681640625,544,5882.97,72.4396,66.3552,2720000,544,5429.16
-13810.9287109375,545,5266.61,72.706,65.7595,2725000,545,4816.73
-12623.7890625,546,5767.27,67.5553,48.7696,2730000,546,4668.21
-12234.369140625,547,4729.86,71.0447,62.5545,2735000,547,2691.21
-13998.9873046875,548,5716.6,69.2412,60.801,2740000,548,5169.18
-13415.3671875,549,5605.47,68.583,61.555,2745000,549,5277.53
-13646.0224609375,550,5115.08,71.2572,67.3567,2750000,550,5141.82
-14234.455078125,551,5474.32,71.7302,68.7886,2755000,551,5115.65
-14276.5615234375,552,5568.83,73.0732,68.8994,2760000,552,4526.5
-14262.8212890625,553,5878.49,74.2815,68.4789,2765000,553,5601.32
-14131.615234375,554,5732.51,73.5899,65.9591,2770000,554,4865.28
-13314.1962890625,555,5625.54,68.5535,60.0635,2775000,555,5078.3
-14031.3837890625,556,5143.08,71.7622,66.1938,2780000,556,4795.64
-13432.2412109375,557,5785.73,68.7523,62.3411,2785000,557,5376.25
-14138.392578125,558,5874.89,74.0399,71.1886,2790000,558,5579.68
-13718.7216796875,559,5983.04,68.8349,63.0585,2795000,559,5097.76
-13650.8515625,560,5053.88,70.2597,64.6974,2800000,560,4781.74
-13898.0341796875,561,5575.79,71.5352,65.7413,2805000,561,4767.18
-13905.12109375,562,5283.13,73.6508,70.2099,2810000,562,4943.31
-14039.6572265625,563,5857.5,74.0257,69.7338,2815000,563,5300.09
-13969.6044921875,564,5460.94,74.6264,68.2011,2820000,564,5236.4
-14119.9951171875,565,5558.93,73.462,69.3017,2825000,565,5286.67
-13457.4052734375,566,5407.67,70.6104,65.9535,2830000,566,5596.94
-14032.5146484375,567,5728.5,73.8774,69.7284,2835000,567,5359.9
-14135.65234375,568,5767.64,72.9642,72.3887,2840000,568,4668.93
-14115.1748046875,569,5896.37,74.9768,70.9528,2845000,569,4482.97
-13952.982421875,570,5674.26,72.3279,69.3861,2850000,570,5257.0
-14123.8173828125,571,5435.94,73.5735,71.6126,2855000,571,5031.53
-14208.748046875,572,5871.17,72.3025,67.8229,2860000,572,5603.7
-13677.3583984375,573,5870.94,72.841,67.6454,2865000,573,5172.73
-13624.2158203125,574,5088.05,69.8282,65.7934,2870000,574,5070.93
-14317.4150390625,575,5679.16,73.9869,70.3654,2875000,575,4950.65
-14060.0810546875,576,5506.6,70.931,64.2666,2880000,576,4808.91
-13152.44921875,577,5370.46,67.078,59.9284,2885000,577,5192.23
-14462.0029296875,578,4937.24,73.5803,69.5221,2890000,578,5186.98
-14374.564453125,579,5644.5,74.5359,71.026,2895000,579,5160.85
-14275.373046875,580,5671.29,74.4092,69.1068,2900000,580,5378.52
-14176.3134765625,581,5150.04,72.7616,67.6192,2905000,581,5274.21
-13175.8369140625,582,5590.7,67.2363,56.8219,2910000,582,5033.45
-14522.1708984375,583,6001.39,75.1266,72.0564,2915000,583,5343.03
-14298.4560546875,584,5677.6,72.3932,64.4979,2920000,584,4443.83
-14446.2890625,585,5963.78,74.4081,70.1856,2925000,585,5132.61
-14254.1337890625,586,5805.87,73.2078,67.7363,2930000,586,4594.5
-14166.09765625,587,5622.76,73.5528,66.7852,2935000,587,5327.32
-14214.4638671875,588,5963.77,72.5719,66.0324,2940000,588,5053.61
-14291.19921875,589,5680.66,72.626,65.3075,2945000,589,4898.67
-14124.6357421875,590,5590.68,70.3855,62.2903,2950000,590,5381.79
-14376.4892578125,591,6044.3,73.3273,67.1432,2955000,591,5607.84
-14506.1748046875,592,5781.69,74.7581,70.699,2960000,592,5252.73
-14490.8525390625,593,5973.73,73.7516,70.3887,2965000,593,5472.87
-14515.1669921875,594,5765.55,73.7683,72.2207,2970000,594,5744.94
-14289.8154296875,595,5929.55,74.0046,72.6694,2975000,595,5455.07
-14359.041015625,596,5703.3,72.9241,68.7723,2980000,596,5541.24
-13216.81640625,597,6062.7,67.2559,57.0935,2985000,597,5434.75
-14253.140625,598,5479.86,72.6409,65.8746,2990000,598,5568.38
-13769.3515625,599,5332.43,69.0062,61.5958,2995000,599,5131.17
