Running Forward KL,Itration,Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Real Sto Return,Running Update Time
22.9114,59,295000,-1284.4613037109375,1239.67,48.3886,1511.5,59
21.5469,60,300000,-558.8184814453125,752.88,17.7446,1830.41,60
25.3974,61,305000,-1427.4056396484375,1397.37,61.2137,1133.66,61
22.3558,62,310000,-1342.478515625,1932.61,43.726,1304.11,62
22.2128,63,315000,-1250.790283203125,2522.32,40.1644,1592.2,63
22.808,64,320000,-1395.3199462890625,1399.71,55.0704,1347.58,64
23.5266,65,325000,-1505.5552978515625,1526.36,97.5736,1386.61,65
22.5535,66,330000,-1460.569091796875,2243.26,55.2829,1474.99,66
22.479,67,335000,-1468.5067138671875,1892.72,43.2434,1659.86,67
21.2589,68,340000,-1273.9637451171875,2592.52,33.7318,1653.59,68
21.8536,69,345000,-1139.294189453125,2423.57,31.5622,1732.02,69
22.6123,70,350000,-1612.28857421875,1283.33,47.689,1242.89,70
21.5404,71,355000,-1255.6136474609375,200.56,50.7802,1574.32,71
22.3016,72,360000,-1391.7486572265625,2714.99,72.6846,1431.38,72
22.1379,73,365000,-1722.512939453125,1619.03,49.3683,1427.36,73
22.5164,74,370000,-1674.4146728515625,2670.67,60.8012,1829.23,74
22.2871,75,375000,-1560.8834228515625,2542.16,64.8863,1475.9,75
20.8912,76,380000,-1380.7818603515625,1666.16,28.8767,2030.89,76
22.0526,77,385000,-1496.5096435546875,283.21,49.875,1333.43,77
23.5863,78,390000,-2226.885498046875,1831.28,52.4405,1353.78,78
21.1341,79,395000,-938.182861328125,3481.98,29.1446,2748.64,79
21.5872,80,400000,-1451.3509521484375,3485.39,37.8201,2698.46,80
21.1201,81,405000,-1353.1201171875,3166.33,38.0016,2243.79,81
20.9415,82,410000,-1372.5384521484375,3102.6,39.0076,1951.07,82
20.2295,83,415000,-460.8758850097656,3401.27,12.8339,2853.78,83
22.1113,84,420000,-1063.3135986328125,2127.9,25.2618,2662.26,84
22.1598,85,425000,-1579.0780029296875,3499.24,36.5738,2274.66,85
22.943,86,430000,-2120.17333984375,982.82,53.7109,714.7,86
20.6291,87,435000,-591.905517578125,3503.49,13.513,2790.29,87
21.2817,88,440000,-1542.9959716796875,3251.13,31.3647,2303.53,88
22.2779,89,445000,-1821.22119140625,2230.91,37.4548,2327.62,89
22.3026,90,450000,-1366.608642578125,3506.42,21.8425,2385.93,90
22.957,91,455000,-1850.888916015625,2272.15,33.1111,1224.89,91
21.389,92,460000,-1171.7667236328125,1718.72,19.1063,2313.03,92
21.471,93,465000,-1123.537353515625,3465.88,15.8717,2225.83,93
22.3145,94,470000,-1841.607666015625,1635.16,23.8248,1987.76,94
22.3296,95,475000,-1508.708984375,3491.84,29.4994,2021.32,95
23.0133,96,480000,-1966.4534912109375,2424.19,48.386,2152.81,96
22.1723,97,485000,-2157.8857421875,3421.41,60.6787,2229.36,97
22.9335,98,490000,-2391.706787109375,1408.18,21.6639,1906.13,98
23.0467,99,495000,-2374.33544921875,1429.28,75.323,1274.23,99
21.7196,100,500000,-1429.97216796875,2809.91,18.0255,2316.09,100
23.0358,101,505000,-2829.061767578125,1810.65,27.6078,1746.43,101
23.3599,102,510000,-2248.3193359375,1689.1,21.8785,2009.07,102
24.0574,103,515000,-2921.98974609375,171.71,90.7161,1353.76,103
24.3667,104,520000,-2958.226318359375,1581.57,86.8455,1456.04,104
22.9135,105,525000,-2102.43896484375,1475.02,24.9284,2347.7,105
22.3472,106,530000,-2039.9464111328125,2621.04,17.6315,1624.11,106
21.4351,107,535000,-1615.1314697265625,3332.49,39.5797,2089.12,107
31.5891,108,540000,-3482.40087890625,476.21,40.7716,728.27,108
28.0119,109,545000,-3914.847900390625,496.32,112.6473,684.67,109
22.328,110,550000,-2030.024658203125,1930.43,17.6153,1412.09,110
22.8403,111,555000,-2252.626708984375,1961.39,29.615,1605.12,111
23.7249,112,560000,-3264.28173828125,1075.4,26.9475,1084.75,112
23.241,113,565000,-3160.884521484375,1103.24,45.0242,1239.39,113
23.5499,114,570000,-3375.920166015625,1128.37,38.5774,1223.84,114
24.2833,115,575000,-3336.977783203125,1263.33,31.6284,1279.1,115
23.5838,116,580000,-3605.9814453125,1361.4,25.1798,1304.63,116
21.3661,117,585000,-2006.54296875,2146.98,30.5534,2205.4,117
21.8613,118,590000,-1443.103271484375,3378.12,16.9261,2676.63,118
22.4601,119,595000,-2281.9619140625,2505.81,22.8526,1974.44,119
21.4594,120,600000,-1723.354736328125,3439.3,33.11,1950.64,120
20.2638,121,605000,-1220.9913330078125,3477.14,28.4451,2837.92,121
22.4798,122,610000,-2598.08154296875,892.81,33.0042,835.78,122
24.5015,123,615000,-3795.839599609375,1936.0,92.9132,1519.41,123
23.0922,124,620000,-3559.071044921875,3332.2,42.9854,1592.55,124
23.3733,125,625000,-3692.388427734375,1927.04,36.5356,1494.16,125
21.1524,126,630000,-1305.4859619140625,3435.33,14.3836,2110.16,126
23.0159,127,635000,-3286.716796875,3558.72,32.7696,2172.89,127
22.8526,128,640000,-3056.03955078125,3453.06,38.7633,1965.4,128
21.8673,129,645000,-2473.638916015625,3461.45,23.4573,2551.71,129
22.7199,130,650000,-3471.993896484375,3458.46,40.1826,2382.88,130
24.2023,131,655000,-4160.2265625,2095.7,48.4356,1483.87,131
24.818,132,660000,-5190.12890625,2622.18,66.5908,1737.42,132
21.2613,133,665000,-2310.756103515625,3261.85,28.8167,3208.61,133
24.5288,134,670000,-4498.419921875,3356.95,93.8126,1579.7,134
21.926,135,675000,-2744.09521484375,3480.07,48.6867,1833.11,135
22.3472,136,680000,-3458.54052734375,2886.71,31.1637,2130.18,136
23.4258,137,685000,-3406.73193359375,3521.6,23.4727,2243.53,137
22.7354,138,690000,-3786.83447265625,3494.21,34.4754,1951.68,138
23.4467,139,695000,-4476.74853515625,2346.85,28.6253,1326.02,139
21.0072,140,700000,-1618.8851318359375,3550.08,16.8664,3138.19,140
23.131,141,705000,-4147.4287109375,1825.91,63.9928,1537.84,141
26.5904,142,710000,-5266.1357421875,1191.07,58.5158,236.21,142
24.0714,143,715000,-4587.0048828125,2181.88,32.5862,1430.23,143
24.1716,144,720000,-5223.54931640625,1495.93,33.6059,1511.17,144
23.6504,145,725000,-4735.27587890625,2198.46,38.7271,1742.97,145
21.1638,146,730000,-2061.9921875,3516.27,36.1288,3161.53,146
22.239,147,735000,-2379.730712890625,3514.36,18.63,3038.23,147
22.3693,148,740000,-2091.0341796875,1917.08,19.7462,1463.5,148
21.7671,149,745000,-2516.36376953125,3571.1,23.5416,2165.15,149
20.1741,150,750000,-2625.348388671875,3468.08,16.3211,2758.84,150
20.7468,151,755000,-1484.00341796875,3433.19,16.6755,2649.23,151
22.8816,152,760000,-2752.961669921875,3478.83,38.116,2249.31,152
23.8261,153,765000,-4519.1298828125,1473.38,29.9768,1869.41,153
23.0898,154,770000,-5363.47998046875,1422.08,63.8103,1582.03,154
23.3281,155,775000,-5170.703125,3454.08,85.2809,2485.49,155
20.782,156,780000,-1955.6607666015625,3251.28,17.2616,2352.29,156
24.4367,157,785000,-5769.63818359375,1992.26,86.7659,1441.06,157
22.0698,158,790000,-4502.82763671875,2242.6,32.9186,1324.7,158
21.9501,159,795000,-4310.26220703125,3149.07,51.5107,734.54,159
22.1406,160,800000,-3666.91748046875,2743.57,18.4407,1932.01,160
21.8453,161,805000,-5039.00146484375,2210.69,51.6351,413.45,161
25.2567,162,810000,-5595.125,1368.99,56.1328,1331.21,162
23.0091,163,815000,-4032.97314453125,634.57,25.1397,1413.51,163
26.7866,164,820000,-6063.48388671875,296.81,39.5227,420.58,164
24.516,165,825000,-5408.50537109375,2966.85,23.3862,1812.0,165
25.4826,166,830000,-6723.318359375,1239.05,99.4663,1029.43,166
24.71,167,835000,-6672.5048828125,3183.8,57.4183,1524.84,167
24.7126,168,840000,-7378.9365234375,2670.45,91.5301,778.48,168
24.1956,169,845000,-6282.095703125,2082.91,23.5413,1066.98,169
24.2349,170,850000,-7190.8447265625,3456.79,87.3493,1420.33,170
23.7675,171,855000,-6563.92041015625,1224.13,90.3193,1427.34,171
23.0728,172,860000,-5483.8525390625,3592.92,60.22,1786.72,172
22.3333,173,865000,-6719.50634765625,1229.33,48.4506,1982.11,173
24.2918,174,870000,-7828.29345703125,1266.51,61.6944,1328.68,174
24.7303,175,875000,-6367.078125,1492.55,30.6361,1465.86,175
26.209,176,880000,-6268.65185546875,2072.38,23.9076,1323.68,176
23.1217,177,885000,-6375.3125,1099.82,90.2062,1541.54,177
25.098,178,890000,-7791.3818359375,88.81,84.8833,449.91,178
23.9041,179,895000,-7292.07763671875,1221.25,42.3767,1217.23,179
23.8019,180,900000,-7544.57763671875,1456.64,29.079,1257.84,180
23.3946,181,905000,-6551.7314453125,1285.43,26.1461,1482.02,181
23.6977,182,910000,-6333.60546875,3488.25,86.3289,1720.66,182
24.2324,183,915000,-6807.8291015625,2001.52,31.6547,1743.28,183
23.4569,184,920000,-8055.060546875,2659.31,93.592,1456.44,184
23.4831,185,925000,-6664.732421875,2455.37,74.4683,1410.75,185
23.8623,186,930000,-6817.6220703125,46.72,54.8159,52.18,186
21.8747,187,935000,-5796.9462890625,2668.96,33.0138,2229.57,187
23.746,188,940000,-7674.22998046875,1878.9,61.9989,1396.58,188
22.7959,189,945000,-8209.0009765625,2183.46,79.6972,1544.31,189
23.0633,190,950000,-6679.72412109375,1834.33,57.8573,1674.76,190
22.6758,191,955000,-4987.55615234375,2701.71,52.3977,350.27,191
23.4362,192,960000,-8926.7958984375,2924.37,47.6893,1521.17,192
22.6158,193,965000,-5536.6357421875,2332.2,38.3373,1900.26,193
23.8512,194,970000,-5805.7705078125,3579.24,23.0125,1629.3,194
23.2404,195,975000,-8181.18359375,1873.94,38.3193,1459.77,195
22.9892,196,980000,-10388.404296875,1565.27,105.5856,1201.37,196
24.6158,197,985000,-8789.1474609375,2706.46,43.0175,1514.66,197
24.7024,198,990000,-9803.103515625,1356.46,73.8523,1329.79,198
24.5586,199,995000,-9260.7939453125,1236.06,53.4238,1311.09,199
