Running Forward KL,Itration,Running Env Steps,Real Sto Return,Reward Loss,Running Reverse KL,Real Det Return,Running Update Time
310.5768,141,705000,4970.01,-62718.66015625,122.3039,4190.78,141
305.0904,142,710000,4915.19,-62110.46484375,118.1747,4922.09,142
309.0109,143,715000,4877.45,-65079.25390625,137.235,4076.67,143
308.5394,144,720000,5066.92,-64763.74609375,127.682,4858.2,144
305.1697,145,725000,4874.01,-64069.39453125,118.7046,2868.88,145
302.1397,146,730000,4909.19,-63903.51171875,117.2382,4424.96,146
305.522,147,735000,4973.72,-65321.57421875,115.2194,4170.82,147
309.6343,148,740000,5095.54,-66525.5625,128.3733,4917.86,148
306.8037,149,745000,5105.55,-66822.796875,122.3427,4233.85,149
305.342,150,750000,5006.83,-66397.890625,117.1312,4262.82,150
299.2864,151,755000,5052.51,-65205.828125,109.847,4087.96,151
304.5608,152,760000,4924.13,-66034.171875,115.7145,4776.19,152
303.2178,153,765000,5011.53,-68153.390625,116.6673,4053.09,153
302.5022,154,770000,4989.28,-67804.65625,112.4133,4463.79,154
310.4703,155,775000,5054.74,-70397.046875,117.0873,4206.62,155
301.6062,156,780000,5079.16,-69219.3515625,117.8125,4925.89,156
300.4306,157,785000,4892.23,-68798.1875,108.6596,2255.62,157
300.4658,158,790000,4879.19,-69569.609375,111.5696,4207.84,158
304.2784,159,795000,4514.64,-71092.2734375,118.7323,1986.68,159
299.7605,160,800000,4810.0,-69208.7890625,110.2896,3860.59,160
299.6414,161,805000,5037.1,-69407.7578125,111.9387,1665.46,161
307.7058,162,810000,4644.92,-71516.90625,112.6834,3652.14,162
301.6344,163,815000,4866.03,-71847.4609375,106.9998,5147.9,163
303.7575,164,820000,5070.18,-72563.234375,117.8278,4675.1,164
306.2264,165,825000,5078.05,-73530.75,120.2534,5138.69,165
305.8027,166,830000,4993.4,-73587.8125,112.0963,5086.05,166
303.4642,167,835000,5038.38,-73648.3828125,118.895,4921.24,167
299.7199,168,840000,5108.27,-73591.3984375,116.2983,3130.06,168
304.5387,169,845000,5075.95,-75061.859375,113.6342,5134.89,169
304.9204,170,850000,4778.35,-76158.015625,118.2967,4918.13,170
306.4807,171,855000,5090.36,-77022.1953125,124.7475,5102.3,171
303.5962,172,860000,5102.22,-76135.7265625,116.1296,5152.01,172
302.1535,173,865000,4822.62,-75754.1015625,116.5422,5146.9,173
302.8786,174,870000,4869.93,-76557.5546875,111.1624,5122.81,174
306.1922,175,875000,5049.93,-77385.5859375,110.9356,4093.03,175
301.5231,176,880000,5060.95,-75081.703125,113.2786,4292.81,176
299.242,177,885000,5108.75,-76951.875,112.8081,5156.86,177
302.849,178,890000,5081.96,-78310.75,114.4362,4952.76,178
298.7167,179,895000,5111.75,-75855.203125,109.5273,5075.93,179
294.3439,180,900000,5042.49,-75499.921875,103.6574,4892.65,180
302.0354,181,905000,5061.2,-78115.7734375,105.9547,5128.73,181
299.6607,182,910000,5068.96,-77042.3671875,109.5423,4886.09,182
303.901,183,915000,5025.78,-78448.5546875,108.523,5124.27,183
302.0733,184,920000,5030.31,-78603.5546875,105.5658,4902.73,184
297.5162,185,925000,4733.13,-77920.7265625,102.3238,5163.8,185
301.4891,186,930000,4703.06,-79982.34375,107.4429,5165.49,186
306.1422,187,935000,5102.46,-79386.078125,119.8656,4523.23,187
304.8605,188,940000,4629.27,-80740.5546875,111.7644,4211.3,188
297.955,189,945000,4940.17,-79370.0078125,102.7692,5118.19,189
297.6894,190,950000,4869.04,-79125.453125,102.6401,5110.53,190
302.84,191,955000,5064.14,-80919.78125,107.9909,5132.73,191
300.5769,192,960000,5102.12,-80207.359375,109.1791,5183.95,192
298.1832,193,965000,4787.96,-81090.96875,106.637,4949.42,193
300.3604,194,970000,4932.23,-80879.0625,104.7363,5127.28,194
295.2905,195,975000,4914.5,-79209.921875,94.329,4909.01,195
296.1073,196,980000,5044.19,-79895.90625,99.5265,5092.05,196
295.7742,197,985000,5090.48,-80220.4921875,102.6445,5157.28,197
296.8279,198,990000,5076.07,-80854.9140625,101.519,5110.43,198
298.7102,199,995000,4888.12,-81958.5078125,103.3243,4594.23,199
298.5155,200,1000000,5056.06,-81168.1015625,96.0385,5146.43,200
296.5418,201,1005000,4966.43,-81337.671875,95.0844,5122.36,201
298.3543,202,1010000,4977.81,-81523.3515625,96.1159,4517.9,202
296.4552,203,1015000,5039.67,-82390.5703125,95.6649,4958.97,203
297.3895,204,1020000,5004.01,-82224.2421875,95.5797,4324.48,204
298.7112,205,1025000,4996.69,-82399.9375,96.6272,4772.4,205
299.0457,206,1030000,5042.31,-82988.8203125,101.1242,4371.49,206
298.76,207,1035000,5002.21,-83420.4140625,97.0397,5088.17,207
295.7161,208,1040000,5022.74,-83369.1953125,97.4997,5099.29,208
297.9201,209,1045000,5041.64,-84149.7890625,100.1527,5098.19,209
302.1599,210,1050000,4902.9,-84319.171875,102.4083,5105.9,210
295.9694,211,1055000,5064.15,-83619.2578125,99.3791,5133.74,211
294.9804,212,1060000,5045.18,-84194.6640625,95.1314,4891.49,212
295.7686,213,1065000,4852.89,-84389.25,98.1978,4923.54,213
295.5939,214,1070000,5077.56,-84393.7265625,99.847,5143.37,214
298.0439,215,1075000,5087.53,-85347.75,104.7436,5149.71,215
299.7488,216,1080000,5077.5,-85264.0625,103.2888,5147.39,216
296.1113,217,1085000,5088.17,-84833.84375,97.2803,5150.3,217
293.0976,218,1090000,4798.05,-85474.828125,98.1899,5144.43,218
297.4247,219,1095000,5077.83,-85368.203125,99.5802,5148.93,219
296.2199,220,1100000,5098.07,-85687.8046875,100.0109,5157.59,220
299.0681,221,1105000,5082.64,-86104.328125,101.0793,5160.79,221
292.612,222,1110000,5066.86,-85792.234375,93.0331,5154.82,222
294.9078,223,1115000,5048.89,-84774.765625,98.2238,4912.43,223
294.8678,224,1120000,5033.07,-85580.6796875,94.9853,5115.86,224
295.7771,225,1125000,5007.99,-85686.859375,91.9396,5139.47,225
295.014,226,1130000,4877.22,-86004.3515625,95.4637,5165.71,226
300.6347,227,1135000,5091.85,-87513.328125,102.0751,5135.3,227
302.1071,228,1140000,5104.31,-87652.921875,117.0587,5150.73,228
295.0984,229,1145000,4897.45,-87359.328125,95.9171,5112.73,229
297.1977,230,1150000,4951.81,-87799.265625,101.6592,5151.32,230
300.3106,231,1155000,5125.56,-88794.9921875,104.9907,5171.81,231
297.33,232,1160000,4885.87,-87889.78125,97.55,5115.34,232
299.5751,233,1165000,5023.77,-88570.2734375,104.6093,5180.42,233
299.9402,234,1170000,4907.81,-88997.1953125,99.7584,5156.46,234
297.5781,235,1175000,5112.64,-88078.1484375,96.7854,5139.68,235
294.6749,236,1180000,4371.05,-88607.9453125,95.9415,5145.34,236
300.7876,237,1185000,4742.72,-88530.578125,104.6812,5137.27,237
295.8048,238,1190000,4767.54,-88206.1796875,100.0058,5149.72,238
299.5805,239,1195000,4791.7,-89044.4765625,106.1357,4437.2,239
298.8085,240,1200000,4669.25,-89063.8984375,96.7181,5148.26,240
295.8322,241,1205000,5071.37,-88639.9921875,91.1952,4919.82,241
295.2234,242,1210000,5064.86,-88657.2890625,91.5887,5140.36,242
299.2186,243,1215000,5080.28,-89624.328125,110.022,5171.21,243
302.8232,244,1220000,4968.6,-89598.140625,104.0993,5160.19,244
305.6937,245,1225000,5122.67,-90561.484375,115.1921,5156.64,245
295.5363,246,1230000,4892.95,-90358.453125,99.2291,4922.72,246
297.8228,247,1235000,4898.92,-90584.828125,102.5883,4952.11,247
301.4943,248,1240000,5016.11,-90252.2265625,108.716,5173.5,248
303.7912,249,1245000,4897.84,-90016.4140625,129.0078,4947.66,249
300.0427,250,1250000,5116.89,-90235.6484375,104.6131,5208.22,250
301.5042,251,1255000,5135.39,-90699.3359375,105.2565,5200.68,251
296.1824,252,1260000,4687.28,-90265.765625,93.1673,5181.6,252
294.6298,253,1265000,4921.94,-90263.21875,93.1005,5214.57,253
293.722,254,1270000,4836.34,-90428.7109375,93.0006,5195.59,254
294.2531,255,1275000,5113.02,-89842.859375,93.0826,5216.99,255
293.1953,256,1280000,5142.87,-90210.515625,95.3292,5243.52,256
301.1809,257,1285000,4920.19,-90395.0703125,112.063,5223.22,257
298.6493,258,1290000,4679.93,-91435.7421875,99.2845,5208.76,258
300.3064,259,1295000,4757.44,-91705.421875,114.5286,5200.04,259
297.5387,260,1300000,4896.51,-91166.3203125,100.9096,5189.99,260
298.1965,261,1305000,5119.01,-91463.1875,95.4483,5214.37,261
303.455,262,1310000,4578.56,-91225.3828125,108.5551,5219.93,262
296.7257,263,1315000,4956.66,-91503.421875,92.0432,5169.18,263
301.617,264,1320000,4738.93,-90672.7890625,108.5178,5192.22,264
304.314,265,1325000,4643.58,-90119.5234375,113.7864,5019.28,265
301.9589,266,1330000,3377.39,-92132.96875,101.7572,5191.99,266
298.8612,267,1335000,4829.65,-92090.6484375,94.5491,5164.89,267
300.9926,268,1340000,4643.79,-92579.7265625,99.9854,5214.54,268
295.8224,269,1345000,4872.96,-92319.7578125,93.9097,5161.38,269
296.8257,270,1350000,4785.75,-90728.734375,100.4946,5122.09,270
300.8124,271,1355000,4359.06,-91643.4609375,100.7647,5216.94,271
303.0238,272,1360000,3979.08,-89543.375,124.7625,4426.95,272
305.6965,273,1365000,4224.19,-88427.0859375,124.6204,4837.23,273
296.8741,274,1370000,4270.64,-91473.609375,97.7745,5214.22,274
298.8117,275,1375000,4161.93,-90942.96875,105.0781,5193.66,275
303.6364,276,1380000,4470.35,-90628.7265625,110.9453,4735.94,276
304.6363,277,1385000,4118.31,-90470.234375,116.8894,4772.99,277
298.3519,278,1390000,5130.42,-93578.2734375,110.0614,5208.94,278
311.0903,279,1395000,3326.19,-86914.3984375,122.9455,4522.82,279
305.6972,280,1400000,4460.38,-89713.046875,120.4816,4544.76,280
334.2619,281,1405000,2237.59,-80813.4453125,168.2312,352.58,281
316.8069,282,1410000,3785.23,-87884.234375,131.0059,4298.92,282
300.5983,283,1415000,4640.48,-90846.3828125,102.145,4970.65,283
313.3616,284,1420000,4923.91,-92386.515625,111.1435,4973.06,284
309.3811,285,1425000,4465.59,-91171.71875,112.4732,5139.54,285
317.6002,286,1430000,3951.19,-86338.3359375,132.1711,5138.98,286
311.4294,287,1435000,3875.95,-89055.109375,116.0634,4283.14,287
339.9853,288,1440000,1234.57,-76350.7578125,173.4643,474.71,288
308.6525,289,1445000,4231.49,-89550.71875,115.4112,5198.67,289
310.8376,290,1450000,2635.02,-87877.6640625,144.8974,4381.82,290
308.6958,291,1455000,3537.04,-87689.78125,113.0539,3617.74,291
339.1916,292,1460000,2597.99,-73760.5859375,161.4318,2089.6,292
316.3454,293,1465000,3516.78,-88264.0234375,127.4261,3609.45,293
340.8592,294,1470000,2936.9,-74969.9765625,214.4822,2475.5,294
316.9276,295,1475000,2388.75,-86599.78125,131.0077,3170.93,295
394.6722,296,1480000,1377.21,-66227.140625,233.9552,1818.69,296
332.3583,297,1485000,2121.23,-81814.7265625,166.9278,1686.3,297
363.4914,298,1490000,1273.08,-76527.6328125,213.396,1618.12,298
354.4658,299,1495000,1424.13,-80734.2890625,252.2138,1129.54,299
350.4998,300,1500000,1911.34,-72459.765625,308.5607,902.54,300
347.7078,301,1505000,1382.08,-81347.5078125,203.6605,1642.04,301
342.2534,302,1510000,1787.14,-80880.078125,248.6704,1180.69,302
348.6513,303,1515000,1596.46,-75513.59375,338.0613,945.24,303
347.9994,304,1520000,2755.54,-82662.5234375,252.8859,2379.31,304
344.5989,305,1525000,2687.2,-90636.1015625,295.4526,1847.57,305
346.4545,306,1530000,2793.67,-84406.7578125,281.4739,2710.14,306
338.3169,307,1535000,2068.08,-82732.046875,230.2973,1492.81,307
328.583,308,1540000,2550.69,-88154.171875,176.6221,2787.81,308
338.7489,309,1545000,2931.62,-83990.4140625,187.0254,1961.15,309
338.0606,310,1550000,3408.34,-86245.0703125,192.3946,3299.67,310
321.7234,311,1555000,3182.23,-90636.3671875,164.4672,3413.99,311
347.8905,312,1560000,2909.19,-87147.3671875,266.8816,3007.4,312
342.4292,313,1565000,3097.98,-87083.765625,222.1759,2555.5,313
352.3032,314,1570000,2508.02,-83614.3984375,255.9757,3143.5,314
347.9812,315,1575000,2202.38,-88378.5546875,284.4158,2201.86,315
345.1827,316,1580000,2223.87,-84643.828125,257.0187,1707.0,316
347.4175,317,1585000,2567.35,-88317.5390625,444.7146,1631.59,317
358.1438,318,1590000,2596.36,-89110.046875,383.5852,2105.18,318
354.1858,319,1595000,1512.46,-82732.28125,321.6874,1563.56,319
400.4175,320,1600000,1401.13,-87510.03125,536.427,451.51,320
370.1568,321,1605000,1973.61,-83633.0703125,307.1595,2632.06,321
366.8865,322,1610000,2657.12,-82363.8046875,268.8334,2598.14,322
368.458,323,1615000,2431.97,-88862.625,600.6677,1272.1,323
362.4491,324,1620000,1663.77,-86694.4140625,318.6932,3062.42,324
369.7599,325,1625000,1543.51,-88842.984375,557.8666,974.26,325
364.8022,326,1630000,2370.93,-89979.90625,410.8412,2655.56,326
376.3102,327,1635000,1355.79,-91905.9140625,1226.1795,2149.47,327
360.6938,328,1640000,2117.71,-89777.3203125,291.4328,2489.88,328
386.4622,329,1645000,1966.02,-89367.109375,537.213,2120.03,329
373.6114,330,1650000,1396.75,-88272.4296875,457.5861,1343.18,330
408.2542,331,1655000,824.85,-86708.09375,463.9088,901.38,331
472.0679,332,1660000,191.51,-78683.4453125,737.5206,298.05,332
454.8234,333,1665000,202.64,-84819.546875,875.7969,947.58,333
604.879,334,1670000,62.69,-80845.203125,716.0589,61.85,334
690.3145,335,1675000,59.02,-88256.859375,2160.8659,59.75,335
609.1419,336,1680000,63.31,-84965.625,1638.9353,63.34,336
596.1388,337,1685000,64.48,-80549.5234375,932.3323,63.16,337
673.1124,338,1690000,67.57,-72544.921875,595.8298,68.98,338
709.0876,339,1695000,68.58,-79945.4296875,944.8966,67.16,339
675.9178,340,1700000,69.0,-81294.8203125,578.0327,67.77,340
617.054,341,1705000,70.12,-81928.40625,512.5567,69.92,341
657.0859,342,1710000,68.56,-92460.3046875,1700.4438,67.82,342
638.9833,343,1715000,68.85,-92836.3828125,1530.4633,68.85,343
630.1177,344,1720000,68.2,-90781.9765625,992.3971,68.19,344
643.2103,345,1725000,70.0,-92183.71875,1936.9124,70.7,345
657.056,346,1730000,68.4,-92303.3125,1023.2951,70.13,346
692.0207,347,1735000,71.38,-95907.625,1664.693,71.51,347
651.4805,348,1740000,70.14,-93987.46875,1571.07,70.86,348
689.0359,349,1745000,68.21,-97294.2578125,2104.2205,66.66,349
602.7312,350,1750000,67.75,-91008.2578125,1531.9519,64.87,350
710.6393,351,1755000,67.95,-96817.171875,2217.6781,68.0,351
650.3798,352,1760000,70.52,-91324.7109375,1631.528,70.13,352
667.3242,353,1765000,70.99,-93779.2265625,1621.4627,71.63,353
746.5956,354,1770000,70.69,-94486.03125,1153.2005,71.48,354
669.4092,355,1775000,71.24,-90374.765625,938.8745,70.43,355
656.5109,356,1780000,70.8,-89974.375,703.1079,72.54,356
660.1746,357,1785000,73.27,-88797.7578125,657.4333,72.97,357
718.3643,358,1790000,71.05,-97391.5234375,1268.0303,70.51,358
704.4302,359,1795000,70.6,-93797.2109375,649.6397,70.17,359
716.795,360,1800000,67.21,-97768.109375,1329.5024,66.57,360
624.3972,361,1805000,133.81,-95692.4921875,779.9354,129.06,361
601.6157,362,1810000,225.87,-97303.5390625,611.9103,242.5,362
529.7638,363,1815000,242.1,-93551.953125,507.753,246.0,363
499.9259,364,1820000,315.92,-91525.0859375,742.8794,303.85,364
548.0008,365,1825000,174.56,-92656.96875,1877.7599,147.08,365
474.7702,366,1830000,259.11,-93765.0859375,1057.5697,251.77,366
550.9357,367,1835000,247.24,-93935.953125,722.2984,266.93,367
524.261,368,1840000,215.91,-96900.046875,1452.0217,164.19,368
574.867,369,1845000,163.49,-95572.625,1605.6635,150.1,369
540.0792,370,1850000,209.36,-94924.234375,1854.1864,187.74,370
474.9177,371,1855000,347.39,-96389.2578125,731.2768,289.08,371
529.6493,372,1860000,394.89,-94354.953125,466.8964,378.38,372
693.3073,373,1865000,83.64,-95371.5234375,762.8652,69.4,373
721.468,374,1870000,70.92,-92546.75,476.6997,70.5,374
694.561,375,1875000,72.26,-90368.453125,499.6998,72.25,375
671.8306,376,1880000,71.79,-90731.828125,546.5872,71.63,376
664.4883,377,1885000,71.78,-89215.2578125,553.2991,71.28,377
692.0453,378,1890000,71.43,-94312.3359375,559.2798,71.45,378
702.3733,379,1895000,70.52,-95100.109375,542.5814,70.73,379
618.612,380,1900000,70.63,-93118.21875,643.8349,71.04,380
669.2201,381,1905000,67.2,-94182.9765625,724.3617,66.83,381
663.1854,382,1910000,68.25,-94261.109375,769.5851,67.07,382
684.4835,383,1915000,68.14,-96329.0703125,770.8133,68.76,383
719.6837,384,1920000,66.7,-96477.9609375,898.5935,68.23,384
683.9009,385,1925000,66.57,-94015.8203125,572.0923,67.03,385
676.928,386,1930000,66.59,-94589.109375,653.6239,68.44,386
671.7809,387,1935000,64.19,-94009.6484375,575.0113,63.87,387
699.802,388,1940000,66.44,-96037.6640625,795.55,66.79,388
676.0602,389,1945000,66.58,-94668.1875,592.8804,67.73,389
653.5049,390,1950000,68.42,-95855.0390625,965.6666,68.09,390
660.5687,391,1955000,66.6,-97873.5546875,883.7491,65.21,391
687.0287,392,1960000,66.94,-98344.4453125,1625.8117,63.72,392
724.1719,393,1965000,67.51,-98449.4765625,1756.2016,65.74,393
659.8674,394,1970000,65.63,-98762.0234375,1657.6519,64.97,394
664.8028,395,1975000,65.26,-98431.9296875,769.713,64.7,395
709.22,396,1980000,66.75,-99307.75,2194.305,66.53,396
708.4487,397,1985000,66.57,-99467.1015625,2311.4213,66.44,397
745.2606,398,1990000,64.96,-99376.59375,1604.2924,64.73,398
668.0275,399,1995000,65.67,-99199.859375,1360.1699,65.45,399
649.7645,400,2000000,65.01,-98298.6796875,1045.5802,64.85,400
702.0229,401,2005000,65.05,-99551.3828125,1463.0711,65.24,401
672.0701,402,2010000,66.0,-99113.0078125,1776.1192,67.45,402
688.4268,403,2015000,69.62,-98923.0390625,849.2852,69.06,403
