Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return,Reward Loss
24.7172,32,35.7978,1756.76,32,160000,2625.26,-470.17633056640625
23.8743,33,28.7947,1889.53,33,165000,2829.26,-434.00201416015625
25.1753,34,54.1694,1329.63,34,170000,1349.1,-601.7582397460938
23.9159,35,19.7412,3126.75,35,175000,3108.31,-327.222900390625
24.5432,36,22.4987,1937.0,36,180000,3038.37,-491.1744384765625
23.8572,37,19.5885,2181.47,37,185000,3189.0,-404.200927734375
24.5175,38,43.0475,1856.68,38,190000,2331.59,-655.3912963867188
24.8742,39,38.7161,1694.15,39,195000,3205.81,-692.979736328125
25.1941,40,61.1676,1501.75,40,200000,2937.51,-790.9177856445312
24.1936,41,17.6231,3109.97,41,205000,3128.68,-448.6540222167969
24.0876,42,21.9799,2289.8,42,210000,3181.57,-643.8128051757812
24.684,43,32.4361,1434.69,43,215000,3157.87,-790.1019287109375
23.7766,44,24.8587,2436.68,44,220000,3159.71,-633.4745483398438
24.5909,45,26.7985,1146.8,45,225000,3037.67,-911.9940795898438
23.671,46,18.0641,2476.7,46,230000,3167.72,-491.8463439941406
24.9428,47,35.6006,1350.61,47,235000,2285.62,-887.3233642578125
23.9713,48,27.7345,2680.94,48,240000,3153.29,-706.4319458007812
24.0389,49,20.4944,2549.49,49,245000,3176.63,-651.5633544921875
22.7668,50,19.1639,2313.13,50,250000,3088.48,-532.8966674804688
24.1505,51,42.4551,1677.75,51,255000,3157.19,-902.5176391601562
24.3435,52,34.7816,2083.46,52,260000,3198.7,-931.5060424804688
22.938,53,16.7969,3138.81,53,265000,3109.22,-530.1087646484375
24.2584,54,34.6607,2478.77,54,270000,3161.27,-830.5216674804688
23.6747,55,25.7411,2963.37,55,275000,3159.09,-688.7254028320312
22.8009,56,19.1379,2582.77,56,280000,3166.44,-570.7931518554688
24.0364,57,27.1846,2587.36,57,285000,3194.23,-862.5394897460938
23.0807,58,14.1148,3091.91,58,290000,2848.18,-535.31591796875
23.0149,59,16.3088,3076.64,59,295000,3140.61,-631.581787109375
23.2071,60,16.0633,2985.41,60,300000,3155.65,-611.7935180664062
23.3816,61,28.1563,2408.84,61,305000,3194.22,-864.0026245117188
23.3301,62,20.8984,2182.68,62,310000,3223.1,-765.9009399414062
22.5643,63,13.8191,3006.75,63,315000,3039.42,-557.3058471679688
23.5288,64,22.3522,2754.07,64,320000,3165.78,-765.87158203125
23.7189,65,22.2707,2833.59,65,325000,3185.51,-929.5655517578125
24.5299,66,54.7547,1806.98,66,330000,2736.51,-1428.6085205078125
23.3342,67,24.9604,2880.78,67,335000,3186.15,-791.4860229492188
23.125,68,14.2174,2973.59,68,340000,3178.76,-644.65673828125
23.6969,69,26.0878,2954.44,69,345000,3152.1,-1051.49462890625
23.6934,70,25.7269,2365.89,70,350000,3208.64,-1165.1629638671875
22.852,71,16.4834,2982.32,71,355000,3215.54,-662.8604736328125
23.4375,72,18.438,3044.21,72,360000,3175.37,-728.425537109375
23.607,73,24.6281,3060.79,73,365000,3160.39,-926.6215209960938
22.4956,74,13.8935,3038.61,74,370000,3188.34,-598.5557861328125
22.5687,75,14.4992,3078.92,75,375000,3179.16,-752.082275390625
22.6117,76,16.4032,3031.85,76,380000,3186.2,-732.0426635742188
22.3118,77,13.4416,2534.28,77,385000,3218.38,-724.113525390625
22.5412,78,19.1627,2546.57,78,390000,3212.8,-947.667724609375
22.8503,79,14.8698,3078.94,79,395000,3180.55,-804.434326171875
22.8505,80,16.3297,2879.49,80,400000,3153.7,-906.4342041015625
23.4474,81,15.5866,3087.56,81,405000,3146.78,-914.0265502929688
22.4514,82,17.6013,2969.29,82,410000,3171.18,-1006.4471435546875
22.9793,83,15.3573,2911.11,83,415000,3189.45,-822.7737426757812
22.9267,84,13.7814,2978.95,84,420000,3176.72,-738.1024780273438
22.3316,85,16.8992,3098.42,85,425000,3184.64,-867.7969970703125
23.3711,86,14.1798,2942.87,86,430000,3129.08,-939.0569458007812
22.2217,87,14.0847,3192.33,87,435000,3205.98,-773.0529174804688
22.9334,88,24.3122,2644.54,88,440000,3167.02,-1104.0394287109375
22.7044,89,21.613,2954.38,89,445000,3186.68,-1140.2958984375
23.7577,90,22.5125,2682.42,90,450000,3198.15,-1366.63671875
22.2128,91,17.3956,3050.59,91,455000,3224.83,-897.2061767578125
23.2311,92,22.2901,2932.43,92,460000,3212.0,-1134.7274169921875
21.5788,93,15.4682,3111.39,93,465000,3224.72,-884.832763671875
22.409,94,14.393,2584.88,94,470000,3161.87,-967.1568603515625
21.8362,95,13.2022,3083.67,95,475000,3219.54,-843.8119506835938
22.5325,96,14.9632,3049.17,96,480000,3203.2,-942.7969970703125
21.9705,97,13.3761,2926.47,97,485000,3190.12,-942.2652587890625
22.4316,98,15.3822,3087.39,98,490000,3201.79,-987.6253051757812
22.5185,99,14.9266,3051.37,99,495000,3228.87,-1015.3259887695312
22.4759,100,13.9321,2999.31,100,500000,3199.2,-958.287353515625
22.9672,101,28.5085,2692.68,101,505000,3182.25,-1430.4224853515625
20.6644,102,13.3497,3243.7,102,510000,3270.41,-922.8846435546875
20.9101,103,13.1012,3277.95,103,515000,3286.27,-876.8441162109375
21.8531,104,23.2346,2845.35,104,520000,3342.36,-1152.02099609375
20.8282,105,13.6074,3247.38,105,525000,3287.79,-1017.8446044921875
21.1317,106,13.6752,3273.77,106,530000,3280.55,-969.3005981445312
21.1952,107,13.0649,3250.15,107,535000,3244.79,-984.216796875
21.673,108,14.2662,3300.96,108,540000,3305.89,-973.9464721679688
21.5256,109,12.8972,3213.36,109,545000,3225.1,-1035.6290283203125
21.0705,110,12.6085,3159.23,110,550000,3253.82,-936.8563842773438
19.6202,111,12.2123,3320.68,111,555000,3321.93,-867.9196166992188
20.697,112,13.3448,3287.68,112,560000,3294.62,-1013.213623046875
21.2901,113,13.655,3305.68,113,565000,3309.69,-986.5186157226562
20.3524,114,12.8382,3316.52,114,570000,3315.3,-864.4871826171875
21.3995,115,13.4266,3287.06,115,575000,3278.4,-1062.404541015625
21.6402,116,15.6304,3183.71,116,580000,3330.98,-1071.15576171875
19.8373,117,12.8572,3355.09,117,585000,3355.77,-883.0767211914062
20.3768,118,13.28,3332.67,118,590000,3341.05,-936.5750122070312
20.7114,119,13.1146,3347.29,119,595000,3355.26,-998.0802001953125
20.977,120,13.1541,3338.14,120,600000,3345.93,-910.3212280273438
20.4615,121,13.6736,3372.95,121,605000,3383.46,-942.0484619140625
19.4708,122,12.3382,3342.97,122,610000,3347.93,-820.9207763671875
19.8182,123,12.9216,3393.81,123,615000,3405.08,-879.7080078125
19.2383,124,12.9194,3319.06,124,620000,3382.01,-959.9940185546875
18.9161,125,12.2524,3357.2,125,625000,3382.96,-940.9703369140625
20.2024,126,13.3533,3357.05,126,630000,3375.31,-1064.2686767578125
21.039,127,14.1244,3355.61,127,635000,3362.45,-1096.150146484375
20.0332,128,12.7757,3381.38,128,640000,3399.66,-891.990234375
20.1942,129,13.0783,3328.26,129,645000,3335.18,-1106.7218017578125
20.6119,130,20.8761,2835.85,130,650000,3377.69,-1270.2801513671875
19.9468,131,12.8474,3342.56,131,655000,3361.77,-1018.1956176757812
21.3567,132,18.0209,3239.27,132,660000,3372.27,-1133.008544921875
20.0761,133,12.7327,3316.4,133,665000,3336.1,-1038.8955078125
20.4491,134,13.0916,3353.27,134,670000,3349.95,-1100.7015380859375
20.8909,135,14.5853,3340.62,135,675000,3326.5,-1239.38134765625
20.6273,136,13.735,3372.93,136,680000,3366.88,-1087.8494873046875
20.5033,137,13.9921,3405.5,137,685000,3385.87,-1134.6619873046875
19.5547,138,12.626,3255.74,138,690000,3337.42,-1082.8397216796875
20.1331,139,17.4731,3232.65,139,695000,3394.28,-1147.0982666015625
19.8437,140,13.3662,3376.91,140,700000,3366.58,-1093.226318359375
20.3553,141,16.141,3393.26,141,705000,3393.83,-1172.9996337890625
21.0848,142,13.2825,3263.72,142,710000,3383.08,-1201.1812744140625
20.1388,143,12.8538,3177.22,143,715000,3355.63,-1109.015625
20.284,144,13.4892,3387.54,144,720000,3362.88,-1152.22509765625
20.508,145,13.1858,3308.53,145,725000,3368.54,-1140.08251953125
19.9575,146,13.2724,3123.81,146,730000,3369.8,-1221.5394287109375
20.2406,147,13.2768,3404.07,147,735000,3380.68,-1117.6544189453125
19.5293,148,12.9765,3403.16,148,740000,3390.22,-1131.1612548828125
19.5801,149,12.3949,3287.73,149,745000,3372.29,-1112.684814453125
19.4454,150,12.8354,3366.16,150,750000,3365.23,-1188.1689453125
20.5768,151,13.4307,3391.52,151,755000,3413.0,-1167.406494140625
20.7467,152,13.01,3403.07,152,760000,3415.34,-1232.145263671875
20.596,153,13.8702,3198.8,153,765000,3337.85,-1368.085693359375
19.7651,154,13.0878,3391.48,154,770000,3381.97,-1163.0137939453125
19.9341,155,12.9235,3321.84,155,775000,3397.06,-1185.583984375
20.1536,156,14.0508,3425.14,156,780000,3405.91,-1152.4814453125
20.0902,157,13.2497,3341.01,157,785000,3339.56,-1277.727783203125
20.4924,158,12.675,2974.83,158,790000,3407.46,-1155.859130859375
19.6788,159,12.6259,3193.7,159,795000,3372.64,-1210.65673828125
20.0177,160,17.034,3186.7,160,800000,3409.01,-1307.6541748046875
19.249,161,13.1922,3366.79,161,805000,3401.87,-1143.7725830078125
19.5608,162,13.3897,3387.2,162,810000,3362.24,-1349.397216796875
19.7183,163,13.2317,3348.14,163,815000,3322.4,-1400.1834716796875
19.972,164,12.0499,3189.11,164,820000,3408.66,-1217.8807373046875
20.4947,165,13.884,3396.38,165,825000,3392.83,-1413.3177490234375
19.7777,166,13.3257,3420.02,166,830000,3436.94,-1216.21630859375
20.5212,167,13.6884,3250.19,167,835000,3362.13,-1489.0985107421875
20.5519,168,14.016,3270.84,168,840000,3344.06,-1473.7376708984375
19.2165,169,12.9162,3380.99,169,845000,3374.56,-1277.7166748046875
19.6727,170,13.5536,3404.1,170,850000,3389.01,-1382.271484375
19.2285,171,12.1241,3249.51,171,855000,3364.96,-1419.4703369140625
20.237,172,13.712,3397.15,172,860000,3434.33,-1293.8079833984375
19.7529,173,12.5269,3384.46,173,865000,3458.11,-1429.4637451171875
19.7519,174,13.4979,3346.84,174,870000,3344.86,-1475.6666259765625
19.6687,175,14.0793,2729.67,175,875000,3430.31,-1516.0029296875
19.0137,176,12.1437,3403.45,176,880000,3381.63,-1441.3714599609375
19.3419,177,12.6209,3409.06,177,885000,3410.44,-1305.082275390625
19.2023,178,12.3914,3386.09,178,890000,3400.44,-1231.7825927734375
19.6171,179,12.6474,3106.84,179,895000,3409.71,-1539.7664794921875
19.3142,180,12.3867,3427.66,180,900000,3418.88,-1376.675537109375
20.2353,181,13.2533,3342.84,181,905000,3430.77,-1479.7437744140625
19.4962,182,12.2657,3118.0,182,910000,3441.32,-1322.1602783203125
19.2012,183,13.3823,3396.53,183,915000,3378.69,-1532.654296875
21.2287,184,18.8704,2311.27,184,920000,3419.85,-1921.29931640625
19.8682,185,14.3,3244.21,185,925000,3416.05,-1536.136474609375
19.3643,186,12.6714,3171.91,186,930000,3403.8,-1482.3304443359375
19.226,187,15.1259,3463.36,187,935000,3445.05,-1351.1990966796875
19.8506,188,13.4314,3289.38,188,940000,3387.77,-1471.943115234375
19.8399,189,12.8034,3013.91,189,945000,3420.3,-1635.691650390625
20.0604,190,15.0553,2590.08,190,950000,3422.73,-1994.36767578125
19.5625,191,12.1856,3171.11,191,955000,3374.04,-1671.5906982421875
19.794,192,16.9052,3020.23,192,960000,3430.17,-1916.648193359375
19.1195,193,13.1436,3318.06,193,965000,3418.64,-1489.670166015625
20.9195,194,13.0155,2824.73,194,970000,3367.43,-1833.408203125
19.7616,195,12.9704,3425.31,195,975000,3410.01,-1634.2117919921875
19.8758,196,19.391,2833.75,196,980000,3438.38,-1851.3497314453125
18.7033,197,11.8634,3402.58,197,985000,3461.19,-1270.38720703125
19.6682,198,17.8731,3330.47,198,990000,3434.39,-1861.15087890625
19.0399,199,12.5944,3424.03,199,995000,3422.94,-1608.2952880859375
