Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Update Time
2774.06,56.9563,-1263.201416015625,590000,24.7445,1601.1,118,118
3319.3,54.9371,-851.5650634765625,595000,25.4947,3162.89,119,119
3949.5,55.1649,-873.436279296875,600000,28.5945,3406.47,120,120
3840.34,56.718,-761.59130859375,605000,33.659,3187.33,121,121
4146.96,56.1215,-935.8344116210938,610000,26.4137,3137.25,122,122
4198.04,57.9195,-1009.4115600585938,615000,31.9664,3093.35,123,123
3025.49,52.8989,-983.3494262695312,620000,25.3771,2093.2,124,124
3947.94,56.8217,-1022.7005615234375,625000,26.5392,2928.38,125,125
4484.28,55.8558,-797.8023681640625,630000,34.2703,3801.62,126,126
4846.53,56.4457,-1060.825439453125,635000,29.0174,3245.76,127,127
3729.82,54.1355,-1085.85595703125,640000,24.0145,3287.26,128,128
4033.96,54.6464,-983.6250610351562,645000,26.6,3586.33,129,129
4771.58,54.1027,-930.8526611328125,650000,28.9719,3372.92,130,130
4479.1,55.0611,-1056.0494384765625,655000,26.2077,2649.85,131,131
3391.48,54.8156,-1166.369873046875,660000,23.6077,3204.27,132,132
3961.48,54.0986,-1041.350341796875,665000,29.1362,2986.4,133,133
3995.05,55.7515,-1050.178955078125,670000,28.7956,3355.89,134,134
3668.09,56.0033,-1118.9703369140625,675000,27.9366,1843.34,135,135
3516.12,55.0626,-1240.6112060546875,680000,23.012,2703.11,136,136
4260.65,57.2941,-981.711669921875,685000,33.7968,3619.84,137,137
4844.92,57.0168,-1054.3056640625,690000,35.0783,4252.23,138,138
4215.94,55.0549,-1158.7337646484375,695000,28.1759,3042.07,139,139
4596.04,54.6858,-1155.447265625,700000,26.5871,3449.16,140,140
3692.27,53.4232,-1103.091796875,705000,27.2329,3578.43,141,141
3926.79,57.6609,-1188.4798583984375,710000,33.0323,2514.98,142,142
3100.53,54.7116,-1205.555908203125,715000,29.6815,2760.48,143,143
4335.11,57.4702,-1191.6666259765625,720000,33.0115,3668.36,144,144
4894.51,57.8022,-1198.0247802734375,725000,39.1129,4057.93,145,145
4266.86,58.6502,-1204.9661865234375,730000,36.2475,3826.48,146,146
4643.53,63.7684,-1209.409423828125,735000,46.1973,3977.0,147,147
4743.72,56.7594,-1133.8973388671875,740000,34.4927,3919.18,148,148
4874.49,57.8006,-1306.7596435546875,745000,35.3858,3922.36,149,149
4659.86,60.4343,-1448.396728515625,750000,38.8142,3792.34,150,150
3937.93,54.5695,-1335.4315185546875,755000,27.8181,3121.01,151,151
4208.67,55.0151,-1479.022705078125,760000,27.918,3388.34,152,152
4178.44,57.5734,-1360.30224609375,765000,32.1663,3579.77,153,153
3685.41,55.2542,-1325.6810302734375,770000,29.3592,3489.79,154,154
3562.52,56.5159,-1675.807373046875,775000,23.7976,2625.9,155,155
5139.89,62.6834,-1498.1229248046875,780000,44.7421,4083.61,156,156
4805.05,57.4148,-1419.521484375,785000,37.606,4255.4,157,157
4118.3,59.047,-1616.483642578125,790000,29.7615,4084.51,158,158
4136.52,55.833,-1647.2459716796875,795000,25.989,3527.38,159,159
4785.98,61.2759,-1500.8663330078125,800000,37.4689,3916.73,160,160
5040.76,61.7388,-1532.0428466796875,805000,39.7378,4503.51,161,161
5373.2,62.8225,-1529.8873291015625,810000,42.8584,4290.25,162,162
5247.74,65.0486,-1559.8731689453125,815000,46.4916,4774.16,163,163
5184.01,58.7851,-1582.819580078125,820000,37.5675,4054.6,164,164
5198.07,63.2931,-1638.079345703125,825000,42.8263,4664.87,165,165
5324.25,60.6078,-1677.08203125,830000,42.825,4737.59,166,166
4277.74,55.8852,-1801.639404296875,835000,30.9268,3463.99,167,167
4829.7,62.9978,-1781.8026123046875,840000,44.1832,4388.26,168,168
4029.67,61.2565,-1611.389892578125,845000,45.8879,3721.86,169,169
5249.88,62.1212,-1881.430419921875,850000,36.5668,4319.61,170,170
5299.28,63.5094,-1775.33154296875,855000,42.8508,4780.57,171,171
5045.69,61.8136,-1907.784423828125,860000,39.964,4494.67,172,172
5407.05,64.886,-1821.08349609375,865000,47.9543,4582.7,173,173
5347.0,60.297,-1889.31591796875,870000,43.2376,4853.83,174,174
5195.91,62.9616,-1797.1546630859375,875000,47.1237,4311.75,175,175
4957.57,66.1143,-2078.217529296875,880000,50.4439,4393.78,176,176
4598.89,62.1423,-2026.061279296875,885000,41.6442,4557.06,177,177
5333.95,59.2659,-1993.3564453125,890000,37.8459,4801.99,178,178
2623.2,59.6279,-2184.0244140625,895000,34.2185,2154.41,179,179
5130.05,63.8314,-2088.221435546875,900000,41.1783,4473.47,180,180
5471.35,63.4821,-2059.916015625,905000,48.6371,5020.2,181,181
5581.37,65.4968,-2153.705810546875,910000,44.4974,4739.91,182,182
5456.94,64.8471,-2158.088623046875,915000,44.5225,4831.83,183,183
5283.94,60.3589,-2154.591064453125,920000,36.9214,4503.84,184,184
5218.52,62.6963,-2305.1005859375,925000,40.3482,4808.97,185,185
5228.69,63.6048,-2216.292236328125,930000,45.001,4216.03,186,186
5050.76,66.4065,-2275.361083984375,935000,48.5334,4410.82,187,187
5166.74,63.5052,-2295.135986328125,940000,42.652,4610.21,188,188
5102.81,63.7271,-2354.90869140625,945000,44.9812,4536.67,189,189
5239.04,65.1264,-2497.54248046875,950000,47.0058,4641.49,190,190
4300.85,60.2701,-2402.31689453125,955000,39.8231,4158.77,191,191
5195.46,61.0771,-2456.93017578125,960000,40.6342,4233.12,192,192
4823.33,63.7356,-2475.97412109375,965000,47.2168,4568.09,193,193
5049.53,60.2451,-2534.531494140625,970000,37.7992,4499.06,194,194
4401.16,61.604,-2726.994140625,975000,40.4812,4041.18,195,195
4608.84,61.1719,-2708.936767578125,980000,37.8325,4528.78,196,196
5006.54,62.9493,-2652.966552734375,985000,43.0883,3590.55,197,197
5504.92,63.7852,-2684.64501953125,990000,44.8495,4965.04,198,198
5159.68,63.4608,-2694.31884765625,995000,45.0013,4567.17,199,199
5123.18,60.9842,-2668.3984375,1000000,36.0363,3897.12,200,200
3387.12,58.044,-2543.864501953125,1005000,30.9979,3997.92,201,201
2906.89,57.1679,-2667.324951171875,1010000,25.6848,2267.25,202,202
4334.78,61.6669,-2777.30029296875,1015000,35.85,3850.64,203,203
4349.73,62.3039,-2885.572509765625,1020000,36.9407,4224.29,204,204
4929.86,60.7863,-2909.22265625,1025000,39.5452,4363.65,205,205
4640.4,61.9772,-2977.8330078125,1030000,40.3856,4013.65,206,206
5054.27,61.1376,-2914.6103515625,1035000,37.559,4277.98,207,207
3848.64,59.4623,-2808.55126953125,1040000,38.6492,3522.14,208,208
4912.14,59.7989,-2970.43701171875,1045000,36.5164,4398.01,209,209
4942.45,61.4976,-3049.04931640625,1050000,40.3182,4252.74,210,210
5036.9,58.4988,-3036.388671875,1055000,34.885,3870.43,211,211
4691.12,61.0548,-3043.8837890625,1060000,39.1872,3385.2,212,212
4453.47,59.6224,-3068.4287109375,1065000,35.4447,3755.67,213,213
4492.37,59.4004,-3122.1162109375,1070000,34.7683,4228.69,214,214
4176.11,63.1307,-3218.755615234375,1075000,49.7461,4508.89,215,215
4090.97,58.6332,-3103.786865234375,1080000,31.5606,2827.18,216,216
2467.0,58.3725,-3245.144775390625,1085000,31.7813,2016.98,217,217
3641.26,57.4559,-3325.21142578125,1090000,27.566,2928.49,218,218
3469.15,61.9879,-3391.8212890625,1095000,31.4558,3456.9,219,219
4514.65,62.0132,-3387.482421875,1100000,38.9647,4071.61,220,220
4098.76,62.455,-3485.7734375,1105000,39.8915,3314.9,221,221
3583.76,60.9077,-3462.89208984375,1110000,38.3423,3508.54,222,222
4655.48,63.7076,-3609.3251953125,1115000,43.5354,4649.07,223,223
3500.84,59.9798,-3531.508544921875,1120000,32.413,2277.67,224,224
3713.74,60.1339,-3582.280029296875,1125000,34.6402,3518.78,225,225
3700.17,58.8615,-3575.5146484375,1130000,32.3336,3026.54,226,226
4990.03,62.1323,-3725.288818359375,1135000,38.4877,4184.16,227,227
4699.02,59.4382,-3699.568603515625,1140000,29.0771,3462.94,228,228
4967.46,63.1561,-3856.2158203125,1145000,41.996,4354.02,229,229
4914.13,61.5221,-3801.441650390625,1150000,39.9673,4000.72,230,230
3985.3,61.8556,-3878.005859375,1155000,37.4306,3566.13,231,231
5235.93,61.3579,-3971.279296875,1160000,36.7903,4186.89,232,232
5223.97,62.9552,-4052.439697265625,1165000,38.1676,4067.06,233,233
5026.39,60.7298,-4072.833984375,1170000,36.1065,3470.68,234,234
4576.99,61.6797,-4046.302734375,1175000,38.3586,3540.35,235,235
4547.08,59.5587,-3880.81005859375,1180000,31.1152,3573.0,236,236
4085.62,57.5942,-3909.642333984375,1185000,34.6174,2552.36,237,237
3339.15,58.8761,-3988.08251953125,1190000,31.9846,3172.1,238,238
3891.98,60.7539,-4049.2763671875,1195000,38.0348,2503.03,239,239
4061.08,59.6718,-4034.15966796875,1200000,30.6417,3193.43,240,240
4705.67,61.8735,-4134.560546875,1205000,35.8681,3677.28,241,241
4781.71,62.6442,-4264.39306640625,1210000,43.3371,3172.44,242,242
4691.91,61.7393,-4256.9560546875,1215000,40.508,3330.89,243,243
2646.56,60.1866,-4261.2197265625,1220000,30.7395,2368.67,244,244
5583.7,69.6728,-4478.814453125,1225000,57.1302,4953.57,245,245
5888.2,66.8113,-4668.068359375,1230000,52.1628,5362.74,246,246
5825.64,69.4421,-4755.390625,1235000,53.4156,5161.18,247,247
5495.66,65.1573,-4599.970703125,1240000,48.5972,4773.63,248,248
5515.15,68.1886,-4767.97705078125,1245000,53.6385,5327.82,249,249
5850.65,65.1241,-4778.43212890625,1250000,44.3721,5384.5,250,250
4397.19,59.9358,-4629.87353515625,1255000,34.9775,3152.57,251,251
3310.27,58.8186,-4460.0927734375,1260000,31.9873,2564.85,252,252
4847.59,63.2575,-4837.60791015625,1265000,45.5931,4899.98,253,253
4929.97,63.1361,-4802.43603515625,1270000,39.7421,4442.49,254,254
4917.42,67.2483,-5100.06201171875,1275000,48.3975,4305.69,255,255
5277.65,63.8193,-4966.60205078125,1280000,41.3166,4536.42,256,256
5475.9,72.5352,-5304.388671875,1285000,62.3512,5279.29,257,257
5972.81,70.6059,-5128.13671875,1290000,56.7675,5498.63,258,258
5144.15,63.6016,-4946.73583984375,1295000,43.0046,4396.77,259,259
5931.89,70.5473,-5338.900390625,1300000,65.3934,5294.9,260,260
5771.12,65.7067,-5204.166015625,1305000,45.3929,5120.85,261,261
5736.68,65.6022,-5260.6962890625,1310000,45.3475,5198.05,262,262
4235.45,63.3131,-5077.78271484375,1315000,39.9956,3107.51,263,263
5140.9,73.1466,-5529.94091796875,1320000,59.8062,4979.02,264,264
5852.79,70.8178,-5324.51416015625,1325000,56.7787,5142.84,265,265
5559.11,70.711,-5505.4560546875,1330000,55.0071,5464.12,266,266
5997.2,71.0501,-5523.345703125,1335000,57.1344,5317.92,267,267
2648.78,64.5136,-5144.9697265625,1340000,43.0053,2880.45,268,268
5574.04,69.9081,-5656.03076171875,1345000,55.8239,5487.84,269,269
5897.34,72.348,-5647.0029296875,1350000,57.448,5511.17,270,270
5734.55,71.6195,-5699.06689453125,1355000,57.0841,5440.42,271,271
5698.06,69.5257,-5781.91943359375,1360000,56.9095,5175.1,272,272
5762.0,69.3215,-5838.93017578125,1365000,57.0496,5456.96,273,273
5224.45,64.8275,-5505.27978515625,1370000,46.1339,4630.94,274,274
5258.92,64.1918,-5661.21728515625,1375000,45.8958,4408.56,275,275
5641.87,62.5254,-5397.19677734375,1380000,39.1315,4843.29,276,276
5535.46,65.2984,-5665.251953125,1385000,46.4481,5139.84,277,277
5270.57,68.453,-5845.7177734375,1390000,53.1415,5325.94,278,278
4762.17,65.3849,-6048.55126953125,1395000,52.2181,4712.89,279,279
3262.68,60.4246,-5499.1474609375,1400000,39.25,2573.92,280,280
4775.18,61.8879,-5616.9794921875,1405000,38.8924,4295.12,281,281
5716.61,70.0318,-6335.4443359375,1410000,58.7963,5208.74,282,282
5439.73,67.9684,-6272.7392578125,1415000,55.5049,5542.63,283,283
5303.36,65.8697,-6104.33642578125,1420000,51.5819,5225.12,284,284
4293.49,64.362,-6000.66552734375,1425000,50.2131,3729.99,285,285
5048.31,64.3534,-6090.75439453125,1430000,46.479,4886.69,286,286
2970.93,60.8038,-5624.35888671875,1435000,35.9242,2786.66,287,287
4449.99,62.7989,-6070.509765625,1440000,40.633,3857.5,288,288
4544.46,63.0792,-6245.9287109375,1445000,43.4585,4007.03,289,289
4934.62,64.2059,-6407.0947265625,1450000,43.5789,4353.2,290,290
3441.02,61.5504,-5591.85986328125,1455000,32.632,2697.84,291,291
4812.3,60.013,-6059.7841796875,1460000,37.2037,4235.18,292,292
4624.51,61.5437,-6247.77099609375,1465000,41.4777,3698.58,293,293
4428.35,60.4772,-5850.6162109375,1470000,35.4097,4034.19,294,294
4543.92,61.1795,-6174.08251953125,1475000,35.6492,4587.91,295,295
4309.36,60.0257,-6245.60205078125,1480000,38.9788,3612.88,296,296
4688.47,58.6647,-5834.76611328125,1485000,33.299,3507.52,297,297
5011.63,62.1123,-6479.64306640625,1490000,41.4488,4430.3,298,298
4808.22,61.606,-6328.73046875,1495000,41.0638,4252.42,299,299
4833.56,63.1608,-6365.2890625,1500000,44.8712,4283.37,300,300
5110.93,63.5271,-6586.2109375,1505000,42.0527,4851.93,301,301
5779.72,61.5243,-6394.111328125,1510000,42.4657,4826.45,302,302
4917.82,62.2954,-6535.49072265625,1515000,39.5351,4039.51,303,303
5490.28,63.5027,-6721.55615234375,1520000,43.4073,4992.84,304,304
5543.35,61.2507,-6624.88037109375,1525000,39.5016,4435.77,305,305
5764.45,63.2657,-6460.94921875,1530000,40.6074,5147.01,306,306
5502.78,66.1231,-7178.82958984375,1535000,51.5464,4844.85,307,307
5846.14,60.7731,-6542.5263671875,1540000,40.5376,4704.88,308,308
5524.5,62.6402,-7012.8681640625,1545000,46.0148,4733.33,309,309
5290.4,66.3802,-7255.705078125,1550000,53.0181,4847.54,310,310
5011.74,63.1613,-6610.64794921875,1555000,39.8179,3045.36,311,311
5257.4,63.6354,-6633.8271484375,1560000,42.7355,4684.34,312,312
4989.78,64.5733,-7225.64892578125,1565000,51.845,4247.84,313,313
4885.2,63.9062,-7067.53515625,1570000,44.6949,5049.55,314,314
5378.96,67.7122,-7531.10302734375,1575000,52.919,4286.42,315,315
5807.62,63.851,-7253.7958984375,1580000,47.7379,4814.56,316,316
5421.04,67.1955,-7640.44384765625,1585000,50.5582,4777.94,317,317
5243.76,64.3502,-7148.01220703125,1590000,43.6677,4129.47,318,318
5732.48,63.1305,-7286.11279296875,1595000,46.6177,4257.35,319,319
5383.61,63.9011,-7585.740234375,1600000,47.6622,4537.1,320,320
5467.29,65.7141,-7693.40234375,1605000,48.3355,4029.53,321,321
5665.88,65.3058,-7459.16455078125,1610000,47.5006,4780.9,322,322
5459.54,64.2621,-7632.02490234375,1615000,45.7398,4771.96,323,323
5585.08,65.0122,-7563.2958984375,1620000,47.7425,4127.27,324,324
5272.36,65.3741,-7876.3818359375,1625000,50.8398,4367.78,325,325
4826.54,67.894,-8028.14697265625,1630000,53.6501,4647.61,326,326
4266.51,65.2963,-7989.716796875,1635000,49.6959,4463.82,327,327
5997.42,68.474,-7915.20166015625,1640000,51.1272,5453.01,328,328
5347.65,68.318,-7965.4462890625,1645000,49.6424,5037.81,329,329
5878.51,70.7456,-8207.193359375,1650000,56.0193,5207.25,330,330
5394.82,64.699,-7457.83154296875,1655000,37.3706,4467.97,331,331
4582.72,60.7992,-6978.451171875,1660000,29.7994,4298.83,332,332
5177.37,63.3689,-7740.962890625,1665000,41.3235,5077.25,333,333
5048.7,64.4298,-7203.91357421875,1670000,39.4655,3978.59,334,334
5238.55,64.6955,-7788.34423828125,1675000,41.5288,5024.51,335,335
5087.13,64.812,-7955.451171875,1680000,42.4596,3640.34,336,336
5465.09,64.6707,-7723.544921875,1685000,42.2878,4588.6,337,337
5363.8,63.9712,-7364.03466796875,1690000,38.0581,5262.76,338,338
3580.97,62.0519,-7043.85009765625,1695000,32.7461,3075.45,339,339
4759.57,66.3968,-7989.81396484375,1700000,43.976,4443.86,340,340
5752.31,65.7562,-7957.4296875,1705000,46.1535,4132.3,341,341
4953.3,69.5391,-8439.3876953125,1710000,51.0728,4355.3,342,342
5503.48,66.1617,-8026.072265625,1715000,47.3419,4276.85,343,343
5721.99,67.3441,-8252.541015625,1720000,45.3231,4660.36,344,344
5163.71,64.4389,-8134.927734375,1725000,42.4062,4328.81,345,345
4704.54,64.4524,-8209.904296875,1730000,41.2649,3996.45,346,346
2848.73,60.637,-7382.86669921875,1735000,35.9811,2660.49,347,347
5404.77,66.1864,-7934.5244140625,1740000,44.8058,4534.92,348,348
5135.12,69.1363,-8617.2890625,1745000,52.4962,5107.64,349,349
5500.76,64.2449,-7611.37841796875,1750000,41.392,3399.72,350,350
5329.93,65.9949,-8791.67578125,1755000,50.34,4472.61,351,351
3898.69,64.0256,-8269.6494140625,1760000,40.3799,4014.25,352,352
5681.67,65.1508,-8437.5458984375,1765000,43.3466,4922.1,353,353
5570.42,68.202,-8985.876953125,1770000,47.2193,4635.83,354,354
5940.77,66.147,-8655.57421875,1775000,47.4591,5223.5,355,355
5745.31,66.0976,-8613.9755859375,1780000,44.6086,4400.13,356,356
5324.06,62.7161,-8450.654296875,1785000,37.2701,4410.02,357,357
4421.4,59.5299,-7740.86083984375,1790000,28.8488,3982.08,358,358
5618.71,65.0801,-8386.4560546875,1795000,40.6679,5051.49,359,359
5207.06,64.1535,-8300.5693359375,1800000,39.8005,4591.09,360,360
5604.63,67.8794,-9355.5263671875,1805000,46.4962,4555.31,361,361
5828.28,64.9164,-9232.65625,1810000,43.678,5056.81,362,362
5522.7,66.0223,-8911.248046875,1815000,43.3772,4102.61,363,363
5047.57,65.1608,-9274.9921875,1820000,51.1612,4934.4,364,364
4713.34,62.0466,-8722.1474609375,1825000,37.2033,3783.14,365,365
3676.89,57.8324,-7407.58984375,1830000,28.3358,2536.77,366,366
5778.4,68.92,-9362.1103515625,1835000,49.5462,5278.36,367,367
5733.24,70.0792,-9336.853515625,1840000,51.6379,5225.38,368,368
6104.64,71.974,-9836.1640625,1845000,57.3258,4881.95,369,369
6081.81,69.2447,-9556.21484375,1850000,53.5414,5339.71,370,370
5646.34,67.5858,-9805.5302734375,1855000,49.7143,4842.11,371,371
5611.61,63.6271,-9215.6728515625,1860000,46.0444,4755.36,372,372
3681.91,62.2166,-8774.748046875,1865000,36.321,3094.24,373,373
5778.65,70.6351,-9372.6083984375,1870000,50.9149,5204.62,374,374
5975.75,69.3084,-9788.427734375,1875000,56.0783,4786.33,375,375
5412.22,68.0277,-9541.10546875,1880000,53.1989,4784.52,376,376
5029.11,68.1129,-9528.1181640625,1885000,47.7279,4801.91,377,377
4760.24,61.4239,-8031.4921875,1890000,32.7978,3626.36,378,378
2574.18,67.5525,-7122.126953125,1895000,44.5622,1847.17,379,379
5809.93,72.156,-10013.5673828125,1900000,58.3282,5149.32,380,380
6285.08,69.9812,-10051.9482421875,1905000,52.3686,5302.57,381,381
6263.82,69.4295,-10199.98828125,1910000,54.2834,5456.21,382,382
5270.67,69.2022,-10054.1328125,1915000,51.9269,4827.0,383,383
5475.68,64.8512,-9249.9384765625,1920000,45.4003,4724.61,384,384
3951.85,63.338,-9016.2109375,1925000,41.9761,3652.38,385,385
4123.66,61.6285,-7656.4931640625,1930000,33.9887,4036.66,386,386
