Real Sto Return,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Running Env Steps,Itration,Running Reverse KL
830.71,26.086,728.0,-167.30972290039062,39,195000,39,38.6754
1610.63,24.4173,1116.78,-111.74237823486328,40,200000,40,15.6012
3053.95,23.5661,3109.02,-35.27454376220703,41,205000,41,13.2823
1270.74,23.9615,945.93,-173.32237243652344,42,210000,42,21.7444
2987.71,23.5939,3069.57,-30.074596405029297,43,215000,43,13.5396
2312.35,23.7253,3183.67,-59.816829681396484,44,220000,44,12.2322
3047.83,24.6671,3140.74,-31.697750091552734,45,225000,45,15.5663
2169.07,23.8914,3116.38,-91.64302062988281,46,230000,46,15.1818
2327.25,22.7189,3206.36,-77.84217834472656,47,235000,47,13.6311
2211.28,23.0585,3236.4,-108.13215637207031,48,240000,48,13.083
1138.53,24.6559,1712.07,-206.8747100830078,49,245000,49,18.645
3088.18,23.7251,3167.49,-47.72694396972656,50,250000,50,14.753
3067.66,22.8573,3203.01,-72.3741226196289,51,255000,51,12.3268
3055.07,25.4613,3062.21,-71.72319030761719,52,260000,52,18.5983
3100.4,23.2342,3180.84,-72.28199768066406,53,265000,53,15.2418
3095.52,23.5957,3080.01,-68.1670150756836,54,270000,54,14.7496
3056.93,24.8414,3172.67,-64.7672119140625,55,275000,55,15.5501
2958.26,24.4517,2941.63,-76.58441162109375,56,280000,56,15.1992
2341.48,21.8413,3225.48,-79.52186584472656,57,285000,57,11.6059
2139.66,23.0746,1102.41,-231.0962677001953,58,290000,58,23.8512
3008.31,23.1499,3181.63,-80.48516845703125,59,295000,59,14.4222
3002.39,23.4749,3198.72,-77.97564697265625,60,300000,60,13.5917
2996.61,22.4562,3249.26,-60.88407516479492,61,305000,61,12.7663
3124.22,23.7223,3160.34,-76.21477508544922,62,310000,62,14.7805
3139.55,24.9323,3161.25,-99.69515991210938,63,315000,63,15.603
3181.86,23.3785,3197.87,-77.19218444824219,64,320000,64,14.8017
3119.01,23.7201,3204.6,-67.36184692382812,65,325000,65,14.6649
3015.42,22.5655,3223.11,-78.29373931884766,66,330000,66,14.307
1006.52,24.1263,1178.65,-153.83192443847656,67,335000,67,12.2594
3180.05,23.8236,3186.05,-93.01079559326172,68,340000,68,14.9791
3064.75,23.1516,3168.81,-77.0106430053711,69,345000,69,13.4954
3062.11,23.0166,3207.9,-95.38350677490234,70,350000,70,13.7862
3166.15,21.9018,3164.59,-98.6421127319336,71,355000,71,11.8681
1774.95,22.6679,1874.73,-208.20521545410156,72,360000,72,13.6471
3157.09,24.5236,3163.5,-109.58397674560547,73,365000,73,16.4371
2826.14,23.0502,3194.42,-104.27881622314453,74,370000,74,13.2083
3165.38,21.5058,3232.04,-93.09612274169922,75,375000,75,12.8291
2813.3,21.9013,3248.04,-100.91453552246094,76,380000,76,12.6174
3201.94,22.4715,3267.2,-84.00222778320312,77,385000,77,12.6502
3233.81,23.6911,3248.75,-108.70176696777344,78,390000,78,13.8603
3041.49,21.4578,3301.13,-88.16815948486328,79,395000,79,12.5566
2800.18,22.5887,3238.43,-100.50560760498047,80,400000,80,13.3346
1947.29,21.4443,3316.92,-100.46769714355469,81,405000,81,11.3457
3133.66,23.3634,3219.02,-114.355712890625,82,410000,82,14.0778
3258.28,21.5617,3250.14,-101.88618469238281,83,415000,83,13.0676
3225.29,22.4629,3251.0,-119.798583984375,84,420000,84,13.1096
3211.58,20.862,3241.18,-91.59113311767578,85,425000,85,12.2746
3211.8,20.4492,3279.93,-83.31952667236328,86,430000,86,12.0177
3239.73,23.3316,3256.81,-116.44791412353516,87,435000,87,14.0571
3238.84,22.7565,3249.64,-112.38764190673828,88,440000,88,13.4909
3259.24,22.3152,3267.98,-108.58110809326172,89,445000,89,13.0018
3322.98,21.2656,3370.05,-107.09950256347656,90,450000,90,12.5061
3309.31,22.2173,3334.37,-114.5270004272461,91,455000,91,14.1192
3245.43,20.3166,3347.08,-92.29195404052734,92,460000,92,12.6584
3248.22,20.7465,3310.0,-97.30354309082031,93,465000,93,11.9237
3267.92,21.7723,3279.93,-123.35337829589844,94,470000,94,13.1804
3331.7,21.2539,3349.45,-110.28973388671875,95,475000,95,13.5478
3351.93,21.3102,3352.7,-97.91353607177734,96,480000,96,13.7444
3304.21,22.6131,3338.97,-132.73150634765625,97,485000,97,14.4986
3276.3,21.3412,3298.8,-111.49506378173828,98,490000,98,12.9474
3370.1,21.4997,3373.12,-98.97474670410156,99,495000,99,13.4486
3066.56,19.6204,3337.73,-81.8484878540039,100,500000,100,11.7966
3272.09,21.23,3303.73,-118.17082977294922,101,505000,101,12.4023
3333.31,20.7608,3342.58,-93.73938751220703,102,510000,102,12.8611
3334.95,20.8574,3323.71,-115.63074493408203,103,515000,103,13.6373
3267.51,20.4675,3290.96,-131.6088104248047,104,520000,104,12.3123
3298.05,20.82,3281.9,-129.7772979736328,105,525000,105,13.3469
3269.51,20.7091,3276.08,-125.75331115722656,106,530000,106,12.3284
3271.77,21.7817,3303.56,-133.51255798339844,107,535000,107,13.5112
3308.18,21.7144,3337.41,-128.41600036621094,108,540000,108,13.6585
3184.54,21.5977,3314.29,-141.38153076171875,109,545000,109,12.4899
3316.64,21.9132,3348.15,-145.0556182861328,110,550000,110,13.1301
3347.65,20.3893,3357.69,-104.70951843261719,111,555000,111,12.4746
3248.32,20.4596,3282.94,-125.93087768554688,112,560000,112,12.1693
3277.05,19.9049,3363.78,-139.12393188476562,113,565000,113,12.0325
3344.26,20.1873,3371.97,-127.901123046875,114,570000,114,11.7653
3155.07,20.2489,3328.0,-150.28054809570312,115,575000,115,12.1828
3121.98,19.693,3357.92,-126.06040954589844,116,580000,116,11.1664
3224.77,20.9901,3330.15,-135.69863891601562,117,585000,117,12.4252
2208.26,18.7778,3372.73,-119.5447006225586,118,590000,118,11.5531
3316.82,21.012,3316.23,-151.85678100585938,119,595000,119,13.1341
3039.39,20.2408,3352.33,-147.4313201904297,120,600000,120,10.4768
3325.58,21.0931,3330.22,-159.54457092285156,121,605000,121,12.4846
2604.34,19.4887,3423.6,-128.77700805664062,122,610000,122,12.2765
3262.94,20.0529,3377.25,-139.9534454345703,123,615000,123,11.7815
3247.72,20.8186,3375.57,-155.30836486816406,124,620000,124,12.716
2606.37,20.8244,3284.54,-177.86517333984375,125,625000,125,17.8241
3078.13,20.1551,3398.46,-155.5655975341797,126,630000,126,11.4289
3171.68,20.021,3393.71,-152.11190795898438,127,635000,127,12.0886
3353.52,20.8328,3368.81,-149.92111206054688,128,640000,128,12.7725
3306.6,20.4522,3370.82,-161.88449096679688,129,645000,129,12.2185
3383.93,20.7451,3428.99,-136.34014892578125,130,650000,130,11.9695
765.46,21.5282,110.95,-166.96603393554688,131,655000,131,13.4356
3398.76,19.0168,3393.59,-128.04771423339844,132,660000,132,11.3185
3325.7,20.5197,3368.03,-168.35003662109375,133,665000,133,12.4868
1396.25,21.8705,913.84,-147.05477905273438,134,670000,134,13.61
3356.11,19.5269,3381.05,-134.47251892089844,135,675000,135,12.0262
3371.31,20.4366,3374.98,-155.4840850830078,136,680000,136,12.6961
3385.15,20.9566,3388.45,-159.76327514648438,137,685000,137,12.4461
3435.52,19.4799,3427.21,-137.25906372070312,138,690000,138,11.8208
3246.88,20.6348,3342.92,-184.1064453125,139,695000,139,12.7735
3382.13,20.1546,3392.83,-133.64744567871094,140,700000,140,12.4791
3342.76,20.7949,3398.82,-165.73965454101562,141,705000,141,12.6406
3234.84,20.0104,3393.77,-121.15767669677734,142,710000,142,11.5636
3370.6,19.6438,3392.55,-160.4151611328125,143,715000,143,12.2346
3396.13,20.6081,3386.36,-145.3820343017578,144,720000,144,12.7775
3348.57,21.4132,3351.24,-181.83224487304688,145,725000,145,13.2567
3367.78,20.0364,3398.72,-144.150634765625,146,730000,146,11.6041
3351.06,19.8912,3355.47,-161.90455627441406,147,735000,147,11.4969
3421.67,21.0796,3419.83,-150.05722045898438,148,740000,148,12.7593
3385.39,19.8433,3396.47,-156.56312561035156,149,745000,149,11.9534
2837.63,20.262,3361.89,-172.43687438964844,150,750000,150,11.5293
3320.96,20.9464,3426.15,-145.68441772460938,151,755000,151,12.9033
252.74,23.1915,273.47,-245.8996124267578,152,760000,152,12.4209
3334.64,19.3421,3325.02,-163.42257690429688,153,765000,153,11.3653
3412.82,19.5844,3425.31,-144.48841857910156,154,770000,154,12.2782
3122.21,20.4505,3369.49,-168.74839782714844,155,775000,155,10.6242
3429.51,18.9839,3437.63,-116.04793548583984,156,780000,156,11.3327
3408.43,19.454,3465.88,-145.6912078857422,157,785000,157,11.8783
3413.16,18.5117,3424.08,-159.60626220703125,158,790000,158,11.1674
3393.51,19.9044,3399.4,-161.8973388671875,159,795000,159,12.1341
3321.73,19.5538,3435.87,-134.9671630859375,160,800000,160,11.1924
3358.9,19.6742,3444.54,-151.9214630126953,161,805000,161,11.6899
3385.73,18.2369,3483.22,-129.24325561523438,162,810000,162,10.5234
3398.01,19.7349,3433.37,-156.11624145507812,163,815000,163,11.9694
3031.09,19.5913,3444.94,-149.71893310546875,164,820000,164,10.2166
3229.51,19.4664,3423.98,-156.96543884277344,165,825000,165,11.808
3435.33,19.9612,3442.59,-154.90493774414062,166,830000,166,12.0344
3374.98,19.2122,3473.29,-138.6217041015625,167,835000,167,11.2653
3321.32,17.6454,3482.57,-142.59910583496094,168,840000,168,10.0464
2686.84,20.6868,3468.19,-171.90769958496094,169,845000,169,11.3687
3418.33,18.9568,3461.76,-146.63314819335938,170,850000,170,11.1657
3418.48,18.5349,3451.27,-163.80198669433594,171,855000,171,10.4744
3383.33,18.7626,3442.26,-139.61459350585938,172,860000,172,11.1447
3428.89,19.5671,3481.24,-157.32237243652344,173,865000,173,11.6003
3396.79,18.2889,3436.77,-125.06461334228516,174,870000,174,10.8274
3314.98,19.9037,3431.28,-158.79965209960938,175,875000,175,11.987
3370.9,18.9635,3418.1,-183.40493774414062,176,880000,176,10.2133
3454.82,19.1116,3486.55,-131.911865234375,177,885000,177,11.5539
3397.03,19.7936,3408.87,-180.17242431640625,178,890000,178,12.1265
2890.07,19.2287,3458.97,-172.00584411621094,179,895000,179,9.9243
3411.33,19.3457,3448.49,-190.06405639648438,180,900000,180,10.6856
3224.05,19.5443,3476.59,-180.0476837158203,181,905000,181,10.6822
3405.93,18.4793,3411.95,-177.15951538085938,182,910000,182,11.5142
3417.27,19.0361,3418.35,-196.255126953125,183,915000,183,11.3485
3087.3,19.9361,3324.61,-166.13787841796875,184,920000,184,10.617
3325.77,18.8517,3454.28,-195.7149200439453,185,925000,185,10.8365
3268.16,18.4693,3476.51,-154.40931701660156,186,930000,186,10.5539
3379.96,18.7496,3452.39,-166.81207275390625,187,935000,187,10.9428
3316.38,18.7681,3435.66,-193.61795043945312,188,940000,188,11.6963
3396.31,18.9264,3401.3,-188.11691284179688,189,945000,189,11.7176
3362.85,19.4462,3360.39,-218.5517120361328,190,950000,190,11.6639
3416.88,18.7846,3455.63,-185.7354736328125,191,955000,191,11.0365
3426.19,19.1965,3443.53,-167.7815704345703,192,960000,192,11.5908
3260.56,19.4054,3500.05,-184.76217651367188,193,965000,193,11.1543
3425.34,18.527,3433.65,-150.95175170898438,194,970000,194,11.4163
3386.75,20.6695,3389.16,-221.23655700683594,195,975000,195,13.1504
3406.32,19.9766,3425.13,-204.98179626464844,196,980000,196,11.8242
3321.37,20.1971,3440.95,-221.68528747558594,197,985000,197,11.9379
3423.86,19.0355,3445.22,-171.22657775878906,198,990000,198,11.581
3403.61,19.9031,3448.6,-237.4158935546875,199,995000,199,11.8266
