Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return,Running Env Steps,Running Forward KL
16.5311,156,-979.4536743164062,156,4093.61,4156.51,780000,42.5604
19.0397,157,-986.0364990234375,157,4206.59,4383.14,785000,43.4586
18.3733,158,-990.0467529296875,158,4207.64,4313.17,790000,43.9162
17.1698,159,-991.27392578125,159,4128.98,4179.75,795000,43.1949
16.3272,160,-969.3289794921875,160,4108.82,4350.91,800000,43.1073
16.3887,161,-988.8449096679688,161,4206.02,4258.98,805000,43.4616
14.5754,162,-927.7798461914062,162,4024.96,4350.25,810000,42.5689
15.2613,163,-1014.5239868164062,163,4076.81,4287.5,815000,42.8057
18.751,164,-1038.23095703125,164,4194.95,4298.76,820000,43.0689
18.4411,165,-1007.0222778320312,165,4260.38,4316.8,825000,43.802
17.6674,166,-1019.0505981445312,166,4257.52,4437.85,830000,43.0282
15.1275,167,-991.2969970703125,167,4204.32,4325.96,835000,42.5708
15.0432,168,-980.4608764648438,168,4204.99,4316.23,840000,41.5202
15.1859,169,-1011.5859375,169,4165.53,4332.08,845000,41.6349
17.0993,170,-1091.6165771484375,170,4118.92,4067.69,850000,42.6624
18.1281,171,-1120.1181640625,171,4261.35,4309.17,855000,43.4488
15.3572,172,-1056.7188720703125,172,4206.72,4297.18,860000,42.3138
14.1854,173,-1023.4656372070312,173,3971.64,4259.71,865000,41.322
15.5031,174,-1044.26416015625,174,4168.17,4228.71,870000,41.8482
14.451,175,-1116.455322265625,175,3549.69,3382.65,875000,42.4809
14.7478,176,-1099.7054443359375,176,3527.66,4065.63,880000,42.6733
19.0793,177,-1219.087158203125,177,2486.12,3227.22,885000,44.2474
17.8689,178,-1113.2774658203125,178,1279.46,3489.14,890000,42.9875
45.8279,179,-1439.9771728515625,179,27.52,-0.99,895000,54.5585
17.2006,180,-1172.982177734375,180,4072.56,4116.5,900000,42.609
17.6626,181,-1203.0277099609375,181,3724.15,4190.16,905000,43.2019
34.5449,182,-1161.681884765625,182,921.54,1575.46,910000,46.0488
17.7614,183,-1202.1634521484375,183,4244.76,4361.32,915000,41.6003
31.4898,184,-1369.609619140625,184,2937.94,3562.77,920000,44.131
18.9521,185,-1243.913330078125,185,4082.16,4161.62,925000,42.8295
19.8946,186,-1339.3106689453125,186,3854.83,3920.32,930000,42.3124
18.0252,187,-1418.5946044921875,187,491.46,197.43,935000,46.8766
20.0595,188,-1296.579833984375,188,4141.58,4116.33,940000,42.8769
18.178,189,-1214.5015869140625,189,3451.09,3779.49,945000,41.7948
17.9044,190,-1222.7493896484375,190,4312.53,4354.65,950000,42.4204
19.4273,191,-1295.8865966796875,191,4250.94,4313.29,955000,42.6686
20.1203,192,-1308.2650146484375,192,3377.76,3210.49,960000,42.5027
18.8079,193,-1497.1475830078125,193,2117.77,3486.83,965000,43.3413
18.6115,194,-1322.09521484375,194,4314.31,4364.59,970000,42.8976
18.237,195,-1361.1328125,195,4045.07,4054.44,975000,43.8714
23.4568,196,-1701.3472900390625,196,2400.57,34.94,980000,44.8521
27.8415,197,-1647.552734375,197,2464.51,3003.58,985000,43.767
23.3435,198,-1516.2117919921875,198,4041.71,4060.89,990000,45.3564
15.7747,199,-1303.0152587890625,199,4154.9,4359.15,995000,41.5987
34.4041,200,-1529.3885498046875,200,2982.9,1746.81,1000000,43.0437
16.7584,201,-1388.1297607421875,201,4229.45,4284.65,1005000,42.0539
40.2214,202,-1872.469482421875,202,857.36,840.77,1010000,46.1124
17.4178,203,-1354.7423095703125,203,4275.49,4332.98,1015000,42.2514
45.9973,204,-2065.912109375,204,208.26,143.11,1020000,46.9551
17.9855,205,-1395.883056640625,205,4277.3,4318.42,1025000,42.9637
18.7295,206,-1411.43896484375,206,4022.37,4248.07,1030000,41.5244
23.7109,207,-1749.2269287109375,207,2323.42,2518.58,1035000,44.1035
72.5772,208,-2206.181884765625,208,162.96,416.1,1040000,55.4918
16.9646,209,-1421.9483642578125,209,4072.65,4127.81,1045000,41.8717
17.8803,210,-1441.7764892578125,210,4255.67,4313.2,1050000,41.9227
17.8661,211,-1528.6287841796875,211,4115.92,4161.37,1055000,42.7285
42.5448,212,-2487.775146484375,212,995.84,951.62,1060000,55.5215
35.7129,213,-2436.168701171875,213,999.29,1004.5,1065000,54.8678
17.4717,214,-1580.6744384765625,214,4039.86,4034.64,1070000,42.9756
15.4824,215,-1704.658447265625,215,2234.93,1019.82,1075000,43.1114
18.4696,216,-1724.80224609375,216,3644.21,2647.91,1080000,44.9322
44.8169,217,-1926.8194580078125,217,2349.31,3197.91,1085000,46.0962
22.1526,218,-2218.689697265625,218,486.35,458.82,1090000,49.1634
23.2672,219,-1863.9412841796875,219,1630.66,4221.68,1095000,45.4777
17.4103,220,-1379.7618408203125,220,1032.16,1262.44,1100000,45.9068
16.4559,221,-1519.4613037109375,221,1109.46,1275.56,1105000,45.1686
18.9995,222,-1780.44384765625,222,2135.48,1565.38,1110000,44.248
18.4875,223,-1948.861083984375,223,712.85,606.58,1115000,47.6199
22.1604,224,-1773.2254638671875,224,1864.88,2326.99,1120000,45.1315
21.5735,225,-2075.10888671875,225,779.65,735.11,1125000,47.6374
14.1257,226,-1859.6239013671875,226,1502.44,2520.13,1130000,45.7853
14.4626,227,-1545.4888916015625,227,2388.56,3662.0,1135000,41.8399
16.0719,228,-1867.85888671875,228,1603.4,1000.43,1140000,46.2655
15.5127,229,-1669.5596923828125,229,3298.42,2884.31,1145000,42.2193
18.3713,230,-1938.49560546875,230,2164.13,2422.9,1150000,44.6619
27.3768,231,-1875.537109375,231,943.16,476.81,1155000,45.6674
25.2149,232,-1878.901611328125,232,1838.05,2505.91,1160000,44.6698
20.864,233,-1987.71630859375,233,2142.02,1957.57,1165000,44.6074
18.4733,234,-1867.62353515625,234,3986.5,4315.09,1170000,43.5009
18.591,235,-1867.3369140625,235,4222.34,4341.41,1175000,42.9553
19.0116,236,-1892.8116455078125,236,4117.29,4317.86,1180000,43.033
16.1873,237,-1979.0465087890625,237,4053.97,4121.17,1185000,42.8219
16.47,238,-1897.33056640625,238,3714.73,3699.09,1190000,42.8656
16.7906,239,-1829.2667236328125,239,4138.43,4238.86,1195000,42.1252
17.5208,240,-1895.3984375,240,3982.61,4087.62,1200000,42.4987
17.3103,241,-2005.9761962890625,241,3442.4,4147.02,1205000,43.8603
16.8549,242,-1998.675048828125,242,3676.12,4137.32,1210000,43.4416
15.5481,243,-1907.974853515625,243,3435.82,3516.65,1215000,43.1722
13.3423,244,-1796.2142333984375,244,2707.51,3457.55,1220000,44.1509
15.0267,245,-1926.515869140625,245,3389.69,4120.27,1225000,43.5785
14.1803,246,-1913.8994140625,246,2667.25,4114.54,1230000,43.0498
15.5419,247,-1967.2010498046875,247,3361.14,4099.63,1235000,42.2126
18.3347,248,-2006.50830078125,248,4169.93,4206.32,1240000,41.9835
17.4149,249,-2101.84326171875,249,3664.45,4056.14,1245000,42.4274
17.6858,250,-2109.35791015625,250,3295.61,4064.28,1250000,42.0794
16.3737,251,-2097.04345703125,251,3172.41,4057.86,1255000,42.3308
17.2961,252,-2153.22607421875,252,4013.4,4102.65,1260000,42.4675
17.6062,253,-2159.0322265625,253,3921.51,3989.36,1265000,42.4932
15.8033,254,-2277.94775390625,254,3440.59,3877.21,1270000,43.4572
17.9757,255,-2329.88720703125,255,3696.86,3735.48,1275000,42.7266
19.2927,256,-2294.237548828125,256,3939.27,3991.6,1280000,43.7363
17.3266,257,-2324.5693359375,257,3834.89,3857.18,1285000,42.8573
15.8235,258,-2374.690673828125,258,3637.45,3712.38,1290000,42.6127
15.3904,259,-2372.497314453125,259,3037.33,3424.71,1295000,43.0587
18.6125,260,-2353.919677734375,260,3966.87,3723.05,1300000,43.4624
16.9397,261,-2347.55078125,261,3961.6,3941.26,1305000,42.3048
15.9966,262,-2396.6484375,262,2810.27,3668.17,1310000,43.5553
19.1837,263,-2415.21533203125,263,3801.84,3752.79,1315000,43.4064
18.205,264,-2492.582763671875,264,3666.62,3591.89,1320000,43.4831
17.8009,265,-2267.83740234375,265,3858.54,3841.23,1325000,42.5745
19.1626,266,-2393.260498046875,266,1857.08,1836.99,1330000,43.5457
17.807,267,-2458.447509765625,267,2372.76,3189.07,1335000,46.5965
19.2648,268,-2327.403564453125,268,4192.16,4181.99,1340000,42.6595
23.9732,269,-2620.675048828125,269,3578.82,3439.72,1345000,44.2491
20.5827,270,-2394.808837890625,270,4171.17,4190.19,1350000,43.7
21.9763,271,-2520.32373046875,271,4070.76,4102.14,1355000,44.2022
19.8505,272,-2506.089599609375,272,4060.98,4079.13,1360000,42.8769
20.4358,273,-2515.5849609375,273,4049.09,4097.37,1365000,42.9035
20.8376,274,-2465.7373046875,274,4142.39,4178.94,1370000,43.1612
17.6524,275,-2337.5615234375,275,3741.94,3963.98,1375000,42.8303
20.8714,276,-2501.150146484375,276,4141.83,4192.18,1380000,43.506
19.0603,277,-2424.288818359375,277,4081.96,4112.42,1385000,42.362
18.3443,278,-2432.693115234375,278,4097.78,4100.12,1390000,41.8648
23.057,279,-2693.262939453125,279,2133.74,4038.84,1395000,43.5646
20.1922,280,-2407.793212890625,280,4103.83,4078.11,1400000,42.7182
18.1485,281,-2391.23046875,281,4088.78,4096.37,1405000,42.1277
20.3775,282,-2465.484619140625,282,4130.24,4131.44,1410000,42.8033
20.5198,283,-2642.360107421875,283,4096.13,4097.96,1415000,43.0517
20.1819,284,-2571.81884765625,284,4019.48,4038.01,1420000,43.3087
19.8064,285,-2623.6650390625,285,4160.65,4184.51,1425000,42.7365
17.8891,286,-2562.840087890625,286,3964.54,4010.12,1430000,42.4267
39.782,287,-3744.8564453125,287,1200.78,618.3,1435000,49.0869
19.0154,288,-2764.189208984375,288,3897.72,3850.99,1440000,43.5961
18.2816,289,-2811.60888671875,289,2838.3,3680.12,1445000,42.6875
16.584,290,-2615.633056640625,290,-3.46,-4.09,1450000,42.8681
79.2094,291,-3742.402099609375,291,412.06,-3.69,1455000,56.3503
20.527,292,-2676.233642578125,292,4236.13,4249.62,1460000,42.5838
19.9736,293,-2819.95703125,293,4198.63,4215.58,1465000,43.0237
18.6877,294,-2694.141845703125,294,4236.25,4262.83,1470000,42.6337
19.5128,295,-2663.340087890625,295,4217.25,4257.86,1475000,42.9204
18.8553,296,-2824.622314453125,296,4107.99,4242.21,1480000,42.8503
18.8868,297,-2842.588623046875,297,4089.55,4107.03,1485000,42.9167
19.3977,298,-2920.89599609375,298,4106.83,4128.74,1490000,43.1527
17.9237,299,-2725.17919921875,299,4156.01,4189.75,1495000,42.8602
18.3278,300,-2792.8935546875,300,4161.97,4216.09,1500000,42.1156
22.4586,301,-3220.3212890625,301,3569.74,3559.88,1505000,45.263
21.1345,302,-2956.744384765625,302,4074.97,4090.47,1510000,42.773
17.204,303,-2698.13525390625,303,4078.69,4083.71,1515000,41.5857
19.9527,304,-2882.67919921875,304,4154.47,4162.87,1520000,42.8783
19.2725,305,-2964.52099609375,305,3966.27,3920.6,1525000,43.2352
16.144,306,-2412.1796875,306,3894.58,3913.32,1530000,42.0848
19.4127,307,-2837.17724609375,307,4074.17,4095.26,1535000,43.1145
20.6581,308,-2931.56005859375,308,4096.13,4089.34,1540000,41.7965
20.4411,309,-2696.749267578125,309,3928.03,3897.62,1545000,43.1054
38.5447,310,-4359.96728515625,310,463.8,396.52,1550000,49.5907
17.1413,311,-3107.1318359375,311,3189.29,2808.03,1555000,43.1063
18.492,312,-2971.829833984375,312,1763.33,2240.39,1560000,45.0691
19.2223,313,-3048.090576171875,313,4197.47,4223.79,1565000,43.5916
20.1823,314,-2806.0888671875,314,4169.07,4102.06,1570000,41.19
19.2972,315,-2757.862548828125,315,4254.34,4259.44,1575000,41.8635
19.391,316,-2812.810302734375,316,4102.03,4131.5,1580000,41.7951
20.1436,317,-2789.429931640625,317,4050.61,4093.32,1585000,42.1762
23.5101,318,-3191.925048828125,318,4091.39,4104.9,1590000,44.1038
21.428,319,-2929.82666015625,319,4024.53,4034.44,1595000,42.2053
19.271,320,-2930.53955078125,320,2175.34,2207.06,1600000,44.3212
17.9588,321,-3120.253173828125,321,4100.54,4116.65,1605000,42.5781
21.5255,322,-3331.19384765625,322,4063.68,4071.09,1610000,43.68
27.6756,323,-3608.6025390625,323,3891.79,3981.69,1615000,46.2959
20.8196,324,-3227.285888671875,324,4061.91,4056.29,1620000,42.8813
20.6857,325,-3395.083984375,325,3977.03,3810.56,1625000,44.3549
20.0091,326,-3519.96484375,326,4116.12,4141.14,1630000,43.312
21.7541,327,-3244.702880859375,327,4274.96,4293.28,1635000,43.1006
26.9109,328,-3383.5009765625,328,2644.17,4195.47,1640000,43.5353
21.0297,329,-3339.930908203125,329,4216.41,4291.78,1645000,43.7502
21.3159,330,-3409.356689453125,330,4166.33,4192.78,1650000,43.9075
24.1006,331,-3509.857666015625,331,3534.27,3713.08,1655000,44.4956
17.3863,332,-3206.64990234375,332,3716.41,4323.22,1660000,42.5163
20.5354,333,-3569.522216796875,333,3980.36,3960.25,1665000,43.8902
19.4939,334,-3294.056396484375,334,4094.99,4034.49,1670000,42.2702
20.3391,335,-3579.682861328125,335,4083.18,4157.12,1675000,42.7449
52.3076,336,-4098.2529296875,336,41.64,27.72,1680000,51.7322
22.4568,337,-3478.07080078125,337,4104.14,4102.83,1685000,43.2216
66.7764,338,-4432.3662109375,338,124.75,92.9,1690000,55.0557
43.7336,339,-4648.54052734375,339,-2.01,-2.81,1695000,56.5814
29.965,340,-3559.536376953125,340,-4.28,-4.67,1700000,54.6867
33.8523,341,-3440.319580078125,341,-3.6,-4.75,1705000,54.8307
25.7923,342,-3648.246826171875,342,3434.98,3590.97,1710000,43.3957
19.9837,343,-3640.607421875,343,4174.01,4189.62,1715000,42.7443
17.6375,344,-3160.769775390625,344,4252.96,4278.38,1720000,41.3148
19.8244,345,-3580.31982421875,345,3980.13,4130.44,1725000,42.667
19.8719,346,-3728.904541015625,346,3787.65,3799.37,1730000,42.053
30.2427,347,-4126.3505859375,347,1946.07,464.29,1735000,47.4712
63.2438,348,-4900.2080078125,348,-27.29,-24.27,1740000,54.9969
34.183,349,-4766.34130859375,349,369.47,200.91,1745000,53.9252
43.7545,350,-4056.923828125,350,971.75,1002.06,1750000,55.4801
41.1413,351,-4687.828125,351,202.56,122.4,1755000,50.6503
48.3425,352,-4936.59814453125,352,83.54,77.53,1760000,55.7299
42.4498,353,-5117.40380859375,353,903.88,897.44,1765000,53.0557
18.4262,354,-2657.22314453125,354,390.08,403.22,1770000,49.4966
62.3827,355,-5864.20361328125,355,991.29,992.48,1775000,57.0364
60.464,356,-5915.17626953125,356,992.22,993.43,1780000,56.7487
60.758,357,-5929.30615234375,357,998.78,999.25,1785000,57.0514
52.5068,358,-5810.51806640625,358,1024.46,1024.69,1790000,57.3753
55.8989,359,-5981.72509765625,359,968.57,1012.68,1795000,55.7844
39.8736,360,-5184.90283203125,360,1004.88,1007.78,1800000,56.3568
45.3868,361,-6008.24365234375,361,1002.78,1003.86,1805000,56.2224
32.8564,362,-4323.693359375,362,123.53,468.29,1810000,53.8437
25.1913,363,-4034.0126953125,363,3698.04,4143.09,1815000,43.589
26.9545,364,-4422.134765625,364,3389.1,3488.3,1820000,43.3236
112.8427,365,-5394.18505859375,365,103.43,107.54,1825000,55.8262
104.2119,366,-5628.5439453125,366,10.81,10.8,1830000,55.6155
34.5722,367,-4745.75341796875,367,422.64,454.5,1835000,52.8198
53.9926,368,-5817.94189453125,368,528.24,519.76,1840000,50.9273
110.8732,369,-5683.97021484375,369,0.03,-0.04,1845000,57.8198
61.9571,370,-5860.1025390625,370,232.26,247.34,1850000,54.4361
58.3917,371,-5876.01416015625,371,1062.91,1020.13,1855000,57.1493
54.1151,372,-6383.91455078125,372,911.8,999.4,1860000,57.3441
49.9258,373,-5176.4814453125,373,1021.94,1026.63,1865000,56.4916
58.199,374,-5976.6787109375,374,1.66,0.9,1870000,56.3954
68.6995,375,-5033.3583984375,375,-2.99,-3.3,1875000,56.5415
28.0892,376,-3382.15966796875,376,-3.53,-3.43,1880000,53.5626
56.0318,377,-5712.888671875,377,-0.87,-1.02,1885000,54.8035
33.8532,378,-4043.341552734375,378,-4.25,-4.41,1890000,53.6882
19.8312,379,-4558.73388671875,379,-6.59,-5.55,1895000,50.3706
29.1548,380,-5231.955078125,380,388.27,382.11,1900000,48.5598
24.524,381,-4245.9326171875,381,359.13,398.52,1905000,50.1423
43.0331,382,-5633.6083984375,382,415.08,394.16,1910000,49.1127
44.3929,383,-4875.51904296875,383,406.97,365.7,1915000,48.7748
38.3075,384,-5636.9580078125,384,454.87,334.19,1920000,49.66
48.2181,385,-5966.73046875,385,317.97,316.61,1925000,51.138
30.6489,386,-5337.27099609375,386,365.21,411.57,1930000,49.4392
