Running Forward KL,Itration,Real Sto Return,Running Reverse KL,Reward Loss,Running Env Steps,Real Det Return,Running Update Time
287.026,75,4178.58,83.0535,-21484.52734375,375000,3597.43,75
283.6524,76,3613.02,119.548,-32364.51171875,380000,1399.42,76
273.8193,77,4177.63,95.393,-26162.6796875,385000,1668.81,77
292.898,78,3868.13,95.2535,-20611.197265625,390000,4855.77,78
280.4821,79,4220.44,102.6309,-25237.34765625,395000,5030.51,79
299.3966,80,4612.98,119.421,-30856.419921875,400000,4835.42,80
276.1532,81,4826.92,82.939,-23949.51953125,405000,3118.74,81
280.6395,82,4836.51,87.3412,-25820.298828125,410000,5023.76,82
294.094,83,3525.25,116.4172,-31971.78125,415000,3190.2,83
284.5019,84,4181.05,87.0394,-24264.927734375,420000,4948.62,84
272.6115,85,4887.46,64.4071,-22210.412109375,425000,5135.82,85
289.2431,86,4954.36,91.369,-28909.447265625,430000,4269.82,86
272.9187,87,4996.57,90.8256,-25908.6953125,435000,4948.75,87
292.6704,88,4589.41,91.4883,-26470.138671875,440000,5095.02,88
290.5396,89,4273.2,100.1636,-30323.583984375,445000,2030.7,89
303.9898,90,3739.04,130.8692,-34639.48046875,450000,4573.37,90
266.6912,91,4571.11,73.1372,-27270.228515625,455000,4767.28,91
274.8325,92,4566.84,82.4162,-29360.169921875,460000,4198.75,92
279.3513,93,4685.22,67.1858,-27892.064453125,465000,4883.33,93
278.1829,94,4645.31,77.2034,-30198.634765625,470000,4411.36,94
273.9024,95,4478.4,78.4885,-31347.869140625,475000,4838.43,95
272.3878,96,4936.63,77.5403,-30868.3125,480000,5076.1,96
271.0904,97,4661.74,90.8192,-33452.5078125,485000,4921.21,97
273.0985,98,4594.17,85.517,-34056.109375,490000,4595.08,98
282.2226,99,4148.92,109.9019,-36761.37109375,495000,5138.99,99
265.1046,100,4479.11,66.6135,-29443.8828125,500000,5146.11,100
271.6419,101,5108.92,71.7735,-30710.306640625,505000,4941.67,101
268.4475,102,5091.41,67.9884,-31930.095703125,510000,5128.22,102
271.0479,103,5007.78,63.3997,-29934.04296875,515000,5068.8,103
261.5121,104,5095.94,61.3677,-30323.255859375,520000,5227.65,104
262.742,105,4785.56,72.7837,-31579.982421875,525000,5186.49,105
273.995,106,3816.42,82.7712,-35068.96875,530000,5229.25,106
256.1513,107,4775.26,52.2374,-30123.59765625,535000,5184.74,107
261.5929,108,4734.99,56.4718,-30171.693359375,540000,5206.66,108
269.2756,109,4596.68,81.479,-36932.08984375,545000,5123.88,109
265.2211,110,4573.31,71.1459,-34811.94140625,550000,5161.98,110
264.2191,111,5037.56,73.2619,-34818.4453125,555000,5131.53,111
258.7674,112,4814.64,49.5132,-31769.345703125,560000,5125.71,112
264.7448,113,4867.21,62.1708,-34888.515625,565000,5109.72,113
262.6875,114,4654.52,67.2008,-36252.44921875,570000,4998.37,114
268.8419,115,4942.11,52.5401,-33848.84765625,575000,5215.01,115
258.1514,116,5033.06,54.4013,-32990.046875,580000,5236.62,116
265.566,117,4865.61,69.0406,-35906.90234375,585000,5126.91,117
264.0258,118,4421.75,56.2524,-35895.8828125,590000,5141.06,118
262.1616,119,5108.72,54.5263,-37622.61328125,595000,5158.08,119
257.0965,120,4986.46,52.1941,-37757.03125,600000,5092.84,120
269.6209,121,4450.88,64.0898,-40162.90234375,605000,4699.39,121
265.4325,122,4932.25,55.5102,-40491.8671875,610000,5074.18,122
262.0155,123,5071.85,51.1341,-40113.65234375,615000,5135.6,123
256.8057,124,4988.59,58.8878,-41324.91015625,620000,5032.98,124
258.9656,125,5112.69,58.1348,-39137.5546875,625000,4800.92,125
264.0848,126,4886.74,59.7795,-42215.609375,630000,5225.38,126
256.7108,127,4733.84,53.2248,-42262.703125,635000,5180.52,127
251.8726,128,4341.69,55.9901,-40638.1796875,640000,4666.57,128
259.9138,129,4821.75,70.7267,-44306.7578125,645000,4489.93,129
257.2954,130,4699.51,49.6743,-42634.30859375,650000,4910.13,130
265.9863,131,4749.75,60.4045,-44786.39453125,655000,4716.7,131
264.7578,132,4566.84,65.1619,-45917.12109375,660000,5076.24,132
262.3137,133,4968.59,60.6237,-46667.921875,665000,4204.56,133
261.66,134,4860.93,54.6596,-45656.06640625,670000,5121.21,134
263.9989,135,4827.9,64.1518,-47271.5390625,675000,5095.41,135
259.7973,136,5079.55,56.8224,-45847.73046875,680000,5197.74,136
255.9662,137,5166.62,61.7282,-46690.6953125,685000,5205.25,137
254.6082,138,5142.97,51.8524,-46270.98828125,690000,5224.95,138
250.5216,139,4989.72,50.3651,-46618.51953125,695000,5210.54,139
263.5582,140,4956.32,55.3039,-48052.4609375,700000,3771.54,140
252.5529,141,5177.65,49.4195,-45082.515625,705000,5259.81,141
252.2669,142,4832.98,44.5827,-45926.515625,710000,4747.74,142
252.0118,143,4883.47,41.1875,-46278.578125,715000,3823.75,143
254.2407,144,5060.23,46.5762,-47333.82421875,720000,5117.6,144
255.8355,145,4856.82,45.408,-46196.8515625,725000,5184.58,145
254.871,146,4851.81,49.2037,-48568.69140625,730000,5237.51,146
248.3695,147,5149.91,45.6124,-47133.00390625,735000,5223.38,147
248.2524,148,4912.89,43.7817,-47335.9921875,740000,5115.19,148
249.014,149,5020.3,40.2942,-49296.85546875,745000,5061.86,149
263.094,150,4689.11,96.156,-54207.3203125,750000,4707.03,150
253.2938,151,4666.25,50.328,-49696.46875,755000,3701.82,151
251.0158,152,4592.59,47.4692,-51087.16796875,760000,5049.29,152
269.8903,153,4698.17,68.8617,-55254.12890625,765000,5016.16,153
247.1248,154,5059.85,45.5869,-52766.32421875,770000,3861.24,154
247.1354,155,4870.12,42.5275,-49084.33984375,775000,4768.45,155
254.5201,156,4943.98,53.384,-53742.6796875,780000,3645.54,156
250.5979,157,5053.9,50.8558,-53429.1640625,785000,5191.05,157
251.5036,158,4836.66,42.048,-51981.48046875,790000,4244.93,158
256.9504,159,4208.44,59.8926,-54365.046875,795000,2893.07,159
249.1877,160,4804.24,58.5209,-53377.1796875,800000,5225.48,160
251.2564,161,4516.95,54.8495,-53035.44921875,805000,5188.25,161
246.4039,162,5032.87,41.2658,-53432.9765625,810000,4996.79,162
238.7813,163,5135.62,34.7421,-50270.51953125,815000,5227.18,163
244.8803,164,5119.94,47.0272,-53742.48046875,820000,5220.56,164
258.7675,165,4710.32,85.3838,-58683.50390625,825000,5067.7,165
246.7613,166,4797.78,44.6907,-54668.71875,830000,5240.47,166
257.7589,167,4435.29,72.8847,-56356.8515625,835000,3922.74,167
254.0493,168,4110.3,62.5105,-57742.671875,840000,3799.89,168
247.086,169,5084.85,43.4592,-54142.64453125,845000,5052.29,169
254.472,170,5002.05,55.2986,-57428.875,850000,4872.74,170
242.4611,171,5081.3,37.0862,-52898.52734375,855000,4257.76,171
251.96,172,4917.07,44.4391,-55816.609375,860000,5048.39,172
244.9001,173,4763.47,34.9497,-52426.546875,865000,2767.32,173
255.8341,174,3928.79,62.4766,-57882.17578125,870000,5105.15,174
249.7363,175,4335.02,52.8834,-56484.890625,875000,5117.02,175
265.9154,176,3776.34,101.3574,-62529.69140625,880000,3075.14,176
261.2967,177,4985.72,56.9517,-60035.71875,885000,5037.73,177
247.1198,178,5013.75,45.1038,-56172.62890625,890000,5116.58,178
244.5539,179,5008.03,40.463,-57482.82421875,895000,4646.14,179
249.5496,180,5054.04,40.5706,-56988.6328125,900000,5160.75,180
260.2675,181,4859.63,62.2691,-60943.27734375,905000,4888.33,181
249.299,182,4847.59,63.4122,-53815.69921875,910000,5111.01,182
239.6707,183,4316.55,39.0903,-55948.84765625,915000,3701.21,183
242.3083,184,3418.26,34.453,-53557.75390625,920000,1913.98,184
247.1851,185,5090.18,36.1708,-56445.3125,925000,5183.2,185
252.7826,186,4557.82,55.1177,-58979.65234375,930000,5087.89,186
240.2113,187,5111.6,53.6248,-57631.671875,935000,5268.31,187
237.9841,188,4956.82,39.3437,-56258.1328125,940000,5180.22,188
245.1468,189,4855.05,41.3977,-61756.23046875,945000,4958.15,189
241.7522,190,5122.14,41.1449,-60660.17578125,950000,5238.0,190
249.3101,191,5036.66,62.0122,-64321.48046875,955000,5277.66,191
246.2544,192,4978.81,39.3454,-58286.8203125,960000,5202.69,192
242.2568,193,4921.53,37.6429,-59806.796875,965000,4869.2,193
250.2644,194,4897.06,43.9153,-62459.68359375,970000,5117.41,194
234.6596,195,5093.09,36.4609,-59829.27734375,975000,5178.26,195
246.7928,196,5162.69,41.2812,-57598.93359375,980000,5251.24,196
245.9067,197,4990.19,36.0592,-60464.640625,985000,5236.77,197
249.493,198,4710.05,44.0884,-63664.90234375,990000,4488.89,198
243.3417,199,5077.53,52.2027,-60975.90625,995000,5200.34,199
247.6266,200,4571.66,56.8748,-63338.78125,1000000,5139.46,200
248.7586,201,4815.3,47.6458,-59886.1015625,1005000,5180.13,201
250.6363,202,5000.66,44.1877,-63353.65234375,1010000,5047.13,202
256.5304,203,4663.17,50.1746,-64972.828125,1015000,4916.13,203
249.0768,204,5132.57,40.367,-62949.01953125,1020000,5240.97,204
257.2985,205,5080.17,52.476,-67936.2734375,1025000,5139.06,205
259.9735,206,4819.07,50.9153,-66744.125,1030000,5126.29,206
255.9243,207,5133.57,51.6827,-67433.8828125,1035000,5166.81,207
262.3604,208,5122.77,53.0815,-69430.8515625,1040000,5161.3,208
259.2805,209,4428.86,48.6429,-68994.3828125,1045000,4740.67,209
254.8819,210,5019.7,47.5041,-67149.9609375,1050000,5187.67,210
247.182,211,5032.72,39.1228,-65284.375,1055000,5180.65,211
254.8617,212,4394.35,45.2426,-67403.6796875,1060000,4572.6,212
259.86,213,5074.79,52.0018,-69502.2890625,1065000,5177.72,213
256.4769,214,5092.39,62.0765,-69910.1015625,1070000,4952.15,214
255.6379,215,5004.59,48.1622,-68592.3984375,1075000,5144.7,215
252.3065,216,5092.17,46.8768,-66904.4453125,1080000,4996.87,216
256.9197,217,4591.01,49.8907,-68509.21875,1085000,4484.01,217
260.5051,218,4874.66,54.9521,-68768.703125,1090000,5226.71,218
243.9711,219,4723.71,42.7699,-65782.5078125,1095000,5276.6,219
248.5637,220,5030.6,39.5435,-65124.6171875,1100000,5309.76,220
259.0311,221,4962.96,85.8397,-70164.390625,1105000,5233.62,221
244.9029,222,4858.11,42.6556,-67318.34375,1110000,5111.8,222
254.0028,223,5122.03,49.7576,-68096.625,1115000,5208.49,223
260.8546,224,4187.0,78.2827,-71266.859375,1120000,3052.33,224
249.8704,225,5088.31,42.6821,-67263.328125,1125000,5210.48,225
247.3773,226,4920.48,41.227,-66108.75,1130000,5140.04,226
257.9806,227,4383.28,72.7323,-70888.2734375,1135000,4309.68,227
242.1407,228,4687.28,52.5258,-65298.80859375,1140000,5237.91,228
250.0467,229,4319.17,74.3465,-68102.0546875,1145000,5366.74,229
239.7118,230,3848.78,70.0353,-64338.4921875,1150000,5266.1,230
261.8522,231,2435.21,151.5409,-70317.890625,1155000,2179.33,231
254.9931,232,3480.96,145.158,-68680.703125,1160000,2346.9,232
252.8998,233,3150.53,108.938,-68379.0625,1165000,3787.59,233
252.3482,234,3252.8,95.4728,-70293.34375,1170000,2242.15,234
290.9341,235,2032.62,208.6003,-76106.046875,1175000,3393.96,235
271.6939,236,1811.52,152.8035,-71758.1484375,1180000,2940.97,236
314.5488,237,1901.67,274.3779,-77124.0234375,1185000,1537.34,237
291.6947,238,1686.62,221.6658,-74305.34375,1190000,1481.98,238
399.7533,239,506.23,278.3696,-80308.34375,1195000,326.12,239
319.9965,240,593.38,314.7115,-76178.5859375,1200000,623.01,240
358.6636,241,700.57,302.5849,-82257.0625,1205000,573.57,241
322.5695,242,865.79,250.3417,-79433.8125,1210000,686.93,242
382.4967,243,401.48,255.0134,-71559.6953125,1215000,485.09,243
335.9311,244,744.12,264.8536,-77807.8046875,1220000,455.24,244
327.4586,245,919.49,281.9359,-80306.1953125,1225000,908.0,245
341.8116,246,927.43,237.5772,-82592.828125,1230000,758.46,246
314.0514,247,1014.61,249.158,-80534.4765625,1235000,571.84,247
263.8108,248,4085.53,90.7423,-64166.48828125,1240000,4200.58,248
327.163,249,1849.48,234.9672,-79799.8984375,1245000,1116.36,249
323.3349,250,1381.0,241.3383,-77061.828125,1250000,1139.77,250
348.5089,251,889.53,237.9985,-80955.7265625,1255000,537.55,251
343.2168,252,2562.71,238.4887,-82212.671875,1260000,3556.25,252
354.0454,253,1809.12,287.4579,-81655.0,1265000,912.44,253
366.2857,254,724.91,281.3202,-78630.3359375,1270000,679.75,254
334.3501,255,1977.75,366.8203,-78590.671875,1275000,1654.52,255
370.6986,256,864.19,497.3812,-75977.8671875,1280000,714.08,256
359.3914,257,1283.1,388.3154,-69767.875,1285000,1105.51,257
314.9752,258,2196.39,576.7463,-76894.7890625,1290000,1464.61,258
322.1976,259,1753.36,314.1601,-71738.875,1295000,2192.05,259
306.3213,260,2216.48,496.0713,-79665.8984375,1300000,1689.25,260
279.8689,261,4695.11,184.6938,-75345.2109375,1305000,3907.53,261
267.4344,262,4681.55,70.2458,-65345.890625,1310000,3442.76,262
305.5797,263,3655.25,398.141,-79462.8203125,1315000,4150.93,263
283.3007,264,1998.39,299.1026,-72119.921875,1320000,4323.36,264
272.0803,265,4305.23,96.1725,-75783.1015625,1325000,4996.44,265
262.5704,266,3877.2,90.3977,-69052.7421875,1330000,4640.89,266
295.6874,267,1901.03,628.559,-79568.3671875,1335000,2180.37,267
275.552,268,3451.22,334.6384,-78758.8125,1340000,4039.07,268
260.8432,269,4553.22,117.5097,-72820.9296875,1345000,4221.1,269
296.2787,270,3302.31,227.7675,-77825.2890625,1350000,2798.49,270
277.9322,271,4420.29,181.8084,-75867.3828125,1355000,4160.77,271
309.233,272,3148.52,280.6713,-80437.453125,1360000,3600.01,272
283.7354,273,3645.71,246.2418,-78419.8515625,1365000,3543.82,273
335.3188,274,2207.9,373.0,-83571.3984375,1370000,3194.4,274
286.8228,275,3198.8,190.4187,-81262.265625,1375000,2593.28,275
341.9916,276,2088.55,367.0216,-84785.453125,1380000,2138.11,276
303.8647,277,3050.44,257.8977,-76169.359375,1385000,2858.36,277
306.2492,278,3615.33,316.8774,-78211.890625,1390000,3871.32,278
325.5921,279,2258.23,294.6131,-84799.671875,1395000,2691.22,279
299.2258,280,3295.06,252.2859,-81079.984375,1400000,3127.87,280
310.8424,281,2136.09,360.606,-82013.4453125,1405000,1784.75,281
358.2928,282,1389.77,628.3767,-85989.5625,1410000,1385.68,282
326.5032,283,2254.48,348.222,-82542.40625,1415000,2714.74,283
311.6573,284,2855.66,382.9109,-81295.34375,1420000,3648.97,284
294.5189,285,3798.33,144.2146,-73725.5078125,1425000,3826.97,285
302.6522,286,4255.38,124.8266,-74065.796875,1430000,4472.39,286
316.7727,287,3637.62,245.0918,-77270.9609375,1435000,3534.45,287
303.3918,288,3197.98,170.4511,-72240.578125,1440000,4213.28,288
285.1971,289,3625.67,104.2899,-73380.8515625,1445000,3669.39,289
313.9548,290,3300.15,309.3552,-74917.8046875,1450000,3829.41,290
317.0729,291,1729.91,338.8027,-81970.703125,1455000,2542.78,291
297.3027,292,3390.97,100.3636,-80370.5078125,1460000,3671.57,292
289.0987,293,3474.37,161.7975,-76406.2421875,1465000,3323.35,293
323.835,294,2499.4,222.1038,-80529.0390625,1470000,2998.36,294
330.8619,295,1211.59,423.6774,-80870.421875,1475000,1319.72,295
320.9449,296,1412.03,306.102,-78825.6875,1480000,1842.78,296
311.2167,297,2554.76,240.9368,-79613.703125,1485000,2736.04,297
316.5577,298,3224.79,315.8547,-83428.53125,1490000,3206.77,298
307.649,299,3488.31,171.3831,-81492.828125,1495000,2905.35,299
306.0904,300,3518.72,135.8224,-82303.203125,1500000,3378.46,300
295.7226,301,4197.97,112.0002,-82740.625,1505000,4610.43,301
301.8597,302,4427.69,192.2658,-83279.6796875,1510000,4199.26,302
283.1708,303,3784.16,77.1328,-81715.5859375,1515000,3602.91,303
297.3188,304,4299.28,105.6922,-83278.828125,1520000,4375.7,304
296.9607,305,4162.53,245.0805,-81369.59375,1525000,4487.18,305
294.645,306,4162.86,170.6795,-74904.5625,1530000,3813.72,306
285.4117,307,4717.95,116.348,-75082.921875,1535000,4935.64,307
286.1747,308,5019.74,101.5162,-83448.5625,1540000,4828.16,308
280.1189,309,5022.15,118.6825,-75857.6171875,1545000,4773.79,309
299.4263,310,5016.32,184.0456,-86126.296875,1550000,4971.18,310
290.5222,311,4852.79,163.873,-82345.078125,1555000,5231.61,311
286.2533,312,5061.37,152.6385,-81527.515625,1560000,4742.15,312
276.8052,313,4682.08,112.3759,-80861.7265625,1565000,3883.49,313
277.3799,314,4345.29,114.3544,-81372.609375,1570000,4629.39,314
295.1078,315,3502.95,229.682,-83065.5234375,1575000,4747.45,315
311.1198,316,3935.74,177.9185,-85986.671875,1580000,3966.04,316
298.5249,317,3895.52,103.8891,-82577.296875,1585000,3793.01,317
292.6567,318,4113.29,157.6118,-80759.9140625,1590000,3816.17,318
295.9527,319,4266.4,113.2392,-80687.1015625,1595000,4217.68,319
323.075,320,2749.63,458.6038,-86281.5078125,1600000,2935.78,320
295.0032,321,3316.97,200.0975,-81430.1328125,1605000,3210.29,321
335.7497,322,2286.47,275.5998,-83970.625,1610000,2189.48,322
299.2462,323,2687.45,198.0276,-84058.640625,1615000,3545.86,323
311.7244,324,2691.83,305.2836,-83992.296875,1620000,3194.15,324
312.4443,325,3573.04,257.0,-82672.0546875,1625000,3534.05,325
286.7908,326,2396.43,240.383,-80772.96875,1630000,2068.18,326
289.5323,327,3780.58,143.713,-79134.7265625,1635000,3419.13,327
275.8042,328,3733.98,138.8265,-78627.0390625,1640000,3710.52,328
299.9929,329,3345.69,300.6645,-82583.5546875,1645000,3301.87,329
275.7758,330,4791.32,145.2844,-78178.5078125,1650000,3535.36,330
290.493,331,3191.86,252.9326,-79138.390625,1655000,3669.08,331
263.144,332,4892.25,68.3052,-73501.328125,1660000,4527.76,332
281.7012,333,4166.26,176.4174,-79530.171875,1665000,4177.11,333
283.3154,334,4338.72,81.5699,-81816.71875,1670000,3815.54,334
287.8454,335,3473.18,192.0431,-82329.390625,1675000,3218.2,335
278.5753,336,3889.05,143.826,-79671.78125,1680000,3770.37,336
306.4129,337,2844.17,462.643,-83795.53125,1685000,3750.42,337
275.0568,338,4299.05,86.1355,-77393.1015625,1690000,4618.49,338
265.483,339,4584.69,115.7505,-74927.265625,1695000,4432.38,339
290.0489,340,4615.58,140.4124,-81034.65625,1700000,4794.88,340
283.381,341,4508.96,87.519,-78686.5859375,1705000,4949.41,341
281.9287,342,4578.85,82.4467,-82226.203125,1710000,4412.44,342
262.6999,343,4203.37,47.9423,-71892.8203125,1715000,4210.36,343
289.1292,344,3349.83,186.9765,-78426.6328125,1720000,3049.89,344
279.3275,345,2681.19,160.0988,-77549.921875,1725000,3579.52,345
288.2988,346,3899.58,97.0612,-80028.0078125,1730000,4116.2,346
288.0013,347,4250.74,222.213,-76788.2890625,1735000,3960.03,347
319.0907,348,1943.04,216.5722,-81123.9921875,1740000,2968.13,348
277.5993,349,3791.38,140.9317,-75475.6484375,1745000,4301.35,349
288.1978,350,3210.31,315.6511,-77855.7109375,1750000,3237.85,350
277.0355,351,4808.27,90.3316,-69511.6875,1755000,4218.1,351
276.8026,352,4093.54,88.9518,-69092.6015625,1760000,2738.2,352
279.6922,353,4746.77,82.3226,-71499.90625,1765000,4631.66,353
276.3744,354,4407.59,100.2944,-74872.296875,1770000,3666.77,354
275.7964,355,4210.8,57.6576,-71266.359375,1775000,4594.43,355
262.8921,356,4998.06,36.349,-69214.21875,1780000,4354.29,356
288.9229,357,4867.25,81.8443,-78819.7421875,1785000,4835.67,357
289.5921,358,4302.36,83.0347,-81229.2734375,1790000,3869.25,358
283.0704,359,3634.73,99.6836,-78414.9765625,1795000,3520.01,359
271.0152,360,4643.5,71.3766,-79645.4296875,1800000,5133.91,360
289.2474,361,4743.12,69.8187,-82538.546875,1805000,4643.22,361
291.8126,362,4782.66,100.999,-80881.140625,1810000,4821.88,362
296.2199,363,4262.24,144.9502,-83314.7734375,1815000,2691.98,363
304.8119,364,3527.88,117.3118,-82590.4140625,1820000,3974.88,364
280.5482,365,3790.25,96.3047,-76624.0625,1825000,3525.84,365
302.1293,366,4407.56,97.0144,-82080.0703125,1830000,3850.56,366
316.3083,367,4549.04,87.8757,-85131.8203125,1835000,4613.68,367
310.6359,368,3182.38,106.7632,-82955.53125,1840000,4496.85,368
309.1222,369,3782.51,117.0271,-81974.9921875,1845000,4214.95,369
288.3345,370,4089.52,83.4397,-80828.3203125,1850000,3882.59,370
296.6425,371,4611.64,57.6988,-78575.3359375,1855000,4537.38,371
309.4675,372,3978.73,88.9259,-86044.2109375,1860000,4075.54,372
285.0541,373,4691.77,88.7172,-83780.03125,1865000,4619.2,373
295.1232,374,3995.72,64.2211,-80960.8046875,1870000,4238.98,374
310.5629,375,4468.94,78.69,-87024.4140625,1875000,4699.88,375
319.7643,376,3843.43,142.7238,-86817.75,1880000,4197.34,376
313.6518,377,4287.85,115.6536,-84486.125,1885000,3810.63,377
310.0228,378,3646.71,173.4249,-82686.9765625,1890000,2880.95,378
293.0161,379,4260.5,84.4057,-81749.5234375,1895000,3762.98,379
300.0836,380,4794.29,90.1291,-85280.0703125,1900000,4298.76,380
306.9836,381,4844.39,85.7978,-86062.796875,1905000,4724.1,381
289.3712,382,4510.01,98.5006,-83133.2890625,1910000,4533.7,382
307.8487,383,4357.19,168.7415,-86623.6796875,1915000,4211.5,383
301.174,384,4337.6,97.3299,-87583.9609375,1920000,4024.18,384
319.398,385,4584.62,103.5757,-89301.421875,1925000,4686.02,385
304.709,386,3845.25,142.4642,-85519.3359375,1930000,4086.6,386
326.6875,387,4427.81,155.9374,-88333.71875,1935000,4330.17,387
310.4766,388,4329.12,95.2745,-84583.4296875,1940000,4683.82,388
322.0703,389,4486.41,127.5234,-88083.109375,1945000,4817.86,389
312.1948,390,4226.15,151.499,-87432.3203125,1950000,4140.9,390
335.4813,391,2464.28,195.5295,-86364.140625,1955000,3424.94,391
345.6662,392,2400.93,227.2086,-86444.3671875,1960000,2196.15,392
306.3416,393,3407.44,116.9098,-86299.9921875,1965000,3584.21,393
314.1418,394,2187.8,135.9497,-84846.6015625,1970000,2187.11,394
330.0026,395,2401.67,282.3505,-86820.3671875,1975000,3113.75,395
323.9523,396,2655.96,180.1519,-87738.2890625,1980000,2623.48,396
367.6831,397,2641.48,266.1898,-89625.09375,1985000,2255.24,397
310.0035,398,3859.68,337.117,-82962.4296875,1990000,3500.92,398
327.201,399,3156.14,168.2081,-85792.171875,1995000,2784.96,399
