Reward Loss,Itration,Running Update Time,Real Sto Return,Running Forward KL,Real Det Return,Running Env Steps,Running Reverse KL
-65469.66796875,392,392,5897.85,82.5778,6327.71,1960000,76.0288
-66143.3828125,393,393,4999.71,83.4795,6395.71,1965000,76.3588
-66092.703125,394,394,5240.13,83.3839,5883.48,1970000,76.7189
-58436.23828125,395,395,5283.62,71.6479,6313.67,1975000,61.2128
-65501.9296875,396,396,5538.26,83.7712,5652.83,1980000,74.6083
-65528.703125,397,397,5015.36,84.6615,5731.15,1985000,76.0561
-67238.8984375,398,398,5520.4,85.0372,6305.63,1990000,79.1132
-66625.15625,399,399,5079.8,86.4105,5961.65,1995000,77.3189
-63229.34375,400,400,5595.5,74.6914,6357.4,2000000,69.3591
-63908.13671875,401,401,4997.25,75.9693,6124.47,2005000,69.1276
-66957.28125,402,402,5344.6,84.8636,5927.01,2010000,78.9493
-67410.8671875,403,403,5147.28,83.9244,5925.2,2015000,78.0106
-66945.9453125,404,404,5352.55,83.8398,6020.05,2020000,75.4436
-66986.734375,405,405,4936.45,83.7008,6081.48,2025000,75.4305
-64173.45703125,406,406,5441.93,76.0137,6343.7,2030000,72.9226
-64535.703125,407,407,4739.33,78.8599,6242.64,2035000,70.2518
-67317.3125,408,408,5231.36,86.7753,5637.18,2040000,79.2971
-68317.34375,409,409,5624.06,86.8901,6333.62,2045000,79.4233
-68502.265625,410,410,5519.56,86.1813,6003.71,2050000,80.1176
-67578.5078125,411,411,5116.06,84.4424,5957.64,2055000,77.8633
-65630.78125,412,412,5013.58,76.5172,6195.42,2060000,72.2889
-67833.0,413,413,5506.35,84.5356,6001.68,2065000,77.9078
-68766.3828125,414,414,4887.81,86.7446,5455.9,2070000,78.8271
-60260.52734375,415,415,5517.3,72.749,5920.71,2075000,64.2439
-63875.1953125,416,416,5591.6,75.3017,6308.01,2080000,71.207
-66178.96875,417,417,5392.86,76.4451,5877.79,2085000,73.9707
-68506.40625,418,418,5789.33,83.7133,6376.93,2090000,73.9464
-69291.9453125,419,419,5116.02,84.7451,6308.26,2095000,79.5943
-69497.859375,420,420,4698.45,87.1211,5926.3,2100000,81.2613
-69763.6953125,421,421,5022.19,85.1736,5704.83,2105000,77.0159
-63467.3046875,422,422,5653.75,74.6778,6042.94,2110000,67.1887
-69711.3671875,423,423,5892.71,85.388,6269.94,2115000,78.3129
-69339.234375,424,424,4618.59,83.3754,6330.4,2120000,75.7143
-69374.7265625,425,425,5183.45,85.2126,5464.38,2125000,77.4961
-69586.6640625,426,426,5633.34,86.5598,6026.25,2130000,77.6978
-70135.7890625,427,427,5319.05,86.1635,5995.19,2135000,79.8805
-70178.59375,428,428,4738.93,82.9498,6388.9,2140000,75.8619
-70449.6328125,429,429,5464.95,85.3113,5992.63,2145000,78.7635
-64460.37890625,430,430,4941.47,74.2433,6085.41,2150000,65.6754
-63924.74609375,431,431,4721.98,73.215,6254.47,2155000,67.671
-66124.7421875,432,432,5464.76,74.4431,6033.18,2160000,69.5787
-69438.3125,433,433,5611.29,86.0786,6182.62,2165000,79.2091
-70901.3984375,434,434,5124.85,85.7659,6176.28,2170000,79.9461
-71112.09375,435,435,5867.86,85.1844,6291.0,2175000,78.5027
-70284.0625,436,436,5352.66,84.2924,6011.14,2180000,76.4035
-70260.4765625,437,437,5743.57,82.5099,6096.76,2185000,75.279
-67649.9609375,438,438,5523.93,76.2512,5926.83,2190000,70.1937
-71628.265625,439,439,5570.29,84.4782,6315.61,2195000,80.8497
-70704.375,440,440,5757.15,84.4326,6296.45,2200000,78.4643
-66573.6171875,441,441,5340.76,75.0613,5993.5,2205000,70.6848
-72233.703125,442,442,5686.51,84.9007,6313.61,2210000,80.9171
-71902.75,443,443,5518.42,83.8385,5601.51,2215000,78.9265
-71140.6484375,444,444,5352.57,83.3974,6301.37,2220000,77.5075
-71563.4296875,445,445,5307.64,83.8234,6307.53,2225000,78.4671
-71945.3828125,446,446,5422.31,83.2388,5901.52,2230000,79.5075
-72634.828125,447,447,4815.59,85.3022,6284.96,2235000,82.0779
-72164.1875,448,448,5434.96,84.6728,5666.71,2240000,81.5509
-71693.015625,449,449,5114.05,84.1565,6258.83,2245000,76.9161
-70256.8515625,450,450,5229.03,79.4099,5834.19,2250000,75.4981
-72783.078125,451,451,5717.51,86.015,6010.3,2255000,80.7206
-72274.109375,452,452,5839.65,83.3893,6256.02,2260000,76.8542
-68140.4453125,453,453,5032.12,75.1042,5950.32,2265000,71.0089
-71312.4609375,454,454,5247.48,84.4723,5915.21,2270000,76.8844
-72577.2578125,455,455,5785.89,83.7993,6217.59,2275000,78.5665
-71347.59375,456,456,4648.93,81.3836,5576.03,2280000,76.3509
-73111.9296875,457,457,5468.53,84.974,6085.22,2285000,81.0388
-67164.578125,458,458,4816.38,75.3447,5636.89,2290000,69.2836
-72374.71875,459,459,4638.98,83.9204,6222.86,2295000,78.8035
-73576.0,460,460,5863.89,85.6336,5869.31,2300000,82.5881
-72098.5703125,461,461,4890.34,82.7265,5484.34,2305000,76.1916
-63150.59765625,462,462,3363.67,74.8756,4829.8,2310000,76.3412
-26319.46875,463,463,-431.55,110.3496,-1089.95,2315000,493.1438
-26219.234375,464,464,327.94,81.8014,179.63,2320000,186.4148
-41618.453125,465,465,459.14,84.8068,483.06,2325000,73.0513
-53358.359375,466,466,1961.23,78.4956,1896.04,2330000,103.2673
-53943.484375,467,467,1540.67,76.133,1268.53,2335000,61.0133
-54816.71484375,468,468,1742.68,78.2638,1517.65,2340000,70.0127
-61510.40625,469,469,3404.1,77.6147,4153.24,2345000,61.4789
-66552.34375,470,470,2662.01,80.5783,3559.05,2350000,66.5535
-62710.63671875,471,471,3883.64,79.1044,5009.76,2355000,65.1956
-66152.5703125,472,472,4032.62,78.5642,4920.75,2360000,64.9897
-64690.66015625,473,473,4655.37,75.829,5471.9,2365000,64.3806
-65713.5703125,474,474,4094.37,75.1013,5054.98,2370000,63.4915
-70285.3828125,475,475,4360.2,81.5584,5482.52,2375000,70.985
-68721.5390625,476,476,4550.86,80.8287,5493.24,2380000,70.221
-68607.2734375,477,477,4925.89,78.3116,5305.33,2385000,68.6132
-69363.5390625,478,478,5013.1,80.759,5515.87,2390000,67.3627
-67875.609375,479,479,4549.04,79.054,5522.64,2395000,66.498
-71235.609375,480,480,5036.73,81.8335,5340.39,2400000,67.3507
-68702.84375,481,481,4717.15,83.328,5408.86,2405000,78.1508
-72119.5703125,482,482,5047.44,82.1949,5724.56,2410000,72.6958
-72821.953125,483,483,4244.03,83.5873,5739.27,2415000,73.1056
-73381.8828125,484,484,5208.73,83.3234,5912.17,2420000,74.6043
-73110.2265625,485,485,5360.65,84.1957,5578.24,2425000,75.3013
-70466.578125,486,486,4951.37,78.4294,5967.62,2430000,71.2344
-70940.0546875,487,487,5071.9,83.2193,5959.11,2435000,71.5261
-72367.4609375,488,488,4526.75,83.1323,4795.74,2440000,74.3512
-70021.1171875,489,489,5565.23,82.1528,5996.14,2445000,72.2015
-72922.84375,490,490,5423.18,82.3053,5584.75,2450000,71.7741
-73776.828125,491,491,4691.06,83.4227,5799.8,2455000,74.1379
-72744.59375,492,492,4864.86,83.5775,5783.1,2460000,72.1732
-69545.9296875,493,493,4993.23,79.6302,6070.32,2465000,69.255
-74839.6640625,494,494,5054.7,83.5411,5865.92,2470000,75.4296
-73932.2421875,495,495,5328.61,84.7007,5510.55,2475000,76.2971
-70389.078125,496,496,5305.32,79.3301,5780.63,2480000,72.8869
-71368.2734375,497,497,5098.38,81.1983,6074.52,2485000,72.668
-72106.796875,498,498,4757.73,84.5508,5661.69,2490000,72.5292
-74359.4140625,499,499,4846.0,83.6564,5836.21,2495000,75.274
-74420.578125,500,500,5240.95,84.6701,5948.35,2500000,74.8601
-75222.3046875,501,501,5149.15,84.545,5994.13,2505000,77.6455
-74082.5859375,502,502,4817.66,85.2181,5134.12,2510000,74.9146
-75143.046875,503,503,5144.44,85.5791,5711.95,2515000,80.0397
-70964.7890625,504,504,5296.27,78.9354,6066.12,2520000,72.4671
-75125.640625,505,505,5261.17,85.0581,5694.62,2525000,77.2873
-75202.5703125,506,506,4403.75,85.2677,5930.45,2530000,78.3145
-75215.5703125,507,507,5533.29,84.4417,6106.23,2535000,77.7851
-74571.4921875,508,508,5267.1,84.7579,5487.07,2540000,76.6191
-75639.484375,509,509,5296.25,84.7769,6089.33,2545000,78.178
-75598.9765625,510,510,5354.34,84.5875,5765.13,2550000,78.8846
-73655.4609375,511,511,5305.89,82.9727,6043.25,2555000,74.7554
-72047.6953125,512,512,5375.43,85.296,5803.88,2560000,75.0244
-75612.828125,513,513,5100.49,86.5651,5523.79,2565000,78.6454
-75125.1015625,514,514,5153.09,82.6993,5490.5,2570000,74.1438
-76221.7890625,515,515,5301.85,84.0326,6116.57,2575000,81.3432
-74169.8515625,516,516,4845.98,82.8386,6063.61,2580000,74.5678
-76316.984375,517,517,5515.53,85.1374,6113.99,2585000,79.3051
-76411.6328125,518,518,5566.19,85.8462,6114.99,2590000,79.5469
-76287.46875,519,519,5672.86,83.184,6111.85,2595000,80.8322
-74583.125,520,520,5231.56,80.4326,6134.3,2600000,78.4273
-74704.15625,521,521,5063.81,81.3179,6147.22,2605000,75.0367
-75730.1328125,522,522,5468.45,82.7518,6160.72,2610000,74.6284
-72376.9765625,523,523,5250.03,78.5162,6130.3,2615000,76.8251
-76848.5546875,524,524,5039.19,83.9867,5856.29,2620000,79.0229
-76766.15625,525,525,5625.73,84.0128,5997.87,2625000,78.0802
-76428.0234375,526,526,5586.08,85.3699,5933.13,2630000,82.5559
-76990.953125,527,527,5509.29,85.1814,5947.16,2635000,81.3618
-76811.578125,528,528,5376.95,84.2554,5788.75,2640000,79.4448
-75383.2421875,529,529,5686.35,84.1093,6122.7,2645000,84.9953
-77807.3203125,530,530,5191.27,85.285,6104.37,2650000,82.6039
-76992.015625,531,531,5271.61,85.3923,6038.94,2655000,82.456
-74996.7109375,532,532,5570.16,82.6093,6020.31,2660000,77.1677
-77252.0,533,533,5028.38,84.041,5955.95,2665000,80.1208
-74552.890625,534,534,5294.69,82.3527,5905.25,2670000,80.5632
-77439.5625,535,535,5321.1,85.7337,5786.97,2675000,80.8682
-77913.0,536,536,5374.84,86.216,6108.88,2680000,82.2717
-78152.703125,537,537,5556.1,85.3967,5875.36,2685000,79.5544
-77565.890625,538,538,5113.12,85.4774,6093.91,2690000,79.1168
-77458.78125,539,539,5660.54,85.3353,6038.51,2695000,80.9569
-72563.40625,540,540,5192.65,79.9284,5852.1,2700000,74.84
-78027.8671875,541,541,5538.95,84.5298,6094.55,2705000,80.7879
-78196.8828125,542,542,5124.23,87.1381,5773.28,2710000,83.4268
-76160.125,543,543,5335.79,82.3782,6075.9,2715000,79.004
-79051.7109375,544,544,5467.43,88.8034,5894.24,2720000,85.9953
-78378.34375,545,545,5359.94,86.8871,5651.14,2725000,85.6718
-79396.4375,546,546,5352.92,87.4368,6094.13,2730000,85.6137
-72602.4765625,547,547,4873.8,83.4933,5741.25,2735000,75.9867
-77258.6796875,548,548,5587.23,82.7771,6103.95,2740000,79.7338
-78386.375,549,549,5487.78,86.5215,6055.25,2745000,82.5348
-78333.203125,550,550,5303.36,87.6727,5860.53,2750000,81.6343
-78550.984375,551,551,5591.63,86.5615,6073.86,2755000,81.4776
-78801.7421875,552,552,5532.6,85.9334,5938.59,2760000,82.518
-78051.4609375,553,553,5679.08,85.6847,6148.24,2765000,80.8057
-78197.78125,554,554,4910.59,85.9291,6122.64,2770000,81.746
-78955.609375,555,555,5582.07,85.5035,6071.45,2775000,83.2015
-78411.84375,556,556,5519.24,86.0008,5606.76,2780000,81.5082
-79180.6484375,557,557,5009.68,85.0057,6109.72,2785000,83.1187
-79005.453125,558,558,5630.92,84.6659,6128.23,2790000,81.0638
-79182.265625,559,559,5315.51,86.6441,6170.47,2795000,83.4508
-75849.28125,560,560,4871.81,84.4197,5933.51,2800000,78.287
-78006.9296875,561,561,4302.36,84.2496,5382.56,2805000,76.8479
-75479.125,562,562,4950.64,82.9988,5901.03,2810000,74.6086
-78845.7265625,563,563,5217.74,84.754,6167.73,2815000,79.7212
-76670.578125,564,564,5268.54,82.6743,5846.37,2820000,79.5594
-79601.5390625,565,565,4801.35,86.5389,5565.42,2825000,80.4668
-73750.078125,566,566,5316.18,81.8872,5870.27,2830000,75.2516
-79013.9921875,567,567,5403.24,85.4665,5675.56,2835000,79.1606
-78934.8203125,568,568,5333.0,86.7397,6046.46,2840000,81.8426
-78918.9296875,569,569,5430.97,86.1624,6161.17,2845000,79.5657
-79627.953125,570,570,5536.82,86.87,6153.27,2850000,81.7518
-79629.4921875,571,571,5620.08,86.1469,5895.38,2855000,80.7725
-80058.3515625,572,572,5541.16,88.2506,6063.43,2860000,86.3826
-79883.2421875,573,573,5417.13,87.488,6102.97,2865000,84.8212
-79538.65625,574,574,5343.62,87.2556,6062.9,2870000,82.2453
-79513.9140625,575,575,5681.29,86.6335,6149.68,2875000,80.0643
-75544.6953125,576,576,5711.11,82.5933,6166.71,2880000,75.6605
-80227.3046875,577,577,5772.63,88.6188,6148.42,2885000,79.8821
-79760.671875,578,578,5693.73,86.6856,6055.42,2890000,81.1328
-80346.8671875,579,579,5727.81,87.0421,6181.07,2895000,83.2465
-79584.0,580,580,5746.51,84.1869,5959.57,2900000,80.222
-80261.9609375,581,581,5247.38,89.1253,5798.57,2905000,83.2301
-77224.453125,582,582,5725.66,85.0714,6112.82,2910000,84.886
-80718.828125,583,583,5416.92,87.2936,6167.52,2915000,82.6869
-79933.078125,584,584,4868.66,85.5298,6019.74,2920000,84.1853
-80455.7578125,585,585,5319.13,88.3672,5978.5,2925000,84.6027
-79371.890625,586,586,5209.51,86.1695,6032.43,2930000,82.5283
-79404.0078125,587,587,5519.97,83.952,5717.56,2935000,83.2528
-80742.8046875,588,588,5186.71,88.8889,5819.41,2940000,85.2429
-81651.890625,589,589,5380.96,88.5897,5788.65,2945000,89.4257
-80421.6484375,590,590,5646.84,88.2684,5636.37,2950000,87.2928
-79821.1796875,591,591,5213.45,86.6106,5183.69,2955000,84.6447
-77336.3203125,592,592,4843.93,81.3984,5769.09,2960000,81.1901
-71720.265625,593,593,4802.89,85.0379,4459.59,2965000,96.1594
-65721.2109375,594,594,4464.37,84.7338,5364.57,2970000,98.4258
-79358.875,595,595,4293.12,99.1316,4584.67,2975000,107.0819
-79606.2109375,596,596,4692.7,95.6267,4969.92,2980000,103.159
-78716.6171875,597,597,5157.38,91.5561,4731.4,2985000,97.3077
-69978.046875,598,598,4332.71,83.4996,4861.06,2990000,92.1675
-59935.05078125,599,599,3226.12,76.8768,2588.65,2995000,118.5964
