Real Det Return,Running Update Time,Running Reverse KL,Running Forward KL,Running Env Steps,Itration,Real Sto Return,Reward Loss
11035.33,110,18.5812,146.3759,550000,110,10593.21,-10096.505859375
10582.53,111,17.0636,144.8964,555000,111,10555.28,-9650.73828125
11309.31,112,17.8205,145.5891,560000,112,10719.8,-9788.2578125
11225.73,113,17.5396,146.2768,565000,113,10464.48,-10317.3623046875
11044.02,114,18.4056,144.5983,570000,114,10639.75,-10325.5048828125
11131.86,115,17.7017,145.833,575000,115,10776.35,-10170.0810546875
10958.44,116,19.3735,146.6463,580000,116,10596.95,-10919.8310546875
11221.46,117,18.0312,146.0972,585000,117,10749.72,-10503.55859375
11471.14,118,18.653,144.934,590000,118,10915.53,-10554.4033203125
11421.87,119,17.695,145.0193,595000,119,10942.22,-10708.279296875
6788.15,120,16.0138,145.0342,600000,120,9429.84,-11976.49609375
10876.94,121,18.8928,145.2772,605000,121,10467.88,-11231.287109375
10737.8,122,17.3018,146.5218,610000,122,9069.3,-12108.1640625
10478.54,123,17.3049,145.9042,615000,123,9269.13,-11667.3076171875
11314.35,124,17.8379,144.9143,620000,124,10791.52,-10681.736328125
9087.2,125,18.2023,145.0254,625000,125,10411.56,-10878.6376953125
11287.3,126,17.4622,145.4226,630000,126,10732.89,-11212.4228515625
11151.99,127,18.3389,144.9247,635000,127,10553.02,-11397.138671875
11208.35,128,18.2617,145.9921,640000,128,10805.27,-11262.439453125
11400.27,129,17.5953,144.3326,645000,129,10915.39,-10993.6484375
11447.05,130,17.9769,144.9796,650000,130,10916.32,-11779.11328125
11257.48,131,18.131,144.9197,655000,131,10872.11,-11492.447265625
10808.38,132,16.9081,145.2725,660000,132,10161.67,-11854.908203125
10773.77,133,18.3362,145.3281,665000,133,10327.2,-11695.4072265625
10921.98,134,18.6778,145.5632,670000,134,10601.81,-12314.0166015625
11248.86,135,18.0813,145.0163,675000,135,10880.14,-11809.4287109375
11260.41,136,17.4462,142.7195,680000,136,10800.01,-11408.08203125
11452.7,137,17.5436,143.9889,685000,137,10526.52,-11458.4541015625
11571.45,138,16.8773,144.4221,690000,138,10516.81,-12564.5087890625
10836.68,139,19.0716,145.5849,695000,139,10565.19,-12354.5302734375
11387.22,140,17.8496,144.9473,700000,140,10811.21,-12353.6669921875
11187.9,141,18.5217,145.9219,705000,141,10835.61,-12372.4765625
11647.97,142,18.5419,143.7519,710000,142,10873.09,-12353.1796875
11541.91,143,17.8863,143.9997,715000,143,10706.13,-12420.6376953125
11231.73,144,17.2184,143.8673,720000,144,10615.55,-12602.0390625
11272.87,145,18.178,144.8649,725000,145,10852.26,-12948.58203125
11099.4,146,18.7786,145.431,730000,146,10800.63,-13225.8857421875
10819.92,147,18.394,146.1647,735000,147,10545.51,-13425.4931640625
11481.04,148,19.0062,144.6736,740000,148,11060.72,-12882.2509765625
11708.58,149,18.0041,143.5615,745000,149,11216.81,-12023.1298828125
11039.71,150,18.6375,144.6474,750000,150,10741.6,-13221.380859375
11481.9,151,18.3769,143.5804,755000,151,11020.63,-13348.8095703125
11521.32,152,18.327,144.3385,760000,152,11105.03,-13301.2177734375
11012.53,153,17.332,144.0139,765000,153,10571.89,-13579.701171875
10909.61,154,18.0141,144.6058,770000,154,10644.45,-14035.5673828125
10960.69,155,18.4361,145.5238,775000,155,10655.1,-14432.27734375
11356.26,156,16.3466,144.194,780000,156,10656.86,-14210.1025390625
11413.45,157,17.7152,144.4569,785000,157,10870.98,-14316.6806640625
11439.48,158,16.5841,143.1442,790000,158,10019.35,-13843.0517578125
11546.71,159,17.9136,144.7479,795000,159,11142.08,-14311.80859375
11076.04,160,17.2569,144.2949,800000,160,9835.57,-14700.5859375
11475.23,161,15.213,143.6984,805000,161,10308.77,-14289.927734375
11513.96,162,16.5798,144.347,810000,162,10870.11,-14789.2763671875
10971.05,163,17.2512,145.1587,815000,163,10507.64,-15325.734375
11255.22,164,16.3992,143.7247,820000,164,10565.5,-14823.599609375
10098.22,165,16.8305,145.3107,825000,165,10167.97,-16004.056640625
11112.06,166,16.3612,144.6035,830000,166,10619.68,-15291.728515625
10940.67,167,17.6326,144.5998,835000,167,9986.28,-15232.9736328125
9658.06,168,16.6193,146.5125,840000,168,8871.22,-17554.53125
10116.84,169,14.5106,145.0979,845000,169,9688.13,-17590.904296875
11229.68,170,16.1696,144.4218,850000,170,9997.94,-16475.4453125
9023.16,171,15.7102,145.0946,855000,171,8830.21,-17014.015625
932.91,172,13.6352,156.4534,860000,172,922.19,-23059.666015625
10391.68,173,14.8999,145.8334,865000,173,9604.68,-17724.59765625
10949.5,174,15.6241,145.2167,870000,174,9891.29,-16983.18359375
11266.11,175,16.6027,144.3862,875000,175,10608.47,-16467.259765625
9115.22,176,15.4645,145.2165,880000,176,9162.99,-18252.4921875
11209.97,177,15.9315,144.8135,885000,177,10678.69,-16788.494140625
11688.92,178,17.5157,144.0971,890000,178,10896.39,-16279.767578125
10696.11,179,16.2497,143.4341,895000,179,10266.23,-17221.611328125
11628.12,180,17.8991,144.3935,900000,180,11180.85,-16106.9189453125
11031.68,181,16.4295,143.9972,905000,181,9032.35,-17714.521484375
11419.52,182,18.1502,145.1646,910000,182,10999.15,-16950.830078125
8659.46,183,18.366,149.1466,915000,183,8302.58,-21725.369140625
5665.58,184,15.8596,153.8066,920000,184,5238.01,-25057.08984375
10486.85,185,14.8592,143.4933,925000,185,10352.12,-17823.95703125
11295.99,186,18.4402,144.6624,930000,186,10860.73,-18066.205078125
11249.22,187,17.7622,145.2244,935000,187,10927.9,-17581.263671875
11362.33,188,17.6689,144.6343,940000,188,10991.95,-18199.767578125
11438.35,189,17.8052,143.957,945000,189,11109.38,-17421.84765625
11327.22,190,17.6566,144.9692,950000,190,10521.62,-18180.80859375
11595.82,191,17.254,144.3543,955000,191,11110.28,-18283.421875
11651.05,192,18.4945,145.0452,960000,192,11256.32,-18084.4921875
11426.22,193,18.2484,143.4864,965000,193,11057.21,-17697.857421875
11724.39,194,18.647,143.2507,970000,194,11351.66,-17482.416015625
11729.04,195,18.2482,144.5828,975000,195,11281.1,-18402.44140625
11613.82,196,17.7386,143.4439,980000,196,11114.82,-18611.34765625
11070.08,197,18.4271,144.4009,985000,197,10793.04,-19204.583984375
11492.81,198,17.4679,144.3141,990000,198,11196.32,-18353.947265625
11694.44,199,17.5862,144.0587,995000,199,11097.75,-18704.009765625
11684.44,200,19.8733,143.4327,1000000,200,11281.44,-18594.95703125
11597.61,201,20.404,143.7759,1005000,201,11280.56,-18741.615234375
11689.7,202,19.3598,143.0972,1010000,202,11442.21,-18383.109375
11593.91,203,19.3473,144.0939,1015000,203,11272.57,-19013.5234375
11405.69,204,19.1736,144.6624,1020000,204,11017.1,-19710.859375
11275.02,205,19.9276,144.4455,1025000,205,11014.59,-19461.935546875
11791.68,206,19.5536,143.6185,1030000,206,11385.54,-18878.23828125
11609.97,207,20.1449,144.6066,1035000,207,11367.33,-19474.728515625
11557.78,208,19.4122,144.1649,1040000,208,11204.76,-19778.3359375
10820.34,209,20.6181,145.8488,1045000,209,10692.8,-20853.537109375
11416.46,210,19.4817,144.5727,1050000,210,10786.46,-21174.177734375
11606.25,211,19.5811,144.0192,1055000,211,11345.67,-19733.4921875
11464.95,212,19.99,144.9571,1060000,212,11156.73,-20439.416015625
11729.25,213,19.6385,144.1161,1065000,213,11331.85,-19905.923828125
11266.48,214,20.541,145.6088,1070000,214,11032.82,-21071.634765625
11618.81,215,19.6064,143.6608,1075000,215,11219.89,-20063.203125
11609.92,216,19.6296,143.8713,1080000,216,11306.7,-20190.021484375
11539.37,217,20.0486,144.389,1085000,217,11215.44,-20513.828125
11898.06,218,18.7811,143.8845,1090000,218,11432.99,-19922.759765625
11475.86,219,19.7989,144.1772,1095000,219,11153.04,-20789.267578125
11414.09,220,19.199,144.1524,1100000,220,11135.95,-21214.287109375
11599.72,221,19.2596,144.5292,1105000,221,11307.98,-21407.478515625
11830.24,222,19.3553,142.9406,1110000,222,11539.28,-20569.083984375
11826.95,223,19.4672,144.6436,1115000,223,11381.78,-21177.75
11707.74,224,18.9448,143.6441,1120000,224,11233.46,-21334.888671875
11519.52,225,19.0598,142.9775,1125000,225,11462.69,-21428.638671875
11850.99,226,18.12,142.9896,1130000,226,11484.53,-21557.80859375
11895.77,227,19.4518,143.8592,1135000,227,11068.1,-21374.44140625
11920.62,228,19.0904,143.2695,1140000,228,11444.5,-21067.501953125
11905.85,229,18.9277,143.87,1145000,229,11431.11,-21692.232421875
11722.74,230,19.0951,144.1752,1150000,230,11247.98,-22421.205078125
11702.94,231,19.5002,144.3788,1155000,231,11344.72,-22600.814453125
11392.75,232,19.0218,144.0612,1160000,232,9798.53,-22722.20703125
11817.69,233,20.0326,144.2445,1165000,233,11461.77,-22736.734375
11303.56,234,18.7046,143.8268,1170000,234,10848.31,-23478.826171875
11202.52,235,20.3732,144.8484,1175000,235,10862.95,-23994.083984375
11797.17,236,19.2209,143.5377,1180000,236,11100.95,-22875.4375
11769.2,237,19.011,143.001,1185000,237,11405.23,-22870.880859375
11843.67,238,18.948,142.7855,1190000,238,10983.95,-23140.84765625
11588.52,239,19.5984,144.324,1195000,239,11172.99,-24653.65625
11723.12,240,18.9799,143.144,1200000,240,11361.19,-23329.255859375
11582.26,241,18.5877,142.9849,1205000,241,11166.82,-23964.115234375
11371.92,242,19.3698,143.6473,1210000,242,11079.32,-24875.662109375
11481.64,243,18.3,144.8467,1215000,243,10584.12,-25204.845703125
11642.79,244,19.1614,142.9435,1220000,244,11190.4,-24339.380859375
11777.46,245,18.912,143.8595,1225000,245,11289.27,-25352.607421875
11553.67,246,19.2503,143.01,1230000,246,11285.85,-24546.765625
11992.53,247,19.3489,143.2178,1235000,247,11619.65,-24472.8515625
11852.8,248,19.3594,143.5055,1240000,248,11495.41,-24369.982421875
11683.71,249,19.964,143.6641,1245000,249,11366.21,-25449.8125
10972.56,250,19.2315,145.4811,1250000,250,10489.04,-26497.77734375
11688.64,251,20.0896,143.8268,1255000,251,11326.5,-25500.974609375
11485.95,252,20.0123,144.615,1260000,252,11175.42,-25797.599609375
11693.9,253,19.3197,143.0436,1265000,253,11136.08,-25176.943359375
11700.3,254,18.9821,143.2481,1270000,254,11439.84,-25075.349609375
11757.7,255,19.1635,143.23,1275000,255,11391.25,-25841.6640625
11740.86,256,19.1126,143.1688,1280000,256,11301.32,-25367.5625
11835.14,257,19.774,143.7658,1285000,257,11436.92,-25928.3125
12086.33,258,18.8294,143.7141,1290000,258,11648.69,-25283.40234375
11758.41,259,18.2422,143.7878,1295000,259,11372.39,-26108.6328125
12009.31,260,17.0892,143.6689,1300000,260,11414.23,-25092.96484375
11887.19,261,19.3513,144.2406,1305000,261,11554.66,-26590.880859375
11803.42,262,19.2122,144.1323,1310000,262,11368.76,-26582.935546875
11884.28,263,17.9673,143.5724,1315000,263,11463.89,-26497.482421875
11871.47,264,19.5622,143.533,1320000,264,11140.21,-26372.66796875
11974.45,265,19.0033,142.6478,1325000,265,11596.01,-26747.556640625
11818.75,266,19.2767,144.1251,1330000,266,11435.45,-26780.779296875
11663.21,267,19.8082,144.727,1335000,267,11400.86,-26378.76953125
11822.85,268,19.222,144.125,1340000,268,11485.7,-27983.134765625
11859.55,269,18.6069,144.2082,1345000,269,11330.38,-26759.662109375
11867.13,270,19.3194,143.9157,1350000,270,11519.73,-27484.353515625
11846.26,271,19.1718,143.7933,1355000,271,11463.07,-28176.623046875
12023.14,272,19.3187,143.097,1360000,272,11575.5,-27851.72265625
11515.32,273,18.9655,144.1048,1365000,273,11136.2,-28576.919921875
11863.79,274,18.9988,143.7042,1370000,274,11498.72,-27628.056640625
11801.96,275,19.1486,143.02,1375000,275,11297.03,-28263.69921875
11485.51,276,19.1332,143.7945,1380000,276,11154.37,-28994.111328125
11486.25,277,19.1238,144.9201,1385000,277,11086.72,-29419.662109375
11594.56,278,19.5668,144.5351,1390000,278,11258.05,-29270.716796875
11923.1,279,18.9661,143.2571,1395000,279,11453.71,-28311.333984375
11814.53,280,19.5936,143.7109,1400000,280,11358.05,-27843.259765625
11993.32,281,19.0129,143.2272,1405000,281,11523.08,-28365.380859375
11600.32,282,18.485,143.0238,1410000,282,11197.68,-28968.15625
11131.24,283,18.9271,144.3776,1415000,283,10594.33,-29945.005859375
3608.09,284,14.238,155.3245,1420000,284,3280.57,-36733.39453125
9965.96,285,15.3906,144.2574,1425000,285,9205.01,-31698.96875
8603.56,286,15.1107,147.0415,1430000,286,8073.67,-32376.888671875
9451.96,287,14.7342,144.226,1435000,287,8722.75,-30605.419921875
7585.12,288,13.9874,144.7638,1440000,288,6432.01,-32780.00390625
9635.57,289,15.7845,145.2063,1445000,289,9353.87,-30784.005859375
7098.05,290,12.6124,144.7911,1450000,290,6016.1,-30929.265625
6949.5,291,13.0446,148.1969,1455000,291,6270.45,-30943.001953125
11029.94,292,15.2523,142.8002,1460000,292,9823.0,-30121.380859375
11550.75,293,16.1563,143.5411,1465000,293,10073.1,-30354.1015625
11254.56,294,18.0602,144.762,1470000,294,10841.44,-31664.634765625
9629.7,295,13.5819,144.1643,1475000,295,8528.41,-30954.3671875
8662.68,296,16.3566,146.2058,1480000,296,7415.03,-32956.3671875
11278.0,297,16.8108,142.634,1485000,297,10645.4,-29961.283203125
10562.97,298,16.5561,144.0232,1490000,298,10135.29,-29885.61328125
8591.05,299,16.03,146.9691,1495000,299,7047.07,-31688.33984375
7424.35,300,14.017,146.2505,1500000,300,7114.27,-32410.083984375
7971.26,301,14.8526,144.5249,1505000,301,8496.83,-33536.17578125
6497.97,302,14.4743,146.7921,1510000,302,6416.56,-35897.92578125
9112.3,303,17.7039,147.0787,1515000,303,7063.38,-33242.95703125
10280.72,304,15.783,143.7125,1520000,304,9810.59,-32650.736328125
7706.4,305,15.5284,148.2282,1525000,305,7583.39,-34855.78515625
7013.64,306,13.5605,146.5215,1530000,306,6740.56,-33676.84375
6899.75,307,14.1726,148.4367,1535000,307,7104.27,-33789.0546875
10926.72,308,17.1842,142.8887,1540000,308,10586.9,-30277.630859375
10169.22,309,16.8902,144.8401,1545000,309,9303.58,-32786.30078125
8018.82,310,17.0838,148.8234,1550000,310,8150.72,-34865.3203125
7296.73,311,14.7717,147.0108,1555000,311,6740.61,-33817.91015625
8621.01,312,15.1676,146.0999,1560000,312,8157.64,-33953.50390625
8284.59,313,15.3866,144.9497,1565000,313,8532.61,-33084.9140625
9052.89,314,15.6233,144.9757,1570000,314,8763.2,-33437.6015625
9105.95,315,15.1751,143.8734,1575000,315,8807.89,-31781.734375
9219.26,316,15.2875,143.3531,1580000,316,9113.94,-32502.693359375
9040.6,317,14.6902,143.9433,1585000,317,8531.74,-33893.45703125
7621.04,318,14.1399,145.931,1590000,318,7950.49,-31828.72265625
11069.98,319,16.8273,142.5078,1595000,319,10909.4,-33275.6171875
7882.33,320,14.448,146.374,1600000,320,7862.81,-34776.97265625
7283.07,321,15.6373,148.2318,1605000,321,6639.82,-32642.810546875
9941.78,322,17.2149,143.5959,1610000,322,9409.72,-31312.68359375
10851.01,323,18.0166,143.027,1615000,323,10520.1,-33528.88671875
10759.3,324,17.8852,141.5992,1620000,324,9714.06,-32668.044921875
7823.23,325,15.0227,142.2969,1625000,325,8801.72,-33333.02734375
11897.08,326,18.6708,142.81,1630000,326,11226.77,-33587.0703125
10843.92,327,18.162,141.7854,1635000,327,10234.88,-32482.712890625
11578.99,328,18.2755,143.1492,1640000,328,11094.29,-32955.20703125
8070.75,329,16.2319,143.1753,1645000,329,8999.28,-33555.96484375
11606.32,330,18.5333,142.7845,1650000,330,11249.22,-33845.0546875
11047.05,331,17.399,141.6199,1655000,331,10675.69,-33152.69921875
11257.58,332,17.9123,143.5624,1660000,332,10053.98,-35037.4375
8809.68,333,15.8464,146.3877,1665000,333,8518.67,-36450.60546875
8994.22,334,16.1126,143.6783,1670000,334,8674.43,-35008.84375
7315.67,335,15.5181,148.8184,1675000,335,7183.05,-37016.30078125
10070.34,336,18.1682,146.4876,1680000,336,9310.15,-34899.1015625
11962.58,337,19.0322,142.0824,1685000,337,11619.56,-34291.6171875
11917.78,338,19.0424,142.2137,1690000,338,11603.84,-34872.171875
12121.38,339,19.8901,142.0578,1695000,339,11812.78,-35376.39453125
11761.67,340,19.1463,143.4302,1700000,340,11298.87,-34950.796875
10144.72,341,19.5886,144.7227,1705000,341,10094.32,-35612.89453125
11402.27,342,18.9581,145.0614,1710000,342,10975.41,-36227.96875
10194.95,343,18.2569,144.9611,1715000,343,10103.33,-34794.01171875
9530.93,344,15.6214,145.7543,1720000,344,9275.22,-38616.38671875
10578.23,345,16.1759,144.5369,1725000,345,8880.52,-37460.17578125
8920.52,346,15.2995,145.526,1730000,346,8028.96,-38084.3515625
8477.95,347,15.5641,146.5715,1735000,347,7430.5,-37147.515625
10600.78,348,17.6313,144.2557,1740000,348,10230.42,-36438.09765625
10554.08,349,17.0288,144.9936,1745000,349,10329.35,-36678.4609375
11464.47,350,17.9827,144.0328,1750000,350,10513.79,-37311.359375
9477.53,351,15.7349,144.4133,1755000,351,9410.16,-37095.0
11098.32,352,16.8467,143.606,1760000,352,10263.67,-37022.671875
9401.02,353,14.9312,143.3594,1765000,353,9834.57,-36560.45703125
7059.82,354,15.4848,146.0768,1770000,354,6258.6,-38449.77734375
10539.55,355,15.5284,142.3823,1775000,355,9727.66,-34818.18359375
10876.98,356,15.4058,142.7852,1780000,356,10341.35,-35266.921875
8825.67,357,14.5792,142.7384,1785000,357,8953.39,-35419.81640625
9649.45,358,17.5269,144.6581,1790000,358,9695.08,-37562.58984375
10548.1,359,17.6481,142.663,1795000,359,10112.02,-36410.94140625
11780.5,360,18.7779,142.7635,1800000,360,11390.69,-38578.96875
11598.15,361,16.8873,142.9067,1805000,361,11262.23,-38797.234375
9647.26,362,18.0915,147.1015,1810000,362,9055.77,-38091.27734375
10122.02,363,16.338,145.7518,1815000,363,10075.41,-39054.85546875
8691.0,364,14.0993,147.336,1820000,364,8075.3,-40645.09375
9456.87,365,14.6018,143.9191,1825000,365,8611.37,-39916.109375
8631.25,366,13.7599,144.8018,1830000,366,7204.39,-40113.484375
8159.43,367,13.9844,145.8732,1835000,367,7017.23,-40238.86328125
10930.13,368,16.7413,142.7198,1840000,368,10545.24,-36675.01953125
11792.87,369,18.6625,142.8757,1845000,369,11403.08,-38316.4765625
11788.62,370,19.485,144.5834,1850000,370,11545.2,-39124.40234375
11842.76,371,18.7078,143.3299,1855000,371,11503.68,-39100.77734375
11955.56,372,19.8613,143.6842,1860000,372,11668.57,-40924.96875
11967.61,373,18.6369,142.7872,1865000,373,11686.19,-38965.3359375
11523.43,374,17.7497,142.3624,1870000,374,10931.46,-37819.328125
11317.51,375,18.6092,145.0821,1875000,375,11035.97,-41173.61328125
11099.69,376,16.7591,142.4908,1880000,376,10330.9,-36943.15234375
7902.73,377,16.274,145.9983,1885000,377,8536.88,-40892.73828125
9648.79,378,14.9147,141.5291,1890000,378,8984.13,-34874.3359375
9727.24,379,15.8397,143.91,1895000,379,9618.25,-40036.92578125
8457.63,380,13.6905,144.2634,1900000,380,7931.56,-41265.51171875
9897.91,381,15.3932,141.1063,1905000,381,8997.5,-35086.40625
9253.45,382,14.7227,143.1735,1910000,382,8834.71,-40853.05078125
10805.13,383,16.5422,143.3638,1915000,383,10430.35,-39395.03125
11078.31,384,17.4225,143.6412,1920000,384,10422.38,-40953.36328125
11893.79,385,17.4182,141.9787,1925000,385,11141.63,-40498.78515625
11058.32,386,17.6729,142.0157,1930000,386,10469.41,-39621.73046875
11827.87,387,18.7682,141.8954,1935000,387,11201.12,-40344.48046875
10157.77,388,16.8952,141.5464,1940000,388,10258.66,-39666.46484375
11544.66,389,18.6396,142.2445,1945000,389,11220.36,-40158.29296875
11316.39,390,17.9134,141.8598,1950000,390,11260.28,-40967.30078125
11765.1,391,17.9372,142.0501,1955000,391,11321.43,-40508.33984375
