Running Update Time,Reward Loss,Itration,Running Forward KL,Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return
128,-51798.76171875,128,254.9248,640000,1479.14,59.6824,4745.35
129,-48965.87109375,129,249.1257,645000,4199.8,43.9424,4887.0
130,-47317.9453125,130,235.57,650000,4775.96,36.3044,4790.34
131,-52734.7421875,131,255.1263,655000,3425.96,45.8411,4459.8
132,-51051.87109375,132,256.068,660000,2304.41,58.9821,4613.43
133,-52155.76171875,133,259.4674,665000,2467.92,66.0214,3679.26
134,-48432.4609375,134,237.8221,670000,3465.38,37.4997,4621.34
135,-57969.265625,135,281.2483,675000,2126.54,129.6135,4192.86
136,-53284.1484375,136,248.7181,680000,4589.12,45.7894,4813.89
137,-55216.40625,137,258.5858,685000,3834.46,62.9854,4039.03
138,-55494.19140625,138,261.5747,690000,3681.14,54.1501,4388.47
139,-53901.51953125,139,249.6479,695000,4044.8,43.409,4875.67
140,-53836.05078125,140,250.9248,700000,2817.64,45.4075,4585.7
141,-53742.93359375,141,250.8524,705000,4925.72,43.7407,4490.74
142,-54976.89453125,142,260.8083,710000,4155.51,71.8213,4746.47
143,-53030.8828125,143,248.2359,715000,4491.07,39.9464,4862.48
144,-55479.703125,144,249.4942,720000,5037.81,42.7296,4546.3
145,-55037.578125,145,254.4513,725000,4493.83,45.3845,4642.43
146,-54643.98046875,146,256.0585,730000,3102.58,48.7395,4787.32
147,-55611.77734375,147,248.57,735000,4243.62,42.7636,4760.82
148,-56493.21484375,148,248.8466,740000,4629.87,42.3871,4865.48
149,-53045.86328125,149,248.2557,745000,5050.05,41.0571,4743.52
150,-55648.3671875,150,247.3588,750000,4972.85,40.0939,4915.22
151,-54961.05078125,151,242.9577,755000,4805.56,38.9631,4897.69
152,-56314.59375,152,248.1464,760000,4728.76,43.7156,4843.67
153,-56457.734375,153,239.636,765000,3674.05,37.0101,4950.59
154,-56959.390625,154,250.0131,770000,4949.87,41.7047,4310.68
155,-56357.53515625,155,240.3223,775000,5037.46,38.0984,4891.79
156,-56786.30859375,156,252.0834,780000,4990.33,46.1208,4632.75
157,-56278.00390625,157,241.5019,785000,4455.86,37.6,4911.68
158,-55833.734375,158,241.1497,790000,4005.48,36.6916,4607.41
159,-58462.83203125,159,251.6783,795000,4948.83,56.4778,4800.63
160,-57752.16015625,160,244.7855,800000,4987.65,38.7181,4848.07
161,-58742.2109375,161,249.8247,805000,4282.76,42.0327,4790.28
162,-58999.62890625,162,251.4285,810000,4252.54,50.3414,4762.34
163,-59204.02734375,163,246.2216,815000,4584.55,39.3269,4846.27
164,-55260.83203125,164,250.2094,820000,3214.53,54.8728,4299.2
165,-60582.9375,165,250.086,825000,4654.7,42.7317,4844.41
166,-60355.9453125,166,238.562,830000,4851.38,38.2141,4983.38
167,-59057.9765625,167,246.8385,835000,4221.29,46.1222,4772.53
168,-59051.70703125,168,249.4872,840000,2603.77,39.6355,4812.59
169,-59348.390625,169,245.2421,845000,4500.38,41.9269,4806.48
170,-60233.8046875,170,260.0043,850000,4401.31,56.7449,4677.79
171,-61557.9375,171,251.2029,855000,4893.01,45.6443,4768.59
172,-62474.98828125,172,252.7361,860000,3677.52,44.1052,4708.19
173,-60650.44921875,173,246.6353,865000,2548.62,40.7835,4517.83
174,-61441.140625,174,248.1331,870000,4789.02,36.5865,4497.37
175,-62586.296875,175,250.1154,875000,4936.28,44.4628,4849.47
176,-58526.65234375,176,241.2288,880000,4837.28,35.1343,4754.73
177,-63713.109375,177,243.4945,885000,4990.55,34.9031,4867.96
178,-63821.953125,178,251.8873,890000,4781.36,47.4726,4752.93
179,-63203.59765625,179,246.6247,895000,4235.91,60.2461,4323.88
180,-60173.69140625,180,237.8177,900000,4318.17,33.5173,4838.26
181,-62055.34375,181,246.887,905000,2633.37,40.7046,4809.83
182,-63923.29296875,182,239.0302,910000,4784.85,33.1532,4840.78
183,-63076.48828125,183,244.7154,915000,2212.14,39.8973,4660.18
184,-62471.1328125,184,241.7202,920000,4931.37,35.3916,4742.76
185,-63283.59765625,185,246.1858,925000,4783.41,37.0549,4759.17
186,-62984.59765625,186,233.6229,930000,3877.18,31.3924,4906.59
187,-64486.9453125,187,238.5736,935000,5112.47,31.1459,4636.6
188,-58812.81640625,188,239.1043,940000,4868.55,32.057,4706.35
189,-64890.578125,189,243.3313,945000,2643.0,41.9882,4615.21
190,-66308.328125,190,244.2237,950000,5080.33,46.1282,4903.99
191,-66858.5,191,239.6961,955000,5033.11,49.3656,4958.43
192,-66247.2421875,192,244.1252,960000,4509.73,42.9147,4729.95
193,-63663.0234375,193,236.7476,965000,4526.63,32.4884,4893.66
194,-62984.47265625,194,237.8452,970000,4650.65,28.1154,4839.56
195,-65679.1484375,195,240.4262,975000,4835.75,38.6389,4675.6
196,-66572.765625,196,245.5199,980000,4709.71,37.2775,4776.52
197,-69009.4921875,197,239.6377,985000,4722.76,37.639,4688.81
198,-66011.359375,198,237.9583,990000,5047.98,32.5114,4950.92
199,-66370.3984375,199,233.6415,995000,5073.25,27.1983,4681.79
200,-67355.0078125,200,237.0914,1000000,4923.95,30.3354,4950.04
201,-66736.0,201,232.542,1005000,4977.31,30.4666,4899.28
202,-67373.9765625,202,238.405,1010000,5020.47,29.5477,4734.1
203,-68322.625,203,234.2981,1015000,5021.1,27.8228,4869.34
204,-68609.4296875,204,235.3917,1020000,4873.25,28.112,4809.57
205,-69839.484375,205,239.3911,1025000,4938.86,32.6535,4373.19
206,-70563.0390625,206,238.7874,1030000,4577.51,29.7018,4537.53
207,-70039.859375,207,239.0968,1035000,4838.78,42.0823,4705.1
208,-71931.2265625,208,239.6011,1040000,4980.22,49.5682,4677.84
209,-69888.3359375,209,234.5312,1045000,4934.4,27.8005,4866.4
210,-70937.640625,210,238.9031,1050000,4664.66,38.5273,4910.66
211,-71147.6484375,211,237.3402,1055000,4998.54,53.766,4418.03
212,-70216.203125,212,232.972,1060000,4843.14,40.3146,4835.49
213,-70674.0234375,213,234.1482,1065000,5052.33,28.8264,4766.79
214,-70201.28125,214,233.5201,1070000,5001.64,28.2045,4836.62
215,-70992.5859375,215,238.3493,1075000,5063.59,37.3065,4500.14
216,-69410.3984375,216,233.1115,1080000,4275.87,27.3227,4829.95
217,-71388.96875,217,239.7966,1085000,4814.78,34.4469,4798.63
218,-70430.046875,218,234.3698,1090000,4234.42,29.3122,4838.12
219,-69741.03125,219,231.766,1095000,4384.8,29.5105,4718.08
220,-69670.828125,220,227.6087,1100000,4843.36,24.0431,4961.71
221,-70389.640625,221,230.2761,1105000,4823.8,29.0105,4741.74
222,-69715.3203125,222,248.1612,1110000,3059.75,45.5928,4729.3
223,-70149.75,223,235.5407,1115000,4366.11,40.1958,3685.3
224,-70288.3359375,224,238.0216,1120000,4168.58,34.9061,4432.39
225,-71633.15625,225,250.1537,1125000,2997.3,65.0255,3763.47
226,-71381.46875,226,237.9993,1130000,4220.75,36.4609,4264.58
227,-73055.8828125,227,251.0329,1135000,3223.48,98.1048,3172.73
228,-68650.7890625,228,232.729,1140000,3943.14,53.6501,4326.12
229,-70783.484375,229,237.8004,1145000,4271.86,39.0119,4569.44
230,-71484.0078125,230,237.5424,1150000,3366.69,32.6485,3442.11
231,-71989.1796875,231,250.5039,1155000,3583.34,75.6867,4002.47
232,-70593.671875,232,254.5985,1160000,4334.46,54.064,4694.37
233,-73093.5078125,233,252.6651,1165000,4711.23,54.2515,4456.16
234,-72341.3828125,234,250.1411,1170000,2800.7,62.694,3929.03
235,-71845.375,235,246.891,1175000,1900.41,76.1028,3303.17
236,-71271.765625,236,267.2081,1180000,1379.2,114.3284,3213.28
237,-71817.125,237,268.7992,1185000,1733.64,105.3722,1849.65
238,-71028.90625,238,273.3222,1190000,1434.69,106.4736,3856.22
239,-72689.46875,239,246.8292,1195000,3311.95,53.7766,3666.6
240,-73505.5859375,240,249.0409,1200000,3251.83,50.9347,4490.44
241,-72246.796875,241,242.3063,1205000,2592.26,41.6699,4254.75
242,-71735.5703125,242,234.9483,1210000,4822.36,42.486,4190.05
243,-75509.4140625,243,254.3405,1215000,4894.92,60.0158,4160.27
244,-70942.046875,244,238.4796,1220000,4986.96,49.5541,4482.98
245,-73143.1875,245,254.0062,1225000,3996.88,60.4036,4302.49
246,-70259.640625,246,244.4813,1230000,4669.7,65.9396,4682.76
247,-70671.15625,247,238.3064,1235000,4623.05,60.5946,4017.83
248,-67875.6875,248,236.7051,1240000,3193.84,42.7905,3508.17
249,-68576.828125,249,235.9511,1245000,4530.34,37.5734,3973.69
250,-70474.2734375,250,236.0288,1250000,4630.64,46.1399,4699.57
251,-72742.421875,251,234.2352,1255000,4728.48,33.2409,4803.87
252,-69594.765625,252,234.2409,1260000,4524.82,35.7758,4624.39
253,-70881.046875,253,241.8792,1265000,4674.52,36.9535,4424.22
254,-69424.7578125,254,237.8893,1270000,4700.22,37.2117,4585.33
255,-68971.140625,255,240.3166,1275000,4560.6,48.1134,4704.94
256,-64794.828125,256,232.5423,1280000,4756.19,33.2057,4605.64
257,-65015.78125,257,228.1979,1285000,4092.8,28.8337,4690.48
258,-62474.63671875,258,236.6669,1290000,2048.87,64.5861,3618.95
259,-64395.37109375,259,229.2126,1295000,4299.85,32.2287,4665.73
260,-69329.6484375,260,244.1667,1300000,2210.27,48.9244,4405.27
261,-66760.796875,261,235.9516,1305000,4635.66,40.6969,4522.3
262,-67487.03125,262,235.5249,1310000,4318.31,48.264,4261.76
263,-68681.7421875,263,243.9632,1315000,4166.37,68.1633,4480.21
264,-76887.7265625,264,254.5378,1320000,4401.23,56.2911,4596.36
265,-74400.296875,265,252.9394,1325000,4023.97,61.6045,3619.29
266,-76912.0703125,266,258.8955,1330000,1771.72,72.7561,3832.6
267,-76926.875,267,252.8376,1335000,3821.98,62.2286,4639.84
268,-74607.6015625,268,262.1367,1340000,4930.27,87.1634,3917.52
269,-71595.1015625,269,281.5787,1345000,1272.72,144.3241,3024.21
270,-72451.890625,270,286.3436,1350000,3096.27,185.7033,2392.15
271,-70966.953125,271,272.8187,1355000,3749.8,96.054,3693.3
272,-76050.375,272,297.438,1360000,3549.13,148.9662,2789.21
273,-79330.6484375,273,280.2336,1365000,3835.57,91.3147,3212.12
274,-76052.921875,274,288.1077,1370000,1902.88,109.1558,3256.41
275,-78934.2734375,275,294.8019,1375000,3386.42,147.2806,3521.75
276,-75464.84375,276,322.1316,1380000,1833.77,154.5175,2704.29
277,-73736.2734375,277,305.3921,1385000,2560.14,145.9619,2893.21
278,-80231.375,278,295.8432,1390000,4179.56,109.9097,4183.45
279,-74506.9375,279,320.1025,1395000,2268.87,181.0601,2967.49
280,-74588.0859375,280,303.3903,1400000,1408.32,188.2116,2987.91
281,-74111.8125,281,303.8037,1405000,1665.8,178.0718,2502.65
282,-71675.0859375,282,352.593,1410000,1055.09,229.8771,1002.78
283,-71333.28125,283,329.053,1415000,612.81,198.8763,763.57
284,-69183.3515625,284,400.863,1420000,920.84,252.1068,635.22
285,-70727.7421875,285,329.8414,1425000,1091.41,215.1996,1160.17
286,-74197.7578125,286,337.2267,1430000,1321.61,206.9897,1119.4
287,-73457.890625,287,318.5853,1435000,1439.6,185.0262,1528.11
288,-64672.42578125,288,312.0293,1440000,635.72,239.7184,2091.19
289,-60206.95703125,289,396.444,1445000,127.2,438.6983,171.9
290,-63408.640625,290,275.1161,1450000,2349.36,194.1614,2089.98
291,-57247.5703125,291,270.8463,1455000,3911.18,253.429,2186.89
292,-63809.6328125,292,275.9009,1460000,1373.64,384.1259,1476.25
293,-64852.72265625,293,353.2411,1465000,563.17,350.0562,755.59
294,-61821.2109375,294,338.1399,1470000,829.97,465.9343,1077.09
295,-63956.09765625,295,341.7468,1475000,537.27,771.6005,433.47
296,-67979.2265625,296,362.9189,1480000,427.21,391.4235,442.04
297,-73835.140625,297,392.2363,1485000,304.17,376.5881,360.32
298,-64796.56640625,298,399.3842,1490000,289.58,918.8693,312.59
299,-73127.9296875,299,381.3097,1495000,390.4,544.9354,368.19
300,-70795.0625,300,450.587,1500000,325.34,769.0551,304.28
301,-78670.1875,301,485.862,1505000,140.47,459.0328,154.86
302,-66276.2578125,302,438.386,1510000,272.89,1209.0175,216.27
303,-75923.9140625,303,487.1415,1515000,156.8,1393.5724,201.0
304,-80555.2109375,304,444.8481,1520000,235.45,1197.1411,249.1
305,-81469.7265625,305,467.0931,1525000,168.0,654.9176,206.66
306,-72776.125,306,473.9552,1530000,174.66,804.2676,163.1
307,-84608.296875,307,512.8547,1535000,163.41,1447.2279,170.82
308,-87531.2265625,308,473.762,1540000,127.99,1304.4977,136.84
309,-92845.5625,309,533.4535,1545000,115.77,2304.7147,121.03
310,-94965.1875,310,533.7189,1550000,110.31,1468.2453,117.61
311,-95831.7265625,311,549.0796,1555000,109.65,2570.0269,110.33
312,-95925.6875,312,543.9489,1560000,120.83,2430.5541,131.01
313,-96339.734375,313,534.9038,1565000,107.11,2548.6097,115.41
314,-93146.0,314,458.3068,1570000,108.6,1566.1676,175.61
315,-96388.875,315,455.5345,1575000,128.24,1747.1446,190.08
316,-94779.7734375,316,394.3575,1580000,283.42,1591.8717,251.42
317,-96427.2890625,317,522.1377,1585000,129.95,1690.1178,175.78
318,-96630.3828125,318,490.8582,1590000,123.73,1898.8157,156.06
319,-92869.8828125,319,385.5492,1595000,336.04,1253.4844,349.37
320,-91958.125,320,388.1431,1600000,164.88,899.0344,150.62
321,-96684.8671875,321,477.3288,1605000,162.83,1071.1222,147.55
322,-96293.453125,322,428.4975,1610000,250.18,1311.0138,252.07
323,-96597.046875,323,457.5937,1615000,265.64,1312.0749,239.72
324,-94236.203125,324,404.8772,1620000,362.28,1517.5228,378.46
325,-93857.6640625,325,397.1453,1625000,561.91,1376.9007,437.19
326,-91046.765625,326,386.3509,1630000,433.58,1434.9076,405.63
327,-92321.1796875,327,407.5098,1635000,572.72,910.1919,535.14
328,-95860.046875,328,589.4874,1640000,124.71,1007.9803,126.62
329,-95733.8984375,329,452.5044,1645000,231.85,1127.9762,228.36
330,-97039.1328125,330,476.0986,1650000,118.55,1269.0585,144.96
331,-98043.7734375,331,581.625,1655000,105.72,1000.3836,116.07
332,-98246.5234375,332,594.6026,1660000,118.41,1438.7428,174.49
333,-97609.390625,333,704.6105,1665000,96.7,848.9354,100.82
334,-95099.875,334,447.0485,1670000,272.95,941.5423,371.7
335,-93470.7265625,335,416.4612,1675000,399.99,900.5767,398.83
336,-94113.2734375,336,416.0245,1680000,364.87,723.3033,346.85
337,-94624.03125,337,436.0574,1685000,299.86,680.1308,335.97
338,-94644.96875,338,447.8842,1690000,244.97,866.5472,364.2
339,-92746.7578125,339,380.1663,1695000,407.9,617.149,468.92
340,-94882.4609375,340,410.8579,1700000,369.6,688.1804,450.33
341,-90868.9375,341,342.0636,1705000,437.52,558.951,460.24
342,-93056.015625,342,365.5138,1710000,293.25,693.795,376.57
343,-88749.96875,343,333.6048,1715000,814.96,572.9339,911.79
344,-85958.1015625,344,310.4386,1720000,804.15,699.6619,661.31
345,-85773.4765625,345,317.1853,1725000,623.03,766.4156,936.88
346,-93630.875,346,355.7176,1730000,446.41,823.8792,535.81
347,-93519.3515625,347,377.3085,1735000,238.23,815.3314,489.74
348,-92525.859375,348,391.1502,1740000,260.86,597.4572,272.81
349,-95071.1796875,349,385.4627,1745000,186.64,897.417,206.82
350,-96220.40625,350,433.9785,1750000,187.52,1130.9992,180.5
351,-94982.0390625,351,398.1926,1755000,222.18,2135.9913,240.25
352,-96308.5078125,352,417.3991,1760000,91.48,1703.2299,130.88
353,-96760.65625,353,591.4831,1765000,108.18,1767.5404,95.38
354,-97553.0703125,354,577.1124,1770000,88.9,1906.611,90.98
355,-97636.828125,355,605.3643,1775000,88.45,1394.9232,90.7
356,-97549.4921875,356,611.9973,1780000,85.93,2205.372,89.06
357,-97399.1875,357,685.8194,1785000,83.87,3149.7482,85.06
358,-97543.890625,358,692.0274,1790000,82.81,2280.9957,83.83
359,-97590.6171875,359,670.1481,1795000,84.19,1531.1646,84.92
360,-97404.6875,360,680.5229,1800000,84.23,1771.7407,84.37
361,-97643.9140625,361,683.5581,1805000,84.6,2846.2137,86.01
362,-97567.453125,362,699.4152,1810000,84.46,1784.7217,85.9
363,-97366.421875,363,694.1732,1815000,81.5,1450.4843,82.85
364,-96895.296875,364,651.2433,1820000,83.78,692.7581,85.9
365,-97220.078125,365,676.8419,1825000,82.94,1103.6597,84.57
366,-97608.671875,366,673.1778,1830000,86.06,1697.6561,88.58
367,-94217.0546875,367,502.5065,1835000,220.55,434.6519,233.35
368,-95160.0390625,368,517.3749,1840000,253.15,559.6992,247.63
369,-94182.3359375,369,491.9137,1845000,326.26,573.9196,325.03
370,-95385.203125,370,541.2641,1850000,278.31,530.7497,269.96
371,-93928.1484375,371,521.4974,1855000,328.42,412.9575,332.3
372,-92498.9765625,372,506.8006,1860000,513.55,489.845,485.17
373,-93255.3828125,373,499.342,1865000,430.6,543.04,429.73
374,-95702.8046875,374,495.3666,1870000,307.17,619.0735,299.93
375,-94816.9140625,375,460.4957,1875000,332.88,605.2331,328.91
376,-95984.46875,376,481.5242,1880000,293.48,653.6835,286.48
377,-96456.96875,377,496.0968,1885000,210.28,689.0809,214.46
378,-97288.390625,378,492.5861,1890000,192.74,653.2096,211.2
379,-97959.2578125,379,504.4123,1895000,145.14,697.2277,157.95
380,-98041.703125,380,588.5026,1900000,137.44,724.5714,137.45
381,-97509.171875,381,490.0989,1905000,219.62,701.5125,244.91
382,-96836.9609375,382,472.877,1910000,276.46,690.5955,248.16
383,-96340.078125,383,450.3043,1915000,202.98,677.0724,197.62
384,-96713.4609375,384,465.8621,1920000,206.36,702.0304,217.33
385,-97268.859375,385,482.7581,1925000,209.98,690.9935,227.19
386,-95877.296875,386,462.836,1930000,312.98,711.5237,281.8
387,-96752.6484375,387,475.8601,1935000,151.35,705.2852,165.73
388,-96506.5546875,388,489.6683,1940000,193.91,733.3347,179.1
389,-97714.984375,389,535.2002,1945000,125.69,1281.3554,165.4
390,-97910.6953125,390,600.1954,1950000,98.81,875.5364,95.44
391,-98443.171875,391,682.5013,1955000,85.1,1488.0168,89.7
392,-98161.0234375,392,672.1028,1960000,92.05,1607.5453,95.32
393,-98419.46875,393,679.5489,1965000,89.14,821.827,90.61
394,-98342.4296875,394,684.3556,1970000,90.32,2083.1782,90.66
395,-98104.7421875,395,586.0454,1975000,109.8,743.9059,109.27
396,-98450.40625,396,672.6954,1980000,82.08,1480.8522,84.99
397,-98638.6640625,397,633.0673,1985000,89.69,1762.6253,90.67
398,-98614.9609375,398,657.7672,1990000,87.03,1094.4165,89.1
399,-98561.875,399,647.5945,1995000,84.51,1015.055,81.07
400,-98601.859375,400,654.2739,2000000,85.84,930.5122,88.35
401,-98695.5859375,401,655.1299,2005000,87.82,962.9412,89.39
402,-98667.7265625,402,646.4031,2010000,84.38,771.1421,87.21
403,-98561.6484375,403,621.9574,2015000,88.7,1005.6227,90.19
