Running Forward KL,Reward Loss,Running Reverse KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time
40.1275,-538.2922973632812,14.3304,103,515000,4355.51,4427.79,103
38.7053,-427.333740234375,14.9512,104,520000,4238.97,4303.8,104
39.4809,-479.4115295410156,14.8691,105,525000,4306.36,4262.01,105
38.5684,-476.4100036621094,14.4398,106,530000,4443.36,4432.08,106
39.0062,-477.354736328125,15.5651,107,535000,4196.94,4203.85,107
39.282,-513.551025390625,15.4613,108,540000,4287.27,4273.71,108
39.7254,-493.2745056152344,16.6537,109,545000,4387.95,4382.29,109
38.7128,-503.6473388671875,13.9039,110,550000,4403.11,4378.22,110
39.4682,-497.75579833984375,15.1753,111,555000,4195.14,4119.89,111
38.7032,-493.91766357421875,14.5871,112,560000,4311.55,4250.28,112
39.0011,-553.5851440429688,14.5282,113,565000,4069.88,1135.28,113
39.471,-532.713134765625,15.4556,114,570000,4362.11,4367.99,114
40.1367,-524.4498291015625,14.9488,115,575000,4371.95,4415.17,115
40.4394,-593.46875,15.5565,116,580000,4168.73,4237.1,116
38.7578,-525.5758056640625,13.9533,117,585000,4261.89,4278.84,117
39.6099,-570.78076171875,13.8097,118,590000,4143.81,4048.16,118
39.4426,-520.4226684570312,15.571,119,595000,4308.58,4254.15,119
39.6355,-551.4260864257812,14.6062,120,600000,4116.02,4248.34,120
39.0004,-693.75244140625,18.6682,121,605000,4381.29,4330.61,121
39.0784,-602.1187133789062,15.0994,122,610000,4212.24,4250.88,122
39.1871,-565.9465942382812,15.278,123,615000,4271.57,4331.45,123
39.6167,-577.5185546875,16.0169,124,620000,4357.95,4432.96,124
39.7816,-638.6294555664062,14.3173,125,625000,4230.21,4197.55,125
38.8392,-566.8388671875,14.6074,126,630000,4102.92,4086.17,126
38.9587,-641.5504760742188,15.0656,127,635000,4105.56,4227.35,127
38.8068,-560.39013671875,15.4183,128,640000,4501.69,4562.72,128
39.0626,-584.2300415039062,15.0431,129,645000,4409.25,4409.01,129
38.7066,-582.3580932617188,14.3481,130,650000,4350.85,4305.41,130
38.6145,-576.4893188476562,14.8753,131,655000,4296.7,4297.37,131
37.6997,-575.4339599609375,14.9405,132,660000,4316.85,4220.53,132
38.5329,-584.2281494140625,14.7988,133,665000,4348.47,4334.66,133
39.3952,-653.8658447265625,14.5349,134,670000,4361.44,4388.83,134
38.9138,-608.6224365234375,15.0642,135,675000,4357.83,4396.18,135
38.0623,-611.7562866210938,15.3456,136,680000,4442.18,4475.89,136
37.9868,-601.2598876953125,14.7092,137,685000,4332.42,4362.88,137
38.992,-600.3565673828125,15.5213,138,690000,4469.3,4495.17,138
38.3964,-608.5377807617188,15.2784,139,695000,4401.43,4447.55,139
37.9546,-607.2020263671875,13.7272,140,700000,4211.16,4381.4,140
37.9422,-616.3958129882812,14.2037,141,705000,4346.06,4308.37,141
38.4901,-661.3494262695312,15.0374,142,710000,4396.32,4439.55,142
38.6042,-614.8037109375,14.3545,143,715000,4404.99,4462.95,143
37.2466,-617.2825317382812,14.7569,144,720000,4519.98,4533.19,144
38.9152,-665.7207641601562,12.8019,145,725000,4282.29,4388.38,145
38.0418,-669.1515502929688,14.5339,146,730000,4311.39,4512.11,146
39.294,-673.4988403320312,14.0255,147,735000,4251.67,4440.4,147
38.6,-654.3660278320312,14.7491,148,740000,4360.29,4419.6,148
38.8377,-694.550048828125,14.378,149,745000,4440.11,4484.51,149
38.7399,-691.46337890625,14.6258,150,750000,4383.18,4457.9,150
38.9451,-721.2107543945312,14.7013,151,755000,4340.31,4395.79,151
38.4893,-676.2601318359375,15.2478,152,760000,4443.23,4432.99,152
39.6696,-708.8880615234375,15.5421,153,765000,4459.09,4519.82,153
38.6982,-694.8194580078125,14.6659,154,770000,4485.26,4529.11,154
38.8903,-668.1277465820312,16.3335,155,775000,4587.25,4610.23,155
38.6502,-654.7071533203125,15.952,156,780000,4609.57,4638.72,156
37.304,-711.779541015625,14.5948,157,785000,4485.48,4440.38,157
38.2557,-710.74658203125,13.6978,158,790000,4398.75,4505.06,158
38.3096,-789.2966918945312,13.8331,159,795000,2047.63,4615.04,159
37.8909,-714.9551391601562,13.7121,160,800000,4398.51,4377.46,160
37.7977,-676.9913940429688,15.1126,161,805000,4703.68,4763.36,161
36.3262,-673.7122192382812,13.8072,162,810000,4496.57,4449.96,162
37.5463,-689.9354858398438,14.2676,163,815000,4380.16,4409.02,163
37.0477,-666.7279052734375,15.0677,164,820000,4544.83,4486.14,164
37.697,-672.0482788085938,14.9393,165,825000,4629.03,4681.15,165
37.3941,-694.1825561523438,15.061,166,830000,4620.36,4628.09,166
37.6332,-741.6672973632812,13.8138,167,835000,4546.24,4566.1,167
37.3013,-794.0386352539062,13.1778,168,840000,4579.81,4617.48,168
38.4397,-752.8447875976562,14.177,169,845000,4489.59,4536.29,169
37.4856,-758.02783203125,15.1165,170,850000,4631.83,4675.72,170
38.5175,-760.1853637695312,14.2487,171,855000,4422.98,4576.46,171
38.8617,-723.6525268554688,15.9175,172,860000,4467.32,4523.17,172
36.8847,-720.3403930664062,14.3497,173,865000,4509.77,4517.79,173
37.5355,-728.1385498046875,15.2597,174,870000,4602.36,4811.12,174
37.2711,-758.8800659179688,14.1168,175,875000,4519.12,4554.09,175
38.0017,-774.70263671875,14.6656,176,880000,4304.3,4493.84,176
38.369,-776.20068359375,15.2444,177,885000,4507.43,4546.99,177
36.8633,-786.8131103515625,14.0183,178,890000,4519.94,4491.89,178
37.3306,-762.2444458007812,13.5463,179,895000,4567.55,4669.74,179
36.9048,-742.21044921875,14.2519,180,900000,4548.25,4487.43,180
37.8574,-766.5047607421875,14.7126,181,905000,4348.99,4665.07,181
37.6072,-828.5440673828125,14.5056,182,910000,4539.87,4647.99,182
38.2419,-823.7315063476562,13.4655,183,915000,4556.96,4490.69,183
36.3152,-793.3472290039062,13.7162,184,920000,4482.27,4516.0,184
37.5855,-846.5400390625,15.0905,185,925000,4500.29,4581.63,185
37.2788,-791.5418090820312,14.7149,186,930000,4559.18,4592.26,186
37.1777,-841.12353515625,13.3489,187,935000,4449.98,4490.14,187
38.1001,-875.0892944335938,14.9022,188,940000,4459.28,4458.49,188
37.2962,-851.5184326171875,13.4959,189,945000,4523.72,4561.13,189
37.1624,-978.0647583007812,19.4236,190,950000,4177.7,4631.85,190
36.3753,-807.62109375,15.086,191,955000,4629.72,4709.36,191
37.9371,-878.0814819335938,15.786,192,960000,4564.75,4643.46,192
37.8649,-831.8219604492188,16.3942,193,965000,4727.22,4766.66,193
37.1343,-833.1900024414062,15.5678,194,970000,4678.12,4823.11,194
38.1663,-877.7241821289062,14.7097,195,975000,4507.04,4692.83,195
36.7745,-804.9384765625,14.7025,196,980000,4795.87,4867.21,196
38.1758,-883.8583374023438,15.1967,197,985000,4627.32,4855.32,197
39.7575,-1028.148681640625,17.6474,198,990000,4358.69,4708.26,198
38.4828,-950.95166015625,15.4584,199,995000,4518.8,4778.92,199
36.8734,-870.2352294921875,15.4392,200,1000000,4779.18,4887.62,200
37.6923,-920.5459594726562,14.5872,201,1005000,4528.54,4737.93,201
36.4189,-856.09375,14.705,202,1010000,4766.43,4761.06,202
36.7056,-884.6289672851562,14.0844,203,1015000,4714.34,4751.64,203
36.6526,-857.0422973632812,15.3437,204,1020000,4747.53,4858.7,204
37.0583,-907.3890380859375,14.765,205,1025000,4645.14,4817.64,205
36.9601,-907.45849609375,15.1649,206,1030000,4613.47,4755.18,206
36.136,-909.4642944335938,14.862,207,1035000,4713.48,4808.66,207
37.1165,-950.8448486328125,15.4897,208,1040000,4632.33,4760.72,208
38.9837,-1017.55859375,14.8232,209,1045000,4536.87,4554.29,209
36.8875,-948.5253295898438,15.1362,210,1050000,4640.59,4734.27,210
38.4045,-1042.5245361328125,15.0767,211,1055000,4396.33,4587.5,211
38.2483,-971.009521484375,14.3578,212,1060000,4614.76,4705.22,212
38.5497,-1062.428466796875,14.7997,213,1065000,4479.58,4494.19,213
36.8252,-951.0623168945312,15.4332,214,1070000,4564.28,4691.81,214
37.0086,-967.3920288085938,15.6768,215,1075000,4523.85,4654.83,215
37.1076,-1009.59765625,14.6734,216,1080000,4549.26,4589.86,216
36.9102,-1003.3775634765625,15.4797,217,1085000,4587.02,4561.06,217
36.7288,-1012.1431274414062,15.0361,218,1090000,4358.08,4490.52,218
37.2423,-1009.5556030273438,14.5893,219,1095000,4679.06,4688.61,219
37.5556,-1113.5584716796875,14.455,220,1100000,4339.28,4587.24,220
37.4401,-1072.5260009765625,15.9239,221,1105000,4161.56,4596.44,221
38.5744,-1064.230224609375,14.7408,222,1110000,4535.85,4558.1,222
37.0635,-1090.2220458984375,14.4314,223,1115000,4405.53,4563.68,223
38.137,-1166.505615234375,15.1173,224,1120000,4514.44,4619.82,224
36.0849,-989.9645385742188,13.3301,225,1125000,4676.45,4737.71,225
37.2327,-1164.8106689453125,14.5784,226,1130000,4333.39,4496.6,226
36.7581,-1033.71826171875,14.2611,227,1135000,4451.1,4510.4,227
36.8722,-1181.4530029296875,13.6509,228,1140000,3790.54,3763.14,228
36.6877,-1180.4439697265625,12.8713,229,1145000,4484.81,4415.07,229
36.0931,-1033.4556884765625,14.1346,230,1150000,4603.27,4685.34,230
37.7313,-1162.9111328125,14.5027,231,1155000,3946.0,4243.62,231
36.955,-1072.6475830078125,13.8161,232,1160000,4442.49,4643.17,232
36.3231,-1190.754150390625,13.3576,233,1165000,4213.51,4354.53,233
37.063,-1085.2333984375,13.617,234,1170000,4511.54,4692.25,234
39.9475,-1500.669921875,13.9313,235,1175000,4151.5,4336.53,235
37.9715,-1216.0777587890625,15.1919,236,1180000,4182.92,4599.61,236
38.4455,-1233.0638427734375,14.4042,237,1185000,4456.47,4457.19,237
37.1764,-1302.41015625,13.118,238,1190000,3995.08,3522.6,238
37.5558,-1294.6534423828125,13.6752,239,1195000,3328.51,3752.43,239
37.0831,-1080.4912109375,14.3621,240,1200000,4602.56,4628.35,240
36.4386,-1106.4410400390625,13.7299,241,1205000,4501.67,4518.66,241
37.1948,-1189.9683837890625,14.4542,242,1210000,4358.55,4673.86,242
37.9581,-1427.18408203125,13.1357,243,1215000,4399.67,4584.11,243
37.6414,-1236.8348388671875,13.3115,244,1220000,4471.47,4592.42,244
36.7484,-1204.6534423828125,13.4406,245,1225000,4531.62,4910.41,245
37.4475,-1300.3555908203125,16.954,246,1230000,4650.07,4805.4,246
38.0038,-1467.0106201171875,14.1597,247,1235000,3751.18,4439.47,247
36.6491,-1311.0594482421875,13.4163,248,1240000,4319.3,4454.73,248
36.4963,-1137.980712890625,13.6834,249,1245000,4595.37,4862.89,249
37.1915,-1176.8179931640625,15.016,250,1250000,4451.67,4696.9,250
37.5564,-1281.281005859375,14.6615,251,1255000,4519.27,4775.46,251
36.8996,-1176.9078369140625,14.6843,252,1260000,4772.78,4837.9,252
36.8377,-1190.374755859375,14.8409,253,1265000,4433.21,4804.83,253
37.0439,-1311.9957275390625,14.7122,254,1270000,4394.54,4758.87,254
37.4411,-1319.700927734375,14.9945,255,1275000,4579.65,4619.86,255
37.449,-1275.542236328125,15.4414,256,1280000,4413.17,4594.48,256
36.5938,-1278.4351806640625,13.1553,257,1285000,4456.18,4777.55,257
37.5488,-1440.7510986328125,13.1138,258,1290000,4376.07,4324.56,258
37.2478,-1294.5267333984375,15.4111,259,1295000,4653.69,4774.94,259
37.3278,-1234.482666015625,14.3974,260,1300000,4597.15,4874.07,260
37.858,-1398.79638671875,13.6091,261,1305000,4224.01,4884.94,261
37.4768,-1245.1871337890625,14.9934,262,1310000,4726.33,4741.13,262
37.0585,-1299.8665771484375,14.2826,263,1315000,3930.44,4747.57,263
37.4424,-1428.8836669921875,14.274,264,1320000,4520.64,3604.66,264
37.417,-1368.647216796875,13.7645,265,1325000,4659.88,4827.12,265
36.1241,-1349.508056640625,13.5247,266,1330000,4678.36,4569.53,266
37.0033,-1411.1817626953125,12.8622,267,1335000,4581.52,4474.88,267
37.8898,-1464.6298828125,13.2857,268,1340000,4191.31,4456.13,268
37.5058,-1376.049560546875,13.4628,269,1345000,4541.48,4223.95,269
38.0976,-1644.826904296875,12.7577,270,1350000,4158.75,4540.09,270
38.2149,-1654.233642578125,12.4616,271,1355000,3401.43,3973.36,271
35.9248,-1260.7286376953125,13.1498,272,1360000,4681.7,4933.27,272
36.9329,-1373.3748779296875,13.6013,273,1365000,4367.53,4965.11,273
37.0795,-1381.5665283203125,14.0086,274,1370000,4815.85,4985.21,274
37.3783,-1334.568115234375,14.4391,275,1375000,4749.48,5019.75,275
36.5742,-1410.15185546875,13.2248,276,1380000,4526.81,4907.61,276
36.717,-1434.40673828125,13.2545,277,1385000,4826.89,5023.37,277
37.1904,-1527.3746337890625,12.5623,278,1390000,3966.2,4174.04,278
37.1711,-1480.0308837890625,13.5302,279,1395000,4640.26,4271.09,279
36.9706,-1409.1697998046875,15.768,280,1400000,4594.59,4747.42,280
36.7055,-1289.21142578125,13.3041,281,1405000,4408.59,5040.53,281
36.1849,-1300.1634521484375,12.9714,282,1410000,4643.23,5115.01,282
36.0361,-1270.50732421875,13.2758,283,1415000,4610.28,5069.4,283
36.5037,-1343.71044921875,13.1588,284,1420000,4805.27,5076.56,284
36.9263,-1390.546142578125,14.2143,285,1425000,4841.17,5031.43,285
35.8578,-1393.16943359375,14.112,286,1430000,4824.68,4917.67,286
36.3957,-1468.4930419921875,14.2508,287,1435000,4759.05,4849.59,287
37.1371,-1483.0357666015625,13.5031,288,1440000,4550.0,4960.82,288
37.5469,-1513.947021484375,14.07,289,1445000,4693.78,4840.12,289
36.9655,-1442.334716796875,14.0354,290,1450000,4823.13,4973.27,290
36.7398,-1571.2318115234375,13.1521,291,1455000,4778.53,4917.2,291
36.3641,-1441.5458984375,13.6785,292,1460000,4687.54,4801.64,292
36.1619,-1492.6693115234375,13.5465,293,1465000,4351.13,4924.8,293
36.7309,-1662.9815673828125,15.629,294,1470000,4726.02,4896.08,294
36.5751,-1453.9256591796875,13.4441,295,1475000,4789.69,4932.05,295
36.5989,-1478.6796875,13.3697,296,1480000,4662.32,4947.98,296
36.7331,-1455.368896484375,14.0096,297,1485000,4656.78,4591.44,297
36.1797,-1495.888916015625,13.2911,298,1490000,4759.29,4403.3,298
37.4979,-1879.521728515625,14.7664,299,1495000,4769.79,4314.95,299
36.8045,-1494.6275634765625,14.6674,300,1500000,4883.14,5088.51,300
37.4759,-1560.955322265625,15.3505,301,1505000,4781.37,4944.05,301
37.1731,-1645.9912109375,13.7754,302,1510000,4849.82,5054.42,302
36.4347,-1486.60693359375,14.2756,303,1515000,4640.09,5053.51,303
37.3656,-1604.8541259765625,14.3811,304,1520000,4779.8,5065.56,304
36.7256,-1558.0242919921875,13.7497,305,1525000,4876.03,5109.88,305
36.3284,-1484.5693359375,14.0133,306,1530000,4862.38,5047.95,306
37.2667,-1572.4398193359375,13.8174,307,1535000,4595.57,4930.6,307
36.7746,-1599.02197265625,13.3805,308,1540000,4786.29,4942.74,308
37.2373,-1719.217041015625,13.3854,309,1545000,4834.09,5013.92,309
36.78,-1587.6490478515625,13.7442,310,1550000,4592.0,4988.15,310
36.4458,-1529.3575439453125,13.9193,311,1555000,4751.44,5122.84,311
35.9537,-1613.121826171875,13.8455,312,1560000,4861.24,5067.16,312
36.9731,-1595.6187744140625,14.2683,313,1565000,4912.35,4995.91,313
36.2956,-1645.7393798828125,13.4524,314,1570000,4762.77,4822.78,314
36.0793,-1586.6661376953125,14.1078,315,1575000,4887.26,5101.99,315
36.2824,-1561.2735595703125,13.2718,316,1580000,4939.46,5132.35,316
36.5236,-1591.3043212890625,14.3796,317,1585000,4952.72,5097.49,317
35.9558,-1610.28759765625,13.0875,318,1590000,4815.82,4963.53,318
36.484,-1623.2576904296875,13.8926,319,1595000,4854.01,5020.46,319
36.8046,-1632.352783203125,14.7082,320,1600000,4982.73,5148.29,320
36.5561,-1654.1412353515625,13.9721,321,1605000,4846.35,4929.66,321
35.4916,-1557.7418212890625,13.096,322,1610000,4895.8,5101.31,322
36.0172,-1609.9437255859375,13.1059,323,1615000,4855.97,5058.92,323
36.5063,-1724.4537353515625,13.4076,324,1620000,4905.45,5134.88,324
36.1535,-1622.94091796875,13.8274,325,1625000,4935.05,5127.97,325
35.5175,-1632.187744140625,13.0743,326,1630000,4898.67,5023.17,326
35.8727,-1655.4708251953125,13.7181,327,1635000,4736.7,4950.45,327
35.6735,-1631.3226318359375,13.2002,328,1640000,4899.42,4997.6,328
36.2263,-1735.5615234375,14.1146,329,1645000,4850.85,4940.43,329
35.9873,-1663.63037109375,12.5519,330,1650000,4823.33,4914.41,330
36.626,-1736.671630859375,14.1332,331,1655000,4812.01,4940.0,331
35.7279,-1647.3133544921875,13.6185,332,1660000,4903.47,5021.63,332
35.5224,-1709.368896484375,14.1979,333,1665000,4886.13,4972.3,333
40.573,-2861.6181640625,16.7835,334,1670000,1242.66,-0.13,334
35.8424,-1738.5595703125,13.5722,335,1675000,4881.69,5001.24,335
35.0465,-1592.4381103515625,13.0014,336,1680000,4980.8,5123.11,336
34.4895,-1603.737060546875,12.9147,337,1685000,4971.92,5122.34,337
35.049,-1688.1820068359375,13.0586,338,1690000,4888.24,4958.68,338
35.8835,-1728.0657958984375,13.5443,339,1695000,4913.18,5023.39,339
36.0354,-1687.828369140625,12.9462,340,1700000,4915.83,5027.72,340
35.62,-1716.13818359375,13.7268,341,1705000,4657.19,5065.41,341
35.5096,-1642.5810546875,13.3436,342,1710000,5055.8,5229.32,342
35.7972,-1711.44384765625,13.8727,343,1715000,4991.99,5104.21,343
35.2744,-1613.0970458984375,13.6862,344,1720000,5100.48,5277.65,344
34.6741,-1587.75732421875,13.6312,345,1725000,5056.95,5186.25,345
35.331,-1660.940673828125,14.4736,346,1730000,5071.26,5292.17,346
36.2645,-1928.2001953125,13.2031,347,1735000,4972.39,5104.82,347
36.4645,-1664.79443359375,14.1725,348,1740000,4840.37,5330.3,348
35.3919,-1741.1260986328125,14.0895,349,1745000,4810.95,5102.31,349
34.2377,-1613.1602783203125,13.3985,350,1750000,4985.66,5152.86,350
35.4971,-1817.3336181640625,13.4735,351,1755000,5101.26,5302.79,351
35.093,-1724.604248046875,13.6605,352,1760000,5050.02,5238.78,352
35.7451,-1789.5523681640625,13.9162,353,1765000,5003.47,5101.93,353
37.3661,-2484.294921875,12.265,354,1770000,609.93,442.42,354
35.4507,-1800.9810791015625,14.661,355,1775000,5029.46,5127.39,355
34.9357,-1725.7010498046875,14.1257,356,1780000,5071.76,5260.79,356
34.6268,-1640.2247314453125,14.5984,357,1785000,5176.89,5315.54,357
34.7048,-1797.2874755859375,13.4618,358,1790000,5079.01,5235.9,358
35.032,-1758.4561767578125,13.6122,359,1795000,5093.66,5298.61,359
35.1525,-1750.5811767578125,13.2838,360,1800000,5054.62,5309.22,360
50.4024,-4475.15625,70.277,361,1805000,179.98,219.9,361
50.2145,-3795.097900390625,30.1221,362,1810000,375.15,406.77,362
49.6614,-3798.534912109375,17.0099,363,1815000,463.57,445.27,363
42.2617,-2851.69482421875,14.3621,364,1820000,2074.69,2786.43,364
43.7005,-3170.423828125,36.3313,365,1825000,1062.6,1954.52,365
46.7989,-3330.872802734375,41.7836,366,1830000,669.02,439.03,366
38.3196,-3141.5166015625,14.9332,367,1835000,2576.49,1133.6,367
40.7836,-3849.595458984375,17.1232,368,1840000,2082.41,746.14,368
36.7187,-2129.857177734375,12.8518,369,1845000,4382.01,4808.76,369
36.4748,-1990.918212890625,13.2828,370,1850000,4744.89,5034.77,370
36.5678,-2012.0625,13.7541,371,1855000,4851.23,5025.5,371
36.5366,-2250.331298828125,15.8994,372,1860000,4924.13,5152.58,372
36.1003,-1972.465087890625,13.3883,373,1865000,4557.09,5123.31,373
35.9488,-1925.670654296875,13.6214,374,1870000,4767.3,5161.22,374
36.0357,-2041.506103515625,13.406,375,1875000,4715.28,5162.43,375
36.3344,-2018.289306640625,13.3399,376,1880000,4712.54,5058.56,376
35.8808,-2098.968017578125,13.493,377,1885000,4950.68,5150.13,377
35.9436,-1929.8045654296875,13.1288,378,1890000,4920.43,5060.72,378
36.3552,-2120.970703125,17.1514,379,1895000,4566.91,5168.02,379
36.4734,-2117.1943359375,14.8182,380,1900000,4789.85,5153.4,380
35.722,-1954.408447265625,13.1683,381,1905000,4943.75,5078.31,381
34.8666,-1882.8968505859375,13.1399,382,1910000,4860.22,5189.05,382
