Running Forward KL,Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Running Env Steps,Itration
371.4279,-29091.333984375,547.66,229.7825,42,1171.55,210000,42
357.7296,-27349.71484375,708.75,214.3205,43,1252.08,215000,43
385.4631,-28950.53515625,523.12,246.6263,44,856.92,220000,44
374.6756,-26809.859375,708.7,205.1011,45,1280.42,225000,45
370.7916,-27498.37109375,1102.08,202.7772,46,1416.16,230000,46
353.2191,-21037.5546875,682.58,186.1437,47,1848.44,235000,47
374.0565,-28497.724609375,849.81,252.4569,48,1378.26,240000,48
363.8465,-26886.111328125,886.47,193.1768,49,2069.43,245000,49
337.2207,-15961.8818359375,786.81,168.9909,50,2461.03,250000,50
351.6085,-21261.783203125,991.46,174.6054,51,2464.55,255000,51
340.545,-20256.443359375,1066.99,186.3504,52,2495.07,260000,52
339.804,-21388.109375,1033.75,160.7214,53,3227.18,265000,53
353.2038,-21534.734375,976.84,183.4135,54,2926.9,270000,54
340.2787,-26037.01953125,1232.13,183.973,55,3335.95,275000,55
335.2745,-26269.537109375,997.93,176.5581,56,2584.93,280000,56
342.14,-24658.796875,1090.43,187.8653,57,2724.46,285000,57
352.007,-25972.7734375,1399.27,191.5907,58,2067.78,290000,58
350.6298,-30170.544921875,2943.37,196.7718,59,2750.47,295000,59
339.8229,-29130.697265625,2024.97,196.4953,60,2837.01,300000,60
318.7795,-16300.501953125,1018.33,144.5482,61,1773.49,305000,61
340.7671,-29885.50390625,1207.25,202.2641,62,2353.83,310000,62
338.3627,-34528.890625,2350.31,218.0186,63,2643.36,315000,63
336.7726,-27809.73046875,1582.77,219.1953,64,2157.84,320000,64
320.2819,-24353.662109375,1250.16,168.1356,65,1949.77,325000,65
331.3437,-29481.12109375,1752.56,201.7152,66,2787.21,330000,66
329.2686,-26266.13671875,1182.27,165.8518,67,3819.66,335000,67
340.401,-36073.9921875,977.77,270.0645,68,2564.64,340000,68
340.2538,-37060.59765625,1941.51,217.8855,69,2765.72,345000,69
322.9219,-19869.349609375,811.54,158.9551,70,3282.52,350000,70
334.9929,-34606.9140625,1473.59,216.2334,71,2955.36,355000,71
311.8701,-15272.2314453125,2178.45,121.6285,72,3909.81,360000,72
322.8835,-30349.068359375,1285.98,204.7324,73,2932.83,365000,73
340.9097,-35884.55859375,1143.45,232.4778,74,2852.4,370000,74
335.3635,-32638.263671875,1314.95,205.5528,75,2339.8,375000,75
328.7163,-32003.84375,569.5,208.6167,76,2248.14,380000,76
319.1347,-19972.720703125,609.73,151.4611,77,3736.4,385000,77
321.2738,-22799.525390625,1388.95,147.0231,78,3329.44,390000,78
339.7788,-43780.171875,1716.82,259.0554,79,1946.43,395000,79
332.7078,-33547.29296875,1743.02,168.7075,80,2782.48,400000,80
339.946,-39791.26171875,1258.97,182.6727,81,2962.44,405000,81
353.4135,-46807.48046875,1319.49,232.0585,82,1754.19,410000,82
330.1447,-39479.71875,2524.94,206.4912,83,3225.59,415000,83
319.9465,-32837.2265625,4001.04,183.6234,84,2874.26,420000,84
321.6742,-34994.78125,4155.4,181.0706,85,3370.22,425000,85
318.638,-27021.29296875,3632.25,145.8764,86,3719.84,430000,86
338.1367,-42278.0859375,1486.96,194.3936,87,2830.79,435000,87
326.3086,-42426.484375,1302.5,236.8737,88,3356.98,440000,88
321.2525,-36879.1015625,2949.21,175.3144,89,3263.9,445000,89
341.6874,-42546.203125,2538.03,216.0256,90,3619.42,450000,90
329.3968,-32310.169921875,2760.02,164.2214,91,4023.17,455000,91
319.725,-32516.783203125,3301.6,160.6063,92,3629.24,460000,92
321.404,-30579.6328125,3417.38,152.8339,93,4370.32,465000,93
316.978,-34093.9609375,4525.86,142.8089,94,4062.83,470000,94
317.9393,-37638.8828125,4279.82,165.6445,95,4104.76,475000,95
327.2836,-30840.67578125,3607.68,160.3087,96,4728.21,480000,96
321.2837,-30810.712890625,4708.97,144.4174,97,4276.53,485000,97
325.8492,-38094.73046875,3523.0,151.1536,98,4718.12,490000,98
320.6474,-31691.66015625,3986.89,144.5839,99,4714.62,495000,99
310.187,-30592.109375,4567.31,130.9239,100,4685.03,500000,100
315.611,-32905.04296875,4796.21,134.6556,101,4490.88,505000,101
315.0016,-37200.03125,4301.76,154.2128,102,4692.23,510000,102
312.853,-37258.05078125,2729.7,137.3859,103,4727.36,515000,103
317.9091,-35673.3359375,4532.33,136.9627,104,4695.31,520000,104
319.8454,-36634.76171875,4967.98,143.0232,105,4783.6,525000,105
330.1303,-39642.92578125,4823.43,163.8696,106,4771.24,530000,106
321.7323,-41007.40234375,4183.6,144.2374,107,3753.69,535000,107
327.2167,-47603.5546875,4456.0,165.3136,108,4522.24,540000,108
320.9867,-43249.8984375,4047.62,147.5652,109,4538.97,545000,109
315.603,-43145.30859375,4984.27,138.427,110,4765.97,550000,110
322.7843,-42799.10546875,4348.58,150.1983,111,4755.64,555000,111
312.841,-44436.5234375,4476.4,135.0154,112,4952.31,560000,112
328.6059,-48140.90625,2550.69,152.359,113,4609.96,565000,113
316.2386,-48190.74609375,2732.47,139.4571,114,4931.58,570000,114
318.1753,-49333.46875,4006.9,145.0157,115,4853.97,575000,115
337.7845,-51129.14453125,2685.62,164.6771,116,4722.54,580000,116
339.8517,-52269.375,2732.61,179.9354,117,4041.68,585000,117
309.8643,-50566.58984375,4275.25,127.6291,118,4905.05,590000,118
324.3794,-51934.8359375,3662.63,146.0714,119,4746.23,595000,119
322.439,-51873.53515625,3186.81,137.0992,120,4255.0,600000,120
319.7293,-52744.22265625,3966.74,137.8749,121,4791.14,605000,121
326.3842,-55049.28515625,3099.21,151.7757,122,4473.26,610000,122
320.6282,-55775.640625,2969.5,144.0629,123,4783.42,615000,123
323.2534,-57916.00390625,3057.98,135.3636,124,4677.4,620000,124
331.157,-59838.62890625,2894.43,161.3502,125,4657.64,625000,125
331.4962,-60147.6953125,3831.38,157.5311,126,4687.46,630000,126
311.4224,-57280.0859375,2665.59,118.5023,127,4553.27,635000,127
319.5266,-60254.87109375,3487.99,133.4056,128,4089.94,640000,128
328.4449,-60875.08984375,2375.53,156.1398,129,4568.94,645000,129
329.6906,-65576.2421875,2556.4,221.1583,130,2919.99,650000,130
315.4945,-59762.91015625,4151.56,130.5233,131,4863.06,655000,131
313.1849,-61653.90234375,3887.84,129.3022,132,4860.94,660000,132
309.2578,-64230.82421875,3721.63,119.6404,133,4298.09,665000,133
310.2889,-63687.87890625,4084.64,118.2755,134,4542.7,670000,134
311.1767,-63767.5703125,3975.33,119.1111,135,4516.64,675000,135
323.8659,-66022.828125,2712.29,137.8294,136,4423.69,680000,136
309.3996,-65011.984375,4196.48,129.932,137,4823.02,685000,137
319.9771,-66399.3984375,3083.27,150.8322,138,4096.27,690000,138
300.9894,-63109.2421875,3546.93,107.1213,139,4890.05,695000,139
311.214,-65613.28125,3384.85,116.8326,140,4698.83,700000,140
310.6325,-68152.90625,4284.79,118.3758,141,4663.44,705000,141
314.5739,-67220.03125,4822.4,122.8218,142,4509.38,710000,142
308.8956,-67834.9375,4688.62,118.7965,143,4892.67,715000,143
315.584,-70364.0625,2026.88,142.4501,144,3951.8,720000,144
314.7618,-70350.1796875,3870.05,144.87,145,4142.01,725000,145
310.7229,-72427.5625,4649.02,125.9982,146,3792.18,730000,146
303.1185,-68468.8671875,4644.91,111.9606,147,4908.15,735000,147
304.5922,-69199.921875,4992.5,104.4118,148,4438.17,740000,148
311.322,-70985.65625,2118.69,124.0595,149,4937.63,745000,149
318.9275,-75568.84375,4462.22,158.7674,150,4640.5,750000,150
305.7208,-71777.484375,5082.23,112.5368,151,4747.61,755000,151
303.3917,-73223.65625,2986.95,113.4136,152,4389.88,760000,152
310.2929,-72335.1796875,2665.41,114.1388,153,4804.47,765000,153
309.9621,-73049.265625,3815.63,119.0465,154,4055.87,770000,154
313.5341,-74618.6875,2284.9,140.0676,155,4567.51,775000,155
307.237,-74221.40625,1270.66,110.9207,156,4683.49,780000,156
311.659,-75893.484375,4452.09,117.9948,157,4782.54,785000,157
307.021,-74459.3671875,1570.68,115.0144,158,4960.24,790000,158
311.2859,-75394.390625,1112.51,125.2361,159,4903.69,795000,159
306.4275,-75913.1484375,2532.6,123.963,160,4995.25,800000,160
304.3244,-77652.9296875,2660.76,107.9994,161,4393.91,805000,161
311.4873,-77662.453125,1303.26,139.9468,162,4222.63,810000,162
311.2605,-77937.53125,1755.63,118.7219,163,4566.04,815000,163
308.1261,-78888.3359375,2347.56,113.3045,164,4752.16,820000,164
309.1049,-78090.65625,2575.24,140.2253,165,4185.22,825000,165
312.89,-78453.2421875,2614.5,165.0895,166,3379.81,830000,166
311.0322,-79211.28125,1379.51,119.2772,167,4509.35,835000,167
311.4091,-79736.34375,889.23,155.095,168,4279.37,840000,168
311.149,-79883.203125,1960.78,114.7145,169,4665.95,845000,169
310.2956,-80275.03125,1848.88,111.1547,170,4627.51,850000,170
305.926,-81655.03125,4055.2,106.9249,171,4781.33,855000,171
300.7421,-80854.3828125,2090.38,105.4176,172,4911.73,860000,172
303.3723,-81660.6328125,1525.55,107.496,173,3970.98,865000,173
306.2682,-82241.7109375,1052.25,107.3832,174,4979.1,870000,174
310.67,-83386.9140625,1843.35,110.175,175,4931.89,875000,175
300.66,-82796.5234375,2335.64,104.3309,176,5031.5,880000,176
309.0875,-84278.203125,5086.52,112.806,177,4987.59,885000,177
304.4502,-83744.984375,1588.21,112.9404,178,4826.79,890000,178
311.2249,-84262.9765625,1506.88,116.0859,179,4666.86,895000,179
305.9214,-83827.6171875,1071.74,106.9403,180,5014.69,900000,180
310.493,-86165.0625,1237.35,131.6099,181,4767.9,905000,181
307.266,-85005.2421875,2658.82,107.0987,182,4793.92,910000,182
312.9884,-85331.5859375,2998.67,121.221,183,4767.22,915000,183
310.8823,-86700.34375,992.75,113.3316,184,4563.42,920000,184
314.8297,-85660.015625,1266.56,120.2185,185,4887.66,925000,185
307.1586,-86018.3984375,1601.11,113.0561,186,4714.49,930000,186
309.2134,-87168.265625,1072.83,128.565,187,5106.39,935000,187
308.2424,-87200.0625,4956.31,110.1609,188,5037.31,940000,188
311.6992,-86932.640625,2164.5,121.2004,189,5013.46,945000,189
306.2949,-87084.2265625,3338.19,108.1755,190,4712.02,950000,190
316.0289,-87128.09375,2597.59,119.741,191,4800.66,955000,191
312.4858,-86064.109375,4026.68,113.3694,192,5016.58,960000,192
308.3841,-86974.9921875,2702.95,113.9161,193,5109.2,965000,193
313.328,-87775.703125,1631.84,111.0684,194,4846.58,970000,194
310.7531,-87749.3046875,2798.56,135.2317,195,4126.84,975000,195
312.8036,-87768.75,1415.99,143.7083,196,3950.76,980000,196
306.92,-87661.984375,3202.6,118.6817,197,5028.72,985000,197
315.3087,-89753.046875,3549.26,121.1919,198,4592.39,990000,198
318.1454,-88002.59375,1019.87,166.2769,199,4319.68,995000,199
306.4068,-88299.25,929.59,109.5831,200,4668.42,1000000,200
315.0504,-85744.90625,1081.81,140.8152,201,4876.29,1005000,201
314.5445,-87084.265625,902.7,147.0441,202,3825.26,1010000,202
305.6237,-88737.28125,1587.16,103.971,203,4227.9,1015000,203
318.3464,-87147.8515625,760.09,181.5497,204,2812.2,1020000,204
332.4433,-88489.2109375,1476.41,286.2205,205,3464.09,1025000,205
311.9575,-88854.96875,2605.87,174.2357,206,3203.29,1030000,206
307.182,-90156.25,1250.13,121.2766,207,4863.44,1035000,207
304.463,-89137.9453125,3528.62,109.3374,208,4946.25,1040000,208
311.9735,-90360.6875,2979.42,115.2639,209,5082.06,1045000,209
314.085,-90237.1796875,845.74,151.6337,210,4492.22,1050000,210
308.9954,-89957.421875,2355.22,116.7252,211,4984.72,1055000,211
312.4508,-90708.34375,4882.61,142.4706,212,4779.78,1060000,212
311.5376,-88690.7890625,4510.26,139.7035,213,4824.04,1065000,213
318.0292,-89456.640625,4547.46,157.7408,214,4532.17,1070000,214
316.8119,-90931.0078125,3410.12,131.5979,215,4612.11,1075000,215
315.8433,-89005.0234375,4722.58,143.0287,216,4605.89,1080000,216
311.6158,-90495.0390625,3884.62,129.2308,217,4650.76,1085000,217
311.2965,-91376.0546875,2705.87,110.186,218,4628.79,1090000,218
309.1278,-90827.3515625,4967.89,111.553,219,4533.61,1095000,219
319.8524,-90981.140625,3880.52,153.6127,220,4902.94,1100000,220
316.4897,-91259.578125,5120.75,127.8821,221,4434.47,1105000,221
323.4876,-91135.8515625,4455.41,165.2787,222,4349.15,1110000,222
318.7288,-90863.8515625,4664.76,124.8401,223,4201.68,1115000,223
322.5268,-89996.0859375,4041.76,130.1384,224,4251.37,1120000,224
317.34,-90654.6015625,3040.18,136.1514,225,4183.53,1125000,225
324.8902,-89498.96875,2953.15,155.3678,226,4689.73,1130000,226
321.0629,-90899.03125,3011.08,139.6196,227,3988.76,1135000,227
311.2745,-91336.5078125,2682.62,107.373,228,3687.79,1140000,228
332.0985,-90390.0234375,1596.76,176.4719,229,3042.78,1145000,229
316.384,-92263.9765625,1754.16,131.8374,230,4543.59,1150000,230
319.5203,-92393.875,1786.33,140.9702,231,4309.04,1155000,231
332.2643,-88434.953125,1482.64,157.8946,232,3658.64,1160000,232
325.3006,-91194.5078125,1333.71,144.9788,233,3554.1,1165000,233
324.588,-92109.9296875,2071.46,138.1032,234,3697.63,1170000,234
324.5926,-90103.5859375,3670.75,136.9252,235,3827.02,1175000,235
321.108,-91183.0546875,1751.6,127.0026,236,4198.77,1180000,236
324.6963,-91187.0390625,2583.58,139.1012,237,3888.11,1185000,237
316.99,-91705.984375,2239.73,132.8358,238,4630.55,1190000,238
318.6516,-89939.8984375,1714.19,120.8159,239,4023.83,1195000,239
319.7529,-90773.0703125,1158.84,119.9205,240,4049.85,1200000,240
312.6787,-90420.25,1040.97,139.8248,241,4256.35,1205000,241
328.5186,-88160.9296875,861.31,181.5142,242,3209.2,1210000,242
322.7717,-88742.296875,1435.08,157.4267,243,4511.2,1215000,243
317.5714,-92709.984375,2353.45,126.1513,244,4032.76,1220000,244
318.9318,-88932.1171875,1766.56,141.2734,245,4044.22,1225000,245
324.5174,-87919.390625,863.62,135.7495,246,3001.66,1230000,246
329.3261,-86485.53125,1309.43,141.4377,247,2890.36,1235000,247
323.7916,-91843.5859375,1516.46,129.6603,248,4265.61,1240000,248
337.4146,-88228.9140625,610.83,155.8982,249,3901.14,1245000,249
328.0883,-87541.5390625,1237.3,157.3445,250,3641.73,1250000,250
334.8658,-85727.0625,1691.66,180.0676,251,4019.01,1255000,251
327.6701,-89810.90625,1410.85,150.6184,252,4019.6,1260000,252
312.5232,-92431.7578125,1745.11,117.3646,253,4419.6,1265000,253
314.9572,-92330.7578125,1450.48,128.8027,254,4015.34,1270000,254
314.1044,-91946.7421875,1397.75,129.8007,255,4366.48,1275000,255
328.6796,-83342.546875,576.17,154.7712,256,2208.19,1280000,256
332.8844,-85176.7578125,355.59,179.8972,257,1837.1,1285000,257
337.0313,-83773.046875,483.11,177.8279,258,2663.83,1290000,258
327.0023,-88401.71875,300.11,163.7584,259,4023.69,1295000,259
323.1265,-84325.2734375,943.29,147.8928,260,3107.82,1300000,260
325.6156,-86920.203125,3998.32,151.2458,261,3997.64,1305000,261
365.5582,-68332.078125,469.24,208.3844,262,945.11,1310000,262
392.058,-69674.03125,604.96,265.1317,263,657.1,1315000,263
418.4319,-65888.09375,2195.64,287.212,264,463.54,1320000,264
397.1834,-64625.3828125,730.26,290.3701,265,908.11,1325000,265
382.4266,-74215.34375,1057.04,279.0348,266,705.81,1330000,266
399.145,-63774.8984375,411.95,279.7857,267,949.98,1335000,267
404.5302,-63517.4609375,764.4,312.1214,268,880.33,1340000,268
413.6071,-68096.8671875,1947.23,316.7757,269,1079.27,1345000,269
351.3642,-82576.875,2331.64,187.036,270,2580.81,1350000,270
428.1344,-60647.26171875,507.11,354.3308,271,397.03,1355000,271
371.9662,-66271.8203125,934.85,281.6416,272,1241.68,1360000,272
405.0896,-61379.16015625,345.23,269.3462,273,980.65,1365000,273
377.95,-58733.61328125,892.79,248.8269,274,997.85,1370000,274
331.6657,-72571.5703125,1438.95,169.3028,275,3070.44,1375000,275
399.1633,-54933.00390625,431.39,279.8128,276,458.09,1380000,276
405.7081,-60964.21875,391.58,301.8056,277,605.87,1385000,277
400.002,-55600.40234375,496.61,320.3858,278,756.5,1390000,278
363.1668,-63431.3984375,1537.66,266.3931,279,1636.03,1395000,279
369.0726,-67715.578125,1596.01,267.435,280,1607.89,1400000,280
350.2677,-76931.359375,2479.59,222.9314,281,2376.06,1405000,281
384.2219,-67501.7109375,1886.89,272.6251,282,1516.05,1410000,282
422.7911,-65914.234375,1006.12,479.161,283,1544.78,1415000,283
427.7164,-50972.515625,193.1,495.2002,284,337.56,1420000,284
446.8424,-61338.98046875,296.93,496.3456,285,207.87,1425000,285
495.751,-78984.6875,451.21,338.5717,286,273.02,1430000,286
582.2727,-80559.4375,128.43,403.3871,287,137.92,1435000,287
447.2467,-81695.6171875,506.62,391.6547,288,654.34,1440000,288
451.7174,-69133.4609375,279.03,384.7045,289,313.6,1445000,289
479.1804,-69227.0234375,428.93,322.43,290,410.0,1450000,290
483.7641,-73080.5078125,308.37,391.6899,291,251.76,1455000,291
513.844,-87949.46875,370.26,428.7352,292,419.32,1460000,292
534.2551,-83239.5859375,184.5,567.0322,293,150.64,1465000,293
570.7102,-89420.1484375,121.28,929.5566,294,132.82,1470000,294
573.8143,-83712.0625,165.17,431.0838,295,174.32,1475000,295
524.2018,-81202.6953125,155.17,434.918,296,149.37,1480000,296
598.3952,-79566.6015625,100.76,402.5071,297,101.45,1485000,297
645.9107,-82272.4609375,88.92,523.3007,298,88.5,1490000,298
617.9445,-74758.203125,109.97,633.1058,299,112.15,1495000,299
612.4855,-79875.2421875,99.34,643.8574,300,129.81,1500000,300
621.253,-66360.1640625,100.46,591.1303,301,102.29,1505000,301
515.5228,-84807.6796875,157.65,632.2213,302,153.57,1510000,302
629.1548,-82935.1171875,106.51,776.1941,303,109.05,1515000,303
649.6325,-82388.2109375,97.42,859.372,304,96.8,1520000,304
627.3212,-72369.2265625,102.64,447.1936,305,103.92,1525000,305
633.2319,-75298.0078125,99.41,536.7734,306,101.03,1530000,306
653.148,-80561.6328125,96.76,757.1777,307,97.57,1535000,307
667.0503,-89932.0546875,92.52,997.3521,308,92.07,1540000,308
638.3774,-80596.78125,92.57,571.0979,309,92.63,1545000,309
653.2409,-76063.1796875,91.63,443.1905,310,92.02,1550000,310
564.4551,-86627.0234375,122.04,585.5893,311,120.17,1555000,311
636.628,-85905.90625,113.05,547.4437,312,116.26,1560000,312
572.2285,-92673.421875,243.96,793.2895,313,236.85,1565000,313
530.8625,-81336.984375,230.19,658.1558,314,231.15,1570000,314
515.7791,-84236.203125,223.85,795.4429,315,224.21,1575000,315
522.171,-85131.96875,309.45,720.2293,316,309.4,1580000,316
536.6876,-92538.5625,393.26,1087.1959,317,400.03,1585000,317
552.1195,-89238.28125,353.06,916.6532,318,345.53,1590000,318
534.586,-96198.5625,325.65,742.2564,319,346.24,1595000,319
519.9807,-96091.328125,323.85,1056.4581,320,347.33,1600000,320
526.1899,-94351.8203125,280.44,916.709,321,276.06,1605000,321
499.8677,-86362.109375,335.51,547.1004,322,353.31,1610000,322
597.5347,-93904.640625,271.86,1215.1219,323,269.88,1615000,323
552.1957,-92466.953125,198.47,808.6193,324,177.62,1620000,324
488.2292,-94356.2734375,359.09,909.1295,325,336.09,1625000,325
538.6235,-92211.59375,214.86,607.1379,326,228.9,1630000,326
490.0156,-93422.3515625,390.64,843.6665,327,381.93,1635000,327
459.616,-91604.53125,490.92,814.7948,328,461.27,1640000,328
482.3557,-86918.0546875,442.35,699.5279,329,472.01,1645000,329
477.7585,-91474.4765625,544.42,722.0509,330,521.37,1650000,330
466.0917,-95339.8046875,383.86,1149.4987,331,317.7,1655000,331
454.1551,-91751.4609375,403.33,920.1693,332,442.07,1660000,332
433.2296,-91564.390625,484.55,658.2701,333,454.66,1665000,333
462.2879,-91545.0703125,490.09,853.5621,334,440.81,1670000,334
469.1049,-94127.03125,495.61,926.5767,335,454.47,1675000,335
494.2937,-95877.9765625,318.41,888.3583,336,342.53,1680000,336
476.8261,-96340.1953125,385.79,879.5128,337,306.72,1685000,337
444.337,-96724.203125,387.57,932.4613,338,481.31,1690000,338
431.9951,-95570.21875,524.85,900.3342,339,471.81,1695000,339
444.1014,-95004.9921875,578.85,857.1009,340,518.18,1700000,340
413.7396,-97497.0390625,441.56,963.0062,341,709.66,1705000,341
429.5133,-98247.7265625,804.43,1129.3625,342,524.81,1710000,342
420.0848,-95447.2109375,669.91,986.356,343,591.0,1715000,343
419.7635,-96012.578125,656.46,1014.9922,344,585.6,1720000,344
423.1506,-98064.171875,606.58,1207.9025,345,534.29,1725000,345
472.8944,-96312.4296875,382.25,1044.4868,346,383.21,1730000,346
488.7653,-97963.15625,209.98,1296.8266,347,195.64,1735000,347
730.6731,-99139.8671875,73.21,1320.9988,348,73.71,1740000,348
739.2873,-99052.15625,63.24,1356.7414,349,63.7,1745000,349
747.926,-99104.2265625,64.8,1462.0187,350,63.89,1750000,350
728.0224,-98998.6015625,71.68,1581.8363,351,71.05,1755000,351
725.5909,-98955.8203125,65.04,1416.7098,352,64.99,1760000,352
732.6357,-99065.5703125,63.79,1514.1846,353,63.44,1765000,353
743.5394,-99226.3203125,64.13,1537.2772,354,64.13,1770000,354
740.5687,-99176.8828125,63.57,1520.7451,355,63.53,1775000,355
773.9239,-99308.015625,62.32,1534.604,356,63.16,1780000,356
758.357,-99229.1015625,62.46,1518.9275,357,62.42,1785000,357
787.3524,-99366.9375,60.25,1562.7347,358,61.31,1790000,358
763.6216,-99256.078125,62.86,1470.2718,359,62.78,1795000,359
804.7151,-99295.2890625,60.19,1410.8335,360,59.9,1800000,360
780.2342,-99371.7421875,63.36,1591.3027,361,63.1,1805000,361
825.5145,-99415.453125,64.5,1696.2314,362,64.48,1810000,362
790.1991,-99444.3203125,63.17,1759.2093,363,62.49,1815000,363
798.284,-99426.03125,63.7,1724.8816,364,63.77,1820000,364
799.8091,-99454.7578125,64.38,1785.787,365,64.64,1825000,365
792.1319,-99465.46875,65.13,1776.5863,366,64.73,1830000,366
808.2961,-99441.921875,64.14,1759.5656,367,64.41,1835000,367
794.2548,-99441.953125,63.74,1801.6698,368,63.92,1840000,368
833.9845,-99518.40625,63.6,1725.4108,369,64.1,1845000,369
784.2556,-99522.8203125,63.39,1639.7318,370,64.01,1850000,370
751.7215,-99489.0625,64.7,1285.4508,371,64.14,1855000,371
775.5286,-99538.7578125,64.31,1563.1652,372,64.29,1860000,372
736.2123,-99054.9140625,61.83,845.26,373,62.26,1865000,373
826.3356,-99552.109375,62.95,1735.0886,374,62.93,1870000,374
786.0514,-99604.890625,61.46,1715.1364,375,61.81,1875000,375
783.324,-99623.7265625,62.31,1705.98,376,61.37,1880000,376
755.0619,-99514.2265625,63.22,1071.7837,377,63.33,1885000,377
771.5638,-99570.953125,65.19,1701.1242,378,65.24,1890000,378
763.3873,-99537.25,63.93,1661.9367,379,64.12,1895000,379
767.858,-99611.3046875,64.34,1690.3542,380,63.83,1900000,380
729.6992,-98935.109375,61.4,895.6334,381,60.95,1905000,381
733.2262,-97153.984375,63.9,860.9847,382,64.11,1910000,382
771.3173,-99626.9609375,62.95,1682.7596,383,63.08,1915000,383
741.4152,-99408.140625,63.78,1191.2384,384,63.4,1920000,384
722.3554,-93892.203125,61.9,628.3746,385,61.37,1925000,385
748.0172,-97655.140625,61.65,1295.0096,386,61.64,1930000,386
741.8031,-97322.171875,59.75,883.1403,387,60.03,1935000,387
736.1656,-97155.390625,62.41,687.1507,388,62.5,1940000,388
725.1384,-92149.0390625,59.99,508.2084,389,60.13,1945000,389
739.7457,-92570.859375,60.65,623.0021,390,60.63,1950000,390
727.4125,-95797.2109375,60.45,544.9488,391,60.36,1955000,391
736.2716,-92538.265625,61.64,640.2056,392,61.8,1960000,392
730.7272,-96678.359375,62.35,586.0977,393,62.59,1965000,393
728.6805,-95724.8125,61.31,594.1163,394,60.91,1970000,394
735.3088,-95047.0859375,59.03,512.0986,395,59.35,1975000,395
747.0887,-99532.8125,59.64,748.1481,396,59.96,1980000,396
752.9275,-99535.1796875,59.27,1017.9318,397,58.89,1985000,397
750.4594,-99361.515625,59.86,849.4094,398,59.63,1990000,398
733.9836,-95327.7421875,58.66,599.7444,399,58.97,1995000,399
725.9096,-96460.3515625,59.58,567.9727,400,59.83,2000000,400
731.0822,-95649.703125,59.3,506.253,401,59.33,2005000,401
679.5651,-97812.421875,58.92,562.476,402,59.53,2010000,402
691.8163,-97012.671875,59.79,566.9747,403,60.23,2015000,403
697.1546,-98109.3828125,59.72,654.4493,404,59.66,2020000,404
697.9464,-98178.234375,61.78,640.723,405,61.85,2025000,405
694.0062,-97637.9453125,61.52,571.3893,406,62.25,2030000,406
