Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time,Running Reverse KL,Reward Loss,Real Det Return,Itration
1759.57,157.0464,545000,109,15.3223,-25220.751953125,2139.93,109
1768.58,156.8239,550000,110,15.2472,-25371.9921875,2058.64,110
1801.51,156.8096,555000,111,15.3231,-25555.802734375,2090.04,111
1760.01,156.6999,560000,112,15.5475,-26026.6484375,2131.53,112
1850.55,156.8147,565000,113,15.4507,-26443.560546875,2209.75,113
1799.33,156.9254,570000,114,15.4953,-26568.837890625,2183.52,114
1818.5,156.7246,575000,115,15.3695,-26649.76953125,2145.49,115
1825.11,156.6835,580000,116,15.4137,-26965.63671875,2166.34,116
1793.04,156.91,585000,117,15.2615,-27279.70703125,2121.97,117
1811.04,156.642,590000,118,15.2864,-27456.18359375,2133.58,118
1813.61,156.8487,595000,119,15.2132,-27764.064453125,2128.94,119
1805.98,156.6492,600000,120,15.2752,-28020.9453125,2122.88,120
1817.77,156.9365,605000,121,15.6412,-28444.080078125,2163.23,121
1815.45,156.8569,610000,122,15.452,-28619.947265625,2154.14,122
1792.09,156.7998,615000,123,15.1545,-28826.24609375,2141.64,123
1814.49,156.7345,620000,124,15.2767,-29092.966796875,2158.04,124
1842.84,156.7651,625000,125,15.5131,-29469.8515625,2215.44,125
1838.84,156.6907,630000,126,15.3247,-29717.666015625,2196.27,126
1818.41,156.7464,635000,127,15.3843,-30011.39453125,2163.3,127
1825.62,156.9018,640000,128,15.5031,-30198.28125,2165.66,128
1821.49,156.8533,645000,129,15.2932,-30414.5078125,2150.98,129
1803.56,156.7337,650000,130,15.2809,-30893.99609375,2152.08,130
1826.66,156.772,655000,131,15.3427,-31234.35546875,2148.55,131
1815.78,156.7612,660000,132,15.3853,-31467.880859375,2174.97,132
1829.39,156.8637,665000,133,15.1719,-31570.099609375,2107.29,133
1812.93,156.9637,670000,134,15.2086,-31951.98046875,2169.67,134
1858.04,156.8912,675000,135,15.8804,-32323.365234375,2203.7,135
1841.68,156.7055,680000,136,15.5035,-32643.37890625,2181.58,136
1854.25,156.8886,685000,137,15.6072,-32872.8046875,2193.4,137
1800.81,156.7124,690000,138,15.0752,-33298.2734375,2141.2,138
1855.29,156.9215,695000,139,15.5101,-33331.1484375,2186.46,139
1852.46,156.7994,700000,140,15.5899,-33696.8125,2195.07,140
1833.14,156.8546,705000,141,15.265,-33836.98828125,2172.56,141
1796.09,156.8375,710000,142,15.4503,-34210.0078125,2139.86,142
1796.61,156.8813,715000,143,15.1801,-34371.59375,2130.45,143
1884.45,156.7771,720000,144,15.452,-34954.51953125,2199.65,144
1882.27,156.7537,725000,145,15.6522,-35157.00390625,2210.1,145
1820.05,156.7795,730000,146,15.3984,-35354.10546875,2152.81,146
1825.11,156.6529,735000,147,15.273,-35627.28515625,2125.21,147
1837.42,156.6315,740000,148,15.3321,-35826.49609375,2207.72,148
1822.44,156.6704,745000,149,15.0204,-36125.984375,2167.41,149
1862.89,156.7978,750000,150,15.462,-36596.43359375,2197.87,150
1804.49,156.7495,755000,151,14.899,-36629.1484375,2133.71,151
1819.76,156.8541,760000,152,15.2686,-36885.8359375,2174.08,152
1862.28,156.609,765000,153,15.3402,-37216.01953125,2180.13,153
1847.72,156.6817,770000,154,14.9986,-37542.73828125,2168.84,154
1853.8,156.7866,775000,155,15.3423,-37746.7890625,2196.03,155
1880.9,156.8827,780000,156,15.7212,-38135.38671875,2235.95,156
1828.67,156.8468,785000,157,15.3084,-38276.32421875,2181.89,157
1874.3,156.6951,790000,158,15.2311,-38539.0546875,2209.0,158
1802.67,156.8777,795000,159,15.134,-38843.5390625,2112.43,159
1871.71,156.784,800000,160,15.3218,-39244.94140625,2166.35,160
1849.09,156.7521,805000,161,15.5114,-39433.91015625,2183.96,161
1823.08,156.7943,810000,162,15.1872,-39771.6171875,2164.65,162
1876.05,156.8249,815000,163,15.3488,-40039.93359375,2232.63,163
1867.71,156.7366,820000,164,15.498,-40462.9140625,2221.31,164
1854.39,156.6523,825000,165,15.0096,-40300.84765625,2146.97,165
1866.08,156.7791,830000,166,15.4358,-41004.96875,2233.02,166
1818.01,156.9439,835000,167,15.0338,-40978.51171875,2120.55,167
1848.95,156.685,840000,168,15.2195,-41204.703125,2170.85,168
1884.91,156.8167,845000,169,15.5563,-41705.07421875,2233.22,169
1898.78,156.6562,850000,170,15.194,-41894.2890625,2218.7,170
1813.26,157.0028,855000,171,15.0332,-42281.78515625,2187.36,171
1843.65,156.9131,860000,172,15.3878,-42468.13671875,2187.38,172
1825.23,156.799,865000,173,15.3188,-42841.28125,2204.29,173
1882.76,156.5436,870000,174,15.193,-43181.62109375,2232.35,174
1864.28,156.7809,875000,175,15.1679,-43115.1640625,2206.57,175
1879.17,156.6451,880000,176,15.4507,-43467.38671875,2217.86,176
1891.31,156.8218,885000,177,15.5262,-43825.94921875,2241.15,177
1846.93,156.8408,890000,178,15.1054,-44115.9140625,2204.75,178
1877.9,156.5295,895000,179,15.1439,-44146.28125,2216.07,179
1877.87,156.7508,900000,180,15.0327,-44622.19921875,2207.24,180
1860.13,156.852,905000,181,15.435,-44858.8359375,2223.02,181
1878.37,156.8884,910000,182,15.4492,-45136.203125,2248.28,182
1893.72,156.5873,915000,183,15.3948,-45137.5,2206.07,183
1863.07,156.6149,920000,184,15.2553,-45151.3828125,2189.39,184
1877.83,156.7443,925000,185,14.9456,-45534.87890625,2211.97,185
1882.86,156.626,930000,186,15.3568,-45712.69140625,2237.12,186
1854.58,156.5459,935000,187,15.0115,-46089.57421875,2219.29,187
1886.18,156.7893,940000,188,15.3396,-45971.5078125,2218.48,188
1909.22,156.5779,945000,189,15.2278,-46191.25390625,2213.38,189
1894.31,156.5857,950000,190,15.0379,-46153.62890625,2207.71,190
1870.58,156.712,955000,191,14.9326,-46469.6796875,2195.72,191
1865.07,156.8968,960000,192,14.9852,-46875.6171875,2204.7,192
1886.99,156.7364,965000,193,15.1857,-47106.02734375,2216.21,193
1906.32,156.7529,970000,194,15.4118,-47173.60546875,2241.37,194
1885.01,156.9105,975000,195,15.1195,-47322.671875,2231.55,195
1873.47,156.6022,980000,196,15.2439,-47295.73046875,2233.69,196
1905.04,156.6881,985000,197,15.0539,-47632.95703125,2242.27,197
1897.03,156.6278,990000,198,15.1321,-47831.90625,2246.54,198
1876.69,156.6045,995000,199,14.8153,-47874.203125,2208.97,199
1849.69,156.7361,1000000,200,14.8738,-48229.6875,2196.29,200
1857.69,156.5784,1005000,201,14.8339,-48247.04296875,2227.69,201
1863.8,156.7108,1010000,202,14.754,-48665.578125,2231.63,202
1877.01,156.6811,1015000,203,14.8601,-48570.13671875,2243.61,203
1848.78,156.7584,1020000,204,14.8814,-48758.22265625,2242.6,204
1863.11,156.707,1025000,205,14.7405,-49010.125,2230.46,205
1868.39,156.6934,1030000,206,14.9162,-49345.48046875,2251.82,206
1822.8,156.8603,1035000,207,14.8666,-49364.3671875,2166.53,207
1865.93,156.6451,1040000,208,14.9973,-49460.76171875,2237.12,208
1847.72,156.749,1045000,209,14.8194,-49723.6640625,2236.12,209
1827.97,156.7206,1050000,210,14.8172,-49920.3671875,2214.91,210
1847.09,156.8215,1055000,211,14.9926,-50164.71875,2253.26,211
1854.97,156.8372,1060000,212,14.802,-50305.1328125,2246.99,212
1844.91,156.7199,1065000,213,14.9648,-50509.42578125,2242.76,213
1871.0,156.7299,1070000,214,14.9397,-50533.95703125,2257.95,214
1867.33,156.8746,1075000,215,14.9023,-50683.4453125,2239.49,215
1892.84,156.5861,1080000,216,14.8811,-50983.359375,2261.32,216
1857.65,156.7613,1085000,217,14.6513,-51082.2890625,2219.41,217
1859.55,156.7897,1090000,218,15.0146,-51180.015625,2242.39,218
1886.59,156.8571,1095000,219,14.8323,-51165.93359375,2258.31,219
1863.58,156.8377,1100000,220,14.9028,-51298.15234375,2275.19,220
1857.38,156.8365,1105000,221,14.9279,-51508.91015625,2239.45,221
1862.6,156.7785,1110000,222,14.8792,-51789.20703125,2240.72,222
1863.19,156.9092,1115000,223,14.8896,-51806.1875,2237.57,223
1864.65,156.6233,1120000,224,14.8791,-51785.24609375,2223.59,224
1882.05,156.6548,1125000,225,14.9168,-52197.0703125,2273.1,225
1881.01,156.6744,1130000,226,14.9912,-52248.4765625,2263.14,226
1872.36,156.7143,1135000,227,14.9737,-52209.19921875,2261.51,227
1866.4,156.6856,1140000,228,14.9487,-52474.90234375,2251.65,228
1861.81,156.828,1145000,229,14.8631,-52551.09375,2234.87,229
1857.99,156.6663,1150000,230,15.0311,-52744.265625,2265.87,230
1881.61,156.6878,1155000,231,15.033,-52776.93359375,2258.53,231
1875.31,156.5601,1160000,232,14.8018,-52841.01171875,2248.52,232
1880.78,156.7255,1165000,233,15.016,-53048.80859375,2274.01,233
1876.44,156.7475,1170000,234,14.9793,-52971.71484375,2266.87,234
1892.59,156.7575,1175000,235,15.0501,-53330.2109375,2259.89,235
1855.14,156.7184,1180000,236,14.9325,-53460.01953125,2260.14,236
1900.4,156.5834,1185000,237,14.8691,-53546.2578125,2257.37,237
1887.91,156.7558,1190000,238,14.897,-53408.453125,2272.01,238
1869.48,156.6241,1195000,239,14.9766,-53714.9453125,2268.82,239
1877.97,156.74,1200000,240,14.8189,-53728.875,2266.62,240
1894.18,156.6027,1205000,241,15.0318,-53898.7890625,2281.64,241
1887.05,156.5179,1210000,242,14.8555,-54055.27734375,2288.57,242
1894.61,156.5664,1215000,243,14.9908,-54446.9765625,2299.92,243
1890.91,156.6276,1220000,244,15.322,-54395.80078125,2276.46,244
1873.93,156.8305,1225000,245,14.8674,-54479.1484375,2270.68,245
1866.17,156.5196,1230000,246,15.1162,-54568.31640625,2244.99,246
1891.56,156.7756,1235000,247,15.0793,-54690.10546875,2279.53,247
1872.37,156.7325,1240000,248,14.9042,-54998.5390625,2280.16,248
1904.39,156.7493,1245000,249,14.9015,-54937.59765625,2291.26,249
1889.43,156.6204,1250000,250,14.9133,-54929.2421875,2280.73,250
1886.6,156.6828,1255000,251,15.009,-55234.81640625,2288.6,251
1896.8,156.5958,1260000,252,14.9072,-55142.671875,2280.72,252
1887.61,156.7888,1265000,253,15.0118,-55155.14453125,2271.83,253
1902.95,156.53,1270000,254,15.0571,-55701.18359375,2306.04,254
1890.16,156.5081,1275000,255,14.9534,-55781.0859375,2304.23,255
1898.59,156.7584,1280000,256,15.1045,-55750.0859375,2298.77,256
1887.94,156.6309,1285000,257,15.0453,-55893.10546875,2321.71,257
1910.82,156.6426,1290000,258,15.2778,-55890.01171875,2297.24,258
1938.96,156.7482,1295000,259,15.2596,-56212.03515625,2308.99,259
1931.0,156.6619,1300000,260,15.2389,-56005.31640625,2310.77,260
1910.65,156.6798,1305000,261,15.1818,-56106.16015625,2287.52,261
1908.81,156.6125,1310000,262,15.2152,-56385.6484375,2282.58,262
1930.83,156.6505,1315000,263,15.1829,-56572.29296875,2278.26,263
1911.34,156.7925,1320000,264,15.2327,-56393.5234375,2291.34,264
1925.17,156.6607,1325000,265,15.1418,-56697.7421875,2311.39,265
1917.9,156.5064,1330000,266,15.0514,-56715.03125,2306.32,266
1927.9,156.727,1335000,267,15.3789,-56901.38671875,2314.45,267
1935.88,156.6461,1340000,268,15.1522,-56941.46875,2293.23,268
1933.1,156.5938,1345000,269,15.2637,-57286.19921875,2318.88,269
1915.66,156.7951,1350000,270,15.2607,-57215.4921875,2282.84,270
1930.04,156.6683,1355000,271,15.3335,-57392.84375,2298.94,271
1951.76,156.5992,1360000,272,15.3333,-57502.23046875,2309.73,272
1954.06,156.6322,1365000,273,15.195,-57810.109375,2288.21,273
1898.51,156.6688,1370000,274,15.2552,-57771.6796875,2289.38,274
1924.16,156.6322,1375000,275,15.3582,-57962.00390625,2320.87,275
1932.29,156.6316,1380000,276,15.1704,-58038.9609375,2290.11,276
1935.31,156.5295,1385000,277,15.3153,-57952.046875,2290.65,277
1954.35,156.6347,1390000,278,15.4274,-58200.50390625,2316.43,278
1938.47,156.6559,1395000,279,15.1651,-58258.5,2292.93,279
1921.81,156.7261,1400000,280,15.267,-58378.1484375,2303.41,280
1910.58,156.5732,1405000,281,15.1181,-58587.4609375,2301.42,281
1891.59,156.8103,1410000,282,15.0923,-58665.4375,2280.01,282
1961.05,156.6308,1415000,283,15.3349,-58789.0,2327.45,283
1945.97,156.6533,1420000,284,15.218,-58899.61328125,2298.85,284
1919.62,156.7314,1425000,285,15.1113,-59116.51171875,2309.32,285
1929.81,156.5796,1430000,286,15.1073,-59294.81640625,2266.39,286
1921.66,156.5823,1435000,287,15.218,-59399.6015625,2297.35,287
1933.89,156.7187,1440000,288,15.3022,-59349.87890625,2282.41,288
1934.7,156.6294,1445000,289,15.3572,-59610.08984375,2297.58,289
1917.57,156.5862,1450000,290,15.2291,-59775.46875,2298.5,290
1922.82,156.5175,1455000,291,15.2517,-59722.96875,2283.44,291
1937.7,156.667,1460000,292,15.2791,-60078.75390625,2316.06,292
1929.93,156.7148,1465000,293,15.223,-60034.8984375,2298.51,293
1937.19,156.693,1470000,294,15.3374,-59936.9140625,2294.86,294
1948.99,156.7119,1475000,295,15.3252,-60300.6640625,2335.97,295
1955.38,156.6132,1480000,296,15.402,-60540.6015625,2323.81,296
1958.19,156.5182,1485000,297,15.2447,-60422.265625,2333.25,297
1954.72,156.6957,1490000,298,15.0768,-60382.6796875,2312.68,298
1964.24,156.5949,1495000,299,15.282,-60468.83203125,2306.85,299
1958.72,156.4762,1500000,300,15.3475,-60802.48046875,2328.68,300
1934.46,156.8095,1505000,301,15.3447,-60922.7421875,2300.79,301
1930.27,156.5954,1510000,302,15.0707,-60906.33984375,2304.02,302
1955.23,156.742,1515000,303,15.2675,-61074.5703125,2322.96,303
1971.47,156.7293,1520000,304,15.2656,-61350.62109375,2331.09,304
1966.84,156.6071,1525000,305,15.1441,-61134.671875,2306.12,305
1950.44,156.9605,1530000,306,15.3152,-61249.4921875,2292.62,306
1922.09,156.7223,1535000,307,15.0178,-61454.9140625,2282.95,307
1932.9,156.6194,1540000,308,15.1891,-61427.20703125,2293.26,308
1956.98,156.5944,1545000,309,15.1676,-61730.59765625,2305.35,309
1939.2,156.7292,1550000,310,15.1634,-61827.1796875,2288.36,310
1943.8,156.6275,1555000,311,15.29,-61944.41015625,2306.9,311
1940.69,156.6928,1560000,312,15.1651,-61883.23046875,2296.88,312
1939.02,156.6924,1565000,313,15.2981,-61797.9921875,2282.98,313
1939.75,156.7476,1570000,314,15.3426,-62037.6796875,2297.1,314
1937.45,156.8189,1575000,315,15.2891,-62033.95703125,2294.99,315
1913.75,156.7872,1580000,316,15.0986,-62164.9375,2264.69,316
1927.7,156.5114,1585000,317,15.089,-61978.578125,2257.89,317
1919.36,156.7244,1590000,318,15.2279,-62176.69140625,2251.67,318
1935.48,156.7693,1595000,319,15.1397,-62008.97265625,2280.42,319
1922.58,156.6404,1600000,320,15.068,-62674.02734375,2271.31,320
1928.33,156.6498,1605000,321,15.2117,-62792.52734375,2231.88,321
1936.18,156.7056,1610000,322,15.0498,-62671.26171875,2266.59,322
1930.76,156.6944,1615000,323,15.2346,-62966.15234375,2294.16,323
1944.79,156.65,1620000,324,15.1011,-62999.91015625,2291.5,324
1926.91,156.8172,1625000,325,15.1823,-62774.87109375,2278.85,325
1947.89,156.6933,1630000,326,15.1553,-63264.68359375,2297.72,326
1941.26,156.6533,1635000,327,15.1888,-63235.25390625,2302.67,327
1957.7,156.7271,1640000,328,15.3596,-63718.578125,2326.02,328
1937.27,156.834,1645000,329,15.3215,-63558.484375,2303.75,329
1929.77,156.6548,1650000,330,15.1338,-63526.47265625,2291.08,330
1952.12,156.608,1655000,331,15.1992,-63662.4453125,2306.41,331
1939.88,156.782,1660000,332,15.2535,-63800.03125,2287.2,332
1941.52,156.6222,1665000,333,15.1075,-63634.14453125,2307.77,333
1946.55,156.6389,1670000,334,15.094,-64123.8828125,2296.77,334
1942.46,156.5415,1675000,335,15.2916,-63923.0390625,2275.62,335
1931.85,156.6442,1680000,336,15.0046,-64252.3828125,2287.06,336
1951.55,156.5631,1685000,337,15.3214,-64458.9453125,2314.04,337
1937.75,156.7185,1690000,338,15.1328,-64601.83984375,2313.34,338
1940.08,156.6022,1695000,339,15.0936,-64825.41015625,2310.57,339
1950.7,156.8158,1700000,340,15.1655,-64681.06640625,2289.17,340
1959.94,156.6553,1705000,341,15.1765,-64984.1171875,2310.96,341
1931.85,156.5155,1710000,342,14.9822,-64912.0078125,2292.77,342
1936.42,156.6014,1715000,343,15.0988,-64870.85546875,2259.87,343
1945.43,156.5447,1720000,344,15.0785,-65099.65625,2292.24,344
1946.32,156.6321,1725000,345,15.1431,-65542.53125,2308.63,345
1959.66,156.6551,1730000,346,15.1843,-65555.9296875,2331.83,346
1958.6,156.5712,1735000,347,15.1691,-65542.0078125,2319.79,347
1964.67,156.4729,1740000,348,15.0173,-65587.4375,2306.8,348
1962.82,156.6057,1745000,349,15.2516,-66064.5390625,2331.47,349
1967.19,156.4984,1750000,350,15.0903,-65740.71875,2313.09,350
1941.03,156.5609,1755000,351,15.213,-65999.828125,2305.8,351
1966.72,156.5615,1760000,352,15.0961,-66036.140625,2319.46,352
1959.27,156.5015,1765000,353,15.096,-66181.5859375,2326.58,353
1956.64,156.6473,1770000,354,14.9982,-66257.0625,2333.65,354
1945.13,156.6524,1775000,355,15.2867,-66427.0234375,2307.0,355
1955.8,156.6382,1780000,356,15.0482,-66606.9765625,2312.42,356
1958.75,156.49,1785000,357,15.1398,-66793.4765625,2320.06,357
1964.01,156.5842,1790000,358,15.2704,-66831.40625,2348.14,358
1955.49,156.6145,1795000,359,15.1387,-66594.84375,2330.26,359
1946.29,156.6224,1800000,360,15.1219,-66798.75,2334.48,360
1960.67,156.5391,1805000,361,15.0699,-66662.453125,2327.24,361
1965.66,156.7514,1810000,362,15.197,-67320.8984375,2366.65,362
1944.49,156.6929,1815000,363,15.1301,-67081.7109375,2313.29,363
1974.56,156.5364,1820000,364,15.1728,-67463.4921875,2341.76,364
1960.2,156.5306,1825000,365,15.1861,-67633.234375,2336.64,365
1960.67,156.5232,1830000,366,15.1134,-67579.6796875,2330.68,366
1938.57,156.551,1835000,367,15.1726,-67770.3828125,2324.96,367
1952.02,156.4741,1840000,368,15.1877,-67905.0859375,2319.8,368
1954.44,156.6257,1845000,369,15.0553,-67584.21875,2313.72,369
1974.29,156.5353,1850000,370,15.0969,-67773.7421875,2326.61,370
1958.61,156.5664,1855000,371,15.11,-67799.9140625,2304.97,371
1961.93,156.5535,1860000,372,15.1293,-67986.0234375,2310.01,372
1951.11,156.6137,1865000,373,15.025,-68021.390625,2292.08,373
1981.62,156.69,1870000,374,15.2366,-68178.6875,2332.89,374
1946.2,156.5588,1875000,375,15.1875,-68416.1796875,2321.22,375
1965.97,156.7799,1880000,376,15.3467,-68328.71875,2313.71,376
1958.05,156.4975,1885000,377,15.3806,-68527.6328125,2321.95,377
1973.45,156.6433,1890000,378,15.0746,-68768.2421875,2327.49,378
1972.99,156.5667,1895000,379,15.215,-68912.421875,2322.99,379
1972.55,156.6988,1900000,380,15.2479,-68691.03125,2326.11,380
1982.16,156.5195,1905000,381,15.1818,-68878.46875,2338.39,381
1944.36,156.5723,1910000,382,15.1387,-68986.5078125,2312.64,382
1962.9,156.5815,1915000,383,15.3482,-69164.1171875,2328.3,383
1946.0,156.5954,1920000,384,15.3121,-69018.6640625,2321.26,384
1956.93,156.6796,1925000,385,15.3562,-69572.375,2323.67,385
1958.82,156.6151,1930000,386,15.1678,-69608.6171875,2328.77,386
1952.27,156.5578,1935000,387,15.0763,-69453.09375,2313.68,387
1962.95,156.6653,1940000,388,15.2018,-69673.5546875,2321.15,388
1967.58,156.6116,1945000,389,15.2191,-70057.3828125,2320.02,389
1975.69,156.4982,1950000,390,15.2975,-69925.6640625,2332.37,390
1950.98,156.5912,1955000,391,15.0346,-69841.34375,2321.94,391
1972.16,156.6874,1960000,392,15.0372,-69948.3828125,2333.81,392
1947.5,156.6017,1965000,393,15.1652,-70340.546875,2313.67,393
