Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Reward Loss
4108.56,70.417,154,5373.31,154,76.386,770000,-13378.302734375
4138.13,78.8765,155,5231.21,155,83.8314,775000,-13765.3388671875
2592.05,77.9414,156,4169.71,156,82.0412,780000,-13643.2666015625
4931.65,67.7034,157,5305.17,157,73.7692,785000,-13796.4775390625
3239.05,70.5536,158,4876.71,158,74.6413,790000,-13708.837890625
4938.96,80.2631,159,5682.06,159,85.3125,795000,-14599.0
4306.4,81.3874,160,5105.66,160,80.0413,800000,-14583.484375
5067.71,68.8687,161,5140.05,161,75.5615,805000,-14426.2041015625
4834.16,75.4316,162,5676.95,162,82.2376,810000,-14947.9775390625
4511.2,75.4139,163,5100.07,163,82.0341,815000,-15176.28125
5175.19,86.1318,164,5684.68,164,86.5393,820000,-15694.3671875
4486.54,81.3081,165,5654.33,165,82.359,825000,-15769.287109375
5132.37,77.7397,166,5477.58,166,82.9433,830000,-16083.7822265625
4602.28,79.8634,167,5131.98,167,78.5756,835000,-16114.4501953125
5349.02,81.0356,168,5426.48,168,83.9711,840000,-16421.064453125
4938.12,78.2076,169,5683.84,169,81.3484,845000,-16598.490234375
5183.45,81.4969,170,5570.81,170,86.7434,850000,-17200.85546875
5281.7,81.1595,171,5717.36,171,79.0053,855000,-16905.29296875
5298.06,83.2461,172,5648.24,172,86.1157,860000,-17581.607421875
5270.07,85.306,173,5572.87,173,86.1708,865000,-17882.87109375
5161.73,81.561,174,5678.38,174,85.9999,870000,-17713.275390625
5218.79,88.6875,175,5625.55,175,86.089,875000,-18264.626953125
5075.51,81.7088,176,5529.86,176,80.7745,880000,-17736.177734375
5212.27,77.0248,177,5445.78,177,82.1918,885000,-18105.037109375
4455.81,79.1803,178,5159.03,178,76.4411,890000,-18348.1875
4680.28,84.1304,179,5351.21,179,85.4136,895000,-19084.33203125
5227.77,60.911,180,5674.4,180,71.2221,900000,-18117.58984375
4935.98,84.0401,181,5568.46,181,86.957,905000,-19420.388671875
4950.15,75.289,182,5686.3,182,75.5792,910000,-19145.056640625
5180.24,76.0076,183,5595.4,183,77.0636,915000,-19542.02734375
5260.51,68.4278,184,5724.44,184,73.0728,920000,-19157.7265625
5504.76,84.4401,185,5754.06,185,84.6343,925000,-20393.953125
5360.4,76.0153,186,5492.68,186,76.031,930000,-19949.0078125
4781.33,77.2462,187,5648.8,187,76.7859,935000,-20270.36328125
5171.26,81.3992,188,5743.89,188,83.9501,940000,-21361.294921875
5208.75,78.3923,189,5369.78,189,77.9947,945000,-20970.806640625
5169.6,84.9371,190,5598.61,190,84.0724,950000,-21667.96875
5102.39,79.8438,191,5756.56,191,81.3799,955000,-21811.001953125
5432.93,80.7515,192,5625.93,192,80.4216,960000,-22252.232421875
4867.74,87.5805,193,5651.24,193,86.8657,965000,-22571.365234375
5393.08,86.8412,194,5304.16,194,84.9898,970000,-23020.005859375
5248.41,88.8345,195,5623.78,195,86.6676,975000,-23036.41796875
4737.13,85.0357,196,5227.81,196,84.0195,980000,-23224.98046875
4946.13,72.5128,197,5439.55,197,75.139,985000,-22662.833984375
5077.07,88.6427,198,5447.68,198,86.4573,990000,-23827.35546875
5082.16,79.9707,199,5610.19,199,81.2084,995000,-23917.923828125
5322.11,86.2334,200,5749.38,200,84.7851,1000000,-24269.96484375
5379.01,80.0079,201,5537.57,201,76.7956,1005000,-23955.1796875
4885.45,91.3126,202,4965.79,202,87.1488,1010000,-24703.599609375
5048.46,90.3697,203,5517.18,203,87.3816,1015000,-25209.880859375
4284.25,90.0291,204,5277.53,204,85.6133,1020000,-25092.638671875
4656.88,89.8692,205,5448.12,205,87.5945,1025000,-25924.0546875
4376.13,82.9776,206,5370.68,206,79.3087,1030000,-25327.001953125
4239.16,92.2972,207,5220.92,207,88.1461,1035000,-26254.892578125
4841.34,90.2589,208,5053.17,208,84.471,1040000,-26447.60546875
5008.87,92.893,209,5487.2,209,88.4714,1045000,-27035.751953125
5226.23,81.3518,210,4959.37,210,77.8436,1050000,-26224.716796875
3838.38,89.114,211,4696.39,211,86.2035,1055000,-26878.0234375
4759.29,87.3343,212,5322.34,212,84.8983,1060000,-27305.376953125
4673.53,91.3215,213,4935.46,213,86.9722,1065000,-27722.978515625
4835.39,92.2353,214,5381.96,214,89.2165,1070000,-28068.091796875
4053.09,96.2033,215,5675.66,215,88.7688,1075000,-28646.16015625
5438.58,91.3231,216,5446.05,216,87.7209,1080000,-28659.630859375
4930.34,93.1446,217,5345.69,217,87.1226,1085000,-29161.255859375
5065.45,91.711,218,5118.23,218,87.2497,1090000,-29454.109375
5273.28,91.4832,219,4627.98,219,85.8421,1095000,-29518.24609375
5129.87,83.8756,220,5810.16,220,84.868,1100000,-29933.841796875
4108.55,87.0178,221,5663.83,221,83.0124,1105000,-29877.353515625
4533.48,87.8822,222,5229.36,222,87.3487,1110000,-30408.236328125
5388.08,87.1131,223,5681.45,223,85.5407,1115000,-30861.21484375
5470.3,91.6209,224,5522.68,224,86.1162,1120000,-31355.21484375
5221.02,80.5386,225,5743.16,225,77.7512,1125000,-30292.177734375
5438.96,87.9976,226,5720.03,226,84.5758,1130000,-31903.4765625
5217.59,84.7695,227,5522.47,227,85.0694,1135000,-31941.3359375
5212.22,85.405,228,5741.91,228,86.1731,1140000,-32496.33203125
5004.05,90.6114,229,5363.03,229,85.9807,1145000,-32608.361328125
5279.28,86.7646,230,5807.82,230,85.5874,1150000,-33088.09375
5327.34,85.1441,231,5832.33,231,84.6535,1155000,-33099.1171875
5250.0,83.8908,232,5750.08,232,80.3373,1160000,-32891.3984375
5430.12,86.2039,233,5582.46,233,86.5944,1165000,-33875.91015625
5119.7,85.0859,234,5547.64,234,86.0744,1170000,-34190.6640625
5374.06,84.9168,235,5629.48,235,88.3681,1175000,-34091.296875
5051.51,81.0098,236,5692.83,236,84.9495,1180000,-34256.19140625
5131.57,87.5158,237,5734.49,237,86.6475,1185000,-35300.0625
5142.37,89.9982,238,5768.24,238,87.3463,1190000,-35551.16796875
4833.37,91.6342,239,5832.08,239,88.1866,1195000,-35734.265625
5559.21,93.7674,240,5240.34,240,89.8525,1200000,-36191.50390625
4800.87,90.6966,241,5260.87,241,86.5272,1205000,-35998.59375
4672.81,90.5311,242,5197.72,242,87.6479,1210000,-37010.6484375
4886.14,84.4088,243,5835.42,243,78.1834,1215000,-35786.8359375
4385.15,76.8789,244,5795.01,244,75.5062,1220000,-35270.12890625
5015.37,92.9354,245,5462.83,245,86.9363,1225000,-37525.98046875
4831.4,83.0803,246,5164.73,246,78.6198,1230000,-37049.2265625
4521.23,90.9365,247,5690.95,247,87.5328,1235000,-37959.33984375
5473.69,89.5337,248,5451.5,248,86.7504,1240000,-38631.28515625
5136.86,79.2823,249,5729.76,249,78.4276,1245000,-37089.04296875
4786.51,92.8949,250,5238.62,250,86.6645,1250000,-39251.5234375
5077.01,81.0372,251,5854.7,251,78.3625,1255000,-38485.65625
5312.54,92.0979,252,5792.6,252,84.9208,1260000,-40156.40625
5207.72,93.3438,253,5557.01,253,87.5077,1265000,-40309.51953125
4700.67,91.4304,254,5109.25,254,87.5668,1270000,-40164.22265625
5065.53,96.2799,255,5599.1,255,88.5798,1275000,-40759.87890625
4161.33,85.9111,256,5830.49,256,86.5047,1280000,-40752.85546875
4099.38,89.5543,257,5141.5,257,89.7719,1285000,-40430.65234375
5100.87,89.0165,258,5828.47,258,86.3111,1290000,-41040.52734375
4475.24,91.1365,259,4735.93,259,86.2606,1295000,-41210.0546875
5308.54,92.7601,260,5416.36,260,89.259,1300000,-42218.3671875
4960.73,93.1278,261,5680.56,261,87.0879,1305000,-42713.5703125
5076.92,89.2249,262,5908.55,262,86.4087,1310000,-42820.4921875
4725.85,90.6808,263,5889.94,263,87.683,1315000,-43107.29296875
5168.25,89.8971,264,5534.19,264,86.5954,1320000,-43005.31640625
5069.06,91.4134,265,5734.13,265,87.3878,1325000,-43585.66796875
5351.99,91.5822,266,5482.62,266,87.7733,1330000,-43534.01953125
5028.02,85.2659,267,5121.25,267,85.722,1335000,-43841.8828125
5049.13,87.0085,268,5412.67,268,81.8359,1340000,-43359.39453125
5313.21,89.7595,269,5912.1,269,88.0278,1345000,-45295.95703125
5403.68,87.9387,270,5190.76,270,86.5685,1350000,-45047.640625
5077.38,92.0404,271,5580.24,271,88.83,1355000,-45703.83203125
4716.74,90.2482,272,5749.74,272,86.2616,1360000,-46047.24609375
4340.89,88.5226,273,5065.96,273,87.5148,1365000,-45472.97265625
4619.51,94.0877,274,4926.93,274,89.1081,1370000,-45806.8984375
5250.6,88.4358,275,5739.82,275,87.128,1375000,-46601.85546875
5335.11,78.2631,276,5548.25,276,76.4324,1380000,-43549.00390625
5116.22,89.6513,277,5229.96,277,89.0414,1385000,-47658.96484375
4788.38,86.2396,278,5539.07,278,87.3643,1390000,-46944.015625
4993.75,90.0438,279,5515.58,279,88.6329,1395000,-47091.890625
5128.69,85.6448,280,5829.22,280,83.0682,1400000,-47265.19921875
4339.74,87.1697,281,5465.5,281,87.7928,1405000,-48081.2890625
5079.59,94.6884,282,5450.61,282,89.473,1410000,-47861.62890625
3791.28,79.6267,283,5619.46,283,76.4924,1415000,-44780.78125
5474.12,91.0538,284,5324.17,284,85.6966,1420000,-47941.34375
4998.2,80.8668,285,5891.12,285,76.6562,1425000,-45822.81640625
4643.16,90.0865,286,5825.69,286,87.559,1430000,-49432.84375
4997.57,87.4283,287,5750.24,287,86.5835,1435000,-49350.4609375
5287.11,91.5057,288,5865.23,288,88.1518,1440000,-49472.23828125
5095.87,92.9935,289,5575.95,289,87.4302,1445000,-50389.49609375
4667.59,84.2356,290,6008.68,290,86.4771,1450000,-50256.7890625
4843.01,88.2915,291,4872.97,291,87.3834,1455000,-50287.96875
5508.44,89.535,292,5975.64,292,87.0515,1460000,-50970.66796875
4438.42,86.5403,293,5645.8,293,85.8913,1465000,-50931.5546875
4585.57,81.7493,294,5677.97,294,79.8314,1470000,-50142.73828125
4088.68,75.6969,295,5654.19,295,76.9103,1475000,-47495.265625
5595.45,86.6798,296,5601.04,296,85.0009,1480000,-51440.375
5186.46,82.5035,297,5678.85,297,84.3626,1485000,-51585.15234375
4928.37,80.1166,298,5902.58,298,77.6568,1490000,-49003.25390625
5321.49,80.4673,299,5869.64,299,78.3856,1495000,-50594.20703125
4586.1,87.9132,300,5888.27,300,88.0358,1500000,-53487.01953125
5008.43,85.9988,301,5779.29,301,84.7003,1505000,-52304.08984375
4705.5,90.1337,302,5327.22,302,88.2213,1510000,-53051.5390625
4099.43,68.629,303,5481.01,303,73.7288,1515000,-46949.62109375
3350.94,84.1609,304,5397.19,304,85.6367,1520000,-53529.21875
5094.72,86.0041,305,5948.88,305,86.078,1525000,-53763.09765625
4757.89,73.8367,306,5612.69,306,73.8638,1530000,-48889.359375
4975.64,86.0313,307,5085.56,307,86.3163,1535000,-54008.0625
5145.97,82.1893,308,4787.07,308,84.9035,1540000,-54208.9140625
4693.48,80.2395,309,5290.46,309,80.5691,1545000,-53353.30859375
4881.07,85.9262,310,4958.23,310,86.2104,1550000,-54779.58984375
4228.47,82.4893,311,5030.85,311,83.6168,1555000,-54126.35546875
3851.05,73.3429,312,4755.44,312,75.9669,1560000,-51429.4375
5022.1,79.0081,313,5677.26,313,77.4395,1565000,-51209.28125
4840.31,85.4811,314,4755.01,314,85.4027,1570000,-55253.74609375
5381.12,87.6364,315,5369.87,315,88.2341,1575000,-55652.71875
5530.1,84.5991,316,5457.74,316,86.4966,1580000,-55272.35546875
5272.89,83.907,317,5524.61,317,86.6916,1585000,-56207.75390625
4529.88,85.8554,318,5994.16,318,86.0323,1590000,-56313.59765625
5562.35,85.4426,319,5653.15,319,86.0036,1595000,-56265.28515625
5123.85,85.1734,320,5722.69,320,88.547,1600000,-56863.8984375
5396.0,75.1148,321,6033.42,321,76.0151,1605000,-53582.48828125
5415.94,84.8544,322,5271.39,322,84.5656,1610000,-56745.171875
5639.97,85.1773,323,5807.51,323,86.6536,1615000,-56800.5390625
5323.53,86.4206,324,5707.12,324,87.5419,1620000,-57686.875
5306.52,85.8715,325,5355.77,325,86.1359,1625000,-56958.16015625
5600.52,85.585,326,5949.06,326,86.191,1630000,-57642.7421875
5269.24,88.6598,327,5731.69,327,87.9082,1635000,-58408.66796875
5299.35,79.2186,328,5557.98,328,79.8292,1640000,-56277.90234375
5334.87,85.8939,329,5758.06,329,86.102,1645000,-58895.74609375
5286.84,89.7791,330,5613.31,330,87.1251,1650000,-57897.875
5152.82,82.2732,331,5418.02,331,83.3529,1655000,-58469.9453125
5480.87,86.5427,332,6067.06,332,85.9763,1660000,-58877.4296875
4575.23,88.3437,333,5360.23,333,85.1167,1665000,-58073.0703125
-2712.49,425.1947,334,-2634.06,334,123.6068,1670000,-23523.345703125
-2728.0,360.0288,335,-2808.84,335,105.2117,1675000,-24639.005859375
-1613.12,413.8373,336,-1701.15,336,100.504,1680000,-24621.537109375
-1159.92,497.8569,337,-1384.56,337,89.4801,1685000,-27133.298828125
-988.18,316.2463,338,-807.4,338,91.244,1690000,-25336.109375
-892.58,166.5505,339,-623.38,339,79.3563,1695000,-26977.623046875
-950.7,261.3694,340,-1105.64,340,77.8516,1700000,-25528.998046875
-227.54,153.9425,341,-127.8,341,74.8745,1705000,-32544.216796875
143.24,96.9161,342,57.85,342,74.7628,1710000,-32343.90625
524.82,195.4141,343,672.04,343,78.122,1715000,-35605.6796875
677.96,97.0321,344,1070.77,344,76.5552,1720000,-39753.0859375
1769.48,122.1449,345,2183.67,345,81.255,1725000,-42358.05859375
1959.79,82.1449,346,2324.17,346,83.6458,1730000,-49455.015625
2937.99,82.7308,347,3033.46,347,88.0731,1735000,-56498.72265625
2841.78,84.4159,348,3511.01,348,89.3427,1740000,-57627.59375
2002.96,91.5835,349,2910.09,349,88.1037,1745000,-56736.7890625
2540.87,145.0072,350,3022.4,350,83.0806,1750000,-46663.61328125
3653.51,82.9826,351,4161.09,351,82.3625,1755000,-53371.29296875
3001.44,85.6509,352,4253.31,352,86.886,1760000,-58609.71484375
4141.77,80.9753,353,4881.02,353,82.7912,1765000,-56023.97265625
4509.62,87.9921,354,4545.98,354,81.3547,1770000,-56383.68359375
3784.43,96.3574,355,5026.21,355,81.9562,1775000,-55186.7421875
4210.54,113.9494,356,5123.33,356,82.5249,1780000,-55497.765625
4286.11,118.2309,357,5019.07,357,81.1639,1785000,-51737.23046875
4453.17,74.1452,358,4994.58,358,80.67,1790000,-57279.68359375
4333.24,74.4013,359,4966.9,359,81.7088,1795000,-58956.07421875
4844.26,75.5445,360,5218.71,360,82.3244,1800000,-59295.28515625
4635.01,76.3896,361,5398.95,361,84.8317,1805000,-59452.671875
4159.19,95.8445,362,4907.98,362,77.74,1810000,-52191.5625
3977.26,76.9587,363,5325.89,363,81.4646,1815000,-59858.578125
4404.52,79.3266,364,5293.96,364,83.0139,1820000,-59564.1484375
4799.06,82.0323,365,5490.34,365,84.0972,1825000,-61069.5390625
4982.56,105.7457,366,4772.84,366,84.4923,1830000,-58020.890625
4237.5,92.0012,367,5349.63,367,85.2373,1835000,-59434.3203125
4903.21,95.8102,368,5620.33,368,85.0776,1840000,-57118.71484375
4198.62,79.6088,369,5452.6,369,84.6751,1845000,-61473.2265625
5139.3,97.4101,370,4856.32,370,83.9957,1850000,-56580.08984375
4584.82,85.0581,371,5293.09,371,84.1018,1855000,-61646.203125
4817.62,78.1831,372,5175.99,372,82.0569,1860000,-60264.88671875
4721.5,79.6641,373,5331.99,373,85.1127,1865000,-57763.3828125
4819.99,84.4949,374,5344.55,374,85.6003,1870000,-62594.0078125
4760.21,79.3561,375,5557.89,375,84.1323,1875000,-62114.328125
4988.19,82.2589,376,5373.38,376,85.8053,1880000,-62863.2109375
4766.23,82.3565,377,5505.48,377,85.1857,1885000,-62236.08984375
4311.66,80.5607,378,5470.89,378,80.3433,1890000,-59789.09765625
5053.05,79.7424,379,5139.46,379,81.1517,1895000,-62078.375
4830.72,79.717,380,5520.78,380,83.6512,1900000,-61152.37890625
4961.62,84.7816,381,5007.66,381,85.2579,1905000,-63757.68359375
4484.67,83.4609,382,5637.0,382,83.0476,1910000,-61148.37109375
5068.87,85.2483,383,5661.77,383,85.4885,1915000,-64087.8203125
4825.43,84.6506,384,5283.23,384,85.3418,1920000,-62794.6015625
5032.39,83.6672,385,5778.92,385,84.6906,1925000,-64290.953125
5106.35,82.4781,386,4989.04,386,83.0608,1930000,-63776.81640625
4631.16,99.4346,387,5601.26,387,84.475,1935000,-60943.57421875
4212.15,102.758,388,5374.01,388,78.5441,1940000,-55905.12890625
4737.33,79.1294,389,5740.19,389,80.937,1945000,-60794.40234375
5078.09,83.002,390,5703.0,390,83.7319,1950000,-64002.0390625
4985.13,84.4181,391,5663.77,391,83.1137,1955000,-64443.74609375
